hour_wib,character_rule,raw_component_id,component_size,halo_cell_count,halo_economic_support_count,halo_economic_support_ratio,component_min_half_exp_floor,component_min_half_exp_mean,component_exp_floor,component_exp_mean,component_pf_median,component_dd_max,component_wr_min,component_wr_mean,component_trade_sum,min_lb,max_lb,min_hold,max_hold,component_cells
0,DRIVE_UP__STR_B60_80,1,2,7,2,0.2857142857142857,0.22934367488055,0.44122196778406736,1.1937772904996116,1.7358446095582365,1.5113399100906695,114.03310077668996,0.6027397260273972,0.6438356164383561,146,240,240,360,480,LB240/H360;LB240/H480
0,EFF_HIGH__RANGE_LOW,1,2,5,2,0.4,0.5706949742205865,0.9757219918782729,1.6940634803157708,2.192560881858215,2.3047278283090855,48.00538599223249,0.5901639344262295,0.6065573770491803,122,360,360,360,480,LB360/H360;LB360/H480
0,EFF_HIGH__RV_LOW,1,2,7,3,0.42857142857142855,0.489357466319211,0.5642927081500014,0.7309329208369025,1.2699284075773778,1.6580391505839693,77.72903837433125,0.5545454545454546,0.5751450676982592,204,240,360,360,360,LB240/H360;LB360/H360
0,EFF_HIGH__RV_MID,1,3,9,3,0.3333333333333333,0.2010496080923695,0.9254481232062988,1.2826095541996947,2.116378499457447,1.9077078557666904,87.37244791001386,0.5607476635514018,0.5893579689905826,301,240,360,240,360,LB240/H240;LB360/H240;LB240/H360
0,EFF_LOW__EXT_MID,1,1,5,3,0.6,1.0375266906983154,1.0375266906983154,2.1657215600687123,2.1657215600687123,2.460864508833276,33.56140558111454,0.618421052631579,0.618421052631579,76,180,180,240,240,LB180/H240
0,EFF_LOW__RANGE_MID,1,7,14,8,0.5714285714285714,0.5681946288358877,1.0605399020687782,2.01125448009974,3.086634879669858,2.6282146007157854,72.01584470381835,0.55,0.6007453416149069,581,60,180,240,480,LB60/H240;LB180/H240;LB60/H360;LB120/H360;LB180/H360;LB60/H480;LB180/H480
0,EFF_LOW__RV_MID,1,3,10,4,0.4,2.1041696755470327,2.46344388202018,2.612316311626673,3.190416632582146,2.1558160569868647,97.53514256199048,0.5633802816901409,0.596244131455399,213,120,120,240,480,LB120/H240;LB120/H360;LB120/H480
0,EFF_MID__RANGE_MID,1,1,4,1,0.25,0.5878082299761672,0.5878082299761672,0.9052488548609192,0.9052488548609192,1.2477696660302555,73.05436326890049,0.5806451612903226,0.5806451612903226,93,60,60,360,360,LB60/H360
0,RANGE_MID,1,1,4,2,0.5,0.8506608390870423,0.8506608390870423,1.3962777435383789,1.3962777435383789,1.400339140667608,120.43172303169354,0.5887096774193549,0.5887096774193549,248,60,60,360,360,LB60/H360
0,RV_HIGH__RANGE_MID,1,4,10,4,0.4,0.7484822533472745,1.5648741457237514,1.5485016347813283,2.716068900138771,2.7957161613851778,35.43811133332511,0.5909090909090909,0.6174242424242424,286,240,360,240,360,LB240/H240;LB360/H240;LB240/H360;LB360/H360
0,RV_LOW__RANGE_MID,1,2,5,3,0.6,0.6622585704319798,0.8149176340141779,0.8977929940873229,1.421742043714407,1.3707916389382988,117.67985990143303,0.5714285714285714,0.6,140,60,60,360,480,LB60/H360;LB60/H480
0,RV_MID__RANGE_MID,1,2,7,2,0.2857142857142857,0.417853031839387,0.851250332884327,1.9641555438877627,1.9764153530934916,1.834816342328905,95.47714308999694,0.5704697986577181,0.5771812080536913,298,180,180,360,480,LB180/H360;LB180/H480
0,STR_B40_60,1,1,5,1,0.2,0.5159487706719955,0.5159487706719955,0.9678142056335268,0.9678142056335268,1.310787139163175,85.4619686852156,0.5604395604395604,0.5604395604395604,182,180,180,360,360,LB180/H360
0,STR_B60_80,1,1,4,1,0.25,0.3186443760923073,0.3186443760923073,2.310385156454567,2.310385156454567,1.803983300417865,82.41047144745544,0.6496350364963503,0.6496350364963503,137,360,360,240,240,LB360/H240
1,DRIVE_DOWN__EFF_LOW,1,1,4,2,0.5,0.5827710050577617,0.5827710050577617,0.7467776001789833,0.7467776001789833,1.391185184014946,55.13928291344811,0.6052631578947368,0.6052631578947368,152,120,120,120,120,LB120/H120
1,DRIVE_DOWN__EXT_MID,1,1,3,1,0.3333333333333333,0.8230802703966258,0.8230802703966258,1.051522231435605,1.051522231435605,1.496741167569524,41.9232541287244,0.5736434108527132,0.5736434108527132,129,60,60,120,120,LB60/H120
1,DRIVE_DOWN__RANGE_LOW,1,1,5,2,0.4,0.4162408513434229,0.4162408513434229,0.5992428687248047,0.5992428687248047,1.3225514719001557,81.94126116127391,0.558974358974359,0.558974358974359,195,180,180,240,240,LB180/H240
1,DRIVE_DOWN__RANGE_MID,1,1,4,2,0.5,0.5302067462737632,0.5302067462737632,1.0138631698171443,1.0138631698171443,1.2599677841483226,107.73489017282232,0.55,0.55,140,60,60,360,360,LB60/H360
1,DRIVE_DOWN__RV_MID,1,3,7,4,0.5714285714285714,0.7183647044613314,0.9126916050515789,1.034946165437577,1.1914560146190194,1.4805345717086784,118.10551142523336,0.5555555555555556,0.5604938271604939,405,60,60,120,360,LB60/H120;LB60/H240;LB60/H360
1,DRIVE_DOWN__STR_B0_20,1,1,5,2,0.4,0.7253999647462614,0.7253999647462614,0.8745604465658432,0.8745604465658432,1.523153454314954,29.233912021540554,0.6020408163265306,0.6020408163265306,98,120,120,240,240,LB120/H240
1,DRIVE_DOWN__STR_B40_60,1,3,10,4,0.4,0.6943835799467124,0.9451863325455333,0.9087865659455104,1.6905357962938314,1.7514866846402002,67.86548455933627,0.5760869565217391,0.6014492753623188,276,240,240,120,360,LB240/H120;LB240/H240;LB240/H360
1,DRIVE_UP__EFF_HIGH,1,3,7,4,0.5714285714285714,0.4373872147142523,1.996904741001148,1.2908703393449987,2.890790370672198,1.8615780583014123,116.57457214202444,0.5963302752293578,0.646156279658336,334,180,360,480,480,LB180/H480;LB240/H480;LB360/H480
1,DRIVE_UP__EXT_HIGH,1,2,5,3,0.6,0.1199378083556185,0.9110177144329168,1.5164123352880678,1.9685647841019545,1.607591885429396,118.85311256378466,0.5871559633027523,0.5963302752293578,218,360,360,360,480,LB360/H360;LB360/H480
