entry_filter,management,scope,baseline_n,retention,trades_n,wr,pf,expectancy,total_net,avg_win,avg_loss,max_dd,max_loss_streak,abort_n,abort_rate,trades_per_week,min_nominal_rr
BASE,NO_ABORT,development,38,1.0,38,0.5,0.36390000337531275,-0.5996932358208058,-22.788342961190622,0.6861448567750991,-1.885531328416711,23.539116503571965,4,0,0.0,0.2681132537710426,1.0
BASE,NO_ABORT,external,38,1.0,38,0.631578947368421,1.9515630518748355,0.90934258663772,34.55501829223336,2.9528739067401637,-2.5938539621093253,13.5879602068866,7,0,0.0,0.38057955318863546,1.0
BASE,NO_ABORT,reference_validation,20,1.0,20,0.65,0.9999324510346699,-3.455257483556129e-05,-0.0006910514967112258,0.7868990505569887,-1.4614826726767949,6.010815141684501,3,0,0.0,0.2677006426940033,1.0
BASE,NO_ABORT,POOLED_REUSED_EXTVAL,58,1.0,58,0.6379310344827587,1.742395994072901,0.5957642627713217,34.554327240736654,2.1918557140271564,-2.2163968656318156,13.5879602068866,7,0,0.0,0.1732128096418953,1.0
BASE,NO_ABORT,POOLED_MAJOR,96,1.0,96,0.5833333333333334,1.1428440668176867,0.12256233624527113,11.765984279546029,1.680989530316637,-2.059235735454641,28.078239617227123,7,0,0.0,0.28669706423486124,1.0
NO_SIDEWAYS,NO_ABORT,development,38,0.8421052631578947,32,0.53125,0.5098268212117015,-0.33755984383788407,-10.80191500281229,0.6608835920226097,-1.4691290711464438,12.224451041662165,3,0,0.0,0.2316193102259753,1.0
NO_SIDEWAYS,NO_ABORT,external,38,0.7368421052631579,28,0.6071428571428571,1.7666083886573607,0.7352695924971815,20.58754858992108,2.7907596613383636,-2.4413968775301,10.190293871780984,5,0,0.0,0.2820397517762389,1.0
NO_SIDEWAYS,NO_ABORT,reference_validation,20,1.0,20,0.65,0.9999324510346699,-3.455257483556129e-05,-0.0006910514967112258,0.7868990505569887,-1.4614826726767949,6.010815141684501,3,0,0.0,0.2677006426940033,1.0
NO_SIDEWAYS,NO_ABORT,POOLED_REUSED_EXTVAL,58,0.8275862068965517,48,0.625,1.5551151228815072,0.428892865383841,20.58685753842437,1.9224200633331008,-2.0603191311982596,10.190293871780984,5,0,0.0,0.14334853211743062,1.0
NO_SIDEWAYS,NO_ABORT,POOLED_MAJOR,96,0.8333333333333334,80,0.5875,1.165502349769165,0.12231178169515093,9.784942535612075,1.4661196375399448,-1.7915963766292522,13.132654414568485,5,0,0.0,0.23891422019571767,1.0
LOW_BAD_Q75,NO_ABORT,development,38,0.7368421052631579,28,0.5,0.3978798038227093,-0.5298282270385777,-14.835190357080176,0.700218834618768,-1.7598752886959235,16.97558991546737,4,0,0.0,0.2026668964477284,1.0
LOW_BAD_Q75,NO_ABORT,external,38,0.8421052631578947,32,0.6875,2.191271410322848,0.9955890369747875,31.8588491831932,2.663746281950788,-2.6743569019724136,10.190293871780984,5,0,0.0,0.32233114488713016,1.0
LOW_BAD_Q75,NO_ABORT,reference_validation,20,0.95,19,0.631578947368421,0.9649705657985781,-0.018861283043860623,-0.35836437783335184,0.8226678609086845,-1.4614826726767949,6.010815141684501,3,0,0.0,0.25431561055930313,1.0
LOW_BAD_Q75,NO_ABORT,POOLED_REUSED_EXTVAL,58,0.8793103448275862,51,0.6666666666666666,1.851964335447781,0.6176565648109775,31.500484805359854,2.0139538980535754,-2.174938101674218,10.190293871780984,5,0,0.0,0.15230781537477003,1.0
LOW_BAD_Q75,NO_ABORT,POOLED_MAJOR,96,0.8229166666666666,79,0.6075949367088608,1.2704869160566006,0.21095309428202128,16.66529444827968,1.630781171218423,-1.9874903796840202,17.523603095173023,5,0,0.0,0.23592779244327122,1.0
