ext_R,stop_R,target_px,stop_px,gross_rr,exit_type,exit_ts,exit_px,same_bar_collision,gross_return,net_return,gross_win,net_win,pnl_usd_500,local_date,candidate,entry_ts,entry_px,R
0.05,0.2,585.0845,580.3720000000001,0.8279674166020263,TP,2024-08-22 13:50:00+00:00,585.0845,False,0.0036615490179261467,0.0021615490179261467,True,True,1.0807745089630734,2024-08-22,E0_NEXT_OPEN,2024-08-22 13:45:00+00:00,582.95,12.8900000000001
0.05,0.2,556.474,551.644,1.5474683544304575,SL,2024-08-27 14:10:00+00:00,551.644,False,-0.0034252267225493016,-0.004925226722549301,False,False,-2.462613361274651,2024-08-27,E0_NEXT_OPEN,2024-08-27 14:00:00+00:00,553.54,9.480000000000018
0.05,0.2,545.4975000000001,541.54,2.698598130841038,SL,2024-08-29 14:15:00+00:00,541.54,False,-0.001971950387939847,-0.003471950387939847,False,False,-1.7359751939699235,2024-08-29,E0_NEXT_OPEN,2024-08-29 14:15:00+00:00,542.61,5.350000000000023
0.05,0.2,514.0735000000001,506.93600000000004,1.0196661007357277,SL,2024-09-04 15:10:00+00:00,506.93600000000004,False,-0.006923031715869721,-0.00842303171586972,False,False,-4.21151585793486,2024-09-04,E0_NEXT_OPEN,2024-09-04 15:00:00+00:00,510.47,17.670000000000073
0.05,0.2,508.4855,505.538,1.4936548223349833,SL,2024-09-05 13:45:00+00:00,505.538,False,-0.0023326491948216788,-0.003832649194821679,False,False,-1.9163245974108394,2024-09-05,E0_NEXT_OPEN,2024-09-05 13:45:00+00:00,506.72,5.910000000000025
0.05,0.2,546.207,541.0319999999999,1.77034261241966,TP,2024-09-18 18:15:00+00:00,546.207,False,0.006091361208325763,0.004591361208325763,True,True,2.2956806041628814,2024-09-18,E0_NEXT_OPEN,2024-09-18 18:15:00+00:00,542.9,9.340000000000032
0.05,0.2,598.821,596.486,0.8185358255452113,SL_BOTH,2024-09-25 14:30:00+00:00,596.486,True,-0.0021479833380732005,-0.0036479833380732006,False,False,-1.8239916690366003,2024-09-25,E0_NEXT_OPEN,2024-09-25 14:15:00+00:00,597.77,6.419999999999959
0.05,0.2,569.648,564.958,1.6171874999999867,TP,2024-10-11 13:50:00+00:00,569.648,False,0.005113365681517434,0.0036133656815174344,True,True,1.8066828407587172,2024-10-11,E0_NEXT_OPEN,2024-10-11 13:40:00+00:00,566.75,8.960000000000036
0.05,0.2,593.823,590.2379999999999,1.2805343511450573,SL,2024-10-24 14:05:00+00:00,590.2379999999999,False,-0.0026562579206164116,-0.004156257920616411,False,False,-2.078128960308206,2024-10-24,E0_NEXT_OPEN,2024-10-24 14:05:00+00:00,591.81,7.8599999999999
0.05,0.2,596.8335,594.396,1.149470899470872,SL,2024-10-28 13:55:00+00:00,594.396,False,-0.0019041861870938703,-0.0034041861870938704,False,False,-1.7020930935469352,2024-10-28,E0_NEXT_OPEN,2024-10-28 13:40:00+00:00,595.53,5.669999999999959
0.05,0.2,608.1575,605.99,2.05281690140832,SL,2024-10-29 14:20:00+00:00,605.99,False,-0.0011702653700347287,-0.0026702653700347288,False,False,-1.3351326850173644,2024-10-29,E0_NEXT_OPEN,2024-10-29 14:15:00+00:00,606.7,3.550000000000068
0.05,0.2,602.3075,597.41,2.3316326530611873,SL,2024-11-08 14:40:00+00:00,597.41,False,-0.0024545818861876345,-0.003954581886187634,False,False,-1.977290943093817,2024-11-08,E0_NEXT_OPEN,2024-11-08 14:40:00+00:00,598.88,7.350000000000023
0.05,0.2,732.441,721.776,1.2965116279069906,SL,2024-12-09 15:15:00+00:00,721.776,False,-0.006392995787560918,-0.007892995787560917,False,False,-3.946497893780459,2024-12-09,E0_NEXT_OPEN,2024-12-09 15:10:00+00:00,726.42,23.220000000000027
0.05,0.2,722.5985,715.1260000000001,0.7817119694801922,SL,2024-12-13 15:40:00+00:00,715.1260000000001,False,-0.00583050658955675,-0.007330506589556749,False,False,-3.665253294778375,2024-12-13,E0_NEXT_OPEN,2024-12-13 15:25:00+00:00,719.32,20.969999999999914
0.05,0.2,716.7845000000001,711.2620000000001,1.3620615911035578,TP,2024-12-16 15:20:00+00:00,716.7845000000001,False,0.004462584080717535,0.0029625840807175354,True,True,1.4812920403587677,2024-12-16,E0_NEXT_OPEN,2024-12-16 15:05:00+00:00,713.6,11.690000000000055
0.05,0.2,694.341,690.266,0.8159536541889457,TP,2024-12-24 15:20:00+00:00,694.341,False,0.0026440051407199405,0.0011440051407199405,True,True,0.5720025703599703,2024-12-24,E0_NEXT_OPEN,2024-12-24 15:10:00+00:00,692.51,11.220000000000027
0.05,0.3,532.967,528.9979999999999,0.5491803278688652,SL,2022-01-03 14:45:00+00:00,528.9979999999999,False,-0.004819775754383304,-0.006319775754383304,False,False,-3.159887877191652,2022-01-03,E0_NEXT_OPEN,2022-01-03 14:45:00+00:00,531.56,8.539999999999964
0.05,0.3,458.782,452.248,0.3925831202045997,TP,2022-01-11 16:30:00+00:00,458.782,False,0.004031163828948969,0.0025311638289489693,True,True,1.2655819144744846,2022-01-11,E0_NEXT_OPEN,2022-01-11 16:25:00+00:00,456.94,15.639999999999986
0.05,0.3,483.9345,474.463,0.26844783715012877,TP,2022-01-12 16:40:00+00:00,483.9345,False,0.004159317743240631,0.0026593177432406314,True,True,1.3296588716203157,2022-01-12,E0_NEXT_OPEN,2022-01-12 14:40:00+00:00,481.93,24.889999999999986
0.05,0.3,377.5485,370.55899999999997,0.9144070117775954,SL,2022-01-27 16:15:00+00:00,370.55899999999997,False,-0.009756553806686163,-0.011256553806686163,False,False,-5.628276903343082,2022-01-27,E0_NEXT_OPEN,2022-01-27 14:40:00+00:00,374.21,12.170000000000016
0.05,0.3,388.096,383.35400000000004,0.8126911314984664,SL,2022-02-01 19:15:00+00:00,383.35400000000004,False,-0.00677772883902894,-0.00827772883902894,False,False,-4.13886441951447,2022-02-01,E0_NEXT_OPEN,2022-02-01 17:15:00+00:00,385.97,8.720000000000027
0.05,0.3,404.59549999999996,398.497,0.7973769525493647,SL,2022-02-14 19:00:00+00:00,398.497,False,-0.00844260867401525,-0.00994260867401525,False,False,-4.971304337007625,2022-02-14,E0_NEXT_OPEN,2022-02-14 14:40:00+00:00,401.89,11.309999999999945
0.05,0.3,389.8165,386.871,0.7754671488849022,TP,2022-03-18 15:00:00+00:00,389.8165,False,0.003311198620441269,0.001811198620441269,True,True,0.9055993102206346,2022-03-18,E0_NEXT_OPEN,2022-03-18 14:40:00+00:00,388.53,5.53000000000003
0.05,0.3,407.11899999999997,401.386,0.8062381852551943,TP,2022-04-18 14:20:00+00:00,407.11899999999997,False,0.006325390547755605,0.004825390547755605,True,True,2.4126952738778025,2022-04-18,E0_NEXT_OPEN,2022-04-18 13:40:00+00:00,404.56,10.579999999999984
0.05,0.3,394.915,389.72,0.38533333333333153,TP,2022-04-25 14:30:00+00:00,394.915,False,0.003672452791826597,0.002172452791826597,True,True,1.0862263959132985,2022-04-25,E0_NEXT_OPEN,2022-04-25 13:50:00+00:00,393.47,12.5
0.05,0.3,304.2865,298.181,0.9327318771763287,TP,2022-05-19 14:20:00+00:00,304.2865,False,0.009777991637353267,0.008277991637353268,True,True,4.138995818676634,2022-05-19,E0_NEXT_OPEN,2022-05-19 13:45:00+00:00,301.34,10.529999999999973
0.05,0.3,218.10750000000002,212.885,0.34427284427284405,TP,2022-06-20 14:55:00+00:00,218.10750000000002,False,0.0061701342436684126,0.004670134243668413,True,True,2.3350671218342063,2022-06-20,E0_NEXT_OPEN,2022-06-20 14:45:00+00:00,216.77,12.950000000000017
0.05,0.3,217.6045,214.903,0.43163751987281895,TP,2022-06-22 13:45:00+00:00,217.6045,False,0.003757092116795091,0.002257092116795091,True,True,1.1285460583975455,2022-06-22,E0_NEXT_OPEN,2022-06-22 13:40:00+00:00,216.79,6.289999999999992
0.05,0.3,239.2665,235.27100000000002,1.4083785412899412,TP,2022-07-06 18:40:00+00:00,239.2665,False,0.00986156248681036,0.00836156248681036,True,True,4.18078124340518,2022-07-06,E0_NEXT_OPEN,2022-07-06 13:40:00+00:00,236.93,5.530000000000001
0.05,0.3,242.554,239.986,0.5620437956204402,TP,2022-07-08 15:10:00+00:00,242.554,False,0.0038240284732855567,0.0023240284732855567,True,True,1.1620142366427784,2022-07-08,E0_NEXT_OPEN,2022-07-08 14:55:00+00:00,241.63,5.47999999999999
0.05,0.3,233.649,230.156,1.0866188769414464,SL,2022-07-11 13:45:00+00:00,230.156,False,-0.00722080835094685,-0.00872080835094685,False,False,-4.360404175473425,2022-07-11,E0_NEXT_OPEN,2022-07-11 13:40:00+00:00,231.83,5.5800000000000125
0.05,0.3,265.091,261.704,0.4816272965879258,SL,2022-07-19 13:45:00+00:00,261.704,False,-0.0086594189173832,-0.010159418917383199,False,False,-5.0797094586916,2022-07-19,E0_NEXT_OPEN,2022-07-19 13:40:00+00:00,263.99,7.6200000000000045
0.05,0.3,271.2905,267.507,0.7019793072424567,SL,2022-07-20 14:05:00+00:00,267.507,False,-0.008241574908241622,-0.009741574908241622,False,False,-4.870787454120811,2022-07-20,E0_NEXT_OPEN,2022-07-20 13:50:00+00:00,269.73,7.410000000000025
0.05,0.3,270.2885,265.209,1.6580324437467253,SL,2022-07-28 13:50:00+00:00,265.209,False,-0.007154088050314478,-0.008654088050314477,False,False,-4.327044025157239,2022-07-28,E0_NEXT_OPEN,2022-07-28 13:45:00+00:00,267.12,6.3700000000000045
0.05,0.3,335.996,327.914,0.35240963855421603,TP,2022-08-10 14:45:00+00:00,335.996,False,0.006307466530893313,0.0048074665308933135,True,True,2.4037332654466566,2022-08-10,E0_NEXT_OPEN,2022-08-10 14:35:00+00:00,333.89,19.920000000000016
0.05,0.3,285.691,282.884,0.29593721144966006,TP,2022-08-19 16:20:00+00:00,285.691,False,0.00224872829328171,0.0007487282932817098,True,True,0.37436414664085493,2022-08-19,E0_NEXT_OPEN,2022-08-19 16:20:00+00:00,285.05,7.21999999999997
0.05,0.3,298.7245,297.00300000000004,0.2780252412768824,TP,2022-08-24 16:05:00+00:00,298.7245,False,0.001255237137590015,-0.00024476286240998494,True,False,-0.12238143120499247,2022-08-24,E0_NEXT_OPEN,2022-08-24 16:05:00+00:00,298.35,4.490000000000009
0.05,0.3,267.1805,264.91700000000003,0.5059880239520866,TP,2022-09-07 14:30:00+00:00,267.1805,False,0.0028545154267696216,0.0013545154267696215,True,True,0.6772577133848108,2022-09-07,E0_NEXT_OPEN,2022-09-07 13:50:00+00:00,266.42,5.009999999999991
0.05,0.3,271.4945,268.523,0.6264367816091926,TP,2022-09-22 18:35:00+00:00,271.4945,False,0.004233401146661819,0.0027334011466618193,True,True,1.3667005733309097,2022-09-22,E0_NEXT_OPEN,2022-09-22 18:10:00+00:00,270.35,6.089999999999975
0.05,0.3,274.56550000000004,271.05699999999996,0.7429210134128289,TP,2022-09-28 14:25:00+00:00,274.56550000000004,False,0.005476617717069088,0.003976617717069088,True,True,1.988308858534544,2022-09-28,E0_NEXT_OPEN,2022-09-28 14:10:00+00:00,273.07,6.710000000000036
0.05,0.3,266.7285,262.139,0.3695911668158723,TP,2022-10-13 15:35:00+00:00,266.7285,False,0.004664959132170576,0.0031649591321705763,True,True,1.5824795660852882,2022-10-13,E0_NEXT_OPEN,2022-10-13 15:30:00+00:00,265.49,11.170000000000016
0.05,0.3,272.12149999999997,270.041,2.789617486338898,TP,2022-10-19 14:15:00+00:00,272.12149999999997,False,0.005659854392253916,0.004159854392253916,True,True,2.079927196126958,2022-10-19,E0_NEXT_OPEN,2022-10-19 13:50:00+00:00,270.59,1.829999999999984
0.05,0.3,305.529,289.746,0.5952092177077023,TP,2022-11-10 14:55:00+00:00,305.529,False,0.019653584301161375,0.018153584301161374,True,True,9.076792150580687,2022-11-10,E0_NEXT_OPEN,2022-11-10 14:40:00+00:00,299.64,32.98000000000002
0.05,0.3,262.5535,259.249,0.6033478893740883,TP,2022-11-21 14:50:00+00:00,262.5535,False,0.004758715701656868,0.003258715701656868,True,True,1.629357850828434,2022-11-21,E0_NEXT_OPEN,2022-11-21 14:40:00+00:00,261.31,6.869999999999976
0.05,0.3,302.22999999999996,290.19,0.5677083333333272,SESSION_CLOSE,2022-11-23 20:55:00+00:00,296.39,False,-0.0049686104676537335,-0.006468610467653733,False,False,-3.2343052338268667,2022-11-23,E0_NEXT_OPEN,2022-11-23 19:15:00+00:00,297.87,25.599999999999966
0.05,0.3,250.2875,247.065,2.2064676616915535,TP,2022-12-20 14:55:00+00:00,250.2875,False,0.00893900915064294,0.007439009150642941,True,True,3.71950457532147,2022-12-20,E0_NEXT_OPEN,2022-12-20 14:50:00+00:00,248.07,3.3499999999999943
0.05,0.3,280.5,278.90000000000003,0.40350877192981144,TP,2023-01-09 15:05:00+00:00,280.5,False,0.0016426224825023539,0.00014262248250235384,True,True,0.07131124125117692,2023-01-09,E0_NEXT_OPEN,2023-01-09 15:05:00+00:00,280.04,3.8000000000000114
0.05,0.3,290.21750000000003,288.40500000000003,0.8034825870646848,TP,2023-01-20 16:25:00+00:00,290.21750000000003,False,0.0027901592895891447,0.0012901592895891447,True,True,0.6450796447945724,2023-01-20,E0_NEXT_OPEN,2023-01-20 15:15:00+00:00,289.41,3.3500000000000227
0.05,0.3,313.4445,311.173,0.4875573018991636,TP,2023-01-31 16:35:00+00:00,313.4445,False,0.0023808762392070193,0.0008808762392070193,True,True,0.44043811960350965,2023-01-31,E0_NEXT_OPEN,2023-01-31 15:50:00+00:00,312.7,5.089999999999975
0.05,0.3,286.282,284.898,0.5175438596491135,TP,2023-03-06 14:40:00+00:00,286.282,False,0.0016514467653334641,0.0001514467653334641,True,True,0.07572338266673205,2023-03-06,E0_NEXT_OPEN,2023-03-06 14:40:00+00:00,285.81,3.0400000000000205
0.05,0.3,319.8385,312.349,0.4711255156157943,SL,2023-03-14 18:50:00+00:00,312.349,False,-0.01603767641129039,-0.017537676411290393,False,False,-8.768838205645196,2023-03-14,E0_NEXT_OPEN,2023-03-14 15:05:00+00:00,317.44,16.970000000000027
0.05,0.3,338.578,336.392,0.53081232492996,SL,2023-03-20 16:10:00+00:00,336.392,False,-0.004227103191048465,-0.005727103191048464,False,False,-2.8635515955242323,2023-03-20,E0_NEXT_OPEN,2023-03-20 16:05:00+00:00,337.82,4.759999999999991
0.05,0.3,337.995,332.47,0.7880258899676447,TP,2023-03-21 16:25:00+00:00,337.995,False,0.007256526403623731,0.005756526403623731,True,True,2.8782632018118655,2023-03-21,E0_NEXT_OPEN,2023-03-21 13:40:00+00:00,335.56,10.300000000000011
0.05,0.3,312.237,309.688,0.7925457102672218,TP,2023-03-28 14:50:00+00:00,312.237,False,0.0036225129375462295,0.0021225129375462295,True,True,1.0612564687731147,2023-03-28,E0_NEXT_OPEN,2023-03-28 14:35:00+00:00,311.11,4.740000000000009
0.05,0.3,321.72400000000005,319.55600000000004,0.9637681159420615,TP,2023-04-12 14:50:00+00:00,321.72400000000005,False,0.0033181563026258853,0.0018181563026258853,True,True,0.9090781513129427,2023-04-12,E0_NEXT_OPEN,2023-04-12 14:40:00+00:00,320.66,3.680000000000007
0.05,0.3,330.909,329.786,0.34652278177456375,TP,2023-04-25 15:20:00+00:00,330.909,False,0.0008741152985300982,-0.0006258847014699019,True,False,-0.3129423507349509,2023-04-25,E0_NEXT_OPEN,2023-04-25 15:20:00+00:00,330.62,2.7799999999999727
0.05,0.3,317.872,315.738,0.8524305555555894,TP,2023-05-08 16:00:00+00:00,317.872,False,0.0030988671147718083,0.0015988671147718083,True,True,0.7994335573859042,2023-05-08,E0_NEXT_OPEN,2023-05-08 15:10:00+00:00,316.89,3.840000000000032
0.05,0.3,306.9975,304.715,0.8333333333333486,SL,2023-05-12 15:25:00+00:00,304.715,False,-0.004069159367237507,-0.005569159367237507,False,False,-2.7845796836187535,2023-05-12,E0_NEXT_OPEN,2023-05-12 14:25:00+00:00,305.96,4.150000000000034
0.05,0.3,238.1225,234.155,0.7751677852349116,SESSION_CLOSE,2023-06-15 19:55:00+00:00,236.58,False,0.0008037565040823758,-0.0006962434959176243,True,False,-0.3481217479588121,2023-06-15,E0_NEXT_OPEN,2023-06-15 19:20:00+00:00,236.39,7.449999999999989
0.05,0.3,241.12550000000002,237.337,0.4173213617658155,TP,2023-06-16 18:00:00+00:00,241.12550000000002,False,0.0046477230115413715,0.0031477230115413714,True,True,1.5738615057706857,2023-06-16,E0_NEXT_OPEN,2023-06-16 17:30:00+00:00,240.01,8.909999999999997
0.05,0.3,250.71499999999997,247.42,1.072327044025145,TP,2023-06-21 16:10:00+00:00,250.71499999999997,False,0.006847114573711899,0.005347114573711899,True,True,2.6735572868559494,2023-06-21,E0_NEXT_OPEN,2023-06-21 15:40:00+00:00,249.01,5.299999999999983
0.05,0.3,235.5925,233.575,0.3316831683168269,TP,2023-06-28 14:45:00+00:00,235.5925,False,0.0021374792632609108,0.0006374792632609107,True,True,0.3187396316304554,2023-06-28,E0_NEXT_OPEN,2023-06-28 14:45:00+00:00,235.09,5.050000000000011
0.05,0.3,235.41,234.10999999999999,0.444444444444448,TP,2023-07-07 13:50:00+00:00,235.41,False,0.001702055231692201,0.00020205523169220104,True,True,0.10102761584610052,2023-07-07,E0_NEXT_OPEN,2023-07-07 13:40:00+00:00,235.01,3.0
0.05,0.3,245.535,239.79000000000002,0.3978102189781014,TP,2023-07-10 15:50:00+00:00,245.535,False,0.006703567035670321,0.005203567035670322,True,True,2.6017835178351607,2023-07-10,E0_NEXT_OPEN,2023-07-10 15:10:00+00:00,243.9,13.699999999999989
0.05,0.3,238.319,237.54600000000002,0.4475655430711228,TP,2023-07-26 14:00:00+00:00,238.319,False,0.0010038642473118031,-0.0004961357526881969,True,False,-0.24806787634409846,2023-07-26,E0_NEXT_OPEN,2023-07-26 13:50:00+00:00,238.08,1.7800000000000011
0.05,0.3,243.02249999999998,242.245,0.7873563218390136,SL,2023-08-10 14:15:00+00:00,242.245,False,-0.0017924839294544137,-0.0032924839294544137,False,False,-1.6462419647272069,2023-08-10,E0_NEXT_OPEN,2023-08-10 14:10:00+00:00,242.68,1.4499999999999886
0.05,0.3,241.049,240.526,0.7789115646259418,TP,2023-08-11 14:30:00+00:00,241.049,False,0.0009509176978657052,-0.0005490823021342948,True,False,-0.2745411510671474,2023-08-11,E0_NEXT_OPEN,2023-08-11 14:30:00+00:00,240.82,0.9799999999999898
0.05,0.3,218.7025,217.205,0.446859903381622,TP,2023-08-28 14:50:00+00:00,218.7025,False,0.0021192265395892917,0.0006192265395892917,True,True,0.3096132697946459,2023-08-28,E0_NEXT_OPEN,2023-08-28 14:25:00+00:00,218.24,3.4499999999999886
0.05,0.3,218.3185,217.669,0.5802919708028879,TP,2023-08-29 14:00:00+00:00,218.3185,False,0.0010936353631694207,-0.00040636463683057936,True,False,-0.2031823184152897,2023-08-29,E0_NEXT_OPEN,2023-08-29 13:55:00+00:00,218.08,1.3700000000000045
0.05,0.3,215.2155,214.647,0.7072072072072161,SL,2023-09-06 14:00:00+00:00,214.647,False,-0.0015489813005861164,-0.0030489813005861164,False,False,-1.5244906502930582,2023-09-06,E0_NEXT_OPEN,2023-09-06 13:55:00+00:00,214.98,1.1099999999999852
0.05,0.3,210.259,209.246,0.4187675070027713,TP,2023-09-25 16:10:00+00:00,210.259,False,0.001424080777290726,-7.591922270927401e-05,True,False,-0.037959611354637005,2023-09-25,E0_NEXT_OPEN,2023-09-25 16:10:00+00:00,209.96,2.3799999999999955
0.05,0.3,218.04250000000002,214.125,1.3960244648318287,SL,2023-10-16 13:40:00+00:00,214.125,False,-0.007577864293659586,-0.009077864293659586,False,False,-4.538932146829793,2023-10-16,E0_NEXT_OPEN,2023-10-16 13:40:00+00:00,215.76,5.450000000000017
0.05,0.3,211.493,210.512,0.7580645161290454,SL,2023-10-19 14:25:00+00:00,210.512,False,-0.0026436727152129302,-0.00414367271521293,False,False,-2.071836357606465,2023-10-19,E0_NEXT_OPEN,2023-10-19 13:40:00+00:00,211.07,1.8600000000000136
0.05,0.3,227.0015,225.471,0.6837183718371871,TP,2023-10-25 15:30:00+00:00,227.0015,False,0.0027453838678328513,0.0012453838678328512,True,True,0.6226919339164256,2023-10-25,E0_NEXT_OPEN,2023-10-25 15:05:00+00:00,226.38,3.030000000000001
0.05,0.3,234.065,231.23,0.7830188679245295,SL,2023-11-02 13:40:00+00:00,231.23,False,-0.006829310196718508,-0.008329310196718507,False,False,-4.164655098359254,2023-11-02,E0_NEXT_OPEN,2023-11-02 13:40:00+00:00,232.82,5.300000000000011
0.05,0.3,231.99099999999999,230.154,0.7904483430798931,SL,2023-12-05 15:15:00+00:00,230.154,False,-0.004438100181676674,-0.005938100181676674,False,False,-2.969050090838337,2023-12-05,E0_NEXT_OPEN,2023-12-05 14:40:00+00:00,231.18,3.4199999999999875
0.05,0.3,254.0285,250.259,0.4327251995439079,SL,2023-12-19 18:05:00+00:00,250.259,False,-0.010403732848274005,-0.011903732848274005,False,False,-5.951866424137003,2023-12-19,E0_NEXT_OPEN,2023-12-19 16:45:00+00:00,252.89,8.77000000000001
0.05,0.3,275.03,268.41,0.5990338164251134,SL,2023-12-21 18:50:00+00:00,268.41,False,-0.015189873417721489,-0.01668987341772149,False,False,-8.344936708860745,2023-12-21,E0_NEXT_OPEN,2023-12-21 15:10:00+00:00,272.55,13.799999999999955
0.05,0.3,271.872,269.178,0.39440993788819567,TP,2023-12-22 15:45:00+00:00,271.872,False,0.0028106672568330993,0.0013106672568330992,True,True,0.6553336284165496,2023-12-22,E0_NEXT_OPEN,2023-12-22 15:20:00+00:00,271.11,6.439999999999998
0.05,0.3,314.2125,312.57500000000005,0.2843137254901655,TP,2024-01-18 14:45:00+00:00,314.2125,False,0.001155010355265107,-0.00034498964473489305,True,False,-0.17249482236744654,2024-01-18,E0_NEXT_OPEN,2024-01-18 14:40:00+00:00,313.85,4.25
0.05,0.3,361.68949999999995,353.063,0.5808136338647562,TP,2024-02-15 14:50:00+00:00,361.68949999999995,False,0.008840510989623906,0.007340510989623907,True,True,3.6702554948119532,2024-02-15,E0_NEXT_OPEN,2024-02-15 14:45:00+00:00,358.52,18.189999999999998
0.05,0.3,585.547,575.108,1.7312925170068212,SL,2024-03-27 13:45:00+00:00,575.108,False,-0.006601834418668906,-0.008101834418668906,False,False,-4.050917209334453,2024-03-27,E0_NEXT_OPEN,2024-03-27 13:40:00+00:00,578.93,12.740000000000009
0.05,0.3,621.1475,615.1949999999999,0.4223416965352487,SL,2024-03-29 15:00:00+00:00,615.1949999999999,False,-0.006756756756756799,-0.008256756756756798,False,False,-4.128378378378399,2024-03-29,E0_NEXT_OPEN,2024-03-29 14:25:00+00:00,619.38,13.950000000000045
0.05,0.3,593.5445,587.7230000000001,0.505430566330478,SL,2024-04-01 14:10:00+00:00,587.7230000000001,False,-0.006536621646748508,-0.008036621646748508,False,False,-4.018310823374254,2024-04-01,E0_NEXT_OPEN,2024-04-01 13:50:00+00:00,591.59,12.889999999999986
0.05,0.3,592.3050000000001,586.68,0.5243902439024473,TP,2024-04-04 14:45:00+00:00,592.3050000000001,False,0.0032776055693888306,0.0017776055693888306,True,True,0.8888027846944153,2024-04-04,E0_NEXT_OPEN,2024-04-04 14:20:00+00:00,590.37,12.300000000000068
0.05,0.3,593.3470000000001,586.1279999999999,0.3413229282794652,TP,2024-04-10 15:45:00+00:00,593.3470000000001,False,0.0031056110632112777,0.0016056110632112776,True,True,0.8028055316056388,2024-04-10,E0_NEXT_OPEN,2024-04-10 15:45:00+00:00,591.51,17.940000000000055
0.05,0.3,587.6605000000001,584.197,0.2535287730727561,TP,2024-05-08 19:00:00+00:00,587.6605000000001,False,0.001193437372223105,-0.00030656262777689494,True,False,-0.15328131388844748,2024-05-08,E0_NEXT_OPEN,2024-05-08 18:30:00+00:00,586.96,9.210000000000036
0.05,0.3,603.4375,593.265,1.4660606060606094,SL,2024-05-09 16:40:00+00:00,593.265,False,-0.006905036910560991,-0.00840503691056099,False,False,-4.2025184552804955,2024-05-09,E0_NEXT_OPEN,2024-05-09 15:35:00+00:00,597.39,13.75
0.05,0.3,599.1115,594.701,0.4657693585908724,TP,2024-05-24 14:25:00+00:00,599.1115,False,0.0023447825868732064,0.0008447825868732064,True,True,0.4223912934366032,2024-05-24,E0_NEXT_OPEN,2024-05-24 13:45:00+00:00,597.71,10.029999999999973
0.05,0.3,652.059,645.586,0.3335393489905028,TP,2024-06-10 15:55:00+00:00,652.059,False,0.0024890843121578854,0.0009890843121578854,True,True,0.4945421560789427,2024-06-10,E0_NEXT_OPEN,2024-06-10 15:45:00+00:00,650.44,16.17999999999995
0.05,0.3,574.0690000000001,570.866,0.5296084049665761,TP,2024-06-25 14:15:00+00:00,574.0690000000001,False,0.0019355626919854707,0.0004355626919854707,True,True,0.21778134599273533,2024-06-25,E0_NEXT_OPEN,2024-06-25 14:00:00+00:00,572.96,6.980000000000018
0.05,0.3,582.061,579.354,1.1382306477093787,SL,2024-07-02 13:50:00+00:00,579.354,False,-0.002180427818538777,-0.003680427818538777,False,False,-1.8402139092693885,2024-07-02,E0_NEXT_OPEN,2024-07-02 13:50:00+00:00,580.62,4.220000000000027
0.05,0.3,519.4075,513.2149999999999,1.6634408602150486,SL,2024-07-09 15:05:00+00:00,513.2149999999999,False,-0.0045098343484502035,-0.006009834348450203,False,False,-3.0049171742251017,2024-07-09,E0_NEXT_OPEN,2024-07-09 14:25:00+00:00,515.54,7.75
0.05,0.3,540.591,532.514,0.9481427882296382,SL,2024-07-11 14:15:00+00:00,532.514,False,-0.007725561808221149,-0.009225561808221148,False,False,-4.612780904110574,2024-07-11,E0_NEXT_OPEN,2024-07-11 14:15:00+00:00,536.66,13.819999999999936
0.05,0.3,529.948,525.692,0.24882629107979826,TP,2024-07-12 13:50:00+00:00,529.948,False,0.0016027216027214575,0.00010272160272145744,True,True,0.05136080136072872,2024-07-12,E0_NEXT_OPEN,2024-07-12 13:50:00+00:00,529.1,11.360000000000014
0.05,0.3,578.8345,573.403,0.4975186104218635,TP,2024-07-19 13:55:00+00:00,578.8345,False,0.0031272204218153465,0.0016272204218153465,True,True,0.8136102109076733,2024-07-19,E0_NEXT_OPEN,2024-07-19 13:50:00+00:00,577.03,12.090000000000032
0.05,0.3,529.516,523.294,0.4089673913043262,TP,2024-08-15 14:45:00+00:00,529.516,False,0.003422334236607094,0.001922334236607094,True,True,0.9611671183035471,2024-08-15,E0_NEXT_OPEN,2024-08-15 14:10:00+00:00,527.71,14.720000000000027
0.05,0.3,585.0845,579.083,0.551978277734668,TP,2024-08-22 13:50:00+00:00,585.0845,False,0.0036615490179261467,0.0021615490179261467,True,True,1.0807745089630734,2024-08-22,E0_NEXT_OPEN,2024-08-22 13:45:00+00:00,582.95,12.8900000000001
0.05,0.3,556.474,550.6959999999999,1.0316455696202638,SL,2024-08-27 14:10:00+00:00,550.6959999999999,False,-0.00513784008382423,-0.0066378400838242296,False,False,-3.318920041912115,2024-08-27,E0_NEXT_OPEN,2024-08-27 14:00:00+00:00,553.54,9.480000000000018
0.05,0.3,545.4975000000001,541.005,1.7990654205607557,SL,2024-08-29 14:15:00+00:00,541.005,False,-0.0029579255819096595,-0.004457925581909659,False,False,-2.2289627909548297,2024-08-29,E0_NEXT_OPEN,2024-08-29 14:15:00+00:00,542.61,5.350000000000023
0.05,0.3,514.0735000000001,505.169,0.6797774004904779,SL,2024-09-04 15:10:00+00:00,505.169,False,-0.010384547573804581,-0.01188454757380458,False,False,-5.94227378690229,2024-09-04,E0_NEXT_OPEN,2024-09-04 15:00:00+00:00,510.47,17.670000000000073
