ext_R,stop_R,target_px,stop_px,gross_rr,exit_type,exit_ts,exit_px,same_bar_collision,gross_return,net_return,gross_win,net_win,pnl_usd_500,local_date,candidate,entry_ts,entry_px,R
0.0,0.05,532.54,531.1329999999999,2.295081967213045,SL,2022-01-03 14:45:00+00:00,531.1329999999999,False,-0.000803295959063921,-0.002303295959063921,False,False,-1.1516479795319605,2022-01-03,E0_NEXT_OPEN,2022-01-03 14:45:00+00:00,531.56,8.539999999999964
0.0,0.05,458.0,456.158,1.355498721227655,SL,2022-01-11 16:25:00+00:00,456.158,False,-0.0017113844268393796,-0.0032113844268393797,False,False,-1.6056922134196898,2022-01-11,E0_NEXT_OPEN,2022-01-11 16:25:00+00:00,456.94,15.639999999999986
0.0,0.05,482.69,480.6855,0.610687022900748,SL,2022-01-12 14:40:00+00:00,480.6855,False,-0.002582325233955185,-0.004082325233955185,False,False,-2.0411626169775925,2022-01-12,E0_NEXT_OPEN,2022-01-12 14:40:00+00:00,481.93,24.889999999999986
0.0,0.05,376.94,373.6015,4.486442070665658,TP,2022-01-27 14:50:00+00:00,376.94,False,0.0072953689105048625,0.005795368910504863,True,True,2.8976844552524312,2022-01-27,E0_NEXT_OPEN,2022-01-27 14:40:00+00:00,374.21,12.170000000000016
0.0,0.05,387.66,385.53400000000005,3.8761467889910106,SL,2022-02-01 17:15:00+00:00,385.53400000000005,False,-0.001129621473171416,-0.002629621473171416,False,False,-1.314810736585708,2022-02-01,E0_NEXT_OPEN,2022-02-01 17:15:00+00:00,385.97,8.720000000000027
0.0,0.05,404.03,401.3245,3.7842617152962683,SL,2022-02-14 14:45:00+00:00,401.3245,False,-0.0014071014456691344,-0.0029071014456691345,False,False,-1.4535507228345672,2022-02-14,E0_NEXT_OPEN,2022-02-14 14:40:00+00:00,401.89,11.309999999999945
0.0,0.05,389.54,388.2535,3.652802893309413,SL,2022-03-18 14:50:00+00:00,388.2535,False,-0.000711656757521939,-0.002211656757521939,False,False,-1.1058283787609695,2022-03-18,E0_NEXT_OPEN,2022-03-18 14:40:00+00:00,388.53,5.53000000000003
0.0,0.05,406.59,404.031,3.837429111531166,SL,2022-04-18 13:40:00+00:00,404.031,False,-0.0013075934348427687,-0.0028075934348427687,False,False,-1.4037967174213843,2022-04-18,E0_NEXT_OPEN,2022-04-18 13:40:00+00:00,404.56,10.579999999999984
0.0,0.05,394.29,392.845,1.3119999999999892,SL_BOTH,2022-04-25 13:50:00+00:00,392.845,True,-0.0015884311383332905,-0.0030884311383332906,False,False,-1.5442155691666453,2022-04-25,E0_NEXT_OPEN,2022-04-25 13:50:00+00:00,393.47,12.5
0.0,0.05,303.76,300.8135,4.5963912630579715,SL,2022-05-19 13:45:00+00:00,300.8135,False,-0.0017471958584986957,-0.0032471958584986958,False,False,-1.6235979292493479,2022-05-19,E0_NEXT_OPEN,2022-05-19 13:45:00+00:00,301.34,10.529999999999973
0.0,0.05,217.46,216.1225,1.065637065637049,TP,2022-06-20 14:45:00+00:00,217.46,False,0.003183097292060788,0.001683097292060788,True,True,0.841548646030394,2022-06-20,E0_NEXT_OPEN,2022-06-20 14:45:00+00:00,216.77,12.950000000000017
0.0,0.05,217.29,216.47549999999998,1.5898251192368356,SL,2022-06-22 13:40:00+00:00,216.47549999999998,False,-0.001450712671248744,-0.002950712671248744,False,False,-1.475356335624372,2022-06-22,E0_NEXT_OPEN,2022-06-22 13:40:00+00:00,216.79,6.289999999999992
0.0,0.05,238.99,236.6535,7.450271247739647,SL,2022-07-06 13:40:00+00:00,236.6535,False,-0.00116701135356434,-0.00266701135356434,False,False,-1.33350567678217,2022-07-06,E0_NEXT_OPEN,2022-07-06 13:40:00+00:00,236.93,5.530000000000001
0.0,0.05,242.28,241.356,2.3722627737226407,SL,2022-07-08 14:55:00+00:00,241.356,False,-0.0011339651533336381,-0.002633965153333638,False,False,-1.316982576666819,2022-07-08,E0_NEXT_OPEN,2022-07-08 14:55:00+00:00,241.63,5.47999999999999
0.0,0.05,233.37,231.55100000000002,5.519713261648789,SL,2022-07-11 13:40:00+00:00,231.55100000000002,False,-0.0012034680584911417,-0.0027034680584911417,False,False,-1.3517340292455708,2022-07-11,E0_NEXT_OPEN,2022-07-11 13:40:00+00:00,231.83,5.5800000000000125
0.0,0.05,264.71,263.60900000000004,1.8897637795276214,SL,2022-07-19 13:40:00+00:00,263.60900000000004,False,-0.0014432364862304592,-0.0029432364862304592,False,False,-1.4716182431152296,2022-07-19,E0_NEXT_OPEN,2022-07-19 13:40:00+00:00,263.99,7.6200000000000045
0.0,0.05,270.92,269.3595,3.211875843454848,SL,2022-07-20 13:50:00+00:00,269.3595,False,-0.0013735958180401964,-0.0028735958180401964,False,False,-1.4367979090200982,2022-07-20,E0_NEXT_OPEN,2022-07-20 13:50:00+00:00,269.73,7.410000000000025
0.0,0.05,269.97,266.80150000000003,8.94819466248124,SL,2022-07-28 13:45:00+00:00,266.80150000000003,False,-0.0011923480083856353,-0.0026923480083856353,False,False,-1.3461740041928176,2022-07-28,E0_NEXT_OPEN,2022-07-28 13:45:00+00:00,267.12,6.3700000000000045
0.0,0.05,335.0,332.894,1.1144578313253364,TP,2022-08-10 14:40:00+00:00,335.0,False,0.003324448171553529,0.001824448171553529,True,True,0.9122240857767645,2022-08-10,E0_NEXT_OPEN,2022-08-10 14:35:00+00:00,333.89,19.920000000000016
0.0,0.05,285.33,284.689,0.7756232686980069,TP,2022-08-19 16:20:00+00:00,285.33,False,0.0009822838098578757,-0.0005177161901421244,True,False,-0.25885809507106217,2022-08-19,E0_NEXT_OPEN,2022-08-19 16:20:00+00:00,285.05,7.21999999999997
0.0,0.05,298.5,298.12550000000005,0.668151447661435,TP,2022-08-24 16:05:00+00:00,298.5,False,0.0005027652086475598,-0.0009972347913524402,True,False,-0.4986173956762201,2022-08-24,E0_NEXT_OPEN,2022-08-24 16:05:00+00:00,298.35,4.490000000000009
0.0,0.05,266.93,266.1695,2.0359281437126344,SL,2022-09-07 13:50:00+00:00,266.1695,False,-0.000940244726371886,-0.002440244726371886,False,False,-1.220122363185943,2022-09-07,E0_NEXT_OPEN,2022-09-07 13:50:00+00:00,266.42,5.009999999999991
0.0,0.05,271.19,270.0455,2.7586206896549212,SL,2022-09-22 18:15:00+00:00,270.0455,False,-0.0011263177362679233,-0.0026263177362679233,False,False,-1.3131588681339617,2022-09-22,E0_NEXT_OPEN,2022-09-22 18:10:00+00:00,270.35,6.089999999999975
0.0,0.05,274.23,272.73449999999997,3.457526080476722,TP,2022-09-28 14:20:00+00:00,274.23,False,0.004247995019592166,0.0027479950195921656,True,True,1.3739975097960828,2022-09-28,E0_NEXT_OPEN,2022-09-28 14:10:00+00:00,273.07,6.710000000000036
0.0,0.05,266.17,264.9315,1.217547000895309,TP,2022-10-13 15:35:00+00:00,266.17,False,0.002561301743945199,0.001061301743945199,True,True,0.5306508719725995,2022-10-13,E0_NEXT_OPEN,2022-10-13 15:30:00+00:00,265.49,11.170000000000016
0.0,0.05,272.03,270.4985,15.737704918033387,SL,2022-10-19 13:50:00+00:00,270.4985,False,-0.00033814996858716473,-0.0018381499685871648,False,False,-0.9190749842935824,2022-10-19,E0_NEXT_OPEN,2022-10-19 13:50:00+00:00,270.59,1.829999999999984
0.0,0.05,303.88,297.991,2.571255306246214,TP,2022-11-10 14:50:00+00:00,303.88,False,0.014150313709785145,0.012650313709785145,True,True,6.3251568548925725,2022-11-10,E0_NEXT_OPEN,2022-11-10 14:40:00+00:00,299.64,32.98000000000002
0.0,0.05,262.21,260.9665,2.6200873362444304,TP,2022-11-21 14:45:00+00:00,262.21,False,0.003444185067544181,0.001944185067544181,True,True,0.9720925337720905,2022-11-21,E0_NEXT_OPEN,2022-11-21 14:40:00+00:00,261.31,6.869999999999976
0.0,0.05,300.95,296.59000000000003,2.406250000000039,SL,2022-11-23 19:15:00+00:00,296.59000000000003,False,-0.004297176620673304,-0.005797176620673304,False,False,-2.898588310336652,2022-11-23,E0_NEXT_OPEN,2022-11-23 19:15:00+00:00,297.87,25.599999999999966
0.0,0.05,250.12,247.9025,12.23880597015007,SL,2022-12-20 14:50:00+00:00,247.9025,False,-0.0006752126415930926,-0.0021752126415930926,False,False,-1.0876063207965463,2022-12-20,E0_NEXT_OPEN,2022-12-20 14:50:00+00:00,248.07,3.3499999999999943
0.0,0.05,280.31,279.85,1.4210526315788687,SL_BOTH,2023-01-09 15:05:00+00:00,279.85,True,-0.0006784745036423345,-0.0021784745036423346,False,False,-1.0892372518211673,2023-01-09,E0_NEXT_OPEN,2023-01-09 15:05:00+00:00,280.04,3.8000000000000114
0.0,0.05,290.05,289.2425,3.820895522387563,SL,2023-01-20 15:15:00+00:00,289.2425,False,-0.0005787636916485539,-0.002078763691648554,False,False,-1.039381845824277,2023-01-20,E0_NEXT_OPEN,2023-01-20 15:15:00+00:00,289.41,3.3500000000000227
0.0,0.05,313.19,312.4455,1.9253438113948727,SL,2023-01-31 15:50:00+00:00,312.4455,False,-0.0008138791173648574,-0.0023138791173648574,False,False,-1.1569395586824287,2023-01-31,E0_NEXT_OPEN,2023-01-31 15:50:00+00:00,312.7,5.089999999999975
0.0,0.05,286.13,285.658,2.105263157894875,TP,2023-03-06 14:40:00+00:00,286.13,False,0.0011196249256499868,-0.0003803750743500132,True,False,-0.1901875371750066,2023-03-06,E0_NEXT_OPEN,2023-03-06 14:40:00+00:00,285.81,3.0400000000000205
0.0,0.05,318.99,316.5915,1.826753093694766,TP,2023-03-14 15:05:00+00:00,318.99,False,0.0048828125,0.0033828125,True,True,1.69140625,2023-03-14,E0_NEXT_OPEN,2023-03-14 15:05:00+00:00,317.44,16.970000000000027
0.0,0.05,338.34,337.582,2.1848739495797598,SL,2023-03-20 16:05:00+00:00,337.582,False,-0.0007045171985080589,-0.002204517198508059,False,False,-1.1022585992540295,2023-03-20,E0_NEXT_OPEN,2023-03-20 16:05:00+00:00,337.82,4.759999999999991
0.0,0.05,337.48,335.045,3.728155339805955,SL,2023-03-21 13:45:00+00:00,335.045,False,-0.0015347478841339912,-0.0030347478841339912,False,False,-1.5173739420669956,2023-03-21,E0_NEXT_OPEN,2023-03-21 13:40:00+00:00,335.56,10.300000000000011
0.0,0.05,312.0,310.873,3.7552742616029504,TP,2023-03-28 14:45:00+00:00,312.0,False,0.002860724502587564,0.0013607245025875638,True,True,0.6803622512937819,2023-03-28,E0_NEXT_OPEN,2023-03-28 14:35:00+00:00,311.11,4.740000000000009
0.0,0.05,321.54,320.476,4.782608695651476,TP,2023-04-12 14:50:00+00:00,321.54,False,0.0027443397991642193,0.0012443397991642193,True,True,0.6221698995821097,2023-04-12,E0_NEXT_OPEN,2023-04-12 14:40:00+00:00,320.66,3.680000000000007
0.0,0.05,330.77,330.481,1.0791366906472408,TP,2023-04-25 15:20:00+00:00,330.77,False,0.0004536930615206547,-0.0010463069384793453,True,False,-0.5231534692396727,2023-04-25,E0_NEXT_OPEN,2023-04-25 15:20:00+00:00,330.62,2.7799999999999727
0.0,0.05,317.68,316.698,4.114583333333284,SL,2023-05-08 15:35:00+00:00,316.698,False,-0.0006058884786519503,-0.0021058884786519503,False,False,-1.0529442393259751,2023-05-08,E0_NEXT_OPEN,2023-05-08 15:10:00+00:00,316.89,3.840000000000032
0.0,0.05,306.79,305.7525,4.000000000000548,SL,2023-05-12 14:45:00+00:00,305.7525,False,-0.0006781932278728808,-0.002178193227872881,False,False,-1.0890966139364404,2023-05-12,E0_NEXT_OPEN,2023-05-12 14:25:00+00:00,305.96,4.150000000000034
0.0,0.05,237.75,236.01749999999998,3.6510067114094102,SL,2023-06-15 19:35:00+00:00,236.01749999999998,False,-0.0015757857777402018,-0.003075785777740202,False,False,-1.537892888870101,2023-06-15,E0_NEXT_OPEN,2023-06-15 19:20:00+00:00,236.39,7.449999999999989
0.0,0.05,240.68,239.56449999999998,1.50392817059484,SL,2023-06-16 17:30:00+00:00,239.56449999999998,False,-0.001856172659472577,-0.003356172659472577,False,False,-1.6780863297362885,2023-06-16,E0_NEXT_OPEN,2023-06-16 17:30:00+00:00,240.01,8.909999999999997
0.0,0.05,250.45,248.745,5.433962264151215,SL,2023-06-21 15:40:00+00:00,248.745,False,-0.001064214288582721,-0.002564214288582721,False,False,-1.2821071442913605,2023-06-21,E0_NEXT_OPEN,2023-06-21 15:40:00+00:00,249.01,5.299999999999983
0.0,0.05,235.34,234.8375,0.990099009900999,SL_BOTH,2023-06-28 14:45:00+00:00,234.8375,True,-0.00107405674422556,-0.00257405674422556,False,False,-1.28702837211278,2023-06-28,E0_NEXT_OPEN,2023-06-28 14:45:00+00:00,235.09,5.050000000000011
0.0,0.05,235.26,234.85999999999999,1.6666666666666035,SL_BOTH,2023-07-07 13:45:00+00:00,234.85999999999999,True,-0.0006382707118846032,-0.002138270711884603,False,False,-1.0691353559423016,2023-07-07,E0_NEXT_OPEN,2023-07-07 13:40:00+00:00,235.01,3.0
0.0,0.05,244.85,243.215,1.386861313868592,TP,2023-07-10 15:30:00+00:00,244.85,False,0.003895038950389562,0.002395038950389562,True,True,1.197519475194781,2023-07-10,E0_NEXT_OPEN,2023-07-10 15:10:00+00:00,243.9,13.699999999999989
0.0,0.05,238.23,237.991,1.6853932584267366,TP,2023-07-26 13:50:00+00:00,238.23,False,0.0006300403225805162,-0.0008699596774194838,True,False,-0.4349798387097419,2023-07-26,E0_NEXT_OPEN,2023-07-26 13:50:00+00:00,238.08,1.7800000000000011
0.0,0.05,242.95,242.60750000000002,3.724137931034699,SL,2023-08-10 14:10:00+00:00,242.60750000000002,False,-0.0002987473215757541,-0.0017987473215757542,False,False,-0.8993736607878771,2023-08-10,E0_NEXT_OPEN,2023-08-10 14:10:00+00:00,242.68,1.4499999999999886
0.0,0.05,241.0,240.771,3.673469387754747,TP,2023-08-11 14:30:00+00:00,241.0,False,0.0007474462253966863,-0.0007525537746033138,True,False,-0.37627688730165687,2023-08-11,E0_NEXT_OPEN,2023-08-11 14:30:00+00:00,240.82,0.9799999999999898
0.0,0.05,218.53,218.0675,1.681159420289676,TP,2023-08-28 14:30:00+00:00,218.53,False,0.0013288123167154442,-0.00017118768328455583,True,False,-0.08559384164227792,2023-08-28,E0_NEXT_OPEN,2023-08-28 14:25:00+00:00,218.24,3.4499999999999886
0.0,0.05,218.25,218.0115,2.4817518248173274,SL,2023-08-29 13:55:00+00:00,218.0115,False,-0.00031410491562733345,-0.0018141049156273335,False,False,-0.9070524578136667,2023-08-29,E0_NEXT_OPEN,2023-08-29 13:55:00+00:00,218.08,1.3700000000000045
0.0,0.05,215.16,214.9245,3.2432432432436586,SL,2023-09-06 13:55:00+00:00,214.9245,False,-0.00025816355009766756,-0.0017581635500976676,False,False,-0.8790817750488338,2023-09-06,E0_NEXT_OPEN,2023-09-06 13:55:00+00:00,214.98,1.1099999999999852
0.0,0.05,210.14,209.841,1.5126050420166282,TP,2023-09-25 16:10:00+00:00,210.14,False,0.0008573061535530613,-0.0006426938464469388,True,False,-0.32134692322346936,2023-09-25,E0_NEXT_OPEN,2023-09-25 16:10:00+00:00,209.96,2.3799999999999955
0.0,0.05,217.77,215.48749999999998,7.376146788990681,SL,2023-10-16 13:40:00+00:00,215.48749999999998,False,-0.0012629773822766532,-0.0027629773822766533,False,False,-1.3814886911383266,2023-10-16,E0_NEXT_OPEN,2023-10-16 13:40:00+00:00,215.76,5.450000000000017
0.0,0.05,211.4,210.977,3.5483870967747357,SL,2023-10-19 13:40:00+00:00,210.977,False,-0.00044061211920209953,-0.0019406121192020996,False,False,-0.9703060596010498,2023-10-19,E0_NEXT_OPEN,2023-10-19 13:40:00+00:00,211.07,1.8600000000000136
0.0,0.05,226.85,226.2285,3.1023102310231225,SL,2023-10-25 15:05:00+00:00,226.2285,False,-0.0006692287304531641,-0.002169228730453164,False,False,-1.084614365226582,2023-10-25,E0_NEXT_OPEN,2023-10-25 15:05:00+00:00,226.38,3.030000000000001
0.0,0.05,233.8,232.555,3.698113207547429,SL,2023-11-02 13:40:00+00:00,232.555,False,-0.0011382183661197143,-0.0026382183661197143,False,False,-1.3191091830598571,2023-11-02,E0_NEXT_OPEN,2023-11-02 13:40:00+00:00,232.82,5.300000000000011
0.0,0.05,231.82,231.00900000000001,3.7426900584796217,SL,2023-12-05 14:40:00+00:00,231.00900000000001,False,-0.000739683363612742,-0.002239683363612742,False,False,-1.119841681806371,2023-12-05,E0_NEXT_OPEN,2023-12-05 14:40:00+00:00,231.18,3.4199999999999875
