level_name,pool_family,archetype,signal_i,signal_ts,week,side,level,instance,hour_signed,flow3_signed,flow6_signed,breach_signed,final15_signed,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,variant,rule,selector,partition,rrank
W1_VAH,W1VA,CONT,18280,2022-01-31 16:00:00+00:00,2022-W05,LONG,38006.80395833333,2022-01-24T00:00:00+00:00,0.18001218853376155,0.12509615760533577,0.07433717695774456,0.25636924270542605,0.25636924270542605,2022-01-31 17:00:00+00:00,2022-02-01 09:00:00+00:00,38304.62,38745.12313000001,37979.030730000006,TP,0.010000000000000066,17,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,18634,2022-02-15 10:00:00+00:00,2022-W07,LONG,44142.44791666667,2022-02-07T00:00:00+00:00,0.06479858789871051,0.06612322757719702,0.05317925171811311,0.1168706143357352,0.09824263549957002,2022-02-15 11:00:00+00:00,2022-02-15 17:00:00+00:00,44235.1,44743.80365,43859.101650000004,SL,-0.00999999999999984,7,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,18950,2022-02-28 14:00:00+00:00,2022-W09,LONG,39290.337499999994,2022-02-21T00:00:00+00:00,0.13287372314655488,0.08327536226396814,0.0666676736948415,0.05162486756701168,0.16363342556074878,2022-02-28 15:00:00+00:00,2022-02-28 15:00:00+00:00,39793.5,40251.125250000005,39455.25525,TP,0.010000000000000066,1,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,19295,2022-03-14 23:00:00+00:00,2022-W11,LONG,39316.42708333333,2022-03-07T00:00:00+00:00,0.023126924253145997,0.10573948855718851,0.05356118906431506,0.16591405726999153,0.10156379889614264,2022-03-15 00:00:00+00:00,2022-03-15 01:00:00+00:00,39651.6,40107.5934,39314.5614,SL,-0.009999999999999952,2,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,19711,2022-04-01 07:00:00+00:00,2022-W13,LONG,44979.1875,2022-03-21T00:00:00+00:00,0.050241050336126136,0.0032336458607977736,-0.03791186988746764,0.04405660350071261,0.04405660350071261,2022-04-01 08:00:00+00:00,2022-04-01 13:00:00+00:00,44993.7,45511.12755,44611.25355,TP,0.010000000000000066,6,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,20514,2022-05-04 18:00:00+00:00,2022-W18,LONG,39434.375,2022-04-25T00:00:00+00:00,0.019448821041771813,0.023806175845981548,0.02849658402465427,0.06692177919564779,0.06692177919564779,2022-05-04 19:00:00+00:00,2022-05-04 19:00:00+00:00,39616.1,40071.68515,39279.36315,TP,0.010000000000000066,1,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,21121,2022-05-30 01:00:00+00:00,2022-W22,LONG,29699.660416666666,2022-05-23T00:00:00+00:00,0.21093006662056535,0.09876973572018799,0.08788209494274701,0.20376938163781766,0.20376938163781766,2022-05-30 02:00:00+00:00,2022-05-30 02:00:00+00:00,29761.5,30103.757250000002,29508.527250000003,TP,0.010000000000000066,1,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,21290,2022-06-06 02:00:00+00:00,2022-W23,LONG,30890.572916666664,2022-05-30T00:00:00+00:00,0.0931438053859639,0.12370317484174853,0.0961977820097264,0.17093544909540848,0.08466274675417318,2022-06-06 03:00:00+00:00,2022-06-06 03:00:00+00:00,30909.1,31264.554650000002,30646.37265,TP,0.010000000000000066,1,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,21800,2022-06-27 08:00:00+00:00,2022-W26,LONG,21464.625,2022-06-20T00:00:00+00:00,0.08245811052330354,0.06620848510439825,0.05257475730570893,0.07860012135022165,0.1527503172452518,2022-06-27 09:00:00+00:00,2022-06-27 11:00:00+00:00,21476.5,21723.479750000002,21293.94975,SL,-0.010000000000000063,3,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,21984,2022-07-05 00:00:00+00:00,2022-W27,LONG,20248.8125,2022-06-27T00:00:00+00:00,0.13746211346411363,0.09439908423083732,0.08279241071074694,0.26085665624958376,0.013467921769021451,2022-07-05 01:00:00+00:00,2022-07-05 02:00:00+00:00,20384.1,20618.51715,20210.83515,SL,-0.009999999999999952,2,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,22551,2022-07-28 15:00:00+00:00,2022-W30,LONG,23618.387499999997,2022-07-18T00:00:00+00:00,0.11808063183575412,0.07635070742427574,0.049833607009827086,0.1388554483760822,0.08599295486641534,2022-07-28 16:00:00+00:00,2022-07-28 17:00:00+00:00,23739.4,24012.403100000003,23537.615100000003,TP,0.010000000000000066,2,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,22970,2022-08-15 02:00:00+00:00,2022-W33,LONG,24706.6875,2022-08-08T00:00:00+00:00,0.046345785522171834,0.06362951605383937,0.03634630980166964,0.0098612140512504,0.06214055665939089,2022-08-15 03:00:00+00:00,2022-08-15 03:00:00+00:00,24908.2,25194.644300000004,24696.480300000003,TP,0.010000000000000066,1,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
W1_VAH,W1VA,CONT,23572,2022-09-09 04:00:00+00:00,2022-W36,LONG,20202.26666666667,2022-08-29T00:00:00+00:00,0.08964767208813362,0.12875816442592392,0.11103493711976165,0.09885749573429004,0.10274426546990512,2022-09-09 05:00:00+00:00,2022-09-09 05:00:00+00:00,20350.4,20584.429600000003,20177.4216,TP,0.010000000000000066,1,MICRO_PERSIST,W1_VAH|CONT|MICRO_PERSIST,PRIMARY,development,
