year,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak
2022,38,0.6052631578947368,37.362938568333114,0.9832352254824503,1.2834212913724754,34.146958643858355,3
2023,36,0.5277777777777778,12.088037060162872,0.33577880722674647,1.1296885503288177,52.497128850718696,4
2024,40,0.625,56.35248981461271,1.4088122453653178,1.4533466286191123,59.37625579194069,4
