role,partition,dev_block,execution_start,entry_ts,exit_ts,H,L,R,signal_ts,confirm_ts,confirm_close_R,eventual_E40,terminal,terminal_ts,e10_retest,e10_retest_before_E40,e10_retest_ts,e10_retest_min,e10_retest_to_E40,e05_retest,e05_retest_before_E40,e05_retest_ts,e05_retest_min,e05_retest_to_E40,H_touch,H_touch_before_E40,min_low_R,min_close_R,max_high_R,ref_min,hour
CENTRAL,development,2.0,2023-04-25 15:00:00+00:00,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,21.163,20.726,0.43700000000000117,2023-04-25 18:15:00+00:00,2023-04-25 18:25:00+00:00,0.12814645308924666,False,H_FAIL,2023-04-25 18:40:00+00:00,True,True,2023-04-25 18:30:00+00:00,5.0,False,True,True,2023-04-25 18:40:00+00:00,15.0,False,True,True,-0.04576659038901492,-0.04576659038901492,0.25629290617848516,360,15
CENTRAL,development,3.0,2023-08-12 15:00:00+00:00,2023-08-12 15:00:00+00:00,2023-08-12 15:45:00+00:00,24.636,24.46,0.17599999999999838,2023-08-12 16:00:00+00:00,2023-08-12 16:10:00+00:00,0.14204545454546796,True,E40,2023-08-12 16:15:00+00:00,True,False,2023-08-12 16:15:00+00:00,5.0,False,False,False,,,False,False,False,0.05113636363636605,0.4318181818181887,0.4602272727272742,360,15
CENTRAL,development,3.0,2023-12-11 15:00:00+00:00,2023-12-11 16:35:00+00:00,2023-12-11 16:55:00+00:00,70.014,66.936,3.0779999999999887,2023-12-11 17:20:00+00:00,2023-12-11 17:30:00+00:00,0.13937621832358793,False,H_FAIL,2023-12-11 17:45:00+00:00,True,True,2023-12-11 17:35:00+00:00,5.0,False,True,True,2023-12-11 17:35:00+00:00,5.0,False,True,True,-0.04678362573099148,-0.03151397011045957,0.1445743989603668,360,15
CENTRAL,development,3.0,2023-12-23 15:00:00+00:00,2023-12-23 16:45:00+00:00,2023-12-23 17:00:00+00:00,97.645,94.75,2.894999999999996,2023-12-23 17:05:00+00:00,2023-12-23 17:15:00+00:00,0.14887737478410984,False,H_FAIL,2023-12-23 17:20:00+00:00,True,True,2023-12-23 17:20:00+00:00,5.0,False,True,True,2023-12-23 17:20:00+00:00,5.0,False,True,True,-0.02936096718479926,-0.020725388601037082,0.1675302245250432,360,15
CENTRAL,development,4.0,2024-01-23 15:00:00+00:00,2024-01-23 15:00:00+00:00,2024-01-23 15:10:00+00:00,81.744,78.96,2.784000000000006,2024-01-23 15:15:00+00:00,2024-01-23 15:25:00+00:00,0.1415229885057488,True,E40,2024-01-23 15:35:00+00:00,True,True,2024-01-23 15:30:00+00:00,5.0,True,True,True,2024-01-23 15:30:00+00:00,5.0,True,True,True,-0.08405172413792893,0.08045977011494371,0.4105603448275856,360,15
CENTRAL,development,4.0,2024-02-06 15:00:00+00:00,2024-02-06 18:50:00+00:00,2024-02-06 19:05:00+00:00,96.29,93.116,3.1740000000000066,2024-02-06 19:20:00+00:00,2024-02-06 19:30:00+00:00,0.2233774417139217,True,E40,2024-02-06 19:35:00+00:00,False,False,,,False,False,False,,,False,False,False,0.20352867044738482,0.2473219911783223,0.4486452425960899,360,15
CENTRAL,development,4.0,2024-02-07 15:00:00+00:00,2024-02-07 15:25:00+00:00,2024-02-07 15:50:00+00:00,96.201,94.56,1.6409999999999911,2024-02-07 15:55:00+00:00,2024-02-07 16:05:00+00:00,0.3625837903717345,True,E40,2024-02-07 16:10:00+00:00,False,False,,,False,False,False,,,False,False,False,0.27970749542961953,0.32663010359537126,0.5691651432053728,360,15
CENTRAL,development,4.0,2024-02-26 15:00:00+00:00,2024-02-26 15:25:00+00:00,2024-02-26 15:45:00+00:00,104.15,100.35,3.8000000000000114,2024-02-26 15:55:00+00:00,2024-02-26 16:05:00+00:00,0.39394736842105144,True,E40,2024-02-26 16:10:00+00:00,False,False,,,False,False,False,,,False,False,False,0.3394736842105232,0.39105263157894354,0.503947368421049,360,15
CENTRAL,development,4.0,2024-03-14 15:00:00+00:00,2024-03-14 23:10:00+00:00,2024-03-14 23:20:00+00:00,174.599,164.55,10.048999999999978,2024-03-14 23:25:00+00:00,2024-03-14 23:35:00+00:00,0.16210568215743085,True,E40,2024-03-14 23:45:00+00:00,False,False,,,False,False,False,,,False,False,False,0.13961588217733337,0.15693103791422047,0.4081003084884076,360,15
CENTRAL,development,4.0,2024-05-30 15:00:00+00:00,2024-05-30 16:45:00+00:00,2024-05-30 17:10:00+00:00,169.791,164.708,5.082999999999998,2024-05-30 17:15:00+00:00,2024-05-30 17:25:00+00:00,0.27877237851662445,True,E40,2024-05-30 17:30:00+00:00,False,False,,,False,False,False,,,False,False,False,0.278575644304544,0.40507574267165025,0.41904387172929297,360,15
CENTRAL,development,5.0,2024-08-21 15:00:00+00:00,2024-08-21 18:20:00+00:00,2024-08-21 18:40:00+00:00,142.42,138.689,3.7309999999999945,2024-08-21 18:55:00+00:00,2024-08-21 19:05:00+00:00,0.19512195121951478,False,H_FAIL,2024-08-21 19:15:00+00:00,True,True,2024-08-21 19:15:00+00:00,10.0,False,True,True,2024-08-21 19:15:00+00:00,10.0,False,True,True,-0.018493701420527607,-0.009380863039398724,0.20611096220852496,360,15
CENTRAL,development,5.0,2024-09-19 15:00:00+00:00,2024-09-19 15:15:00+00:00,2024-09-19 15:35:00+00:00,141.922,138.207,3.7150000000000034,2024-09-19 15:40:00+00:00,2024-09-19 15:50:00+00:00,0.24387617765814404,True,E40,2024-09-19 16:05:00+00:00,False,False,,,False,False,False,,,False,False,False,0.17442799461641872,0.26137281292059295,0.41588156123822734,360,15
CENTRAL,development,5.0,2024-10-04 15:00:00+00:00,2024-10-04 16:20:00+00:00,2024-10-04 18:05:00+00:00,142.598,138.042,4.556000000000012,2024-10-04 18:15:00+00:00,2024-10-04 18:25:00+00:00,0.12510974539069178,True,E40,2024-10-04 19:00:00+00:00,False,False,,,False,False,False,,,False,False,False,0.12006145741878746,0.15386303775241256,0.41703248463563924,360,15
CENTRAL,development,5.0,2024-10-23 15:00:00+00:00,2024-10-23 18:45:00+00:00,2024-10-23 19:15:00+00:00,169.5,164.1,5.400000000000006,2024-10-23 19:20:00+00:00,2024-10-23 19:30:00+00:00,0.17407407407407346,True,E40,2024-10-23 19:40:00+00:00,False,False,,,False,False,False,,,False,False,False,0.1648148148148121,0.32037037037036814,0.7962962962962976,360,15
CENTRAL,development,5.0,2024-11-05 15:00:00+00:00,2024-11-05 16:30:00+00:00,2024-11-05 16:45:00+00:00,167.79,160.92,6.8700000000000045,2024-11-05 16:55:00+00:00,2024-11-05 17:05:00+00:00,0.14119359534206669,False,H_FAIL,2024-11-05 17:30:00+00:00,True,True,2024-11-05 17:25:00+00:00,20.0,False,True,True,2024-11-05 17:30:00+00:00,25.0,False,True,True,-0.03056768558951665,0.0,0.18631732168850076,360,15
CENTRAL,development,5.0,2024-11-28 15:00:00+00:00,2024-11-29 02:05:00+00:00,2024-11-29 02:20:00+00:00,238.9,234.03,4.8700000000000045,2024-11-29 02:25:00+00:00,2024-11-29 02:35:00+00:00,0.31416837782340856,True,E40,2024-11-29 02:45:00+00:00,False,False,,,False,False,False,,,False,False,False,0.2505133470225868,0.3162217659137558,0.4312114989733044,360,15
CENTRAL,development,5.0,2024-12-30 15:00:00+00:00,2024-12-30 19:00:00+00:00,2024-12-30 19:20:00+00:00,194.77,187.14,7.630000000000024,2024-12-30 19:35:00+00:00,2024-12-30 19:45:00+00:00,0.13368283093053454,False,H_FAIL,2024-12-30 21:00:00+00:00,True,True,2024-12-30 20:05:00+00:00,20.0,False,True,True,2024-12-30 20:35:00+00:00,50.0,False,True,True,-0.044560943643512756,-0.026212319790303595,0.21363040629095548,360,15
CENTRAL,external,,2020-09-21 15:00:00+00:00,2020-09-21 18:10:00+00:00,2020-09-21 18:40:00+00:00,2.7324,2.4576,0.2748000000000004,2020-09-21 18:50:00+00:00,2020-09-21 19:00:00+00:00,0.24999999999999878,True,E40,2020-09-21 20:10:00+00:00,False,False,,,False,False,False,,,False,False,False,0.17576419213973699,0.20742358078602569,0.4184861717612795,360,15
CENTRAL,external,,2020-09-22 15:00:00+00:00,2020-09-23 00:15:00+00:00,2020-09-23 00:40:00+00:00,3.01,2.7172,0.2927999999999997,2020-09-23 00:50:00+00:00,2020-09-23 01:00:00+00:00,0.12295081967213137,False,H_FAIL,2020-09-23 02:05:00+00:00,True,True,2020-09-23 01:05:00+00:00,5.0,False,True,True,2020-09-23 01:05:00+00:00,5.0,False,True,True,-0.6229508196721314,-0.0874316939890706,0.1263661202185806,360,15
CENTRAL,external,,2020-11-21 15:00:00+00:00,2020-11-21 15:05:00+00:00,2020-11-21 15:25:00+00:00,2.3609,2.14,0.22089999999999987,2020-11-21 15:30:00+00:00,2020-11-21 15:40:00+00:00,0.12177455862381141,False,H_FAIL,2020-11-21 16:20:00+00:00,True,True,2020-11-21 15:50:00+00:00,10.0,False,True,True,2020-11-21 15:50:00+00:00,10.0,False,True,True,-0.1982797645993666,-0.12222725215029494,0.23630602082390245,360,15
CENTRAL,external,,2021-01-16 15:00:00+00:00,2021-01-16 17:50:00+00:00,2021-01-17 02:55:00+00:00,3.5683,3.1236,0.44469999999999965,2021-01-17 03:20:00+00:00,2021-01-17 03:30:00+00:00,0.21182819878569903,True,E40,2021-01-17 04:00:00+00:00,True,True,2021-01-17 03:40:00+00:00,10.0,True,True,True,2021-01-17 03:40:00+00:00,10.0,True,False,False,0.013042500562177319,0.042275691477400866,0.45581290757814313,360,15
CENTRAL,external,,2021-02-01 15:00:00+00:00,2021-02-01 18:05:00+00:00,2021-02-01 22:55:00+00:00,4.409,4.1463,0.2626999999999997,2021-02-01 23:05:00+00:00,2021-02-01 23:15:00+00:00,0.2683669585078039,True,E40,2021-02-01 23:20:00+00:00,False,False,,,False,False,False,,,False,False,False,0.2649409973353651,0.5805100875523411,0.6155310239817312,360,15
CENTRAL,external,,2021-02-10 15:00:00+00:00,2021-02-10 20:05:00+00:00,2021-02-10 20:35:00+00:00,8.4551,7.2879,1.1672000000000002,2021-02-10 20:45:00+00:00,2021-02-10 20:55:00+00:00,0.29249485949280335,True,E40,2021-02-10 22:20:00+00:00,False,False,,,False,False,False,,,False,False,False,0.16295407813571006,0.17717614804660675,0.4028444139821796,360,15
CENTRAL,external,,2021-04-04 15:00:00+00:00,2021-04-04 16:00:00+00:00,2021-04-04 16:10:00+00:00,25.0326,23.3189,1.7136999999999993,2021-04-04 16:25:00+00:00,2021-04-04 16:35:00+00:00,0.18492151485090771,False,H_FAIL,2021-04-04 17:15:00+00:00,True,True,2021-04-04 17:05:00+00:00,30.0,False,True,True,2021-04-04 17:05:00+00:00,30.0,False,True,True,-0.07288323510532782,-0.04487366516893181,0.3019198226060584,360,15
CENTRAL,external,,2021-04-18 15:00:00+00:00,2021-04-18 15:30:00+00:00,2021-04-18 15:40:00+00:00,27.7968,24.9075,2.889300000000002,2021-04-18 15:50:00+00:00,2021-04-18 16:00:00+00:00,0.15941577544733987,False,H_FAIL,2021-04-18 16:45:00+00:00,True,True,2021-04-18 16:05:00+00:00,5.0,False,True,True,2021-04-18 16:10:00+00:00,10.0,False,True,True,-0.017443671477520416,-0.0006922091856167386,0.2860900564150481,360,15
CENTRAL,external,,2021-05-20 15:00:00+00:00,2021-05-20 15:10:00+00:00,2021-05-20 15:20:00+00:00,45.001,39.334,5.6669999999999945,2021-05-20 15:40:00+00:00,2021-05-20 15:50:00+00:00,0.13675666137286155,False,H_FAIL,2021-05-20 16:00:00+00:00,True,True,2021-05-20 16:00:00+00:00,10.0,False,True,True,2021-05-20 16:00:00+00:00,10.0,False,True,True,-0.10181754014469716,-0.10181754014469716,0.20469384153873388,360,15
CENTRAL,external,,2021-05-23 15:00:00+00:00,2021-05-24 02:55:00+00:00,2021-05-24 02:55:00+00:00,26.568,21.227,5.341000000000001,2021-05-24 03:05:00+00:00,2021-05-24 03:15:00+00:00,0.1400486800224672,False,H_FAIL,2021-05-24 04:05:00+00:00,True,True,2021-05-24 03:20:00+00:00,5.0,False,True,True,2021-05-24 03:35:00+00:00,20.0,False,True,True,-0.05242463958060309,-0.029395244336266616,0.19303501217000535,360,15
