date,entry_t,entry,parent_pnl,parent_mfe_pct,last_green,last_body_ratio,last_total_wick_ratio,morph_wait,sf68_layer,sf68_pnl,sf9_layer,sf9_pnl,gated_sf68_pnl,gated_sf9_pnl
2026-08-02,2026-08-02 09:00:00+00:00,63171.2,-0.24251637682997865,0.33258826807152087,False,0.42034548944341776,0.5796545105565822,False,PARENT,-0.24251637682997865,PARENT,-0.24251637682997865,-0.24251637682997865,-0.24251637682997865
2026-08-09,2026-08-09 09:00:00+00:00,64792.5,-2.9153759446540404,0.027780993170500867,True,0.9552238805971284,0.04477611940287163,True,RECOVERY7_HOLD,-2.9153759446540404,RECOVERY7_HOLD,-2.9153759446540404,,
2026-08-16,2026-08-16 09:00:00+00:00,63039.6,-3.446275912283649,0.5686901566634317,False,0.0,1.0,False,PARENT,-3.446275912283649,PARENT,-3.446275912283649,-3.446275912283649,-3.446275912283649
