clock_utc,clock_wib,observations,eligible,mean_votes,selected_trades
15:00,22:00,1039,66,0.19826756496631376,66
15:15,22:15,1040,70,0.21057692307692308,24
15:30,22:30,1040,64,0.2173076923076923,10
15:45,22:45,1040,62,0.20384615384615384,13
