component,hour_wib,anchor_utc_min,lookback_min,hold_min,character_rule,entry_ts,exit_ts,gross,net
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-02-15 20:45:00+00:00,2024-02-16 00:45:00+00:00,-0.8905597150208817,-1.6405597150208817
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-02-19 18:00:00+00:00,2024-02-20 00:00:00+00:00,0.20880583434058406,-0.5411941656594159
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-02-19 18:15:00+00:00,2024-02-20 00:15:00+00:00,1.798506117980629,1.048506117980629
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-02-19 18:30:00+00:00,2024-02-20 00:30:00+00:00,1.872932890537097,1.122932890537097
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-02-19 18:45:00+00:00,2024-02-20 00:45:00+00:00,-1.2641151024375086,-2.0141151024375086
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-02-19 20:00:00+00:00,2024-02-20 00:00:00+00:00,1.8838422205492782,1.1338422205492782
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-02-19 20:15:00+00:00,2024-02-20 00:15:00+00:00,2.949294622776519,2.199294622776519
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-02-19 20:30:00+00:00,2024-02-20 00:30:00+00:00,2.4194289331032666,1.6694289331032666
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-02-19 20:45:00+00:00,2024-02-20 00:45:00+00:00,-0.22304402310122207,-0.9730440231012221
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-02-20 18:45:00+00:00,2024-02-21 00:45:00+00:00,13.03300557485109,12.28300557485109
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-02-22 20:45:00+00:00,2024-02-23 00:45:00+00:00,-3.2685163359417366,-4.018516335941737
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-02-27 18:00:00+00:00,2024-02-28 00:00:00+00:00,2.605191176424988,1.855191176424988
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-02-27 18:15:00+00:00,2024-02-28 00:15:00+00:00,1.2953648198700392,0.5453648198700392
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-02-27 18:30:00+00:00,2024-02-28 00:30:00+00:00,0.9275807890455585,0.17758078904555852
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-03-04 18:30:00+00:00,2024-03-05 00:30:00+00:00,11.977673345435457,11.227673345435457
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-03-04 18:45:00+00:00,2024-03-05 00:45:00+00:00,10.564170462960844,9.814170462960844
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-03-04 20:45:00+00:00,2024-03-05 00:45:00+00:00,6.500662310629223,5.750662310629223
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-07 18:00:00+00:00,2024-03-08 00:00:00+00:00,1.2675108107408222,0.5175108107408222
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-03-07 18:15:00+00:00,2024-03-08 00:15:00+00:00,3.0750051942655094,2.3250051942655094
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-03-07 18:30:00+00:00,2024-03-08 00:30:00+00:00,2.3899868861109193,1.6399868861109193
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-03-07 18:45:00+00:00,2024-03-08 00:45:00+00:00,1.4264543379703016,0.6764543379703016
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-07 20:00:00+00:00,2024-03-08 00:00:00+00:00,-0.33812472414441425,-1.0881247241444143
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-03-07 20:15:00+00:00,2024-03-08 00:15:00+00:00,-0.9185279848294873,-1.6685279848294874
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-14 18:00:00+00:00,2024-03-15 00:00:00+00:00,0.7772701961350137,0.02727019613501369
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-03-14 18:15:00+00:00,2024-03-15 00:15:00+00:00,3.102418694340431,2.352418694340431
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-03-14 18:30:00+00:00,2024-03-15 00:30:00+00:00,9.463140755129562,8.713140755129562
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-03-14 18:45:00+00:00,2024-03-15 00:45:00+00:00,9.175447695647794,8.425447695647794
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-03-15 18:45:00+00:00,2024-03-16 00:45:00+00:00,2.9815783914451064,2.2315783914451064
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-18 20:00:00+00:00,2024-03-19 00:00:00+00:00,5.937526026036075,5.187526026036075
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-03-18 20:15:00+00:00,2024-03-19 00:15:00+00:00,4.604866737298421,3.854866737298421
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-03-18 20:30:00+00:00,2024-03-19 00:30:00+00:00,2.66690613231618,1.9169061323161798
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-03-18 20:45:00+00:00,2024-03-19 00:45:00+00:00,-2.3153755182879046,-3.0653755182879046
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-21 18:00:00+00:00,2024-03-22 00:00:00+00:00,2.8182427630575257,2.0682427630575257
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-22 18:00:00+00:00,2024-03-23 00:00:00+00:00,0.040434657593326456,-0.7095653424066736
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-03-22 18:15:00+00:00,2024-03-23 00:15:00+00:00,-1.683471398975229,-2.433471398975229
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-03-22 18:30:00+00:00,2024-03-23 00:30:00+00:00,-0.16228399699472987,-0.9122839969947298
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-03-22 18:45:00+00:00,2024-03-23 00:45:00+00:00,-2.5174352936957907,-3.2674352936957907
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-22 20:00:00+00:00,2024-03-23 00:00:00+00:00,-0.6923633666505329,-1.4423633666505329
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-03-22 20:15:00+00:00,2024-03-23 00:15:00+00:00,0.9630020345113214,0.21300203451132138
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-03-22 20:30:00+00:00,2024-03-23 00:30:00+00:00,0.6652618904274643,-0.08473810957253569
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-03-22 20:45:00+00:00,2024-03-23 00:45:00+00:00,1.7615396670403805,1.0115396670403805
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-26 18:00:00+00:00,2024-03-27 00:00:00+00:00,0.33172858468976535,-0.41827141531023465
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-27 18:00:00+00:00,2024-03-28 00:00:00+00:00,0.6084445244277285,-0.14155547557227155
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-03-27 18:15:00+00:00,2024-03-28 00:15:00+00:00,3.1700651791782386,2.4200651791782386
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-03-27 20:00:00+00:00,2024-03-28 00:00:00+00:00,1.4951896386934789,0.7451896386934789
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-04-02 18:00:00+00:00,2024-04-03 00:00:00+00:00,1.4306195377387234,0.6806195377387234
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-04-02 18:45:00+00:00,2024-04-03 00:45:00+00:00,-4.228294246461398,-4.978294246461398
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-04-02 20:15:00+00:00,2024-04-03 00:15:00+00:00,-2.3787187404175847,-3.1287187404175847
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-04-02 20:30:00+00:00,2024-04-03 00:30:00+00:00,-4.965311255820758,-5.715311255820758
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-04-02 20:45:00+00:00,2024-04-03 00:45:00+00:00,-5.017023680473935,-5.767023680473935
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-04-16 18:00:00+00:00,2024-04-17 00:00:00+00:00,6.677711269110302,5.927711269110302
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-04-16 20:00:00+00:00,2024-04-17 00:00:00+00:00,4.384759361788488,3.634759361788488
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-04-16 20:15:00+00:00,2024-04-17 00:15:00+00:00,3.8750437373079754,3.1250437373079754
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-04-16 20:30:00+00:00,2024-04-17 00:30:00+00:00,2.7495107632094142,1.9995107632094142
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-04-16 20:45:00+00:00,2024-04-17 00:45:00+00:00,4.310471602848393,3.560471602848393
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-04-30 20:00:00+00:00,2024-05-01 00:00:00+00:00,14.510129422976426,13.760129422976426
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-05-23 18:00:00+00:00,2024-05-24 00:00:00+00:00,-0.2667152563767368,-1.0167152563767368
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-05-23 20:00:00+00:00,2024-05-24 00:00:00+00:00,-1.1585362638984764,-1.9085362638984764
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-06-11 20:00:00+00:00,2024-06-12 00:00:00+00:00,-0.045734016675724236,-0.7957340166757242
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-06-11 20:15:00+00:00,2024-06-12 00:15:00+00:00,1.206862529206367,0.45686252920636705
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-06-11 20:30:00+00:00,2024-06-12 00:30:00+00:00,0.42797680050845316,-0.32202319949154684
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-06-11 20:45:00+00:00,2024-06-12 00:45:00+00:00,2.0169735641615563,1.2669735641615563
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-06-12 18:45:00+00:00,2024-06-13 00:45:00+00:00,-5.035534295958429,-5.785534295958429
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-06-18 18:00:00+00:00,2024-06-19 00:00:00+00:00,10.914217973321108,10.164217973321108
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-06-24 18:15:00+00:00,2024-06-25 00:15:00+00:00,11.091858648965287,10.341858648965287
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-06-24 18:30:00+00:00,2024-06-25 00:30:00+00:00,6.459526250994419,5.709526250994419
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-06-24 18:45:00+00:00,2024-06-25 00:45:00+00:00,8.233957978421355,7.483957978421355
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-06-24 20:00:00+00:00,2024-06-25 00:00:00+00:00,9.032622528101594,8.282622528101594
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-06-24 20:15:00+00:00,2024-06-25 00:15:00+00:00,4.734332117239158,3.984332117239158
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-06-24 20:30:00+00:00,2024-06-25 00:30:00+00:00,9.53588090115362,8.78588090115362
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-06-24 20:45:00+00:00,2024-06-25 00:45:00+00:00,8.807184376292053,8.057184376292053
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-09 20:00:00+00:00,2024-07-10 00:00:00+00:00,-0.3684009767515777,-1.1184009767515777
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-07-11 18:15:00+00:00,2024-07-12 00:15:00+00:00,-5.281824908780132,-6.031824908780132
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-07-11 18:45:00+00:00,2024-07-12 00:45:00+00:00,-3.764211330849316,-4.5142113308493155
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-07-11 20:15:00+00:00,2024-07-12 00:15:00+00:00,2.0358754264333547,1.2858754264333547
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-07-11 20:30:00+00:00,2024-07-12 00:30:00+00:00,1.174779466982084,0.4247794669820839
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-07-11 20:45:00+00:00,2024-07-12 00:45:00+00:00,1.336808069108625,0.586808069108625
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-15 20:00:00+00:00,2024-07-16 00:00:00+00:00,11.34270750413437,10.59270750413437
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-07-15 20:45:00+00:00,2024-07-16 00:45:00+00:00,6.151818722520878,5.401818722520878
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-07-25 18:00:00+00:00,2024-07-26 00:00:00+00:00,1.4457168859732425,0.6957168859732425
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-07-25 18:15:00+00:00,2024-07-26 00:15:00+00:00,4.223814721655327,3.4738147216553266
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-07-25 18:45:00+00:00,2024-07-26 00:45:00+00:00,9.639301494331471,8.889301494331471
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-25 20:00:00+00:00,2024-07-26 00:00:00+00:00,8.268632048276144,7.518632048276144
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-07-29 20:00:00+00:00,2024-07-30 00:00:00+00:00,1.016576388238531,0.266576388238531
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-07-29 20:15:00+00:00,2024-07-30 00:15:00+00:00,-0.8833655927594362,-1.6333655927594362
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-07-29 20:30:00+00:00,2024-07-30 00:30:00+00:00,-2.772070524602665,-3.522070524602665
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-07-29 20:45:00+00:00,2024-07-30 00:45:00+00:00,-0.7299292043922037,-1.4799292043922037
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-08-01 20:45:00+00:00,2024-08-02 00:45:00+00:00,9.347502089404246,8.597502089404246
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-08-09 18:30:00+00:00,2024-08-10 00:30:00+00:00,3.1835813745035346,2.4335813745035346
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-08-09 18:45:00+00:00,2024-08-10 00:45:00+00:00,-0.3209106128619146,-1.0709106128619146
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-08-09 20:30:00+00:00,2024-08-10 00:30:00+00:00,2.068210467882025,1.3182104678820248
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-08-09 20:45:00+00:00,2024-08-10 00:45:00+00:00,-0.699287190681301,-1.449287190681301
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-08-12 18:45:00+00:00,2024-08-13 00:45:00+00:00,9.90616990285787,9.15616990285787
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-08-14 18:00:00+00:00,2024-08-15 00:00:00+00:00,0.45909881161144706,-0.29090118838855294
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-08-14 18:15:00+00:00,2024-08-15 00:15:00+00:00,1.1727941868564256,0.42279418685642556
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-08-14 18:30:00+00:00,2024-08-15 00:30:00+00:00,0.4873679496298056,-0.2626320503701944
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-08-14 18:45:00+00:00,2024-08-15 00:45:00+00:00,3.589121996163503,2.839121996163503
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-08-16 18:00:00+00:00,2024-08-17 00:00:00+00:00,-3.544020566813408,-4.294020566813408
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-08-19 18:30:00+00:00,2024-08-20 00:30:00+00:00,10.66004110822855,9.91004110822855
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-08-19 18:45:00+00:00,2024-08-20 00:45:00+00:00,7.862490708313849,7.112490708313849
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-09-05 18:00:00+00:00,2024-09-06 00:00:00+00:00,-5.349090863502048,-6.099090863502048
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-09-05 18:15:00+00:00,2024-09-06 00:15:00+00:00,-2.497988197424908,-3.247988197424908
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-09-05 18:30:00+00:00,2024-09-06 00:30:00+00:00,-4.143605962107224,-4.893605962107224
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-09-05 18:45:00+00:00,2024-09-06 00:45:00+00:00,-5.102062179420054,-5.852062179420054
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-09-05 20:00:00+00:00,2024-09-06 00:00:00+00:00,0.9840520087358616,0.23405200873586163
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-09-05 20:15:00+00:00,2024-09-06 00:15:00+00:00,0.6938849542963845,-0.056115045703615474
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-09-05 20:30:00+00:00,2024-09-06 00:30:00+00:00,-0.3941007127532447,-1.1441007127532448
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-09-13 20:45:00+00:00,2024-09-14 00:45:00+00:00,1.7265592730277008,0.9765592730277008
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-09-17 18:15:00+00:00,2024-09-18 00:15:00+00:00,-6.488614238550719,-7.238614238550719
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-09-17 18:30:00+00:00,2024-09-18 00:30:00+00:00,-8.336332267829476,-9.086332267829476
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-09-17 20:15:00+00:00,2024-09-18 00:15:00+00:00,-4.089453335998677,-4.839453335998677
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-09-17 20:30:00+00:00,2024-09-18 00:30:00+00:00,-7.303775986423385,-8.053775986423386
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-09-17 20:45:00+00:00,2024-09-18 00:45:00+00:00,-6.4317315806970985,-7.1817315806970985
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-09-18 20:00:00+00:00,2024-09-19 00:00:00+00:00,12.998210720120243,12.248210720120243
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-10-02 18:15:00+00:00,2024-10-03 00:15:00+00:00,-9.30393403380318,-10.05393403380318
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-10-15 20:30:00+00:00,2024-10-16 00:30:00+00:00,5.06835572974985,4.31835572974985
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-10-25 18:00:00+00:00,2024-10-26 00:00:00+00:00,-9.19221176281283,-9.94221176281283
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-05 20:00:00+00:00,2024-11-06 00:00:00+00:00,2.9306692144725774,2.1806692144725774
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-11-05 20:15:00+00:00,2024-11-06 00:15:00+00:00,1.0734344545675638,0.3234344545675638
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-05 20:30:00+00:00,2024-11-06 00:30:00+00:00,4.406663896215057,3.656663896215057
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-11-06 18:00:00+00:00,2024-11-07 00:00:00+00:00,13.152537772550478,12.402537772550478
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-11-06 18:15:00+00:00,2024-11-07 00:15:00+00:00,9.28604392017379,8.53604392017379
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-11-06 18:30:00+00:00,2024-11-07 00:30:00+00:00,8.057734899958676,7.307734899958676
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-11-06 18:45:00+00:00,2024-11-07 00:45:00+00:00,6.292611087853611,5.542611087853611
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-06 20:00:00+00:00,2024-11-07 00:00:00+00:00,6.466399279692273,5.716399279692273
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-11-08 18:00:00+00:00,2024-11-09 00:00:00+00:00,7.273132053499529,6.523132053499529
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-11-08 18:30:00+00:00,2024-11-09 00:30:00+00:00,6.040154071650144,5.290154071650144
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-11-08 18:45:00+00:00,2024-11-09 00:45:00+00:00,4.601304716506214,3.851304716506214
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-08 20:00:00+00:00,2024-11-09 00:00:00+00:00,2.054237288135575,1.304237288135575
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-11-08 20:15:00+00:00,2024-11-09 00:15:00+00:00,2.642233762364863,1.8922337623648628
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-08 20:30:00+00:00,2024-11-09 00:30:00+00:00,5.915990212716618,5.165990212716618
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-11-12 18:00:00+00:00,2024-11-13 00:00:00+00:00,2.3570305438967245,1.6070305438967245
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-11-12 18:15:00+00:00,2024-11-13 00:15:00+00:00,-2.383931288675514,-3.133931288675514
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-11-12 18:30:00+00:00,2024-11-13 00:30:00+00:00,-3.3216201446492635,-4.0716201446492635
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-11-12 18:45:00+00:00,2024-11-13 00:45:00+00:00,-2.306143615398678,-3.056143615398678
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-12 20:00:00+00:00,2024-11-13 00:00:00+00:00,-4.48347662547023,-5.23347662547023
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-11-12 20:15:00+00:00,2024-11-13 00:15:00+00:00,-5.285580252497645,-6.035580252497645
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-12 20:30:00+00:00,2024-11-13 00:30:00+00:00,-3.768537667075401,-4.518537667075401
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-11-12 20:45:00+00:00,2024-11-13 00:45:00+00:00,-5.234109655507033,-5.984109655507033
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-11-13 18:45:00+00:00,2024-11-14 00:45:00+00:00,-12.949589697807241,-13.699589697807241
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-11-15 18:15:00+00:00,2024-11-16 00:15:00+00:00,6.591535565969728,5.841535565969728
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-11-15 18:30:00+00:00,2024-11-16 00:30:00+00:00,7.497788457729808,6.747788457729808
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-11-15 18:45:00+00:00,2024-11-16 00:45:00+00:00,8.24719123381019,7.49719123381019
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-15 20:00:00+00:00,2024-11-16 00:00:00+00:00,8.17384501088093,7.42384501088093
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-11-15 20:15:00+00:00,2024-11-16 00:15:00+00:00,2.9524855808843635,2.2024855808843635
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-15 20:30:00+00:00,2024-11-16 00:30:00+00:00,0.8322800891239515,0.08228008912395146
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-11-15 20:45:00+00:00,2024-11-16 00:45:00+00:00,-0.6033887088455251,-1.3533887088455252
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-20 20:30:00+00:00,2024-11-21 00:30:00+00:00,1.7938560430525392,1.0438560430525392
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-11-26 18:30:00+00:00,2024-11-27 00:30:00+00:00,9.270349547787802,8.520349547787802
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-11-26 20:00:00+00:00,2024-11-27 00:00:00+00:00,3.648121293221141,2.898121293221141
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-11-26 20:15:00+00:00,2024-11-27 00:15:00+00:00,4.49684482192011,3.74684482192011
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-11-26 20:30:00+00:00,2024-11-27 00:30:00+00:00,3.892397505237731,3.142397505237731
03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2024-11-26 20:45:00+00:00,2024-11-27 00:45:00+00:00,-0.7469834519069217,-1.4969834519069218
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-02 20:00:00+00:00,2024-12-03 00:00:00+00:00,4.352949963898353,3.602949963898353
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-12-02 20:15:00+00:00,2024-12-03 00:15:00+00:00,1.8470682615779603,1.0970682615779603
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-12-03 18:00:00+00:00,2024-12-04 00:00:00+00:00,5.038050687705079,4.288050687705079
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-12-03 18:30:00+00:00,2024-12-04 00:30:00+00:00,8.966977327717533,8.216977327717533
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-03 20:00:00+00:00,2024-12-04 00:00:00+00:00,5.246879950380936,4.496879950380936
03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2024-12-03 20:15:00+00:00,2024-12-04 00:15:00+00:00,6.120205467030115,5.370205467030115
03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2024-12-03 20:30:00+00:00,2024-12-04 00:30:00+00:00,5.553562040506412,4.803562040506412
01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-12-17 18:00:00+00:00,2024-12-18 00:00:00+00:00,-10.323848934263674,-11.073848934263674
01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-12-17 18:15:00+00:00,2024-12-18 00:15:00+00:00,-10.03439934419963,-10.78439934419963
01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-12-17 18:30:00+00:00,2024-12-18 00:30:00+00:00,-8.611512432514672,-9.361512432514672
01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-12-17 18:45:00+00:00,2024-12-18 00:45:00+00:00,-9.92730686220182,-10.67730686220182
03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2024-12-18 20:00:00+00:00,2024-12-19 00:00:00+00:00,-19.01946789005433,-19.76946789005433
