entry_ts,entry_px,exit_ts,exit_px,exit_reason,pnl_0bps,H,L,range,target_px,stop_px,execution_start,execution_end,partition,exec_min,execution_utc,zone,tie_order,entry_f,target_ext,stop_f,accepted,decision,blocked_by_zone,portfolio
2021-09-23 05:25:00+00:00,3113.8179999999998,2021-09-23 11:00:00+00:00,3086.0,TIME_EXIT,-4.866863509684838,3134.08,3032.77,101.30999999999995,3164.473,3068.2285,2021-09-23 05:00:00+00:00,2021-09-23 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-01 17:10:00+00:00,3269.5249999999996,2021-10-01 19:05:00+00:00,3305.8725,TARGET,5.158529144141788,3279.91,3176.06,103.84999999999991,3305.8725,3212.4075,2021-10-01 16:00:00+00:00,2021-10-01 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-05 09:10:00+00:00,3408.48,2021-10-05 09:55:00+00:00,3436.5550000000003,TARGET,3.7184046847861922,3419.71,3363.56,56.15000000000009,3436.5550000000003,3383.2125,2021-10-05 05:00:00+00:00,2021-10-05 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-05 09:10:00+00:00,3409.8,2021-10-05 09:50:00+00:00,3435.0,TARGET,3.295231391870446,3421.0,3365.0,56.0,3435.0,3384.6,2021-10-05 09:00:00+00:00,2021-10-05 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_external
2021-10-07 21:25:00+00:00,3636.6490000000003,2021-10-07 22:00:00+00:00,3639.06,TIME_EXIT,-0.06851351340213496,3649.61,3520.0,129.61000000000013,3682.0125000000003,3565.3635,2021-10-07 16:00:00+00:00,2021-10-07 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-13 17:00:00+00:00,3505.3140000000003,2021-10-13 20:10:00+00:00,3541.4900000000002,TARGET,4.76016539459807,3515.65,3412.29,103.36000000000013,3541.4900000000002,3448.466,2021-10-13 16:00:00+00:00,2021-10-13 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-14 05:10:00+00:00,3647.82,2021-10-14 11:00:00+00:00,3642.81,TIME_EXIT,-1.0867115153708635,3662.27,3590.02,72.25,3683.945,3615.3075,2021-10-14 05:00:00+00:00,2021-10-14 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-14 17:25:00+00:00,3811.246,2021-10-14 22:00:00+00:00,3780.74,TIME_EXIT,-4.402103249173662,3830.0,3642.46,187.53999999999996,3876.885,3708.099,2021-10-14 16:00:00+00:00,2021-10-14 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-19 13:50:00+00:00,3832.75,2021-10-19 14:30:00+00:00,3765.02,CLOSE_INVALIDATION,-9.235692387972106,3848.48,3769.83,78.65000000000009,3868.1425,3797.3575,2021-10-19 09:00:00+00:00,2021-10-19 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-20 10:05:00+00:00,3866.952,2021-10-20 12:20:00+00:00,3887.7375,TARGET,2.2875818474084713,3876.19,3830.0,46.190000000000055,3887.7375,3846.1665,2021-10-20 09:00:00+00:00,2021-10-20 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-28 06:10:00+00:00,3998.35,2021-10-28 08:20:00+00:00,4067.475,TARGET,8.244190728675616,4026.0,3887.75,138.25,4067.475,3936.1375,2021-10-28 05:00:00+00:00,2021-10-28 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2021-10-29 16:20:00+00:00,4436.954,2021-10-29 22:00:00+00:00,4419.17,TIME_EXIT,-2.4040775721361647,4454.58,4278.32,176.26000000000022,4498.645,4340.0109999999995,2021-10-29 16:00:00+00:00,2021-10-29 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-02 06:10:00+00:00,4358.942,2021-11-02 09:40:00+00:00,4404.112,TARGET,4.7813031694388775,4377.01,4286.67,90.34000000000015,4404.112,4318.289,2021-11-02 05:00:00+00:00,2021-11-02 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-03 09:40:00+00:00,4603.738,2021-11-03 11:10:00+00:00,4565.61,CLOSE_INVALIDATION,-4.540982827432916,4619.95,4538.89,81.05999999999949,4640.215,4567.261,2021-11-03 09:00:00+00:00,2021-11-03 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-04 14:20:00+00:00,4560.4725,2021-11-04 15:10:00+00:00,4505.23,CLOSE_INVALIDATION,-6.4566640846974055,4585.91,4484.16,101.75,4611.3475,4519.7725,2021-11-04 10:00:00+00:00,2021-11-04 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-11 05:45:00+00:00,4644.748,2021-11-11 07:15:00+00:00,4684.653,TARGET,3.895712060159218,4660.71,4580.9,79.8100000000004,4684.653,4608.8335,2021-11-11 05:00:00+00:00,2021-11-11 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-11 09:10:00+00:00,4704.808,2021-11-11 14:35:00+00:00,4750.24,TARGET,4.428252289997836,4725.0,4624.04,100.96000000000004,4750.24,4659.376,2021-11-11 09:00:00+00:00,2021-11-11 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-19 10:10:00+00:00,4137.49,2021-11-19 14:00:00+00:00,4210.570000000001,TARGET,8.431441284450347,4169.97,4007.57,162.4000000000001,4210.570000000001,4064.4100000000003,2021-11-19 09:00:00+00:00,2021-11-19 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-11-25 16:20:00+00:00,4491.429999999999,2021-11-25 22:00:00+00:00,4501.56,TIME_EXIT,0.727703203656849,4506.19,4358.59,147.59999999999945,4543.089999999999,4410.25,2021-11-25 16:00:00+00:00,2021-11-25 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-12-02 09:25:00+00:00,4578.852,2021-12-02 11:15:00+00:00,4513.38,CLOSE_INVALIDATION,-7.549390283852809,4602.0,4486.26,115.73999999999978,4630.9349999999995,4526.769,2021-12-02 09:00:00+00:00,2021-12-02 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-12-06 16:10:00+00:00,4107.254999999999,2021-12-06 17:05:00+00:00,4175.277499999999,TARGET,7.880773898869164,4126.69,3932.34,194.34999999999945,4175.277499999999,4000.3625,2021-12-06 16:00:00+00:00,2021-12-06 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-12-07 09:15:00+00:00,4399.618,2021-12-07 12:35:00+00:00,4337.98,CLOSE_INVALIDATION,-7.404926336786621,4417.63,4327.57,90.0600000000004,4440.145,4359.090999999999,2021-12-07 09:00:00+00:00,2021-12-07 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-12-07 11:20:00+00:00,4398.14,2021-12-07 12:25:00+00:00,4359.75,CLOSE_INVALIDATION,-4.764344927628549,4420.52,4331.0,89.52000000000044,4442.900000000001,4362.332,2021-12-07 10:00:00+00:00,2021-12-07 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_external
2021-12-24 13:45:00+00:00,4103.6449999999995,2021-12-24 15:00:00+00:00,4077.64,CLOSE_INVALIDATION,-3.568524567792763,4118.15,4060.13,58.01999999999953,4132.655,4080.437,2021-12-24 10:00:00+00:00,2021-12-24 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2021-12-24 14:05:00+00:00,4106.545999999999,2021-12-24 15:00:00+00:00,4077.64,CLOSE_INVALIDATION,-3.9195027646103826,4118.15,4060.13,58.01999999999953,4132.655,4080.437,2021-12-24 09:00:00+00:00,2021-12-24 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_1000,ETH_S5B_external
2022-01-03 10:25:00+00:00,3813.5825,2022-01-03 11:00:00+00:00,3830.3974999999996,TARGET,1.804619934143226,3821.99,3788.36,33.629999999999654,3830.3974999999996,3800.1305,2022-01-03 10:00:00+00:00,2022-01-03 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-01-03 10:30:00+00:00,3813.2419999999997,2022-01-03 11:00:00+00:00,3832.9249999999997,TARGET,2.180874751720419,3821.99,3778.25,43.73999999999978,3832.9249999999997,3793.5589999999997,2022-01-03 09:00:00+00:00,2022-01-03 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_1000,ETH_S5B_development
2022-01-12 18:10:00+00:00,3369.536,2022-01-12 22:00:00+00:00,3364.7,TIME_EXIT,-1.117606222340461,3384.25,3237.11,147.13999999999987,3421.035,3288.609,2022-01-12 16:00:00+00:00,2022-01-12 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-01-14 17:10:00+00:00,3288.0209999999997,2022-01-14 21:55:00+00:00,3329.5625,TARGET,5.917097731431853,3299.89,3181.2,118.69000000000005,3329.5625,3222.7414999999996,2022-01-14 16:00:00+00:00,2022-01-14 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-01-20 13:15:00+00:00,3142.89,2022-01-20 13:30:00+00:00,3163.5899999999997,TARGET,2.8931473898226705,3153.24,3111.84,41.399999999999636,3163.5899999999997,3126.33,2022-01-20 10:00:00+00:00,2022-01-20 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-01-27 10:30:00+00:00,2429.52,2022-01-27 12:10:00+00:00,2465.94,TARGET,7.095307715104204,2447.73,2374.89,72.84000000000015,2465.94,2400.384,2022-01-27 10:00:00+00:00,2022-01-27 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-01 13:35:00+00:00,2775.3825,2022-02-01 15:05:00+00:00,2740.77,CLOSE_INVALIDATION,-6.635626981145881,2795.0,2716.53,78.4699999999998,2814.6175,2743.9945000000002,2022-02-01 10:00:00+00:00,2022-02-01 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-01 17:05:00+00:00,2801.804,2022-02-01 19:25:00+00:00,2754.11,CLOSE_INVALIDATION,-8.911302003994582,2810.0,2728.04,81.96000000000004,2830.49,2756.726,2022-02-01 16:00:00+00:00,2022-02-01 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-04 13:30:00+00:00,2823.352,2022-02-04 15:00:00+00:00,2826.14,TIME_EXIT,0.0937393566228909,2860.58,2674.44,186.13999999999987,2907.115,2739.589,2022-02-04 09:00:00+00:00,2022-02-04 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-04 13:30:00+00:00,2815.7075,2022-02-04 15:30:00+00:00,2905.4525,TARGET,15.536491982920797,2860.58,2681.09,179.48999999999978,2905.4525,2743.9115,2022-02-04 10:00:00+00:00,2022-02-04 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-02-10 09:40:00+00:00,3196.2780000000002,2022-02-10 10:00:00+00:00,3219.4350000000004,TARGET,3.222494664106246,3206.57,3155.11,51.460000000000036,3219.4350000000004,3173.121,2022-02-10 09:00:00+00:00,2022-02-10 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-11 11:05:00+00:00,3096.648,2022-02-11 14:30:00+00:00,3129.075,TARGET,4.835822734776407,3111.06,3039.0,72.05999999999995,3129.075,3064.221,2022-02-11 09:00:00+00:00,2022-02-11 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-11 11:05:00+00:00,3093.045,2022-02-11 14:30:00+00:00,3129.075,TARGET,5.424357550569092,3111.06,3039.0,72.05999999999995,3129.075,3064.221,2022-02-11 10:00:00+00:00,2022-02-11 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-02-22 09:55:00+00:00,2542.144,2022-02-22 10:20:00+00:00,2568.6625,TARGET,4.815774558797625,2553.93,2495.0,58.929999999999836,2568.6625,2515.6255,2022-02-22 09:00:00+00:00,2022-02-22 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-23 11:10:00+00:00,2702.1025,2022-02-23 12:40:00+00:00,2742.8374999999996,TARGET,7.1376489233845986,2722.47,2641.0,81.4699999999998,2742.8374999999996,2669.5144999999998,2022-02-23 10:00:00+00:00,2022-02-23 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-25 16:10:00+00:00,2730.302,2022-02-25 22:00:00+00:00,2706.41,TIME_EXIT,-4.775340163835395,2745.0,2598.02,146.98000000000002,2781.745,2649.463,2022-02-25 16:00:00+00:00,2022-02-25 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-28 12:55:00+00:00,2639.4,2022-02-28 14:15:00+00:00,2681.25,TARGET,7.52793816776538,2658.0,2565.0,93.0,2681.25,2597.55,2022-02-28 09:00:00+00:00,2022-02-28 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-02-28 12:55:00+00:00,2634.75,2022-02-28 14:15:00+00:00,2681.25,TARGET,8.424366638200963,2658.0,2565.0,93.0,2681.25,2597.55,2022-02-28 10:00:00+00:00,2022-02-28 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-03-08 10:05:00+00:00,2569.084,2022-03-08 15:00:00+00:00,2572.77,TIME_EXIT,0.3173763100000174,2587.94,2493.66,94.2800000000002,2611.51,2526.658,2022-03-08 09:00:00+00:00,2022-03-08 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-10 12:40:00+00:00,2598.9725,2022-03-10 13:30:00+00:00,2618.2875000000004,TARGET,3.3158915686873462,2608.63,2570.0,38.63000000000011,2618.2875000000004,2583.5205,2022-03-10 10:00:00+00:00,2022-03-10 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-14 10:10:00+00:00,2591.1,2022-03-14 15:00:00+00:00,2586.71,TIME_EXIT,-1.247130562309395,2606.07,2531.22,74.85000000000036,2624.7825000000003,2557.4175,2022-03-14 09:00:00+00:00,2022-03-14 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-14 10:35:00+00:00,2584.226,2022-03-14 11:00:00+00:00,2592.1,TIME_EXIT,1.1234735661663335,2606.07,2496.85,109.22000000000025,2638.8360000000002,2535.077,2022-03-14 05:00:00+00:00,2022-03-14 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-03-16 10:35:00+00:00,2672.24,2022-03-16 14:15:00+00:00,2713.12,TARGET,7.249013561656148,2692.68,2610.92,81.75999999999976,2713.12,2639.536,2022-03-16 10:00:00+00:00,2022-03-16 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-17 10:50:00+00:00,2768.826,2022-03-17 12:00:00+00:00,2782.0424999999996,TARGET,1.9866613503339408,2774.7,2745.33,29.36999999999989,2782.0424999999996,2755.6095,2022-03-17 09:00:00+00:00,2022-03-17 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-17 10:50:00+00:00,2767.3575,2022-03-17 12:00:00+00:00,2782.0424999999996,TARGET,2.253253148536039,2774.7,2745.33,29.36999999999989,2782.0424999999996,2755.6095,2022-03-17 10:00:00+00:00,2022-03-17 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-03-21 07:30:00+00:00,2867.228,2022-03-21 07:45:00+00:00,2890.183,TARGET,3.6029952274461823,2876.41,2830.5,45.909999999999854,2890.183,2846.5685,2022-03-21 05:00:00+00:00,2022-03-21 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-21 16:15:00+00:00,2949.8599999999997,2022-03-21 17:00:00+00:00,2905.3,CLOSE_INVALIDATION,-7.952900815631869,2956.99,2885.69,71.29999999999973,2974.8149999999996,2910.645,2022-03-21 16:00:00+00:00,2022-03-21 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-23 16:20:00+00:00,3028.272,2022-03-23 17:50:00+00:00,2969.08,CLOSE_INVALIDATION,-10.173230409949985,3038.38,2937.3,101.07999999999993,3063.65,2972.6780000000003,2022-03-23 16:00:00+00:00,2022-03-23 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-28 05:30:00+00:00,3324.9719999999998,2022-03-28 09:45:00+00:00,3356.642,TARGET,4.362446119846997,3337.64,3274.3,63.33999999999969,3356.642,3296.469,2022-03-28 05:00:00+00:00,2022-03-28 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-28 11:15:00+00:00,3344.13,2022-03-28 13:35:00+00:00,3371.3900000000003,TARGET,3.675798488695104,3357.76,3303.24,54.52000000000044,3371.3900000000003,3322.322,2022-03-28 10:00:00+00:00,2022-03-28 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-30 11:40:00+00:00,3406.006,2022-03-30 13:40:00+00:00,3369.54,CLOSE_INVALIDATION,-5.753190804713803,3417.35,3360.63,56.7199999999998,3431.5299999999997,3380.482,2022-03-30 09:00:00+00:00,2022-03-30 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-30 11:45:00+00:00,3404.7925,2022-03-30 13:20:00+00:00,3381.99,CLOSE_INVALIDATION,-3.748588790653195,3417.35,3367.12,50.23000000000002,3429.9075,3384.7005,2022-03-30 10:00:00+00:00,2022-03-30 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-03-31 10:15:00+00:00,3414.062,2022-03-31 11:00:00+00:00,3415.71,TIME_EXIT,-0.15864527357727332,3423.24,3377.35,45.88999999999987,3437.0069999999996,3393.4114999999997,2022-03-31 05:00:00+00:00,2022-03-31 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-03-31 10:15:00+00:00,3413.23,2022-03-31 12:30:00+00:00,3431.7900000000004,TARGET,2.3188323083999767,3422.51,3385.39,37.120000000000346,3431.7900000000004,3398.382,2022-03-31 10:00:00+00:00,2022-03-31 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_development
2022-04-07 11:20:00+00:00,3222.492,2022-04-07 11:35:00+00:00,3245.4375,TARGET,3.160210545130893,3232.69,3181.7,50.99000000000024,3245.4375,3199.5465,2022-04-07 09:00:00+00:00,2022-04-07 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-04-07 11:20:00+00:00,3222.79,2022-04-07 11:35:00+00:00,3242.59,TARGET,2.671872507982243,3232.69,3193.09,39.59999999999991,3242.59,3206.9500000000003,2022-04-07 10:00:00+00:00,2022-04-07 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_development
2022-04-13 06:20:00+00:00,3053.478,2022-04-13 11:00:00+00:00,3031.66,TIME_EXIT,-3.9726473221683873,3065.8,3004.19,61.61000000000013,3084.2830000000004,3025.7535000000003,2022-04-13 05:00:00+00:00,2022-04-13 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-04-20 06:15:00+00:00,3098.136,2022-04-20 10:25:00+00:00,3118.221,TARGET,2.841465190682358,3106.17,3066.0,40.17000000000007,3118.221,3080.0595,2022-04-20 05:00:00+00:00,2022-04-20 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-04-20 09:55:00+00:00,3106.6499999999996,2022-04-20 10:40:00+00:00,3123.165,TARGET,2.258007821930375,3113.99,3077.29,36.69999999999982,3123.165,3090.1349999999998,2022-04-20 09:00:00+00:00,2022-04-20 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_development
2022-04-28 07:55:00+00:00,2905.102,2022-04-28 08:25:00+00:00,2928.947,TARGET,3.703986710277341,2914.64,2866.95,47.690000000000055,2928.947,2883.6414999999997,2022-04-28 05:00:00+00:00,2022-04-28 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-05-02 06:25:00+00:00,2858.634,2022-05-02 08:35:00+00:00,2832.67,CLOSE_INVALIDATION,-4.9413298799356635,2868.0,2821.17,46.82999999999993,2882.049,2837.5605,2022-05-02 05:00:00+00:00,2022-05-02 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-05-19 07:20:00+00:00,1956.34,2022-05-19 09:30:00+00:00,1923.27,CLOSE_INVALIDATION,-8.852007319791012,1970.0,1901.7,68.29999999999995,1990.49,1925.605,2022-05-19 05:00:00+00:00,2022-05-19 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-05-30 14:35:00+00:00,1909.692,2022-05-30 15:00:00+00:00,1895.96,TIME_EXIT,-3.9953441706830235,1920.0,1868.46,51.539999999999964,1932.885,1886.499,2022-05-30 09:00:00+00:00,2022-05-30 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-05-30 17:10:00+00:00,1919.731,2022-05-30 20:20:00+00:00,1938.2075,TARGET,4.412262759730345,1925.01,1872.22,52.789999999999964,1938.2075,1890.6965,2022-05-30 16:00:00+00:00,2022-05-30 22:00:00+00:00,development,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-06-02 07:35:00+00:00,1828.504,2022-06-02 11:00:00+00:00,1829.11,TIME_EXIT,-0.23429076447194463,1835.35,1801.12,34.23000000000002,1845.619,1813.1005,2022-06-02 05:00:00+00:00,2022-06-02 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-06-02 10:55:00+00:00,1829.52,2022-06-02 13:15:00+00:00,1802.41,CLOSE_INVALIDATION,-7.809047181774432,1836.62,1801.12,35.5,1845.495,1813.5449999999998,2022-06-02 09:00:00+00:00,2022-06-02 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_development
2022-06-02 10:55:00+00:00,1828.385,2022-06-02 13:15:00+00:00,1802.41,CLOSE_INVALIDATION,-7.50326326238725,1836.62,1803.68,32.93999999999983,1844.8549999999998,1815.209,2022-06-02 10:00:00+00:00,2022-06-02 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_development
2022-06-15 12:25:00+00:00,1111.7875000000001,2022-06-15 16:00:00+00:00,1119.47,TIME_EXIT,3.0550217555062713,1144.91,1012.42,132.49000000000012,1178.0325,1058.7915,2022-06-15 10:00:00+00:00,2022-06-15 16:00:00+00:00,development,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-06-17 07:40:00+00:00,1103.3600000000001,2022-06-17 11:00:00+00:00,1104.04,TIME_EXIT,-0.09185034802787728,1116.7,1050.0,66.70000000000005,1136.71,1073.345,2022-06-17 05:00:00+00:00,2022-06-17 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-06-21 05:30:00+00:00,1136.766,2022-06-21 05:40:00+00:00,1154.3509999999999,TARGET,7.334661311122881,1143.8,1108.63,35.169999999999845,1154.3509999999999,1120.9395,2022-06-21 05:00:00+00:00,2022-06-21 11:00:00+00:00,development,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_development
2022-06-23 09:30:00+00:00,1102.2,2022-06-23 12:10:00+00:00,1119.75,TARGET,7.5613500272183165,1110.0,1071.0,39.0,1119.75,1084.65,2022-06-23 09:00:00+00:00,2022-06-23 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
2022-06-27 10:30:00+00:00,1232.004,2022-06-27 11:55:00+00:00,1219.12,CLOSE_INVALIDATION,-5.628879127015807,1237.06,1211.78,25.279999999999973,1243.3799999999999,1220.628,2022-06-27 09:00:00+00:00,2022-06-27 15:00:00+00:00,development,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_development
