role,partition,dev_block,ref_min,hour,parent_entry_ts,parent_exit_ts,reentry_ts,recovery_exit_ts,exit_reason,parent_pnl,parent_loss_dollars,parent_loss_ret,entry_price,entry_R,remaining_E40_R,risk_to_H_R,reward_to_Hrisk,required_recovery_ret_to_episode_be,required_exit_price_to_episode_be,required_exit_R_to_episode_be,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,recovery_hold_min,max_price_R,min_price_R,mfe_from_entry_R,mae_from_entry_R,outcome_class,recovery_win,episode_rescue,hit_E10,hit_E10_min,E10_episode_rescue_if_hit,hit_E20,hit_E20_min,E20_episode_rescue_if_hit,hit_E30,hit_E30_min,E30_episode_rescue_if_hit,hit_E40,hit_E40_min,E40_episode_rescue_if_hit,fail_close_below_H_R,exit_open_below_H_R
CENTRAL,development,0.0,360,15,2022-04-17 15:15:00+00:00,2022-04-17 15:30:00+00:00,2022-04-17 15:40:00+00:00,2022-04-17 17:00:00+00:00,FAILED_RECLAIM,-0.2867794665902257,0.2867794665902257,0.0005735589331804514,104.82,0.07473309608540697,0.32526690391459306,0.07473309608540697,4.352380952381116,0.0005735589331804514,104.88012044737596,0.09612827308752976,-1.6218278954397425,-1.8718278954397425,-1.9086073620299682,80.0,0.298932384341638,-0.11032028469750961,0.22419928825623103,0.18505338078291658,REC_FAIL,False,False,True,10.0,True,True,15.0,True,False,,False,False,,False,0.042704626334521156,0.04626334519572788
CENTRAL,development,0.0,360,15,2022-05-01 15:25:00+00:00,2022-05-01 15:35:00+00:00,2022-05-01 16:00:00+00:00,2022-05-01 16:10:00+00:00,TARGET,-1.336898395721986,1.336898395721986,0.002673796791443972,90.0,0.0872727272727254,0.31272727272727463,0.0872727272727254,3.5833333333334316,0.002673796791443972,90.24064171122997,0.1747788040836233,4.77777777777777,4.52777777777777,3.4408793820557837,10.0,0.5963636363636365,-0.003636363636365497,0.5090909090909111,0.0909090909090909,REC_TARGET,True,True,True,5.0,False,True,10.0,True,True,10.0,True,True,10.0,True,,
CENTRAL,development,0.0,360,15,2022-05-14 21:40:00+00:00,2022-05-14 22:00:00+00:00,2022-05-14 22:20:00+00:00,2022-05-14 22:30:00+00:00,FAILED_RECLAIM,-2.4395003903200374,2.4395003903200374,0.004879000780640075,51.41,0.03275529865125134,0.3672447013487487,0.03275529865125134,11.211764705882752,0.004879000780640075,51.6608294301327,0.08108466861901702,-3.306749659599262,-3.5567496595992623,-5.746250049919299,10.0,0.03275529865125134,-0.06936416184971081,0.0,0.10211946050096216,REC_FAIL,False,False,False,,False,False,,False,False,,False,False,,False,0.034682080924855405,0.03275529865125271
CENTRAL,development,0.0,360,15,2022-05-19 15:20:00+00:00,2022-05-19 16:40:00+00:00,2022-05-19 16:50:00+00:00,2022-05-19 17:15:00+00:00,FAILED_RECLAIM,-1.3255065328536264,1.3255065328536264,0.002651013065707253,52.85,0.008676789587852311,0.39132321041214774,0.008676789587852311,45.10000000000098,0.002651013065707253,52.99010604052263,0.039068555427902586,-0.75685903500472,-1.00685903500472,-2.0823655678583464,25.0,0.14533622559652812,-0.04555314533622579,0.1366594360086758,0.0542299349240781,REC_FAIL,False,False,True,15.0,True,False,,False,False,,False,False,,False,0.006507592190889619,0.008676789587852311
CENTRAL,development,0.0,360,15,2022-06-07 18:10:00+00:00,2022-06-07 18:20:00+00:00,2022-06-07 18:30:00+00:00,2022-06-07 18:45:00+00:00,FAILED_RECLAIM,-0.6306760847628046,0.6306760847628046,0.0012613521695256091,39.76,0.046511627906975786,0.35348837209302425,0.046511627906975786,7.600000000000178,0.0012613521695256091,39.810151362260335,0.06595014041098235,-2.5150905432594906,-2.7650905432594906,-3.145766628022295,15.0,0.1046511627906962,-0.06976744186046505,0.05813953488372041,0.11627906976744083,REC_FAIL,False,False,True,10.0,True,False,,False,False,,False,False,,False,0.031007751937983857,0.031007751937983857
CENTRAL,development,0.0,360,15,2022-06-12 15:05:00+00:00,2022-06-12 15:25:00+00:00,2022-06-12 15:45:00+00:00,2022-06-12 15:55:00+00:00,FAILED_RECLAIM,-3.378378378378344,3.378378378378344,0.006756756756756688,34.13,0.03358208955224008,0.36641791044775995,0.03358208955224008,10.91111111111066,0.006756756756756688,34.3606081081081,0.11962989108511338,-2.6369762672135977,-2.8869762672135977,-6.015354645591941,10.0,0.04477611940298413,-0.11194029850746164,0.011194029850744046,0.14552238805970172,REC_FAIL,False,False,False,,False,False,,False,False,,False,False,,False,0.029850746268656084,0.03358208955223743
CENTRAL,development,1.0,360,15,2022-07-05 19:10:00+00:00,2022-07-05 19:20:00+00:00,2022-07-05 19:30:00+00:00,2022-07-05 19:35:00+00:00,TARGET,-0.7130633200228553,0.7130633200228553,0.0014261266400457107,35.3,0.12435233160621498,0.2756476683937851,0.12435233160621498,2.216666666666735,0.0014261266400457107,35.35034227039361,0.15043640953036724,7.535410764872519,7.285410764872519,6.8223474448496635,5.0,0.4041450777202079,0.11917098445595695,0.27979274611399296,0.005181347150258031,REC_TARGET,True,True,True,5.0,False,True,5.0,True,True,5.0,True,True,5.0,True,,
CENTRAL,development,1.0,360,15,2022-07-12 15:10:00+00:00,2022-07-12 15:20:00+00:00,2022-07-12 15:30:00+00:00,2022-07-12 15:55:00+00:00,FAILED_RECLAIM,-0.7284382284382107,0.7284382284382107,0.0014568764568764214,34.43,0.09090909090909037,0.30909090909090964,0.09090909090909037,3.400000000000026,0.0014568764568764214,34.48016025641026,0.1323638482729402,-3.340110368864335,-3.5901103688643357,-4.068548597302546,25.0,0.23140495867768673,-0.16528925619834933,0.14049586776859635,0.2561983471074397,REC_FAIL,False,False,True,5.0,False,False,,False,False,,False,False,,False,0.10743801652892766,0.09917355371900607
CENTRAL,development,1.0,360,15,2022-08-21 16:45:00+00:00,2022-08-21 17:00:00+00:00,2022-08-21 17:10:00+00:00,2022-08-21 17:55:00+00:00,FAILED_RECLAIM,0.0,-0.0,-0.0,36.46,0.24050632911391928,0.15949367088608074,0.24050632911391928,0.6631578947368751,-0.0,36.46,0.24050632911391928,-3.291278113000562,-3.541278113000562,-3.291278113000562,45.0,0.3164556962025291,-0.1139240506329148,0.07594936708860983,0.3544303797468341,REC_FAIL,False,False,True,5.0,False,True,5.0,False,True,10.0,True,False,,False,0.06329113924051122,0.06329113924051122
CENTRAL,development,1.0,360,15,2022-09-05 15:00:00+00:00,2022-09-05 15:25:00+00:00,2022-09-05 15:40:00+00:00,2022-09-05 16:20:00+00:00,FAILED_RECLAIM,-0.15738117721114664,0.15738117721114664,0.0003147623544222933,31.79,0.03076923076923018,0.36923076923076986,0.03076923076923018,12.00000000000025,0.0003147623544222933,31.80000629524708,0.04616353114935443,-0.15728216420252128,-0.4072821642025213,-0.3146633414136679,40.0,0.29230769230769493,-0.09230769230769054,0.2615384615384648,0.12307692307692072,REC_FAIL,False,False,True,5.0,True,True,10.0,True,False,,False,False,,False,0.0,-0.015384615384617823
CENTRAL,development,1.0,360,15,2022-09-06 15:45:00+00:00,2022-09-06 16:10:00+00:00,2022-09-06 16:20:00+00:00,2022-09-06 16:30:00+00:00,FAILED_RECLAIM,-0.2982403817477497,0.2982403817477497,0.0005964807634954994,33.55,0.017699115044244228,0.3823008849557558,0.017699115044244228,21.60000000000455,0.0005964807634954994,33.57001192961527,0.03540878727014869,-0.5961251862890982,-0.8461251862890982,-0.8943655680368479,10.0,0.07964601769911159,-0.12389380530973473,0.06194690265486736,0.14159292035397897,REC_FAIL,False,False,False,,False,False,,False,False,,False,False,,False,0.026548672566372628,0.017699115044250514
CENTRAL,development,1.0,360,15,2022-09-19 19:00:00+00:00,2022-09-19 19:10:00+00:00,2022-09-19 19:20:00+00:00,2022-09-20 01:05:00+00:00,FAILED_RECLAIM,-1.230769230769202,1.230769230769202,0.002461538461538404,32.54,0.02083333333333287,0.37916666666666715,0.02083333333333287,18.20000000000043,0.002461538461538404,32.620098461538454,0.06255128205127815,-1.2292562999385304,-1.4792562999385304,-2.4600255307077323,345.0,0.3020833333333322,-0.05208333333333403,0.28124999999999933,0.07291666666666691,REC_FAIL,False,False,True,5.0,True,True,10.0,True,True,120.0,True,False,,False,0.02083333333333287,0.02083333333333287
CENTRAL,development,1.0,360,15,2022-09-26 18:05:00+00:00,2022-09-26 18:30:00+00:00,2022-09-26 18:50:00+00:00,2022-09-26 20:45:00+00:00,FAILED_RECLAIM,-0.5986231667165498,0.5986231667165498,0.0011972463334330996,33.69,0.21374045801526884,0.1862595419847312,0.21374045801526884,0.871428571428557,0.0011972463334330996,33.73033522897336,0.24453070913997263,-4.749183734045703,-4.999183734045704,-5.347806900762253,115.0,0.3969465648855,-0.03816793893129568,0.18320610687023117,0.25190839694656453,REC_FAIL,False,False,True,5.0,False,True,5.0,False,True,45.0,True,False,,False,0.03816793893129568,0.03053435114503763
CENTRAL,development,1.0,360,15,2022-10-05 16:05:00+00:00,2022-10-05 16:25:00+00:00,2022-10-05 16:55:00+00:00,2022-10-05 17:20:00+00:00,TARGET,0.0,-0.0,-0.0,33.92,0.2222222222222222,0.1777777777777778,0.2222222222222222,0.8000000000000002,-0.0,33.92,0.2222222222222222,1.6509433962264008,1.4009433962264008,1.6509433962264008,25.0,0.41269841269840785,0.07936507936507453,0.19047619047618564,0.14285714285714768,REC_TARGET,True,True,True,5.0,False,True,10.0,False,True,10.0,True,True,25.0,True,,
CENTRAL,development,1.0,360,15,2022-10-11 16:45:00+00:00,2022-10-11 17:05:00+00:00,2022-10-11 17:25:00+00:00,2022-10-11 17:35:00+00:00,FAILED_RECLAIM,-0.31535793125198053,0.31535793125198053,0.0006307158625039611,31.73,0.03030303030302965,0.36969696969697036,0.03030303030302965,12.200000000000284,0.0006307158625039611,31.750012614317253,0.06062517320795774,-0.31515915537344563,-0.5651591553734456,-0.6305170866254262,10.0,0.07575757575757681,-0.10606060606060647,0.04545454545454716,0.13636363636363613,REC_FAIL,False,False,False,,False,False,,False,False,,False,False,,False,0.0,0.0
CENTRAL,development,1.0,360,15,2022-10-17 23:35:00+00:00,2022-10-17 23:55:00+00:00,2022-10-18 00:25:00+00:00,2022-10-18 01:35:00+00:00,FAILED_RECLAIM,0.0,-0.0,-0.0,31.34,0.1456310679611635,0.2543689320388365,0.1456310679611635,1.7466666666666957,-0.0,31.34,0.1456310679611635,-3.350350989151263,-3.600350989151263,-3.350350989151263,70.0,0.27184466019417214,-0.07766990291262307,0.12621359223300863,0.2233009708737866,REC_FAIL,False,False,True,5.0,False,True,5.0,True,False,,False,False,,False,0.04854368932038899,0.058252427184468165
CENTRAL,development,1.0,360,15,2022-11-10 15:00:00+00:00,2022-11-10 15:15:00+00:00,2022-11-10 15:25:00+00:00,2022-11-10 16:05:00+00:00,FAILED_RECLAIM,-7.6744859542426935,7.6744859542426935,0.015348971908485387,18.117,0.17512846865364856,0.22487153134635146,0.17512846865364856,1.2840375586854456,0.015348971908485387,18.39507732406603,0.23228721974635747,-26.991223712535206,-27.241223712535206,-34.6657096667779,40.0,0.28674203494347367,-0.06454265159301131,0.1116135662898251,0.23967112024665987,REC_FAIL,False,False,True,5.0,False,True,5.0,False,False,,False,False,,False,0.025488180883864814,0.025899280575539817
CENTRAL,development,1.0,360,15,2022-11-22 15:20:00+00:00,2022-11-22 15:30:00+00:00,2022-11-22 16:00:00+00:00,2022-11-22 16:10:00+00:00,FAILED_RECLAIM,-1.3793679986623952,1.3793679986623952,0.0027587359973247905,12.054,0.08671065032987797,0.31328934967012206,0.08671065032987797,3.6130434782608436,0.0027587359973247905,12.087253803711755,0.11805259539279515,-4.687240749958521,-4.937240749958521,-6.066608748620917,10.0,0.19698397737983,-0.04618284637134731,0.11027332704995203,0.13289349670122527,REC_FAIL,False,False,True,5.0,False,False,,False,False,,False,False,,False,0.019792648444862414,0.019792648444862414
CENTRAL,development,1.0,360,15,2022-11-24 16:00:00+00:00,2022-11-24 16:20:00+00:00,2022-11-24 16:45:00+00:00,2022-11-24 17:55:00+00:00,FAILED_RECLAIM,-0.20678246484695517,0.20678246484695517,0.00041356492969391034,14.571,0.09237536656891604,0.307624633431084,0.09237536656891604,3.3301587301586797,0.00041356492969391034,14.57702605459057,0.10121122373984069,-2.9167524535034794,-3.16675245350348,-3.1235349183504346,70.0,0.3519061583577723,-0.05425219941348843,0.25953079178885624,0.14662756598240448,REC_FAIL,False,False,True,5.0,False,True,5.0,True,True,15.0,True,False,,False,0.032258064516126846,0.032258064516126846
CENTRAL,development,1.0,360,15,2022-11-26 01:20:00+00:00,2022-11-26 01:40:00+00:00,2022-11-26 01:50:00+00:00,2022-11-26 02:00:00+00:00,FAILED_RECLAIM,-0.8629616845011734,0.8629616845011734,0.0017259233690023468,14.498,0.02539062499999987,0.37460937500000013,0.02539062499999987,14.753846153846233,0.0017259233690023468,14.523022437003796,0.0742625722730402,-0.862187887984478,-1.112187887984478,-1.7251495724856514,10.0,0.04882812500000082,-0.04101562499999819,0.023437500000000947,0.06640624999999806,REC_FAIL,False,False,False,,False,False,,False,False,,False,False,,False,0.019531249999999636,0.023437499999997478
CENTRAL,development,1.0,360,15,2022-12-06 23:00:00+00:00,2022-12-06 23:10:00+00:00,2022-12-06 23:20:00+00:00,2022-12-06 23:25:00+00:00,TARGET,-0.21202911866557983,0.21202911866557983,0.00042405823733115966,14.185,0.13090909090909655,0.2690909090909035,0.13090909090909655,2.0555555555554244,0.00042405823733115966,14.191015266096542,0.15278278580561228,2.608389143461287,2.358389143461287,2.3963600247957073,5.0,0.4327272727272806,0.10909090909091379,0.3018181818181841,0.021818181818182764,REC_TARGET,True,True,True,5.0,False,True,5.0,True,True,5.0,True,True,5.0,True,,
CENTRAL,development,1.0,360,15,2022-12-12 19:55:00+00:00,2022-12-12 20:40:00+00:00,2022-12-12 21:00:00+00:00,2022-12-12 21:05:00+00:00,TARGET,0.0,-0.0,-0.0,13.28,0.32075471698113067,0.07924528301886935,0.32075471698113067,0.2470588235294173,-0.0,13.28,0.32075471698113067,0.6325301204819223,0.38253012048192225,0.6325301204819223,5.0,0.6886792452830235,0.27830188679245815,0.3679245283018928,0.04245283018867252,REC_TARGET,True,True,True,5.0,False,True,5.0,False,True,5.0,False,True,5.0,True,,
CENTRAL,development,2.0,360,15,2023-01-01 18:05:00+00:00,2023-01-01 18:20:00+00:00,2023-01-01 18:30:00+00:00,2023-01-01 18:50:00+00:00,FAILED_RECLAIM,-0.6516290726816809,0.6516290726816809,0.0013032581453633618,9.997,0.0852713178294586,0.3147286821705414,0.0852713178294586,3.690909090909023,0.0013032581453633618,10.010028671679198,0.13577004526821015,-1.8505551665499165,-2.100555166549917,-2.5021842392315974,20.0,0.13953488372092912,-0.08139534883720578,0.05426356589147052,0.16666666666666438,REC_FAIL,False,False,True,5.0,False,False,,False,False,,False,False,,False,0.05813953488371645,0.05813953488371645
CENTRAL,development,2.0,360,15,2023-01-12 17:35:00+00:00,2023-01-12 17:45:00+00:00,2023-01-12 18:05:00+00:00,2023-01-12 18:30:00+00:00,FAILED_RECLAIM,-4.818765911019596,4.818765911019596,0.009637531822039191,16.583,0.0774134790528208,0.3225865209471792,0.0774134790528208,4.16705882352958,0.009637531822039191,16.742819190204873,0.22296829709004717,-6.331785563528813,-6.581785563528814,-11.150551474548408,25.0,0.11657559198542808,-0.14025500910746794,0.03916211293260728,0.21766848816028872,REC_FAIL,False,False,True,10.0,False,False,,False,False,,False,False,,False,0.11384335154826951,0.11384335154826951
CENTRAL,development,2.0,360,15,2023-01-27 15:00:00+00:00,2023-01-27 15:35:00+00:00,2023-01-27 15:45:00+00:00,2023-01-27 15:55:00+00:00,FAILED_RECLAIM,-0.18760943883933123,0.18760943883933123,0.00037521887767866247,24.1,0.1686390532544385,0.2313609467455615,0.1686390532544385,1.3719298245613947,0.00037521887767866247,24.10904277495206,0.1820159392781917,-6.203319502074756,-6.453319502074756,-6.390928940914087,10.0,0.21893491124260248,-0.35798816568047365,0.05029585798816397,0.5266272189349122,REC_FAIL,False,False,False,,False,False,,False,False,,False,False,,False,0.27514792899408197,0.273668639053257
CENTRAL,development,2.0,360,15,2023-02-02 17:00:00+00:00,2023-02-02 17:10:00+00:00,2023-02-02 17:20:00+00:00,2023-02-02 18:00:00+00:00,TARGET,-0.49436424757759445,0.49436424757759445,0.000988728495155189,25.361,0.1093525179856122,0.29064748201438784,0.1093525179856122,2.6578947368420827,0.000988728495155189,25.386075143365634,0.14543186095774646,3.982492803911497,3.732492803911497,3.4881285563339026,40.0,0.42302158273381346,-0.02589928057554054,0.3136690647482013,0.13525179856115274,REC_TARGET,True,True,True,5.0,False,True,10.0,True,True,35.0,True,True,40.0,True,,
CENTRAL,development,2.0,360,15,2023-02-13 23:25:00+00:00,2023-02-13 23:35:00+00:00,2023-02-13 23:50:00+00:00,2023-02-14 00:15:00+00:00,FAILED_RECLAIM,-0.4096977876319463,0.4096977876319463,0.0008193955752638926,20.759,0.016736401673640832,0.3832635983263592,0.016736401673640832,22.899999999999054,0.0008193955752638926,20.776009832746904,0.0404600177781097,-0.6021484657256493,-0.8521484657256493,-1.0118462533575956,25.0,0.1338912133891217,-0.1506276150627625,0.11715481171548085,0.16736401673640333,REC_FAIL,False,False,True,5.0,True,False,,False,False,,False,False,,False,0.016736401673640832,0.018131101813107595
CENTRAL,development,2.0,360,15,2023-02-17 17:05:00+00:00,2023-02-17 17:55:00+00:00,2023-02-17 18:10:00+00:00,2023-02-17 19:20:00+00:00,TARGET,0.0,-0.0,-0.0,22.986,0.0,0.4,0.0,inf,-0.0,22.986,0.0,4.794222570260187,4.544222570260187,4.794222570260187,70.0,0.4827586206896503,-0.0907441016333948,0.4827586206896503,0.0907441016333948,REC_TARGET,True,True,True,5.0,True,True,35.0,True,True,50.0,True,True,70.0,True,,
CENTRAL,development,2.0,360,15,2023-02-19 15:10:00+00:00,2023-02-19 15:25:00+00:00,2023-02-19 15:40:00+00:00,2023-02-19 15:45:00+00:00,TARGET,-0.6316475814011069,0.6316475814011069,0.0012632951628022138,24.806,0.25623800383877066,0.14376199616122937,0.25623800383877066,0.5610486891385825,0.0012632951628022138,24.83733729980847,0.28631218791599733,3.019430782875143,2.769430782875143,2.3877832014740363,5.0,0.4760076775431842,0.19769673704414512,0.21976967370441353,0.05854126679462554,REC_TARGET,True,True,True,5.0,False,True,5.0,False,True,5.0,True,True,5.0,True,,
CENTRAL,development,2.0,360,15,2023-03-19 15:00:00+00:00,2023-03-19 15:15:00+00:00,2023-03-19 15:30:00+00:00,2023-03-19 15:45:00+00:00,FAILED_RECLAIM,-0.2968714318337118,0.2968714318337118,0.0005937428636674236,21.924,0.04380664652567969,0.35619335347432035,0.04380664652567969,8.131034482758636,0.0005937428636674236,21.93701721854304,0.06347011864507708,-1.459587666484241,-1.709587666484241,-1.7564590983179529,15.0,0.18277945619335173,-0.0906344410876115,0.13897280966767203,0.13444108761329118,REC_FAIL,False,False,True,5.0,True,False,,False,False,,False,False,,False,0.05287009063444138,0.05287009063444138
CENTRAL,development,2.0,360,15,2023-04-06 15:25:00+00:00,2023-04-06 15:50:00+00:00,2023-04-06 16:15:00+00:00,2023-04-06 16:55:00+00:00,FAILED_RECLAIM,-0.38526366482066754,0.38526366482066754,0.0007705273296413351,20.77,0.011904761904759488,0.38809523809524055,0.011904761904759488,32.60000000000682,0.0007705273296413351,20.786003852636654,0.050009172944412095,-0.40924410207027195,-0.659244102070272,-0.7945077668909395,40.0,0.22619047619047256,-0.12857142857143292,0.21428571428571308,0.1404761904761924,REC_FAIL,False,False,True,15.0,True,True,20.0,True,False,,False,False,,False,0.03095238095238482,0.02857142857142954
CENTRAL,development,2.0,360,15,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,2023-04-25 18:20:00+00:00,2023-04-25 18:45:00+00:00,FAILED_RECLAIM,-1.1576808581014175,1.1576808581014175,0.002315361716202835,21.192,0.06636155606407286,0.3336384439359272,0.06636155606407286,5.0275862068965855,0.002315361716202835,21.241067145489772,0.17864335352350552,-1.1796904492261673,-1.4296904492261673,-2.337371307327585,25.0,0.25629290617848516,-0.052631578947367565,0.1899313501144123,0.11899313501144043,REC_FAIL,False,False,True,5.0,False,True,15.0,True,False,,False,False,,False,0.04576659038901492,0.04805491990846851
CENTRAL,development,2.0,360,15,2023-04-28 16:55:00+00:00,2023-04-28 17:20:00+00:00,2023-04-28 17:35:00+00:00,2023-04-28 17:40:00+00:00,TARGET,-1.77118866439252,1.77118866439252,0.00354237732878504,23.065,0.2779329608938566,0.12206703910614342,0.2779329608938566,0.43919597989948794,0.00354237732878504,23.14670493308843,0.39204599593356043,1.8946455668762407,1.6446455668762407,0.12345690248372065,5.0,0.6326815642458082,0.21648044692737556,0.35474860335195163,0.06145251396648105,REC_TARGET,True,True,True,5.0,False,True,5.0,False,True,5.0,False,True,5.0,True,,
