partition,failure_n,failure_d_p50,failure_d_p75,failure_d_p90,failure_d_p95,failure_d_max
external,5,0.3701338149577212,0.3801470328972876,0.5742209753210772,0.6389122894623402,0.7036036036036035
development,19,0.9842687656855993,1.1085903377137474,1.2542747252747308,1.4394356991805468,1.5537800687285224
reference_validation,4,0.8205225813278723,1.097164356883277,1.3313084908449135,1.409356535498792,1.487404580152671
august,0,,,,,
