partition,transition,date_utc,previous_session_high,previous_session_low,side,sweep_ts,bos_ts,bos_level,bos_level_ts,retest_ts,entry_ts,entry_px,sweep_extreme,stop_px,target_px,risk_pct,exit_reason,exit_ts,exit_px,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
external,ASIA_TO_LONDON,2021-07-22,32350.0,31760.0,LONG,2021-07-22 09:35:00+00:00,2021-07-22 12:55:00+00:00,32148.79,2021-07-22 09:25:00+00:00,2021-07-22 13:05:00+00:00,2021-07-22 13:10:00+00:00,32156.39,31700.0,31700.0,33069.17,0.014192824505487072,TIME_EXIT_SESSION_END,2021-07-22 13:30:00+00:00,32123.0,-0.0010383628261754208,-0.5191814130877104,-0.9191814130877104,20.0
external,LONDON_TO_NEWYORK,2021-07-23,32520.44,32200.0,SHORT,2021-07-23 14:05:00+00:00,2021-07-23 15:10:00+00:00,32390.64,2021-07-23 13:40:00+00:00,2021-07-23 15:20:00+00:00,2021-07-23 15:25:00+00:00,32368.97,32564.46,32564.46,31977.990000000005,0.006039426030547093,TP_2R,2021-07-23 16:20:00+00:00,31977.990000000005,0.012078852061094159,6.039426030547079,5.639426030547079,55.0
external,LONDON_TO_NEWYORK,2021-07-27,38465.0,36958.87,SHORT,2021-07-27 14:00:00+00:00,2021-07-27 14:10:00+00:00,38430.0,2021-07-27 13:50:00+00:00,2021-07-27 14:30:00+00:00,2021-07-27 14:35:00+00:00,38294.46,38523.71,38523.71,37835.96,0.005986505619872953,SL,2021-07-27 15:10:00+00:00,38523.71,-0.005986505619872906,-2.993252809936453,-3.393252809936453,35.0
external,LONDON_TO_NEWYORK,2021-07-28,40894.0,39350.0,LONG,2021-07-28 14:50:00+00:00,2021-07-28 16:45:00+00:00,39839.79,2021-07-28 14:10:00+00:00,2021-07-28 18:35:00+00:00,2021-07-28 18:40:00+00:00,39854.8,39306.04,39306.04,40952.32000000001,0.013768981402491092,TIME_EXIT_SESSION_END,2021-07-28 20:00:00+00:00,40375.3,0.013059907464094689,6.529953732047344,6.129953732047344,80.0
external,ASIA_TO_LONDON,2021-08-04,38554.27,37661.1,LONG,2021-08-04 08:40:00+00:00,2021-08-04 09:35:00+00:00,37778.02,2021-08-04 08:30:00+00:00,2021-08-04 09:40:00+00:00,2021-08-04 09:45:00+00:00,37833.47,37500.0,37500.0,38500.41,0.008814153182354173,TP_2R,2021-08-04 12:45:00+00:00,38500.41,0.017628306364708246,8.814153182354122,8.414153182354122,180.0
external,LONDON_TO_NEWYORK,2021-08-09,46080.0,43590.7,SHORT,2021-08-09 16:05:00+00:00,2021-08-09 16:10:00+00:00,45858.01,2021-08-09 15:45:00+00:00,2021-08-09 16:20:00+00:00,2021-08-09 16:25:00+00:00,45814.11,46200.0,46200.0,45042.33,0.008422950920578822,SL,2021-08-09 18:35:00+00:00,46200.0,-0.008422950920578876,-4.211475460289438,-4.611475460289438,130.0
external,ASIA_TO_LONDON,2021-08-10,46800.0,45318.0,LONG,2021-08-10 11:40:00+00:00,2021-08-10 12:15:00+00:00,45620.0,2021-08-10 11:25:00+00:00,2021-08-10 12:20:00+00:00,2021-08-10 12:25:00+00:00,45667.5,45201.0,45201.0,46600.5,0.01021514205945147,TIME_EXIT_SESSION_END,2021-08-10 13:30:00+00:00,45910.01,0.005310341052170653,2.6551705260853264,2.2551705260853265,65.0
external,LONDON_TO_NEWYORK,2021-08-10,46201.0,45201.0,LONG,2021-08-10 18:00:00+00:00,2021-08-10 18:15:00+00:00,45087.8,2021-08-10 17:45:00+00:00,2021-08-10 18:20:00+00:00,2021-08-10 18:25:00+00:00,45192.53,45035.86,45035.86,45505.869999999995,0.003466723372203288,TP_2R,2021-08-10 19:20:00+00:00,45505.869999999995,0.006933446744406657,3.4667233722033286,3.0667233722033287,55.0
external,LONDON_TO_NEWYORK,2021-08-11,46643.13,45825.0,SHORT,2021-08-11 14:45:00+00:00,2021-08-11 18:15:00+00:00,46323.6,2021-08-11 14:30:00+00:00,2021-08-11 18:20:00+00:00,2021-08-11 18:25:00+00:00,46303.84,46754.27,46754.27,45402.979999999996,0.009727702929173916,TIME_EXIT_SESSION_END,2021-08-11 20:00:00+00:00,46448.43,-0.003122635185332401,-1.5613175926662004,-1.9613175926662003,95.0
external,LONDON_TO_NEWYORK,2021-08-12,45680.0,44300.0,LONG,2021-08-12 15:30:00+00:00,2021-08-12 18:50:00+00:00,44350.0,2021-08-12 15:05:00+00:00,2021-08-12 19:05:00+00:00,2021-08-12 19:10:00+00:00,44362.24,43800.0,43800.0,45486.719999999994,0.012673841537307358,TIME_EXIT_SESSION_END,2021-08-12 20:00:00+00:00,44370.27,0.0001810097957182233,0.09050489785911164,-0.3094951021408884,50.0
external,ASIA_TO_LONDON,2021-08-13,46349.46,44208.88,SHORT,2021-08-13 09:50:00+00:00,2021-08-13 11:40:00+00:00,46200.0,2021-08-13 09:30:00+00:00,2021-08-13 11:55:00+00:00,2021-08-13 12:00:00+00:00,46154.14,46550.0,46550.0,45362.42,0.008576912060326562,SL,2021-08-13 12:35:00+00:00,46550.0,-0.008576912060326514,-4.288456030163257,-4.688456030163257,35.0
external,ASIA_TO_LONDON,2021-08-17,46645.0,45240.0,SHORT,2021-08-17 10:55:00+00:00,2021-08-17 12:35:00+00:00,46760.75,2021-08-17 10:35:00+00:00,2021-08-17 12:45:00+00:00,2021-08-17 12:50:00+00:00,46754.56,47194.0,47194.0,45875.67999999999,0.009398869329537105,TIME_EXIT_SESSION_END,2021-08-17 13:30:00+00:00,46536.53,0.004663288457853021,2.3316442289265105,1.9316442289265106,40.0
external,LONDON_TO_NEWYORK,2021-08-17,47194.0,45884.79,LONG,2021-08-17 15:00:00+00:00,2021-08-17 18:05:00+00:00,46125.0,2021-08-17 14:50:00+00:00,2021-08-17 18:10:00+00:00,2021-08-17 18:15:00+00:00,46149.97,45552.01,45552.01,47345.89,0.012956888162657509,SL,2021-08-17 19:10:00+00:00,45552.01,-0.012956888162657498,-6.47844408132875,-6.87844408132875,55.0
external,ASIA_TO_LONDON,2021-08-18,45500.0,44227.32,SHORT,2021-08-18 10:00:00+00:00,2021-08-18 10:55:00+00:00,45280.48,2021-08-18 09:25:00+00:00,2021-08-18 11:10:00+00:00,2021-08-18 11:15:00+00:00,45204.0,45570.0,45570.0,44472.0,0.008096628616936554,TIME_EXIT_SESSION_END,2021-08-18 13:30:00+00:00,45323.41,-0.0026415803911159497,-1.3207901955579748,-1.7207901955579747,135.0
external,ASIA_TO_LONDON,2021-08-23,50476.0,49100.0,SHORT,2021-08-23 10:15:00+00:00,2021-08-23 10:30:00+00:00,50301.12,2021-08-23 09:55:00+00:00,2021-08-23 11:05:00+00:00,2021-08-23 11:10:00+00:00,50220.54,50600.0,50600.0,49461.62,0.007555872557324137,TIME_EXIT_SESSION_END,2021-08-23 13:30:00+00:00,50226.84,-0.00012544667978464652,-0.06272333989232326,-0.4627233398923233,140.0
external,ASIA_TO_LONDON,2021-08-25,48636.74,47700.0,LONG,2021-08-25 12:15:00+00:00,2021-08-25 12:25:00+00:00,47675.0,2021-08-25 11:45:00+00:00,2021-08-25 12:35:00+00:00,2021-08-25 12:40:00+00:00,47675.6,47631.85,47631.85,47763.1,0.0009176601867622012,TP_2R,2021-08-25 12:50:00+00:00,47763.1,0.0018353203735244072,0.9176601867622036,0.5176601867622036,10.0
external,ASIA_TO_LONDON,2021-08-26,49380.0,46600.0,LONG,2021-08-26 12:00:00+00:00,2021-08-26 12:15:00+00:00,47078.05,2021-08-26 11:40:00+00:00,2021-08-26 12:40:00+00:00,2021-08-26 12:45:00+00:00,47174.65,46280.0,46280.0,48963.950000000004,0.018964634607781965,TIME_EXIT_SESSION_END,2021-08-26 13:30:00+00:00,47113.0,-0.0013068459437430846,-0.6534229718715423,-1.0534229718715422,45.0
external,ASIA_TO_LONDON,2021-08-27,47688.88,46359.97,SHORT,2021-08-27 11:45:00+00:00,2021-08-27 12:25:00+00:00,47407.72,2021-08-27 11:15:00+00:00,2021-08-27 12:55:00+00:00,2021-08-27 13:00:00+00:00,47357.85,47757.99,47757.99,46557.57,0.00844928559890281,TIME_EXIT_SESSION_END,2021-08-27 13:30:00+00:00,47149.6,0.004397370235346365,2.1986851176731825,1.7986851176731826,30.0
external,ASIA_TO_LONDON,2021-08-31,47920.83,46731.03,SHORT,2021-08-31 08:30:00+00:00,2021-08-31 09:10:00+00:00,47670.0,2021-08-31 08:05:00+00:00,2021-08-31 10:45:00+00:00,2021-08-31 10:50:00+00:00,47656.89,48011.99,48011.99,46946.69,0.007451178622860169,SL,2021-08-31 11:40:00+00:00,48011.99,-0.007451178622860155,-3.7255893114300775,-4.125589311430078,50.0
external,LONDON_TO_NEWYORK,2021-08-31,48188.0,47165.3,LONG,2021-08-31 18:00:00+00:00,2021-08-31 18:35:00+00:00,47282.42,2021-08-31 17:45:00+00:00,2021-08-31 18:45:00+00:00,2021-08-31 18:50:00+00:00,47300.0,47076.92,47076.92,47746.16,0.0047162790697674786,TIME_EXIT_SESSION_END,2021-08-31 20:00:00+00:00,47343.83,0.0009266384778012782,0.4633192389006391,0.06331923890063906,70.0
external,LONDON_TO_NEWYORK,2021-09-03,51000.0,49306.44,SHORT,2021-09-03 14:35:00+00:00,2021-09-03 15:35:00+00:00,50647.97,2021-09-03 14:05:00+00:00,2021-09-03 15:40:00+00:00,2021-09-03 15:45:00+00:00,50629.69,51018.95,51018.95,49851.17000000001,0.007688374153584482,TIME_EXIT_SESSION_END,2021-09-03 20:00:00+00:00,50575.7,0.0010663703451473383,0.5331851725736692,0.13318517257366913,255.0
external,ASIA_TO_LONDON,2021-09-09,46386.25,45500.0,SHORT,2021-09-09 08:40:00+00:00,2021-09-09 08:50:00+00:00,46365.0,2021-09-09 08:30:00+00:00,2021-09-09 09:05:00+00:00,2021-09-09 09:10:00+00:00,46343.07,46415.48,46415.48,46198.24999999999,0.0015624774103226975,TP_2R,2021-09-09 09:50:00+00:00,46198.24999999999,0.0031249548206453426,1.5624774103226713,1.1624774103226714,40.0
external,ASIA_TO_LONDON,2021-09-10,47037.5,45893.6,LONG,2021-09-10 09:15:00+00:00,2021-09-10 09:25:00+00:00,46150.91,2021-09-10 09:00:00+00:00,2021-09-10 09:30:00+00:00,2021-09-10 09:35:00+00:00,46252.63,45751.0,45751.0,47255.88999999999,0.010845437329725843,SL,2021-09-10 13:15:00+00:00,45751.0,-0.010845437329725871,-5.422718664862936,-5.822718664862936,220.0
external,LONDON_TO_NEWYORK,2021-09-10,46538.5,45622.0,LONG,2021-09-10 17:25:00+00:00,2021-09-10 17:55:00+00:00,45576.25,2021-09-10 17:00:00+00:00,2021-09-10 19:35:00+00:00,2021-09-10 19:40:00+00:00,45628.82,45541.61,45541.61,45803.24,0.0019112920299056413,TIME_EXIT_SESSION_END,2021-09-10 20:00:00+00:00,45669.99,0.0009022806200116307,0.45114031000581534,0.051140310005815315,20.0
external,ASIA_TO_LONDON,2021-09-13,46319.82,44200.0,LONG,2021-09-13 11:15:00+00:00,2021-09-13 12:05:00+00:00,44700.0,2021-09-13 10:55:00+00:00,2021-09-13 12:25:00+00:00,2021-09-13 12:30:00+00:00,44752.8,44180.0,44180.0,45898.40000000001,0.012799199156253974,TIME_EXIT_SESSION_END,2021-09-13 13:30:00+00:00,44725.0,-0.0006211901825138311,-0.31059509125691553,-0.7105950912569156,60.0
external,LONDON_TO_NEWYORK,2021-09-13,45037.33,44180.0,LONG,2021-09-13 15:20:00+00:00,2021-09-13 15:30:00+00:00,44200.76,2021-09-13 15:05:00+00:00,2021-09-13 16:10:00+00:00,2021-09-13 16:15:00+00:00,44240.72,44125.0,44125.0,44472.16,0.002615689798900225,TP_2R,2021-09-13 17:00:00+00:00,44472.16,0.005231379597800512,2.615689798900256,2.215689798900256,45.0
external,ASIA_TO_LONDON,2021-09-14,45915.59,44692.9,SHORT,2021-09-14 09:05:00+00:00,2021-09-14 10:20:00+00:00,45929.5,2021-09-14 08:55:00+00:00,2021-09-14 10:35:00+00:00,2021-09-14 10:40:00+00:00,45923.19,46100.0,46100.0,45569.57000000001,0.0038501245231439205,SL,2021-09-14 11:30:00+00:00,46100.0,-0.0038501245231439274,-1.9250622615719637,-2.3250622615719636,50.0
external,LONDON_TO_NEWYORK,2021-09-14,46694.06,45687.88,SHORT,2021-09-14 15:35:00+00:00,2021-09-14 16:15:00+00:00,46740.0,2021-09-14 15:25:00+00:00,2021-09-14 16:35:00+00:00,2021-09-14 16:40:00+00:00,46690.86,46890.68,46890.68,46291.22,0.004279638456006159,TIME_EXIT_SESSION_END,2021-09-14 20:00:00+00:00,46467.4,0.00478594739955529,2.392973699777645,1.9929736997776453,200.0
external,ASIA_TO_LONDON,2021-09-15,47478.76,46675.0,SHORT,2021-09-15 11:30:00+00:00,2021-09-15 12:50:00+00:00,47411.0,2021-09-15 11:20:00+00:00,2021-09-15 13:00:00+00:00,2021-09-15 13:05:00+00:00,47368.37,47638.0,47638.0,46829.11000000001,0.005692195023810137,SL,2021-09-15 13:25:00+00:00,47638.0,-0.0056921950238102426,-2.8460975119051213,-3.246097511905121,20.0
external,LONDON_TO_NEWYORK,2021-09-16,48327.46,47630.0,LONG,2021-09-16 14:40:00+00:00,2021-09-16 15:20:00+00:00,47633.33,2021-09-16 14:30:00+00:00,2021-09-16 17:35:00+00:00,2021-09-16 17:40:00+00:00,47712.96,47430.0,47430.0,48278.88,0.005930464175771093,SL,2021-09-16 17:55:00+00:00,47430.0,-0.005930464175771144,-2.965232087885572,-3.365232087885572,15.0
external,LONDON_TO_NEWYORK,2021-09-17,47988.0,47123.96,LONG,2021-09-17 19:10:00+00:00,2021-09-17 19:25:00+00:00,47231.85,2021-09-17 19:00:00+00:00,2021-09-17 19:30:00+00:00,2021-09-17 19:35:00+00:00,47261.6,47089.78,47089.78,47605.24,0.003635509589180216,TIME_EXIT_SESSION_END,2021-09-17 20:00:00+00:00,47499.0,0.00502310543866491,2.511552719332455,2.111552719332455,25.0
external,ASIA_TO_LONDON,2021-09-21,43330.0,40129.23,SHORT,2021-09-21 08:50:00+00:00,2021-09-21 13:05:00+00:00,43026.16,2021-09-21 08:25:00+00:00,2021-09-21 13:10:00+00:00,2021-09-21 13:15:00+00:00,42938.23,43629.6,43629.6,41555.49000000001,0.016101502087999327,TIME_EXIT_SESSION_END,2021-09-21 13:30:00+00:00,43093.12,-0.003607274915617076,-1.803637457808538,-2.203637457808538,15.0
external,ASIA_TO_LONDON,2021-09-28,42749.0,41629.01,LONG,2021-09-28 08:30:00+00:00,2021-09-28 13:05:00+00:00,42066.59,2021-09-28 08:15:00+00:00,2021-09-28 13:20:00+00:00,2021-09-28 13:25:00+00:00,42187.98,41600.0,41600.0,43363.94000000001,0.013937145129963633,TIME_EXIT_SESSION_END,2021-09-28 13:30:00+00:00,42365.65,0.004211389120787334,2.105694560393667,1.7056945603936673,5.0
external,LONDON_TO_NEWYORK,2021-09-28,42566.85,41505.01,LONG,2021-09-28 14:45:00+00:00,2021-09-28 15:30:00+00:00,41598.33,2021-09-28 14:30:00+00:00,2021-09-28 15:35:00+00:00,2021-09-28 15:40:00+00:00,41618.6,41292.28,41292.28,42271.24,0.007840725060429704,SL,2021-09-28 16:45:00+00:00,41292.28,-0.007840725060429654,-3.920362530214827,-4.320362530214827,65.0
external,LONDON_TO_NEWYORK,2021-10-04,47941.5,47349.34,LONG,2021-10-04 14:55:00+00:00,2021-10-04 16:15:00+00:00,48500.0,2021-10-04 14:00:00+00:00,2021-10-04 16:20:00+00:00,2021-10-04 16:25:00+00:00,48543.82,46885.29,46885.29,51860.88,0.03416562602613472,TIME_EXIT_SESSION_END,2021-10-04 20:00:00+00:00,49368.39,0.01698609627342873,8.493048136714364,8.093048136714364,215.0
external,ASIA_TO_LONDON,2021-10-06,51839.99,50905.0,LONG,2021-10-06 08:25:00+00:00,2021-10-06 11:05:00+00:00,51351.0,2021-10-06 08:15:00+00:00,2021-10-06 11:10:00+00:00,2021-10-06 11:15:00+00:00,51401.44,50410.0,50410.0,53384.32000000001,0.019288175584186013,TP_2R,2021-10-06 13:10:00+00:00,53384.32000000001,0.0385763511683721,19.28817558418605,18.88817558418605,115.0
external,ASIA_TO_LONDON,2021-10-07,55337.8,54145.42,LONG,2021-10-07 11:10:00+00:00,2021-10-07 11:30:00+00:00,54198.98,2021-10-07 10:50:00+00:00,2021-10-07 11:35:00+00:00,2021-10-07 11:40:00+00:00,54295.5,53955.0,53955.0,54976.5,0.006271237947896234,SL,2021-10-07 12:25:00+00:00,53955.0,-0.006271237947896191,-3.1356189739480955,-3.5356189739480954,45.0
external,LONDON_TO_NEWYORK,2021-10-07,54826.87,53666.0,LONG,2021-10-07 16:10:00+00:00,2021-10-07 16:25:00+00:00,53994.25,2021-10-07 16:00:00+00:00,2021-10-07 16:30:00+00:00,2021-10-07 16:35:00+00:00,53995.14,53455.3,53455.3,55074.81999999999,0.009997936851353594,TIME_EXIT_SESSION_END,2021-10-07 20:00:00+00:00,54019.5,0.0004511517147653965,0.22557585738269825,-0.17442414261730177,205.0
external,ASIA_TO_LONDON,2021-10-08,55046.88,53647.3,SHORT,2021-10-08 12:40:00+00:00,2021-10-08 12:45:00+00:00,54795.02,2021-10-08 12:30:00+00:00,2021-10-08 12:50:00+00:00,2021-10-08 12:55:00+00:00,54731.59,55096.68,55096.68,54001.40999999999,0.006670553513976185,TIME_EXIT_SESSION_END,2021-10-08 13:30:00+00:00,54893.88,-0.0029651979779867776,-1.4825989889933888,-1.8825989889933887,35.0
external,LONDON_TO_NEWYORK,2021-10-08,56208.73,54525.0,LONG,2021-10-08 14:30:00+00:00,2021-10-08 15:05:00+00:00,54480.0,2021-10-08 14:20:00+00:00,2021-10-08 18:05:00+00:00,2021-10-08 18:10:00+00:00,54488.64,54380.0,54380.0,54705.92,0.001993810085918816,TP_2R,2021-10-08 19:05:00+00:00,54705.92,0.003987620171837625,1.9938100859188124,1.5938100859188125,55.0
external,ASIA_TO_LONDON,2021-10-13,56624.1,54569.16,LONG,2021-10-13 09:00:00+00:00,2021-10-13 10:30:00+00:00,55054.29,2021-10-13 08:45:00+00:00,2021-10-13 11:35:00+00:00,2021-10-13 11:40:00+00:00,55207.12,54271.24,54271.24,57078.88000000001,0.016952161242970193,TIME_EXIT_SESSION_END,2021-10-13 13:30:00+00:00,55084.93,-0.0022133014727085953,-1.1066507363542977,-1.5066507363542976,110.0
external,LONDON_TO_NEWYORK,2021-10-14,58199.2,57224.7,LONG,2021-10-14 15:00:00+00:00,2021-10-14 15:20:00+00:00,57665.91,2021-10-14 14:25:00+00:00,2021-10-14 18:40:00+00:00,2021-10-14 18:45:00+00:00,57696.64,56980.31,56980.31,59129.3,0.012415454348814796,SL,2021-10-14 19:15:00+00:00,56980.31,-0.012415454348814747,-6.207727174407374,-6.6077271744073744,30.0
external,LONDON_TO_NEWYORK,2021-10-19,62784.0,61800.0,SHORT,2021-10-19 13:55:00+00:00,2021-10-19 14:20:00+00:00,62282.39,2021-10-19 13:40:00+00:00,2021-10-19 14:25:00+00:00,2021-10-19 14:30:00+00:00,61772.93,62928.0,62928.0,59462.79,0.018698643564422145,SL,2021-10-19 16:40:00+00:00,62928.0,-0.01869864356442208,-9.349321782211039,-9.74932178221104,130.0
external,ASIA_TO_LONDON,2021-10-21,66109.3,64200.0,SHORT,2021-10-21 10:10:00+00:00,2021-10-21 10:45:00+00:00,66044.72,2021-10-21 10:00:00+00:00,2021-10-21 11:30:00+00:00,2021-10-21 11:35:00+00:00,64279.68,66286.25,66286.25,60266.54,0.03121624127562551,TIME_EXIT_SESSION_END,2021-10-21 13:30:00+00:00,65424.61,-0.01781169414657935,-8.905847073289674,-9.305847073289675,115.0
external,ASIA_TO_LONDON,2021-10-22,63481.02,62181.91,SHORT,2021-10-22 09:25:00+00:00,2021-10-22 09:30:00+00:00,63481.07,2021-10-22 09:15:00+00:00,2021-10-22 11:15:00+00:00,2021-10-22 11:20:00+00:00,63460.0,63672.22,63672.22,63035.56,0.0033441537976678405,SL,2021-10-22 12:45:00+00:00,63672.22,-0.003344153797667948,-1.672076898833974,-2.072076898833974,85.0
external,ASIA_TO_LONDON,2021-10-25,62952.88,60701.0,SHORT,2021-10-25 08:30:00+00:00,2021-10-25 08:45:00+00:00,62806.24,2021-10-25 08:15:00+00:00,2021-10-25 09:25:00+00:00,2021-10-25 09:30:00+00:00,62744.9,63008.57,63008.57,62217.560000000005,0.004202253888363807,SL,2021-10-25 11:20:00+00:00,63008.57,-0.004202253888363705,-2.1011269441818525,-2.5011269441818524,110.0
external,LONDON_TO_NEWYORK,2021-10-25,63293.61,62551.01,SHORT,2021-10-25 14:50:00+00:00,2021-10-25 17:30:00+00:00,63023.07,2021-10-25 14:30:00+00:00,2021-10-25 18:00:00+00:00,2021-10-25 18:05:00+00:00,62953.04,63795.98,63795.98,61267.159999999996,0.013389980849217168,TIME_EXIT_SESSION_END,2021-10-25 20:00:00+00:00,62749.99,0.003225420090912201,1.6127100454561005,1.2127100454561006,115.0
external,LONDON_TO_NEWYORK,2021-10-26,63194.0,62350.0,LONG,2021-10-26 15:40:00+00:00,2021-10-26 16:10:00+00:00,62325.19,2021-10-26 15:15:00+00:00,2021-10-26 16:15:00+00:00,2021-10-26 16:20:00+00:00,62326.97,61950.0,61950.0,63080.91,0.0060482644993010435,TIME_EXIT_SESSION_END,2021-10-26 20:00:00+00:00,62085.47,-0.0038747271044942133,-1.9373635522471067,-2.3373635522471066,220.0
external,LONDON_TO_NEWYORK,2021-10-28,61544.9,59026.8,SHORT,2021-10-28 14:00:00+00:00,2021-10-28 15:40:00+00:00,61361.01,2021-10-28 13:50:00+00:00,2021-10-28 16:20:00+00:00,2021-10-28 16:25:00+00:00,61344.69,61691.32,61691.32,60651.43000000001,0.005650529817658177,TP_2R,2021-10-28 18:35:00+00:00,60651.43000000001,0.011301059635316357,5.650529817658178,5.250529817658178,130.0
external,ASIA_TO_LONDON,2021-11-01,62440.0,59400.0,SHORT,2021-11-01 11:00:00+00:00,2021-11-01 11:55:00+00:00,62052.72,2021-11-01 10:45:00+00:00,2021-11-01 12:00:00+00:00,2021-11-01 12:05:00+00:00,62051.29,62543.58,62543.58,61066.71,0.007933598157266365,TIME_EXIT_SESSION_END,2021-11-01 13:30:00+00:00,61955.04,0.0015511361649370725,0.7755680824685363,0.37556808246853624,85.0
external,LONDON_TO_NEWYORK,2021-11-02,63692.17,61417.81,SHORT,2021-11-02 17:20:00+00:00,2021-11-02 17:30:00+00:00,63632.5,2021-11-02 17:00:00+00:00,2021-11-02 17:40:00+00:00,2021-11-02 17:45:00+00:00,63572.91,63800.0,63800.0,63118.73000000001,0.0035721190047772943,TIME_EXIT_SESSION_END,2021-11-02 20:00:00+00:00,63638.59,-0.0010331444635771625,-0.5165722317885812,-0.9165722317885813,135.0
external,LONDON_TO_NEWYORK,2021-11-03,63475.81,62274.79,LONG,2021-11-03 16:00:00+00:00,2021-11-03 16:40:00+00:00,62092.32,2021-11-03 15:40:00+00:00,2021-11-03 16:55:00+00:00,2021-11-03 17:00:00+00:00,62188.29,62163.4,62163.4,62238.07,0.000400236121623531,SL_SAME_5M_CONSERVATIVE,2021-11-03 17:00:00+00:00,62163.4,-0.00040023612162354283,-0.20011806081177141,-0.6001180608117714,0.0
external,ASIA_TO_LONDON,2021-11-04,63149.0,61850.1,LONG,2021-11-04 10:00:00+00:00,2021-11-04 10:50:00+00:00,61891.89,2021-11-04 09:50:00+00:00,2021-11-04 11:15:00+00:00,2021-11-04 11:20:00+00:00,61896.36,61667.0,61667.0,62355.08,0.0037055490823693117,SL,2021-11-04 11:30:00+00:00,61667.0,-0.0037055490823693082,-1.8527745411846541,-2.252774541184654,10.0
external,LONDON_TO_NEWYORK,2021-11-04,62376.51,61300.0,LONG,2021-11-04 16:10:00+00:00,2021-11-04 18:15:00+00:00,61247.8,2021-11-04 16:00:00+00:00,2021-11-04 18:25:00+00:00,2021-11-04 18:30:00+00:00,61351.6,60745.22,60745.22,62564.35999999999,0.009883686815013747,SL,2021-11-04 19:00:00+00:00,60745.22,-0.009883686815013726,-4.9418434075068625,-5.341843407506863,30.0
external,LONDON_TO_NEWYORK,2021-11-05,62309.34,61200.0,LONG,2021-11-05 18:25:00+00:00,2021-11-05 19:10:00+00:00,61155.39,2021-11-05 18:05:00+00:00,2021-11-05 19:20:00+00:00,2021-11-05 19:25:00+00:00,61217.51,61101.6,61101.6,61449.33000000001,0.0018934125220056073,SL,2021-11-05 19:30:00+00:00,61101.6,-0.0018934125220055886,-0.9467062610027943,-1.3467062610027942,5.0
external,ASIA_TO_LONDON,2021-11-11,65411.0,64147.12,SHORT,2021-11-11 09:40:00+00:00,2021-11-11 11:40:00+00:00,65034.71,2021-11-11 09:15:00+00:00,2021-11-11 12:05:00+00:00,2021-11-11 12:10:00+00:00,64963.67,65529.68,65529.68,63831.649999999994,0.008712715891820799,TIME_EXIT_SESSION_END,2021-11-11 13:30:00+00:00,64997.16,-0.0005155189046432973,-0.25775945232164865,-0.6577594523216487,80.0
external,LONDON_TO_NEWYORK,2021-11-11,65646.98,64615.0,LONG,2021-11-11 14:15:00+00:00,2021-11-11 14:35:00+00:00,65104.77,2021-11-11 13:50:00+00:00,2021-11-11 15:05:00+00:00,2021-11-11 15:10:00+00:00,65254.79,64500.58,64500.58,66763.20999999999,0.011557925479493523,TIME_EXIT_SESSION_END,2021-11-11 20:00:00+00:00,65162.83,-0.0014092452063672045,-0.7046226031836023,-1.1046226031836022,290.0
external,LONDON_TO_NEWYORK,2021-11-12,65000.0,63221.66,LONG,2021-11-12 15:20:00+00:00,2021-11-12 18:20:00+00:00,63811.8,2021-11-12 14:45:00+00:00,2021-11-12 18:50:00+00:00,2021-11-12 18:55:00+00:00,63903.6,62313.0,62313.0,67084.79999999999,0.02489061649108968,TIME_EXIT_SESSION_END,2021-11-12 20:00:00+00:00,63892.78,-0.0001693175345364173,-0.08465876726820865,-0.48465876726820867,65.0
external,ASIA_TO_LONDON,2021-11-15,66255.53,65550.0,SHORT,2021-11-15 09:15:00+00:00,2021-11-15 12:55:00+00:00,65730.73,2021-11-15 09:00:00+00:00,2021-11-15 13:15:00+00:00,2021-11-15 13:20:00+00:00,65688.8,66395.05,66395.05,64276.3,0.01075145230237118,TIME_EXIT_SESSION_END,2021-11-15 13:30:00+00:00,65599.77,0.0013553299801487562,0.6776649900743781,0.27766499007437806,10.0
external,ASIA_TO_LONDON,2021-11-16,63655.77,60283.72,LONG,2021-11-16 11:25:00+00:00,2021-11-16 11:45:00+00:00,60424.07,2021-11-16 11:15:00+00:00,2021-11-16 12:00:00+00:00,2021-11-16 12:05:00+00:00,60485.09,60236.99,60236.99,60981.28999999999,0.004101837328835892,SL,2021-11-16 12:50:00+00:00,60236.99,-0.0041018373288358445,-2.0509186644179223,-2.450918664417922,45.0
external,LONDON_TO_NEWYORK,2021-11-16,61320.58,58397.14,SHORT,2021-11-16 14:45:00+00:00,2021-11-16 16:20:00+00:00,60650.0,2021-11-16 14:30:00+00:00,2021-11-16 16:30:00+00:00,2021-11-16 16:35:00+00:00,60596.92,61423.7,61423.7,58943.36,0.013643927777187337,TIME_EXIT_SESSION_END,2021-11-16 20:00:00+00:00,60243.54,0.005831649529381977,2.9158247646909885,2.5158247646909886,205.0
external,ASIA_TO_LONDON,2021-11-17,60470.1,58571.42,SHORT,2021-11-17 11:35:00+00:00,2021-11-17 13:05:00+00:00,60408.69,2021-11-17 11:15:00+00:00,2021-11-17 13:15:00+00:00,2021-11-17 13:20:00+00:00,60322.85,60848.85,60848.85,59270.85,0.008719747160487278,TIME_EXIT_SESSION_END,2021-11-17 13:30:00+00:00,60315.16,0.00012748071419033113,0.06374035709516557,-0.33625964290483445,10.0
