n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,execution_utc,entry,target,stop,positive
69,45,0.6521739130434783,1.0003786170618185,0.0004947851262708336,0.034140173712687516,2,development,LONG,300,300,360,0.85,0.1,0.2,0.0,40,4,25,LONG|E0300|R300|X360|F0.85|T0.10|S0.20,05:00,F85,E10,F20,False
40,28,0.7,3.656056450677936,1.8990833566592151,75.9633342663686,3,external,LONG,300,300,360,0.85,0.1,0.2,0.0,28,2,10,LONG|E0300|R300|X360|F0.85|T0.10|S0.20,05:00,F85,E10,F20,True
31,21,0.6774193548387096,0.7187420402762796,-0.45195921761063135,-14.010735745929571,2,reference_validation,LONG,300,300,360,0.85,0.1,0.2,0.0,17,4,10,LONG|E0300|R300|X360|F0.85|T0.10|S0.20,05:00,F85,E10,F20,False
102,77,0.7549019607843137,1.2374605188352865,0.2523685815746034,25.741595320609548,4,development,LONG,540,300,360,0.85,0.1,0.2,0.0,75,16,11,LONG|E0540|R300|X360|F0.85|T0.10|S0.20,09:00,F85,E10,F20,True
66,48,0.7272727272727273,1.0620592490472114,0.14507933076272359,9.575235830339757,3,external,LONG,540,300,360,0.85,0.1,0.2,0.0,48,11,7,LONG|E0540|R300|X360|F0.85|T0.10|S0.20,09:00,F85,E10,F20,True
37,33,0.8918918918918919,3.4504587306076075,1.2226005993270097,45.23622217509936,1,reference_validation,LONG,540,300,360,0.85,0.1,0.2,0.0,32,2,3,LONG|E0540|R300|X360|F0.85|T0.10|S0.20,09:00,F85,E10,F20,True
114,88,0.7719298245614035,1.3999576667721678,0.4086633790515118,46.58762521187234,3,development,LONG,600,300,360,0.85,0.1,0.2,0.0,86,17,11,LONG|E0600|R300|X360|F0.85|T0.10|S0.20,10:00,F85,E10,F20,True
48,39,0.8125,1.351593932631547,0.5729603552541556,27.502097052199467,4,external,LONG,600,300,360,0.85,0.1,0.2,0.0,38,5,5,LONG|E0600|R300|X360|F0.85|T0.10|S0.20,10:00,F85,E10,F20,True
47,35,0.7446808510638298,1.1010945513604042,0.151780659925043,7.133691016477021,3,reference_validation,LONG,600,300,360,0.85,0.1,0.2,0.0,35,8,4,LONG|E0600|R300|X360|F0.85|T0.10|S0.20,10:00,F85,E10,F20,True
62,41,0.6612903225806451,0.8541345568718121,-0.29155164410275186,-18.076201934370616,4,development,LONG,960,300,360,0.85,0.1,0.2,0.0,41,7,14,LONG|E0960|R300|X360|F0.85|T0.10|S0.20,16:00,F85,E10,F20,False
64,44,0.6875,1.6519547702272133,0.974541454467003,62.37065308588819,5,external,LONG,960,300,360,0.85,0.1,0.2,0.0,40,3,21,LONG|E0960|R300|X360|F0.85|T0.10|S0.20,16:00,F85,E10,F20,True
35,21,0.6,1.025099399824506,0.049879482277052176,1.745781879696826,5,reference_validation,LONG,960,300,360,0.85,0.1,0.2,0.0,19,3,13,LONG|E0960|R300|X360|F0.85|T0.10|S0.20,16:00,F85,E10,F20,True
69,45,0.6521739130434783,1.0003786170618185,0.0004947851262708336,0.034140173712687516,2,development,LONG,300,300,360,0.85,0.1,0.15,0.0,40,4,25,LONG|E0300|R300|X360|F0.85|T0.10|S0.15,05:00,F85,E10,F15,False
40,28,0.7,3.656056450677936,1.8990833566592151,75.9633342663686,3,external,LONG,300,300,360,0.85,0.1,0.15,0.0,28,2,10,LONG|E0300|R300|X360|F0.85|T0.10|S0.15,05:00,F85,E10,F15,True
31,21,0.6774193548387096,0.7158434614342579,-0.4584659280684111,-14.212443770120743,2,reference_validation,LONG,300,300,360,0.85,0.1,0.15,0.0,17,4,10,LONG|E0300|R300|X360|F0.85|T0.10|S0.15,05:00,F85,E10,F15,False
102,77,0.7549019607843137,1.2478833183343037,0.26124533750018836,26.64702442501921,4,development,LONG,540,300,360,0.85,0.1,0.15,0.0,75,15,12,LONG|E0540|R300|X360|F0.85|T0.10|S0.15,09:00,F85,E10,F15,True
66,48,0.7272727272727273,1.1941029814290165,0.40358795507173684,26.636805034734632,3,external,LONG,540,300,360,0.85,0.1,0.15,0.0,48,10,8,LONG|E0540|R300|X360|F0.85|T0.10|S0.15,09:00,F85,E10,F15,True
37,33,0.8918918918918919,3.3283669780137792,1.2042988612796641,44.559057867347576,1,reference_validation,LONG,540,300,360,0.85,0.1,0.15,0.0,32,2,3,LONG|E0540|R300|X360|F0.85|T0.10|S0.15,09:00,F85,E10,F15,True
