signal_n,filled_n,fill_rate,positive_n,positive_filled_n,positive_capture_rate,negative_n,negative_filled_n,negative_fill_rate,filled_event_rate,detector_baseline_rate,median_time_to_fill_min,median_positive_adverse_excursion,buy_side_positive_n,buy_side_positive_filled_n,buy_side_positive_capture,sell_side_positive_n,sell_side_positive_filled_n,sell_side_positive_capture,score3_signal_n,score3_positive_n,score3_positive_filled_n,score3_positive_capture,score3_filled_event_rate,score4_signal_n,score4_positive_n,score4_positive_filled_n,score4_positive_capture,score4_filled_event_rate,score4_positive_median_improvement,score4_positive_filled_n_for_improvement
288,218,0.7569444444444444,153,130,0.8496732026143791,135,88,0.6518518518518519,0.5963302752293578,0.53125,20.0,0.45827286111378285,82,66,0.8048780487804879,71,64,0.9014084507042254,245,127,113,0.889763779527559,0.6141304347826086,43,26,17,0.6538461538461539,0.5,0.22000000000000094,17
