cohort,eligible,h2,non_h2,h2_rate,wilson_lo,wilson_hi,winner_capture,median_leave_entry_min,median_entry_h2_min,median_entry_depth_R,median_mae_R,p75_mae_R
RAW_F95_EXTERNAL,18,15,3,0.8333333333333334,0.6077796189608428,0.9416342319413856,0.3333333333333333,37.5,5.0,0.03912948381452343,0.0,0.14910661578242823
CLEAN_F95_EXTERNAL,10,8,2,0.8,0.49016247153664183,0.9433178485456247,0.17777777777777778,15.0,5.0,0.038176432917067404,0.0,0.23971240185267895
