local_date,partition,duration_regime,outcome,h2,H,L,R,F95,leave_ts,signal_start,entry_ts,entry_px,minutes_leave_to_signal,minutes_leave_to_entry,signal_open_depth_R,signal_low_depth_R,signal_close_depth_R,signal_range_R,signal_body_R,signal_body_ratio,signal_close_position,reclaim_overshoot_R,wick_below_F95_R,pre_entry_max_depth_R,pre_entry_min_close_depth_R,pre_entry_max_close_depth_R,pre_entry_bar_count,entry_depth_R,terminal_start,post_entry_mae_R
2023-03-21,development,DST_MISMATCH_5H30,H2_ARRIVAL,True,337.48,327.18,10.300000000000011,336.96500000000003,2023-03-21 13:40:00+00:00,2023-03-21 15:30:00+00:00,2023-03-21 15:35:00+00:00,337.0,110.0,115.0,0.19805825242718622,0.19902912621359312,0.04660194174757453,0.1786407766990265,0.1514563106796117,0.8478260869565345,0.8532608695652253,0.00339805825242409,0.1490291262135945,0.35436893203883785,0.04660194174757453,0.3106796116504895,23,0.04660194174757453,2023-03-21 15:55:00+00:00,0.1320388349514575
2023-03-28,development,NORMAL_6H30,H2_ARRIVAL,True,312.0,307.26,4.740000000000009,311.763,2023-03-28 14:35:00+00:00,2023-03-28 14:40:00+00:00,2023-03-28 14:45:00+00:00,311.79,5.0,10.0,0.12447257383965693,0.1940928270042224,0.04430379746835003,0.1603375527426138,0.0801687763713069,0.5,0.9342105263158486,0.005696202531654769,0.1440928270042176,0.1940928270042224,0.04430379746835003,0.12236286919830865,2,0.04430379746835003,2023-03-28 14:45:00+00:00,0.0
2023-04-12,development,NORMAL_6H30,H2_ARRIVAL,True,321.54,317.86,3.680000000000007,321.356,2023-04-12 14:40:00+00:00,2023-04-12 14:45:00+00:00,2023-04-12 14:50:00+00:00,321.5,5.0,10.0,0.1739130434782723,0.1739130434782723,0.010869565217396845,0.1711956521739115,0.16304347826087545,0.9523809523809953,0.9523809523809953,0.03913043478261011,0.12391304347826533,0.239130434782607,0.010869565217396845,0.1739130434782723,2,0.010869565217396845,2023-04-12 14:50:00+00:00,0.0
2023-05-08,development,NORMAL_6H30,H2_ARRIVAL,True,317.68,313.84,3.840000000000032,317.488,2023-05-08 15:10:00+00:00,2023-05-08 15:20:00+00:00,2023-05-08 15:25:00+00:00,317.49,10.0,15.0,0.1458333333333327,0.15104166666666127,0.049479166666665665,0.14322916666665364,0.09635416666666705,0.6727272727273366,0.709090909090943,0.0005208333333358159,0.10104166666665979,0.22916666666666358,0.049479166666665665,0.1927083333333341,3,0.049479166666665665,2023-05-08 16:00:00+00:00,0.2578125000000002
2023-07-10,development,NORMAL_6H30,H2_ARRIVAL,True,244.85,231.15,13.699999999999989,244.165,2023-07-10 15:10:00+00:00,2023-07-10 15:15:00+00:00,2023-07-10 15:20:00+00:00,244.22,5.0,10.0,0.05109489051094812,0.056204379562042515,0.045255474452555115,0.03430656934306564,0.005839416058393004,0.17021276595741336,0.31914893617016515,0.004744525547445093,0.006204379562042307,0.07153284671532778,0.045255474452555115,0.0518248175182488,2,0.04598540145985372,2023-07-10 15:30:00+00:00,0.05401459854014462
2023-08-28,development,NORMAL_6H30,H2_ARRIVAL,True,218.53,215.08,3.4499999999999886,218.35750000000002,2023-08-28 14:25:00+00:00,2023-08-28 14:25:00+00:00,2023-08-28 14:30:00+00:00,218.36,0.0,5.0,0.08405797101449072,0.09565217391304742,0.04927536231883712,0.05217391304348041,0.034782608695653604,0.6666666666666666,0.8888888888889942,0.0007246376811587636,0.045652173913051534,0.09565217391304742,0.04927536231883712,0.04927536231883712,1,0.04927536231883712,2023-08-28 14:30:00+00:00,0.0
2023-12-21,development,NORMAL_6H30,H2_ARRIVAL,True,274.34,260.54,13.799999999999955,273.65,2023-12-21 15:10:00+00:00,2023-12-21 15:10:00+00:00,2023-12-21 15:15:00+00:00,274.19,0.0,5.0,0.12971014492753402,0.12971014492753402,0.010869565217389692,0.1260869565217402,0.11884057971014433,0.9425287356321711,0.9425287356321711,0.03913043478261031,0.07971014492753402,0.12971014492753402,0.010869565217389692,0.010869565217389692,1,0.010869565217389692,2023-12-21 15:30:00+00:00,0.09927536231883712
2024-04-04,development,NORMAL_6H30,H2_ARRIVAL,True,591.69,579.39,12.300000000000068,591.075,2024-04-04 14:20:00+00:00,2024-04-04 14:30:00+00:00,2024-04-04 14:35:00+00:00,591.25,10.0,15.0,0.10813008130081574,0.11626016260163055,0.03577235772358148,0.08048780487804907,0.07235772357723426,0.8989898989898769,1.0,0.014227642276418989,0.06626016260163009,0.1495934959349611,0.03577235772358148,0.12845528455284813,3,0.03577235772358148,2024-04-04 14:35:00+00:00,0.0
2024-05-24,development,NORMAL_6H30,H2_ARRIVAL,True,598.61,588.58,10.029999999999973,598.1085,2024-05-24 13:45:00+00:00,2024-05-24 14:20:00+00:00,2024-05-24 14:25:00+00:00,598.4,35.0,40.0,0.1854436689930228,0.19042871385842208,0.02193419740777945,0.1784646061814525,0.16350947158524334,0.9162011173184468,0.9441340782122767,0.02806580259221715,0.14042871385842548,0.3599202392821559,0.02193419740777945,0.31605184446659695,8,0.020937188434699595,2024-05-24 14:25:00+00:00,0.0
2024-07-09,development,NORMAL_6H30,H2_ARRIVAL,True,519.02,511.27,7.75,518.6324999999999,2024-07-09 14:25:00+00:00,2024-07-09 16:55:00+00:00,2024-07-09 17:00:00+00:00,518.62,150.0,155.0,0.0967741935483871,0.11612903225806158,0.04903225806451554,0.0967741935483871,0.04774193548387155,0.4933333333333394,0.693333333333309,0.0009677419354903254,0.06612903225805572,0.9638709677419317,0.04903225806451554,0.6890322580645203,31,0.051612903225803516,2024-07-09 17:00:00+00:00,0.0
2024-12-13,development,NORMAL_6H30,H2_ARRIVAL,True,721.55,700.58,20.969999999999914,720.5015,2024-12-13 15:25:00+00:00,2024-12-13 19:15:00+00:00,2024-12-13 19:20:00+00:00,720.66,230.0,235.0,0.11826418693371077,0.11874105865522266,0.042441583214114925,0.09060562708631849,0.07582260371959584,0.8368421052630748,0.8421052631578664,0.007558416785884802,0.06874105865522294,0.6461611826418698,0.042441583214114925,0.611349546971864,47,0.042441583214114925,2024-12-13 19:20:00+00:00,0.0
2025-01-14,reference_validation,NORMAL_6H30,H2_ARRIVAL,True,698.8,688.95,9.849999999999909,698.3075,2025-01-14 18:45:00+00:00,2025-01-14 19:10:00+00:00,2025-01-14 19:15:00+00:00,698.63,25.0,30.0,0.08020304568527624,0.09137055837563306,0.01725888324872697,0.07411167512690608,0.06294416243654927,0.8493150684931358,1.0,0.032741116751268416,0.04137055837563767,0.1543147208121823,0.01725888324872697,0.09441624365481813,6,0.01725888324872697,2025-01-14 19:15:00+00:00,0.0
2025-06-10,reference_validation,NORMAL_6H30,H2_ARRIVAL,True,667.45,656.77,10.680000000000064,666.916,2025-06-10 19:15:00+00:00,2025-06-10 19:15:00+00:00,2025-06-10 19:20:00+00:00,666.99,0.0,5.0,0.0337078651685404,0.07397003745319032,0.04307116104869229,0.053370786516858296,-0.009363295880151886,0.17543859649125257,0.5789473684210736,0.006928838951306648,0.023970037453191383,0.07397003745319032,0.04307116104869229,0.04307116104869229,1,0.04307116104869229,2025-06-10 19:20:00+00:00,0.0
2025-06-11,reference_validation,NORMAL_6H30,NO_H2_BY_END,False,672.36,665.71,6.649999999999977,672.0275,2025-06-11 14:40:00+00:00,2025-06-11 15:00:00+00:00,2025-06-11 15:05:00+00:00,672.06,20.0,25.0,0.22857142857142662,0.2556390977443686,0.04511278195489763,0.22857142857142662,0.183458646616529,0.8026315789473212,0.9210526315789435,0.004887218045099806,0.20563909774437117,0.31428571428572016,0.04511278195489763,0.23308270676692835,5,0.04511278195489763,,1.0812030075188088
2025-07-25,reference_validation,NORMAL_6H30,H2_ARRIVAL,True,777.36,757.56,19.800000000000068,776.37,2025-07-25 18:05:00+00:00,2025-07-25 18:05:00+00:00,2025-07-25 18:10:00+00:00,776.62,0.0,5.0,0.0489898989899002,0.07525252525252546,0.037373737373737705,0.06313131313131291,0.011616161616162494,0.18400000000001454,0.6,0.012626262626262583,0.025252525252525165,0.07525252525252546,0.037373737373737705,0.037373737373737705,1,0.037373737373737705,2025-07-25 18:10:00+00:00,0.0
2025-08-12,reference_validation,NORMAL_6H30,H2_ARRIVAL,True,815.13,797.7,17.42999999999995,814.2585,2025-08-12 14:40:00+00:00,2025-08-12 14:50:00+00:00,2025-08-12 14:55:00+00:00,814.32,10.0,15.0,0.06540447504302867,0.1107286288009154,0.04417670682730832,0.08376362593229644,0.021227768215720345,0.25342465753426313,0.7945205479452258,0.005823293172690049,0.060728628800917034,0.15892139988525472,0.04417670682730832,0.09179575444635843,3,0.04647160068846516,2025-08-12 15:05:00+00:00,0.08777969018932744
2025-11-28,reference_validation,NORMAL_6H30,H2_ARRIVAL,True,903.65,882.78,20.870000000000005,902.6065,2025-11-28 14:40:00+00:00,2025-11-28 15:25:00+00:00,2025-11-28 15:30:00+00:00,903.27,45.0,50.0,0.09439386679444307,0.11260182079540117,0.018207954000958093,0.09487302347867838,0.07618591279348498,0.8030303030303118,0.9949494949494996,0.03179204599904164,0.06260182079540143,0.4906564446574033,0.018207954000958093,0.4091998083373245,10,0.018207954000958093,2025-11-28 15:30:00+00:00,0.0
2026-04-23,reference_validation,NORMAL_6H30,H2_ARRIVAL,True,637.36,631.22,6.139999999999986,637.053,2026-04-23 14:10:00+00:00,2026-04-23 14:50:00+00:00,2026-04-23 14:55:00+00:00,637.06,40.0,45.0,0.15472312703583838,0.17589576547231975,0.048859934853431417,0.13680781758958205,0.10586319218240696,0.7738095238094674,0.9285714285713609,0.001140065146571364,0.12589576547231698,0.29315960912053296,0.048859934853431417,0.28990228013028935,9,0.048859934853431417,2026-04-23 14:55:00+00:00,0.0
