local_date,partition,duration_regime,outcome,h2,H,L,R,F95,leave_ts,signal_start,entry_ts,entry_px,minutes_leave_to_signal,minutes_leave_to_entry,signal_open_depth_R,signal_low_depth_R,signal_close_depth_R,signal_range_R,signal_body_R,signal_body_ratio,signal_close_position,reclaim_overshoot_R,wick_below_F95_R,pre_entry_max_depth_R,pre_entry_min_close_depth_R,pre_entry_max_close_depth_R,pre_entry_bar_count,entry_depth_R,terminal_start,post_entry_mae_R
2022-01-11,development,NORMAL_6H30,H2_ARRIVAL,True,458.0,442.36,15.639999999999986,457.218,2022-01-11 16:25:00+00:00,2022-01-11 16:25:00+00:00,2022-01-11 16:30:00+00:00,457.43,0.0,5.0,0.06777493606138128,0.132992327365728,0.03580562659846565,0.12723785166240478,0.03196930946291563,0.25125628140703404,0.7638190954773743,0.01419437340153326,0.08299232736572909,0.132992327365728,0.03580562659846565,0.03580562659846565,1,0.03644501278772338,2022-01-11 16:30:00+00:00,0.0
2022-01-12,development,NORMAL_6H30,H2_ARRIVAL,True,482.69,457.8,24.889999999999986,481.4455,2022-01-12 14:40:00+00:00,2022-01-12 14:50:00+00:00,2022-01-12 14:55:00+00:00,482.17,10.0,15.0,0.0755323423061469,0.08758537565287296,0.020891924467656975,0.08477300120530393,0.054640417838489934,0.6445497630331777,0.786729857819912,0.02910807553234371,0.037585375652872274,0.114102049015668,0.020891924467656975,0.0819606267577349,3,0.020891924467656975,2022-01-12 15:10:00+00:00,0.08155885897950879
2022-02-14,development,NORMAL_6H30,NO_H2_BY_END,False,404.03,392.72,11.309999999999945,403.4645,2022-02-14 14:40:00+00:00,2022-02-14 16:45:00+00:00,2022-02-14 16:50:00+00:00,403.57,125.0,130.0,0.06984969053934283,0.09018567639257177,0.041556145004418454,0.05658709106984876,0.02829354553492438,0.5,0.8593750000000361,0.00844385499558054,0.040185676392572776,0.439434129089301,0.041556145004418454,0.3872679045092853,26,0.04067197170645285,,0.7435897435897444
2022-03-18,development,DST_MISMATCH_5H30,H2_ARRIVAL,True,389.54,384.01,5.53000000000003,389.2635,2022-03-18 14:40:00+00:00,2022-03-18 14:55:00+00:00,2022-03-18 15:00:00+00:00,389.4,15.0,20.0,0.07052441229657164,0.1048824593128459,0.030741410488248647,0.08137432188065878,0.03978300180832298,0.48888888888890014,0.9111111111110746,0.019258589511750843,0.05488245931284642,0.24954792043399424,0.030741410488248647,0.13381555153707145,4,0.02531645569621021,2022-03-18 15:00:00+00:00,0.0
2022-06-22,development,NORMAL_6H30,H2_ARRIVAL,True,217.29,211.0,6.289999999999992,216.97549999999998,2022-06-22 13:40:00+00:00,2022-06-22 13:40:00+00:00,2022-06-22 13:45:00+00:00,217.09,0.0,5.0,0.0794912559618443,0.23688394276629293,0.03338632750397135,0.22734499205087125,0.046104928457872944,0.20279720279722016,0.8951048951049094,0.01661367249603023,0.18688394276629136,0.23688394276629293,0.03338632750397135,0.03338632750397135,1,0.031796502384735914,2022-06-22 13:45:00+00:00,0.0
2022-07-11,development,NORMAL_6H30,H2_ARRIVAL,True,233.37,227.79,5.5800000000000125,233.091,2022-07-11 13:40:00+00:00,2022-07-11 17:50:00+00:00,2022-07-11 17:55:00+00:00,233.16,250.0,255.0,0.08064516129032545,0.12724014336917677,0.03763440860215188,0.10035842293906828,0.04301075268817358,0.4285714285714431,0.8928571428571392,0.012365591397847356,0.07724014336917753,0.7293906810035814,0.03763440860215188,0.6254480286738353,51,0.03763440860215188,2022-07-11 18:40:00+00:00,0.16308243727598468
2022-08-10,development,NORMAL_6H30,H2_ARRIVAL,True,335.0,315.08,19.920000000000016,334.004,2022-08-10 14:35:00+00:00,2022-08-10 14:35:00+00:00,2022-08-10 14:40:00+00:00,334.62,0.0,5.0,0.0557228915662657,0.06325301204819227,0.019578313253011348,0.05321285140562256,0.03614457831325435,0.6792452830188922,0.8207547169811346,0.030421686746987652,0.013253012048193263,0.06325301204819227,0.019578313253011348,0.019578313253011348,1,0.01907630522088329,2022-08-10 14:40:00+00:00,0.0
2022-09-22,development,NORMAL_6H30,H2_ARRIVAL,True,271.19,265.1,6.089999999999975,270.8855,2022-09-22 18:10:00+00:00,2022-09-22 18:30:00+00:00,2022-09-22 18:35:00+00:00,271.1,20.0,25.0,0.09523809523809301,0.11001642036125102,0.016420361247951255,0.09523809523810235,0.07881773399014176,0.8275862068964267,0.9827586206895741,0.03357963875205201,0.06001642036124775,0.19047619047619538,0.016420361247951255,0.1740558292282441,5,0.014778325123148663,2022-09-22 18:35:00+00:00,0.0
2023-01-31,development,NORMAL_6H30,H2_ARRIVAL,True,313.19,308.1,5.089999999999975,312.9355,2023-01-31 15:50:00+00:00,2023-01-31 16:05:00+00:00,2023-01-31 16:10:00+00:00,313.05,15.0,20.0,0.06679764243614472,0.10216110019646059,0.029469548133590963,0.08055009823182126,0.037328094302553766,0.4634146341463719,0.9024390243903251,0.020530451866410712,0.05216110019645891,0.1709233791748544,0.029469548133590963,0.15717092337917785,4,0.027504911591353053,2023-01-31 16:35:00+00:00,0.20432220039293233
2023-03-20,development,DST_MISMATCH_5H30,H2_ARRIVAL,True,338.34,333.58,4.759999999999991,338.102,2023-03-20 16:05:00+00:00,2023-03-20 18:25:00+00:00,2023-03-20 18:30:00+00:00,338.28,140.0,145.0,0.1323529411764699,0.19117647058822898,0.012605042016807224,0.1869747899159639,0.11974789915966266,0.6404494382022493,0.9550561797752573,0.03739495798319278,0.14117647058822896,1.027310924369747,0.012605042016807224,0.8382352941176386,29,0.012605042016807224,2023-03-20 18:30:00+00:00,0.0
