candidate,role,partition,ref_min,hour,n,trades_per_week,wr,pf,expectancy,net,max_loss_streak,wr_5bps,pf_5bps,expectancy_5bps,net_5bps
A20_Z1_R360_H15,CANDIDATE,external,360,15,281,2.6908344733242133,0.4092526690391459,1.5465971940535803,1.494029510304015,419.82229239542824,10,0.40569395017793597,1.4317170296866153,1.2440295103040147,349.5722923954281
A20_Z1_R360_H15,CANDIDATE,reference_validation,360,15,337,4.102608695652174,0.44510385756676557,1.5654565040642079,0.7813931147549744,263.3294796724264,14,0.4391691394658754,1.3492422229172052,0.5313931147549742,179.07947967242632
A20_Z1_R360_H15,CLOCK_SUPPORT,external,360,16,273,2.6142270861833103,0.38461538461538464,1.4900087082180509,1.3619467921366204,371.8114742532974,10,0.3663003663003663,1.3787230517346236,1.1119467921366197,303.5614742532972
A20_Z1_R360_H15,CLOCK_SUPPORT,reference_validation,360,16,309,3.761739130434783,0.37540453074433655,1.5502237701638275,0.7382591141412412,228.12206626964354,10,0.37216828478964403,1.3258290044670569,0.48825911414124123,150.87206626964354
A20_Z1_R360_H15,REF_SUPPORT,external,300,15,288,2.7578659370725034,0.4583333333333333,1.8232799055503577,2.0603047353568953,593.3677637827858,10,0.4548611111111111,1.6861035114587157,1.810304735356895,521.3677637827858
A20_Z1_R360_H15,REF_SUPPORT,reference_validation,300,15,344,4.187826086956522,0.438953488372093,1.6317176790138517,0.8050327361452438,276.9312612339639,8,0.4331395348837209,1.3921923327409929,0.5550327361452437,190.93126123396385
