freeze_rank,candidate_id,partition,year,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak
1,DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,external,2020,111,0.6126126126126126,479.60469361443575,4.320763005535457,1.5653729539175536,209.1795176428567,6,10
1,DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,external,2021,840,0.4928571428571429,3276.4578674460126,3.900545080292872,1.334665980137661,1489.7278436161619,12,20
1,DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,reference_validation,2025,170,0.6176470588235294,750.5876810261825,4.415221653095191,1.7456765424851748,190.5146917893536,5,9
1,DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,reference_validation,2026,51,0.45098039215686275,-104.80033568738243,-2.0549085428898515,0.7445835885754245,218.7502722507612,10,4
2,EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,external,2020,50,0.36,-97.12979130033872,-1.9425958260067744,0.7547320813757263,249.4648981497545,6,3
2,EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,external,2021,378,0.5264550264550265,1575.9706364991773,4.169234488093061,1.7264256054067477,361.90838070257337,9,12
2,EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,reference_validation,2025,150,0.44,-191.03468077627042,-1.2735645385084695,0.7602225476647028,258.60200416801564,8,9
2,EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,reference_validation,2026,27,0.25925925925925924,-89.75987470206223,-3.324439803780083,0.4670093960786582,127.71379196669581,8,2
3,EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,external,2020,1,1.0,2.797253319448031,2.797253319448031,inf,0.0,0,1
3,EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,external,2021,3,1.0,46.30969057248804,15.436563524162679,inf,0.0,0,3
3,EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,reference_validation,2025,87,0.40229885057471265,-272.0535314885267,-3.1270520860750195,0.5429826592672599,305.2705020704351,10,9
3,EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,reference_validation,2026,126,0.47619047619047616,-147.8877548997957,-1.173712340474569,0.7182614655920826,197.31361891674618,11,7
4,EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,external,2020,8,0.375,-4.363006200545264,-0.545375775068158,0.9088207714908604,35.43668019023569,3,3
4,EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,external,2021,131,0.40458015267175573,-96.66379123354182,-0.737891536133907,0.8849010040948061,308.5279026418837,13,8
4,EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,reference_validation,2025,214,0.4252336448598131,-461.0794218148244,-2.1545767374524503,0.593290068504326,462.9652006995755,9,9
4,EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,reference_validation,2026,91,0.46153846153846156,-199.7902837434485,-2.1954976235543793,0.5690203444619552,288.92196142296723,10,12
