mechanism,lead_min,feature,dev_n,dev_loss_median,dev_control_median,dev_gap,dev_effect,adequate_dev_blocks,same_sign_dev_blocks,dev_eligible,external_n,external_loss_median,external_control_median,external_gap,external_effect,reference_n,reference_loss_median,reference_control_median,reference_gap,reference_effect,replicated
M2_FAILED_BREAK,15,body_R,89,0.02057530962844475,0.10138248847926437,-0.08080717885081962,0.43873783704816754,6,6,True,60,0.005511281355028878,0.033649352983462624,-0.028138071628433747,0.2007674329070844,43,0.05776892430278731,0.05698005698005771,0.0007888673227295986,0.004186343395110454,False
M2_FAILED_BREAK,15,abs_body_R,89,0.0869565217391315,0.11908110642288698,-0.03212458468375548,0.24599104899810562,6,5,False,0,,,,,0,,,,,False
M2_FAILED_BREAK,15,range_R,89,0.16021464162514334,0.2128865979381502,-0.05267195631300686,0.393318652389722,6,6,True,60,0.1435159788481059,0.13303769489762485,0.01047828395048106,0.1102218858544674,43,0.16897506925208203,0.17491749174917523,-0.005942422497093203,0.043823101535421675,False
M2_FAILED_BREAK,15,upper_wick_R,89,0.039772727272735876,0.03868340685442966,0.0010893204183062138,0.02020887892195062,6,4,False,0,,,,,0,,,,,False
M2_FAILED_BREAK,15,lower_wick_R,89,0.027777777777776767,0.026744944553170905,0.001032833224605862,0.02649137056433505,6,2,False,0,,,,,0,,,,,False
M2_FAILED_BREAK,15,close_location,89,0.6068376068376006,0.760000000000036,-0.1531623931624354,0.34699085633530397,6,5,True,60,0.6622866127583116,0.7667015407421175,-0.10441492798380592,0.24259485158888242,43,0.6981132075471232,0.7391304347826033,-0.04101722723548007,0.08344000771179906,False
M2_FAILED_BREAK,15,body_fraction,89,0.5,0.5862068965517461,-0.08620689655174607,0.2188832775784596,6,5,False,0,,,,,0,,,,,False
M2_FAILED_BREAK,15,upper_wick_fraction,89,0.2704918032786874,0.19230769230768285,0.07818411097100453,0.3048499355589458,6,4,False,0,,,,,0,,,,,False
M2_FAILED_BREAK,15,lower_wick_fraction,89,0.17444717444717092,0.13186813186813323,0.04257904257903769,0.15860502877507554,6,4,False,0,,,,,0,,,,,False
M2_FAILED_BREAK,15,close_H_R,89,0.08734459674848609,0.18884664131812587,-0.10150204456963978,0.8477171472597594,6,6,True,60,0.06530485685059796,0.12291627123187271,-0.05761141438127475,0.48691836186577137,43,0.11009174311926988,0.17381738173817513,-0.06372563861890525,0.4019816220943066,True
M2_FAILED_BREAK,15,high_H_R,89,0.16114790286975977,0.2786377708978356,-0.11748986802807582,0.8371880737681826,6,6,True,60,0.12787548832081264,0.18710924321668898,-0.059233754895876345,0.432715948522229,43,0.16666666666666932,0.23542354235423696,-0.06875687568756764,0.5433223166387361,True
M2_FAILED_BREAK,15,low_H_R,89,-0.013583699560526935,0.03652968036529507,-0.050113379925822,0.3317509542306217,6,5,True,60,-0.0036419268462994318,0.019506995027924724,-0.023148921874224154,0.20759740479849628,43,-0.020979020979021674,0.03431372549019263,-0.05529274646921431,0.3676892012398283,True
M2_FAILED_BREAK,15,close_L_R,89,1.087344596748486,1.1888466413181258,-0.10150204456963974,0.84771714725976,6,6,True,60,1.0653048568505978,1.1229162712318728,-0.05761141438127493,0.48691836186577253,43,1.1100917431192698,1.1738173817381752,-0.06372563861890534,0.4019816220943072,True
M2_FAILED_BREAK,15,close_change_R,89,0.021374350779064983,0.10138248847926437,-0.08000813770019939,0.4402764250521662,6,6,True,60,0.004169640726666217,0.03304839144500115,-0.028878750718334935,0.2008176132511917,43,0.056778679026652304,0.05982905982905796,-0.003050380802405654,0.016166361151362097,False
