partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,H,L,range,F85,F35,E20,k1_signal_bar_start,k1_signal_ts,leave_bar_start,leave_ts,h2_bar_start,opposite_break_bar_start,touch_bar_start,same_bar_confirmed,entry_executed,entry_bar_start,entry_px,entry_fraction,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,tp_hit,time_exit,case_status,entry_b,zone,touch_elapsed_min,primary_eligible,expanded_eligible,k1_elapsed_min,h_formation_ts,l_formation_ts,range_completion_ts,range_completion_elapsed_min,range_completion_age_min,range_completed_second_half,tie_order,accepted,decision,blocked_by_zone,portfolio,evaluation_stage
development,2022-03-28,330,2022-03-28 05:30:00+00:00,2022-03-28 11:00:00+00:00,2022-03-28 11:00:00+00:00,2022-03-28 17:30:00+00:00,47288.0,46755.2,532.8000000000029,47208.08,46941.68,47394.56,2022-03-28 11:00:00+00:00,2022-03-28 11:05:00+00:00,2022-03-28 11:05:00+00:00,2022-03-28 11:10:00+00:00,2022-03-28 11:25:00+00:00,,2022-03-28 11:15:00+00:00,True,True,2022-03-28 11:20:00+00:00,47210.1,0.8537912912912894,0.6872066164965365,2022-03-28 13:30:00+00:00,2022-03-28 13:30:00+00:00,47394.56,TP_E20,0.0039072147697207,1.5536073848603895,True,False,TRADE_EXECUTED,True,RAW_0530,15.0,False,True,5.0,2022-03-28 10:15:00+00:00,2022-03-28 06:10:00+00:00,2022-03-28 10:15:00+00:00,285.0,45.0,True,2,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-03-28,210,2022-03-28 03:30:00+00:00,2022-03-28 09:00:00+00:00,2022-03-28 09:00:00+00:00,2022-03-28 15:30:00+00:00,47400.0,46755.2,644.8000000000029,47303.28,46980.88,47528.96,2022-03-28 11:00:00+00:00,2022-03-28 11:05:00+00:00,2022-03-28 11:05:00+00:00,2022-03-28 11:10:00+00:00,2022-03-28 13:30:00+00:00,,2022-03-28 11:25:00+00:00,True,True,2022-03-28 11:30:00+00:00,47325.7,0.8847704714640159,0.5894669682733085,2022-03-28 13:35:00+00:00,2022-03-28 13:35:00+00:00,47528.96,TP_E20,0.0042949179832523,1.7474589916261611,True,False,TRADE_EXECUTED,True,ALT_0330,145.0,True,True,125.0,2022-03-28 05:10:00+00:00,2022-03-28 06:10:00+00:00,2022-03-28 06:10:00+00:00,160.0,170.0,False,1,False,SKIP_OPEN_POSITION,RAW_0530,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-04-01,330,2022-04-01 05:30:00+00:00,2022-04-01 11:00:00+00:00,2022-04-01 11:00:00+00:00,2022-04-01 17:30:00+00:00,45307.9,44549.4,758.5,45194.125,44814.875,45459.6,2022-04-01 12:35:00+00:00,2022-04-01 12:40:00+00:00,2022-04-01 12:45:00+00:00,2022-04-01 12:50:00+00:00,2022-04-01 13:00:00+00:00,,2022-04-01 12:50:00+00:00,True,True,2022-04-01 12:55:00+00:00,45212.7,0.8744891232696054,0.6206246465154358,2022-04-01 13:15:00+00:00,2022-04-01 13:15:00+00:00,45459.6,TP_E20,0.0054608550252472,2.3304275126236456,True,False,TRADE_EXECUTED,True,RAW_0530,110.0,False,True,100.0,2022-04-01 08:30:00+00:00,2022-04-01 06:10:00+00:00,2022-04-01 08:30:00+00:00,180.0,150.0,True,2,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-04-18,480,2022-04-18 08:00:00+00:00,2022-04-18 13:30:00+00:00,2022-04-18 13:30:00+00:00,2022-04-18 20:00:00+00:00,39489.0,38780.0,709.0,39382.65,39028.15,39630.8,2022-04-18 13:30:00+00:00,2022-04-18 13:35:00+00:00,2022-04-18 13:40:00+00:00,2022-04-18 13:45:00+00:00,2022-04-18 14:20:00+00:00,,2022-04-18 14:00:00+00:00,True,True,2022-04-18 14:05:00+00:00,39402.7,0.8782792665726334,0.608997463623037,2022-04-18 17:05:00+00:00,2022-04-18 17:05:00+00:00,39630.8,TP_E20,0.0057889433972799,2.494471698639989,True,False,TRADE_EXECUTED,True,LONDON,30.0,True,True,5.0,2022-04-18 13:00:00+00:00,2022-04-18 09:00:00+00:00,2022-04-18 13:00:00+00:00,300.0,30.0,True,0,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-04-28,210,2022-04-28 03:30:00+00:00,2022-04-28 09:00:00+00:00,2022-04-28 09:00:00+00:00,2022-04-28 15:30:00+00:00,39800.0,39200.5,599.5,39710.075,39410.325,39919.9,2022-04-28 09:05:00+00:00,2022-04-28 09:10:00+00:00,2022-04-28 09:10:00+00:00,2022-04-28 09:15:00+00:00,2022-04-28 09:40:00+00:00,,2022-04-28 09:15:00+00:00,True,True,2022-04-28 09:20:00+00:00,39723.0,0.8715596330275229,0.6297273526824966,2022-04-28 13:10:00+00:00,2022-04-28 13:15:00+00:00,39391.2,CLOSE_INVALIDATION_F35,-0.0083528434408277,-4.576421720413881,False,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,10.0,2022-04-28 08:55:00+00:00,2022-04-28 05:45:00+00:00,2022-04-28 08:55:00+00:00,325.0,5.0,True,1,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-06-02,210,2022-06-02 03:30:00+00:00,2022-06-02 09:00:00+00:00,2022-06-02 09:00:00+00:00,2022-06-02 15:30:00+00:00,30113.5,29633.2,480.2999999999993,30041.455,29801.305,30209.56,2022-06-02 10:45:00+00:00,2022-06-02 10:50:00+00:00,2022-06-02 10:50:00+00:00,2022-06-02 10:55:00+00:00,2022-06-02 11:45:00+00:00,,2022-06-02 11:25:00+00:00,True,True,2022-06-02 11:30:00+00:00,30084.0,0.9385800541328336,0.4441535930950368,2022-06-02 13:10:00+00:00,2022-06-02 13:15:00+00:00,29741.2,CLOSE_INVALIDATION_F35,-0.0113947613349288,-6.097380667464448,False,False,TRADE_EXECUTED,True,ALT_0330,145.0,True,True,110.0,2022-06-02 07:25:00+00:00,2022-06-02 04:15:00+00:00,2022-06-02 07:25:00+00:00,235.0,95.0,True,1,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-06-06,210,2022-06-06 03:30:00+00:00,2022-06-06 09:00:00+00:00,2022-06-06 09:00:00+00:00,2022-06-06 15:30:00+00:00,31483.8,31015.4,468.3999999999978,31413.54,31179.34,31577.48,2022-06-06 09:00:00+00:00,2022-06-06 09:05:00+00:00,2022-06-06 09:05:00+00:00,2022-06-06 09:10:00+00:00,2022-06-06 09:20:00+00:00,,2022-06-06 09:10:00+00:00,True,True,2022-06-06 09:15:00+00:00,31422.0,0.8680614859094801,0.6407318882386864,2022-06-06 11:05:00+00:00,2022-06-06 11:05:00+00:00,31577.48,TP_E20,0.0049481255171535,2.074062758576756,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,5.0,2022-06-06 08:30:00+00:00,2022-06-06 03:40:00+00:00,2022-06-06 08:30:00+00:00,300.0,30.0,True,1,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-06-21,210,2022-06-21 03:30:00+00:00,2022-06-21 09:00:00+00:00,2022-06-21 09:00:00+00:00,2022-06-21 15:30:00+00:00,21456.6,20381.3,1075.2999999999993,21295.305,20757.655,21671.66,2022-06-21 09:05:00+00:00,2022-06-21 09:10:00+00:00,2022-06-21 09:10:00+00:00,2022-06-21 09:15:00+00:00,2022-06-21 13:40:00+00:00,,2022-06-21 09:15:00+00:00,True,True,2022-06-21 09:20:00+00:00,21311.5,0.8650609132335175,0.6502902436602283,2022-06-21 14:00:00+00:00,2022-06-21 14:00:00+00:00,21671.66,TP_E20,0.0168997958848509,8.049897942425455,True,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,10.0,2022-06-21 08:55:00+00:00,2022-06-21 03:30:00+00:00,2022-06-21 08:55:00+00:00,325.0,5.0,True,1,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-06-23,210,2022-06-23 03:30:00+00:00,2022-06-23 09:00:00+00:00,2022-06-23 09:00:00+00:00,2022-06-23 15:30:00+00:00,20666.0,20152.0,514.0,20588.9,20331.9,20768.8,2022-06-23 09:20:00+00:00,2022-06-23 09:25:00+00:00,2022-06-23 09:25:00+00:00,2022-06-23 09:30:00+00:00,2022-06-23 09:50:00+00:00,,2022-06-23 09:30:00+00:00,True,True,2022-06-23 09:35:00+00:00,20616.9,0.904474708171209,0.5329824561403432,2022-06-23 09:55:00+00:00,2022-06-23 09:55:00+00:00,20768.8,TP_E20,0.0073677419980693,3.2838709990346664,True,False,TRADE_EXECUTED,True,ALT_0330,30.0,True,True,25.0,2022-06-23 06:35:00+00:00,2022-06-23 04:10:00+00:00,2022-06-23 06:35:00+00:00,185.0,145.0,True,1,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-07-04,330,2022-07-04 05:30:00+00:00,2022-07-04 11:00:00+00:00,2022-07-04 11:00:00+00:00,2022-07-04 17:30:00+00:00,19554.4,19071.6,482.8000000000029,19481.98,19240.58,19650.960000000003,2022-07-04 11:15:00+00:00,2022-07-04 11:20:00+00:00,2022-07-04 11:20:00+00:00,2022-07-04 11:25:00+00:00,2022-07-04 11:30:00+00:00,,2022-07-04 11:25:00+00:00,True,True,2022-07-04 11:30:00+00:00,19523.7,0.9364125932062954,0.449491381746259,2022-07-04 11:50:00+00:00,2022-07-04 11:50:00+00:00,19650.960000000003,TP_E20,0.0065182316876413,2.859115843820659,True,False,TRADE_EXECUTED,True,RAW_0530,25.0,False,True,20.0,2022-07-04 10:40:00+00:00,2022-07-04 06:55:00+00:00,2022-07-04 10:40:00+00:00,310.0,20.0,True,2,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
development,2022-07-06,480,2022-07-06 08:00:00+00:00,2022-07-06 13:30:00+00:00,2022-07-06 13:30:00+00:00,2022-07-06 20:00:00+00:00,20295.0,19950.0,345.0,20243.25,20070.75,20364.0,2022-07-06 13:30:00+00:00,2022-07-06 13:35:00+00:00,2022-07-06 13:35:00+00:00,2022-07-06 13:40:00+00:00,2022-07-06 16:45:00+00:00,,2022-07-06 14:05:00+00:00,True,True,2022-07-06 14:10:00+00:00,20254.1,0.8814492753623147,0.599400054540509,2022-07-06 17:00:00+00:00,2022-07-06 17:00:00+00:00,20364.0,TP_E20,0.0054260618837667,2.3130309418833543,True,False,TRADE_EXECUTED,True,LONDON,35.0,True,True,5.0,2022-07-06 08:05:00+00:00,2022-07-06 12:10:00+00:00,2022-07-06 12:10:00+00:00,250.0,80.0,True,0,True,ACCEPT,,B27DJ_RAW_0530_development_FILTER,DEVELOPMENT
