partition,date_utc,signal_ts,window_status,H,L,range,F15,F65,E20_DOWN,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,blind_filled,blind_touch_bar_start,blind_entry_px,h2_after_fill,minutes_fill_to_h2,max_pre_h2_frac,adverse_excursion_r,rule,entry_executed,confirmation_kind,confirmation_bar_start,entry_start,entry_px,entry_fraction,entry_on_h2_bar_open,entry_status,fixed_exit_reason,fixed_exit_px,fixed_net_pnl_usd,fixed_hold_minutes,fixed_h2_seen,fixed_breakdown_accepted,fixed_e20_reached,hybrid_exit_reason,hybrid_exit_px,hybrid_net_pnl_usd,hybrid_hold_minutes,hybrid_e20_reached,hybrid_ceiling_ratchets,hybrid_final_ceiling,session_trough_after_e20,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
development,2023-05-19,2023-05-19 14:15:00+00:00,H2_ARRIVAL,26985.6,26773.0,212.59999999999854,26804.89,26911.19,26730.48,2023-05-19 14:25:00+00:00,2023-05-19 14:25:00+00:00,,2023-05-19 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27383.0,27225.0,158.0,27248.7,27327.7,27193.4,,,,2023-05-23 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27383.0,27225.0,158.0,27248.7,27327.7,27193.4,,,,2023-05-23 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-05-23,2023-05-23 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,27383.0,27225.0,158.0,27248.7,27327.7,27193.4,,,,2023-05-23 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,27966.7,27730.0,236.70000000000073,27765.505,27883.855,27682.66,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,27966.7,27730.0,236.70000000000073,27765.505,27883.855,27682.66,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-05-29,2023-05-29 15:00:00+00:00,H2_ARRIVAL,27966.7,27730.0,236.70000000000073,27765.505,27883.855,27682.66,2023-05-29 15:05:00+00:00,2023-05-29 15:20:00+00:00,,2023-05-29 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,26831.2,26625.0,206.20000000000073,26655.93,26759.03,26583.76,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,26831.2,26625.0,206.20000000000073,26655.93,26759.03,26583.76,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-05,2023-06-05 15:05:00+00:00,H2_ARRIVAL,26831.2,26625.0,206.20000000000073,26655.93,26759.03,26583.76,2023-06-05 15:15:00+00:00,2023-06-05 15:15:00+00:00,,2023-06-05 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-07,2023-06-07 14:55:00+00:00,H2_ARRIVAL,26968.0,26330.8,637.2000000000007,26426.38,26744.98,26203.36,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,,2023-06-07 20:00:00+00:00,True,2023-06-07 15:40:00+00:00,26426.38,True,10.0,0.380100439422474,0.23010043942247402,BLIND_F15,True,,,2023-06-07 15:40:00+00:00,26426.38,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,26469.2,-1.2101752869670297,260.0,True,True,False,TIME_EXIT_SESSION_END,26469.2,-1.2101752869670297,260.0,False,0,,,,,,
development,2023-06-07,2023-06-07 14:55:00+00:00,H2_ARRIVAL,26968.0,26330.8,637.2000000000007,26426.38,26744.98,26203.36,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,,2023-06-07 20:00:00+00:00,True,2023-06-07 15:40:00+00:00,26426.38,True,10.0,0.380100439422474,0.23010043942247402,EARLY_REJECT,True,SAME_BAR,2023-06-07 15:40:00+00:00,2023-06-07 15:45:00+00:00,26366.4,0.05586942875078804,False,EXECUTED,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,True,True,False,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,False,0,,,,,,
development,2023-06-07,2023-06-07 14:55:00+00:00,H2_ARRIVAL,26968.0,26330.8,637.2000000000007,26426.38,26744.98,26203.36,2023-06-07 15:10:00+00:00,2023-06-07 15:50:00+00:00,,2023-06-07 20:00:00+00:00,True,2023-06-07 15:40:00+00:00,26426.38,True,10.0,0.380100439422474,0.23010043942247402,SAME_BAR_REJECTION,True,SAME_BAR,2023-06-07 15:40:00+00:00,2023-06-07 15:45:00+00:00,26366.4,0.05586942875078804,False,EXECUTED,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,True,True,False,TIME_EXIT_SESSION_END,26469.2,-2.3494508161902457,255.0,False,0,,,,,,
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263083,BLIND_F15,True,,,2023-06-08 13:55:00+00:00,26344.235,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,26590.0,-5.064493009571169,40.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,26590.0,-5.064493009571169,40.0,False,0,,,,,,
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263083,EARLY_REJECT,True,LATER_REJECT,2023-06-08 14:00:00+00:00,2023-06-08 14:05:00+00:00,26339.5,0.13394370973211192,False,EXECUTED,CLOSE_INVALIDATION_F65,26590.0,-5.155215550788728,30.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,26590.0,-5.155215550788728,30.0,False,0,,,,,,
development,2023-06-08,2023-06-08 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,26594.9,26300.0,294.90000000000146,26344.235,26491.685,26241.02,2023-06-08 13:45:00+00:00,,2023-06-08 14:35:00+00:00,2023-06-08 20:00:00+00:00,True,2023-06-08 13:55:00+00:00,26344.235,False,,1.1868429976263082,1.0368429976263083,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-09,2023-06-09 15:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,26775.0,26476.8,298.2000000000007,26521.53,26670.63,26417.16,,,,2023-06-09 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-09,2023-06-09 15:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,26775.0,26476.8,298.2000000000007,26521.53,26670.63,26417.16,,,,2023-06-09 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-09,2023-06-09 15:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,26775.0,26476.8,298.2000000000007,26521.53,26670.63,26417.16,,,,2023-06-09 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-13,2023-06-13 15:05:00+00:00,H2_ARRIVAL,26430.5,25888.0,542.5,25969.375,26240.625,25779.5,2023-06-13 15:10:00+00:00,2023-06-13 15:15:00+00:00,,2023-06-13 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-13,2023-06-13 15:05:00+00:00,H2_ARRIVAL,26430.5,25888.0,542.5,25969.375,26240.625,25779.5,2023-06-13 15:10:00+00:00,2023-06-13 15:15:00+00:00,,2023-06-13 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-06-13,2023-06-13 15:05:00+00:00,H2_ARRIVAL,26430.5,25888.0,542.5,25969.375,26240.625,25779.5,2023-06-13 15:10:00+00:00,2023-06-13 15:15:00+00:00,,2023-06-13 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-05,2023-07-05 13:35:00+00:00,NO_H2_BY_SESSION_END,30797.4,30206.0,591.4000000000015,30294.71,30590.41,30087.72,2023-07-05 13:40:00+00:00,,,2023-07-05 20:00:00+00:00,True,2023-07-05 13:40:00+00:00,30294.71,False,,0.6317213391951262,0.48172133919512616,BLIND_F15,True,,,2023-07-05 13:40:00+00:00,30294.71,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,30420.0,-2.4678527703351656,380.0,False,False,False,TIME_EXIT_SESSION_END,30420.0,-2.4678527703351656,380.0,False,0,,,,,,
development,2023-07-05,2023-07-05 13:35:00+00:00,NO_H2_BY_SESSION_END,30797.4,30206.0,591.4000000000015,30294.71,30590.41,30087.72,2023-07-05 13:40:00+00:00,,,2023-07-05 20:00:00+00:00,True,2023-07-05 13:40:00+00:00,30294.71,False,,0.6317213391951262,0.48172133919512616,EARLY_REJECT,True,LATER_REJECT,2023-07-05 15:30:00+00:00,2023-07-05 15:35:00+00:00,30280.0,0.12512681772066253,False,EXECUTED,TIME_EXIT_SESSION_END,30420.0,-2.711756935270859,265.0,False,False,False,TIME_EXIT_SESSION_END,30420.0,-2.711756935270859,265.0,False,0,,,,,,
development,2023-07-05,2023-07-05 13:35:00+00:00,NO_H2_BY_SESSION_END,30797.4,30206.0,591.4000000000015,30294.71,30590.41,30087.72,2023-07-05 13:40:00+00:00,,,2023-07-05 20:00:00+00:00,True,2023-07-05 13:40:00+00:00,30294.71,False,,0.6317213391951262,0.48172133919512616,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-11,2023-07-11 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,30557.8,30325.0,232.79999999999927,30359.92,30476.32,30278.44,2023-07-11 13:50:00+00:00,,2023-07-11 14:45:00+00:00,2023-07-11 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-11,2023-07-11 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,30557.8,30325.0,232.79999999999927,30359.92,30476.32,30278.44,2023-07-11 13:50:00+00:00,,2023-07-11 14:45:00+00:00,2023-07-11 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-11,2023-07-11 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,30557.8,30325.0,232.79999999999927,30359.92,30476.32,30278.44,2023-07-11 13:50:00+00:00,,2023-07-11 14:45:00+00:00,2023-07-11 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-14,2023-07-14 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,31284.9,31071.6,213.3000000000029,31103.594999999998,31210.245,31028.94,2023-07-14 13:45:00+00:00,,2023-07-14 14:55:00+00:00,2023-07-14 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-14,2023-07-14 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,31284.9,31071.6,213.3000000000029,31103.594999999998,31210.245,31028.94,2023-07-14 13:45:00+00:00,,2023-07-14 14:55:00+00:00,2023-07-14 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-14,2023-07-14 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,31284.9,31071.6,213.3000000000029,31103.594999999998,31210.245,31028.94,2023-07-14 13:45:00+00:00,,2023-07-14 14:55:00+00:00,2023-07-14 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-17,2023-07-17 17:25:00+00:00,H2_ARRIVAL,30309.4,29910.0,399.40000000000146,29969.91,30169.61,29830.12,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,,2023-07-17 20:00:00+00:00,True,2023-07-17 18:10:00+00:00,29969.91,True,20.0,0.3267401101652467,0.17674011016524668,BLIND_F15,True,,,2023-07-17 18:10:00+00:00,29969.91,0.15,False,EXECUTED,TP_E20_DOWN,29830.12,1.932172502353236,20.0,True,False,True,PROFIT_CEILING_HIT,29830.12,1.932172502353236,25.0,True,0,29830.12,29630.0,0.7010515773660465,0.20000000000000182,0.2852857142857179,0.5010515773660447
development,2023-07-17,2023-07-17 17:25:00+00:00,H2_ARRIVAL,30309.4,29910.0,399.40000000000146,29969.91,30169.61,29830.12,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,,2023-07-17 20:00:00+00:00,True,2023-07-17 18:10:00+00:00,29969.91,True,20.0,0.3267401101652467,0.17674011016524668,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-17,2023-07-17 17:25:00+00:00,H2_ARRIVAL,30309.4,29910.0,399.40000000000146,29969.91,30169.61,29830.12,2023-07-17 17:30:00+00:00,2023-07-17 18:30:00+00:00,,2023-07-17 20:00:00+00:00,True,2023-07-17 18:10:00+00:00,29969.91,True,20.0,0.3267401101652467,0.17674011016524668,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-18,2023-07-18 16:50:00+00:00,H2_ARRIVAL,30098.5,29657.1,441.40000000000146,29723.309999999998,29944.01,29568.82,2023-07-18 17:00:00+00:00,2023-07-18 17:00:00+00:00,,2023-07-18 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-18,2023-07-18 16:50:00+00:00,H2_ARRIVAL,30098.5,29657.1,441.40000000000146,29723.309999999998,29944.01,29568.82,2023-07-18 17:00:00+00:00,2023-07-18 17:00:00+00:00,,2023-07-18 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-18,2023-07-18 16:50:00+00:00,H2_ARRIVAL,30098.5,29657.1,441.40000000000146,29723.309999999998,29944.01,29568.82,2023-07-18 17:00:00+00:00,2023-07-18 17:00:00+00:00,,2023-07-18 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-24,2023-07-24 15:10:00+00:00,NO_H2_BY_SESSION_END,29820.9,28904.4,916.5,29041.875,29500.125,28721.100000000002,2023-07-24 15:20:00+00:00,,,2023-07-24 20:00:00+00:00,True,2023-07-24 15:20:00+00:00,29041.875,False,,0.2647026732133099,0.11470267321330993,BLIND_F15,True,,,2023-07-24 15:20:00+00:00,29041.875,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,29106.8,-1.5177825123205309,280.0,False,False,False,TIME_EXIT_SESSION_END,29106.8,-1.5177825123205309,280.0,False,0,,,,,,
development,2023-07-24,2023-07-24 15:10:00+00:00,NO_H2_BY_SESSION_END,29820.9,28904.4,916.5,29041.875,29500.125,28721.100000000002,2023-07-24 15:20:00+00:00,,,2023-07-24 20:00:00+00:00,True,2023-07-24 15:20:00+00:00,29041.875,False,,0.2647026732133099,0.11470267321330993,EARLY_REJECT,True,LATER_REJECT,2023-07-24 15:40:00+00:00,2023-07-24 15:45:00+00:00,29040.4,0.14839061647572285,False,EXECUTED,TIME_EXIT_SESSION_END,29106.8,-1.5432349416674591,255.0,False,False,False,TIME_EXIT_SESSION_END,29106.8,-1.5432349416674591,255.0,False,0,,,,,,
development,2023-07-24,2023-07-24 15:10:00+00:00,NO_H2_BY_SESSION_END,29820.9,28904.4,916.5,29041.875,29500.125,28721.100000000002,2023-07-24 15:20:00+00:00,,,2023-07-24 20:00:00+00:00,True,2023-07-24 15:20:00+00:00,29041.875,False,,0.2647026732133099,0.11470267321330993,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-07-31,2023-07-31 13:55:00+00:00,H2_ARRIVAL,29461.4,29317.4,144.0,29339.0,29411.0,29288.600000000002,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,,2023-07-31 20:00:00+00:00,True,2023-07-31 14:15:00+00:00,29339.0,True,5.0,0.261111111111101,0.11111111111110103,BLIND_F15,True,,,2023-07-31 14:15:00+00:00,29339.0,0.15,False,EXECUTED,TP_E20_DOWN,29288.600000000002,0.45892498040146534,15.0,True,False,True,PROFIT_CEILING_HIT,29288.600000000002,0.45892498040146534,20.0,True,0,29288.600000000002,29100.0,1.5097222222222324,0.19999999999999496,0.1324747010119553,1.3097222222222373
development,2023-07-31,2023-07-31 13:55:00+00:00,H2_ARRIVAL,29461.4,29317.4,144.0,29339.0,29411.0,29288.600000000002,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,,2023-07-31 20:00:00+00:00,True,2023-07-31 14:15:00+00:00,29339.0,True,5.0,0.261111111111101,0.11111111111110103,EARLY_REJECT,True,SAME_BAR,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,29333.2,0.10972222222221717,True,EXECUTED,TP_E20_DOWN,29288.600000000002,0.36023072832148706,10.0,True,False,True,PROFIT_CEILING_HIT,29288.600000000002,0.36023072832148706,15.0,True,0,29288.600000000002,29100.0,1.5097222222222324,0.19999999999999496,0.1324747010119553,1.3097222222222373
development,2023-07-31,2023-07-31 13:55:00+00:00,H2_ARRIVAL,29461.4,29317.4,144.0,29339.0,29411.0,29288.600000000002,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,,2023-07-31 20:00:00+00:00,True,2023-07-31 14:15:00+00:00,29339.0,True,5.0,0.261111111111101,0.11111111111110103,SAME_BAR_REJECTION,True,SAME_BAR,2023-07-31 14:15:00+00:00,2023-07-31 14:20:00+00:00,29333.2,0.10972222222221717,True,EXECUTED,TP_E20_DOWN,29288.600000000002,0.36023072832148706,10.0,True,False,True,PROFIT_CEILING_HIT,29288.600000000002,0.36023072832148706,15.0,True,0,29288.600000000002,29100.0,1.5097222222222324,0.19999999999999496,0.1324747010119553,1.3097222222222373
development,2023-08-01,2023-08-01 15:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,28986.5,28715.0,271.5,28755.725,28891.475,28660.7,2023-08-01 15:40:00+00:00,,2023-08-01 16:05:00+00:00,2023-08-01 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-08-01,2023-08-01 15:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,28986.5,28715.0,271.5,28755.725,28891.475,28660.7,2023-08-01 15:40:00+00:00,,2023-08-01 16:05:00+00:00,2023-08-01 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-08-01,2023-08-01 15:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,28986.5,28715.0,271.5,28755.725,28891.475,28660.7,2023-08-01 15:40:00+00:00,,2023-08-01 16:05:00+00:00,2023-08-01 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-08-02,2023-08-02 13:35:00+00:00,H2_ARRIVAL,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,,2023-08-02 20:00:00+00:00,True,2023-08-02 13:50:00+00:00,29395.85,True,15.0,0.34309623430962344,0.19309623430962344,BLIND_F15,True,,,2023-08-02 13:50:00+00:00,29395.85,0.15,False,EXECUTED,TP_E20_DOWN,29312.2,1.0228198878412647,15.0,True,False,True,PROFIT_CEILING_HIT,29312.2,1.0228198878412647,20.0,True,0,29312.2,28906.3,1.898326359832639,0.19999999999999696,0.10535596208948467,1.6983263598326421
development,2023-08-02,2023-08-02 13:35:00+00:00,H2_ARRIVAL,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,,2023-08-02 20:00:00+00:00,True,2023-08-02 13:50:00+00:00,29395.85,True,15.0,0.34309623430962344,0.19309623430962344,EARLY_REJECT,True,SAME_BAR,2023-08-02 13:50:00+00:00,2023-08-02 13:55:00+00:00,29373.3,0.05564853556485051,False,EXECUTED,TP_E20_DOWN,29312.2,0.6400601907173956,10.0,True,False,True,PROFIT_CEILING_HIT,29312.2,0.6400601907173956,15.0,True,0,29312.2,28906.3,1.898326359832639,0.19999999999999696,0.10535596208948467,1.6983263598326421
development,2023-08-02,2023-08-02 13:35:00+00:00,H2_ARRIVAL,29599.0,29360.0,239.0,29395.85,29515.35,29312.2,2023-08-02 13:45:00+00:00,2023-08-02 14:05:00+00:00,,2023-08-02 20:00:00+00:00,True,2023-08-02 13:50:00+00:00,29395.85,True,15.0,0.34309623430962344,0.19309623430962344,SAME_BAR_REJECTION,True,SAME_BAR,2023-08-02 13:50:00+00:00,2023-08-02 13:55:00+00:00,29373.3,0.05564853556485051,False,EXECUTED,TP_E20_DOWN,29312.2,0.6400601907173956,10.0,True,False,True,PROFIT_CEILING_HIT,29312.2,0.6400601907173956,15.0,True,0,29312.2,28906.3,1.898326359832639,0.19999999999999696,0.10535596208948467,1.6983263598326421
development,2023-08-09,2023-08-09 15:10:00+00:00,H2_ARRIVAL,30149.7,29715.6,434.1000000000022,29780.715,29997.765,29628.78,2023-08-09 15:25:00+00:00,2023-08-09 15:30:00+00:00,,2023-08-09 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-08-09,2023-08-09 15:10:00+00:00,H2_ARRIVAL,30149.7,29715.6,434.1000000000022,29780.715,29997.765,29628.78,2023-08-09 15:25:00+00:00,2023-08-09 15:30:00+00:00,,2023-08-09 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-08-09,2023-08-09 15:10:00+00:00,H2_ARRIVAL,30149.7,29715.6,434.1000000000022,29780.715,29997.765,29628.78,2023-08-09 15:25:00+00:00,2023-08-09 15:30:00+00:00,,2023-08-09 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2023-08-14,2023-08-14 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,29486.0,29330.0,156.0,29353.4,29431.4,29298.8,2023-08-14 13:40:00+00:00,,2023-08-14 14:40:00+00:00,2023-08-14 20:00:00+00:00,True,2023-08-14 13:40:00+00:00,29353.4,False,,0.9910256410256317,0.8410256410256317,BLIND_F15,True,,,2023-08-14 13:40:00+00:00,29353.4,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,29439.8,-1.8717204821247386,50.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,29439.8,-1.8717204821247386,50.0,False,0,,,,,,
