partition,regime,clock_block,obs_start,obs_end,rebreak_complete_ts,H,L,R4,T10,t10_touch_ts,t10_touch_close,activation_close_above_t10,final_active_ceiling,ratchets,exit_ts,exit_px,exit_reason,ceiling_kind,realized_exit_ext_r4,fixed_t10_ext_r4,delta_vs_fixed_r4,peak_down_ext_r4,giveback_r4,capture_ratio,t10_preserved,minutes_t10_to_exit
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:50:00+00:00,41998.0,41728.8,269.1999999999971,41701.880000000005,2022-03-20 09:50:00+00:00,41749.9,True,41701.880000000005,0,2022-03-20 09:55:00+00:00,41750.0,CEILING_OPEN_EXIT,T10,-0.07875185735511633,0.1,-0.17875185735511634,0.5713224368499427,0.650074294205059,0.0,False,5.0
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 14:10:00+00:00,41481.1,41055.8,425.2999999999956,41013.270000000004,2022-03-21 14:10:00+00:00,40937.9,False,40965.0,2,2022-03-21 14:55:00+00:00,40965.0,CEILING_STOP,STRUCTURAL,0.21349635551376406,0.1,0.11349635551376405,0.7714554432165748,0.5579590877028107,0.2767448948491353,True,45.0
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 05:10:00+00:00,42518.0,41842.4,675.5999999999985,41774.840000000004,2022-03-23 05:10:00+00:00,41779.9,True,41774.840000000004,0,2022-03-23 05:15:00+00:00,41779.8,CEILING_OPEN_EXIT,T10,0.09265837773830474,0.1,-0.007341622261695269,0.12152161042036519,0.028863232682060452,0.7624847746650384,False,5.0
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 11:00:00+00:00,45485.8,45100.3,385.5,45061.75,2022-04-06 11:00:00+00:00,44952.3,False,44891.0,1,2022-04-06 11:30:00+00:00,44891.0,CEILING_STOP,STRUCTURAL,0.5429312581063629,0.1,0.4429312581063629,1.2199740596627833,0.6770428015564204,0.4450350839889466,True,30.0
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:20:00+00:00,44040.7,43110.0,930.6999999999972,43016.93,2022-04-07 01:20:00+00:00,43120.4,True,43016.93,0,2022-04-07 01:25:00+00:00,43120.3,CEILING_OPEN_EXIT,T10,-0.011066938863224391,0.1,-0.1110669388632244,0.16933490920812186,0.18040184807134624,0.0,False,5.0
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 23:00:00+00:00,43707.2,42298.2,1409.0,42157.299999999996,2022-04-08 23:00:00+00:00,42293.4,True,42157.299999999996,0,2022-04-08 23:05:00+00:00,42293.3,CEILING_OPEN_EXIT,T10,0.0034776437189454786,0.1,-0.09652235628105453,0.1591199432221413,0.1556422995031958,0.02185548617303409,False,5.0
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 17:20:00+00:00,41245.9,40536.0,709.9000000000015,40465.01,2022-04-11 17:20:00+00:00,40418.7,False,40465.01,0,2022-04-11 17:25:00+00:00,40465.01,CEILING_STOP,T10,0.09999999999999692,0.1,-3.0808688933348094e-15,1.1350894492182015,1.0350894492182046,0.08809878381732154,True,5.0
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:50:00+00:00,40544.1,40350.0,194.0999999999985,40330.590000000004,2022-04-16 08:55:00+00:00,40359.8,True,40330.590000000004,0,2022-04-16 09:00:00+00:00,40359.8,CEILING_OPEN_EXIT,T10,-0.0504894384338124,0.1,-0.1504894384338124,0.4482225656877933,0.49871200412160566,0.0,False,5.0
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:55:00+00:00,42160.0,41037.3,1122.699999999997,40925.030000000006,2022-04-20 18:55:00+00:00,40959.9,True,40925.030000000006,0,2022-04-20 19:00:00+00:00,40960.0,CEILING_OPEN_EXIT,T10,0.0688518749443334,0.1,-0.03114812505566661,0.13271577447225474,0.06386389952792135,0.5187919463087443,False,5.0
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:25:00+00:00,39777.0,39524.1,252.90000000000143,39498.81,2022-04-24 13:25:00+00:00,39474.9,False,39498.81,0,2022-04-24 13:35:00+00:00,39498.81,CEILING_STOP,T10,0.10000000000000289,0.1,2.886579864025407e-15,0.8070383550810494,0.7070383550810465,0.12390984811367493,True,10.0
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:45:00+00:00,39878.0,39340.0,538.0,39286.2,2022-04-28 13:45:00+00:00,39109.3,False,39137.0,2,2022-04-28 14:20:00+00:00,39137.0,CEILING_STOP,STRUCTURAL,0.37732342007434944,0.1,0.2773234200743494,0.8888475836431172,0.5115241635687677,0.4245085738184886,True,35.0
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:45:00+00:00,38678.8,38514.0,164.8000000000029,38497.52,2022-04-30 13:45:00+00:00,38491.9,False,38497.52,0,2022-04-30 13:50:00+00:00,38497.52,CEILING_STOP,T10,0.10000000000001766,0.1,1.765254609153999e-14,2.2997572815533576,2.1997572815533397,0.04348284960423008,True,5.0
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:25:00+00:00,38680.6,37812.0,868.5999999999985,37725.14,2022-05-01 19:30:00+00:00,37806.7,True,37725.14,0,2022-05-01 19:35:00+00:00,37806.7,CEILING_OPEN_EXIT,T10,0.006101772967997835,0.1,-0.09389822703200217,0.11305549159566804,0.1069537186276702,0.05397148676174203,False,5.0
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:55:00+00:00,39155.0,38572.8,582.1999999999971,38514.58,2022-05-02 11:55:00+00:00,38516.0,True,38514.58,0,2022-05-02 12:00:00+00:00,38515.9,TIME_EXIT_BLOCK_END,NONE,0.09773273789076217,0.1,-0.002267262109237833,0.19374785297149344,0.09601511508073127,0.504432624113475,False,5.0
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:30:00+00:00,39222.0,38218.0,1004.0,38117.6,2022-05-02 18:30:00+00:00,38193.4,True,38117.6,0,2022-05-02 18:35:00+00:00,38193.3,CEILING_OPEN_EXIT,T10,0.02460159362549511,0.1,-0.0753984063745049,0.1850597609561782,0.1604581673306831,0.1329386437028886,False,5.0
development,BULL,08-12,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,2022-05-05 08:55:00+00:00,39845.0,39515.8,329.1999999999971,39482.880000000005,2022-05-05 08:55:00+00:00,39485.0,True,39482.880000000005,0,2022-05-05 09:00:00+00:00,39484.9,CEILING_OPEN_EXIT,T10,0.09386391251519359,0.1,-0.006136087484806416,0.32138517618470186,0.22752126366950826,0.2920604914933895,False,5.0
development,BEAR,08-12,2022-05-06 08:00:00+00:00,2022-05-06 12:00:00+00:00,2022-05-06 11:25:00+00:00,36535.9,35800.0,735.9000000000015,35726.41,2022-05-06 11:25:00+00:00,35704.6,False,35726.41,0,2022-05-06 11:30:00+00:00,35726.41,CEILING_STOP,T10,0.09999999999999505,0.1,-4.954370247389761e-15,0.339720070661774,0.23972007066177897,0.294359999999986,True,5.0
development,BEAR,12-16,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-05-09 14:55:00+00:00,33789.2,32620.0,1169.199999999997,32503.08,2022-05-09 14:55:00+00:00,32454.6,False,32503.08,0,2022-05-09 15:00:00+00:00,32503.08,CEILING_STOP,T10,0.09999999999999876,0.1,-1.2490009027033011e-15,0.4926445432774559,0.3926445432774571,0.2029861111111081,True,5.0
development,BEAR,00-04,2022-05-10 00:00:00+00:00,2022-05-10 04:00:00+00:00,2022-05-10 00:30:00+00:00,31888.5,30003.6,1884.9000000000008,29815.109999999997,2022-05-10 00:30:00+00:00,29924.4,True,29815.109999999997,0,2022-05-10 00:35:00+00:00,29925.6,CEILING_OPEN_EXIT,T10,0.0413815056501671,0.1,-0.058618494349832906,0.16032680778820996,0.11894530213804286,0.25810721376572054,False,5.0
development,BULL,08-12,2022-05-25 08:00:00+00:00,2022-05-25 12:00:00+00:00,2022-05-25 11:25:00+00:00,30209.3,29658.4,550.8999999999978,29603.31,2022-05-25 11:25:00+00:00,29528.1,False,29467.8,1,2022-05-25 12:00:00+00:00,29403.5,TIME_EXIT_BLOCK_END,NONE,0.4626974042475993,0.1,0.36269740424759933,0.5810491922309011,0.11835178798330181,0.7963136519837543,True,35.0
development,BEAR,12-16,2022-06-04 12:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 13:20:00+00:00,29794.1,29575.0,219.0999999999985,29553.09,2022-06-04 13:25:00+00:00,29627.9,True,29553.09,0,2022-06-04 13:30:00+00:00,29627.9,CEILING_OPEN_EXIT,T10,-0.24144226380648937,0.1,-0.34144226380648934,0.5431309904153392,0.7845732542218286,0.0,False,5.0
development,BEAR,12-16,2022-06-12 12:00:00+00:00,2022-06-12 16:00:00+00:00,2022-06-12 13:50:00+00:00,27698.0,27324.5,373.5,27287.15,2022-06-12 13:50:00+00:00,27264.2,False,27287.15,0,2022-06-12 13:55:00+00:00,27287.15,CEILING_STOP,T10,0.0999999999999961,0.1,-3.899658373995862e-15,1.2704149933065596,1.1704149933065635,0.07871443624867976,True,5.0
development,SIDEWAYS,12-16,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,2022-07-05 12:40:00+00:00,20209.2,19461.9,747.2999999999993,19387.170000000002,2022-07-05 12:55:00+00:00,19364.9,False,19387.170000000002,0,2022-07-05 13:00:00+00:00,19387.170000000002,CEILING_STOP,T10,0.09999999999999952,0.1,-4.85722573273506e-16,0.22788706008296947,0.12788706008296996,0.4388138578978173,True,5.0
development,BEAR,20-00,2022-07-11 20:00:00+00:00,2022-07-12 00:00:00+00:00,2022-07-11 21:25:00+00:00,20733.8,20384.0,349.7999999999993,20349.02,2022-07-11 21:25:00+00:00,20346.0,False,20349.02,0,2022-07-11 21:30:00+00:00,20349.02,CEILING_STOP,T10,0.09999999999999896,0.1,-1.0408340855860843e-15,1.4694110920526045,1.3694110920526055,0.06805447470817036,True,5.0
development,BULL,12-16,2022-07-17 12:00:00+00:00,2022-07-17 16:00:00+00:00,2022-07-17 13:20:00+00:00,21545.7,21210.1,335.6000000000022,21176.539999999997,2022-07-17 13:20:00+00:00,21229.4,True,21176.539999999997,0,2022-07-17 13:25:00+00:00,21229.4,CEILING_OPEN_EXIT,T10,-0.05750893921335752,0.1,-0.1575089392133575,0.41746126340881295,0.4749702026221705,0.0,False,5.0
development,BULL,04-08,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2022-08-15 07:10:00+00:00,25200.0,24150.0,1050.0,24045.0,2022-08-15 07:10:00+00:00,24044.1,False,24045.0,0,2022-08-15 07:15:00+00:00,24045.0,CEILING_STOP,T10,0.1,0.1,0.0,0.2221904761904755,0.12219047619047549,0.45006429489927274,True,5.0
development,BULL,12-16,2022-08-25 12:00:00+00:00,2022-08-25 16:00:00+00:00,2022-08-25 15:20:00+00:00,21810.9,21601.0,209.90000000000143,21580.01,2022-08-25 15:20:00+00:00,21518.6,False,21580.01,0,2022-08-25 15:30:00+00:00,21580.01,CEILING_STOP,T10,0.10000000000000694,0.1,6.938893903907228e-15,0.6002858504049506,0.5002858504049437,0.1665873015873143,True,10.0
development,BEAR,20-00,2022-08-28 20:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-28 22:20:00+00:00,20140.0,19942.0,198.0,19922.2,2022-08-28 22:20:00+00:00,19893.4,False,19922.2,0,2022-08-28 22:25:00+00:00,19922.2,CEILING_STOP,T10,0.09999999999999633,0.1,-3.677613769070831e-15,2.191919191919192,2.0919191919191955,0.04562211981566652,True,5.0
development,BEAR,04-08,2022-09-01 04:00:00+00:00,2022-09-01 08:00:00+00:00,2022-09-01 07:55:00+00:00,20198.3,19910.0,288.2999999999993,19881.17,2022-09-01 07:55:00+00:00,19885.7,True,19881.17,0,2022-09-01 08:00:00+00:00,19885.6,TIME_EXIT_BLOCK_END,NONE,0.08463406174124702,0.1,-0.015365938258752987,0.13874436351023275,0.054110301768985736,0.6100000000000363,False,5.0
development,BEAR,16-20,2022-09-03 16:00:00+00:00,2022-09-03 20:00:00+00:00,2022-09-03 19:50:00+00:00,19894.0,19740.1,153.90000000000146,19724.71,2022-09-03 19:50:00+00:00,19693.4,False,19724.71,0,2022-09-03 20:00:00+00:00,19702.9,TIME_EXIT_BLOCK_END,NONE,0.24171539961011526,0.1,0.14171539961011526,0.33658219623131114,0.09486679662119588,0.7181467181466721,True,10.0
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 13:20:00+00:00,21384.0,21246.0,138.0,21232.2,2022-09-10 13:20:00+00:00,21229.6,False,21232.2,0,2022-09-10 13:25:00+00:00,21232.2,CEILING_STOP,T10,0.09999999999999473,0.1,-5.2735593669694936e-15,0.9695652173912991,0.8695652173913043,0.10313901345290992,True,5.0
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 14:35:00+00:00,20213.3,20010.2,203.0999999999985,19989.89,2022-09-15 14:35:00+00:00,19818.2,False,19780.0,2,2022-09-15 15:30:00+00:00,19780.0,CEILING_STOP,STRUCTURAL,1.1334318069916418,0.1,1.0334318069916417,2.743476120137887,1.6100443131462452,0.41313711414214005,True,55.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:40:00+00:00,20019.0,19707.0,312.0,19675.8,2022-09-18 16:40:00+00:00,19703.9,True,19675.8,0,2022-09-18 16:45:00+00:00,19703.9,CEILING_OPEN_EXIT,T10,0.009935897435892772,0.1,-0.09006410256410724,0.4817307692307669,0.4717948717948741,0.02062541583498709,False,5.0
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 03:20:00+00:00,19686.3,19408.0,278.2999999999993,19380.17,2022-09-20 03:20:00+00:00,19189.5,False,19338.8,1,2022-09-20 03:45:00+00:00,19338.8,CEILING_STOP,STRUCTURAL,0.24865253323751674,0.1,0.14865253323751673,0.9328063241106691,0.6841537908731523,0.26656394453005056,True,25.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:40:00+00:00,19389.0,19213.6,175.40000000000146,19196.059999999998,2022-10-02 11:40:00+00:00,19189.4,False,19196.059999999998,0,2022-10-02 11:45:00+00:00,19196.059999999998,CEILING_STOP,T10,0.10000000000000416,0.1,4.1494585545365226e-15,0.2844925883694265,0.18449258836942234,0.3515030060120569,True,5.0
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:25:00+00:00,19279.9,19000.0,279.90000000000146,18972.01,2022-10-11 00:25:00+00:00,19026.7,True,18972.01,0,2022-10-11 00:30:00+00:00,19026.7,CEILING_OPEN_EXIT,T10,-0.09539121114684027,0.1,-0.19539121114684027,0.1786352268667372,0.27402643801357746,0.0,False,5.0
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:55:00+00:00,19190.0,19081.3,108.70000000000071,19070.43,2022-10-12 12:55:00+00:00,19069.0,False,19070.43,0,2022-10-12 13:00:00+00:00,19070.43,CEILING_STOP,T10,0.09999999999998997,0.1,-1.0033640585049852e-14,0.48942042318307616,0.3894204231830862,0.20432330827065476,True,5.0
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:55:00+00:00,19075.1,18982.2,92.89999999999782,18972.91,2022-10-21 08:55:00+00:00,18973.0,True,18972.91,0,2022-10-21 09:00:00+00:00,18973.0,CEILING_OPEN_EXIT,T10,0.09903121636168938,0.1,-0.0009687836383106274,1.0430570505920747,0.9440258342303853,0.09494324045408244,False,5.0
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:05:00+00:00,20974.9,20743.2,231.7000000000008,20720.03,2022-10-29 23:05:00+00:00,20728.1,True,20720.03,0,2022-10-29 23:10:00+00:00,20728.0,CEILING_OPEN_EXIT,T10,0.06560207164437062,0.1,-0.03439792835562938,0.10876132930513871,0.043159257660768086,0.6031746031746146,False,5.0
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:15:00+00:00,20771.0,20607.1,163.90000000000146,20590.71,2022-10-30 17:15:00+00:00,20590.0,False,20590.71,0,2022-10-30 17:20:00+00:00,20590.71,CEILING_STOP,T10,0.09999999999999556,0.1,-4.440892098500626e-15,0.24832214765098676,0.1483221476509912,0.4027027027027172,True,5.0
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:10:00+00:00,21373.1,21227.0,146.09999999999854,21212.39,2022-11-06 02:10:00+00:00,21208.9,False,21212.39,0,2022-11-06 02:15:00+00:00,21212.39,CEILING_STOP,T10,0.10000000000000497,0.1,4.9682480351975755e-15,0.29021218343601557,0.1902121834360106,0.3445754716981151,True,5.0
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:20:00+00:00,20885.6,20641.6,244.0,20617.199999999997,2022-11-07 22:20:00+00:00,20511.3,False,20500.0,1,2022-11-07 23:15:00+00:00,20500.0,CEILING_STOP,STRUCTURAL,0.580327868852453,0.1,0.48032786885245304,1.096721311475404,0.516393442622951,0.5291479820627776,True,55.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:10:00+00:00,19787.7,19560.0,227.7000000000008,19537.23,2022-11-08 14:10:00+00:00,19581.6,True,19537.23,0,2022-11-08 14:15:00+00:00,19581.6,CEILING_OPEN_EXIT,T10,-0.09486166007904466,0.1,-0.19486166007904465,1.5810276679841841,1.6758893280632288,0.0,False,5.0
development,BEAR,12-16,2022-11-09 12:00:00+00:00,2022-11-09 16:00:00+00:00,2022-11-09 15:55:00+00:00,18245.2,17229.3,1015.9000000000016,17127.71,2022-11-09 15:55:00+00:00,17098.4,False,17127.71,0,2022-11-09 16:00:00+00:00,17096.8,TIME_EXIT_BLOCK_END,NONE,0.13042622305344995,0.1,0.03042622305344994,0.2346687666108844,0.10424254355743445,0.555788590604032,True,5.0
development,BEAR,20-00,2022-11-12 20:00:00+00:00,2022-11-13 00:00:00+00:00,2022-11-12 21:25:00+00:00,16957.9,16820.0,137.90000000000146,16806.21,2022-11-12 21:25:00+00:00,16780.0,False,16806.21,0,2022-11-12 21:30:00+00:00,16806.21,CEILING_STOP,T10,0.10000000000000528,0.1,5.2735593669694936e-15,0.49093546047860775,0.3909354604786025,0.20369276218612595,True,5.0
development,BEAR,20-00,2022-11-13 20:00:00+00:00,2022-11-14 00:00:00+00:00,2022-11-13 21:45:00+00:00,16616.1,16455.2,160.89999999999782,16439.11,2022-11-13 21:45:00+00:00,16392.7,False,16423.7,1,2022-11-13 22:30:00+00:00,16423.7,CEILING_STOP,STRUCTURAL,0.1957737725295241,0.1,0.0957737725295241,1.1821006836544643,0.9863269111249402,0.16561514195583535,True,45.0
development,BEAR,04-08,2022-11-14 04:00:00+00:00,2022-11-14 08:00:00+00:00,2022-11-14 05:45:00+00:00,16399.5,15900.0,499.5,15850.05,2022-11-14 05:45:00+00:00,15867.1,True,15850.05,0,2022-11-14 05:50:00+00:00,15867.1,CEILING_OPEN_EXIT,T10,0.06586586586586514,0.1,-0.034134134134134866,0.1891891891891892,0.12332332332332406,0.34814814814814427,False,5.0
development,BEAR,12-16,2022-11-16 12:00:00+00:00,2022-11-16 16:00:00+00:00,2022-11-16 12:30:00+00:00,16840.6,16634.7,205.89999999999785,16614.11,2022-11-16 12:30:00+00:00,16616.6,True,16614.11,0,2022-11-16 12:35:00+00:00,16616.6,CEILING_OPEN_EXIT,T10,0.08790675084993867,0.1,-0.012093249150061339,1.3438562408936552,1.2559494900437165,0.06541380556560222,False,5.0
development,BEAR,12-16,2022-11-28 12:00:00+00:00,2022-11-28 16:00:00+00:00,2022-11-28 13:20:00+00:00,16262.7,16170.0,92.70000000000071,16160.73,2022-11-28 13:20:00+00:00,16161.3,True,16160.73,0,2022-11-28 13:25:00+00:00,16161.3,CEILING_OPEN_EXIT,T10,0.09385113268609127,0.1,-0.006148867313908735,0.7378640776698933,0.644012944983802,0.12719298245615168,False,5.0
development,BULL,04-08,2022-12-07 04:00:00+00:00,2022-12-07 08:00:00+00:00,2022-12-07 05:25:00+00:00,17130.0,17011.0,119.0,16999.1,2022-12-07 05:25:00+00:00,16988.9,False,16999.1,0,2022-12-07 05:30:00+00:00,16999.1,CEILING_STOP,T10,0.10000000000001223,0.1,1.2226331058684536e-14,2.4529411764706004,2.3529411764705883,0.04076738609113188,True,5.0
development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 11:05:00+00:00,17189.0,17144.7,44.29999999999927,17140.27,2022-12-11 11:05:00+00:00,17140.9,True,17140.27,0,2022-12-11 11:10:00+00:00,17140.9,CEILING_OPEN_EXIT,T10,0.0857787810383597,0.1,-0.014221218961640303,0.23024830699776286,0.14446952595940316,0.3725490196077452,False,5.0
development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:55:00+00:00,17265.0,17124.9,140.09999999999854,17110.890000000003,2022-12-11 20:55:00+00:00,17093.9,False,17110.890000000003,0,2022-12-11 21:05:00+00:00,17110.890000000003,CEILING_STOP,T10,0.09999999999998961,0.1,-1.0394463068053028e-14,0.4632405424696797,0.3632405424696901,0.21587057010782873,True,10.0
development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 15:00:00+00:00,16750.0,16652.3,97.70000000000071,16642.53,2022-12-17 15:00:00+00:00,16653.4,True,16642.53,0,2022-12-17 15:05:00+00:00,16653.4,CEILING_OPEN_EXIT,T10,-0.011258955987739763,0.1,-0.11125895598773977,0.1422722620265887,0.15353121801432845,0.0,False,5.0
development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:40:00+00:00,16861.9,16794.2,67.70000000000073,16787.43,2022-12-22 13:40:00+00:00,16769.9,False,16781.6,1,2022-12-22 14:00:00+00:00,16781.6,CEILING_STOP,STRUCTURAL,0.18611521418023705,0.1,0.08611521418023704,2.8685376661742783,2.682422451994041,0.06488156539650945,True,20.0
