partition,date_utc,signal_ts,fill_bar_start,entry_px,H,L,range,b27ak_h2_after_fill,h2_bar_start,session_end,has_h2,first_close_break_bar_start,first_close_break_ts,max_low_extension,max_close_extension,E05_price,E05_low_reach,E05_low_reach_bar_start,E05_minutes_from_h2,E05_close_reach,E05_close_reach_ts,E10_price,E10_low_reach,E10_low_reach_bar_start,E10_minutes_from_h2,E10_close_reach,E10_close_reach_ts,E15_price,E15_low_reach,E15_low_reach_bar_start,E15_minutes_from_h2,E15_close_reach,E15_close_reach_ts,E20_price,E20_low_reach,E20_low_reach_bar_start,E20_minutes_from_h2,E20_close_reach,E20_close_reach_ts,E25_price,E25_low_reach,E25_low_reach_bar_start,E25_minutes_from_h2,E25_close_reach,E25_close_reach_ts,E30_price,E30_low_reach,E30_low_reach_bar_start,E30_minutes_from_h2,E30_close_reach,E30_close_reach_ts,E40_price,E40_low_reach,E40_low_reach_bar_start,E40_minutes_from_h2,E40_close_reach,E40_close_reach_ts,E50_price,E50_low_reach,E50_low_reach_bar_start,E50_minutes_from_h2,E50_close_reach,E50_close_reach_ts
development,2022-07-05,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,19436.38,20209.2,19300.0,909.2000000000007,False,,2022-07-05 20:00:00+00:00,False,,,,,19254.54,False,,,False,,19209.08,False,,,False,,19163.62,False,,,False,,19118.16,False,,,False,,19072.7,False,,,False,,19027.239999999998,False,,,False,,18936.32,False,,,False,,18845.4,False,,,False,
development,2022-07-15,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,20768.105,21090.0,20711.3,378.7000000000007,True,2022-07-15 16:20:00+00:00,2022-07-15 20:00:00+00:00,True,2022-07-15 16:20:00+00:00,2022-07-15 16:25:00+00:00,0.23580670715605784,0.08740427779244384,20692.364999999998,True,2022-07-15 16:20:00+00:00,0.0,True,2022-07-15 16:25:00+00:00,20673.43,True,2022-07-15 16:20:00+00:00,0.0,False,,20654.495,True,2022-07-15 16:20:00+00:00,0.0,False,,20635.559999999998,True,2022-07-15 16:25:00+00:00,5.0,False,,20616.625,False,,,False,,20597.69,False,,,False,,20559.82,False,,,False,,20521.949999999997,False,,,False,
development,2022-07-25,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,21841.19,22095.0,21796.4,298.59999999999854,True,2022-07-25 14:05:00+00:00,2022-07-25 20:00:00+00:00,True,2022-07-25 14:10:00+00:00,2022-07-25 14:15:00+00:00,0.8436034829203037,0.6574012056262688,21781.47,True,2022-07-25 14:15:00+00:00,10.0,True,2022-07-25 14:30:00+00:00,21766.54,True,2022-07-25 14:15:00+00:00,10.0,True,2022-07-25 14:30:00+00:00,21751.61,True,2022-07-25 14:25:00+00:00,20.0,True,2022-07-25 19:10:00+00:00,21736.68,True,2022-07-25 14:25:00+00:00,20.0,True,2022-07-25 19:10:00+00:00,21721.75,True,2022-07-25 14:25:00+00:00,20.0,True,2022-07-25 19:10:00+00:00,21706.820000000003,True,2022-07-25 14:25:00+00:00,20.0,True,2022-07-25 19:10:00+00:00,21676.960000000003,True,2022-07-25 14:25:00+00:00,20.0,True,2022-07-25 19:10:00+00:00,21647.100000000002,True,2022-07-25 19:05:00+00:00,300.0,True,2022-07-25 19:10:00+00:00
development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:35:00+00:00,19855.85,20115.1,19810.1,305.0,True,2022-09-01 14:45:00+00:00,2022-09-01 20:00:00+00:00,True,2022-09-01 14:45:00+00:00,2022-09-01 14:50:00+00:00,0.836393442622946,0.6573770491803279,19794.85,True,2022-09-01 14:45:00+00:00,0.0,True,2022-09-01 14:50:00+00:00,19779.6,True,2022-09-01 14:45:00+00:00,0.0,True,2022-09-01 14:50:00+00:00,19764.35,True,2022-09-01 14:45:00+00:00,0.0,True,2022-09-01 14:50:00+00:00,19749.1,True,2022-09-01 14:45:00+00:00,0.0,True,2022-09-01 14:55:00+00:00,19733.85,True,2022-09-01 14:45:00+00:00,0.0,True,2022-09-01 14:55:00+00:00,19718.6,True,2022-09-01 14:45:00+00:00,0.0,True,2022-09-01 14:55:00+00:00,19688.1,True,2022-09-01 14:50:00+00:00,5.0,True,2022-09-01 15:00:00+00:00,19657.6,True,2022-09-01 14:55:00+00:00,10.0,True,2022-09-01 16:40:00+00:00
development,2022-09-27,2022-09-27 14:05:00+00:00,2022-09-27 14:10:00+00:00,20120.85,20375.0,20076.0,299.0,True,2022-09-27 15:40:00+00:00,2022-09-27 20:00:00+00:00,True,2022-09-27 15:40:00+00:00,2022-09-27 15:45:00+00:00,4.262541806020067,4.0277591973244125,20061.05,True,2022-09-27 15:40:00+00:00,0.0,True,2022-09-27 15:55:00+00:00,20046.1,True,2022-09-27 15:50:00+00:00,10.0,True,2022-09-27 15:55:00+00:00,20031.15,True,2022-09-27 15:50:00+00:00,10.0,True,2022-09-27 16:00:00+00:00,20016.2,True,2022-09-27 15:55:00+00:00,15.0,True,2022-09-27 16:00:00+00:00,20001.25,True,2022-09-27 15:55:00+00:00,15.0,True,2022-09-27 16:00:00+00:00,19986.3,True,2022-09-27 15:55:00+00:00,15.0,True,2022-09-27 16:00:00+00:00,19956.4,True,2022-09-27 15:55:00+00:00,15.0,True,2022-09-27 16:00:00+00:00,19926.5,True,2022-09-27 15:55:00+00:00,15.0,True,2022-09-27 16:00:00+00:00
development,2022-10-10,2022-10-10 16:25:00+00:00,2022-10-10 16:50:00+00:00,19161.145,19430.0,19113.7,316.2999999999993,False,,2022-10-10 20:00:00+00:00,False,,,,,19097.885000000002,False,,,False,,19082.07,False,,,False,,19066.255,False,,,False,,19050.440000000002,False,,,False,,19034.625,False,,,False,,19018.81,False,,,False,,18987.18,False,,,False,,18955.550000000003,False,,,False,
development,2022-10-24,2022-10-24 13:45:00+00:00,2022-10-24 14:00:00+00:00,19310.26,19439.8,19287.4,152.39999999999782,True,2022-10-24 14:05:00+00:00,2022-10-24 20:00:00+00:00,True,2022-10-24 14:15:00+00:00,2022-10-24 14:20:00+00:00,0.9278215223097341,0.7053805774278317,19279.780000000002,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:20:00+00:00,19272.160000000003,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:20:00+00:00,19264.54,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:20:00+00:00,19256.920000000002,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:25:00+00:00,19249.300000000003,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:25:00+00:00,19241.68,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:25:00+00:00,19226.440000000002,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:25:00+00:00,19211.200000000004,True,2022-10-24 14:15:00+00:00,10.0,True,2022-10-24 14:25:00+00:00
development,2022-10-27,2022-10-27 13:55:00+00:00,2022-10-27 16:25:00+00:00,20498.465,20773.1,20450.0,323.09999999999854,False,,2022-10-27 20:00:00+00:00,False,,,,,20433.845,False,,,False,,20417.69,False,,,False,,20401.535,False,,,False,,20385.38,False,,,False,,20369.225,False,,,False,,20353.07,False,,,False,,20320.760000000002,False,,,False,,20288.45,False,,,False,
development,2022-12-15,2022-12-15 13:50:00+00:00,2022-12-15 14:00:00+00:00,17489.989999999998,17716.6,17450.0,266.59999999999854,True,2022-12-15 14:55:00+00:00,2022-12-15 20:00:00+00:00,True,2022-12-15 14:55:00+00:00,2022-12-15 15:00:00+00:00,0.5251312828207081,0.44336084021005767,17436.67,True,2022-12-15 14:55:00+00:00,0.0,True,2022-12-15 15:30:00+00:00,17423.34,True,2022-12-15 14:55:00+00:00,0.0,True,2022-12-15 15:30:00+00:00,17410.010000000002,True,2022-12-15 14:55:00+00:00,0.0,True,2022-12-15 15:50:00+00:00,17396.68,True,2022-12-15 14:55:00+00:00,0.0,True,2022-12-15 16:35:00+00:00,17383.35,True,2022-12-15 15:45:00+00:00,50.0,True,2022-12-15 16:45:00+00:00,17370.02,True,2022-12-15 15:45:00+00:00,50.0,True,2022-12-15 16:50:00+00:00,17343.36,True,2022-12-15 16:50:00+00:00,115.0,True,2022-12-15 18:50:00+00:00,17316.7,True,2022-12-15 18:45:00+00:00,230.0,False,
development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 14:25:00+00:00,17000.075,17510.5,16910.0,600.5,True,2022-12-16 15:30:00+00:00,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,2022-12-16 16:10:00+00:00,0.34970857618651124,0.23297252289758777,16879.975,True,2022-12-16 16:05:00+00:00,35.0,True,2022-12-16 16:10:00+00:00,16849.95,True,2022-12-16 16:05:00+00:00,35.0,True,2022-12-16 16:25:00+00:00,16819.925,True,2022-12-16 16:05:00+00:00,35.0,True,2022-12-16 16:55:00+00:00,16789.9,True,2022-12-16 16:05:00+00:00,35.0,True,2022-12-16 17:15:00+00:00,16759.875,True,2022-12-16 16:50:00+00:00,80.0,False,,16729.85,True,2022-12-16 16:50:00+00:00,80.0,False,,16669.8,False,,,False,,16609.75,False,,,False,
