partition,dev_block,entry_ts,warning_ts,terminal_label,terminal_event_ts,H,L,R,available_5x1m,ohlc_parity,five_open,five_high,five_low,five_close,agg_open,agg_high,agg_low,agg_close
development,0.0,2022-03-05 16:15:00+00:00,2022-03-05 16:20:00+00:00,RECOVER_E40,2022-03-05 16:40:00+00:00,89.82,87.71,2.1099999999999994,True,True,89.61,89.97,89.46,89.89,89.61,89.97,89.46,89.89
development,0.0,2022-03-12 15:40:00+00:00,2022-03-12 15:40:00+00:00,RECOVER_E40,2022-03-12 15:45:00+00:00,81.78,80.83,0.9500000000000028,True,True,81.49,81.96,81.47,81.87,81.49,81.96,81.47,81.87
development,0.0,2022-03-15 15:15:00+00:00,2022-03-15 15:15:00+00:00,FAILED_BREAK,2022-03-15 15:20:00+00:00,80.84,78.94,1.9000000000000057,True,True,80.71,80.89,80.59,80.88,80.71,80.89,80.59,80.88
development,0.0,2022-03-17 19:45:00+00:00,2022-03-17 19:55:00+00:00,FAILED_BREAK,2022-03-17 20:00:00+00:00,90.76,86.54,4.219999999999999,True,True,90.52,90.83,90.38,90.83,90.52,90.83,90.38,90.83
development,0.0,2022-03-18 15:05:00+00:00,2022-03-18 15:05:00+00:00,RECOVER_E40,2022-03-18 15:35:00+00:00,86.4,84.35,2.050000000000012,True,True,86.15,86.72,86.06,86.56,86.15,86.72,86.06,86.56
development,0.0,2022-03-23 15:00:00+00:00,2022-03-23 15:10:00+00:00,FAILED_BREAK,2022-03-23 16:30:00+00:00,94.95,90.57,4.38000000000001,True,True,94.57,95.56,94.51,95.38,94.57,95.56,94.51,95.38
development,0.0,2022-03-24 15:40:00+00:00,2022-03-24 15:40:00+00:00,FAILED_BREAK,2022-03-24 15:45:00+00:00,101.85,97.27,4.579999999999998,True,True,101.57,102.2,101.52,101.97,101.57,102.2,101.52,101.97
development,0.0,2022-03-30 15:15:00+00:00,2022-03-30 15:15:00+00:00,FAILED_BREAK,2022-03-30 15:25:00+00:00,120.11,110.7,9.409999999999997,True,True,119.34,120.5,119.27,120.17,119.34,120.5,119.27,120.17
development,0.0,2022-04-13 15:20:00+00:00,2022-04-13 15:25:00+00:00,FAILED_BREAK,2022-04-13 16:30:00+00:00,104.86,100.02,4.840000000000003,True,True,105.39,105.44,105.02,105.27,105.39,105.44,105.02,105.27
development,0.0,2022-04-15 15:40:00+00:00,2022-04-15 15:45:00+00:00,FAILED_BREAK,2022-04-15 15:50:00+00:00,102.4,99.74,2.660000000000011,True,True,102.8,102.81,102.48,102.59,102.8,102.81,102.48,102.59
development,0.0,2022-04-16 15:00:00+00:00,2022-04-16 15:00:00+00:00,FAILED_BREAK,2022-04-16 15:05:00+00:00,102.98,101.19,1.7900000000000065,True,True,102.83,103.46,102.82,103.11,102.83,103.46,102.82,103.11
development,0.0,2022-04-17 15:15:00+00:00,2022-04-17 15:20:00+00:00,FAILED_BREAK,2022-04-17 15:25:00+00:00,104.61,101.8,2.8100000000000023,True,True,104.92,104.92,104.6,104.69,104.92,104.92,104.6,104.69
development,0.0,2022-04-19 15:10:00+00:00,2022-04-19 15:10:00+00:00,FAILED_BREAK,2022-04-19 15:15:00+00:00,107.46,101.43,6.029999999999987,True,True,106.86,108.56,106.85,107.96,106.86,108.56,106.85,107.96
development,0.0,2022-04-23 16:35:00+00:00,2022-04-23 16:35:00+00:00,FAILED_BREAK,2022-04-23 16:55:00+00:00,102.5,100.7,1.7999999999999972,True,True,102.33,102.58,102.14,102.55,102.33,102.58,102.14,102.55
development,0.0,2022-04-25 16:15:00+00:00,2022-04-25 16:30:00+00:00,RECOVER_E40,2022-04-25 18:45:00+00:00,98.19,94.38,3.8100000000000014,True,True,98.15,98.43,97.98,98.36,98.15,98.43,97.98,98.36
