source_signals,accepted_trades,blocked_signals,blocked_pct,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak
230,114,116,0.5043478260869565,0.5877192982456141,105.80346544310869,0.9281005740623569,1.3028669151291126,59.37625579194069,4,9
