partition,regime,clock_block,leak_type,obs_start,obs_end,fill_ts,exit_ts,exit_reason,H,L,R4,F05,T5,T10,REBREAK_AT_EXIT,T5_AT_EXIT,FAST_L_TOUCH_10M,NO_F25_CLOSE_BEFORE_EXIT,LAST_CLOSE_LE_F05,first_l_touch_min,carried_rebreak_at_exit,fresh_rebreak_after_exit,rebreak_available,rebreak_available_min,future_t5,future_t5_min,future_t10,future_t10_min,future_high_break,future_high_break_min,no_resolution_4h,breath_rows
development,BEAR,00-04,TIME_OTHER,2024-12-29 00:00:00+00:00,2024-12-29 04:00:00+00:00,2024-12-29 02:05:00+00:00,2024-12-29 04:00:00+00:00,TIME_BLOCK_END_OPEN,95700.0,94836.0,864.0,94879.2,94792.8,94749.6,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BEAR,16-20,BE,2024-12-29 16:00:00+00:00,2024-12-29 20:00:00+00:00,2024-12-29 17:10:00+00:00,2024-12-29 17:25:00+00:00,CEILING_STOP,95195.0,93925.4,1269.6000000000058,93988.88,93861.92,93798.44,False,False,True,True,True,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,08-12,BE,2020-01-08 08:00:00+00:00,2020-01-08 12:00:00+00:00,2020-01-08 08:20:00+00:00,2020-01-08 10:00:00+00:00,CEILING_STOP,8381.87,8280.0,101.8700000000008,8285.0935,8274.9065,8269.813,False,False,False,False,False,90.0,False,True,True,190.0,True,190.0,True,190.0,False,,False,48
external,BULL,04-08,BE,2020-01-09 04:00:00+00:00,2020-01-09 08:00:00+00:00,2020-01-09 06:20:00+00:00,2020-01-09 06:35:00+00:00,CEILING_STOP,8060.0,7932.0,128.0,7938.4,7925.6,7919.2,False,False,True,True,True,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,08-12,TIME_OTHER,2020-01-28 08:00:00+00:00,2020-01-28 12:00:00+00:00,2020-01-28 10:10:00+00:00,2020-01-28 12:00:00+00:00,TIME_BLOCK_END_OPEN,9149.09,8977.61,171.47999999999956,8986.184000000001,8969.036,8960.462000000001,False,False,False,False,False,,False,False,False,,False,,False,,True,135.0,False,48
external,BULL,00-04,BE,2020-01-31 00:00:00+00:00,2020-01-31 04:00:00+00:00,2020-01-31 01:45:00+00:00,2020-01-31 02:00:00+00:00,CEILING_STOP,9599.0,9481.58,117.42000000000009,9487.451,9475.709,9469.838,False,False,True,True,True,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,04-08,BE,2020-02-07 04:00:00+00:00,2020-02-07 08:00:00+00:00,2020-02-07 04:30:00+00:00,2020-02-07 05:45:00+00:00,CEILING_STOP,9867.3,9762.0,105.29999999999929,9767.265,9756.735,9751.47,False,False,False,False,False,65.0,False,True,True,15.0,True,40.0,True,40.0,False,,False,48
external,SIDEWAYS,00-04,BE,2020-02-11 00:00:00+00:00,2020-02-11 04:00:00+00:00,2020-02-11 00:40:00+00:00,2020-02-11 00:50:00+00:00,CEILING_STOP,9908.0,9825.88,82.1200000000008,9829.986,9821.774,9817.668,True,False,False,True,True,,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
external,SIDEWAYS,08-12,BE,2020-02-16 08:00:00+00:00,2020-02-16 12:00:00+00:00,2020-02-16 11:15:00+00:00,2020-02-16 11:55:00+00:00,CEILING_OPEN_EXIT,10042.06,9942.0,100.05999999999948,9947.003,9936.997,9931.994,False,False,False,False,False,35.0,False,True,True,5.0,True,5.0,True,10.0,False,,False,48
external,BEAR,12-16,BE,2020-02-18 12:00:00+00:00,2020-02-18 16:00:00+00:00,2020-02-18 13:50:00+00:00,2020-02-18 14:05:00+00:00,CEILING_STOP,9802.59,9645.23,157.36000000000058,9653.098,9637.362,9629.494,True,False,True,True,True,5.0,True,False,True,0.0,True,10.0,False,,True,80.0,False,48
external,SIDEWAYS,12-16,TIME_OTHER,2020-03-11 12:00:00+00:00,2020-03-11 16:00:00+00:00,2020-03-11 15:55:00+00:00,2020-03-11 16:00:00+00:00,TIME_BLOCK_END_OPEN,7930.0,7758.18,171.8199999999997,7766.771000000001,7749.589,7740.998,False,False,False,True,False,,False,True,True,65.0,True,65.0,True,65.0,False,,False,48
external,BULL,12-16,TIME_OTHER,2020-03-24 12:00:00+00:00,2020-03-24 16:00:00+00:00,2020-03-24 15:45:00+00:00,2020-03-24 16:00:00+00:00,TIME_BLOCK_END_OPEN,6840.0,6564.21,275.79,6577.9995,6550.4205,6536.631,False,False,True,True,False,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,20-00,TIME_OTHER,2020-03-25 20:00:00+00:00,2020-03-26 00:00:00+00:00,2020-03-25 21:55:00+00:00,2020-03-26 00:00:00+00:00,TIME_BLOCK_END_OPEN,6699.99,6569.0,130.98999999999978,6575.5495,6562.4505,6555.901,False,False,False,False,False,,False,False,False,,False,,False,,True,5.0,False,48
external,BULL,16-20,TIME_OTHER,2020-04-05 16:00:00+00:00,2020-04-05 20:00:00+00:00,2020-04-05 17:50:00+00:00,2020-04-05 20:00:00+00:00,TIME_BLOCK_END_OPEN,6819.12,6754.53,64.59000000000015,6757.7595,6751.300499999999,6748.071,False,False,False,False,False,,False,True,True,30.0,True,30.0,True,30.0,False,,False,48
external,BEAR,12-16,TIME_OTHER,2020-04-13 12:00:00+00:00,2020-04-13 16:00:00+00:00,2020-04-13 14:05:00+00:00,2020-04-13 16:00:00+00:00,TIME_BLOCK_END_OPEN,6830.0,6651.0,179.0,6659.95,6642.05,6633.1,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BEAR,00-04,BE,2020-04-15 00:00:00+00:00,2020-04-15 04:00:00+00:00,2020-04-15 00:25:00+00:00,2020-04-15 00:35:00+00:00,CEILING_OPEN_EXIT,6925.95,6825.99,99.96000000000004,6830.987999999999,6820.992,6815.994,False,False,True,True,False,5.0,False,False,False,,False,,False,,False,,True,48
external,BULL,12-16,BE,2020-04-17 12:00:00+00:00,2020-04-17 16:00:00+00:00,2020-04-17 13:40:00+00:00,2020-04-17 13:55:00+00:00,CEILING_STOP,7122.64,7023.0,99.64000000000031,7027.982,7018.018,7013.036,False,False,True,True,True,5.0,False,True,True,55.0,True,55.0,True,55.0,False,,False,48
external,BULL,00-04,BE,2020-04-19 00:00:00+00:00,2020-04-19 04:00:00+00:00,2020-04-19 00:30:00+00:00,2020-04-19 01:35:00+00:00,CEILING_OPEN_EXIT,7290.0,7192.01,97.98999999999978,7196.9095,7187.110500000001,7182.211,False,False,False,False,False,60.0,False,False,False,,False,,False,,False,,True,48
external,BULL,12-16,TIME_OTHER,2020-04-24 12:00:00+00:00,2020-04-24 16:00:00+00:00,2020-04-24 14:55:00+00:00,2020-04-24 16:00:00+00:00,TIME_BLOCK_END_OPEN,7612.91,7471.47,141.4399999999996,7478.542,7464.398,7457.326,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BULL,12-16,BE,2020-05-01 12:00:00+00:00,2020-05-01 16:00:00+00:00,2020-05-01 14:15:00+00:00,2020-05-01 14:45:00+00:00,CEILING_STOP,9065.0,8755.0,310.0,8770.5,8739.5,8724.0,True,False,False,True,True,20.0,True,False,True,0.0,True,65.0,True,75.0,False,,False,48
external,SIDEWAYS,12-16,BE,2020-05-10 12:00:00+00:00,2020-05-10 16:00:00+00:00,2020-05-10 15:15:00+00:00,2020-05-10 15:45:00+00:00,CEILING_STOP,8900.2,8656.55,243.65000000000143,8668.7325,8644.367499999998,8632.185,True,False,False,True,True,20.0,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
external,SIDEWAYS,08-12,BE,2020-05-11 08:00:00+00:00,2020-05-11 12:00:00+00:00,2020-05-11 08:35:00+00:00,2020-05-11 08:50:00+00:00,CEILING_STOP,8729.38,8610.42,118.95999999999913,8616.368,8604.472,8598.524,False,False,True,True,True,5.0,False,True,True,15.0,True,15.0,True,15.0,False,,False,48
external,SIDEWAYS,16-20,BE,2020-05-24 16:00:00+00:00,2020-05-24 20:00:00+00:00,2020-05-24 19:25:00+00:00,2020-05-24 19:55:00+00:00,CEILING_STOP,9176.44,9006.0,170.4400000000005,9014.522,8997.478,8988.956,False,False,True,True,True,10.0,False,True,True,15.0,True,15.0,True,20.0,False,,False,48
external,BULL,00-04,BE,2020-06-17 00:00:00+00:00,2020-06-17 04:00:00+00:00,2020-06-17 01:10:00+00:00,2020-06-17 01:20:00+00:00,CEILING_OPEN_EXIT,9533.8,9473.28,60.51999999999862,9476.306,9470.254,9467.228,False,False,True,True,False,5.0,False,True,True,10.0,True,10.0,True,10.0,False,,False,48
external,BULL,08-12,TIME_OTHER,2020-07-25 08:00:00+00:00,2020-07-25 12:00:00+00:00,2020-07-25 10:35:00+00:00,2020-07-25 12:00:00+00:00,TIME_BLOCK_END_OPEN,9630.37,9569.01,61.36000000000058,9572.078,9565.942,9562.874,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BULL,08-12,TIME_OTHER,2020-08-09 08:00:00+00:00,2020-08-09 12:00:00+00:00,2020-08-09 10:20:00+00:00,2020-08-09 12:00:00+00:00,TIME_BLOCK_END_OPEN,11750.0,11641.0,109.0,11646.45,11635.55,11630.1,False,False,False,False,False,,False,True,True,65.0,True,65.0,True,65.0,False,,False,48
external,SIDEWAYS,16-20,TIME_OTHER,2020-08-09 16:00:00+00:00,2020-08-09 20:00:00+00:00,2020-08-09 18:05:00+00:00,2020-08-09 20:00:00+00:00,TIME_BLOCK_END_OPEN,11694.17,11542.0,152.17000000000007,11549.6085,11534.3915,11526.783,False,False,False,False,False,,False,False,False,,False,,False,,True,140.0,False,48
external,BULL,04-08,BE,2020-08-11 04:00:00+00:00,2020-08-11 08:00:00+00:00,2020-08-11 05:15:00+00:00,2020-08-11 05:30:00+00:00,CEILING_STOP,11944.0,11819.86,124.13999999999942,11826.067,11813.653,11807.446,False,False,True,True,True,5.0,False,True,True,55.0,True,55.0,True,55.0,False,,False,48
external,SIDEWAYS,12-16,BE,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:40:00+00:00,2020-08-21 14:00:00+00:00,CEILING_OPEN_EXIT,11842.01,11695.7,146.3099999999995,11703.0155,11688.3845,11681.069,False,False,False,False,False,75.0,False,True,True,10.0,True,165.0,True,175.0,False,,False,48
external,BEAR,16-20,BE,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,2020-08-22 17:15:00+00:00,CEILING_STOP,11645.66,11565.34,80.31999999999971,11569.356,11561.324,11557.308,False,False,True,False,True,10.0,False,False,False,,False,,False,,False,,True,48
external,BULL,16-20,BE,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,2020-08-24 19:00:00+00:00,CEILING_OPEN_EXIT,11825.0,11731.29,93.70999999999913,11735.9755,11726.6045,11721.919000000002,False,False,True,True,False,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,SIDEWAYS,08-12,TIME_OTHER,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,2020-08-25 12:00:00+00:00,TIME_BLOCK_END_OPEN,11704.68,11556.0,148.6800000000003,11563.434,11548.566,11541.132,False,False,False,False,False,,False,True,True,15.0,True,15.0,True,15.0,False,,False,48
external,SIDEWAYS,04-08,TIME_OTHER,2020-08-27 04:00:00+00:00,2020-08-27 08:00:00+00:00,2020-08-27 06:10:00+00:00,2020-08-27 08:00:00+00:00,TIME_BLOCK_END_OPEN,11486.61,11366.22,120.39000000000124,11372.2395,11360.2005,11354.181,False,False,False,False,False,,False,True,True,160.0,True,160.0,True,195.0,False,,False,48
external,SIDEWAYS,20-00,TIME_OTHER,2020-08-28 20:00:00+00:00,2020-08-29 00:00:00+00:00,2020-08-28 22:45:00+00:00,2020-08-29 00:00:00+00:00,TIME_BLOCK_END_OPEN,11544.88,11464.42,80.45999999999913,11468.443,11460.397,11456.374,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BULL,20-00,TIME_OTHER,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:55:00+00:00,2020-08-30 00:00:00+00:00,TIME_BLOCK_END_OPEN,11549.99,11480.0,69.98999999999978,11483.4995,11476.5005,11473.001,True,False,False,True,True,,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
external,BULL,20-00,TIME_OTHER,2020-09-16 20:00:00+00:00,2020-09-17 00:00:00+00:00,2020-09-16 23:50:00+00:00,2020-09-17 00:00:00+00:00,TIME_BLOCK_END_OPEN,11089.08,10948.25,140.82999999999993,10955.2915,10941.2085,10934.167,True,True,True,True,True,5.0,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
external,BULL,08-12,BE,2020-09-25 08:00:00+00:00,2020-09-25 12:00:00+00:00,2020-09-25 09:05:00+00:00,2020-09-25 09:20:00+00:00,CEILING_STOP,10697.78,10613.39,84.39000000000124,10617.6095,10609.1705,10604.951,False,False,True,True,False,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,08-12,TIME_OTHER,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 09:25:00+00:00,2020-09-27 12:00:00+00:00,TIME_BLOCK_END_OPEN,10792.0,10620.0,172.0,10628.6,10611.4,10602.8,False,False,False,False,True,,False,False,False,,False,,False,,False,,True,48
external,BEAR,20-00,BE,2020-10-02 20:00:00+00:00,2020-10-03 00:00:00+00:00,2020-10-02 22:15:00+00:00,2020-10-02 22:25:00+00:00,CEILING_OPEN_EXIT,10561.44,10487.86,73.57999999999993,10491.539,10484.181,10480.502,False,False,True,False,False,5.0,False,False,False,,False,,False,,True,10.0,False,48
external,SIDEWAYS,20-00,TIME_OTHER,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 21:10:00+00:00,2020-10-07 00:00:00+00:00,TIME_BLOCK_END_OPEN,10743.99,10528.24,215.75,10539.0275,10517.4525,10506.665,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BULL,08-12,BE,2020-10-26 08:00:00+00:00,2020-10-26 12:00:00+00:00,2020-10-26 08:35:00+00:00,2020-10-26 08:45:00+00:00,CEILING_OPEN_EXIT,13144.0,13018.03,125.96999999999936,13024.3285,13011.7315,13005.433,False,False,True,True,False,5.0,False,False,False,,False,,False,,True,150.0,False,48
external,BULL,04-08,TIME_OTHER,2020-11-01 04:00:00+00:00,2020-11-01 08:00:00+00:00,2020-11-01 04:25:00+00:00,2020-11-01 08:00:00+00:00,TIME_BLOCK_END_OPEN,13891.52,13628.37,263.14999999999964,13641.5275,13615.2125,13602.055,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,SIDEWAYS,04-08,TIME_OTHER,2020-11-03 04:00:00+00:00,2020-11-03 08:00:00+00:00,2020-11-03 06:10:00+00:00,2020-11-03 08:00:00+00:00,TIME_BLOCK_END_OPEN,13632.74,13303.86,328.8799999999992,13320.304,13287.416,13270.972000000002,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BULL,08-12,BE,2020-11-06 08:00:00+00:00,2020-11-06 12:00:00+00:00,2020-11-06 09:45:00+00:00,2020-11-06 10:05:00+00:00,CEILING_STOP,15795.93,15435.0,360.9300000000003,15453.0465,15416.9535,15398.907,True,False,True,True,True,10.0,True,False,True,0.0,True,135.0,True,140.0,False,,False,48
external,BULL,08-12,BE,2020-11-13 08:00:00+00:00,2020-11-13 12:00:00+00:00,2020-11-13 08:45:00+00:00,2020-11-13 10:50:00+00:00,CEILING_OPEN_EXIT,16449.9,16180.0,269.90000000000146,16193.495,16166.505,16153.01,False,False,False,False,False,120.0,False,True,True,15.0,True,15.0,True,15.0,False,,False,48
external,BULL,04-08,BE,2020-11-25 04:00:00+00:00,2020-11-25 08:00:00+00:00,2020-11-25 05:05:00+00:00,2020-11-25 05:15:00+00:00,CEILING_OPEN_EXIT,19240.56,18750.0,490.5600000000013,18774.528,18725.472,18700.944,False,False,True,True,False,5.0,False,False,False,,False,,False,,False,,True,48
external,SIDEWAYS,12-16,TIME_OTHER,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,2020-12-08 12:50:00+00:00,2020-12-08 16:00:00+00:00,TIME_BLOCK_END_OPEN,19177.31,18675.0,502.3100000000013,18700.1155,18649.8845,18624.769,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,SIDEWAYS,12-16,BE,2020-12-10 12:00:00+00:00,2020-12-10 16:00:00+00:00,2020-12-10 13:15:00+00:00,2020-12-10 13:35:00+00:00,CEILING_OPEN_EXIT,18487.47,18118.0,369.4700000000012,18136.4735,18099.5265,18081.053,False,False,False,True,False,15.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,SIDEWAYS,00-04,TIME_OTHER,2021-01-11 00:00:00+00:00,2021-01-11 04:00:00+00:00,2021-01-11 03:55:00+00:00,2021-01-11 04:00:00+00:00,TIME_BLOCK_END_OPEN,39080.0,35268.0,3812.0,35458.6,35077.4,34886.8,False,False,False,True,False,,False,True,True,25.0,True,25.0,True,25.0,False,,False,48
external,SIDEWAYS,12-16,BE,2021-01-13 12:00:00+00:00,2021-01-13 16:00:00+00:00,2021-01-13 12:25:00+00:00,2021-01-13 12:35:00+00:00,CEILING_STOP,35325.39,34212.39,1113.0,34268.04,34156.74,34101.09,True,False,False,True,True,,True,False,True,0.0,True,25.0,False,,False,,True,48
external,BULL,04-08,BE,2021-01-15 04:00:00+00:00,2021-01-15 08:00:00+00:00,2021-01-15 04:25:00+00:00,2021-01-15 04:35:00+00:00,CEILING_OPEN_EXIT,39790.0,38500.0,1290.0,38564.5,38435.5,38371.0,False,False,True,True,False,5.0,False,True,True,25.0,True,70.0,True,70.0,False,,False,48
external,SIDEWAYS,08-12,BE,2021-01-17 08:00:00+00:00,2021-01-17 12:00:00+00:00,2021-01-17 08:15:00+00:00,2021-01-17 08:30:00+00:00,CEILING_OPEN_EXIT,36431.22,34522.88,1908.340000000004,34618.297,34427.463,34332.045999999995,False,False,True,True,False,10.0,False,True,True,20.0,True,20.0,True,20.0,False,,False,48
external,SIDEWAYS,04-08,BE,2021-01-21 04:00:00+00:00,2021-01-21 08:00:00+00:00,2021-01-21 05:10:00+00:00,2021-01-21 05:25:00+00:00,CEILING_STOP,35636.17,34256.21,1379.9599999999991,34325.208,34187.212,34118.214,True,False,True,True,True,5.0,True,False,True,0.0,True,185.0,True,185.0,False,,False,48
external,SIDEWAYS,08-12,BE,2021-01-25 08:00:00+00:00,2021-01-25 12:00:00+00:00,2021-01-25 10:05:00+00:00,2021-01-25 10:20:00+00:00,CEILING_STOP,33863.09,33065.0,798.0899999999965,33104.9045,33025.0955,32985.191,True,False,True,True,True,5.0,True,False,True,0.0,False,,False,,True,145.0,False,48
external,BEAR,00-04,TIME_OTHER,2021-01-28 00:00:00+00:00,2021-01-28 04:00:00+00:00,2021-01-28 00:30:00+00:00,2021-01-28 04:00:00+00:00,TIME_BLOCK_END_OPEN,31674.65,30082.59,1592.0600000000013,30162.193,30002.987,29923.384,False,False,False,False,False,,False,False,False,,False,,False,,True,120.0,False,48
external,BULL,12-16,BE,2021-02-01 12:00:00+00:00,2021-02-01 16:00:00+00:00,2021-02-01 14:25:00+00:00,2021-02-01 14:55:00+00:00,CEILING_STOP,34720.0,33644.05,1075.949999999997,33697.8475,33590.2525,33536.455,False,False,False,True,True,20.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,00-04,BE,2021-02-10 00:00:00+00:00,2021-02-10 04:00:00+00:00,2021-02-10 01:30:00+00:00,2021-02-10 01:45:00+00:00,CEILING_OPEN_EXIT,47600.0,46257.88,1342.1200000000026,46324.986,46190.774,46123.668,False,False,True,True,False,10.0,False,True,True,10.0,True,135.0,True,135.0,False,,False,48
external,BULL,20-00,BE,2021-02-13 20:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-13 20:30:00+00:00,2021-02-13 21:40:00+00:00,CEILING_STOP,47462.89,46770.0,692.8899999999994,46804.6445,46735.3555,46700.711,True,False,False,False,True,60.0,True,False,True,0.0,False,,False,,True,155.0,False,48
external,SIDEWAYS,08-12,BE,2021-02-25 08:00:00+00:00,2021-02-25 12:00:00+00:00,2021-02-25 10:50:00+00:00,2021-02-25 11:05:00+00:00,CEILING_STOP,50623.0,49563.48,1059.5199999999968,49616.456000000006,49510.504,49457.528000000006,False,False,True,True,True,5.0,False,False,False,,False,,False,,True,60.0,False,48
external,SIDEWAYS,00-04,BE,2021-02-26 00:00:00+00:00,2021-02-26 04:00:00+00:00,2021-02-26 01:00:00+00:00,2021-02-26 01:15:00+00:00,CEILING_STOP,49587.0,46685.43,2901.57,46830.5085,46540.3515,46395.273,True,False,True,True,True,5.0,True,False,True,0.0,True,35.0,True,35.0,False,,False,48
external,BEAR,16-20,TIME_OTHER,2021-02-28 16:00:00+00:00,2021-02-28 20:00:00+00:00,2021-02-28 18:05:00+00:00,2021-02-28 20:00:00+00:00,TIME_BLOCK_END_OPEN,45540.0,43200.0,2340.0,43317.0,43083.0,42966.0,False,False,False,False,False,,False,False,False,,False,,False,,True,185.0,False,48
external,BULL,04-08,BE,2021-03-12 04:00:00+00:00,2021-03-12 08:00:00+00:00,2021-03-12 04:30:00+00:00,2021-03-12 04:50:00+00:00,CEILING_STOP,58186.33,56666.66,1519.6699999999985,56742.643500000006,56590.6765,56514.69300000001,True,False,True,True,True,10.0,True,False,True,0.0,True,25.0,True,25.0,False,,False,48
external,BULL,04-08,BE,2021-03-14 04:00:00+00:00,2021-03-14 08:00:00+00:00,2021-03-14 06:35:00+00:00,2021-03-14 07:25:00+00:00,CEILING_STOP,61798.0,60800.0,998.0,60849.9,60750.1,60700.2,False,False,False,True,True,40.0,False,True,True,25.0,True,25.0,True,25.0,False,,False,48
external,BULL,08-12,BE,2021-03-18 08:00:00+00:00,2021-03-18 12:00:00+00:00,2021-03-18 09:05:00+00:00,2021-03-18 09:15:00+00:00,CEILING_STOP,59261.77,58165.63,1096.1399999999994,58220.437,58110.823,58056.016,True,False,False,True,True,,True,False,True,0.0,True,135.0,True,140.0,False,,False,48
external,BULL,00-04,TIME_OTHER,2021-03-28 00:00:00+00:00,2021-03-28 04:00:00+00:00,2021-03-28 00:40:00+00:00,2021-03-28 04:00:00+00:00,TIME_BLOCK_END_OPEN,56658.76,55685.0,973.760000000002,55733.688,55636.312,55587.624,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,BULL,20-00,TIME_OTHER,2021-03-30 20:00:00+00:00,2021-03-31 00:00:00+00:00,2021-03-30 20:40:00+00:00,2021-03-31 00:00:00+00:00,TIME_BLOCK_END_OPEN,59229.52,58550.23,679.2899999999936,58584.194500000005,58516.2655,58482.30100000001,False,False,False,False,False,,False,True,True,225.0,True,225.0,True,225.0,False,,False,48
external,BULL,16-20,TIME_OTHER,2021-04-01 16:00:00+00:00,2021-04-01 20:00:00+00:00,2021-04-01 18:25:00+00:00,2021-04-01 20:00:00+00:00,TIME_BLOCK_END_OPEN,59342.89,58420.02,922.8700000000026,58466.1635,58373.8765,58327.73299999999,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
external,SIDEWAYS,00-04,BE,2021-04-07 00:00:00+00:00,2021-04-07 04:00:00+00:00,2021-04-07 01:10:00+00:00,2021-04-07 01:25:00+00:00,CEILING_STOP,58384.93,57637.72,747.2099999999991,57675.0805,57600.3595,57562.999,False,False,True,True,True,5.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
external,BULL,08-12,BE,2021-04-15 08:00:00+00:00,2021-04-15 12:00:00+00:00,2021-04-15 08:30:00+00:00,2021-04-15 08:45:00+00:00,CEILING_STOP,63560.0,62772.3,787.6999999999971,62811.685000000005,62732.915,62693.530000000006,True,False,True,True,True,5.0,True,False,True,0.0,True,5.0,True,5.0,False,,False,48
external,SIDEWAYS,04-08,BE,2021-04-21 04:00:00+00:00,2021-04-21 08:00:00+00:00,2021-04-21 04:20:00+00:00,2021-04-21 05:15:00+00:00,CEILING_STOP,56756.78,55159.01,1597.7699999999968,55238.8985,55079.1215,54999.233,False,False,False,True,True,45.0,False,True,True,35.0,True,35.0,True,170.0,False,,False,48
external,SIDEWAYS,00-04,BE,2021-04-22 00:00:00+00:00,2021-04-22 04:00:00+00:00,2021-04-22 00:20:00+00:00,2021-04-22 00:30:00+00:00,CEILING_OPEN_EXIT,55465.14,53610.0,1855.14,53702.757,53517.243,53424.486,False,False,True,True,False,5.0,False,True,True,95.0,True,95.0,True,95.0,False,,False,48
external,BULL,16-20,BE,2021-04-26 16:00:00+00:00,2021-04-26 20:00:00+00:00,2021-04-26 16:35:00+00:00,2021-04-26 16:50:00+00:00,CEILING_STOP,53952.0,53226.36,725.6399999999994,53262.642,53190.078,53153.796,True,False,True,True,True,5.0,True,False,True,0.0,False,,False,,True,30.0,False,48
external,BULL,04-08,BE,2021-04-28 04:00:00+00:00,2021-04-28 08:00:00+00:00,2021-04-28 04:55:00+00:00,2021-04-28 05:15:00+00:00,CEILING_STOP,55733.0,54780.8,952.1999999999972,54828.41,54733.19,54685.58,True,False,True,True,True,10.0,True,False,True,0.0,True,10.0,True,15.0,False,,False,48
external,BEAR,16-20,TIME_OTHER,2021-05-04 16:00:00+00:00,2021-05-04 20:00:00+00:00,2021-05-04 16:55:00+00:00,2021-05-04 20:00:00+00:00,TIME_BLOCK_END_OPEN,56399.0,53558.57,2840.4300000000003,53700.5915,53416.5485,53274.527,False,False,False,False,False,,False,True,True,230.0,True,230.0,True,235.0,False,,False,48
external,BULL,16-20,BE,2021-05-06 16:00:00+00:00,2021-05-06 20:00:00+00:00,2021-05-06 17:05:00+00:00,2021-05-06 17:55:00+00:00,CEILING_STOP,58174.41,56843.0,1331.4100000000035,56909.5705,56776.4295,56709.859,False,False,False,True,False,40.0,False,True,True,10.0,True,10.0,True,35.0,False,,False,48
external,BULL,08-12,TIME_OTHER,2021-05-09 08:00:00+00:00,2021-05-09 12:00:00+00:00,2021-05-09 10:20:00+00:00,2021-05-09 12:00:00+00:00,TIME_BLOCK_END_OPEN,58909.65,57731.37,1178.2799999999988,57790.284,57672.456000000006,57613.542,False,False,False,False,False,,False,True,True,10.0,True,10.0,True,10.0,False,,False,48
external,BEAR,08-12,BE,2021-05-15 08:00:00+00:00,2021-05-15 12:00:00+00:00,2021-05-15 08:15:00+00:00,2021-05-15 08:25:00+00:00,CEILING_STOP,49900.0,48404.0,1496.0,48478.8,48329.2,48254.4,True,False,False,True,True,,True,False,True,0.0,True,95.0,True,100.0,False,,False,48
external,BEAR,16-20,BE,2021-05-21 16:00:00+00:00,2021-05-21 20:00:00+00:00,2021-05-21 16:15:00+00:00,2021-05-21 18:35:00+00:00,CEILING_STOP,41740.26,36380.0,5360.260000000002,36648.013,36111.987,35843.974,False,False,False,True,True,125.0,False,True,True,50.0,True,50.0,True,55.0,False,,False,48
external,BEAR,04-08,BE,2021-05-31 04:00:00+00:00,2021-05-31 08:00:00+00:00,2021-05-31 04:35:00+00:00,2021-05-31 05:10:00+00:00,CEILING_STOP,36022.3,34253.08,1769.2200000000012,34341.541000000005,34164.619,34076.158,False,False,False,True,True,25.0,False,False,False,,False,,False,,True,205.0,False,48
external,BULL,00-04,BE,2021-06-30 00:00:00+00:00,2021-06-30 04:00:00+00:00,2021-06-30 00:20:00+00:00,2021-06-30 01:40:00+00:00,CEILING_STOP,36478.76,35733.3,745.4599999999991,35770.573000000004,35696.027,35658.754,False,False,False,False,False,60.0,False,True,True,30.0,True,85.0,True,85.0,False,,False,48
