tf,week,week_start,candidates,winning_windows,long_winning_windows,short_winning_windows,both_direction_winning_windows,has_any_win,first_win_entry_ts
H1,2021-W06,2021-02-08 00:00:00+00:00,167,159,101,58,0,1,2021-02-08 01:00:00+00:00
H1,2021-W07,2021-02-15 00:00:00+00:00,167,159,78,81,0,1,2021-02-15 01:00:00+00:00
H1,2021-W08,2021-02-22 00:00:00+00:00,167,145,65,80,0,1,2021-02-22 01:00:00+00:00
H1,2021-W09,2021-03-01 00:00:00+00:00,167,163,98,65,0,1,2021-03-01 01:00:00+00:00
H1,2021-W10,2021-03-08 00:00:00+00:00,167,162,85,77,0,1,2021-03-08 01:00:00+00:00
H1,2021-W11,2021-03-15 00:00:00+00:00,167,157,71,86,0,1,2021-03-15 01:00:00+00:00
H1,2021-W12,2021-03-22 00:00:00+00:00,167,165,84,81,0,1,2021-03-22 01:00:00+00:00
H1,2021-W13,2021-03-29 00:00:00+00:00,167,157,81,76,0,1,2021-03-29 01:00:00+00:00
H1,2021-W14,2021-04-05 00:00:00+00:00,167,156,80,76,0,1,2021-04-05 01:00:00+00:00
H1,2021-W15,2021-04-12 00:00:00+00:00,167,164,88,76,0,1,2021-04-12 01:00:00+00:00
H1,2021-W16,2021-04-19 00:00:00+00:00,167,160,66,94,0,1,2021-04-19 01:00:00+00:00
H1,2021-W17,2021-04-26 00:00:00+00:00,167,159,79,80,0,1,2021-04-26 01:00:00+00:00
H1,2021-W18,2021-05-03 00:00:00+00:00,167,163,78,85,0,1,2021-05-03 01:00:00+00:00
H1,2021-W19,2021-05-10 00:00:00+00:00,167,160,66,94,0,1,2021-05-10 01:00:00+00:00
H1,2021-W20,2021-05-17 00:00:00+00:00,167,114,47,67,0,1,2021-05-17 01:00:00+00:00
H1,2021-W21,2021-05-24 00:00:00+00:00,167,146,73,73,0,1,2021-05-24 02:00:00+00:00
H1,2021-W22,2021-05-31 00:00:00+00:00,167,155,70,85,0,1,2021-05-31 01:00:00+00:00
H1,2021-W23,2021-06-07 00:00:00+00:00,167,157,79,78,0,1,2021-06-07 01:00:00+00:00
H1,2021-W24,2021-06-14 00:00:00+00:00,167,163,74,89,0,1,2021-06-14 01:00:00+00:00
H1,2021-W25,2021-06-21 00:00:00+00:00,167,152,72,80,0,1,2021-06-21 01:00:00+00:00
H1,2021-W26,2021-06-28 00:00:00+00:00,167,165,96,69,0,1,2021-06-28 01:00:00+00:00
H1,2021-W27,2021-07-05 00:00:00+00:00,167,165,93,72,0,1,2021-07-05 01:00:00+00:00
H1,2021-W28,2021-07-12 00:00:00+00:00,167,161,68,93,0,1,2021-07-12 01:00:00+00:00
H1,2021-W29,2021-07-19 00:00:00+00:00,167,166,103,63,0,1,2021-07-19 01:00:00+00:00
H1,2021-W30,2021-07-26 00:00:00+00:00,167,161,85,76,0,1,2021-07-26 01:00:00+00:00
H1,2021-W31,2021-08-02 00:00:00+00:00,167,164,80,84,0,1,2021-08-02 01:00:00+00:00
H1,2021-W32,2021-08-09 00:00:00+00:00,167,150,100,50,0,1,2021-08-09 01:00:00+00:00
H1,2021-W33,2021-08-16 00:00:00+00:00,167,166,86,80,0,1,2021-08-16 01:00:00+00:00
H1,2021-W34,2021-08-23 00:00:00+00:00,167,159,77,82,0,1,2021-08-23 01:00:00+00:00
H1,2021-W35,2021-08-30 00:00:00+00:00,167,163,83,80,0,1,2021-08-30 01:00:00+00:00
H1,2021-W36,2021-09-06 00:00:00+00:00,167,154,57,97,0,1,2021-09-06 01:00:00+00:00
H1,2021-W37,2021-09-13 00:00:00+00:00,167,166,75,91,0,1,2021-09-13 01:00:00+00:00
H1,2021-W38,2021-09-20 00:00:00+00:00,167,161,66,95,0,1,2021-09-20 01:00:00+00:00
H1,2021-W39,2021-09-27 00:00:00+00:00,167,164,87,77,0,1,2021-09-27 01:00:00+00:00
H1,2021-W40,2021-10-04 00:00:00+00:00,167,164,99,65,0,1,2021-10-04 01:00:00+00:00
H1,2021-W41,2021-10-11 00:00:00+00:00,167,164,80,84,0,1,2021-10-11 01:00:00+00:00
H1,2021-W42,2021-10-18 00:00:00+00:00,167,161,68,93,0,1,2021-10-18 01:00:00+00:00
H1,2021-W43,2021-10-25 00:00:00+00:00,167,165,84,81,0,1,2021-10-25 01:00:00+00:00
H1,2021-W44,2021-11-01 00:00:00+00:00,167,162,83,79,0,1,2021-11-01 01:00:00+00:00
H1,2021-W45,2021-11-08 00:00:00+00:00,167,159,67,92,0,1,2021-11-08 01:00:00+00:00
H1,2021-W46,2021-11-15 00:00:00+00:00,167,163,62,101,0,1,2021-11-15 01:00:00+00:00
H1,2021-W47,2021-11-22 00:00:00+00:00,167,163,72,91,0,1,2021-11-22 01:00:00+00:00
H1,2021-W48,2021-11-29 00:00:00+00:00,167,160,77,83,0,1,2021-11-29 01:00:00+00:00
H1,2021-W49,2021-12-06 00:00:00+00:00,167,159,84,75,0,1,2021-12-06 01:00:00+00:00
H1,2021-W50,2021-12-13 00:00:00+00:00,167,164,69,95,0,1,2021-12-13 01:00:00+00:00
H1,2021-W51,2021-12-20 00:00:00+00:00,167,166,82,84,0,1,2021-12-20 01:00:00+00:00
H1,2021-W52,2021-12-27 00:00:00+00:00,167,163,80,83,0,1,2021-12-27 01:00:00+00:00
H1,2022-W01,2022-01-03 00:00:00+00:00,167,165,70,95,0,1,2022-01-03 01:00:00+00:00
H1,2022-W02,2022-01-10 00:00:00+00:00,167,160,81,79,0,1,2022-01-10 01:00:00+00:00
H1,2022-W03,2022-01-17 00:00:00+00:00,167,162,67,95,0,1,2022-01-17 01:00:00+00:00
H1,2022-W04,2022-01-24 00:00:00+00:00,167,164,95,69,0,1,2022-01-24 01:00:00+00:00
H1,2022-W05,2022-01-31 00:00:00+00:00,167,160,100,60,0,1,2022-01-31 01:00:00+00:00
H1,2022-W06,2022-02-07 00:00:00+00:00,167,162,73,89,0,1,2022-02-07 01:00:00+00:00
H1,2022-W07,2022-02-14 00:00:00+00:00,167,167,73,94,0,1,2022-02-14 01:00:00+00:00
H1,2022-W08,2022-02-21 00:00:00+00:00,167,164,89,75,0,1,2022-02-21 01:00:00+00:00
H1,2022-W09,2022-02-28 00:00:00+00:00,167,166,73,93,0,1,2022-02-28 01:00:00+00:00
H1,2022-W10,2022-03-07 00:00:00+00:00,167,159,68,91,0,1,2022-03-07 01:00:00+00:00
H1,2022-W11,2022-03-14 00:00:00+00:00,167,162,88,74,0,1,2022-03-14 01:00:00+00:00
H1,2022-W12,2022-03-21 00:00:00+00:00,167,166,124,42,0,1,2022-03-21 01:00:00+00:00
H1,2022-W13,2022-03-28 00:00:00+00:00,167,166,91,75,0,1,2022-03-28 01:00:00+00:00
H1,2022-W14,2022-04-04 00:00:00+00:00,167,164,85,79,0,1,2022-04-04 01:00:00+00:00
H1,2022-W15,2022-04-11 00:00:00+00:00,167,167,57,110,0,1,2022-04-11 01:00:00+00:00
H1,2022-W16,2022-04-18 00:00:00+00:00,167,160,94,66,0,1,2022-04-18 01:00:00+00:00
H1,2022-W17,2022-04-25 00:00:00+00:00,167,164,70,94,0,1,2022-04-25 01:00:00+00:00
H1,2022-W18,2022-05-02 00:00:00+00:00,167,164,45,119,0,1,2022-05-02 01:00:00+00:00
H1,2022-W19,2022-05-09 00:00:00+00:00,167,152,76,76,0,1,2022-05-09 01:00:00+00:00
H1,2022-W20,2022-05-16 00:00:00+00:00,167,165,95,70,0,1,2022-05-16 01:00:00+00:00
H1,2022-W21,2022-05-23 00:00:00+00:00,167,165,87,78,0,1,2022-05-23 01:00:00+00:00
H1,2022-W22,2022-05-30 00:00:00+00:00,167,148,90,58,0,1,2022-05-30 01:00:00+00:00
H1,2022-W23,2022-06-06 00:00:00+00:00,167,160,64,96,0,1,2022-06-06 01:00:00+00:00
H1,2022-W24,2022-06-13 00:00:00+00:00,167,153,69,84,0,1,2022-06-13 01:00:00+00:00
H1,2022-W25,2022-06-20 00:00:00+00:00,167,163,92,71,0,1,2022-06-20 01:00:00+00:00
H1,2022-W26,2022-06-27 00:00:00+00:00,167,162,62,100,0,1,2022-06-27 01:00:00+00:00
H1,2022-W27,2022-07-04 00:00:00+00:00,167,163,90,73,0,1,2022-07-04 01:00:00+00:00
H1,2022-W28,2022-07-11 00:00:00+00:00,167,150,74,76,0,1,2022-07-11 01:00:00+00:00
H1,2022-W29,2022-07-18 00:00:00+00:00,167,164,91,73,0,1,2022-07-18 01:00:00+00:00
H1,2022-W30,2022-07-25 00:00:00+00:00,167,144,70,74,0,1,2022-07-25 01:00:00+00:00
H1,2022-W31,2022-08-01 00:00:00+00:00,167,163,82,81,0,1,2022-08-01 01:00:00+00:00
H1,2022-W32,2022-08-08 00:00:00+00:00,167,160,77,83,0,1,2022-08-08 01:00:00+00:00
H1,2022-W33,2022-08-15 00:00:00+00:00,167,166,67,99,0,1,2022-08-15 01:00:00+00:00
H1,2022-W34,2022-08-22 00:00:00+00:00,167,167,52,115,0,1,2022-08-22 01:00:00+00:00
H1,2022-W35,2022-08-29 00:00:00+00:00,167,160,78,82,0,1,2022-08-29 01:00:00+00:00
H1,2022-W36,2022-09-05 00:00:00+00:00,167,167,117,50,0,1,2022-09-05 01:00:00+00:00
H1,2022-W37,2022-09-12 00:00:00+00:00,167,163,58,105,0,1,2022-09-12 01:00:00+00:00
H1,2022-W38,2022-09-19 00:00:00+00:00,167,163,76,87,0,1,2022-09-19 01:00:00+00:00
H1,2022-W39,2022-09-26 00:00:00+00:00,167,167,61,106,0,1,2022-09-26 01:00:00+00:00
H1,2022-W40,2022-10-03 00:00:00+00:00,167,143,58,85,0,1,2022-10-03 01:00:00+00:00
H1,2022-W41,2022-10-10 00:00:00+00:00,167,164,70,94,0,1,2022-10-10 01:00:00+00:00
H1,2022-W42,2022-10-17 00:00:00+00:00,167,165,87,78,0,1,2022-10-17 01:00:00+00:00
H1,2022-W43,2022-10-24 00:00:00+00:00,167,156,72,84,0,1,2022-10-24 01:00:00+00:00
H1,2022-W44,2022-10-31 00:00:00+00:00,167,133,58,75,0,1,2022-10-31 01:00:00+00:00
H1,2022-W45,2022-11-07 00:00:00+00:00,167,155,38,117,0,1,2022-11-07 01:00:00+00:00
H1,2022-W46,2022-11-14 00:00:00+00:00,167,159,72,87,0,1,2022-11-14 01:00:00+00:00
H1,2022-W47,2022-11-21 00:00:00+00:00,167,139,69,70,0,1,2022-11-21 01:00:00+00:00
H1,2022-W48,2022-11-28 00:00:00+00:00,167,144,109,35,0,1,2022-11-28 01:00:00+00:00
H1,2022-W49,2022-12-05 00:00:00+00:00,167,99,48,51,0,1,2022-12-05 01:00:00+00:00
H1,2022-W50,2022-12-12 00:00:00+00:00,167,141,89,52,0,1,2022-12-12 01:00:00+00:00
H1,2022-W51,2022-12-19 00:00:00+00:00,167,96,25,71,0,1,2022-12-19 01:00:00+00:00
H1,2022-W52,2022-12-26 00:00:00+00:00,167,111,6,105,0,1,2022-12-26 01:00:00+00:00
H1,2023-W01,2023-01-02 00:00:00+00:00,167,167,146,21,0,1,2023-01-02 01:00:00+00:00
H1,2023-W02,2023-01-09 00:00:00+00:00,167,154,121,33,0,1,2023-01-09 01:00:00+00:00
H1,2023-W03,2023-01-16 00:00:00+00:00,167,159,109,50,0,1,2023-01-16 01:00:00+00:00
H1,2023-W04,2023-01-23 00:00:00+00:00,167,159,93,66,0,1,2023-01-23 01:00:00+00:00
H1,2023-W05,2023-01-30 00:00:00+00:00,167,142,43,99,0,1,2023-01-30 01:00:00+00:00
H1,2023-W06,2023-02-06 00:00:00+00:00,167,165,74,91,0,1,2023-02-06 01:00:00+00:00
H1,2023-W07,2023-02-13 00:00:00+00:00,167,164,105,59,0,1,2023-02-13 01:00:00+00:00
H1,2023-W08,2023-02-20 00:00:00+00:00,167,156,64,92,0,1,2023-02-20 01:00:00+00:00
H1,2023-W09,2023-02-27 00:00:00+00:00,167,147,78,69,0,1,2023-02-27 01:00:00+00:00
H1,2023-W10,2023-03-06 00:00:00+00:00,167,167,67,100,0,1,2023-03-06 01:00:00+00:00
H1,2023-W11,2023-03-13 00:00:00+00:00,167,161,97,64,0,1,2023-03-13 01:00:00+00:00
H1,2023-W12,2023-03-20 00:00:00+00:00,167,164,91,73,0,1,2023-03-20 01:00:00+00:00
H1,2023-W13,2023-03-27 00:00:00+00:00,167,163,62,101,0,1,2023-03-27 01:00:00+00:00
H1,2023-W14,2023-04-03 00:00:00+00:00,167,165,115,50,0,1,2023-04-03 01:00:00+00:00
H1,2023-W15,2023-04-10 00:00:00+00:00,167,131,97,34,0,1,2023-04-10 01:00:00+00:00
H1,2023-W16,2023-04-17 00:00:00+00:00,167,153,43,110,0,1,2023-04-17 01:00:00+00:00
H1,2023-W17,2023-04-24 00:00:00+00:00,167,161,95,66,0,1,2023-04-24 01:00:00+00:00
H1,2023-W18,2023-05-01 00:00:00+00:00,167,167,72,95,0,1,2023-05-01 01:00:00+00:00
H1,2023-W19,2023-05-08 00:00:00+00:00,167,158,81,77,0,1,2023-05-08 01:00:00+00:00
H1,2023-W20,2023-05-15 00:00:00+00:00,167,153,65,88,0,1,2023-05-15 01:00:00+00:00
H1,2023-W21,2023-05-22 00:00:00+00:00,167,166,121,45,0,1,2023-05-22 01:00:00+00:00
H1,2023-W22,2023-05-29 00:00:00+00:00,167,157,85,72,0,1,2023-05-29 01:00:00+00:00
H1,2023-W23,2023-06-05 00:00:00+00:00,167,157,72,85,0,1,2023-06-05 01:00:00+00:00
H1,2023-W24,2023-06-12 00:00:00+00:00,167,154,69,85,0,1,2023-06-12 01:00:00+00:00
H1,2023-W25,2023-06-19 00:00:00+00:00,167,160,103,57,0,1,2023-06-19 01:00:00+00:00
H1,2023-W26,2023-06-26 00:00:00+00:00,167,161,81,80,0,1,2023-06-26 01:00:00+00:00
H1,2023-W27,2023-07-03 00:00:00+00:00,167,113,53,60,0,1,2023-07-03 01:00:00+00:00
H1,2023-W28,2023-07-10 00:00:00+00:00,167,116,81,35,0,1,2023-07-10 01:00:00+00:00
H1,2023-W29,2023-07-17 00:00:00+00:00,167,162,103,59,0,1,2023-07-17 01:00:00+00:00
H1,2023-W30,2023-07-24 00:00:00+00:00,167,134,69,65,0,1,2023-07-24 01:00:00+00:00
H1,2023-W31,2023-07-31 00:00:00+00:00,167,114,24,90,0,1,2023-07-31 01:00:00+00:00
H1,2023-W32,2023-08-07 00:00:00+00:00,167,78,44,34,0,1,2023-08-07 01:00:00+00:00
H1,2023-W33,2023-08-14 00:00:00+00:00,167,134,22,112,0,1,2023-08-14 01:00:00+00:00
H1,2023-W34,2023-08-21 00:00:00+00:00,167,110,35,75,0,1,2023-08-21 01:00:00+00:00
H1,2023-W35,2023-08-28 00:00:00+00:00,167,153,101,52,0,1,2023-08-28 01:00:00+00:00
H1,2023-W36,2023-09-04 00:00:00+00:00,167,124,33,91,0,1,2023-09-04 01:00:00+00:00
H1,2023-W37,2023-09-11 00:00:00+00:00,167,120,77,43,0,1,2023-09-11 01:00:00+00:00
H1,2023-W38,2023-09-18 00:00:00+00:00,167,167,33,134,0,1,2023-09-18 01:00:00+00:00
H1,2023-W39,2023-09-25 00:00:00+00:00,167,166,141,25,0,1,2023-09-25 01:00:00+00:00
H1,2023-W40,2023-10-02 00:00:00+00:00,167,124,79,45,0,1,2023-10-02 01:00:00+00:00
H1,2023-W41,2023-10-09 00:00:00+00:00,167,164,99,65,0,1,2023-10-09 01:00:00+00:00
H1,2023-W42,2023-10-16 00:00:00+00:00,167,152,120,32,0,1,2023-10-16 01:00:00+00:00
H1,2023-W43,2023-10-23 00:00:00+00:00,167,157,87,70,0,1,2023-10-23 01:00:00+00:00
H1,2023-W44,2023-10-30 00:00:00+00:00,167,166,100,66,0,1,2023-10-30 01:00:00+00:00
H1,2023-W45,2023-11-06 00:00:00+00:00,167,143,75,68,0,1,2023-11-06 01:00:00+00:00
H1,2023-W46,2023-11-13 00:00:00+00:00,167,167,92,75,0,1,2023-11-13 01:00:00+00:00
H1,2023-W47,2023-11-20 00:00:00+00:00,167,155,49,106,0,1,2023-11-20 01:00:00+00:00
H1,2023-W48,2023-11-27 00:00:00+00:00,167,166,132,34,0,1,2023-11-27 01:00:00+00:00
H1,2023-W49,2023-12-04 00:00:00+00:00,167,137,78,59,0,1,2023-12-04 01:00:00+00:00
H1,2023-W50,2023-12-11 00:00:00+00:00,167,167,68,99,0,1,2023-12-11 01:00:00+00:00
H1,2023-W51,2023-12-18 00:00:00+00:00,167,166,69,97,0,1,2023-12-18 01:00:00+00:00
H1,2023-W52,2023-12-25 00:00:00+00:00,167,163,76,87,0,1,2023-12-25 01:00:00+00:00
H1,2024-W01,2024-01-01 00:00:00+00:00,167,165,102,63,0,1,2024-01-01 01:00:00+00:00
H1,2024-W02,2024-01-08 00:00:00+00:00,167,155,46,109,0,1,2024-01-08 01:00:00+00:00
H1,2024-W03,2024-01-15 00:00:00+00:00,167,114,30,84,0,1,2024-01-15 01:00:00+00:00
H1,2024-W04,2024-01-22 00:00:00+00:00,167,162,85,77,0,1,2024-01-22 01:00:00+00:00
H1,2024-W05,2024-01-29 00:00:00+00:00,167,166,58,108,0,1,2024-01-29 01:00:00+00:00
H1,2024-W06,2024-02-05 00:00:00+00:00,167,149,129,20,0,1,2024-02-05 01:00:00+00:00
H1,2024-W07,2024-02-12 00:00:00+00:00,167,165,96,69,0,1,2024-02-12 01:00:00+00:00
H1,2024-W08,2024-02-19 00:00:00+00:00,167,140,62,78,0,1,2024-02-19 01:00:00+00:00
H1,2024-W09,2024-02-26 00:00:00+00:00,167,159,100,59,0,1,2024-02-26 01:00:00+00:00
H1,2024-W10,2024-03-04 00:00:00+00:00,167,162,110,52,0,1,2024-03-04 01:00:00+00:00
H1,2024-W11,2024-03-11 00:00:00+00:00,167,162,82,80,0,1,2024-03-11 01:00:00+00:00
H1,2024-W12,2024-03-18 00:00:00+00:00,167,166,82,84,0,1,2024-03-18 01:00:00+00:00
H1,2024-W13,2024-03-25 00:00:00+00:00,167,162,113,49,0,1,2024-03-25 01:00:00+00:00
H1,2024-W14,2024-04-01 00:00:00+00:00,167,162,90,72,0,1,2024-04-01 01:00:00+00:00
H1,2024-W15,2024-04-08 00:00:00+00:00,167,165,55,110,0,1,2024-04-08 01:00:00+00:00
H1,2024-W16,2024-04-15 00:00:00+00:00,167,160,71,89,0,1,2024-04-15 01:00:00+00:00
H1,2024-W17,2024-04-22 00:00:00+00:00,167,166,69,97,0,1,2024-04-22 01:00:00+00:00
H1,2024-W18,2024-04-29 00:00:00+00:00,167,160,89,71,0,1,2024-04-29 01:00:00+00:00
H1,2024-W19,2024-05-06 00:00:00+00:00,167,160,81,79,0,1,2024-05-06 01:00:00+00:00
H1,2024-W20,2024-05-13 00:00:00+00:00,167,163,107,56,0,1,2024-05-13 01:00:00+00:00
H1,2024-W21,2024-05-20 00:00:00+00:00,167,160,58,102,0,1,2024-05-20 01:00:00+00:00
H1,2024-W22,2024-05-27 00:00:00+00:00,167,159,94,65,0,1,2024-05-27 01:00:00+00:00
H1,2024-W23,2024-06-03 00:00:00+00:00,167,114,73,41,0,1,2024-06-03 01:00:00+00:00
H1,2024-W24,2024-06-10 00:00:00+00:00,167,149,79,70,0,1,2024-06-10 01:00:00+00:00
H1,2024-W25,2024-06-17 00:00:00+00:00,167,165,48,117,0,1,2024-06-17 01:00:00+00:00
H1,2024-W26,2024-06-24 00:00:00+00:00,167,166,97,69,0,1,2024-06-24 01:00:00+00:00
H1,2024-W27,2024-07-01 00:00:00+00:00,167,167,51,116,0,1,2024-07-01 01:00:00+00:00
H1,2024-W28,2024-07-08 00:00:00+00:00,167,165,121,44,0,1,2024-07-08 01:00:00+00:00
H1,2024-W29,2024-07-15 00:00:00+00:00,167,163,99,64,0,1,2024-07-15 01:00:00+00:00
H1,2024-W30,2024-07-22 00:00:00+00:00,167,152,90,62,0,1,2024-07-22 01:00:00+00:00
H1,2024-W31,2024-07-29 00:00:00+00:00,167,167,47,120,0,1,2024-07-29 01:00:00+00:00
H1,2024-W32,2024-08-05 00:00:00+00:00,167,162,89,73,0,1,2024-08-05 01:00:00+00:00
H1,2024-W33,2024-08-12 00:00:00+00:00,167,167,88,79,0,1,2024-08-12 01:00:00+00:00
H1,2024-W34,2024-08-19 00:00:00+00:00,167,164,117,47,0,1,2024-08-19 01:00:00+00:00
H1,2024-W35,2024-08-26 00:00:00+00:00,167,166,42,124,0,1,2024-08-26 01:00:00+00:00
H1,2024-W36,2024-09-02 00:00:00+00:00,167,165,78,87,0,1,2024-09-02 01:00:00+00:00
H1,2024-W37,2024-09-09 00:00:00+00:00,167,163,77,86,0,1,2024-09-09 01:00:00+00:00
H1,2024-W38,2024-09-16 00:00:00+00:00,167,156,89,67,0,1,2024-09-16 01:00:00+00:00
H1,2024-W39,2024-09-23 00:00:00+00:00,167,114,66,48,0,1,2024-09-23 01:00:00+00:00
H1,2024-W40,2024-09-30 00:00:00+00:00,167,158,81,77,0,1,2024-09-30 01:00:00+00:00
H1,2024-W41,2024-10-07 00:00:00+00:00,167,159,58,101,0,1,2024-10-07 01:00:00+00:00
H1,2024-W42,2024-10-14 00:00:00+00:00,167,164,130,34,0,1,2024-10-14 01:00:00+00:00
H1,2024-W43,2024-10-21 00:00:00+00:00,167,158,79,79,0,1,2024-10-21 01:00:00+00:00
H1,2024-W44,2024-10-28 00:00:00+00:00,167,163,70,93,0,1,2024-10-28 01:00:00+00:00
