tf,week,week_start,candidates,winning_windows,long_winning_windows,short_winning_windows,both_direction_winning_windows,has_any_win,first_win_entry_ts
H1,2024-W45,2024-11-04 00:00:00+00:00,167,166,113,53,0,1,2024-11-04 01:00:00+00:00
H1,2024-W46,2024-11-11 00:00:00+00:00,167,160,63,97,0,1,2024-11-11 01:00:00+00:00
H1,2024-W47,2024-11-18 00:00:00+00:00,167,166,79,87,0,1,2024-11-18 01:00:00+00:00
H1,2024-W48,2024-11-25 00:00:00+00:00,167,154,87,67,0,1,2024-11-25 01:00:00+00:00
H1,2024-W49,2024-12-02 00:00:00+00:00,167,167,83,84,0,1,2024-12-02 01:00:00+00:00
H1,2024-W50,2024-12-09 00:00:00+00:00,167,166,112,54,0,1,2024-12-09 01:00:00+00:00
H1,2024-W51,2024-12-16 00:00:00+00:00,167,166,62,104,0,1,2024-12-16 01:00:00+00:00
H1,2024-W52,2024-12-23 00:00:00+00:00,167,161,82,79,0,1,2024-12-23 01:00:00+00:00
H1,2025-W01,2024-12-30 00:00:00+00:00,167,143,94,49,0,1,2024-12-30 01:00:00+00:00
H1,2025-W02,2025-01-06 00:00:00+00:00,167,149,64,85,0,1,2025-01-06 01:00:00+00:00
H1,2025-W03,2025-01-13 00:00:00+00:00,167,166,108,58,0,1,2025-01-13 01:00:00+00:00
H1,2025-W04,2025-01-20 00:00:00+00:00,167,164,58,106,0,1,2025-01-20 01:00:00+00:00
H1,2025-W05,2025-01-27 00:00:00+00:00,167,165,83,82,0,1,2025-01-27 01:00:00+00:00
H1,2025-W06,2025-02-03 00:00:00+00:00,167,161,86,75,0,1,2025-02-03 01:00:00+00:00
H1,2025-W07,2025-02-10 00:00:00+00:00,167,157,60,97,0,1,2025-02-10 01:00:00+00:00
H1,2025-W08,2025-02-17 00:00:00+00:00,167,153,84,69,0,1,2025-02-17 01:00:00+00:00
H1,2025-W09,2025-02-24 00:00:00+00:00,167,163,66,97,0,1,2025-02-24 01:00:00+00:00
H1,2025-W10,2025-03-03 00:00:00+00:00,167,162,66,96,0,1,2025-03-03 01:00:00+00:00
H1,2025-W11,2025-03-10 00:00:00+00:00,167,160,67,93,0,1,2025-03-10 01:00:00+00:00
H1,2025-W12,2025-03-17 00:00:00+00:00,167,165,106,59,0,1,2025-03-17 01:00:00+00:00
H1,2025-W13,2025-03-24 00:00:00+00:00,167,164,48,116,0,1,2025-03-24 01:00:00+00:00
H1,2025-W14,2025-03-31 00:00:00+00:00,167,163,73,90,0,1,2025-03-31 01:00:00+00:00
H1,2025-W15,2025-04-07 00:00:00+00:00,167,162,84,78,0,1,2025-04-07 01:00:00+00:00
H1,2025-W16,2025-04-14 00:00:00+00:00,167,155,93,62,0,1,2025-04-14 01:00:00+00:00
H1,2025-W17,2025-04-21 00:00:00+00:00,167,142,99,43,0,1,2025-04-21 01:00:00+00:00
H1,2025-W18,2025-04-28 00:00:00+00:00,167,166,60,106,0,1,2025-04-28 01:00:00+00:00
H1,2025-W19,2025-05-05 00:00:00+00:00,167,153,110,43,0,1,2025-05-05 01:00:00+00:00
H1,2025-W20,2025-05-12 00:00:00+00:00,167,166,87,79,0,1,2025-05-12 01:00:00+00:00
H1,2025-W21,2025-05-19 00:00:00+00:00,167,166,86,80,0,1,2025-05-19 01:00:00+00:00
H1,2025-W22,2025-05-26 00:00:00+00:00,167,160,65,95,0,1,2025-05-26 01:00:00+00:00
H1,2025-W23,2025-06-02 00:00:00+00:00,167,144,90,54,0,1,2025-06-02 01:00:00+00:00
H1,2025-W24,2025-06-09 00:00:00+00:00,167,144,66,78,0,1,2025-06-09 01:00:00+00:00
H1,2025-W25,2025-06-16 00:00:00+00:00,167,166,68,98,0,1,2025-06-16 01:00:00+00:00
H1,2025-W26,2025-06-23 00:00:00+00:00,167,153,126,27,0,1,2025-06-23 01:00:00+00:00
H1,2025-W27,2025-06-30 00:00:00+00:00,167,159,89,70,0,1,2025-06-30 01:00:00+00:00
H1,2025-W28,2025-07-07 00:00:00+00:00,167,157,133,24,0,1,2025-07-07 01:00:00+00:00
H1,2025-W29,2025-07-14 00:00:00+00:00,167,166,65,101,0,1,2025-07-14 01:00:00+00:00
H1,2025-W30,2025-07-21 00:00:00+00:00,167,159,86,73,0,1,2025-07-21 01:00:00+00:00
H1,2025-W31,2025-07-28 00:00:00+00:00,167,151,40,111,0,1,2025-07-28 01:00:00+00:00
H1,2025-W32,2025-08-04 00:00:00+00:00,167,151,113,38,0,1,2025-08-04 01:00:00+00:00
H1,2025-W33,2025-08-11 00:00:00+00:00,167,124,70,54,0,1,2025-08-11 01:00:00+00:00
H1,2025-W34,2025-08-18 00:00:00+00:00,167,163,42,121,0,1,2025-08-18 01:00:00+00:00
H1,2025-W35,2025-08-25 00:00:00+00:00,167,129,67,62,0,1,2025-08-25 01:00:00+00:00
H1,2025-W36,2025-09-01 00:00:00+00:00,167,126,67,59,0,1,2025-09-01 01:00:00+00:00
H1,2025-W37,2025-09-08 00:00:00+00:00,167,113,95,18,0,1,2025-09-08 01:00:00+00:00
H1,2025-W38,2025-09-15 00:00:00+00:00,167,109,46,63,0,1,2025-09-15 01:00:00+00:00
H1,2025-W39,2025-09-22 00:00:00+00:00,167,166,92,74,0,1,2025-09-22 01:00:00+00:00
H1,2025-W40,2025-09-29 00:00:00+00:00,167,154,129,25,0,1,2025-09-29 01:00:00+00:00
H1,2025-W41,2025-10-06 00:00:00+00:00,167,164,86,78,0,1,2025-10-06 01:00:00+00:00
H1,2025-W42,2025-10-13 00:00:00+00:00,167,158,68,90,0,1,2025-10-13 01:00:00+00:00
H1,2025-W43,2025-10-20 00:00:00+00:00,167,166,103,63,0,1,2025-10-20 01:00:00+00:00
H1,2025-W44,2025-10-27 00:00:00+00:00,167,146,73,73,0,1,2025-10-27 01:00:00+00:00
H1,2025-W45,2025-11-03 00:00:00+00:00,167,162,67,95,0,1,2025-11-03 01:00:00+00:00
H1,2025-W46,2025-11-10 00:00:00+00:00,167,167,59,108,0,1,2025-11-10 01:00:00+00:00
H1,2025-W47,2025-11-17 00:00:00+00:00,167,160,71,89,0,1,2025-11-17 01:00:00+00:00
H1,2025-W48,2025-11-24 00:00:00+00:00,167,163,99,64,0,1,2025-11-24 01:00:00+00:00
H1,2025-W49,2025-12-01 00:00:00+00:00,167,166,61,105,0,1,2025-12-01 01:00:00+00:00
H1,2025-W50,2025-12-08 00:00:00+00:00,167,166,50,116,0,1,2025-12-08 01:00:00+00:00
H1,2025-W51,2025-12-15 00:00:00+00:00,167,140,89,51,0,1,2025-12-15 01:00:00+00:00
H1,2025-W52,2025-12-22 00:00:00+00:00,167,112,48,64,0,1,2025-12-22 01:00:00+00:00
H1,2026-W01,2025-12-29 00:00:00+00:00,167,144,106,38,0,1,2025-12-29 01:00:00+00:00
H1,2026-W02,2026-01-05 00:00:00+00:00,167,116,37,79,0,1,2026-01-05 01:00:00+00:00
H1,2026-W03,2026-01-12 00:00:00+00:00,167,167,58,109,0,1,2026-01-12 01:00:00+00:00
H1,2026-W04,2026-01-19 00:00:00+00:00,167,163,28,135,0,1,2026-01-19 01:00:00+00:00
H1,2026-W05,2026-01-26 00:00:00+00:00,167,161,68,93,0,1,2026-01-26 01:00:00+00:00
H1,2026-W06,2026-02-02 00:00:00+00:00,167,158,77,81,0,1,2026-02-02 01:00:00+00:00
H1,2026-W07,2026-02-09 00:00:00+00:00,167,160,93,67,0,1,2026-02-09 01:00:00+00:00
H1,2026-W08,2026-02-16 00:00:00+00:00,167,157,70,87,0,1,2026-02-16 01:00:00+00:00
H1,2026-W09,2026-02-23 00:00:00+00:00,167,165,74,91,0,1,2026-02-23 01:00:00+00:00
H1,2026-W10,2026-03-02 00:00:00+00:00,167,165,42,123,0,1,2026-03-02 01:00:00+00:00
H1,2026-W11,2026-03-09 00:00:00+00:00,167,165,116,49,0,1,2026-03-09 01:00:00+00:00
H1,2026-W12,2026-03-16 00:00:00+00:00,167,165,52,113,0,1,2026-03-16 01:00:00+00:00
H1,2026-W13,2026-03-23 00:00:00+00:00,167,166,68,98,0,1,2026-03-23 01:00:00+00:00
H1,2026-W14,2026-03-30 00:00:00+00:00,167,167,106,61,0,1,2026-03-30 01:00:00+00:00
H1,2026-W15,2026-04-06 00:00:00+00:00,167,159,101,58,0,1,2026-04-06 01:00:00+00:00
H1,2026-W16,2026-04-13 00:00:00+00:00,167,165,83,82,0,1,2026-04-13 01:00:00+00:00
H1,2026-W17,2026-04-20 00:00:00+00:00,167,164,116,48,0,1,2026-04-20 01:00:00+00:00
H1,2026-W18,2026-04-27 00:00:00+00:00,167,156,107,49,0,1,2026-04-27 01:00:00+00:00
H1,2026-W19,2026-05-04 00:00:00+00:00,167,166,117,49,0,1,2026-05-04 01:00:00+00:00
H1,2026-W20,2026-05-11 00:00:00+00:00,167,167,42,125,0,1,2026-05-11 01:00:00+00:00
H1,2026-W21,2026-05-18 00:00:00+00:00,167,160,74,86,0,1,2026-05-18 01:00:00+00:00
H1,2026-W22,2026-05-25 00:00:00+00:00,167,125,36,89,0,1,2026-05-25 01:00:00+00:00
H1,2026-W23,2026-06-01 00:00:00+00:00,167,164,43,121,0,1,2026-06-01 01:00:00+00:00
H1,2026-W24,2026-06-08 00:00:00+00:00,167,164,86,78,0,1,2026-06-08 01:00:00+00:00
H1,2026-W25,2026-06-15 00:00:00+00:00,167,164,75,89,0,1,2026-06-15 01:00:00+00:00
H1,2026-W26,2026-06-22 00:00:00+00:00,167,164,66,98,0,1,2026-06-22 01:00:00+00:00
H1,2026-W27,2026-06-29 00:00:00+00:00,167,164,114,50,0,1,2026-06-29 01:00:00+00:00
H1,2026-W28,2026-07-06 00:00:00+00:00,167,117,65,52,0,1,2026-07-06 01:00:00+00:00
H1,2026-W29,2026-07-13 00:00:00+00:00,167,137,84,53,0,1,2026-07-13 01:00:00+00:00
H1,2026-W30,2026-07-20 00:00:00+00:00,167,166,99,67,0,1,2026-07-20 01:00:00+00:00
H1,2026-W31,2026-07-27 00:00:00+00:00,167,151,59,92,0,1,2026-07-27 01:00:00+00:00
H1,2026-W32,2026-08-03 00:00:00+00:00,167,117,106,11,0,1,2026-08-03 01:00:00+00:00
H1,2026-W33,2026-08-10 00:00:00+00:00,167,105,23,82,0,1,2026-08-10 01:00:00+00:00
H4,2020-W02,2020-01-06 00:00:00+00:00,41,30,17,13,0,1,2020-01-06 04:00:00+00:00
H4,2020-W03,2020-01-13 00:00:00+00:00,41,36,26,10,0,1,2020-01-13 04:00:00+00:00
H4,2020-W04,2020-01-20 00:00:00+00:00,41,40,15,25,0,1,2020-01-20 04:00:00+00:00
H4,2020-W05,2020-01-27 00:00:00+00:00,41,35,12,23,0,1,2020-01-27 12:00:00+00:00
H4,2020-W06,2020-02-03 00:00:00+00:00,41,39,22,17,0,1,2020-02-03 04:00:00+00:00
H4,2020-W07,2020-02-10 00:00:00+00:00,41,40,20,20,0,1,2020-02-10 04:00:00+00:00
H4,2020-W08,2020-02-17 00:00:00+00:00,41,34,18,16,0,1,2020-02-17 04:00:00+00:00
H4,2020-W09,2020-02-24 00:00:00+00:00,41,34,9,25,0,1,2020-02-24 04:00:00+00:00
H4,2020-W10,2020-03-02 00:00:00+00:00,41,37,16,21,0,1,2020-03-02 04:00:00+00:00
H4,2020-W11,2020-03-09 00:00:00+00:00,41,23,7,16,0,1,2020-03-09 04:00:00+00:00
H4,2020-W12,2020-03-16 00:00:00+00:00,41,18,7,11,0,1,2020-03-16 04:00:00+00:00
H4,2020-W13,2020-03-23 00:00:00+00:00,41,33,18,15,0,1,2020-03-23 04:00:00+00:00
H4,2020-W14,2020-03-30 00:00:00+00:00,41,30,15,15,0,1,2020-03-30 04:00:00+00:00
H4,2020-W15,2020-04-06 00:00:00+00:00,41,36,14,22,0,1,2020-04-06 04:00:00+00:00
H4,2020-W16,2020-04-13 00:00:00+00:00,41,38,20,18,0,1,2020-04-13 04:00:00+00:00
H4,2020-W17,2020-04-20 00:00:00+00:00,41,39,28,11,0,1,2020-04-20 04:00:00+00:00
H4,2020-W18,2020-04-27 00:00:00+00:00,41,38,28,10,0,1,2020-04-27 04:00:00+00:00
H4,2020-W19,2020-05-04 00:00:00+00:00,41,34,20,14,0,1,2020-05-04 04:00:00+00:00
H4,2020-W20,2020-05-11 00:00:00+00:00,41,33,20,13,0,1,2020-05-11 16:00:00+00:00
H4,2020-W21,2020-05-18 00:00:00+00:00,41,41,17,24,0,1,2020-05-18 04:00:00+00:00
H4,2020-W22,2020-05-25 00:00:00+00:00,41,35,17,18,0,1,2020-05-25 04:00:00+00:00
H4,2020-W23,2020-06-01 00:00:00+00:00,41,40,14,26,0,1,2020-06-01 04:00:00+00:00
H4,2020-W24,2020-06-08 00:00:00+00:00,41,36,17,19,0,1,2020-06-08 20:00:00+00:00
H4,2020-W25,2020-06-15 00:00:00+00:00,41,34,12,22,0,1,2020-06-15 04:00:00+00:00
H4,2020-W26,2020-06-22 00:00:00+00:00,41,38,15,23,0,1,2020-06-22 04:00:00+00:00
H4,2020-W27,2020-06-29 00:00:00+00:00,41,41,23,18,0,1,2020-06-29 04:00:00+00:00
H4,2020-W28,2020-07-06 00:00:00+00:00,41,41,26,15,0,1,2020-07-06 04:00:00+00:00
H4,2020-W29,2020-07-13 00:00:00+00:00,41,32,14,18,0,1,2020-07-13 04:00:00+00:00
H4,2020-W30,2020-07-20 00:00:00+00:00,41,40,35,5,0,1,2020-07-20 04:00:00+00:00
H4,2020-W31,2020-07-27 00:00:00+00:00,41,34,18,16,0,1,2020-07-27 04:00:00+00:00
H4,2020-W32,2020-08-03 00:00:00+00:00,41,38,18,20,0,1,2020-08-03 04:00:00+00:00
H4,2020-W33,2020-08-10 00:00:00+00:00,41,37,12,25,0,1,2020-08-10 04:00:00+00:00
H4,2020-W34,2020-08-17 00:00:00+00:00,41,37,14,23,0,1,2020-08-17 04:00:00+00:00
H4,2020-W35,2020-08-24 00:00:00+00:00,41,34,20,14,0,1,2020-08-24 04:00:00+00:00
H4,2020-W36,2020-08-31 00:00:00+00:00,41,34,8,26,0,1,2020-08-31 04:00:00+00:00
H4,2020-W37,2020-09-07 00:00:00+00:00,41,37,23,14,0,1,2020-09-07 04:00:00+00:00
H4,2020-W38,2020-09-14 00:00:00+00:00,41,38,19,19,0,1,2020-09-14 04:00:00+00:00
H4,2020-W39,2020-09-21 00:00:00+00:00,41,39,20,19,0,1,2020-09-21 04:00:00+00:00
H4,2020-W40,2020-09-28 00:00:00+00:00,41,38,25,13,0,1,2020-09-28 04:00:00+00:00
H4,2020-W41,2020-10-05 00:00:00+00:00,41,36,23,13,0,1,2020-10-05 04:00:00+00:00
H4,2020-W42,2020-10-12 00:00:00+00:00,41,34,22,12,0,1,2020-10-12 04:00:00+00:00
H4,2020-W43,2020-10-19 00:00:00+00:00,41,38,29,9,0,1,2020-10-19 04:00:00+00:00
H4,2020-W44,2020-10-26 00:00:00+00:00,41,35,18,17,0,1,2020-10-26 04:00:00+00:00
H4,2020-W45,2020-11-02 00:00:00+00:00,41,36,24,12,0,1,2020-11-02 04:00:00+00:00
H4,2020-W46,2020-11-09 00:00:00+00:00,41,36,16,20,0,1,2020-11-09 12:00:00+00:00
H4,2020-W47,2020-11-16 00:00:00+00:00,41,36,20,16,0,1,2020-11-16 04:00:00+00:00
H4,2020-W48,2020-11-23 00:00:00+00:00,41,36,18,18,0,1,2020-11-23 04:00:00+00:00
H4,2020-W49,2020-11-30 00:00:00+00:00,41,35,17,18,0,1,2020-11-30 04:00:00+00:00
H4,2020-W50,2020-12-07 00:00:00+00:00,41,39,14,25,0,1,2020-12-07 04:00:00+00:00
H4,2020-W51,2020-12-14 00:00:00+00:00,41,35,25,10,0,1,2020-12-14 04:00:00+00:00
H4,2020-W52,2020-12-21 00:00:00+00:00,41,36,21,15,0,1,2020-12-21 04:00:00+00:00
H4,2020-W53,2020-12-28 00:00:00+00:00,41,34,18,16,0,1,2020-12-28 04:00:00+00:00
H4,2021-W01,2021-01-04 00:00:00+00:00,41,21,10,11,0,1,2021-01-04 04:00:00+00:00
H4,2021-W02,2021-01-11 00:00:00+00:00,41,22,11,11,0,1,2021-01-11 08:00:00+00:00
H4,2021-W03,2021-01-18 00:00:00+00:00,41,26,12,14,0,1,2021-01-18 04:00:00+00:00
H4,2021-W04,2021-01-25 00:00:00+00:00,41,25,11,14,0,1,2021-01-25 04:00:00+00:00
H4,2021-W05,2021-02-01 00:00:00+00:00,41,34,23,11,0,1,2021-02-01 04:00:00+00:00
H4,2021-W06,2021-02-08 00:00:00+00:00,41,28,21,7,0,1,2021-02-08 04:00:00+00:00
H4,2021-W07,2021-02-15 00:00:00+00:00,41,33,19,14,0,1,2021-02-15 04:00:00+00:00
H4,2021-W08,2021-02-22 00:00:00+00:00,41,25,11,14,0,1,2021-02-22 08:00:00+00:00
H4,2021-W09,2021-03-01 00:00:00+00:00,41,29,15,14,0,1,2021-03-01 04:00:00+00:00
H4,2021-W10,2021-03-08 00:00:00+00:00,41,32,21,11,0,1,2021-03-08 04:00:00+00:00
H4,2021-W11,2021-03-15 00:00:00+00:00,41,32,15,17,0,1,2021-03-15 04:00:00+00:00
H4,2021-W12,2021-03-22 00:00:00+00:00,41,38,23,15,0,1,2021-03-22 04:00:00+00:00
H4,2021-W13,2021-03-29 00:00:00+00:00,41,34,18,16,0,1,2021-03-29 04:00:00+00:00
H4,2021-W14,2021-04-05 00:00:00+00:00,41,37,18,19,0,1,2021-04-05 04:00:00+00:00
H4,2021-W15,2021-04-12 00:00:00+00:00,41,38,18,20,0,1,2021-04-12 04:00:00+00:00
H4,2021-W16,2021-04-19 00:00:00+00:00,41,37,14,23,0,1,2021-04-19 04:00:00+00:00
H4,2021-W17,2021-04-26 00:00:00+00:00,41,34,14,20,0,1,2021-04-26 04:00:00+00:00
H4,2021-W18,2021-05-03 00:00:00+00:00,41,38,18,20,0,1,2021-05-03 04:00:00+00:00
H4,2021-W19,2021-05-10 00:00:00+00:00,41,31,12,19,0,1,2021-05-10 04:00:00+00:00
H4,2021-W20,2021-05-17 00:00:00+00:00,41,17,8,9,0,1,2021-05-17 12:00:00+00:00
H4,2021-W21,2021-05-24 00:00:00+00:00,41,22,9,13,0,1,2021-05-24 12:00:00+00:00
H4,2021-W22,2021-05-31 00:00:00+00:00,41,30,16,14,0,1,2021-05-31 08:00:00+00:00
H4,2021-W23,2021-06-07 00:00:00+00:00,41,28,16,12,0,1,2021-06-07 04:00:00+00:00
H4,2021-W24,2021-06-14 00:00:00+00:00,41,35,15,20,0,1,2021-06-14 04:00:00+00:00
H4,2021-W25,2021-06-21 00:00:00+00:00,41,24,9,15,0,1,2021-06-21 04:00:00+00:00
H4,2021-W26,2021-06-28 00:00:00+00:00,41,38,23,15,0,1,2021-06-28 04:00:00+00:00
H4,2021-W27,2021-07-05 00:00:00+00:00,41,36,19,17,0,1,2021-07-05 04:00:00+00:00
H4,2021-W28,2021-07-12 00:00:00+00:00,41,39,16,23,0,1,2021-07-12 04:00:00+00:00
H4,2021-W29,2021-07-19 00:00:00+00:00,41,37,23,14,0,1,2021-07-19 04:00:00+00:00
H4,2021-W30,2021-07-26 00:00:00+00:00,41,34,14,20,0,1,2021-07-26 16:00:00+00:00
H4,2021-W31,2021-08-02 00:00:00+00:00,41,34,14,20,0,1,2021-08-02 04:00:00+00:00
H4,2021-W32,2021-08-09 00:00:00+00:00,41,33,19,14,0,1,2021-08-09 04:00:00+00:00
H4,2021-W33,2021-08-16 00:00:00+00:00,41,36,21,15,0,1,2021-08-16 04:00:00+00:00
H4,2021-W34,2021-08-23 00:00:00+00:00,41,33,16,17,0,1,2021-08-23 04:00:00+00:00
H4,2021-W35,2021-08-30 00:00:00+00:00,41,40,20,20,0,1,2021-08-30 04:00:00+00:00
H4,2021-W36,2021-09-06 00:00:00+00:00,41,33,13,20,0,1,2021-09-06 04:00:00+00:00
H4,2021-W37,2021-09-13 00:00:00+00:00,41,38,16,22,0,1,2021-09-13 04:00:00+00:00
H4,2021-W38,2021-09-20 00:00:00+00:00,41,34,12,22,0,1,2021-09-20 04:00:00+00:00
H4,2021-W39,2021-09-27 00:00:00+00:00,41,38,17,21,0,1,2021-09-27 04:00:00+00:00
H4,2021-W40,2021-10-04 00:00:00+00:00,41,36,21,15,0,1,2021-10-04 04:00:00+00:00
H4,2021-W41,2021-10-11 00:00:00+00:00,41,34,18,16,0,1,2021-10-11 04:00:00+00:00
H4,2021-W42,2021-10-18 00:00:00+00:00,41,33,12,21,0,1,2021-10-18 04:00:00+00:00
H4,2021-W43,2021-10-25 00:00:00+00:00,41,37,20,17,0,1,2021-10-25 04:00:00+00:00
H4,2021-W44,2021-11-01 00:00:00+00:00,41,38,19,19,0,1,2021-11-01 04:00:00+00:00
H4,2021-W45,2021-11-08 00:00:00+00:00,41,35,14,21,0,1,2021-11-08 04:00:00+00:00
H4,2021-W46,2021-11-15 00:00:00+00:00,41,36,17,19,0,1,2021-11-15 04:00:00+00:00
H4,2021-W47,2021-11-22 00:00:00+00:00,41,37,18,19,0,1,2021-11-22 04:00:00+00:00
H4,2021-W48,2021-11-29 00:00:00+00:00,41,35,18,17,0,1,2021-11-29 04:00:00+00:00
H4,2021-W49,2021-12-06 00:00:00+00:00,41,35,17,18,0,1,2021-12-06 04:00:00+00:00
H4,2021-W50,2021-12-13 00:00:00+00:00,41,39,19,20,0,1,2021-12-13 04:00:00+00:00
H4,2021-W51,2021-12-20 00:00:00+00:00,41,40,18,22,0,1,2021-12-20 04:00:00+00:00
H4,2021-W52,2021-12-27 00:00:00+00:00,41,37,19,18,0,1,2021-12-27 04:00:00+00:00
H4,2022-W01,2022-01-03 00:00:00+00:00,41,39,18,21,0,1,2022-01-03 04:00:00+00:00
H4,2022-W02,2022-01-10 00:00:00+00:00,41,35,14,21,0,1,2022-01-10 04:00:00+00:00
H4,2022-W03,2022-01-17 00:00:00+00:00,41,34,16,18,0,1,2022-01-17 04:00:00+00:00
H4,2022-W04,2022-01-24 00:00:00+00:00,41,28,13,15,0,1,2022-01-24 04:00:00+00:00
H4,2022-W05,2022-01-31 00:00:00+00:00,41,32,20,12,0,1,2022-01-31 04:00:00+00:00
H4,2022-W06,2022-02-07 00:00:00+00:00,41,39,16,23,0,1,2022-02-07 04:00:00+00:00
H4,2022-W07,2022-02-14 00:00:00+00:00,41,39,18,21,0,1,2022-02-14 04:00:00+00:00
H4,2022-W08,2022-02-21 00:00:00+00:00,41,32,18,14,0,1,2022-02-21 04:00:00+00:00
H4,2022-W09,2022-02-28 00:00:00+00:00,41,31,16,15,0,1,2022-02-28 04:00:00+00:00
H4,2022-W10,2022-03-07 00:00:00+00:00,41,35,15,20,0,1,2022-03-07 04:00:00+00:00
H4,2022-W11,2022-03-14 00:00:00+00:00,41,38,19,19,0,1,2022-03-14 04:00:00+00:00
H4,2022-W12,2022-03-21 00:00:00+00:00,41,40,34,6,0,1,2022-03-21 04:00:00+00:00
H4,2022-W13,2022-03-28 00:00:00+00:00,41,36,19,17,0,1,2022-03-28 04:00:00+00:00
H4,2022-W14,2022-04-04 00:00:00+00:00,41,36,17,19,0,1,2022-04-04 04:00:00+00:00
H4,2022-W15,2022-04-11 00:00:00+00:00,41,41,15,26,0,1,2022-04-11 04:00:00+00:00
H4,2022-W16,2022-04-18 00:00:00+00:00,41,40,24,16,0,1,2022-04-18 04:00:00+00:00
H4,2022-W17,2022-04-25 00:00:00+00:00,41,39,19,20,0,1,2022-04-25 04:00:00+00:00
H4,2022-W18,2022-05-02 00:00:00+00:00,41,38,10,28,0,1,2022-05-02 04:00:00+00:00
H4,2022-W19,2022-05-09 00:00:00+00:00,41,23,10,13,0,1,2022-05-09 04:00:00+00:00
H4,2022-W20,2022-05-16 00:00:00+00:00,41,36,22,14,0,1,2022-05-16 04:00:00+00:00
H4,2022-W21,2022-05-23 00:00:00+00:00,41,37,23,14,0,1,2022-05-23 04:00:00+00:00
H4,2022-W22,2022-05-30 00:00:00+00:00,41,32,18,14,0,1,2022-05-30 04:00:00+00:00
H4,2022-W23,2022-06-06 00:00:00+00:00,41,35,13,22,0,1,2022-06-06 04:00:00+00:00
H4,2022-W24,2022-06-13 00:00:00+00:00,41,24,10,14,0,1,2022-06-13 08:00:00+00:00
H4,2022-W25,2022-06-20 00:00:00+00:00,41,32,20,12,0,1,2022-06-20 08:00:00+00:00
H4,2022-W26,2022-06-27 00:00:00+00:00,41,37,14,23,0,1,2022-06-27 04:00:00+00:00
H4,2022-W27,2022-07-04 00:00:00+00:00,41,35,17,18,0,1,2022-07-04 04:00:00+00:00
H4,2022-W28,2022-07-11 00:00:00+00:00,41,34,20,14,0,1,2022-07-11 08:00:00+00:00
H4,2022-W29,2022-07-18 00:00:00+00:00,41,34,19,15,0,1,2022-07-18 04:00:00+00:00
H4,2022-W30,2022-07-25 00:00:00+00:00,41,33,18,15,0,1,2022-07-25 04:00:00+00:00
H4,2022-W31,2022-08-01 00:00:00+00:00,41,40,19,21,0,1,2022-08-01 04:00:00+00:00
H4,2022-W32,2022-08-08 00:00:00+00:00,41,39,18,21,0,1,2022-08-08 04:00:00+00:00
H4,2022-W33,2022-08-15 00:00:00+00:00,41,36,14,22,0,1,2022-08-15 04:00:00+00:00
H4,2022-W34,2022-08-22 00:00:00+00:00,41,38,9,29,0,1,2022-08-22 04:00:00+00:00
H4,2022-W35,2022-08-29 00:00:00+00:00,41,39,20,19,0,1,2022-08-29 04:00:00+00:00
H4,2022-W36,2022-09-05 00:00:00+00:00,41,39,30,9,0,1,2022-09-05 04:00:00+00:00
H4,2022-W37,2022-09-12 00:00:00+00:00,41,40,15,25,0,1,2022-09-12 04:00:00+00:00
H4,2022-W38,2022-09-19 00:00:00+00:00,41,37,14,23,0,1,2022-09-19 04:00:00+00:00
H4,2022-W39,2022-09-26 00:00:00+00:00,41,38,14,24,0,1,2022-09-26 04:00:00+00:00
H4,2022-W40,2022-10-03 00:00:00+00:00,41,35,14,21,0,1,2022-10-03 04:00:00+00:00
H4,2022-W41,2022-10-10 00:00:00+00:00,41,38,13,25,0,1,2022-10-10 04:00:00+00:00
H4,2022-W42,2022-10-17 00:00:00+00:00,41,40,20,20,0,1,2022-10-17 04:00:00+00:00
H4,2022-W43,2022-10-24 00:00:00+00:00,41,37,18,19,0,1,2022-10-24 04:00:00+00:00
H4,2022-W44,2022-10-31 00:00:00+00:00,41,32,16,16,0,1,2022-10-31 04:00:00+00:00
H4,2022-W45,2022-11-07 00:00:00+00:00,41,30,6,24,0,1,2022-11-07 04:00:00+00:00
H4,2022-W46,2022-11-14 00:00:00+00:00,41,39,14,25,0,1,2022-11-14 08:00:00+00:00
H4,2022-W47,2022-11-21 00:00:00+00:00,41,33,17,16,0,1,2022-11-21 04:00:00+00:00
H4,2022-W48,2022-11-28 00:00:00+00:00,41,31,24,7,0,1,2022-11-28 16:00:00+00:00
H4,2022-W49,2022-12-05 00:00:00+00:00,41,24,12,12,0,1,2022-12-05 04:00:00+00:00
H4,2022-W50,2022-12-12 00:00:00+00:00,41,35,23,12,0,1,2022-12-12 04:00:00+00:00
H4,2022-W51,2022-12-19 00:00:00+00:00,41,23,6,17,0,1,2022-12-19 04:00:00+00:00
H4,2022-W52,2022-12-26 00:00:00+00:00,41,27,1,26,0,1,2022-12-26 04:00:00+00:00
H4,2023-W01,2023-01-02 00:00:00+00:00,41,41,34,7,0,1,2023-01-02 04:00:00+00:00
H4,2023-W02,2023-01-09 00:00:00+00:00,41,38,32,6,0,1,2023-01-09 04:00:00+00:00
H4,2023-W03,2023-01-16 00:00:00+00:00,41,37,22,15,0,1,2023-01-16 04:00:00+00:00
H4,2023-W04,2023-01-23 00:00:00+00:00,41,39,22,17,0,1,2023-01-23 04:00:00+00:00
