role,partition,execution_start,entry_ts,snapshot_min,outcome,loss_class,pnl,close_R,running_mfe_R,running_mae_R,break_confirmed_by_snapshot,closes_above_H
CENTRAL,reference_validation,2025-06-25 18:00:00+00:00,2025-06-26 03:00:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.8821932681868372,-0.05806451612903439,0.13548387096774078,0.2645161290322616,True,1
CENTRAL,reference_validation,2025-06-25 18:00:00+00:00,2025-06-26 03:00:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.8821932681868372,-0.12473118279570146,0.13548387096774078,0.2645161290322616,True,1
CENTRAL,reference_validation,2025-06-26 18:00:00+00:00,2025-06-26 20:40:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-2.539837172082726,0.03930131004366926,0.0786026200873261,0.2096069868995694,True,1
CENTRAL,reference_validation,2025-06-26 18:00:00+00:00,2025-06-26 20:40:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-2.539837172082726,-0.32314410480349454,0.0786026200873261,0.32314410480349454,True,1
CENTRAL,reference_validation,2025-06-26 18:00:00+00:00,2025-06-26 20:40:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-2.539837172082726,-0.3275109170305648,0.0786026200873261,0.4978165938864649,True,1
CENTRAL,reference_validation,2025-06-29 18:00:00+00:00,2025-06-29 22:15:00+00:00,5,WIN,WIN,3.737950029510162,0.305263157894736,0.5298245614035013,0.09122807017544465,True,1
CENTRAL,reference_validation,2025-06-29 18:00:00+00:00,2025-06-29 22:15:00+00:00,10,WIN,WIN,3.737950029510162,0.6456140350877153,0.6561403508771894,0.09122807017544465,True,2
CENTRAL,reference_validation,2025-07-02 18:00:00+00:00,2025-07-02 20:30:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.521036863358082,0.04157549234135624,0.08752735229759437,0.06783369803063517,True,1
CENTRAL,reference_validation,2025-07-02 18:00:00+00:00,2025-07-02 20:30:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.521036863358082,-0.035010940919036504,0.08752735229759437,0.06783369803063517,True,1
CENTRAL,reference_validation,2025-07-02 18:00:00+00:00,2025-07-02 20:30:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.521036863358082,-0.04157549234135624,0.08752735229759437,0.06783369803063517,True,1
CENTRAL,reference_validation,2025-07-06 18:00:00+00:00,2025-07-06 21:30:00+00:00,5,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.432114882506504,-0.19999999999999343,0.30769230769231276,0.2269230769230678,False,0
CENTRAL,reference_validation,2025-07-06 18:00:00+00:00,2025-07-06 21:30:00+00:00,10,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.432114882506504,-0.053846153846148714,0.30769230769231276,0.2269230769230678,False,0
CENTRAL,reference_validation,2025-07-06 18:00:00+00:00,2025-07-06 21:30:00+00:00,15,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.432114882506504,-0.07692307692307272,0.30769230769231276,0.2269230769230678,False,0
CENTRAL,reference_validation,2025-07-06 18:00:00+00:00,2025-07-06 21:30:00+00:00,30,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-9.432114882506504,-0.3923076923076862,0.30769230769231276,0.46923076923076984,False,0
CENTRAL,reference_validation,2025-07-08 18:00:00+00:00,2025-07-08 18:20:00+00:00,5,WIN,WIN,3.718791064388993,-0.05300353356889686,0.028268551236753696,0.09540636042402238,False,0
CENTRAL,reference_validation,2025-07-08 18:00:00+00:00,2025-07-08 18:20:00+00:00,10,WIN,WIN,3.718791064388993,-0.05300353356889686,0.028268551236753696,0.11660777385158513,False,0
CENTRAL,reference_validation,2025-07-08 18:00:00+00:00,2025-07-08 18:20:00+00:00,15,WIN,WIN,3.718791064388993,-0.021201413427562762,0.028268551236753696,0.11660777385158513,False,0
CENTRAL,reference_validation,2025-07-08 18:00:00+00:00,2025-07-08 18:20:00+00:00,30,WIN,WIN,3.718791064388993,0.049469964664316454,0.11307420494700474,0.11660777385158513,True,2
CENTRAL,reference_validation,2025-07-09 18:00:00+00:00,2025-07-09 19:20:00+00:00,5,WIN,WIN,3.4473887316697205,0.08955223880597427,0.19402985074627405,0.11567164179104655,True,1
CENTRAL,reference_validation,2025-07-09 18:00:00+00:00,2025-07-09 19:20:00+00:00,10,WIN,WIN,3.4473887316697205,0.09701492537314232,0.19402985074627405,0.11567164179104655,True,2
CENTRAL,reference_validation,2025-07-09 18:00:00+00:00,2025-07-09 19:20:00+00:00,15,WIN,WIN,3.4473887316697205,0.11194029850746783,0.19402985074627405,0.11567164179104655,True,3
CENTRAL,reference_validation,2025-07-10 18:00:00+00:00,2025-07-10 21:15:00+00:00,5,WIN,WIN,7.0719602977668,0.366666666666668,0.37894736842105775,0.1350877192982427,True,1
CENTRAL,reference_validation,2025-07-10 18:00:00+00:00,2025-07-10 21:15:00+00:00,10,WIN,WIN,7.0719602977668,0.31228070175438677,0.4877192982456152,0.1350877192982427,True,2
CENTRAL,reference_validation,2025-07-12 18:00:00+00:00,2025-07-12 18:45:00+00:00,5,WIN,WIN,3.649044149698022,-0.017064846416386094,0.0443686006825922,0.14334470989761602,False,0
CENTRAL,reference_validation,2025-07-12 18:00:00+00:00,2025-07-12 18:45:00+00:00,10,WIN,WIN,3.649044149698022,-0.1774744027303785,0.0443686006825922,0.26279863481228954,False,0
CENTRAL,reference_validation,2025-07-12 18:00:00+00:00,2025-07-12 18:45:00+00:00,15,WIN,WIN,3.649044149698022,-0.11945392491467355,0.0443686006825922,0.26279863481228954,False,0
CENTRAL,reference_validation,2025-07-12 18:00:00+00:00,2025-07-12 18:45:00+00:00,30,WIN,WIN,3.649044149698022,-0.03412969283276249,0.0443686006825922,0.26279863481228954,False,0
CENTRAL,reference_validation,2025-07-13 18:00:00+00:00,2025-07-14 02:25:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.4265171825493796,0.002762430939224003,0.07734806629834275,0.06353591160221488,True,1
CENTRAL,reference_validation,2025-07-13 18:00:00+00:00,2025-07-14 02:25:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.4265171825493796,-0.035911602209943445,0.10220994475138233,0.09668508287292647,True,1
CENTRAL,reference_validation,2025-07-13 18:00:00+00:00,2025-07-14 02:25:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.4265171825493796,0.038674033149167446,0.10220994475138233,0.09668508287292647,True,2
CENTRAL,reference_validation,2025-07-15 18:00:00+00:00,2025-07-15 18:00:00+00:00,5,WIN,WIN,7.025732358901915,-0.0052447552447554445,0.024475524475522096,0.03846153846153827,False,0
CENTRAL,reference_validation,2025-07-15 18:00:00+00:00,2025-07-15 18:00:00+00:00,10,WIN,WIN,7.025732358901915,-0.08041958041958183,0.024475524475522096,0.1083916083916092,False,0
CENTRAL,reference_validation,2025-07-15 18:00:00+00:00,2025-07-15 18:00:00+00:00,15,WIN,WIN,7.025732358901915,-0.010489510489510889,0.024475524475522096,0.1083916083916092,False,0
CENTRAL,reference_validation,2025-07-15 18:00:00+00:00,2025-07-15 18:00:00+00:00,30,WIN,WIN,7.025732358901915,0.02097902097901681,0.14510489510489236,0.1083916083916092,True,3
CENTRAL,reference_validation,2025-07-16 18:00:00+00:00,2025-07-16 18:05:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-7.701998511137842,-0.015069967707210601,0.0043057050592025916,0.07857911733046183,False,0
CENTRAL,reference_validation,2025-07-16 18:00:00+00:00,2025-07-16 18:05:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-7.701998511137842,-0.09041980624327278,0.0043057050592025916,0.10979547900968598,False,0
CENTRAL,reference_validation,2025-07-16 18:00:00+00:00,2025-07-16 18:05:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-7.701998511137842,-0.03444564047362685,0.0043057050592025916,0.11087190527448891,False,0
CENTRAL,reference_validation,2025-07-16 18:00:00+00:00,2025-07-16 18:05:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-7.701998511137842,-0.020452099031216135,0.01184068891281095,0.11087190527448891,False,0
CENTRAL,reference_validation,2025-07-17 18:00:00+00:00,2025-07-17 19:15:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.5134055904164603,0.004819277108429346,0.014457831325301733,0.10120481927711213,True,1
CENTRAL,reference_validation,2025-07-17 18:00:00+00:00,2025-07-17 19:15:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.5134055904164603,-0.043373493975905196,0.014457831325301733,0.10120481927711213,True,1
CENTRAL,reference_validation,2025-07-17 18:00:00+00:00,2025-07-17 19:15:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.5134055904164603,-0.043373493975905196,0.014457831325301733,0.11325301204819234,True,1
CENTRAL,reference_validation,2025-07-19 18:00:00+00:00,2025-07-19 19:40:00+00:00,5,WIN,WIN,3.530668465733356,-0.05732484076433311,0.0732484076433085,0.14012738853503046,False,0
CENTRAL,reference_validation,2025-07-19 18:00:00+00:00,2025-07-19 19:40:00+00:00,10,WIN,WIN,3.530668465733356,-0.213375796178348,0.0732484076433085,0.2675159235668788,False,0
CENTRAL,reference_validation,2025-07-19 18:00:00+00:00,2025-07-19 19:40:00+00:00,15,WIN,WIN,3.530668465733356,-0.35031847133757615,0.0732484076433085,0.4554140127388535,False,0
CENTRAL,reference_validation,2025-07-19 18:00:00+00:00,2025-07-19 19:40:00+00:00,30,WIN,WIN,3.530668465733356,-0.09235668789808621,0.0732484076433085,0.4554140127388535,False,0
CENTRAL,reference_validation,2025-07-20 18:00:00+00:00,2025-07-20 19:10:00+00:00,5,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-11.02319236016369,-0.03726708074534304,0.13043478260869182,0.08695652173913082,False,0
CENTRAL,reference_validation,2025-07-20 18:00:00+00:00,2025-07-20 19:10:00+00:00,10,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-11.02319236016369,-0.3105590062111802,0.13043478260869182,0.3478260869565233,False,0
CENTRAL,reference_validation,2025-07-20 18:00:00+00:00,2025-07-20 19:10:00+00:00,15,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-11.02319236016369,-0.2267080745341584,0.13043478260869182,0.3478260869565233,False,0
CENTRAL,reference_validation,2025-07-20 18:00:00+00:00,2025-07-20 19:10:00+00:00,30,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-11.02319236016369,-0.33850931677018753,0.13043478260869182,0.44409937888198986,False,0
CENTRAL,reference_validation,2025-07-21 18:00:00+00:00,2025-07-22 01:25:00+00:00,5,WIN,WIN,8.08101062763178,-0.0024813895781615144,0.026054590570720584,0.12034739454094276,False,0
CENTRAL,reference_validation,2025-07-21 18:00:00+00:00,2025-07-22 01:25:00+00:00,10,WIN,WIN,8.08101062763178,0.0831265508684883,0.17493796526054542,0.12034739454094276,True,1
CENTRAL,reference_validation,2025-07-21 18:00:00+00:00,2025-07-22 01:25:00+00:00,15,WIN,WIN,8.08101062763178,0.2158808933002492,0.2816377171215893,0.12034739454094276,True,2
CENTRAL,reference_validation,2025-07-21 18:00:00+00:00,2025-07-22 01:25:00+00:00,30,WIN,WIN,8.08101062763178,0.2344913151364782,0.36228287841191253,0.12034739454094276,True,5
CENTRAL,reference_validation,2025-07-22 18:00:00+00:00,2025-07-22 23:40:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.779841107374335,0.07850241545893788,0.1002415458937213,0.10869565217391028,True,1
CENTRAL,reference_validation,2025-07-22 18:00:00+00:00,2025-07-22 23:40:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.779841107374335,-0.03985507246376619,0.1002415458937213,0.10869565217391028,True,1
CENTRAL,reference_validation,2025-07-22 18:00:00+00:00,2025-07-22 23:40:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.779841107374335,0.05072463768116134,0.1533816425120785,0.10869565217391028,True,2
CENTRAL,reference_validation,2025-07-25 18:00:00+00:00,2025-07-25 18:05:00+00:00,5,WIN,WIN,5.7029397165077045,0.00967117988394801,0.030947775628625936,0.088974854932303,True,1
CENTRAL,reference_validation,2025-07-25 18:00:00+00:00,2025-07-25 18:05:00+00:00,10,WIN,WIN,5.7029397165077045,0.09284332688587782,0.09284332688587782,0.088974854932303,True,2
CENTRAL,reference_validation,2025-07-25 18:00:00+00:00,2025-07-25 18:05:00+00:00,15,WIN,WIN,5.7029397165077045,0.09671179883945812,0.13346228239845176,0.088974854932303,True,3
CENTRAL,reference_validation,2025-07-25 18:00:00+00:00,2025-07-25 18:05:00+00:00,30,WIN,WIN,5.7029397165077045,0.013539651837522816,0.1528046421663423,0.088974854932303,True,6
CENTRAL,reference_validation,2025-07-26 18:00:00+00:00,2025-07-27 05:20:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.026608482784296,-0.04247104247103671,0.0038610038610003444,0.2123552123552055,False,0
CENTRAL,reference_validation,2025-07-26 18:00:00+00:00,2025-07-27 05:20:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.026608482784296,0.0849420849420844,0.11196911196910875,0.2123552123552055,True,1
CENTRAL,reference_validation,2025-07-26 18:00:00+00:00,2025-07-27 05:20:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.026608482784296,0.011583011583012007,0.11196911196910875,0.2123552123552055,True,2
CENTRAL,reference_validation,2025-07-26 18:00:00+00:00,2025-07-27 05:20:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.026608482784296,-0.16216216216215712,0.15057915057915608,0.2123552123552055,True,3
CENTRAL,reference_validation,2025-07-27 18:00:00+00:00,2025-07-27 22:10:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.5007907221929453,0.08979591836734689,0.14081632653061243,0.11020408163265195,True,1
CENTRAL,reference_validation,2025-07-27 18:00:00+00:00,2025-07-27 22:10:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.5007907221929453,0.10204081632653109,0.15714285714285997,0.11020408163265195,True,2
CENTRAL,reference_validation,2025-07-27 18:00:00+00:00,2025-07-27 22:10:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.5007907221929453,0.12448979591837071,0.19795918367347007,0.11020408163265195,True,3
CENTRAL,reference_validation,2025-07-27 18:00:00+00:00,2025-07-27 22:10:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.5007907221929453,-0.008163265306120862,0.19795918367347007,0.11020408163265195,True,4
CENTRAL,reference_validation,2025-07-30 18:00:00+00:00,2025-07-31 04:35:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.3047091412742841,0.024305555555553224,0.03819444444444924,0.12847222222222401,True,1
CENTRAL,reference_validation,2025-07-30 18:00:00+00:00,2025-07-31 04:35:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.3047091412742841,-0.03819444444444924,0.03819444444444924,0.12847222222222401,True,1
CENTRAL,reference_validation,2025-07-30 18:00:00+00:00,2025-07-31 04:35:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.3047091412742841,0.05208333333333539,0.0937500000000037,0.12847222222222401,True,2
CENTRAL,reference_validation,2025-08-03 18:00:00+00:00,2025-08-03 23:15:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.3996311097448357,0.16386554621848198,0.1764705882352892,0.13025210084033734,True,1
CENTRAL,reference_validation,2025-08-03 18:00:00+00:00,2025-08-03 23:15:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.3996311097448357,-0.054621848739493994,0.1764705882352892,0.1596638655462169,True,1
CENTRAL,reference_validation,2025-08-03 18:00:00+00:00,2025-08-03 23:15:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.3996311097448357,-0.13865546218487948,0.1764705882352892,0.16386554621849392,True,1
CENTRAL,reference_validation,2025-08-04 18:00:00+00:00,2025-08-05 01:05:00+00:00,5,LOSS,L1_NEVER_BREAK_TIME,-4.212572909915668,-0.026119402985072152,0.03917910447761353,0.10634328358208857,False,0
CENTRAL,reference_validation,2025-08-04 18:00:00+00:00,2025-08-05 01:05:00+00:00,10,LOSS,L1_NEVER_BREAK_TIME,-4.212572909915668,-0.10447761194029923,0.03917910447761353,0.13805970149253408,False,0
CENTRAL,reference_validation,2025-08-04 18:00:00+00:00,2025-08-05 01:05:00+00:00,15,LOSS,L1_NEVER_BREAK_TIME,-4.212572909915668,-0.15858208955223818,0.03917910447761353,0.20522388059701444,False,0
CENTRAL,reference_validation,2025-08-04 18:00:00+00:00,2025-08-05 01:05:00+00:00,30,LOSS,L1_NEVER_BREAK_TIME,-4.212572909915668,-0.11940298507462464,0.03917910447761353,0.20522388059701444,False,0
CENTRAL,reference_validation,2025-08-06 18:00:00+00:00,2025-08-06 18:00:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.265533722782818,0.06595365418894929,0.0730837789661315,0.07486631016042578,True,1
CENTRAL,reference_validation,2025-08-06 18:00:00+00:00,2025-08-06 18:00:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.265533722782818,0.026737967914439588,0.0730837789661315,0.07486631016042578,True,2
CENTRAL,reference_validation,2025-08-06 18:00:00+00:00,2025-08-06 18:00:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.265533722782818,0.040998217468803985,0.0730837789661315,0.07486631016042578,True,3
CENTRAL,reference_validation,2025-08-07 18:00:00+00:00,2025-08-07 19:45:00+00:00,5,WIN,WIN,5.533550792171549,-0.0252631578947378,0.023157894736838994,0.16842105263158133,False,0
CENTRAL,reference_validation,2025-08-07 18:00:00+00:00,2025-08-07 19:45:00+00:00,10,WIN,WIN,5.533550792171549,-0.11999999999999857,0.0252631578947378,0.16842105263158133,False,0
CENTRAL,reference_validation,2025-08-07 18:00:00+00:00,2025-08-07 19:45:00+00:00,15,WIN,WIN,5.533550792171549,-0.004210526315791628,0.029473684210523442,0.16842105263158133,False,0
CENTRAL,reference_validation,2025-08-07 18:00:00+00:00,2025-08-07 19:45:00+00:00,30,WIN,WIN,5.533550792171549,0.03999999999999952,0.10736842105262967,0.16842105263158133,True,2
CENTRAL,reference_validation,2025-08-08 18:00:00+00:00,2025-08-08 18:00:00+00:00,5,WIN,WIN,5.778025655326258,-0.059845559845560205,0.0482625482625482,0.1081081081081084,False,0
CENTRAL,reference_validation,2025-08-08 18:00:00+00:00,2025-08-08 18:00:00+00:00,10,WIN,WIN,5.778025655326258,-0.05212355212355403,0.0482625482625482,0.1081081081081084,False,0
CENTRAL,reference_validation,2025-08-08 18:00:00+00:00,2025-08-08 18:00:00+00:00,15,WIN,WIN,5.778025655326258,-0.05598455598455986,0.0482625482625482,0.1081081081081084,False,0
CENTRAL,reference_validation,2025-08-08 18:00:00+00:00,2025-08-08 18:00:00+00:00,30,WIN,WIN,5.778025655326258,-0.21814671814672246,0.059845559845560205,0.2220077220077228,False,0
CENTRAL,reference_validation,2025-08-09 18:00:00+00:00,2025-08-09 18:25:00+00:00,5,WIN,WIN,3.4194612424408577,-0.0257234726688142,0.006430868167196695,0.0836012861736393,False,0
CENTRAL,reference_validation,2025-08-09 18:00:00+00:00,2025-08-09 18:25:00+00:00,10,WIN,WIN,3.4194612424408577,-0.016077170418010017,0.006430868167196695,0.10289389067523852,False,0
CENTRAL,reference_validation,2025-08-09 18:00:00+00:00,2025-08-09 18:25:00+00:00,15,WIN,WIN,3.4194612424408577,0.01607717041800088,0.0868167202572285,0.10289389067523852,True,1
CENTRAL,reference_validation,2025-08-09 18:00:00+00:00,2025-08-09 18:25:00+00:00,30,WIN,WIN,3.4194612424408577,0.06109324758842344,0.0868167202572285,0.2186495176848887,True,2
CENTRAL,reference_validation,2025-08-10 18:00:00+00:00,2025-08-10 18:30:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.1644736842105199,-0.0075757575757578475,0.0,0.13131313131313363,False,0
CENTRAL,reference_validation,2025-08-10 18:00:00+00:00,2025-08-10 18:30:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.1644736842105199,0.04797979797979731,0.04797979797979731,0.13131313131313363,True,1
CENTRAL,reference_validation,2025-08-10 18:00:00+00:00,2025-08-10 18:30:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.1644736842105199,-0.012626262626265471,0.06565656565656323,0.13131313131313363,True,1
CENTRAL,reference_validation,2025-08-12 18:00:00+00:00,2025-08-12 18:05:00+00:00,5,WIN,WIN,11.251607372481764,0.028571428571429653,0.06095238095238236,0.009523809523808982,True,1
CENTRAL,reference_validation,2025-08-12 18:00:00+00:00,2025-08-12 18:05:00+00:00,10,WIN,WIN,11.251607372481764,0.09619047619047803,0.10952380952381006,0.009523809523808982,True,2
CENTRAL,reference_validation,2025-08-12 18:00:00+00:00,2025-08-12 18:05:00+00:00,15,WIN,WIN,11.251607372481764,0.19238095238095335,0.2390476190476209,0.009523809523808982,True,3
CENTRAL,reference_validation,2025-08-12 18:00:00+00:00,2025-08-12 18:05:00+00:00,30,WIN,WIN,11.251607372481764,0.09142857142857219,0.2390476190476209,0.009523809523808982,True,6
CENTRAL,reference_validation,2025-08-13 18:00:00+00:00,2025-08-13 23:35:00+00:00,5,WIN,WIN,8.22862774082289,-0.033532934131736684,0.05508982035928243,0.059880239520958126,False,0
CENTRAL,reference_validation,2025-08-13 18:00:00+00:00,2025-08-13 23:35:00+00:00,10,WIN,WIN,8.22862774082289,-0.07185628742514907,0.05508982035928243,0.09820359281437051,False,0
CENTRAL,reference_validation,2025-08-13 18:00:00+00:00,2025-08-13 23:35:00+00:00,15,WIN,WIN,8.22862774082289,-0.09101796407185526,0.05508982035928243,0.1449101796407162,False,0
CENTRAL,reference_validation,2025-08-13 18:00:00+00:00,2025-08-13 23:35:00+00:00,30,WIN,WIN,8.22862774082289,-0.13532934131736482,0.05508982035928243,0.20838323353293195,False,0
CENTRAL,reference_validation,2025-08-16 18:00:00+00:00,2025-08-16 23:45:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.7920164739426139,0.003891050583665118,0.023346303501946473,0.15175097276264102,True,1
CENTRAL,reference_validation,2025-08-16 18:00:00+00:00,2025-08-16 23:45:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.7920164739426139,0.13618677042802477,0.23735408560311877,0.15175097276264102,True,2
CENTRAL,reference_validation,2025-08-16 18:00:00+00:00,2025-08-16 23:45:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.7920164739426139,0.05058365758755806,0.23735408560311877,0.15175097276264102,True,3
CENTRAL,reference_validation,2025-08-16 18:00:00+00:00,2025-08-16 23:45:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.7920164739426139,-0.1595330739299602,0.23735408560311877,0.1750972762645875,True,4
CENTRAL,reference_validation,2025-08-18 18:00:00+00:00,2025-08-19 01:05:00+00:00,5,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-14.54741379310348,-0.12038834951456386,0.036893203883494666,0.1242718446601914,False,0
CENTRAL,reference_validation,2025-08-18 18:00:00+00:00,2025-08-19 01:05:00+00:00,10,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-14.54741379310348,-0.18446601941747331,0.036893203883494666,0.1922330097087339,False,0
CENTRAL,reference_validation,2025-08-18 18:00:00+00:00,2025-08-19 01:05:00+00:00,15,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-14.54741379310348,-0.2271844660194148,0.036893203883494666,0.23106796116504785,False,0
CENTRAL,reference_validation,2025-08-18 18:00:00+00:00,2025-08-19 01:05:00+00:00,30,LOSS,L0_NEVER_BREAK_REFERENCE_INVALIDATION,-14.54741379310348,-0.43106796116504786,0.036893203883494666,0.4524271844660158,False,0
CENTRAL,reference_validation,2025-08-20 18:00:00+00:00,2025-08-20 19:45:00+00:00,5,LOSS,L5_BREAK_FAIL_LATE,-0.6977992485239226,0.04514672686229985,0.049661399548532395,0.045146726862303053,True,1
CENTRAL,reference_validation,2025-08-20 18:00:00+00:00,2025-08-20 19:45:00+00:00,10,LOSS,L5_BREAK_FAIL_LATE,-0.6977992485239226,0.07223476297968232,0.07562076749435513,0.045146726862303053,True,2
CENTRAL,reference_validation,2025-08-20 18:00:00+00:00,2025-08-20 19:45:00+00:00,15,LOSS,L5_BREAK_FAIL_LATE,-0.6977992485239226,0.13882618510157876,0.18058690744920902,0.045146726862303053,True,3
CENTRAL,reference_validation,2025-08-20 18:00:00+00:00,2025-08-20 19:45:00+00:00,30,LOSS,L5_BREAK_FAIL_LATE,-0.6977992485239226,0.06433408577878016,0.18058690744920902,0.045146726862303053,True,6
CENTRAL,reference_validation,2025-08-22 18:00:00+00:00,2025-08-22 19:25:00+00:00,5,LOSS,L2_BREAK_FAST_FAIL_5M,-0.4795315733683858,0.0,0.004999999999998611,0.021666666666667486,False,0
CENTRAL,reference_validation,2025-08-22 18:00:00+00:00,2025-08-22 19:25:00+00:00,10,LOSS,L2_BREAK_FAST_FAIL_5M,-0.4795315733683858,0.0022222222222217803,0.0177777777777774,0.024444444444445896,True,1
CENTRAL,reference_validation,2025-08-22 18:00:00+00:00,2025-08-22 19:25:00+00:00,15,LOSS,L2_BREAK_FAST_FAIL_5M,-0.4795315733683858,-0.010555555555557008,0.0177777777777774,0.024444444444445896,True,1
CENTRAL,reference_validation,2025-08-23 18:00:00+00:00,2025-08-23 18:15:00+00:00,5,LOSS,L4_BREAK_FAIL_30M,-0.1961649747437288,-0.08013937282229595,0.09756097560975634,0.10452961672473257,False,0
CENTRAL,reference_validation,2025-08-23 18:00:00+00:00,2025-08-23 18:15:00+00:00,10,LOSS,L4_BREAK_FAIL_30M,-0.1961649747437288,0.01742160278746038,0.09756097560975634,0.10452961672473257,True,1
CENTRAL,reference_validation,2025-08-23 18:00:00+00:00,2025-08-23 18:15:00+00:00,15,LOSS,L4_BREAK_FAIL_30M,-0.1961649747437288,0.03484320557491086,0.12891986062717908,0.10452961672473257,True,2
CENTRAL,reference_validation,2025-08-23 18:00:00+00:00,2025-08-23 18:15:00+00:00,30,LOSS,L4_BREAK_FAIL_30M,-0.1961649747437288,0.11846689895470483,0.1986062717770008,0.10452961672473257,True,5
CENTRAL,reference_validation,2025-08-24 18:00:00+00:00,2025-08-24 18:10:00+00:00,5,LOSS,L5_BREAK_FAIL_LATE,-5.120754537226713,0.015332197614992051,0.02896081771720398,0.04088586030664547,True,1
CENTRAL,reference_validation,2025-08-24 18:00:00+00:00,2025-08-24 18:10:00+00:00,10,LOSS,L5_BREAK_FAIL_LATE,-5.120754537226713,0.0817717206132861,0.12606473594548212,0.04088586030664547,True,2
CENTRAL,reference_validation,2025-08-24 18:00:00+00:00,2025-08-24 18:10:00+00:00,15,LOSS,L5_BREAK_FAIL_LATE,-5.120754537226713,0.040885860306640626,0.12606473594548212,0.04088586030664547,True,3
CENTRAL,reference_validation,2025-08-24 18:00:00+00:00,2025-08-24 18:10:00+00:00,30,LOSS,L5_BREAK_FAIL_LATE,-5.120754537226713,0.2879045996592839,0.35093696763202736,0.04088586030664547,True,6
CENTRAL,reference_validation,2025-08-26 18:00:00+00:00,2025-08-26 18:20:00+00:00,5,LOSS,L3_BREAK_FAST_FAIL_10M,-0.1544958286126552,0.005110732538330684,0.010221465076661367,0.09028960817717219,True,1
CENTRAL,reference_validation,2025-08-26 18:00:00+00:00,2025-08-26 18:20:00+00:00,10,LOSS,L3_BREAK_FAST_FAIL_10M,-0.1544958286126552,0.032367972742759384,0.04940374787052672,0.09028960817717219,True,2
