coverage,observation_end,temporal_score_min,discovery_population_n,discovery_filled_population_n,discovery_selected_filled_population_n,discovery_retention,discovery_event_capture,discovery_gross_winner_retention,discovery_baseline_n,discovery_baseline_event_rate,discovery_baseline_win_rate,discovery_baseline_mean_r,discovery_baseline_pf_r,discovery_baseline_cum_r,discovery_baseline_max_dd_r,discovery_baseline_net10_mean_r,discovery_baseline_net10_pf,discovery_baseline_net20_mean_r,discovery_baseline_net20_pf,discovery_selected_n,discovery_selected_event_rate,discovery_selected_win_rate,discovery_selected_mean_r,discovery_selected_pf_r,discovery_selected_cum_r,discovery_selected_max_dd_r,discovery_selected_net10_mean_r,discovery_selected_net10_pf,discovery_selected_net20_mean_r,discovery_selected_net20_pf,holdout_population_n,holdout_filled_population_n,holdout_selected_filled_population_n,holdout_retention,holdout_event_capture,holdout_gross_winner_retention,holdout_baseline_n,holdout_baseline_event_rate,holdout_baseline_win_rate,holdout_baseline_mean_r,holdout_baseline_pf_r,holdout_baseline_cum_r,holdout_baseline_max_dd_r,holdout_baseline_net10_mean_r,holdout_baseline_net10_pf,holdout_baseline_net20_mean_r,holdout_baseline_net20_pf,holdout_selected_n,holdout_selected_event_rate,holdout_selected_win_rate,holdout_selected_mean_r,holdout_selected_pf_r,holdout_selected_cum_r,holdout_selected_max_dd_r,holdout_selected_net10_mean_r,holdout_selected_net10_pf,holdout_selected_net20_mean_r,holdout_selected_net20_pf,sample_gates_passed,sample_gates_total,structural_gates_passed,structural_gates_total,trading_gates_passed,trading_gates_total,verdict
0.9977249028343919,2026-09-21 00:00:00+00:00,2,66,55,34,0.6181818181818182,0.7058823529411765,0.71875,55,0.6181818181818182,0.5818181818181818,-0.00857325303607876,0.9772797187248228,-0.47152891698433175,5.451830255836561,-0.06660476257652237,0.8359867408345159,-0.12463627211696594,0.7139129457326835,34,0.7058823529411765,0.6764705882352942,0.22876113226917058,1.80404896455313,7.7778784971518,3.326506627831454,0.17098449005689145,1.5615235499106197,0.11320784784461232,1.3488786852595849,17,12,4,0.3333333333333333,0.3333333333333333,0.2857142857142857,12,0.75,0.5833333333333334,0.06498489318060234,1.1605204532747948,0.779818718167228,2.3703703703703978,-0.04572769899767332,0.8997557003400096,-0.156440291175949,0.6917350459814453,4,0.75,0.5,0.2368837630031655,1.473767526006331,0.947535052012662,1.181818181818179,0.14262649766181557,1.2549818955736451,0.04836923232046564,1.078176460923764,1,3,1,2,6,7,MISSING_B_TEMPORAL_CHARACTER_HOLDOUT_INSUFFICIENT_SAMPLE
