character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_trades,H1_exp,H1_pf,H2_trades,H2_exp,H2_pf,min_half_exp,positive_anchors,dev_eligible
ALL,60,120,1040,0.4125,-817.4053068147891,-0.7859666411680665,0.6498466385872438,825.854124383661,24,516,-0.6562789188278871,0.6961627136840439,524,-0.9136743982816781,0.6075298474735752,-0.9136743982816781,0,False
ALL,60,240,1040,0.45384615384615384,-828.337742372015,-0.7964785984346298,0.7584243031429415,1100.7280578638747,21,516,-0.5642507609836837,0.8292980722166081,524,-1.025160972718386,0.6882762756654971,-1.025160972718386,0,False
ALL,60,360,1040,0.5019230769230769,-668.8437833681536,-0.6431190224693785,0.8331069861891767,984.4749799934834,20,516,-0.47666310511234694,0.884589236734532,524,-0.8070336281110355,0.7746371535452043,-0.8070336281110355,0,False
ALL,60,480,1040,0.5259615384615385,-354.54515513832814,-0.3409088030176232,0.928085038914802,1032.681982071816,19,516,-0.5838100826761753,0.8884675235704278,524,-0.10171593984240769,0.9760892772341287,-0.5838100826761753,0,False
ALL,120,120,1040,0.4125,-817.4053068147891,-0.7859666411680665,0.6498466385872438,825.854124383661,24,516,-0.6562789188278871,0.6961627136840439,524,-0.9136743982816781,0.6075298474735752,-0.9136743982816781,0,False
ALL,120,240,1040,0.45384615384615384,-828.337742372015,-0.7964785984346298,0.7584243031429415,1100.7280578638747,21,516,-0.5642507609836837,0.8292980722166081,524,-1.025160972718386,0.6882762756654971,-1.025160972718386,0,False
ALL,120,360,1040,0.5019230769230769,-668.8437833681536,-0.6431190224693785,0.8331069861891767,984.4749799934834,20,516,-0.47666310511234694,0.884589236734532,524,-0.8070336281110355,0.7746371535452043,-0.8070336281110355,0,False
ALL,120,480,1040,0.5259615384615385,-354.54515513832814,-0.3409088030176232,0.928085038914802,1032.681982071816,19,516,-0.5838100826761753,0.8884675235704278,524,-0.10171593984240769,0.9760892772341287,-0.5838100826761753,0,False
ALL,180,120,1039,0.4128970163618864,-816.1875321642442,-0.7855510415440271,0.6501858147062516,824.636349733116,24,516,-0.6562789188278871,0.6961627136840439,523,-0.9130929446444637,0.6081369362480668,-0.9130929446444637,0,False
ALL,180,240,1039,0.45332050048123196,-829.3330528328711,-0.7982031307342359,0.7581340316680694,1101.7233683247312,21,516,-0.5642507609836837,0.8292980722166081,523,-1.029024206816999,0.687698705071905,-1.029024206816999,0,False
ALL,180,360,1039,0.5014436958614052,-671.4035838367145,-0.6462017168784547,0.8324682528622388,987.0347804620444,20,516,-0.47666310511234694,0.884589236734532,523,-0.8134711694048632,0.7732729929042977,-0.8134711694048632,0,False
ALL,180,480,1039,0.5255052935514918,-360.91397776132544,-0.3473666773448753,0.9267932045054088,1032.681982071816,19,516,-0.5838100826761753,0.8884675235704278,523,-0.11408790650175682,0.9732321370169742,-0.5838100826761753,0,False
ALL,240,120,1040,0.4125,-817.4053068147891,-0.7859666411680665,0.6498466385872438,825.854124383661,24,516,-0.6562789188278871,0.6961627136840439,524,-0.9136743982816781,0.6075298474735752,-0.9136743982816781,0,False
ALL,240,240,1040,0.45384615384615384,-828.337742372015,-0.7964785984346298,0.7584243031429415,1100.7280578638747,21,516,-0.5642507609836837,0.8292980722166081,524,-1.025160972718386,0.6882762756654971,-1.025160972718386,0,False
