audit,pass,value,detail
stage2_valid,True,True,
no_2025_2026_rows,True,"[2023, 2024]",
all_scores_in_0_1,True,0,
score_coverage_ge_99_5,True,0.9985750113999088,
directional_mirror_swaps_bull_bear,True,0.0,
sideways_mirror_invariant,True,0.0,
no_future_outcome_fields,True,[],
nondegenerate_class_shares,True,"{'BULL': 0.3040698670015412, 'BEAR': 0.25446657914264514, 'SIDEWAYS': 0.4414635538558137}",
score_std_gt_0_03,True,"{'BullScore': 0.20072520401759625, 'BearScore': 0.1983499682197219, 'SidewaysScore': 0.14439815742572554}",
