partition,date_utc,signal_ts,signal_bar_start,session_end,H,L,range,F15,status,k1_episode_bars,h2_bar_start,h2_episode_bars,leave2_bar_start,eligible_start,filled,fill_bar_start,h3_bar_start,h3_after_fill,terminal
development,2023-07-05,2023-07-05 13:35:00+00:00,2023-07-05 13:30:00+00:00,2023-07-05 20:00:00+00:00,30797.4,30206.0,591.4000000000015,30294.71,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2023-07-11,2023-07-11 13:45:00+00:00,2023-07-11 13:40:00+00:00,2023-07-11 20:00:00+00:00,30557.8,30325.0,232.79999999999927,30359.92,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-07-14,2023-07-14 13:40:00+00:00,2023-07-14 13:35:00+00:00,2023-07-14 20:00:00+00:00,31284.9,31071.6,213.3000000000029,31103.594999999998,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-07-17,2023-07-17 17:25:00+00:00,2023-07-17 17:20:00+00:00,2023-07-17 20:00:00+00:00,30309.4,29910.0,399.40000000000146,29969.91,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 16:45:00+00:00,2023-07-18 20:00:00+00:00,30098.5,29657.1,441.40000000000146,29723.309999999998,FILLED,2,2023-07-18 17:00:00+00:00,1,2023-07-18 17:05:00+00:00,2023-07-18 17:10:00+00:00,True,2023-07-18 17:10:00+00:00,,False,SESSION_END
development,2023-07-24,2023-07-24 15:10:00+00:00,2023-07-24 15:05:00+00:00,2023-07-24 20:00:00+00:00,29820.9,28904.4,916.5,29041.875,NO_H2_BY_SESSION_END,2,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2023-07-31,2023-07-31 13:55:00+00:00,2023-07-31 13:50:00+00:00,2023-07-31 20:00:00+00:00,29461.4,29317.4,144.0,29339.0,BREAKDOWN_DURING_H2_EPISODE,4,2023-07-31 14:20:00+00:00,2,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-08-01,2023-08-01 15:35:00+00:00,2023-08-01 15:30:00+00:00,2023-08-01 20:00:00+00:00,28986.5,28715.0,271.5,28755.725,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-08-02,2023-08-02 13:35:00+00:00,2023-08-02 13:30:00+00:00,2023-08-02 20:00:00+00:00,29599.0,29360.0,239.0,29395.85,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-08-09,2023-08-09 15:10:00+00:00,2023-08-09 15:05:00+00:00,2023-08-09 20:00:00+00:00,30149.7,29715.6,434.1000000000022,29780.715,BREAKDOWN_BEFORE_H2,3,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-08-14,2023-08-14 13:35:00+00:00,2023-08-14 13:30:00+00:00,2023-08-14 20:00:00+00:00,29486.0,29330.0,156.0,29353.4,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-08-15,2023-08-15 14:10:00+00:00,2023-08-15 14:05:00+00:00,2023-08-15 20:00:00+00:00,29446.5,29340.2,106.29999999999927,29356.145,FILLED,1,2023-08-15 15:20:00+00:00,1,2023-08-15 15:25:00+00:00,2023-08-15 15:30:00+00:00,True,2023-08-15 15:30:00+00:00,2023-08-15 15:35:00+00:00,True,H3_ARRIVAL
development,2023-08-18,2023-08-18 14:00:00+00:00,2023-08-18 13:55:00+00:00,2023-08-18 20:00:00+00:00,26595.2,26222.3,372.90000000000146,26278.235,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-08-22,2023-08-22 13:35:00+00:00,2023-08-22 13:30:00+00:00,2023-08-22 20:00:00+00:00,26100.0,25991.2,108.79999999999927,26007.52,BREAKDOWN_DURING_H2_EPISODE,2,2023-08-22 13:50:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-08-30,2023-08-30 13:40:00+00:00,2023-08-30 13:35:00+00:00,2023-08-30 20:00:00+00:00,27493.6,27280.7,212.89999999999782,27312.635000000002,BREAKDOWN_DURING_H2_EPISODE,4,2023-08-30 14:15:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-08-31,2023-08-31 14:20:00+00:00,2023-08-31 14:15:00+00:00,2023-08-31 20:00:00+00:00,27674.3,27010.0,664.2999999999993,27109.645,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-09-05,2023-09-05 14:40:00+00:00,2023-09-05 14:35:00+00:00,2023-09-05 20:00:00+00:00,25830.0,25639.0,191.0,25667.65,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-09-15,2023-09-15 14:35:00+00:00,2023-09-15 14:30:00+00:00,2023-09-15 20:00:00+00:00,26691.5,26320.0,371.5,26375.725,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-09-18,2023-09-18 17:35:00+00:00,2023-09-18 17:30:00+00:00,2023-09-18 20:00:00+00:00,27397.0,26666.4,730.5999999999985,26775.99,CLEAN_NO_FILL,1,2023-09-18 18:40:00+00:00,2,2023-09-18 18:50:00+00:00,2023-09-18 18:55:00+00:00,False,,2023-09-18 18:55:00+00:00,False,H3_ARRIVAL
development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 13:40:00+00:00,2023-09-22 20:00:00+00:00,26737.7,26560.0,177.70000000000073,26586.655,FILLED,1,2023-09-22 13:50:00+00:00,1,2023-09-22 13:55:00+00:00,2023-09-22 14:00:00+00:00,True,2023-09-22 14:00:00+00:00,2023-09-22 17:25:00+00:00,True,H3_ARRIVAL
development,2023-09-26,2023-09-26 13:35:00+00:00,2023-09-26 13:30:00+00:00,2023-09-26 20:00:00+00:00,26322.4,26170.1,152.3000000000029,26192.945,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-09-27,2023-09-27 14:30:00+00:00,2023-09-27 14:25:00+00:00,2023-09-27 20:00:00+00:00,26849.9,26209.0,640.9000000000015,26305.135000000002,BREAKDOWN_BEFORE_H2,5,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-09-29,2023-09-29 13:45:00+00:00,2023-09-29 13:40:00+00:00,2023-09-29 20:00:00+00:00,27168.0,26880.0,288.0,26923.2,CLEAN_NO_FILL,1,2023-09-29 13:50:00+00:00,1,2023-09-29 13:55:00+00:00,2023-09-29 14:00:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2023-10-04,2023-10-04 13:50:00+00:00,2023-10-04 13:45:00+00:00,2023-10-04 20:00:00+00:00,27627.6,27420.5,207.09999999999854,27451.565,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-10-09,2023-10-09 16:05:00+00:00,2023-10-09 16:00:00+00:00,2023-10-09 20:00:00+00:00,27834.8,27358.2,476.59999999999854,27429.690000000002,CLEAN_NO_FILL,1,2023-10-09 16:25:00+00:00,1,2023-10-09 16:30:00+00:00,2023-10-09 16:35:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2023-10-10,2023-10-10 13:40:00+00:00,2023-10-10 13:35:00+00:00,2023-10-10 20:00:00+00:00,27727.3,27379.0,348.2999999999993,27431.245,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-10-17,2023-10-17 13:50:00+00:00,2023-10-17 13:45:00+00:00,2023-10-17 20:00:00+00:00,28605.0,28123.7,481.2999999999993,28195.895,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2023-10-18,2023-10-18 14:35:00+00:00,2023-10-18 14:30:00+00:00,2023-10-18 20:00:00+00:00,28584.9,28204.8,380.1000000000022,28261.815,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-10-24,2023-10-24 15:20:00+00:00,2023-10-24 15:15:00+00:00,2023-10-24 20:00:00+00:00,34888.0,33966.0,922.0,34104.3,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-10-27,2023-10-27 14:35:00+00:00,2023-10-27 14:30:00+00:00,2023-10-27 20:00:00+00:00,34220.0,33912.1,307.90000000000146,33958.284999999996,BREAKDOWN_DURING_H2_EPISODE,2,2023-10-27 14:45:00+00:00,3,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-10-30,2023-10-30 17:15:00+00:00,2023-10-30 17:10:00+00:00,2023-10-30 20:00:00+00:00,34888.2,34161.7,726.5,34270.674999999996,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 14:45:00+00:00,2023-11-13 20:00:00+00:00,37065.9,36662.0,403.90000000000146,36722.585,FILLED,1,2023-11-13 17:20:00+00:00,1,2023-11-13 17:25:00+00:00,2023-11-13 17:30:00+00:00,True,2023-11-13 17:40:00+00:00,2023-11-13 17:45:00+00:00,True,H3_ARRIVAL
development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 14:30:00+00:00,2023-11-23 20:00:00+00:00,37650.0,37135.8,514.1999999999971,37212.93,FILLED,1,2023-11-23 14:50:00+00:00,1,2023-11-23 14:55:00+00:00,2023-11-23 15:00:00+00:00,True,2023-11-23 15:00:00+00:00,2023-11-23 15:15:00+00:00,True,H3_ARRIVAL
development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 13:50:00+00:00,2023-11-27 20:00:00+00:00,37457.0,36756.7,700.3000000000029,36861.744999999995,FILLED,1,2023-11-27 14:30:00+00:00,1,2023-11-27 14:35:00+00:00,2023-11-27 14:40:00+00:00,True,2023-11-27 14:40:00+00:00,2023-11-27 14:55:00+00:00,True,H3_ARRIVAL
development,2023-12-14,2023-12-14 13:35:00+00:00,2023-12-14 13:30:00+00:00,2023-12-14 20:00:00+00:00,43379.3,41851.0,1528.300000000003,42080.245,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2023-12-28,2023-12-28 14:50:00+00:00,2023-12-28 14:45:00+00:00,2023-12-28 20:00:00+00:00,43233.0,42614.0,619.0,42706.85,CLEAN_NO_FILL,3,2023-12-28 15:05:00+00:00,1,2023-12-28 15:10:00+00:00,2023-12-28 15:15:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 14:40:00+00:00,2024-01-05 20:00:00+00:00,44332.4,43459.0,873.4000000000015,43590.01,FILLED,1,2024-01-05 14:55:00+00:00,1,2024-01-05 15:00:00+00:00,2024-01-05 15:05:00+00:00,True,2024-01-05 15:20:00+00:00,,False,BREAKDOWN_BEFORE_H3
development,2024-01-16,2024-01-16 13:55:00+00:00,2024-01-16 13:50:00+00:00,2024-01-16 20:00:00+00:00,43181.7,42718.8,462.8999999999942,42788.235,FILLED,1,2024-01-16 14:00:00+00:00,1,2024-01-16 14:05:00+00:00,2024-01-16 14:10:00+00:00,True,2024-01-16 14:20:00+00:00,,False,BREAKDOWN_BEFORE_H3
development,2024-01-22,2024-01-22 15:25:00+00:00,2024-01-22 15:20:00+00:00,2024-01-22 20:00:00+00:00,41253.7,40353.7,900.0,40488.7,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-01-24,2024-01-24 14:15:00+00:00,2024-01-24 14:10:00+00:00,2024-01-24 20:00:00+00:00,40560.6,39844.7,715.9000000000015,39952.085,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 13:45:00+00:00,2024-01-25 20:00:00+00:00,40300.0,39780.2,519.8000000000029,39858.17,FILLED,2,2024-01-25 15:25:00+00:00,1,2024-01-25 15:30:00+00:00,2024-01-25 15:35:00+00:00,True,2024-01-25 15:35:00+00:00,,False,BREAKDOWN_BEFORE_H3
development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 13:30:00+00:00,2024-01-29 20:00:00+00:00,42368.7,41932.9,435.79999999999563,41998.270000000004,FILLED,1,2024-01-29 13:45:00+00:00,2,2024-01-29 13:55:00+00:00,2024-01-29 14:00:00+00:00,True,2024-01-29 14:00:00+00:00,2024-01-29 14:20:00+00:00,True,H3_ARRIVAL
development,2024-01-30,2024-01-30 14:15:00+00:00,2024-01-30 14:10:00+00:00,2024-01-30 20:00:00+00:00,43888.0,43130.5,757.5,43244.125,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2024-02-13,2024-02-13 13:35:00+00:00,2024-02-13 13:30:00+00:00,2024-02-13 20:00:00+00:00,50290.0,49651.0,639.0,49746.85,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:05:00+00:00,2024-02-19 20:00:00+00:00,52509.1,52088.7,420.40000000000146,52151.759999999995,FILLED,1,2024-02-19 14:25:00+00:00,2,2024-02-19 14:35:00+00:00,2024-02-19 14:40:00+00:00,True,2024-02-19 14:40:00+00:00,2024-02-19 14:45:00+00:00,True,H3_ARRIVAL
development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 13:45:00+00:00,2024-03-18 20:00:00+00:00,68685.3,67350.6,1334.699999999997,67550.80500000001,FILLED,1,2024-03-18 14:00:00+00:00,2,2024-03-18 14:10:00+00:00,2024-03-18 14:15:00+00:00,True,2024-03-18 14:15:00+00:00,,False,BREAKDOWN_BEFORE_H3
development,2024-03-21,2024-03-21 14:00:00+00:00,2024-03-21 13:55:00+00:00,2024-03-21 20:00:00+00:00,67774.3,66695.6,1078.699999999997,66857.405,BREAKDOWN_DURING_H2_EPISODE,2,2024-03-21 15:00:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2024-03-26,2024-03-26 13:45:00+00:00,2024-03-26 13:40:00+00:00,2024-03-26 20:00:00+00:00,71340.8,70295.9,1044.9000000000087,70452.635,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-04-15,2024-04-15 14:00:00+00:00,2024-04-15 13:55:00+00:00,2024-04-15 20:00:00+00:00,66874.9,65767.0,1107.8999999999942,65933.185,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-04-17,2024-04-17 14:10:00+00:00,2024-04-17 14:05:00+00:00,2024-04-17 20:00:00+00:00,63562.7,62024.8,1537.8999999999942,62255.485,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-04-26,2024-04-26 13:35:00+00:00,2024-04-26 13:30:00+00:00,2024-04-26 20:00:00+00:00,64544.8,63700.0,844.8000000000029,63826.72,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-04-30,2024-04-30 14:05:00+00:00,2024-04-30 14:00:00+00:00,2024-04-30 20:00:00+00:00,63220.4,60714.0,2506.4000000000015,61089.96,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-05-08,2024-05-08 13:45:00+00:00,2024-05-08 13:40:00+00:00,2024-05-08 20:00:00+00:00,62517.6,61800.0,717.5999999999985,61907.64,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-05-10,2024-05-10 14:05:00+00:00,2024-05-10 14:00:00+00:00,2024-05-10 20:00:00+00:00,63446.5,62758.7,687.8000000000029,62861.869999999995,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-05-16,2024-05-16 14:25:00+00:00,2024-05-16 14:20:00+00:00,2024-05-16 20:00:00+00:00,66800.0,65736.7,1063.300000000003,65896.19499999999,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-05-20,2024-05-20 14:40:00+00:00,2024-05-20 14:35:00+00:00,2024-05-20 20:00:00+00:00,67341.4,66720.9,620.5,66813.97499999999,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-05-21,2024-05-21 13:35:00+00:00,2024-05-21 13:30:00+00:00,2024-05-21 20:00:00+00:00,71498.6,70880.2,618.4000000000087,70972.95999999999,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-05-22,2024-05-22 13:45:00+00:00,2024-05-22 13:40:00+00:00,2024-05-22 20:00:00+00:00,70321.8,69546.1,775.6999999999971,69662.455,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-05-28,2024-05-28 14:05:00+00:00,2024-05-28 14:00:00+00:00,2024-05-28 20:00:00+00:00,68921.6,67602.8,1318.800000000003,67800.62000000001,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-05-29,2024-05-29 14:35:00+00:00,2024-05-29 14:30:00+00:00,2024-05-29 20:00:00+00:00,68330.6,67618.0,712.6000000000058,67724.89,BREAKDOWN_DURING_H2_EPISODE,1,2024-05-29 15:05:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2024-05-31,2024-05-31 14:05:00+00:00,2024-05-31 14:00:00+00:00,2024-05-31 20:00:00+00:00,69080.0,67908.4,1171.6000000000058,68084.14,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-06-05,2024-06-05 13:55:00+00:00,2024-06-05 13:50:00+00:00,2024-06-05 20:00:00+00:00,71282.2,70686.1,596.0999999999913,70775.515,BREAKDOWN_BEFORE_H2,3,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-06-11,2024-06-11 13:50:00+00:00,2024-06-11 13:45:00+00:00,2024-06-11 20:00:00+00:00,67690.8,66689.5,1001.3000000000029,66839.695,FILLED,1,2024-06-11 13:55:00+00:00,1,2024-06-11 14:00:00+00:00,2024-06-11 14:05:00+00:00,True,2024-06-11 15:00:00+00:00,2024-06-11 15:05:00+00:00,True,H3_ARRIVAL
development,2024-06-13,2024-06-13 14:30:00+00:00,2024-06-13 14:25:00+00:00,2024-06-13 20:00:00+00:00,68607.7,67170.4,1437.300000000003,67385.995,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-06-19,2024-06-19 14:05:00+00:00,2024-06-19 14:00:00+00:00,2024-06-19 20:00:00+00:00,65519.6,64955.9,563.6999999999971,65040.455,BREAKDOWN_DURING_H2_EPISODE,1,2024-06-19 14:10:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2024-06-21,2024-06-21 13:35:00+00:00,2024-06-21 13:30:00+00:00,2024-06-21 20:00:00+00:00,64350.0,63485.0,865.0,63614.75,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-07-01,2024-07-01 13:55:00+00:00,2024-07-01 13:50:00+00:00,2024-07-01 20:00:00+00:00,63302.7,62580.0,722.6999999999971,62688.405,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-07-04,2024-07-04 13:35:00+00:00,2024-07-04 13:30:00+00:00,2024-07-04 20:00:00+00:00,58484.5,56769.2,1715.300000000003,57026.494999999995,FILLED,1,2024-07-04 13:45:00+00:00,1,2024-07-04 13:50:00+00:00,2024-07-04 13:55:00+00:00,True,2024-07-04 14:25:00+00:00,,False,OPPOSITE_BREAK_BEFORE_H3
development,2024-07-09,2024-07-09 13:55:00+00:00,2024-07-09 13:50:00+00:00,2024-07-09 20:00:00+00:00,57899.9,57000.0,899.9000000000015,57134.985,FILLED,1,2024-07-09 15:00:00+00:00,2,2024-07-09 15:10:00+00:00,2024-07-09 15:15:00+00:00,True,2024-07-09 15:25:00+00:00,,False,OPPOSITE_BREAK_BEFORE_H3
development,2024-07-10,2024-07-10 13:40:00+00:00,2024-07-10 13:35:00+00:00,2024-07-10 20:00:00+00:00,59013.9,57715.0,1298.9000000000015,57909.835,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-07-17,2024-07-17 13:35:00+00:00,2024-07-17 13:30:00+00:00,2024-07-17 20:00:00+00:00,65479.5,64531.0,948.5,64673.275,BREAKDOWN_DURING_H2_EPISODE,1,2024-07-17 16:05:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2024-07-23,2024-07-23 13:35:00+00:00,2024-07-23 13:30:00+00:00,2024-07-23 20:00:00+00:00,67135.5,66290.0,845.5,66416.825,BREAKDOWN_DURING_H2_EPISODE,1,2024-07-23 13:40:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2024-07-25,2024-07-25 14:00:00+00:00,2024-07-25 13:55:00+00:00,2024-07-25 20:00:00+00:00,64474.2,63857.2,617.0,63949.75,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-07-30,2024-07-30 14:05:00+00:00,2024-07-30 14:00:00+00:00,2024-07-30 20:00:00+00:00,66956.6,66200.0,756.6000000000058,66313.49,FILLED,1,2024-07-30 14:10:00+00:00,1,2024-07-30 14:15:00+00:00,2024-07-30 14:20:00+00:00,True,2024-07-30 14:20:00+00:00,,False,BREAKDOWN_BEFORE_H3
development,2024-08-07,2024-08-07 13:55:00+00:00,2024-08-07 13:50:00+00:00,2024-08-07 20:00:00+00:00,57699.0,56780.9,918.0999999999985,56918.615,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-08-08,2024-08-08 13:50:00+00:00,2024-08-08 13:45:00+00:00,2024-08-08 20:00:00+00:00,58500.0,56943.7,1556.300000000003,57177.145,OPPOSITE_BREAK_BEFORE_H2,2,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-08-12,2024-08-12 14:00:00+00:00,2024-08-12 13:55:00+00:00,2024-08-12 20:00:00+00:00,59937.8,58086.1,1851.7000000000044,58363.854999999996,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-08-20,2024-08-20 13:40:00+00:00,2024-08-20 13:35:00+00:00,2024-08-20 20:00:00+00:00,60949.7,60355.0,594.6999999999971,60444.205,BREAKDOWN_DURING_H2_EPISODE,1,2024-08-20 14:10:00+00:00,1,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2024-08-22,2024-08-22 13:35:00+00:00,2024-08-22 13:30:00+00:00,2024-08-22 20:00:00+00:00,61392.0,60639.0,753.0,60751.95,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-08-26,2024-08-26 15:20:00+00:00,2024-08-26 15:15:00+00:00,2024-08-26 20:00:00+00:00,64022.2,63074.5,947.6999999999971,63216.655,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2024-08-28,2024-08-28 15:25:00+00:00,2024-08-28 15:20:00+00:00,2024-08-28 20:00:00+00:00,60197.8,58510.0,1687.800000000003,58763.17,FILLED,1,2024-08-28 15:30:00+00:00,2,2024-08-28 15:40:00+00:00,2024-08-28 15:45:00+00:00,True,2024-08-28 15:50:00+00:00,,False,BREAKDOWN_BEFORE_H3
development,2024-09-04,2024-09-04 13:35:00+00:00,2024-09-04 13:30:00+00:00,2024-09-04 20:00:00+00:00,56871.5,56411.6,459.90000000000146,56480.585,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-09-12,2024-09-12 13:35:00+00:00,2024-09-12 13:30:00+00:00,2024-09-12 20:00:00+00:00,58317.5,57555.0,762.5,57669.375,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-09-18,2024-09-18 14:00:00+00:00,2024-09-18 13:55:00+00:00,2024-09-18 20:00:00+00:00,60403.7,59360.1,1043.5999999999985,59516.64,CLEAN_NO_FILL,1,2024-09-18 14:05:00+00:00,1,2024-09-18 14:10:00+00:00,2024-09-18 14:15:00+00:00,False,,2024-09-18 14:15:00+00:00,False,H3_ARRIVAL
development,2024-09-20,2024-09-20 13:40:00+00:00,2024-09-20 13:35:00+00:00,2024-09-20 20:00:00+00:00,63673.8,62756.9,916.9000000000015,62894.435000000005,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-09-23,2024-09-23 13:50:00+00:00,2024-09-23 13:45:00+00:00,2024-09-23 20:00:00+00:00,63668.4,63145.0,523.4000000000015,63223.51,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-09-25,2024-09-25 13:45:00+00:00,2024-09-25 13:40:00+00:00,2024-09-25 20:00:00+00:00,63888.3,63376.0,512.3000000000029,63452.845,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-10-04,2024-10-04 14:15:00+00:00,2024-10-04 14:10:00+00:00,2024-10-04 20:00:00+00:00,61985.0,61170.2,814.8000000000029,61292.42,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-10-09,2024-10-09 13:40:00+00:00,2024-10-09 13:35:00+00:00,2024-10-09 20:00:00+00:00,62261.7,61735.0,526.6999999999971,61814.005,FILLED,1,2024-10-09 14:00:00+00:00,1,2024-10-09 14:05:00+00:00,2024-10-09 14:10:00+00:00,True,2024-10-09 14:30:00+00:00,2024-10-09 14:40:00+00:00,True,H3_ARRIVAL
development,2024-10-10,2024-10-10 13:50:00+00:00,2024-10-10 13:45:00+00:00,2024-10-10 20:00:00+00:00,61297.0,60600.0,697.0,60704.55,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2024-10-17,2024-10-17 13:40:00+00:00,2024-10-17 13:35:00+00:00,2024-10-17 20:00:00+00:00,67516.7,66766.0,750.6999999999971,66878.605,FILLED,1,2024-10-17 14:05:00+00:00,2,2024-10-17 14:15:00+00:00,2024-10-17 14:20:00+00:00,True,2024-10-17 14:20:00+00:00,2024-10-17 14:25:00+00:00,True,H3_ARRIVAL
development,2024-10-22,2024-10-22 13:55:00+00:00,2024-10-22 13:50:00+00:00,2024-10-22 20:00:00+00:00,67524.6,66740.0,784.6000000000058,66857.69,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2024-10-23,2024-10-23 15:30:00+00:00,2024-10-23 15:25:00+00:00,2024-10-23 20:00:00+00:00,67046.8,66095.2,951.6000000000058,66237.94,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
