horizon_bars,horizon_minutes,feature,partition,later_h2_n,failure_n,later_h2_median,failure_median,failure_minus_h2_median_gap,expected_direction_ok,partitions_expected_direction,consistent_3of3
12,60,net_close_progress_r,development,9,11,-0.03771639319584573,-0.25079207920791885,-0.2130756860120731,True,3,True
12,60,net_close_progress_r,reference_validation,3,5,-0.09791787720318208,-0.1314791346066824,-0.033561257403500314,True,3,True
12,60,net_close_progress_r,POOLED_MAJOR,21,23,-0.09791787720318208,-0.23673628371109912,-0.13881840650791705,True,3,True
12,60,wrong_side_close_fraction,external,9,7,0.8333333333333334,1.0,0.16666666666666663,True,3,True
12,60,wrong_side_close_fraction,development,9,11,0.8333333333333334,1.0,0.16666666666666663,True,3,True
12,60,wrong_side_close_fraction,reference_validation,3,5,0.9166666666666666,1.0,0.08333333333333337,True,3,True
12,60,wrong_side_close_fraction,POOLED_MAJOR,21,23,0.8333333333333334,1.0,0.16666666666666663,True,3,True
12,60,lower_low_step_fraction,external,9,7,0.36363636363636365,0.5454545454545454,0.18181818181818177,False,1,False
12,60,lower_low_step_fraction,development,9,11,0.45454545454545453,0.36363636363636365,-0.09090909090909088,True,1,False
12,60,lower_low_step_fraction,reference_validation,3,5,0.36363636363636365,0.45454545454545453,0.09090909090909088,False,1,False
12,60,lower_low_step_fraction,POOLED_MAJOR,21,23,0.36363636363636365,0.36363636363636365,0.0,False,1,False
12,60,higher_high_step_fraction,external,9,7,0.36363636363636365,0.5454545454545454,0.18181818181818177,True,2,False
12,60,higher_high_step_fraction,development,9,11,0.45454545454545453,0.5454545454545454,0.09090909090909088,True,2,False
12,60,higher_high_step_fraction,reference_validation,3,5,0.5454545454545454,0.5454545454545454,0.0,False,2,False
12,60,higher_high_step_fraction,POOLED_MAJOR,21,23,0.45454545454545453,0.5454545454545454,0.09090909090909088,True,2,False
12,60,close_path_efficiency,external,9,7,-0.15381608193992896,-0.11045709555780434,0.043358986382124626,False,2,False
12,60,close_path_efficiency,development,9,11,-0.055157061587928054,-0.27272727272727837,-0.21757021113935032,True,2,False
12,60,close_path_efficiency,reference_validation,3,5,0.02088639836983987,-0.13221092214340174,-0.15309732051324162,True,2,False
12,60,close_path_efficiency,POOLED_MAJOR,21,23,-0.055157061587928054,-0.18992357769599844,-0.1347665161080704,True,2,False
12,60,adverse_favorable_ratio,external,9,7,2.9962749008959704,13.06448584027701,10.06821093938104,True,3,True
12,60,adverse_favorable_ratio,development,9,11,4.498850574712661,5.9554661044024515,1.456615529689791,True,3,True
12,60,adverse_favorable_ratio,reference_validation,3,5,4.103556368250622,5.140979689365534,1.037423321114912,True,3,True
12,60,adverse_favorable_ratio,POOLED_MAJOR,21,23,3.2499207104346635,5.9554661044024515,2.705545393967788,True,3,True
