character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_trades,H1_exp,H1_pf,H2_trades,H2_exp,H2_pf,min_half_exp,positive_anchors,dev_eligible
ALL,60,120,1040,0.42596153846153845,-1199.664417792916,-1.1535234786470348,0.6094387995500904,1199.8508100074835,18,516,-1.3735243019193635,0.5593304005714339,524,-0.9368814465697033,0.6645124613502451,-1.3735243019193635,0,False
ALL,60,240,1040,0.4461538461538462,-1235.8160832556746,-1.1882846954381487,0.677236773461565,1235.8160832556748,18,516,-1.8669320735625534,0.5795841465171658,524,-0.5199983459873988,0.8227745808328157,-1.8669320735625534,0,False
ALL,60,360,1040,0.4461538461538462,-1275.9974880782322,-1.2269206616136847,0.7180796815173347,1279.0347726196512,19,516,-1.770940317266039,0.6442605210490606,524,-0.6912066495590766,0.814957295907934,-1.770940317266039,0,False
ALL,60,480,1040,0.44711538461538464,-1283.4194999078431,-1.2340572114498491,0.754591684337415,1305.8573649906407,27,516,-1.6714372620823799,0.7082037464846567,524,-0.8033547188422427,0.8148848894797236,-1.6714372620823799,0,False
ALL,120,120,1040,0.42596153846153845,-1199.664417792916,-1.1535234786470348,0.6094387995500904,1199.8508100074835,18,516,-1.3735243019193635,0.5593304005714339,524,-0.9368814465697033,0.6645124613502451,-1.3735243019193635,0,False
ALL,120,240,1040,0.4461538461538462,-1235.8160832556746,-1.1882846954381487,0.677236773461565,1235.8160832556748,18,516,-1.8669320735625534,0.5795841465171658,524,-0.5199983459873988,0.8227745808328157,-1.8669320735625534,0,False
ALL,120,360,1040,0.4461538461538462,-1275.9974880782322,-1.2269206616136847,0.7180796815173347,1279.0347726196512,19,516,-1.770940317266039,0.6442605210490606,524,-0.6912066495590766,0.814957295907934,-1.770940317266039,0,False
ALL,120,480,1040,0.44711538461538464,-1283.4194999078431,-1.2340572114498491,0.754591684337415,1305.8573649906407,27,516,-1.6714372620823799,0.7082037464846567,524,-0.8033547188422427,0.8148848894797236,-1.6714372620823799,0,False
ALL,180,120,1040,0.42596153846153845,-1199.664417792916,-1.1535234786470348,0.6094387995500904,1199.8508100074835,18,516,-1.3735243019193635,0.5593304005714339,524,-0.9368814465697033,0.6645124613502451,-1.3735243019193635,0,False
ALL,180,240,1040,0.4461538461538462,-1235.8160832556746,-1.1882846954381487,0.677236773461565,1235.8160832556748,18,516,-1.8669320735625534,0.5795841465171658,524,-0.5199983459873988,0.8227745808328157,-1.8669320735625534,0,False
