partition,side,signal_ts,entry_ts,swing_level_ts,swing_level,prior_touches,touch_bucket,entry_px,stop_px,target_px,risk_pct,resolved,exit_ts,exit_px,gross_return,net_pnl_usd,exit_reason,hold_minutes
external,SHORT,2021-10-04 00:00:00+00:00,2021-10-04 04:00:00+00:00,2021-10-03 08:00:00+00:00,47601.26,0,0,47457.3,48268.98,45833.94,0.017103375033977918,True,2021-10-04 14:00:00+00:00,48268.98,-0.017103375033977963,-8.951687516988981,SL,600.0
external,LONG,2021-10-04 16:00:00+00:00,2021-10-04 20:00:00+00:00,2021-10-03 16:00:00+00:00,49304.12,0,0,49368.39,47680.61,52743.95,0.03418746286844677,True,2021-10-06 12:55:00+00:00,52743.95,0.06837492573689352,33.78746286844676,TP_2R,2455.0
external,SHORT,2021-10-07 12:00:00+00:00,2021-10-07 16:00:00+00:00,2021-10-07 00:00:00+00:00,54145.42,1,1,53959.28,54752.23,52373.37999999999,0.014695340634641611,True,2021-10-08 07:45:00+00:00,54752.23,-0.014695340634641507,-7.747670317320754,SL,945.0
external,SHORT,2021-10-08 20:00:00+00:00,2021-10-09 00:00:00+00:00,2021-10-08 12:00:00+00:00,54000.0,0,0,53974.99,54798.53,52327.909999999996,0.015257807365967106,True,2021-10-09 06:00:00+00:00,54798.53,-0.015257807365967047,-8.028903682983524,SL,360.0
external,LONG,2021-10-10 04:00:00+00:00,2021-10-10 08:00:00+00:00,2021-10-09 12:00:00+00:00,55589.0,0,0,55699.0,54871.85,57353.3,0.014850356379827312,True,2021-10-10 09:15:00+00:00,54871.85,-0.014850356379827345,-7.825178189913673,SL,75.0
external,LONG,2021-10-11 00:00:00+00:00,2021-10-11 04:00:00+00:00,2021-10-10 04:00:00+00:00,56165.51,1,1,56538.24,54458.0,60698.719999999994,0.03679350471468511,True,2021-10-12 20:05:00+00:00,54458.0,-0.03679350471468512,-18.79675235734256,SL,2405.0
external,LONG,2021-10-13 16:00:00+00:00,2021-10-13 20:00:00+00:00,2021-10-13 00:00:00+00:00,56624.1,0,0,57260.94,56080.0,59622.82000000001,0.02062383188260623,True,2021-10-15 04:25:00+00:00,59622.82000000001,0.04124766376521238,20.22383188260619,TP_2R,1945.0
external,LONG,2021-10-15 16:00:00+00:00,2021-10-15 20:00:00+00:00,2021-10-15 04:00:00+00:00,60100.0,1,1,61507.6,60040.55,64441.69999999999,0.02385152403930564,True,2021-10-17 20:00:00+00:00,60040.55,-0.023851524039305683,-12.325762019652842,SL,2880.0
external,LONG,2021-10-19 00:00:00+00:00,2021-10-19 04:00:00+00:00,2021-10-18 16:00:00+00:00,62428.0,0,0,62634.83,61694.65,64515.19,0.01501049815254548,True,2021-10-19 14:25:00+00:00,61694.65,-0.015010498152545515,-7.905249076272758,SL,625.0
external,LONG,2021-10-19 16:00:00+00:00,2021-10-19 20:00:00+00:00,2021-10-19 00:00:00+00:00,63088.0,1,1,64219.99,62350.0,67959.97,0.029118503444176776,True,2021-10-21 15:25:00+00:00,62350.0,-0.02911850344417677,-14.959251722088384,SL,2605.0
external,SHORT,2021-10-22 12:00:00+00:00,2021-10-22 16:00:00+00:00,2021-10-21 20:00:00+00:00,62020.82,0,0,60744.55,63776.96,54679.73000000001,0.04992069247364572,True,2021-10-25 16:45:00+00:00,63776.96,-0.04992069247364572,-25.36034623682286,SL,4365.0
external,SHORT,2021-10-26 04:00:00+00:00,2021-10-26 08:00:00+00:00,2021-10-25 20:00:00+00:00,62595.27,0,0,62495.36,62883.64,61718.8,0.006212941248758289,True,2021-10-26 08:05:00+00:00,62883.64,-0.006212941248758375,-3.506470624379187,SL,5.0
external,SHORT,2021-10-26 16:00:00+00:00,2021-10-26 20:00:00+00:00,2021-10-26 04:00:00+00:00,62244.87,1,1,62085.47,62799.73,60656.95,0.011504463121564546,True,2021-10-26 21:55:00+00:00,60656.95,0.023008926243129113,11.104463121564557,TP_2R,115.0
external,SHORT,2021-10-27 08:00:00+00:00,2021-10-27 12:00:00+00:00,2021-10-26 20:00:00+00:00,59838.05,0,0,58615.66,60018.86,55809.26000000001,0.02393899514225374,True,2021-10-28 08:40:00+00:00,60018.86,-0.023938995142253727,-12.369497571126864,SL,1240.0
external,SHORT,2021-10-31 08:00:00+00:00,2021-10-31 12:00:00+00:00,2021-10-30 12:00:00+00:00,60631.23,0,0,60523.94,61435.83,58700.16,0.01506660009245927,True,2021-10-31 21:35:00+00:00,61435.83,-0.015066600092459304,-7.933300046229652,SL,575.0
external,SHORT,2021-11-01 00:00:00+00:00,2021-11-01 04:00:00+00:00,2021-10-31 12:00:00+00:00,60008.0,0,0,59931.23,61794.6,56204.49000000001,0.031091803054934718,True,2021-11-01 07:10:00+00:00,61794.6,-0.031091803054934752,-15.945901527467376,SL,190.0
external,LONG,2021-11-02 08:00:00+00:00,2021-11-02 12:00:00+00:00,2021-11-01 08:00:00+00:00,62543.58,0,0,62989.66,61417.81,66133.36000000002,0.024954095640459174,True,2021-11-03 18:00:00+00:00,61417.81,-0.02495409564045914,-12.87704782022957,SL,1800.0
external,SHORT,2021-11-05 12:00:00+00:00,2021-11-05 16:00:00+00:00,2021-11-05 00:00:00+00:00,60863.62,0,0,60832.8,62000.0,58498.40000000001,0.019187017530016653,True,2021-11-07 01:00:00+00:00,62000.0,-0.019187017530016615,-9.993508765008308,SL,1980.0
external,LONG,2021-11-07 20:00:00+00:00,2021-11-08 00:00:00+00:00,2021-11-07 08:00:00+00:00,62400.0,1,1,63316.4,62194.0,65561.20000000001,0.01772684486167883,True,2021-11-08 01:00:00+00:00,65561.20000000001,0.03545368972335772,17.32684486167886,TP_2R,60.0
external,LONG,2021-11-10 12:00:00+00:00,2021-11-10 16:00:00+00:00,2021-11-09 20:00:00+00:00,67846.22,0,0,68398.96,65850.0,73496.88000000002,0.0372660636945358,True,2021-11-10 20:50:00+00:00,65850.0,-0.03726606369453578,-19.03303184726789,SL,290.0
external,SHORT,2021-11-12 08:00:00+00:00,2021-11-12 12:00:00+00:00,2021-11-12 00:00:00+00:00,64105.0,0,0,63810.23,65000.0,61430.69000000001,0.018645442901553507,True,2021-11-13 16:00:00+00:00,65000.0,-0.018645442901553455,-9.722721450776728,SL,1680.0
external,LONG,2021-11-14 20:00:00+00:00,2021-11-15 00:00:00+00:00,2021-11-14 00:00:00+00:00,65400.0,0,0,65568.38,64087.6,68529.94000000002,0.022583751497291926,True,2021-11-15 16:25:00+00:00,64087.6,-0.02258375149729197,-11.691875748645986,SL,985.0
external,SHORT,2021-11-16 00:00:00+00:00,2021-11-16 04:00:00+00:00,2021-11-14 16:00:00+00:00,63640.0,1,1,60943.68,63655.77,55519.50000000001,0.04450157916292545,True,2021-11-23 09:35:00+00:00,55519.50000000001,0.08900315832585093,44.10157916292547,TP_2R,10415.0
external,LONG,2021-11-23 16:00:00+00:00,2021-11-23 20:00:00+00:00,2021-11-23 00:00:00+00:00,57280.0,1,1,57815.12,56916.93,59611.50000000001,0.015535555404883744,True,2021-11-24 02:00:00+00:00,56916.93,-0.015535555404883716,-8.167777702441859,SL,360.0
external,LONG,2021-11-25 00:00:00+00:00,2021-11-25 04:00:00+00:00,2021-11-24 08:00:00+00:00,57499.02,1,1,57779.29,57146.46,59044.950000000004,0.010952540261398188,True,2021-11-25 05:20:00+00:00,57146.46,-0.010952540261398136,-5.876270130699068,SL,80.0
external,LONG,2021-11-25 12:00:00+00:00,2021-11-25 16:00:00+00:00,2021-11-25 00:00:00+00:00,58369.34,1,1,59087.68,57960.0,61343.04,0.019084858298718112,True,2021-11-26 03:55:00+00:00,57960.0,-0.019084858298718088,-9.942429149359045,SL,715.0
external,SHORT,2021-11-26 04:00:00+00:00,2021-11-26 08:00:00+00:00,2021-11-25 04:00:00+00:00,57029.0,0,0,57014.61,58068.0,54907.83,0.018475790678915447,True,2021-11-26 08:35:00+00:00,54907.83,0.03695158135783094,18.075790678915475,TP_2R,35.0
external,LONG,2021-11-27 12:00:00+00:00,2021-11-27 16:00:00+00:00,2021-11-27 00:00:00+00:00,54657.0,1,1,54917.68,54504.23,55744.579999999994,0.007528540899761189,True,2021-11-27 20:40:00+00:00,54504.23,-0.0075285408997611825,-4.164270449880592,SL,280.0
external,LONG,2021-11-28 20:00:00+00:00,2021-11-29 00:00:00+00:00,2021-11-28 08:00:00+00:00,54973.32,0,0,57315.72,54642.3,62662.56,0.046643747997931424,True,2021-12-03 17:00:00+00:00,54642.3,-0.04664374799793147,-23.721873998965734,SL,6780.0
external,SHORT,2021-12-04 04:00:00+00:00,2021-12-04 08:00:00+00:00,2021-12-03 20:00:00+00:00,50604.0,0,0,47241.92,52618.39,36488.979999999996,0.11380718649877061,False,,,,,CENSORED,
development,LONG,2022-01-01 20:00:00+00:00,2022-01-02 00:00:00+00:00,2022-01-01 04:00:00+00:00,47566.66,1,1,47704.35,47202.47,48708.10999999999,0.010520633862530302,True,2022-01-02 04:40:00+00:00,47202.47,-0.010520633862530326,-5.6603169312651636,SL,280.0
development,SHORT,2022-01-03 12:00:00+00:00,2022-01-03 16:00:00+00:00,2022-01-03 00:00:00+00:00,46717.26,0,0,46689.99,47575.22,44919.52999999999,0.01895973847927582,True,2022-01-05 19:45:00+00:00,44919.52999999999,0.03791947695855169,18.559738479275847,TP_2R,3105.0
development,SHORT,2022-01-07 00:00:00+00:00,2022-01-07 04:00:00+00:00,2022-01-06 08:00:00+00:00,42385.83,0,0,41789.97,43135.0,39099.91,0.03218547416999818,True,2022-01-12 11:35:00+00:00,43135.0,-0.032185474169998285,-16.492737084999142,SL,7655.0
development,LONG,2022-01-12 12:00:00+00:00,2022-01-12 16:00:00+00:00,2022-01-11 16:00:00+00:00,43118.0,1,1,43550.0,42848.38,44953.240000000005,0.016110677382319232,True,2022-01-13 15:50:00+00:00,42848.38,-0.016110677382319194,-8.455338691159598,SL,1430.0
development,SHORT,2022-01-14 08:00:00+00:00,2022-01-14 12:00:00+00:00,2022-01-13 20:00:00+00:00,42301.16,0,0,41983.12,42687.35,40574.66000000001,0.01677412255211132,True,2022-01-14 14:45:00+00:00,42687.35,-0.016774122552111415,-8.787061276055708,SL,165.0
development,LONG,2022-01-15 16:00:00+00:00,2022-01-15 20:00:00+00:00,2022-01-14 20:00:00+00:00,43450.0,0,0,43496.85,43200.34,44089.87,0.006816815470545615,True,2022-01-15 21:45:00+00:00,43200.34,-0.006816815470545579,-3.808407735272789,SL,105.0
development,SHORT,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 04:00:00+00:00,42222.0,0,0,42221.14,42527.0,41609.42,0.007244238312845191,True,2022-01-17 21:40:00+00:00,41609.42,0.014488476625690416,6.844238312845208,TP_2R,100.0
development,LONG,2022-01-20 12:00:00+00:00,2022-01-20 16:00:00+00:00,2022-01-19 12:00:00+00:00,42545.0,0,0,43275.75,41923.0,45981.25,0.03125884588944155,True,2022-01-20 21:40:00+00:00,41923.0,-0.0312588458894415,-16.02942294472075,SL,340.0
development,SHORT,2022-01-21 16:00:00+00:00,2022-01-21 20:00:00+00:00,2022-01-21 00:00:00+00:00,38200.0,1,1,37967.04,39045.0,35811.12,0.028391994740701386,True,2022-01-21 22:45:00+00:00,35811.12,0.05678398948140273,27.991994740701365,TP_2R,165.0
development,SHORT,2022-01-22 04:00:00+00:00,2022-01-22 08:00:00+00:00,2022-01-21 20:00:00+00:00,35380.92,0,0,35377.17,36411.75,33308.009999999995,0.02924428381354421,True,2022-01-23 23:10:00+00:00,36411.75,-0.02924428381354427,-15.022141906772136,SL,2350.0
development,SHORT,2022-01-24 08:00:00+00:00,2022-01-24 12:00:00+00:00,2022-01-23 16:00:00+00:00,34588.8,0,0,33690.0,35580.0,29910.0,0.05609973285841496,True,2022-01-24 18:05:00+00:00,35580.0,-0.056099732858414963,-28.449866429207482,SL,365.0
development,LONG,2022-01-26 08:00:00+00:00,2022-01-26 12:00:00+00:00,2022-01-25 16:00:00+00:00,37561.03,1,1,38045.92,37311.81,39514.14,0.01929536728248392,True,2022-01-26 20:00:00+00:00,37311.81,-0.019295367282483933,-10.047683641241967,SL,480.0
development,SHORT,2022-01-27 00:00:00+00:00,2022-01-27 04:00:00+00:00,2022-01-25 20:00:00+00:00,36404.17,1,1,35730.42,37067.62,33056.01999999999,0.037424693020681105,True,2022-01-27 14:30:00+00:00,37067.62,-0.03742469302068119,-19.112346510340593,SL,630.0
development,LONG,2022-01-28 00:00:00+00:00,2022-01-28 04:00:00+00:00,2022-01-27 12:00:00+00:00,37200.0,1,1,37342.54,36601.16,38825.299999999996,0.019853496843010607,True,2022-01-28 08:15:00+00:00,36601.16,-0.019853496843010632,-10.326748421505316,SL,255.0
development,LONG,2022-01-28 20:00:00+00:00,2022-01-29 00:00:00+00:00,2022-01-28 04:00:00+00:00,37488.99,0,0,37696.22,37118.98,38850.7,0.015312941191450971,True,2022-01-31 00:40:00+00:00,37118.98,-0.01531294119145099,-8.056470595725495,SL,2920.0
development,LONG,2022-01-31 16:00:00+00:00,2022-01-31 20:00:00+00:00,2022-01-30 20:00:00+00:00,38240.0,0,0,38400.01,37650.17,39899.69000000001,0.019527078248156804,True,2022-02-02 14:45:00+00:00,37650.17,-0.019527078248156804,-10.163539124078403,SL,2565.0
development,LONG,2022-02-03 20:00:00+00:00,2022-02-04 00:00:00+00:00,2022-02-03 08:00:00+00:00,37084.63,1,1,37287.33,36256.0,39349.990000000005,0.02765899301451731,True,2022-02-04 15:15:00+00:00,39349.990000000005,0.055317986029034705,27.258993014517355,TP_2R,915.0
development,LONG,2022-02-07 00:00:00+00:00,2022-02-07 04:00:00+00:00,2022-02-06 12:00:00+00:00,42400.0,1,1,42784.68,41609.76,45134.52,0.027461231450135848,True,2022-02-08 06:10:00+00:00,45134.52,0.05492246290027181,27.061231450135907,TP_2R,1570.0
development,SHORT,2022-02-08 12:00:00+00:00,2022-02-08 16:00:00+00:00,2022-02-08 00:00:00+00:00,43550.0,1,1,43406.53,43978.64,42262.31,0.013180274949414306,True,2022-02-08 20:30:00+00:00,43978.64,-0.013180274949414317,-6.990137474707159,SL,270.0
development,LONG,2022-02-09 16:00:00+00:00,2022-02-09 20:00:00+00:00,2022-02-08 20:00:00+00:00,44395.0,1,1,44455.13,43600.0,46165.38999999999,0.01923580023272899,True,2022-02-10 03:05:00+00:00,43600.0,-0.019235800232728972,-10.017900116364487,SL,425.0
development,LONG,2022-02-10 12:00:00+00:00,2022-02-10 16:00:00+00:00,2022-02-09 20:00:00+00:00,44826.0,1,1,44936.81,43136.96,48536.509999999995,0.040052909852746524,True,2022-02-11 00:20:00+00:00,43136.96,-0.040052909852746565,-20.42645492637328,SL,500.0
development,SHORT,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 00:00:00+00:00,42555.0,1,1,42365.99,42859.36,41379.24999999999,0.011645425965497388,True,2022-02-12 18:00:00+00:00,42859.36,-0.011645425965497447,-6.222712982748724,SL,1080.0
development,LONG,2022-02-15 00:00:00+00:00,2022-02-15 04:00:00+00:00,2022-02-14 16:00:00+00:00,42888.0,0,0,43535.1,42406.23,45792.83999999999,0.025930111565150772,True,2022-02-17 13:20:00+00:00,42406.23,-0.025930111565150793,-13.365055782575396,SL,3440.0
development,SHORT,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-17 20:00:00+00:00,40020.1,0,0,39805.2,40782.9,37849.79999999999,0.024562117512284938,True,2022-02-21 11:35:00+00:00,37849.79999999999,0.04912423502456986,24.162117512284933,TP_2R,4055.0
development,SHORT,2022-02-21 20:00:00+00:00,2022-02-22 00:00:00+00:00,2022-02-21 12:00:00+00:00,37171.2,0,0,36986.4,38450.0,34059.200000000004,0.03957130188393568,True,2022-02-22 23:40:00+00:00,38450.0,-0.03957130188393565,-20.185650941967822,SL,1420.0
development,LONG,2022-02-23 08:00:00+00:00,2022-02-23 12:00:00+00:00,2022-02-22 20:00:00+00:00,38450.0,0,0,38757.3,38052.8,40166.3,0.018177220807434984,True,2022-02-23 17:50:00+00:00,38052.8,-0.018177220807435,-9.488610403717502,SL,350.0
development,SHORT,2022-02-23 20:00:00+00:00,2022-02-24 00:00:00+00:00,2022-02-23 00:00:00+00:00,37500.4,0,0,37227.9,37775.0,36133.700000000004,0.014695967271857895,True,2022-02-24 02:55:00+00:00,36133.700000000004,0.029391934543715803,14.2959672718579,TP_2R,175.0
development,SHORT,2022-02-27 16:00:00+00:00,2022-02-27 20:00:00+00:00,2022-02-27 00:00:00+00:00,38162.0,0,0,37574.7,39447.7,33828.7,0.049847370704223855,True,2022-02-28 14:35:00+00:00,39447.7,-0.04984737070422396,-25.32368535211198,SL,1115.0
development,SHORT,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-02 12:00:00+00:00,43321.0,0,0,43312.8,44048.7,41841.000000000015,0.0169903585083392,True,2022-03-03 14:00:00+00:00,44048.7,-0.0169903585083393,-8.89517925416965,SL,600.0
development,SHORT,2022-03-04 12:00:00+00:00,2022-03-04 16:00:00+00:00,2022-03-04 00:00:00+00:00,41050.0,1,1,40694.6,41825.8,38432.19999999999,0.027797299887454465,True,2022-03-06 10:00:00+00:00,38432.19999999999,0.05559459977490888,27.39729988745444,TP_2R,2520.0
development,SHORT,2022-03-07 00:00:00+00:00,2022-03-07 04:00:00+00:00,2022-03-06 08:00:00+00:00,38056.0,0,0,37848.9,38547.6,36451.50000000001,0.018460245872403084,True,2022-03-07 12:20:00+00:00,38547.6,-0.018460245872403025,-9.630122936201513,SL,500.0
development,SHORT,2022-03-07 16:00:00+00:00,2022-03-07 20:00:00+00:00,2022-03-07 08:00:00+00:00,37630.6,0,0,37290.0,39550.0,32770.0,0.06060606060606061,True,2022-03-09 03:10:00+00:00,39550.0,-0.06060606060606055,-30.703030303030275,SL,1870.0
development,LONG,2022-03-11 08:00:00+00:00,2022-03-11 12:00:00+00:00,2022-03-10 20:00:00+00:00,39662.5,0,0,39878.3,38780.0,42074.90000000001,0.027541294388176096,True,2022-03-11 16:05:00+00:00,38780.0,-0.027541294388176096,-14.17064719408805,SL,245.0
development,SHORT,2022-03-13 20:00:00+00:00,2022-03-14 00:00:00+00:00,2022-03-13 12:00:00+00:00,38333.0,0,0,37743.0,38843.4,35542.2,0.029155075113266076,True,2022-03-14 04:15:00+00:00,38843.4,-0.029155075113266093,-14.977537556633047,SL,255.0
development,LONG,2022-03-14 20:00:00+00:00,2022-03-15 00:00:00+00:00,2022-03-14 08:00:00+00:00,39287.4,0,0,39651.6,38579.9,41794.99999999999,0.027027913123303906,True,2022-03-15 07:10:00+00:00,38579.9,-0.02702791312330388,-13.913956561651942,SL,430.0
development,SHORT,2022-03-18 00:00:00+00:00,2022-03-18 04:00:00+00:00,2022-03-17 16:00:00+00:00,40530.0,0,0,40500.5,40914.0,39673.5,0.010209750496907446,True,2022-03-18 15:40:00+00:00,40914.0,-0.010209750496907422,-5.504875248453711,SL,700.0
development,LONG,2022-03-18 16:00:00+00:00,2022-03-18 20:00:00+00:00,2022-03-17 20:00:00+00:00,41071.5,1,1,42020.3,40874.2,44312.500000000015,0.02727491236378621,True,2022-03-21 02:30:00+00:00,40874.2,-0.027274912363786208,-14.037456181893104,SL,3270.0
development,LONG,2022-03-22 00:00:00+00:00,2022-03-22 04:00:00+00:00,2022-03-21 12:00:00+00:00,41544.4,0,0,42230.0,40852.0,44986.0,0.032630831162680556,True,2022-03-25 13:45:00+00:00,44986.0,0.06526166232536101,32.23083116268051,TP_2R,4905.0
development,LONG,2022-03-27 00:00:00+00:00,2022-03-27 04:00:00+00:00,2022-03-26 08:00:00+00:00,44569.7,1,1,44691.0,44456.5,45160.0,0.005247141482625137,True,2022-03-27 12:20:00+00:00,44456.5,-0.005247141482625173,-3.0235707413125863,SL,500.0
development,LONG,2022-03-27 20:00:00+00:00,2022-03-28 00:00:00+00:00,2022-03-27 00:00:00+00:00,44987.4,1,1,46820.9,44700.0,51062.700000000004,0.04529814676778963,True,2022-04-01 02:25:00+00:00,44700.0,-0.04529814676778965,-23.04907338389482,SL,5905.0
development,SHORT,2022-04-04 12:00:00+00:00,2022-04-04 16:00:00+00:00,2022-04-04 00:00:00+00:00,45735.0,0,0,45627.0,46350.0,44181.0,0.01584588072851601,True,2022-04-04 20:40:00+00:00,46350.0,-0.015845880728516004,-8.322940364258002,SL,280.0
development,SHORT,2022-04-06 12:00:00+00:00,2022-04-06 16:00:00+00:00,2022-04-06 00:00:00+00:00,44349.7,0,0,44159.4,44977.0,42524.200000000004,0.018514744312649142,True,2022-04-08 18:10:00+00:00,42524.200000000004,0.03702948862529831,18.114744312649158,TP_2R,3010.0
development,LONG,2022-04-09 20:00:00+00:00,2022-04-10 00:00:00+00:00,2022-04-09 04:00:00+00:00,42630.0,0,0,42727.8,42365.0,43453.40000000001,0.008490959047739478,True,2022-04-10 22:15:00+00:00,42365.0,-0.008490959047739444,-4.645479523869723,SL,1335.0
development,SHORT,2022-04-11 08:00:00+00:00,2022-04-11 12:00:00+00:00,2022-04-11 00:00:00+00:00,41650.0,0,0,41055.1,42338.5,38488.299999999996,0.03126042805887701,True,2022-04-18 05:05:00+00:00,38488.299999999996,0.06252085611775404,30.860428058877023,TP_2R,9665.0
development,LONG,2022-04-18 16:00:00+00:00,2022-04-18 20:00:00+00:00,2022-04-17 12:00:00+00:00,40574.1,0,0,40670.4,39022.1,43967.00000000001,0.04052824658719862,True,2022-04-24 16:50:00+00:00,39022.1,-0.04052824658719867,-20.66412329359933,SL,8450.0
development,SHORT,2022-04-25 04:00:00+00:00,2022-04-25 08:00:00+00:00,2022-04-24 16:00:00+00:00,38884.1,1,1,38437.2,39231.0,36849.59999999999,0.020651868502388388,True,2022-04-25 13:35:00+00:00,39231.0,-0.020651868502388426,-10.725934251194213,SL,335.0
development,LONG,2022-04-25 16:00:00+00:00,2022-04-25 20:00:00+00:00,2022-04-24 12:00:00+00:00,39930.6,0,0,40204.0,38900.0,42812.0,0.03243458362352005,True,2022-04-26 15:40:00+00:00,38900.0,-0.03243458362352003,-16.617291811760012,SL,1180.0
development,SHORT,2022-04-26 20:00:00+00:00,2022-04-27 00:00:00+00:00,2022-04-25 04:00:00+00:00,38111.0,1,1,38093.7,38439.0,37403.09999999999,0.009064490978823347,True,2022-04-27 03:10:00+00:00,38439.0,-0.009064490978823336,-4.9322454894116685,SL,190.0
development,LONG,2022-04-28 16:00:00+00:00,2022-04-28 20:00:00+00:00,2022-04-28 00:00:00+00:00,39690.0,1,1,39974.7,39301.1,41321.899999999994,0.016850658041211032,True,2022-04-29 03:10:00+00:00,39301.1,-0.016850658041210997,-8.8253290206055,SL,430.0
development,SHORT,2022-04-29 08:00:00+00:00,2022-04-29 12:00:00+00:00,2022-04-29 00:00:00+00:00,39249.6,0,0,38737.8,39619.5,36974.40000000001,0.022760714341031163,True,2022-05-04 18:50:00+00:00,39619.5,-0.022760714341031107,-11.780357170515554,SL,7610.0
development,SHORT,2022-05-05 12:00:00+00:00,2022-05-05 16:00:00+00:00,2022-05-04 16:00:00+00:00,38600.0,0,0,36886.5,39550.0,31559.5,0.07220798937280577,True,2022-05-09 17:00:00+00:00,31559.5,0.14441597874561152,71.80798937280575,TP_2R,5820.0
development,SHORT,2022-05-11 16:00:00+00:00,2022-05-11 20:00:00+00:00,2022-05-11 04:00:00+00:00,30188.0,1,1,29360.5,31129.9,25821.699999999997,0.060264641269733195,True,2022-05-15 20:20:00+00:00,31129.9,-0.06026464126973319,-30.532320634866593,SL,5780.0
development,LONG,2022-05-17 00:00:00+00:00,2022-05-17 04:00:00+00:00,2022-05-16 12:00:00+00:00,30288.0,0,0,30341.6,29750.1,31524.6,0.019494687162179978,True,2022-05-17 18:15:00+00:00,29750.1,-0.019494687162179947,-10.147343581089974,SL,855.0
development,SHORT,2022-05-18 12:00:00+00:00,2022-05-18 16:00:00+00:00,2022-05-18 04:00:00+00:00,29633.4,0,0,28971.9,29890.0,27135.700000000004,0.03168932655435089,True,2022-05-19 14:20:00+00:00,29890.0,-0.03168932655435097,-16.244663277175484,SL,1340.0
development,SHORT,2022-05-20 12:00:00+00:00,2022-05-20 16:00:00+00:00,2022-05-20 04:00:00+00:00,29839.3,0,0,29141.4,30448.9,26526.4,0.04486743945040389,True,2022-05-22 22:20:00+00:00,30448.9,-0.044867439450403834,-22.833719725201917,SL,3260.0
development,SHORT,2022-05-23 16:00:00+00:00,2022-05-23 20:00:00+00:00,2022-05-22 04:00:00+00:00,29223.6,0,0,29062.6,30531.8,26124.199999999997,0.050552944333955005,True,2022-05-30 06:05:00+00:00,30531.8,-0.05055294433395496,-25.67647216697748,SL,9245.0
development,LONG,2022-05-30 20:00:00+00:00,2022-05-31 00:00:00+00:00,2022-05-30 12:00:00+00:00,30964.6,0,0,31726.5,30533.0,34113.5,0.03761839471734985,True,2022-06-01 16:20:00+00:00,30533.0,-0.037618394717349846,-19.20919735867492,SL,2420.0
development,SHORT,2022-06-03 12:00:00+00:00,2022-06-03 16:00:00+00:00,2022-06-02 12:00:00+00:00,29579.9,0,0,29486.8,29880.0,28700.399999999998,0.013334780308477038,True,2022-06-04 14:30:00+00:00,29880.0,-0.013334780308477123,-7.067390154238562,SL,1350.0
development,LONG,2022-06-05 16:00:00+00:00,2022-06-05 20:00:00+00:00,2022-06-04 20:00:00+00:00,29968.7,1,1,30036.3,29746.4,30616.099999999995,0.009651654830987766,True,2022-06-06 01:25:00+00:00,30616.099999999995,0.019303309661975465,9.251654830987732,TP_2R,325.0
development,SHORT,2022-06-07 00:00:00+00:00,2022-06-07 04:00:00+00:00,2022-06-06 16:00:00+00:00,31053.0,0,0,29547.5,31373.9,25894.699999999997,0.06181233606904142,True,2022-06-07 19:45:00+00:00,31373.9,-0.06181233606904146,-31.30616803452073,SL,945.0
development,SHORT,2022-06-09 16:00:00+00:00,2022-06-09 20:00:00+00:00,2022-06-09 00:00:00+00:00,30055.3,1,1,30003.8,30456.2,29098.999999999996,0.015078090108586295,True,2022-06-10 16:25:00+00:00,29098.999999999996,0.03015618021717259,14.678090108586295,TP_2R,1225.0
development,SHORT,2022-06-11 08:00:00+00:00,2022-06-11 12:00:00+00:00,2022-06-10 16:00:00+00:00,28805.0,0,0,28723.9,29329.8,27512.100000000006,0.021093932230651053,True,2022-06-12 02:40:00+00:00,27512.100000000006,0.04218786446130207,20.693932230651036,TP_2R,880.0
development,SHORT,2022-06-12 20:00:00+00:00,2022-06-13 00:00:00+00:00,2022-06-12 12:00:00+00:00,26850.0,0,0,26564.7,27545.4,24603.3,0.03691741295779741,True,2022-06-13 07:55:00+00:00,24603.3,0.07383482591559476,36.51741295779738,TP_2R,475.0
development,SHORT,2022-06-13 20:00:00+00:00,2022-06-14 00:00:00+00:00,2022-06-13 12:00:00+00:00,22559.7,0,0,22471.4,23780.0,19854.200000000004,0.05823402191229734,True,2022-06-18 06:50:00+00:00,19854.200000000004,0.11646804382459464,57.83402191229732,TP_2R,6170.0
development,SHORT,2022-06-18 16:00:00+00:00,2022-06-18 20:00:00+00:00,2022-06-18 08:00:00+00:00,18690.0,0,0,18059.5,19090.0,15998.5,0.05706138043688917,True,2022-06-18 22:25:00+00:00,19090.0,-0.05706138043688913,-28.930690218444564,SL,145.0
development,LONG,2022-06-19 08:00:00+00:00,2022-06-19 12:00:00+00:00,2022-06-18 20:00:00+00:00,19500.0,0,0,19685.4,18255.5,22545.200000000004,0.07263758927936446,True,2022-07-08 01:25:00+00:00,22545.200000000004,0.14527517855872896,72.23758927936447,TP_2R,26725.0
