period,n,event_n,event_rate,mean_r,pf_r,cum_r,mean_r_positive
HIST_2020_2024,18,11,0.6111111111111112,0.6010407932834689,2.545533468443206,10.818734279102442,True
RETRO_2025,7,5,0.7142857142857143,0.6197560144923624,3.1691460507232683,4.3382921014465365,True
RETRO_2026_PRE,2,1,0.5,0.13274336283186394,1.2654867256637279,0.2654867256637279,True
