entry_ts,exit_ts,clock,lookback_min,hold_min,gross,net
2024-03-06 22:15:00+00:00,2024-03-07 02:15:00+00:00,1335,120,240,-3.0521043387757802,-3.8021043387757802
2024-03-06 22:45:00+00:00,2024-03-07 02:45:00+00:00,1365,120,240,-4.2122657197252495,-4.9622657197252495
2024-03-07 22:45:00+00:00,2024-03-08 02:45:00+00:00,1365,120,240,7.739403290577602,6.989403290577602
2024-03-19 22:00:00+00:00,2024-03-20 02:00:00+00:00,1320,120,240,-17.505314303067106,-18.255314303067106
2024-03-19 22:15:00+00:00,2024-03-20 02:15:00+00:00,1335,120,240,-7.490274167081513,-8.240274167081513
2024-03-19 22:30:00+00:00,2024-03-20 02:30:00+00:00,1350,120,240,-1.1058588837330834,-1.8558588837330834
2024-03-19 22:45:00+00:00,2024-03-20 02:45:00+00:00,1365,120,240,1.5120026880047475,0.7620026880047475
2024-03-22 22:00:00+00:00,2024-03-23 02:00:00+00:00,1320,120,240,7.9152751615965915,7.1652751615965915
2024-03-25 22:00:00+00:00,2024-03-26 02:00:00+00:00,1320,120,240,3.688752783964365,2.938752783964365
2024-04-04 22:00:00+00:00,2024-04-05 02:00:00+00:00,1320,120,240,-3.2688587425800093,-4.01885874258001
2024-04-12 22:15:00+00:00,2024-04-13 02:15:00+00:00,1335,120,240,-5.285428670772856,-6.035428670772856
2024-06-28 22:30:00+00:00,2024-06-29 02:30:00+00:00,1350,120,240,3.373394558045177,2.623394558045177
2024-07-01 22:30:00+00:00,2024-07-02 02:30:00+00:00,1350,120,240,2.4844086961589626,1.7344086961589626
2024-07-01 22:45:00+00:00,2024-07-02 02:45:00+00:00,1365,120,240,1.5646513956690449,0.8146513956690449
2024-07-16 22:00:00+00:00,2024-07-17 02:00:00+00:00,1320,120,240,6.654963712107288,5.904963712107288
2024-07-16 22:15:00+00:00,2024-07-17 02:15:00+00:00,1335,120,240,9.617407156379295,8.867407156379295
2024-07-16 22:30:00+00:00,2024-07-17 02:30:00+00:00,1350,120,240,10.093869916843058,9.343869916843058
2024-07-16 22:45:00+00:00,2024-07-17 02:45:00+00:00,1365,120,240,10.03851068620368,9.28851068620368
2024-07-22 22:00:00+00:00,2024-07-23 02:00:00+00:00,1320,120,240,2.814679100574209,2.064679100574209
2024-07-22 22:15:00+00:00,2024-07-23 02:15:00+00:00,1335,120,240,3.2565304677799047,2.5065304677799047
2024-07-22 22:30:00+00:00,2024-07-23 02:30:00+00:00,1350,120,240,4.516243368719552,3.766243368719552
2024-07-22 22:45:00+00:00,2024-07-23 02:45:00+00:00,1365,120,240,6.211162096818693,5.461162096818693
2024-07-24 22:15:00+00:00,2024-07-25 02:15:00+00:00,1335,120,240,-19.119450355249334,-19.869450355249334
2024-07-24 22:30:00+00:00,2024-07-25 02:30:00+00:00,1350,120,240,-23.364752584656298,-24.114752584656298
2024-07-24 22:45:00+00:00,2024-07-25 02:45:00+00:00,1365,120,240,-23.98634845098178,-24.73634845098178
2024-08-06 22:30:00+00:00,2024-08-07 02:30:00+00:00,1350,120,240,11.818288980029854,11.068288980029854
2024-08-07 22:30:00+00:00,2024-08-08 02:30:00+00:00,1350,120,240,29.61681470770509,28.86681470770509
2024-08-27 22:00:00+00:00,2024-08-28 02:00:00+00:00,1320,120,240,-9.57521171120495,-10.32521171120495
2024-08-27 22:15:00+00:00,2024-08-28 02:15:00+00:00,1335,120,240,5.249848940097483,4.499848940097483
2024-08-27 22:30:00+00:00,2024-08-28 02:30:00+00:00,1350,120,240,0.48232633173377,-0.26767366826623
2024-08-27 22:45:00+00:00,2024-08-28 02:45:00+00:00,1365,120,240,1.7633397367893142,1.0133397367893142
2024-09-23 22:45:00+00:00,2024-09-24 02:45:00+00:00,1365,120,240,-4.732678359388628,-5.482678359388628
2024-10-09 22:00:00+00:00,2024-10-10 02:00:00+00:00,1320,120,240,2.8522508802853817,2.1022508802853817
2024-10-09 22:15:00+00:00,2024-10-10 02:15:00+00:00,1335,120,240,3.295464582693578,2.545464582693578
2024-10-09 22:30:00+00:00,2024-10-10 02:30:00+00:00,1350,120,240,6.029745335659383,5.279745335659383
2024-10-09 22:45:00+00:00,2024-10-10 02:45:00+00:00,1365,120,240,5.764333765482351,5.014333765482351
2024-11-04 22:00:00+00:00,2024-11-05 02:00:00+00:00,1320,120,240,8.406144395833401,7.656144395833401
2024-11-04 22:15:00+00:00,2024-11-05 02:15:00+00:00,1335,120,240,4.262004646420771,3.5120046464207713
2024-11-04 22:30:00+00:00,2024-11-05 02:30:00+00:00,1350,120,240,5.153321797713247,4.403321797713247
2024-11-04 22:45:00+00:00,2024-11-05 02:45:00+00:00,1365,120,240,2.1346099219676424,1.3846099219676424
2024-11-11 22:45:00+00:00,2024-11-12 02:45:00+00:00,1365,120,240,0.7011584225144195,-0.04884157748558049
2024-11-14 22:00:00+00:00,2024-11-15 02:00:00+00:00,1320,120,240,-8.742390259532229,-9.492390259532229
2024-11-19 22:00:00+00:00,2024-11-20 02:00:00+00:00,1320,120,240,1.190999469948658,0.4409994699486579
2024-11-19 22:15:00+00:00,2024-11-20 02:15:00+00:00,1335,120,240,-0.6245682893606956,-1.3745682893606956
2024-11-19 22:30:00+00:00,2024-11-20 02:30:00+00:00,1350,120,240,4.100103557643336,3.350103557643336
2024-11-25 22:00:00+00:00,2024-11-26 02:00:00+00:00,1320,120,240,1.2202775259744258,0.47027752597442585
2024-11-25 22:15:00+00:00,2024-11-26 02:15:00+00:00,1335,120,240,1.058952726258536,0.3089527262585361
2024-11-25 22:30:00+00:00,2024-11-26 02:30:00+00:00,1350,120,240,5.70245020271457,4.95245020271457
2024-11-25 22:45:00+00:00,2024-11-26 02:45:00+00:00,1365,120,240,7.851239669421469,7.101239669421469
2024-12-05 22:30:00+00:00,2024-12-06 02:30:00+00:00,1350,120,240,15.986662220740264,15.236662220740264
2024-12-06 22:00:00+00:00,2024-12-07 02:00:00+00:00,1320,120,240,-5.211644679329229,-5.961644679329229
2024-12-06 22:15:00+00:00,2024-12-07 02:15:00+00:00,1335,120,240,-4.347588658291719,-5.097588658291719
2024-12-09 22:00:00+00:00,2024-12-10 02:00:00+00:00,1320,120,240,8.01134320772722,7.26134320772722
2024-12-09 22:15:00+00:00,2024-12-10 02:15:00+00:00,1335,120,240,10.869000942635882,10.119000942635882
2024-12-09 22:30:00+00:00,2024-12-10 02:30:00+00:00,1350,120,240,1.8198092300724151,1.0698092300724151
2024-12-09 22:45:00+00:00,2024-12-10 02:45:00+00:00,1365,120,240,6.437663450999972,5.687663450999972
2024-12-12 22:15:00+00:00,2024-12-13 02:15:00+00:00,1335,120,240,5.302557704304452,4.552557704304452
2024-12-13 22:30:00+00:00,2024-12-14 02:30:00+00:00,1350,120,240,1.218381773316769,0.468381773316769
2024-12-17 22:45:00+00:00,2024-12-18 02:45:00+00:00,1365,120,240,-0.13827147730793304,-0.888271477307933
2024-12-18 22:00:00+00:00,2024-12-19 02:00:00+00:00,1320,120,240,-11.142782051247314,-11.892782051247314
2024-12-18 22:15:00+00:00,2024-12-19 02:15:00+00:00,1335,120,240,-15.337005682792825,-16.087005682792825
2024-12-20 22:00:00+00:00,2024-12-21 02:00:00+00:00,1320,120,240,4.729380019423489,3.9793800194234894
2024-12-27 22:00:00+00:00,2024-12-28 02:00:00+00:00,1320,120,240,2.2543565138245154,1.5043565138245154
2024-12-30 22:00:00+00:00,2024-12-31 02:00:00+00:00,1320,120,240,3.2279259294980096,2.4779259294980096
2024-12-30 22:15:00+00:00,2024-12-31 02:15:00+00:00,1335,120,240,-0.3051562429881323,-1.0551562429881323
2024-12-30 22:30:00+00:00,2024-12-31 02:30:00+00:00,1350,120,240,-1.1486639695439682,-1.8986639695439682
2024-12-30 22:45:00+00:00,2024-12-31 02:45:00+00:00,1365,120,240,-2.383419380578893,-3.133419380578893
2024-01-12 22:00:00+00:00,2024-01-13 00:00:00+00:00,1320,180,120,-0.8782548838091735,-1.6282548838091735
2024-01-12 22:15:00+00:00,2024-01-13 00:15:00+00:00,1335,180,120,3.9757238085762645,3.2257238085762645
2024-01-12 22:30:00+00:00,2024-01-13 00:30:00+00:00,1350,180,120,11.282580958745982,10.532580958745982
2024-01-12 22:45:00+00:00,2024-01-13 00:45:00+00:00,1365,180,120,7.066238725472514,6.316238725472514
2024-01-15 22:30:00+00:00,2024-01-16 00:30:00+00:00,1350,180,120,0.09548628379319625,-0.6545137162068038
2024-01-22 22:00:00+00:00,2024-01-23 00:00:00+00:00,1320,180,120,-2.7864907833111876,-3.5364907833111876
2024-01-31 22:00:00+00:00,2024-02-01 00:00:00+00:00,1320,180,120,0.862576051552601,0.11257605155260098
2024-01-31 22:15:00+00:00,2024-02-01 00:15:00+00:00,1335,180,120,2.1212587013329918,1.3712587013329918
2024-01-31 22:30:00+00:00,2024-02-01 00:30:00+00:00,1350,180,120,0.4163471020050599,-0.3336528979949401
2024-01-31 22:45:00+00:00,2024-02-01 00:45:00+00:00,1365,180,120,-0.0416593580073791,-0.7916593580073791
2024-02-29 22:30:00+00:00,2024-03-01 00:30:00+00:00,1350,180,120,8.216453999005704,7.466453999005704
2024-02-29 22:45:00+00:00,2024-03-01 00:45:00+00:00,1365,180,120,10.290974698641964,9.540974698641964
2024-03-05 22:00:00+00:00,2024-03-06 00:00:00+00:00,1320,180,120,4.6914302261538685,3.9414302261538685
2024-03-05 22:15:00+00:00,2024-03-06 00:15:00+00:00,1335,180,120,6.576677530374136,5.826677530374136
2024-03-05 22:30:00+00:00,2024-03-06 00:30:00+00:00,1350,180,120,13.630228646261696,12.880228646261696
2024-03-15 22:00:00+00:00,2024-03-16 00:00:00+00:00,1320,180,120,9.941448801742949,9.191448801742949
2024-03-15 22:15:00+00:00,2024-03-16 00:15:00+00:00,1335,180,120,8.374099234298203,7.624099234298203
2024-03-15 22:30:00+00:00,2024-03-16 00:30:00+00:00,1350,180,120,11.244756383975227,10.494756383975227
2024-03-19 22:15:00+00:00,2024-03-20 00:15:00+00:00,1335,180,120,-12.648192193520984,-13.398192193520984
2024-03-19 22:30:00+00:00,2024-03-20 00:30:00+00:00,1350,180,120,-2.995421682268489,-3.745421682268489
2024-03-19 22:45:00+00:00,2024-03-20 00:45:00+00:00,1365,180,120,0.4728897295817358,-0.2771102704182642
2024-03-22 22:00:00+00:00,2024-03-23 00:00:00+00:00,1320,180,120,6.400165008993569,5.650165008993569
2024-04-04 22:00:00+00:00,2024-04-05 00:00:00+00:00,1320,180,120,0.8815238026469974,0.13152380264699737
2024-04-04 22:15:00+00:00,2024-04-05 00:15:00+00:00,1335,180,120,0.8091907188687439,0.05919071886874394
2024-04-04 22:30:00+00:00,2024-04-05 00:30:00+00:00,1350,180,120,-1.8724396716768759,-2.622439671676876
2024-04-04 22:45:00+00:00,2024-04-05 00:45:00+00:00,1365,180,120,-1.116185593684386,-1.866185593684386
2024-05-08 22:15:00+00:00,2024-05-09 00:15:00+00:00,1335,180,120,2.7624682780783205,2.0124682780783205
2024-05-08 22:45:00+00:00,2024-05-09 00:45:00+00:00,1365,180,120,4.308235429119183,3.5582354291191827
2024-05-30 22:00:00+00:00,2024-05-31 00:00:00+00:00,1320,180,120,-0.40895709280791126,-1.1589570928079111
2024-05-30 22:15:00+00:00,2024-05-31 00:15:00+00:00,1335,180,120,-0.11463273537701205,-0.864632735377012
2024-06-17 22:30:00+00:00,2024-06-18 00:30:00+00:00,1350,180,120,-3.185292529764452,-3.935292529764452
2024-07-01 22:30:00+00:00,2024-07-02 00:30:00+00:00,1350,180,120,1.9671271201258962,1.2171271201258962
2024-07-01 22:45:00+00:00,2024-07-02 00:45:00+00:00,1365,180,120,0.609850171893338,-0.140149828106662
2024-07-11 22:15:00+00:00,2024-07-12 00:15:00+00:00,1335,180,120,0.6342330943796678,-0.1157669056203322
2024-07-16 22:15:00+00:00,2024-07-17 00:15:00+00:00,1335,180,120,4.474197770350823,3.7241977703508233
2024-07-16 22:30:00+00:00,2024-07-17 00:30:00+00:00,1350,180,120,5.211580509479211,4.461580509479211
2024-07-16 22:45:00+00:00,2024-07-17 00:45:00+00:00,1365,180,120,6.782500884546875,6.032500884546875
2024-07-22 22:45:00+00:00,2024-07-23 00:45:00+00:00,1365,180,120,1.8720558656299382,1.1220558656299382
2024-07-24 22:00:00+00:00,2024-07-25 00:00:00+00:00,1320,180,120,-0.11544227886056699,-0.865442278860567
2024-07-24 22:15:00+00:00,2024-07-25 00:15:00+00:00,1335,180,120,1.4681838400596947,0.7181838400596947
2024-07-24 22:30:00+00:00,2024-07-25 00:30:00+00:00,1350,180,120,0.8437855643604031,0.09378556436040308
2024-07-24 22:45:00+00:00,2024-07-25 00:45:00+00:00,1365,180,120,0.5798303170139831,-0.17016968298601687
2024-07-31 22:00:00+00:00,2024-08-01 00:00:00+00:00,1320,180,120,-0.9497658788500407,-1.6997658788500407
2024-07-31 22:15:00+00:00,2024-08-01 00:15:00+00:00,1335,180,120,0.9613747194055324,0.21137471940553243
2024-07-31 22:30:00+00:00,2024-08-01 00:30:00+00:00,1350,180,120,-0.20338898842700281,-0.9533889884270028
2024-07-31 22:45:00+00:00,2024-08-01 00:45:00+00:00,1365,180,120,-1.068230725469389,-1.818230725469389
2024-08-06 22:30:00+00:00,2024-08-07 00:30:00+00:00,1350,180,120,-1.3027555006361053,-2.0527555006361053
2024-08-06 22:45:00+00:00,2024-08-07 00:45:00+00:00,1365,180,120,-4.321452883399771,-5.071452883399771
2024-08-27 22:00:00+00:00,2024-08-28 00:00:00+00:00,1320,180,120,-6.680753965065596,-7.430753965065596
2024-08-27 22:15:00+00:00,2024-08-28 00:15:00+00:00,1335,180,120,5.775454628227064,5.025454628227064
2024-08-27 22:30:00+00:00,2024-08-28 00:30:00+00:00,1350,180,120,-0.06362602673933965,-0.8136260267393396
2024-08-27 22:45:00+00:00,2024-08-28 00:45:00+00:00,1365,180,120,-0.27238581299995646,-1.0223858129999566
2024-09-23 22:45:00+00:00,2024-09-24 00:45:00+00:00,1365,180,120,-0.13613777142472994,-0.8861377714247299
2024-10-01 22:00:00+00:00,2024-10-02 00:00:00+00:00,1320,180,120,-4.83458397079415,-5.58458397079415
2024-10-01 22:15:00+00:00,2024-10-02 00:15:00+00:00,1335,180,120,-1.536520341087109,-2.286520341087109
2024-10-01 22:30:00+00:00,2024-10-02 00:30:00+00:00,1350,180,120,-0.570148645897003,-1.320148645897003
2024-10-01 22:45:00+00:00,2024-10-02 00:45:00+00:00,1365,180,120,2.952888562151573,2.202888562151573
2024-10-02 22:15:00+00:00,2024-10-03 00:15:00+00:00,1335,180,120,2.2722262730401623,1.5222262730401623
2024-10-09 22:00:00+00:00,2024-10-10 00:00:00+00:00,1320,180,120,-1.571262099980281,-2.321262099980281
2024-10-09 22:15:00+00:00,2024-10-10 00:15:00+00:00,1335,180,120,0.014721284032392914,-0.7352787159676071
2024-10-09 22:30:00+00:00,2024-10-10 00:30:00+00:00,1350,180,120,0.690622320406513,-0.059377679593487054
2024-10-09 22:45:00+00:00,2024-10-10 00:45:00+00:00,1365,180,120,1.4864802091207305,0.7364802091207305
2024-10-29 22:00:00+00:00,2024-10-30 00:00:00+00:00,1320,180,120,3.139762315989388,2.389762315989388
2024-10-29 22:15:00+00:00,2024-10-30 00:15:00+00:00,1335,180,120,1.426316490120381,0.6763164901203811
2024-11-04 22:00:00+00:00,2024-11-05 00:00:00+00:00,1320,180,120,5.710271738901182,4.960271738901182
2024-11-04 22:15:00+00:00,2024-11-05 00:15:00+00:00,1335,180,120,2.020273771122009,1.270273771122009
2024-11-04 22:30:00+00:00,2024-11-05 00:30:00+00:00,1350,180,120,3.8712758870626525,3.1212758870626525
2024-11-04 22:45:00+00:00,2024-11-05 00:45:00+00:00,1365,180,120,1.7941584373485076,1.0441584373485076
2024-11-05 22:00:00+00:00,2024-11-06 00:00:00+00:00,1320,180,120,1.4475526213334429,0.6975526213334429
2024-11-05 22:15:00+00:00,2024-11-06 00:15:00+00:00,1335,180,120,3.5905676161447464,2.8405676161447464
2024-11-05 22:30:00+00:00,2024-11-06 00:30:00+00:00,1350,180,120,6.396487198764034,5.646487198764034
2024-11-12 22:15:00+00:00,2024-11-13 00:15:00+00:00,1335,180,120,-4.479932900492529,-5.229932900492529
2024-11-13 22:00:00+00:00,2024-11-14 00:00:00+00:00,1320,180,120,5.566318619819349,4.816318619819349
2024-11-13 22:15:00+00:00,2024-11-14 00:15:00+00:00,1335,180,120,3.5771604062417586,2.8271604062417586
2024-11-14 22:30:00+00:00,2024-11-15 00:30:00+00:00,1350,180,120,-3.5980947476827487,-4.348094747682749
2024-11-14 22:45:00+00:00,2024-11-15 00:45:00+00:00,1365,180,120,-4.463120446247566,-5.213120446247566
2024-11-19 22:00:00+00:00,2024-11-20 00:00:00+00:00,1320,180,120,2.4708794973562016,1.7208794973562016
2024-11-19 22:15:00+00:00,2024-11-20 00:15:00+00:00,1335,180,120,1.2991665967322623,0.5491665967322623
2024-11-19 22:30:00+00:00,2024-11-20 00:30:00+00:00,1350,180,120,2.57433263753853,1.82433263753853
2024-11-19 22:45:00+00:00,2024-11-20 00:45:00+00:00,1365,180,120,4.1170332732763635,3.3670332732763635
2024-11-25 22:30:00+00:00,2024-11-26 00:30:00+00:00,1350,180,120,6.882014219401832,6.132014219401832
2024-11-25 22:45:00+00:00,2024-11-26 00:45:00+00:00,1365,180,120,7.698302991088484,6.948302991088484
2024-12-05 22:30:00+00:00,2024-12-06 00:30:00+00:00,1350,180,120,10.402134044681532,9.652134044681532
2024-12-05 22:45:00+00:00,2024-12-06 00:45:00+00:00,1365,180,120,8.536659279384207,7.786659279384207
2024-12-09 22:00:00+00:00,2024-12-10 00:00:00+00:00,1320,180,120,1.813940034548674,1.063940034548674
2024-12-09 22:15:00+00:00,2024-12-10 00:15:00+00:00,1335,180,120,6.516482465607491,5.766482465607491
2024-12-09 22:30:00+00:00,2024-12-10 00:30:00+00:00,1350,180,120,5.073897734809355,4.323897734809355
2024-12-09 22:45:00+00:00,2024-12-10 00:45:00+00:00,1365,180,120,11.130945275791339,10.380945275791339
2024-12-12 22:00:00+00:00,2024-12-13 00:00:00+00:00,1320,180,120,2.0999976709822525,1.3499976709822525
2024-12-12 22:15:00+00:00,2024-12-13 00:15:00+00:00,1335,180,120,3.8885423164899247,3.1385423164899247
2024-12-17 22:45:00+00:00,2024-12-18 00:45:00+00:00,1365,180,120,0.5892690995555154,-0.16073090044448457
2024-12-18 22:00:00+00:00,2024-12-19 00:00:00+00:00,1320,180,120,-8.849197855166887,-9.599197855166887
2024-12-18 22:15:00+00:00,2024-12-19 00:15:00+00:00,1335,180,120,-3.0143036468444944,-3.7643036468444944
2024-12-18 22:30:00+00:00,2024-12-19 00:30:00+00:00,1350,180,120,-4.103394145444783,-4.853394145444783
2024-12-18 22:45:00+00:00,2024-12-19 00:45:00+00:00,1365,180,120,-4.935492486387232,-5.685492486387232
2024-12-19 22:00:00+00:00,2024-12-20 00:00:00+00:00,1320,180,120,-0.27935412157021217,-1.0293541215702122
2024-12-19 22:15:00+00:00,2024-12-20 00:15:00+00:00,1335,180,120,-1.46313171700481,-2.21313171700481
2024-12-19 22:30:00+00:00,2024-12-20 00:30:00+00:00,1350,180,120,-3.4389420075954136,-4.188942007595413
2024-12-30 22:00:00+00:00,2024-12-31 00:00:00+00:00,1320,180,120,6.356391956406399,5.606391956406399
2024-12-30 22:15:00+00:00,2024-12-31 00:15:00+00:00,1335,180,120,2.8795380772164965,2.1295380772164965
2024-01-12 22:00:00+00:00,2024-01-13 02:00:00+00:00,1320,180,240,-0.290773576396267,-1.0407735763962669
2024-01-12 22:15:00+00:00,2024-01-13 02:15:00+00:00,1335,180,240,4.258282757934552,3.508282757934552
2024-01-12 22:30:00+00:00,2024-01-13 02:30:00+00:00,1350,180,240,14.682949551410577,13.932949551410577
2024-01-12 22:45:00+00:00,2024-01-13 02:45:00+00:00,1365,180,240,9.664739328516946,8.914739328516946
2024-01-15 22:30:00+00:00,2024-01-16 02:30:00+00:00,1350,180,240,1.9992440669200067,1.2492440669200067
2024-01-22 22:00:00+00:00,2024-01-23 02:00:00+00:00,1320,180,240,1.4781076784255691,0.7281076784255691
2024-01-31 22:00:00+00:00,2024-02-01 02:00:00+00:00,1320,180,240,-7.427372413369302,-8.177372413369302
2024-01-31 22:15:00+00:00,2024-02-01 02:15:00+00:00,1335,180,240,-5.5205428314191956,-6.2705428314191956
2024-01-31 22:30:00+00:00,2024-02-01 02:30:00+00:00,1350,180,240,-6.019502574778087,-6.769502574778087
2024-01-31 22:45:00+00:00,2024-02-01 02:45:00+00:00,1365,180,240,-5.1745307840729495,-5.9245307840729495
2024-02-29 22:30:00+00:00,2024-03-01 02:30:00+00:00,1350,180,240,7.517437743864791,6.767437743864791
2024-02-29 22:45:00+00:00,2024-03-01 02:45:00+00:00,1365,180,240,10.764731880679772,10.014731880679772
2024-03-05 22:00:00+00:00,2024-03-06 02:00:00+00:00,1320,180,240,-0.11355958187364537,-0.8635595818736453
2024-03-05 22:15:00+00:00,2024-03-06 02:15:00+00:00,1335,180,240,5.357718222229815,4.607718222229815
2024-03-05 22:30:00+00:00,2024-03-06 02:30:00+00:00,1350,180,240,4.10497267649951,3.35497267649951
2024-03-15 22:00:00+00:00,2024-03-16 02:00:00+00:00,1320,180,240,10.232843137254914,9.482843137254914
2024-03-15 22:15:00+00:00,2024-03-16 02:15:00+00:00,1335,180,240,7.215632376228702,6.465632376228702
2024-03-15 22:30:00+00:00,2024-03-16 02:30:00+00:00,1350,180,240,7.205984170728055,6.455984170728055
2024-03-19 22:15:00+00:00,2024-03-20 02:15:00+00:00,1335,180,240,-7.490274167081513,-8.240274167081513
2024-03-19 22:30:00+00:00,2024-03-20 02:30:00+00:00,1350,180,240,-1.1058588837330834,-1.8558588837330834
2024-03-19 22:45:00+00:00,2024-03-20 02:45:00+00:00,1365,180,240,1.5120026880047475,0.7620026880047475
2024-03-22 22:00:00+00:00,2024-03-23 02:00:00+00:00,1320,180,240,7.9152751615965915,7.1652751615965915
2024-04-04 22:00:00+00:00,2024-04-05 02:00:00+00:00,1320,180,240,-3.2688587425800093,-4.01885874258001
2024-04-04 22:15:00+00:00,2024-04-05 02:15:00+00:00,1335,180,240,-3.4326563455922763,-4.182656345592276
2024-04-04 22:30:00+00:00,2024-04-05 02:30:00+00:00,1350,180,240,-5.784125438430432,-6.534125438430432
2024-04-04 22:45:00+00:00,2024-04-05 02:45:00+00:00,1365,180,240,-9.04381103669879,-9.79381103669879
2024-05-08 22:15:00+00:00,2024-05-09 02:15:00+00:00,1335,180,240,5.5553490509612224,4.8053490509612224
2024-05-08 22:45:00+00:00,2024-05-09 02:45:00+00:00,1365,180,240,6.711262162791558,5.961262162791558
2024-05-30 22:00:00+00:00,2024-05-31 02:00:00+00:00,1320,180,240,-0.2837389601566098,-1.0337389601566098
2024-05-30 22:15:00+00:00,2024-05-31 02:15:00+00:00,1335,180,240,1.4142480492440466,0.6642480492440466
2024-06-17 22:30:00+00:00,2024-06-18 02:30:00+00:00,1350,180,240,-13.104878811127245,-13.854878811127245
2024-07-01 22:30:00+00:00,2024-07-02 02:30:00+00:00,1350,180,240,2.4844086961589626,1.7344086961589626
2024-07-01 22:45:00+00:00,2024-07-02 02:45:00+00:00,1365,180,240,1.5646513956690449,0.8146513956690449
2024-07-11 22:15:00+00:00,2024-07-12 02:15:00+00:00,1335,180,240,-0.698786081084995,-1.4487860810849948
2024-07-16 22:15:00+00:00,2024-07-17 02:15:00+00:00,1335,180,240,9.617407156379295,8.867407156379295
2024-07-16 22:30:00+00:00,2024-07-17 02:30:00+00:00,1350,180,240,10.093869916843058,9.343869916843058
2024-07-16 22:45:00+00:00,2024-07-17 02:45:00+00:00,1365,180,240,10.03851068620368,9.28851068620368
2024-07-22 22:45:00+00:00,2024-07-23 02:45:00+00:00,1365,180,240,6.211162096818693,5.461162096818693
2024-07-24 22:00:00+00:00,2024-07-25 02:00:00+00:00,1320,180,240,-18.278860569715153,-19.028860569715153
2024-07-24 22:15:00+00:00,2024-07-25 02:15:00+00:00,1335,180,240,-19.119450355249334,-19.869450355249334
2024-07-24 22:30:00+00:00,2024-07-25 02:30:00+00:00,1350,180,240,-23.364752584656298,-24.114752584656298
2024-07-24 22:45:00+00:00,2024-07-25 02:45:00+00:00,1365,180,240,-23.98634845098178,-24.73634845098178
2024-07-31 22:00:00+00:00,2024-08-01 02:00:00+00:00,1320,180,240,-4.20213488837549,-4.95213488837549
2024-07-31 22:15:00+00:00,2024-08-01 02:15:00+00:00,1335,180,240,-3.6721108444925767,-4.422110844492577
2024-07-31 22:30:00+00:00,2024-08-01 02:30:00+00:00,1350,180,240,-5.406110364143873,-6.156110364143873
2024-07-31 22:45:00+00:00,2024-08-01 02:45:00+00:00,1365,180,240,-5.987348190655225,-6.737348190655225
2024-08-06 22:30:00+00:00,2024-08-07 02:30:00+00:00,1350,180,240,11.818288980029854,11.068288980029854
2024-08-06 22:45:00+00:00,2024-08-07 02:45:00+00:00,1365,180,240,5.5390774417323385,4.7890774417323385
2024-08-27 22:00:00+00:00,2024-08-28 02:00:00+00:00,1320,180,240,-9.57521171120495,-10.32521171120495
2024-08-27 22:15:00+00:00,2024-08-28 02:15:00+00:00,1335,180,240,5.249848940097483,4.499848940097483
