partition,regime,clock_block,obs_start,obs_end,fraction,entry_label,fill_ts,entry_price,H,L,R4,LOCAL_R,variant,stop_multiple,target_multiple,nominal_rr,stop_price,target_price,exit_ts,exit_price,exit_reason,gross_return,net_pnl_usd,win,hold_minutes
development,BEAR,00-04,2022-01-10 00:00:00+00:00,2022-01-10 04:00:00+00:00,0.05,F05,2022-01-10 00:35:00+00:00,41805.9425,42773.85,41755.0,1018.8499999999985,50.94249999999738,S1_5_T2,1.5,2.0,1.3333333333333333,41882.35625,41704.0575,2022-01-10 00:35:00+00:00,41882.35625,STOP_FILL_BAR,-0.0018278202913377616,-1.3139101456688809,False,0.0
development,BEAR,00-04,2022-01-10 00:00:00+00:00,2022-01-10 04:00:00+00:00,0.05,F05,2022-01-10 00:35:00+00:00,41805.9425,42773.85,41755.0,1018.8499999999985,50.94249999999738,S2_T2,2.0,2.0,1.0,41907.82749999999,41704.0575,2022-01-10 00:35:00+00:00,41907.82749999999,STOP_FILL_BAR,-0.002437093721783566,-1.618546860891783,False,0.0
development,BEAR,00-04,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,0.05,F05,2022-01-21 00:20:00+00:00,40671.265,42975.3,40550.0,2425.300000000003,121.26499999999942,S1_T1,1.0,1.0,1.0,40792.53,40550.0,2022-01-21 00:25:00+00:00,40792.53,STOP,-0.00298158908998772,-1.89079454499386,False,5.0
development,BEAR,00-04,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,0.05,F05,2022-01-21 00:20:00+00:00,40671.265,42975.3,40550.0,2425.300000000003,121.26499999999942,S1_T1_5,1.0,1.5,1.5,40792.53,40489.3675,2022-01-21 00:25:00+00:00,40792.53,STOP,-0.00298158908998772,-1.89079454499386,False,5.0
development,BEAR,00-04,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,0.05,F05,2022-01-21 00:20:00+00:00,40671.265,42975.3,40550.0,2425.300000000003,121.26499999999942,S1_T2,1.0,2.0,2.0,40792.53,40428.735,2022-01-21 00:25:00+00:00,40792.53,STOP,-0.00298158908998772,-1.89079454499386,False,5.0
development,BEAR,00-04,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,0.05,F05,2022-01-21 00:20:00+00:00,40671.265,42975.3,40550.0,2425.300000000003,121.26499999999942,S1_5_T1_5,1.5,1.5,1.0,40853.1625,40489.3675,2022-01-21 00:25:00+00:00,40853.1625,STOP,-0.00447238363498158,-2.63619181749079,False,5.0
development,BEAR,00-04,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,0.05,F05,2022-01-21 00:20:00+00:00,40671.265,42975.3,40550.0,2425.300000000003,121.26499999999942,S1_5_T2,1.5,2.0,1.3333333333333333,40853.1625,40428.735,2022-01-21 00:25:00+00:00,40853.1625,STOP,-0.00447238363498158,-2.63619181749079,False,5.0
development,BEAR,00-04,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,0.05,F05,2022-01-21 00:20:00+00:00,40671.265,42975.3,40550.0,2425.300000000003,121.26499999999942,S2_T2,2.0,2.0,1.0,40913.795,40428.735,2022-01-21 00:25:00+00:00,40913.795,STOP,-0.00596317817997544,-3.38158908998772,False,5.0
development,BEAR,12-16,2022-01-24 12:00:00+00:00,2022-01-24 16:00:00+00:00,0.05,F05,2022-01-24 14:05:00+00:00,33134.063500000004,35580.0,33005.33,2574.6699999999983,128.7335000000021,S1_T1,1.0,1.0,1.0,33262.797000000006,33005.33,2022-01-24 14:05:00+00:00,33262.797000000006,STOP_FILL_BAR,-0.003885231281699031,-2.3426156408495156,False,0.0
development,BEAR,12-16,2022-01-24 12:00:00+00:00,2022-01-24 16:00:00+00:00,0.05,F05,2022-01-24 14:05:00+00:00,33134.063500000004,35580.0,33005.33,2574.6699999999983,128.7335000000021,S1_T1_5,1.0,1.5,1.5,33262.797000000006,32940.96325,2022-01-24 14:05:00+00:00,33262.797000000006,STOP_FILL_BAR,-0.003885231281699031,-2.3426156408495156,False,0.0
development,BEAR,12-16,2022-01-24 12:00:00+00:00,2022-01-24 16:00:00+00:00,0.05,F05,2022-01-24 14:05:00+00:00,33134.063500000004,35580.0,33005.33,2574.6699999999983,128.7335000000021,S1_T2,1.0,2.0,2.0,33262.797000000006,32876.5965,2022-01-24 14:05:00+00:00,33262.797000000006,STOP_FILL_BAR,-0.003885231281699031,-2.3426156408495156,False,0.0
development,BEAR,12-16,2022-01-24 12:00:00+00:00,2022-01-24 16:00:00+00:00,0.05,F05,2022-01-24 14:05:00+00:00,33134.063500000004,35580.0,33005.33,2574.6699999999983,128.7335000000021,S1_5_T1_5,1.5,1.5,1.0,33327.16375000001,32940.96325,2022-01-24 14:10:00+00:00,33327.16375000001,STOP,-0.0058278469225485465,-3.313923461274273,False,5.0
development,BEAR,12-16,2022-01-24 12:00:00+00:00,2022-01-24 16:00:00+00:00,0.05,F05,2022-01-24 14:05:00+00:00,33134.063500000004,35580.0,33005.33,2574.6699999999983,128.7335000000021,S1_5_T2,1.5,2.0,1.3333333333333333,33327.16375000001,32876.5965,2022-01-24 14:10:00+00:00,33327.16375000001,STOP,-0.0058278469225485465,-3.313923461274273,False,5.0
development,BEAR,12-16,2022-01-24 12:00:00+00:00,2022-01-24 16:00:00+00:00,0.05,F05,2022-01-24 14:05:00+00:00,33134.063500000004,35580.0,33005.33,2574.6699999999983,128.7335000000021,S2_T2,2.0,2.0,1.0,33391.53050000001,32876.5965,2022-01-24 14:15:00+00:00,33391.53050000001,STOP,-0.007770462563398062,-4.285231281699032,False,10.0
development,BULL,20-00,2022-01-25 20:00:00+00:00,2022-01-26 00:00:00+00:00,0.05,F05,2022-01-25 21:45:00+00:00,36534.5455,37561.03,36480.52,1080.510000000002,54.025500000003376,S1_T1,1.0,1.0,1.0,36588.571,36480.52,2022-01-25 21:45:00+00:00,36588.571,STOP_FILL_BAR,-0.0014787511178975354,-1.1393755589487677,False,0.0
development,BULL,20-00,2022-01-25 20:00:00+00:00,2022-01-26 00:00:00+00:00,0.05,F05,2022-01-25 21:45:00+00:00,36534.5455,37561.03,36480.52,1080.510000000002,54.025500000003376,S1_T1_5,1.0,1.5,1.5,36588.571,36453.507249999995,2022-01-25 21:45:00+00:00,36588.571,STOP_FILL_BAR,-0.0014787511178975354,-1.1393755589487677,False,0.0
development,BULL,20-00,2022-01-25 20:00:00+00:00,2022-01-26 00:00:00+00:00,0.05,F05,2022-01-25 21:45:00+00:00,36534.5455,37561.03,36480.52,1080.510000000002,54.025500000003376,S1_T2,1.0,2.0,2.0,36588.571,36426.49449999999,2022-01-25 21:45:00+00:00,36588.571,STOP_FILL_BAR,-0.0014787511178975354,-1.1393755589487677,False,0.0
development,BULL,20-00,2022-01-25 20:00:00+00:00,2022-01-26 00:00:00+00:00,0.05,F05,2022-01-25 21:45:00+00:00,36534.5455,37561.03,36480.52,1080.510000000002,54.025500000003376,S1_5_T1_5,1.5,1.5,1.0,36615.583750000005,36453.507249999995,2022-01-25 21:45:00+00:00,36615.583750000005,STOP_FILL_BAR,-0.0022181266768463033,-1.5090633384231515,False,0.0
development,BULL,20-00,2022-01-25 20:00:00+00:00,2022-01-26 00:00:00+00:00,0.05,F05,2022-01-25 21:45:00+00:00,36534.5455,37561.03,36480.52,1080.510000000002,54.025500000003376,S1_5_T2,1.5,2.0,1.3333333333333333,36615.583750000005,36426.49449999999,2022-01-25 21:45:00+00:00,36615.583750000005,STOP_FILL_BAR,-0.0022181266768463033,-1.5090633384231515,False,0.0
development,BULL,20-00,2022-01-25 20:00:00+00:00,2022-01-26 00:00:00+00:00,0.05,F05,2022-01-25 21:45:00+00:00,36534.5455,37561.03,36480.52,1080.510000000002,54.025500000003376,S2_T2,2.0,2.0,1.0,36642.59650000001,36426.49449999999,2022-01-25 22:00:00+00:00,36642.59650000001,STOP,-0.002957502235795071,-1.8787511178975356,False,15.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,0.1,F10,2022-02-05 08:30:00+00:00,41392.811,41752.46,41352.85,399.6100000000006,39.96100000000297,S1_T1,1.0,1.0,1.0,41432.772000000004,41352.85,2022-02-05 08:30:00+00:00,41432.772000000004,STOP_FILL_BAR,-0.0009654091866339536,-0.8827045933169768,False,0.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,0.1,F10,2022-02-05 08:30:00+00:00,41392.811,41752.46,41352.85,399.6100000000006,39.96100000000297,S1_T1_5,1.0,1.5,1.5,41432.772000000004,41332.8695,2022-02-05 08:30:00+00:00,41432.772000000004,STOP_FILL_BAR,-0.0009654091866339536,-0.8827045933169768,False,0.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,0.1,F10,2022-02-05 08:30:00+00:00,41392.811,41752.46,41352.85,399.6100000000006,39.96100000000297,S1_T2,1.0,2.0,2.0,41432.772000000004,41312.888999999996,2022-02-05 08:30:00+00:00,41432.772000000004,STOP_FILL_BAR,-0.0009654091866339536,-0.8827045933169768,False,0.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,0.1,F10,2022-02-05 08:30:00+00:00,41392.811,41752.46,41352.85,399.6100000000006,39.96100000000297,S1_5_T1_5,1.5,1.5,1.0,41452.7525,41332.8695,2022-02-05 08:30:00+00:00,41452.7525,STOP_FILL_BAR,-0.0014481137799508424,-1.1240568899754213,False,0.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,0.1,F10,2022-02-05 08:30:00+00:00,41392.811,41752.46,41352.85,399.6100000000006,39.96100000000297,S1_5_T2,1.5,2.0,1.3333333333333333,41452.7525,41312.888999999996,2022-02-05 08:30:00+00:00,41452.7525,STOP_FILL_BAR,-0.0014481137799508424,-1.1240568899754213,False,0.0
