partition,tolerance,tol_value,side,signal_ts,entry_ts,swing_level_ts,swing_level,prior_touches,touch_bucket,entry_px,stop_px,target_px,risk_pct,resolved,exit_ts,exit_px,gross_return,net_pnl_usd,exit_reason,hold_minutes
external,TOL_0.20,0.002,LONG,2020-11-05 00:00:00+00:00,2020-11-05 04:00:00+00:00,2020-10-31 08:00:00+00:00,14140.0,1,1,14300.55,14088.01,14725.629999999997,0.014862365433497247,True,2020-11-05 11:50:00+00:00,14725.629999999997,0.029724730866994564,14.46236543349728,TP_2R,470.0
external,TOL_0.20,0.002,LONG,2020-11-12 12:00:00+00:00,2020-11-12 16:00:00+00:00,2020-11-06 00:00:00+00:00,15984.2,2,2,16123.99,15747.0,16877.97,0.02338068927107991,True,2020-11-14 10:00:00+00:00,15747.0,-0.023380689271079946,-12.090344635539973,SL,2520.0
external,TOL_0.20,0.002,LONG,2020-11-16 16:00:00+00:00,2020-11-16 20:00:00+00:00,2020-11-13 00:00:00+00:00,16479.99,1,1,16776.69,16429.11,17471.849999999995,0.020718031983662937,True,2020-11-17 16:35:00+00:00,17471.849999999995,0.04143606396732591,20.318031983662955,TP_2R,1235.0
external,TOL_0.20,0.002,LONG,2020-11-18 00:00:00+00:00,2020-11-18 04:00:00+00:00,2020-11-17 16:00:00+00:00,17890.1,0,0,18071.58,17611.7,18991.340000000004,0.025447691900763573,True,2020-11-18 05:35:00+00:00,17611.7,-0.02544769190076357,-13.123845950381785,SL,95.0
external,TOL_0.20,0.002,LONG,2020-11-20 12:00:00+00:00,2020-11-20 16:00:00+00:00,2020-11-18 04:00:00+00:00,18520.0,0,0,18678.74,18154.45,19727.320000000003,0.02806880978053128,True,2020-11-22 10:40:00+00:00,18154.45,-0.02806880978053128,-14.43440489026564,SL,2560.0
external,TOL_0.20,0.002,LONG,2020-11-24 08:00:00+00:00,2020-11-24 12:00:00+00:00,2020-11-20 16:00:00+00:00,18831.6,3,3,19089.69,18381.99,20505.089999999993,0.037072367335456845,True,2020-11-26 02:50:00+00:00,18381.99,-0.037072367335456824,-18.93618366772841,SL,2330.0
external,TOL_0.20,0.002,LONG,2020-11-30 20:00:00+00:00,2020-12-01 00:00:00+00:00,2020-11-24 16:00:00+00:00,19440.0,2,2,19722.09,19185.0,20796.27,0.027232914969965157,True,2020-12-01 11:25:00+00:00,19185.0,-0.02723291496996516,-14.016457484982581,SL,685.0
external,TOL_0.20,0.002,LONG,2020-12-16 12:00:00+00:00,2020-12-16 16:00:00+00:00,2020-11-30 20:00:00+00:00,19775.34,2,2,20666.49,19691.5,22616.470000000005,0.04717733877402508,True,2020-12-17 08:00:00+00:00,22616.470000000005,0.09435467754805016,46.77733877402508,TP_2R,960.0
external,TOL_0.20,0.002,LONG,2020-12-20 12:00:00+00:00,2020-12-20 16:00:00+00:00,2020-12-17 08:00:00+00:00,23888.04,1,1,23899.94,23312.0,25075.819999999996,0.02460006175747716,True,2020-12-20 22:00:00+00:00,23312.0,-0.0246000617574772,-12.7000308787386,SL,360.0
external,TOL_0.20,0.002,LONG,2020-12-25 08:00:00+00:00,2020-12-25 12:00:00+00:00,2020-12-20 20:00:00+00:00,24376.0,0,0,24605.22,23610.0,26595.660000000003,0.040447514795640974,True,2020-12-26 21:00:00+00:00,26595.660000000003,0.08089502959128203,40.047514795641014,TP_2R,1980.0
external,TOL_0.20,0.002,LONG,2020-12-30 16:00:00+00:00,2020-12-30 20:00:00+00:00,2020-12-27 08:00:00+00:00,28459.84,1,1,28806.79,27921.27,30577.83,0.03073997484620815,True,2020-12-31 13:10:00+00:00,27921.27,-0.030739974846208162,-15.769987423104082,SL,1030.0
external,TOL_0.20,0.002,LONG,2021-01-02 04:00:00+00:00,2021-01-02 08:00:00+00:00,2020-12-31 00:00:00+00:00,29376.7,1,1,29778.77,29230.0,30876.31,0.018428229238480986,True,2021-01-02 12:45:00+00:00,30876.31,0.03685645847696195,18.028229238480975,TP_2R,285.0
external,TOL_0.20,0.002,LONG,2021-01-03 04:00:00+00:00,2021-01-03 08:00:00+00:00,2021-01-02 16:00:00+00:00,33480.0,0,0,34476.0,32472.0,38484.0,0.058127392969021925,True,2021-01-03 18:35:00+00:00,32472.0,-0.05812739296902192,-29.463696484510958,SL,635.0
external,TOL_0.20,0.002,LONG,2021-01-06 08:00:00+00:00,2021-01-06 12:00:00+00:00,2021-01-03 04:00:00+00:00,34832.25,1,1,34994.67,33650.0,37684.009999999995,0.03842499443486675,True,2021-01-07 03:25:00+00:00,37684.009999999995,0.0768499888697336,38.0249944348668,TP_2R,925.0
external,TOL_0.20,0.002,LONG,2021-01-07 08:00:00+00:00,2021-01-07 12:00:00+00:00,2021-01-07 00:00:00+00:00,37795.42,0,0,37919.72,36337.36,41084.44,0.041729211080672554,True,2021-01-08 10:45:00+00:00,41084.44,0.08345842216134503,41.329211080672515,TP_2R,1365.0
external,TOL_0.20,0.002,LONG,2021-02-08 12:00:00+00:00,2021-02-08 16:00:00+00:00,2021-01-08 12:00:00+00:00,42125.51,0,0,43785.81,39160.56,53036.31,0.10563353744055437,True,2021-02-19 09:20:00+00:00,53036.31,0.21126707488110874,105.23353744055436,TP_2R,15440.0
external,TOL_0.20,0.002,LONG,2021-02-20 16:00:00+00:00,2021-02-20 20:00:00+00:00,2021-02-20 00:00:00+00:00,56766.66,1,1,57063.18,56228.42,58732.700000000004,0.014628697524393173,True,2021-02-20 22:00:00+00:00,56228.42,-0.01462869752439322,-7.71434876219661,SL,120.0
external,TOL_0.20,0.002,LONG,2021-02-21 16:00:00+00:00,2021-02-21 20:00:00+00:00,2021-02-20 12:00:00+00:00,57699.0,1,1,58181.37,57100.0,60344.11000000001,0.01858619004674525,True,2021-02-21 22:35:00+00:00,57100.0,-0.01858619004674522,-9.693095023372612,SL,155.0
external,TOL_0.20,0.002,LONG,2021-03-13 08:00:00+00:00,2021-03-13 12:00:00+00:00,2021-02-21 16:00:00+00:00,58472.14,0,0,59914.58,57213.42,65316.90000000001,0.04508351723403558,True,2021-03-15 07:25:00+00:00,57213.42,-0.045083517234035586,-22.94175861701779,SL,2605.0
external,TOL_0.20,0.002,LONG,2021-04-13 08:00:00+00:00,2021-04-13 12:00:00+00:00,2021-03-13 20:00:00+00:00,61950.0,0,0,63069.52,61126.47,66955.62,0.030808067034599214,True,2021-04-16 07:15:00+00:00,61126.47,-0.030808067034599262,-15.804033517299631,SL,4035.0
external,TOL_0.20,0.002,LONG,2021-10-20 12:00:00+00:00,2021-10-20 16:00:00+00:00,2021-04-14 04:00:00+00:00,64986.11,0,0,66918.39,63828.0,73099.17,0.04618147567507227,True,2021-10-21 14:20:00+00:00,63828.0,-0.04618147567507225,-23.490737837536123,SL,1340.0
external,TOL_0.20,0.002,LONG,2021-11-08 20:00:00+00:00,2021-11-09 00:00:00+00:00,2021-10-20 12:00:00+00:00,67150.0,0,0,67606.96,65614.69,71591.50000000001,0.02946841567791251,True,2021-11-10 20:50:00+00:00,65614.69,-0.029468415677912474,-15.134207838956238,SL,2690.0
development,TOL_0.20,0.002,LONG,2022-01-01 20:00:00+00:00,2022-01-02 00:00:00+00:00,2022-01-01 04:00:00+00:00,47566.66,1,1,47704.35,47202.47,48708.10999999999,0.010520633862530302,True,2022-01-02 04:40:00+00:00,47202.47,-0.010520633862530326,-5.6603169312651636,SL,280.0
development,TOL_0.20,0.002,SHORT,2022-01-03 12:00:00+00:00,2022-01-03 16:00:00+00:00,2022-01-02 04:00:00+00:00,46749.99,1,1,46689.99,47575.22,44919.52999999999,0.01895973847927582,True,2022-01-05 19:45:00+00:00,44919.52999999999,0.03791947695855169,18.559738479275847,TP_2R,3105.0
development,TOL_0.20,0.002,SHORT,2022-01-07 00:00:00+00:00,2022-01-07 04:00:00+00:00,2022-01-05 20:00:00+00:00,42270.0,0,0,41789.97,43135.0,39099.91,0.03218547416999818,True,2022-01-12 11:35:00+00:00,43135.0,-0.032185474169998285,-16.492737084999142,SL,7655.0
development,TOL_0.20,0.002,SHORT,2022-01-21 00:00:00+00:00,2022-01-21 04:00:00+00:00,2022-01-08 16:00:00+00:00,40500.0,2,2,38447.92,41095.76,33152.23999999999,0.06886822486105891,True,2022-01-24 11:00:00+00:00,33152.23999999999,0.13773644972211785,68.46822486105891,TP_2R,4740.0
development,TOL_0.20,0.002,SHORT,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-01-24 12:00:00+00:00,32853.83,1,1,32340.0,33435.3,30149.399999999994,0.033868274582560386,True,2022-05-09 23:40:00+00:00,30149.399999999994,0.06773654916512073,33.46827458256037,TP_2R,460.0
development,TOL_0.20,0.002,SHORT,2022-05-11 16:00:00+00:00,2022-05-11 20:00:00+00:00,2022-05-10 00:00:00+00:00,29701.4,1,1,29360.5,31129.9,25821.699999999997,0.060264641269733195,True,2022-05-15 20:20:00+00:00,31129.9,-0.06026464126973319,-30.532320634866593,SL,5780.0
development,TOL_0.20,0.002,SHORT,2022-06-12 00:00:00+00:00,2022-06-12 04:00:00+00:00,2022-05-11 20:00:00+00:00,27651.0,1,1,27538.2,28530.3,25554.000000000004,0.03602631980303718,True,2022-06-13 02:15:00+00:00,25554.000000000004,0.07205263960607433,35.62631980303717,TP_2R,1335.0
development,TOL_0.20,0.002,SHORT,2022-06-13 20:00:00+00:00,2022-06-14 00:00:00+00:00,2022-06-13 12:00:00+00:00,22559.7,0,0,22471.4,23780.0,19854.200000000004,0.05823402191229734,True,2022-06-18 06:50:00+00:00,19854.200000000004,0.11646804382459464,57.83402191229732,TP_2R,6170.0
development,TOL_0.20,0.002,SHORT,2022-06-18 16:00:00+00:00,2022-06-18 20:00:00+00:00,2022-06-18 08:00:00+00:00,18690.0,0,0,18059.5,19090.0,15998.5,0.05706138043688917,True,2022-06-18 22:25:00+00:00,19090.0,-0.05706138043688913,-28.930690218444564,SL,145.0
development,TOL_0.20,0.002,SHORT,2022-11-09 12:00:00+00:00,2022-11-09 16:00:00+00:00,2022-06-18 20:00:00+00:00,17593.2,2,2,17096.8,18008.0,15274.399999999998,0.05329652332600257,True,2022-11-10 20:50:00+00:00,18008.0,-0.05329652332600254,-27.04826166300127,SL,1730.0
development,TOL_0.20,0.002,LONG,2024-02-11 00:00:00+00:00,2024-02-11 04:00:00+00:00,2022-01-01 16:00:00+00:00,47943.77,7,4+,48517.6,47539.4,50473.99999999999,0.020161755734001623,True,2024-02-14 08:55:00+00:00,50473.99999999999,0.04032351146800317,19.761755734001586,TP_2R,4615.0
development,TOL_0.20,0.002,LONG,2024-02-15 00:00:00+00:00,2024-02-15 04:00:00+00:00,2024-02-14 12:00:00+00:00,52100.0,0,0,52379.9,51732.6,53674.50000000001,0.01235779373385598,True,2024-02-15 07:40:00+00:00,51732.6,-0.012357793733855926,-6.5788968669279635,SL,220.0
development,TOL_0.20,0.002,LONG,2024-02-26 12:00:00+00:00,2024-02-26 16:00:00+00:00,2024-02-15 00:00:00+00:00,52568.3,5,4+,52872.2,50990.0,56636.59999999999,0.03559904827111407,True,2024-02-27 02:05:00+00:00,56636.59999999999,0.07119809654222808,35.199048271114044,TP_2R,605.0
development,TOL_0.20,0.002,LONG,2024-02-28 04:00:00+00:00,2024-02-28 08:00:00+00:00,2024-02-27 00:00:00+00:00,57780.0,1,1,58299.9,56932.2,61035.30000000001,0.023459731491820814,True,2024-02-28 13:25:00+00:00,61035.30000000001,0.04691946298364158,23.05973149182079,TP_2R,325.0
development,TOL_0.20,0.002,LONG,2024-03-04 08:00:00+00:00,2024-03-04 12:00:00+00:00,2024-02-28 16:00:00+00:00,64300.0,1,1,65313.9,64078.2,67785.30000000002,0.018919403067341016,True,2024-03-04 20:35:00+00:00,67785.30000000002,0.03783880613468216,18.51940306734108,TP_2R,515.0
development,TOL_0.20,0.002,LONG,2024-03-08 16:00:00+00:00,2024-03-08 20:00:00+00:00,2024-03-05 00:00:00+00:00,68824.7,2,2,68921.9,66120.0,74525.69999999998,0.04065326115501741,True,2024-03-15 09:05:00+00:00,66120.0,-0.04065326115501744,-20.72663057750872,SL,9425.0
development,TOL_0.20,0.002,LONG,2024-11-06 00:00:00+00:00,2024-11-06 04:00:00+00:00,2024-03-13 08:00:00+00:00,73755.0,2,2,74367.1,69272.7,84555.90000000002,0.06850341078245634,True,2024-11-11 16:00:00+00:00,84555.90000000002,0.13700682156491273,68.10341078245636,TP_2R,7920.0
development,TOL_0.20,0.002,LONG,2024-11-13 12:00:00+00:00,2024-11-13 16:00:00+00:00,2024-11-11 20:00:00+00:00,89800.0,2,2,92608.0,87551.0,102722.0,0.05460651347615757,True,2024-11-14 21:05:00+00:00,87551.0,-0.054606513476157525,-27.70325673807876,SL,1745.0
development,TOL_0.20,0.002,LONG,2024-11-20 08:00:00+00:00,2024-11-20 12:00:00+00:00,2024-11-13 16:00:00+00:00,93421.1,1,1,93485.2,92730.2,94995.2,0.008076144673167517,True,2024-11-21 01:20:00+00:00,94995.2,0.016152289346335058,7.67614467316753,TP_2R,800.0
development,TOL_0.20,0.002,LONG,2024-11-22 00:00:00+00:00,2024-11-22 04:00:00+00:00,2024-11-21 08:00:00+00:00,98438.9,1,1,98888.9,97860.1,100946.49999999997,0.010403594336674676,True,2024-11-22 13:25:00+00:00,97860.1,-0.010403594336674704,-5.601797168337352,SL,565.0
development,TOL_0.20,0.002,LONG,2024-12-05 00:00:00+00:00,2024-12-05 04:00:00+00:00,2024-11-22 04:00:00+00:00,99537.6,1,1,103084.7,97970.5,113313.09999999999,0.04961163004791203,True,2024-12-05 20:30:00+00:00,97970.5,-0.049611630047912025,-25.20581502395601,SL,990.0
development,TOL_0.20,0.002,LONG,2024-12-16 04:00:00+00:00,2024-12-16 08:00:00+00:00,2024-12-05 00:00:00+00:00,104630.4,1,1,104950.0,104439.3,105971.4,0.0048661267270128355,True,2024-12-16 10:10:00+00:00,104439.3,-0.0048661267270128095,-2.8330633635064046,SL,130.0
development,TOL_0.20,0.002,LONG,2024-12-17 00:00:00+00:00,2024-12-17 04:00:00+00:00,2024-12-16 00:00:00+00:00,106665.8,1,1,106824.4,105623.0,109227.19999999998,0.011246494246632738,True,2024-12-17 22:40:00+00:00,105623.0,-0.01124649424663271,-6.023247123316356,SL,1120.0
reference_validation,TOL_0.20,0.002,LONG,2025-01-03 16:00:00+00:00,2025-01-03 20:00:00+00:00,2025-01-02 20:00:00+00:00,97822.4,1,1,98545.6,97353.6,100929.6,0.012095923105648552,True,2025-01-05 14:15:00+00:00,97353.6,-0.012095923105648554,-6.447961552824277,SL,2535.0
reference_validation,TOL_0.20,0.002,LONG,2025-01-06 00:00:00+00:00,2025-01-06 04:00:00+00:00,2025-01-03 16:00:00+00:00,98949.0,2,2,99005.0,97872.6,101269.79999999999,0.011437806171405426,True,2025-01-06 15:15:00+00:00,101269.79999999999,0.02287561234281088,11.03780617140544,TP_2R,675.0
reference_validation,TOL_0.20,0.002,SHORT,2025-01-09 16:00:00+00:00,2025-01-09 20:00:00+00:00,2025-01-01 08:00:00+00:00,92796.5,2,2,91858.2,94644.8,86284.99999999999,0.030335887269726663,True,2025-01-10 07:40:00+00:00,94644.8,-0.03033588726972658,-15.56794363486329,SL,700.0
reference_validation,TOL_0.20,0.002,SHORT,2025-01-13 08:00:00+00:00,2025-01-13 12:00:00+00:00,2025-01-09 12:00:00+00:00,91747.0,1,1,90827.5,93626.1,85230.29999999999,0.030812253997963238,True,2025-01-13 20:50:00+00:00,93626.1,-0.030812253997963168,-15.806126998981584,SL,530.0
reference_validation,TOL_0.20,0.002,LONG,2025-01-17 12:00:00+00:00,2025-01-17 16:00:00+00:00,2025-01-06 16:00:00+00:00,102444.0,2,2,103946.3,102137.1,107564.7,0.017405140923726935,True,2025-01-19 22:45:00+00:00,102137.1,-0.017405140923726914,-9.102570461863458,SL,3285.0
reference_validation,TOL_0.20,0.002,LONG,2025-01-20 04:00:00+00:00,2025-01-20 08:00:00+00:00,2025-01-19 20:00:00+00:00,106450.0,0,0,107178.8,101519.5,118497.40000000001,0.052802419881543765,True,2025-01-20 17:05:00+00:00,101519.5,-0.05280241988154377,-26.801209940771884,SL,545.0
reference_validation,TOL_0.20,0.002,SHORT,2025-02-25 12:00:00+00:00,2025-02-25 16:00:00+00:00,2025-01-13 12:00:00+00:00,88909.0,1,1,87206.8,89499.9,82620.60000000002,0.026294967823609985,True,2025-02-26 20:15:00+00:00,82620.60000000002,0.05258993564721992,25.89496782360996,TP_2R,1695.0
reference_validation,TOL_0.20,0.002,SHORT,2025-02-28 00:00:00+00:00,2025-02-28 04:00:00+00:00,2025-02-26 20:00:00+00:00,82222.0,0,0,80429.2,84858.6,71570.39999999998,0.05507203851337585,True,2025-02-28 16:40:00+00:00,84858.6,-0.05507203851337583,-27.936019256687914,SL,760.0
reference_validation,TOL_0.20,0.002,SHORT,2025-04-07 00:00:00+00:00,2025-04-07 04:00:00+00:00,2025-02-28 08:00:00+00:00,78200.2,3,3,77669.5,79311.5,74385.5,0.021140859668209527,True,2025-04-07 14:10:00+00:00,79311.5,-0.021140859668209444,-10.970429834104722,SL,610.0
reference_validation,TOL_0.20,0.002,LONG,2025-05-22 00:00:00+00:00,2025-05-22 04:00:00+00:00,2025-01-20 04:00:00+00:00,110000.0,1,1,111755.9,109153.4,116960.9,0.0232873611147152,True,2025-05-23 11:50:00+00:00,109153.4,-0.023287361114715188,-12.043680557357595,SL,1910.0
reference_validation,TOL_0.20,0.002,LONG,2025-07-10 16:00:00+00:00,2025-07-10 20:00:00+00:00,2025-05-22 00:00:00+00:00,111866.4,2,2,113246.1,111267.7,117202.90000000002,0.01746991728633488,True,2025-07-10 21:15:00+00:00,117202.90000000002,0.03493983457266969,17.06991728633485,TP_2R,75.0
reference_validation,TOL_0.20,0.002,LONG,2025-07-11 04:00:00+00:00,2025-07-11 08:00:00+00:00,2025-07-10 20:00:00+00:00,117500.0,0,0,117522.7,116429.2,119709.7,0.009304585412009765,True,2025-07-14 02:25:00+00:00,119709.7,0.018609170824019472,8.904585412009736,TP_2R,3985.0
reference_validation,TOL_0.20,0.002,LONG,2025-08-13 20:00:00+00:00,2025-08-14 00:00:00+00:00,2025-07-14 04:00:00+00:00,123300.0,0,0,123323.9,122314.1,125343.49999999997,0.008188193853746016,True,2025-08-14 05:50:00+00:00,122314.1,-0.008188193853746029,-4.494096926873015,SL,350.0
reference_validation,TOL_0.20,0.002,LONG,2025-10-05 04:00:00+00:00,2025-10-05 08:00:00+00:00,2025-08-14 00:00:00+00:00,124545.6,1,1,124692.5,123678.0,126721.5,0.00813601459590593,True,2025-10-05 09:30:00+00:00,123678.0,-0.00813601459590596,-4.468007297952981,SL,90.0
reference_validation,TOL_0.20,0.002,SHORT,2026-02-04 12:00:00+00:00,2026-02-04 16:00:00+00:00,2025-04-07 04:00:00+00:00,74457.0,3,3,74107.0,76245.5,69830.0,0.02885692309768308,True,2026-02-05 12:15:00+00:00,69830.0,0.057713846195366125,28.456923097683063,TP_2R,1215.0
reference_validation,TOL_0.20,0.002,SHORT,2026-06-25 12:00:00+00:00,2026-06-25 16:00:00+00:00,2026-02-06 00:00:00+00:00,59800.0,3,3,59536.2,61742.9,55122.79999999999,0.037064844581951896,True,2026-07-02 13:15:00+00:00,61742.9,-0.03706484458195192,-18.932422290975957,SL,9915.0
august,TOL_0.20,0.002,SHORT,2026-08-01 16:00:00+00:00,2026-08-01 20:00:00+00:00,2026-08-01 08:00:00+00:00,62956.5,0,0,62502.1,63006.6,61493.1,0.00807172878991266,True,2026-08-02 01:15:00+00:00,63006.6,-0.00807172878991258,-4.43586439495629,SL,315.0
august,TOL_0.20,0.002,LONG,2026-08-03 12:00:00+00:00,2026-08-03 16:00:00+00:00,2026-08-02 04:00:00+00:00,63620.0,1,1,63659.5,62400.0,66178.5,0.01978494961474721,True,2026-08-19 15:05:00+00:00,66178.5,0.03956989922949439,19.384949614747196,TP_2R,22985.0
august,TOL_0.20,0.002,LONG,2026-08-20 08:00:00+00:00,2026-08-20 12:00:00+00:00,2026-08-19 12:00:00+00:00,70450.0,0,0,71896.2,69771.8,76144.99999999999,0.029548154144447055,False,,,,,CENSORED,
