partition,session,variant,session_open_ts,or_high,or_low,side,sweep_ts,sweep_extreme,bos_ts,bos_level,bos_level_ts,fvg_mid,retest_ts,entry_ts,entry_px,stop_px,target_px,risk_pct,exit_reason,exit_ts,exit_px,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
external,NSE_0915,V1_STRUCTURE_RETEST,2020-10-28 03:45:00+00:00,13798.29,13762.79,SHORT,2020-10-28 04:10:00+00:00,13800.81,2020-10-28 04:15:00+00:00,13773.91,2020-10-28 04:00:00+00:00,,2020-10-28 04:40:00+00:00,2020-10-28 04:45:00+00:00,13761.09,13800.81,13681.650000000001,0.0028863992605236465,TP_2R,2020-10-28 05:10:00+00:00,13681.650000000001,0.005772798521047284,2.886399260523642,2.4863992605236422,25.0
external,NSE_0915,V1_STRUCTURE_RETEST,2020-11-02 03:45:00+00:00,13705.76,13666.0,LONG,2020-11-02 04:00:00+00:00,13665.41,2020-11-02 04:05:00+00:00,13705.76,2020-11-02 03:50:00+00:00,,2020-11-02 04:10:00+00:00,2020-11-02 04:15:00+00:00,13714.55,13665.41,13812.829999999998,0.003583055951525892,SL,2020-11-02 04:30:00+00:00,13665.41,-0.0035830559515258598,-1.7915279757629299,-2.19152797576293,15.0
external,NSE_0915,V1_STRUCTURE_RETEST,2020-12-28 03:45:00+00:00,27300.0,27136.43,SHORT,2020-12-28 04:00:00+00:00,27325.0,2020-12-28 04:05:00+00:00,27136.43,2020-12-28 03:50:00+00:00,,2020-12-28 04:15:00+00:00,2020-12-28 04:20:00+00:00,27054.1,27325.0,26512.299999999996,0.010013269707733818,TIME_EXIT_4H,2020-12-28 07:45:00+00:00,27086.92,-0.0012131248128748329,-0.6065624064374164,-1.0065624064374163,205.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-01-01 03:45:00+00:00,29348.0,29264.03,SHORT,2021-01-01 04:00:00+00:00,29422.32,2021-01-01 04:30:00+00:00,29264.03,2021-01-01 03:50:00+00:00,,2021-01-01 04:35:00+00:00,2021-01-01 04:40:00+00:00,29223.78,29422.32,28826.699999999997,0.006793782323847253,TP_2R,2021-01-01 07:10:00+00:00,28826.699999999997,0.013587564647694506,6.793782323847253,6.393782323847253,150.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-02-19 03:45:00+00:00,51508.99,51260.0,SHORT,2021-02-19 04:20:00+00:00,51539.72,2021-02-19 04:40:00+00:00,51260.0,2021-02-19 03:55:00+00:00,,2021-02-19 04:50:00+00:00,2021-02-19 04:55:00+00:00,51248.57,51539.72,50666.27,0.005681134127254701,SL,2021-02-19 05:20:00+00:00,51539.72,-0.005681134127254683,-2.8405670636273417,-3.2405670636273416,25.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-04-12 03:45:00+00:00,60555.0,60225.0,SHORT,2021-04-12 04:20:00+00:00,60649.96,2021-04-12 04:45:00+00:00,60360.26,2021-04-12 04:05:00+00:00,,2021-04-12 04:50:00+00:00,2021-04-12 04:55:00+00:00,60351.43,60649.96,59754.37,0.004946527364803101,SL,2021-04-12 06:50:00+00:00,60649.96,-0.004946527364803055,-2.4732636824015275,-2.8732636824015274,115.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-04-20 03:45:00+00:00,54789.47,54400.93,LONG,2021-04-20 04:00:00+00:00,54398.15,2021-04-20 04:15:00+00:00,54789.47,2021-04-20 03:50:00+00:00,,2021-04-20 04:30:00+00:00,2021-04-20 04:35:00+00:00,54838.54,54398.15,55719.32,0.008030666024296041,SL,2021-04-20 06:35:00+00:00,54398.15,-0.00803066602429603,-4.015333012148014,-4.4153330121480145,120.0
external,NSE_0915,V2_FVG_RETEST,2021-04-20 03:45:00+00:00,54789.47,54400.93,LONG,2021-04-20 04:00:00+00:00,54398.15,2021-04-20 04:15:00+00:00,54789.47,2021-04-20 03:50:00+00:00,54826.17,2021-04-20 04:30:00+00:00,2021-04-20 04:35:00+00:00,54838.54,54398.15,55719.32,0.008030666024296041,SL,2021-04-20 06:35:00+00:00,54398.15,-0.00803066602429603,-4.015333012148014,-4.4153330121480145,120.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-05-14 03:45:00+00:00,49461.84,49064.52,SHORT,2021-05-14 04:20:00+00:00,49546.07,2021-05-14 04:35:00+00:00,49064.52,2021-05-14 03:55:00+00:00,,2021-05-14 04:40:00+00:00,2021-05-14 04:45:00+00:00,48894.19,49546.07,47590.43000000001,0.013332463427658732,SL,2021-05-14 05:45:00+00:00,49546.07,-0.013332463427658814,-6.666231713829407,-7.066231713829407,60.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-05-25 03:45:00+00:00,38350.0,38072.0,SHORT,2021-05-25 04:00:00+00:00,38490.53,2021-05-25 04:15:00+00:00,38072.0,2021-05-25 03:50:00+00:00,,2021-05-25 04:30:00+00:00,2021-05-25 04:35:00+00:00,38052.89,38490.53,37177.61,0.011500834759199614,SL,2021-05-25 04:45:00+00:00,38490.53,-0.011500834759199607,-5.750417379599804,-6.150417379599804,10.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-05-31 03:45:00+00:00,34550.0,34342.88,SHORT,2021-05-31 04:05:00+00:00,34670.19,2021-05-31 04:10:00+00:00,34342.88,2021-05-31 03:50:00+00:00,,2021-05-31 04:20:00+00:00,2021-05-31 04:25:00+00:00,34258.46,34670.19,33434.99999999999,0.01201834524961143,SL,2021-05-31 05:25:00+00:00,34670.19,-0.012018345249611428,-6.009172624805714,-6.409172624805715,60.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-06-10 03:45:00+00:00,37094.22,36917.0,SHORT,2021-06-10 04:05:00+00:00,37208.1,2021-06-10 04:25:00+00:00,36917.0,2021-06-10 03:50:00+00:00,,2021-06-10 04:30:00+00:00,2021-06-10 04:35:00+00:00,36831.64,37208.1,36078.72,0.010221103377422214,TIME_EXIT_4H,2021-06-10 07:45:00+00:00,36779.76,0.0014085715433794777,0.7042857716897388,0.3042857716897388,190.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-06-11 03:45:00+00:00,36772.99,36631.49,LONG,2021-06-11 04:20:00+00:00,36623.8,2021-06-11 04:35:00+00:00,36898.0,2021-06-11 04:00:00+00:00,,2021-06-11 04:40:00+00:00,2021-06-11 04:45:00+00:00,36927.44,36623.8,37534.72,0.008222611694718059,SL,2021-06-11 06:20:00+00:00,36623.8,-0.008222611694718052,-4.111305847359025,-4.511305847359026,95.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-06-28 03:45:00+00:00,34486.0,34360.02,SHORT,2021-06-28 04:10:00+00:00,34540.0,2021-06-28 04:25:00+00:00,34360.02,2021-06-28 03:55:00+00:00,,2021-06-28 04:35:00+00:00,2021-06-28 04:40:00+00:00,34269.56,34540.0,33728.67999999999,0.007891551569381176,SL,2021-06-28 05:30:00+00:00,34540.0,-0.00789155156938115,-3.945775784690575,-4.345775784690575,50.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-07-20 03:45:00+00:00,29665.25,29560.0,LONG,2021-07-20 04:15:00+00:00,29468.31,2021-07-20 04:35:00+00:00,29658.68,2021-07-20 04:00:00+00:00,,2021-07-20 04:45:00+00:00,2021-07-20 04:50:00+00:00,29672.01,29468.31,30079.409999999993,0.006865055653459172,TIME_EXIT_4H,2021-07-20 07:45:00+00:00,29763.99,0.0030998911095003745,1.5499455547501872,1.1499455547501873,175.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-08-02 03:45:00+00:00,39839.49,39700.74,LONG,2021-08-02 04:20:00+00:00,39611.0,2021-08-02 04:25:00+00:00,39768.46,2021-08-02 04:10:00+00:00,,2021-08-02 04:30:00+00:00,2021-08-02 04:35:00+00:00,39775.98,39611.0,40105.94000000001,0.004147729358271077,SL,2021-08-02 05:25:00+00:00,39611.0,-0.004147729358271124,-2.073864679135562,-2.473864679135562,50.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-08-05 03:45:00+00:00,39497.0,39355.78,SHORT,2021-08-05 04:15:00+00:00,39508.09,2021-08-05 04:30:00+00:00,39401.01,2021-08-05 04:00:00+00:00,,2021-08-05 04:35:00+00:00,2021-08-05 04:40:00+00:00,39365.19,39508.09,39079.390000000014,0.0036301107653740317,SL,2021-08-05 05:15:00+00:00,39508.09,-0.003630110765374006,-1.815055382687003,-2.215055382687003,35.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-08-10 03:45:00+00:00,45818.15,45652.13,LONG,2021-08-10 04:05:00+00:00,45580.0,2021-08-10 04:10:00+00:00,45749.3,2021-08-10 03:55:00+00:00,,2021-08-10 04:15:00+00:00,2021-08-10 04:20:00+00:00,45837.3,45580.0,46351.90000000001,0.005613332373416473,SL,2021-08-10 04:40:00+00:00,45580.0,-0.005613332373416435,-2.8066661867082177,-3.2066661867082176,20.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-08-17 03:45:00+00:00,46490.0,46370.69,SHORT,2021-08-17 04:15:00+00:00,46549.0,2021-08-17 04:20:00+00:00,46370.69,2021-08-17 03:50:00+00:00,,2021-08-17 04:40:00+00:00,2021-08-17 04:45:00+00:00,46364.04,46549.0,45994.12,0.003989298602969006,TP_2R,2021-08-17 06:00:00+00:00,45994.12,0.007978597205937965,3.9892986029689825,3.5892986029689826,75.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-08-30 03:45:00+00:00,48046.6,47822.99,SHORT,2021-08-30 04:20:00+00:00,48077.82,2021-08-30 04:30:00+00:00,47850.0,2021-08-30 04:00:00+00:00,,2021-08-30 04:40:00+00:00,2021-08-30 04:45:00+00:00,47823.34,48077.82,47314.37999999999,0.005321251087858005,SL,2021-08-30 06:35:00+00:00,48077.82,-0.00532125108785797,-2.660625543928985,-3.060625543928985,110.0
external,NSE_0915,V2_FVG_RETEST,2021-08-30 03:45:00+00:00,48046.6,47822.99,SHORT,2021-08-30 04:20:00+00:00,48077.82,2021-08-30 04:30:00+00:00,47850.0,2021-08-30 04:00:00+00:00,47963.5,2021-08-30 04:45:00+00:00,2021-08-30 04:50:00+00:00,47932.2,48077.82,47640.95999999999,0.003038041233242009,SL_SAME_5M_CONSERVATIVE,2021-08-30 06:35:00+00:00,48077.82,-0.003038041233242028,-1.519020616621014,-1.919020616621014,105.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-09-17 03:45:00+00:00,47968.29,47823.02,LONG,2021-09-17 04:10:00+00:00,47739.43,2021-09-17 04:35:00+00:00,47959.53,2021-09-17 04:00:00+00:00,,2021-09-17 04:50:00+00:00,2021-09-17 04:55:00+00:00,48005.32,47739.43,48537.1,0.00553876112064245,TIME_EXIT_4H,2021-09-17 07:45:00+00:00,47861.16,-0.0030030005007777305,-1.5015002503888653,-1.9015002503888652,170.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-09-20 03:45:00+00:00,45700.0,45503.65,LONG,2021-09-20 04:00:00+00:00,45345.4,2021-09-20 04:35:00+00:00,45700.0,2021-09-20 03:50:00+00:00,,2021-09-20 04:40:00+00:00,2021-09-20 04:45:00+00:00,45712.51,45345.4,46446.73,0.008030843198065487,SL,2021-09-20 07:30:00+00:00,45345.4,-0.008030843198065463,-4.015421599032731,-4.415421599032731,165.0
external,NSE_0915,V2_FVG_RETEST,2021-09-21 03:45:00+00:00,42789.27,42566.29,SHORT,2021-09-21 04:00:00+00:00,42874.53,2021-09-21 04:25:00+00:00,42566.29,2021-09-21 03:50:00+00:00,42493.125,2021-09-21 04:35:00+00:00,2021-09-21 04:40:00+00:00,42376.13,42874.53,41379.329999999994,0.011761338281716653,SL,2021-09-21 06:30:00+00:00,42874.53,-0.011761338281716549,-5.8806691408582745,-6.280669140858275,110.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-10-05 03:45:00+00:00,49279.0,49135.56,SHORT,2021-10-05 04:10:00+00:00,49299.94,2021-10-05 04:40:00+00:00,49142.69,2021-10-05 04:00:00+00:00,,2021-10-05 04:50:00+00:00,2021-10-05 04:55:00+00:00,49069.01,49299.94,48607.15,0.0047062290435450045,SL,2021-10-05 05:25:00+00:00,49299.94,-0.004706229043544896,-2.353114521772448,-2.753114521772448,30.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-10-07 03:45:00+00:00,55103.85,54850.0,LONG,2021-10-07 04:00:00+00:00,54800.0,2021-10-07 04:15:00+00:00,55103.85,2021-10-07 03:50:00+00:00,,2021-10-07 04:25:00+00:00,2021-10-07 04:30:00+00:00,55128.05,54800.0,55784.15000000001,0.005950691163572862,SL,2021-10-07 05:10:00+00:00,54800.0,-0.00595069116357283,-2.975345581786415,-3.375345581786415,40.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-10-13 03:45:00+00:00,56325.21,56250.88,SHORT,2021-10-13 04:20:00+00:00,56356.64,2021-10-13 04:30:00+00:00,56225.0,2021-10-13 04:00:00+00:00,,2021-10-13 04:50:00+00:00,2021-10-13 04:55:00+00:00,56223.78,56356.64,55958.06,0.0023630570552175714,TP_2R,2021-10-13 05:30:00+00:00,55958.06,0.004726114110435109,2.3630570552175545,1.9630570552175546,35.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-11-17 03:45:00+00:00,59557.7,59010.4,LONG,2021-11-17 04:20:00+00:00,58771.2,2021-11-17 04:25:00+00:00,59254.8,2021-11-17 04:05:00+00:00,,2021-11-17 04:30:00+00:00,2021-11-17 04:35:00+00:00,59392.52,58771.2,60635.159999999996,0.010461250002525567,TIME_EXIT_4H,2021-11-17 07:45:00+00:00,60042.98,0.010951884176660709,5.4759420883303545,5.075942088330354,190.0
external,NSE_0915,V2_FVG_RETEST,2021-11-17 03:45:00+00:00,59557.7,59010.4,LONG,2021-11-17 04:20:00+00:00,58771.2,2021-11-17 04:25:00+00:00,59254.8,2021-11-17 04:05:00+00:00,59014.115,2021-11-17 04:45:00+00:00,2021-11-17 04:50:00+00:00,59014.16,58771.2,59500.080000000016,0.004116978026968551,TP_2R,2021-11-17 05:00:00+00:00,59500.080000000016,0.008233956053937064,4.116978026968532,3.716978026968532,10.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-12-23 03:45:00+00:00,48542.79,48370.03,SHORT,2021-12-23 04:25:00+00:00,48567.79,2021-12-23 04:45:00+00:00,48430.01,2021-12-23 04:10:00+00:00,,2021-12-23 04:50:00+00:00,2021-12-23 04:55:00+00:00,48387.08,48567.79,48025.66,0.0037346746280205196,TIME_EXIT_4H,2021-12-23 07:45:00+00:00,48299.42,0.0018116406280355157,0.9058203140177579,0.5058203140177578,170.0
external,NSE_0915,V1_STRUCTURE_RETEST,2021-12-29 03:45:00+00:00,48009.19,47930.91,SHORT,2021-12-29 04:10:00+00:00,48039.46,2021-12-29 04:35:00+00:00,47930.91,2021-12-29 03:50:00+00:00,,2021-12-29 04:40:00+00:00,2021-12-29 04:45:00+00:00,47922.8,48039.46,47689.48000000001,0.0024343318837796667,TP_2R,2021-12-29 07:10:00+00:00,47689.48000000001,0.004868663767559345,2.4343318837796724,2.0343318837796724,145.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2022-01-07 14:30:00+00:00,41989.49,41570.49,SHORT,2022-01-07 14:45:00+00:00,42119.78,2022-01-07 15:05:00+00:00,41570.49,2022-01-07 14:35:00+00:00,,2022-01-07 15:15:00+00:00,2022-01-07 15:20:00+00:00,41540.06,42119.78,40380.619999999995,0.013955685186781175,SL,2022-01-07 16:55:00+00:00,42119.78,-0.013955685186781253,-6.977842593390626,-7.377842593390627,95.0
development,NYSE_0930,V2_FVG_RETEST,2022-02-07 14:30:00+00:00,43363.92,42750.96,SHORT,2022-02-07 15:10:00+00:00,43430.0,2022-02-07 15:15:00+00:00,43260.01,2022-02-07 15:00:00+00:00,43305.775,2022-02-07 15:25:00+00:00,2022-02-07 15:30:00+00:00,43300.0,43430.0,43040.0,0.003002309468822171,SL,2022-02-07 15:30:00+00:00,43430.0,-0.003002309468822073,-1.5011547344110365,-1.9011547344110364,0.0
development,NYSE_0930,V2_FVG_RETEST,2022-03-25 13:30:00+00:00,44964.3,44754.8,SHORT,2022-03-25 14:05:00+00:00,45087.4,2022-03-25 14:10:00+00:00,44780.0,2022-03-25 13:45:00+00:00,44953.5,2022-03-25 14:20:00+00:00,2022-03-25 14:25:00+00:00,44935.2,45087.4,44630.79999999999,0.003387099645712145,TP_2R,2022-03-25 15:05:00+00:00,44630.79999999999,0.00677419929142431,3.387099645712155,2.987099645712155,40.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2022-04-01 13:30:00+00:00,45579.9,45369.6,LONG,2022-04-01 13:55:00+00:00,45330.0,2022-04-01 14:10:00+00:00,45579.9,2022-04-01 13:35:00+00:00,,2022-04-01 14:15:00+00:00,2022-04-01 14:20:00+00:00,45585.1,45330.0,46095.299999999996,0.005596126804591819,TP_2R,2022-04-01 14:55:00+00:00,46095.299999999996,0.011192253609183744,5.596126804591872,5.196126804591872,35.0
development,NYSE_0930,V2_FVG_RETEST,2022-04-01 13:30:00+00:00,45579.9,45369.6,LONG,2022-04-01 13:55:00+00:00,45330.0,2022-04-01 14:10:00+00:00,45579.9,2022-04-01 13:35:00+00:00,45515.1,2022-04-01 14:25:00+00:00,2022-04-01 14:30:00+00:00,45603.1,45330.0,46149.299999999996,0.005988627966081222,TP_2R,2022-04-01 14:55:00+00:00,46149.299999999996,0.011977255932162478,5.988627966081239,5.588627966081239,25.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2022-06-20 13:30:00+00:00,20679.1,20461.8,LONG,2022-06-20 13:55:00+00:00,20445.9,2022-06-20 14:20:00+00:00,20605.6,2022-06-20 13:40:00+00:00,,2022-06-20 14:25:00+00:00,2022-06-20 14:30:00+00:00,20620.1,20445.9,20968.499999999993,0.008448067662135348,TP_2R,2022-06-20 15:00:00+00:00,20968.499999999993,0.0168961353242707,8.448067662135351,8.04806766213535,30.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2022-07-19 13:30:00+00:00,22441.8,22165.0,LONG,2022-07-19 14:20:00+00:00,22127.9,2022-07-19 14:25:00+00:00,22249.2,2022-07-19 14:10:00+00:00,,2022-07-19 14:35:00+00:00,2022-07-19 14:40:00+00:00,22266.9,22127.9,22544.9,0.006242449555169331,TP_2R,2022-07-19 14:50:00+00:00,22544.9,0.012484899110338565,6.242449555169283,5.842449555169282,10.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2022-08-02 13:30:00+00:00,22880.0,22723.0,LONG,2022-08-02 13:55:00+00:00,22660.0,2022-08-02 14:25:00+00:00,22848.8,2022-08-02 13:40:00+00:00,,2022-08-02 14:35:00+00:00,2022-08-02 14:40:00+00:00,22866.4,22660.0,23279.200000000004,0.009026344330546191,TP_2R,2022-08-02 16:25:00+00:00,23279.200000000004,0.01805268866109233,9.026344330546166,8.626344330546166,105.0
development,NYSE_0930,V2_FVG_RETEST,2022-09-09 13:30:00+00:00,21040.9,20946.8,LONG,2022-09-09 13:45:00+00:00,20920.0,2022-09-09 14:00:00+00:00,21040.9,2022-09-09 13:35:00+00:00,20988.25,2022-09-09 14:25:00+00:00,2022-09-09 14:30:00+00:00,21001.9,20920.0,21165.700000000004,0.003899647174779494,TP_2R,2022-09-09 15:15:00+00:00,21165.700000000004,0.0077992943495590605,3.8996471747795303,3.4996471747795304,45.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2022-10-11 13:30:00+00:00,19148.8,19047.0,SHORT,2022-10-11 13:45:00+00:00,19151.0,2022-10-11 13:55:00+00:00,19047.0,2022-10-11 13:35:00+00:00,,2022-10-11 14:15:00+00:00,2022-10-11 14:20:00+00:00,19020.0,19151.0,18758.0,0.006887486855941115,SL,2022-10-11 15:35:00+00:00,19151.0,-0.006887486855941205,-3.4437434279706025,-3.8437434279706024,75.0
development,NYSE_0930,V2_FVG_RETEST,2022-12-06 14:30:00+00:00,17005.3,16958.6,LONG,2022-12-06 15:15:00+00:00,16950.2,2022-12-06 15:20:00+00:00,17005.0,2022-12-06 14:50:00+00:00,16971.45,2022-12-06 15:35:00+00:00,2022-12-06 15:40:00+00:00,16985.7,16950.2,17056.7,0.0020899933473451197,SL,2022-12-06 17:15:00+00:00,16950.2,-0.002089993347345165,-1.0449966736725824,-1.4449966736725823,95.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-01-10 14:30:00+00:00,17325.4,17246.9,LONG,2023-01-10 14:50:00+00:00,17209.5,2023-01-10 15:10:00+00:00,17325.4,2023-01-10 14:35:00+00:00,,2023-01-10 15:20:00+00:00,2023-01-10 15:25:00+00:00,17330.9,17209.5,17573.700000000004,0.007004829524144819,TIME_EXIT_4H,2023-01-10 18:30:00+00:00,17372.0,0.0023714867664113015,1.1857433832056508,0.7857433832056507,185.0
development,NYSE_0930,V2_FVG_RETEST,2023-01-10 14:30:00+00:00,17325.4,17246.9,LONG,2023-01-10 14:50:00+00:00,17209.5,2023-01-10 15:10:00+00:00,17325.4,2023-01-10 14:35:00+00:00,17287.35,2023-01-10 15:35:00+00:00,2023-01-10 15:40:00+00:00,17296.8,17209.5,17471.399999999998,0.005047176356320202,TIME_EXIT_4H,2023-01-10 18:30:00+00:00,17372.0,0.004347624994218702,2.173812497109351,1.773812497109351,170.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-01-25 14:30:00+00:00,22565.5,22431.4,LONG,2023-01-25 15:15:00+00:00,22412.4,2023-01-25 15:25:00+00:00,22531.8,2023-01-25 15:05:00+00:00,,2023-01-25 15:30:00+00:00,2023-01-25 15:35:00+00:00,22538.4,22412.4,22790.4,0.005590458950058566,TIME_EXIT_4H,2023-01-25 18:30:00+00:00,22629.0,0.004019806197423037,2.0099030987115185,1.6099030987115186,175.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-02-22 14:30:00+00:00,24060.0,23966.0,SHORT,2023-02-22 14:45:00+00:00,24065.8,2023-02-22 14:50:00+00:00,23966.0,2023-02-22 14:35:00+00:00,,2023-02-22 14:55:00+00:00,2023-02-22 15:00:00+00:00,23927.8,24065.8,23651.8,0.005767350111585687,TP_2R,2023-02-22 15:15:00+00:00,23651.8,0.011534700223171379,5.7673501115856896,5.367350111585689,15.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-03-08 14:30:00+00:00,22020.0,21944.3,LONG,2023-03-08 15:00:00+00:00,21880.0,2023-03-08 15:10:00+00:00,22003.5,2023-03-08 14:50:00+00:00,,2023-03-08 15:20:00+00:00,2023-03-08 15:25:00+00:00,22118.1,21880.0,22594.299999999996,0.010764939122257271,TIME_EXIT_4H,2023-03-08 18:30:00+00:00,21961.0,-0.007102780076046256,-3.551390038023128,-3.9513900380231277,185.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-03-09 14:30:00+00:00,21784.5,21704.8,SHORT,2023-03-09 15:05:00+00:00,21803.2,2023-03-09 15:15:00+00:00,21698.0,2023-03-09 14:50:00+00:00,,2023-03-09 15:35:00+00:00,2023-03-09 15:40:00+00:00,21694.2,21803.2,21476.2,0.00502438439767311,TP_2R,2023-03-09 16:45:00+00:00,21476.2,0.010048768795346219,5.02438439767311,4.62438439767311,65.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-03-27 13:30:00+00:00,27790.9,27588.0,SHORT,2023-03-27 13:45:00+00:00,27834.2,2023-03-27 14:10:00+00:00,27588.0,2023-03-27 13:35:00+00:00,,2023-03-27 14:15:00+00:00,2023-03-27 14:20:00+00:00,27420.1,27834.2,26591.899999999994,0.01510206016754141,TP_2R,2023-03-27 15:10:00+00:00,26591.899999999994,0.030204120335082796,15.102060167541397,14.702060167541397,50.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-04-13 13:30:00+00:00,30249.1,30170.0,LONG,2023-04-13 14:00:00+00:00,30157.1,2023-04-13 14:15:00+00:00,30234.4,2023-04-13 13:50:00+00:00,,2023-04-13 14:25:00+00:00,2023-04-13 14:30:00+00:00,30290.1,30157.1,30556.1,0.004390873585759044,TP_2R,2023-04-13 15:05:00+00:00,30556.1,0.00878174717151814,4.39087358575907,3.99087358575907,35.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-04-26 13:30:00+00:00,29864.2,29651.0,SHORT,2023-04-26 13:55:00+00:00,29876.6,2023-04-26 14:15:00+00:00,29651.0,2023-04-26 13:40:00+00:00,,2023-04-26 14:30:00+00:00,2023-04-26 14:35:00+00:00,29585.3,29876.6,29002.7,0.009846106005347226,SL,2023-04-26 16:05:00+00:00,29876.6,-0.009846106005347188,-4.923053002673594,-5.3230530026735945,90.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-05-03 13:30:00+00:00,28343.2,28200.1,SHORT,2023-05-03 14:05:00+00:00,28365.8,2023-05-03 14:25:00+00:00,28260.8,2023-05-03 13:45:00+00:00,,2023-05-03 14:30:00+00:00,2023-05-03 14:35:00+00:00,28246.6,28365.8,28008.199999999997,0.004219976917575947,SL,2023-05-03 16:20:00+00:00,28365.8,-0.004219976917575918,-2.109988458787959,-2.509988458787959,105.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-06-01 13:30:00+00:00,26917.3,26860.0,LONG,2023-06-01 13:50:00+00:00,26855.5,2023-06-01 14:00:00+00:00,26917.3,2023-06-01 13:40:00+00:00,,2023-06-01 14:10:00+00:00,2023-06-01 14:15:00+00:00,26932.4,26855.5,27086.200000000004,0.00285529696573649,SL,2023-06-01 14:15:00+00:00,26855.5,-0.002855296965736498,-1.427648482868249,-1.8276484828682489,0.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-06-07 13:30:00+00:00,26819.8,26655.6,SHORT,2023-06-07 13:55:00+00:00,26856.9,2023-06-07 14:20:00+00:00,26652.1,2023-06-07 13:45:00+00:00,,2023-06-07 14:25:00+00:00,2023-06-07 14:30:00+00:00,26644.4,26856.9,26219.4,0.007975409466904865,TIME_EXIT_4H,2023-06-07 17:30:00+00:00,26402.6,0.009075077689871147,4.537538844935574,4.137538844935573,180.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-06-20 13:30:00+00:00,26922.6,26820.0,SHORT,2023-06-20 13:50:00+00:00,26936.0,2023-06-20 13:55:00+00:00,26820.0,2023-06-20 13:40:00+00:00,,2023-06-20 14:05:00+00:00,2023-06-20 14:10:00+00:00,26776.7,26936.0,26458.100000000002,0.005949202104814979,SL,2023-06-20 15:45:00+00:00,26936.0,-0.005949202104815088,-2.974601052407544,-3.374601052407544,95.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-06-22 13:30:00+00:00,30272.7,30156.4,SHORT,2023-06-22 13:50:00+00:00,30305.0,2023-06-22 14:20:00+00:00,30156.4,2023-06-22 13:40:00+00:00,,2023-06-22 14:25:00+00:00,2023-06-22 14:30:00+00:00,30146.7,30305.0,29830.100000000002,0.005250989328848573,TP_2R,2023-06-22 14:40:00+00:00,29830.100000000002,0.010501978657697197,5.250989328848599,4.850989328848598,10.0
development,NYSE_0930,V1_STRUCTURE_RETEST,2023-06-23 13:30:00+00:00,30123.4,30040.3,LONG,2023-06-23 13:55:00+00:00,29995.0,2023-06-23 14:15:00+00:00,30123.4,2023-06-23 13:40:00+00:00,,2023-06-23 14:25:00+00:00,2023-06-23 14:30:00+00:00,30137.6,29995.0,30422.799999999996,0.004731630919515773,TP_2R,2023-06-23 15:05:00+00:00,30422.799999999996,0.009463261839031567,4.7316309195157835,4.331630919515783,35.0
