partition,regime,clock_block,obs_start,obs_end,H,L,range,k1_start,k1_complete,low_visits_before_terminal,low_break,break_side,break_ts,genuine_l2,l2_ts,low_break_after_l2,clean_leave,leave_complete,eligible_start,first_return_type,first_return_ts
external,SIDEWAYS,04-08,2021-01-20 04:00:00+00:00,2021-01-20 08:00:00+00:00,36461.44,34989.41,1472.0299999999988,2021-01-20 04:00:00+00:00,2021-01-20 04:05:00+00:00,2,False,NONE,,True,2021-01-20 04:15:00+00:00,False,True,2021-01-20 04:10:00+00:00,2021-01-20 04:10:00+00:00,GENUINE_L2,2021-01-20 04:15:00+00:00
external,SIDEWAYS,04-08,2021-01-21 04:00:00+00:00,2021-01-21 08:00:00+00:00,35636.17,34256.21,1379.9599999999991,2021-01-21 04:50:00+00:00,2021-01-21 04:55:00+00:00,1,True,LOW,2021-01-21 05:05:00+00:00,False,,False,False,,,BLOCK_END,
external,SIDEWAYS,08-12,2021-01-21 08:00:00+00:00,2021-01-21 12:00:00+00:00,35073.29,34000.0,1073.2900000000009,2021-01-21 08:30:00+00:00,2021-01-21 08:35:00+00:00,1,True,LOW,2021-01-21 08:40:00+00:00,False,,False,False,,,BLOCK_END,
external,BEAR,08-12,2021-01-23 08:00:00+00:00,2021-01-23 12:00:00+00:00,33495.0,32279.03,1215.9700000000012,2021-01-23 10:00:00+00:00,2021-01-23 10:05:00+00:00,3,True,LOW,2021-01-23 11:15:00+00:00,True,2021-01-23 10:20:00+00:00,True,True,2021-01-23 10:10:00+00:00,2021-01-23 10:10:00+00:00,GENUINE_L2,2021-01-23 10:20:00+00:00
external,BEAR,12-16,2021-01-23 12:00:00+00:00,2021-01-23 16:00:00+00:00,33128.24,31533.0,1595.239999999998,2021-01-23 12:00:00+00:00,2021-01-23 12:05:00+00:00,1,True,LOW,2021-01-23 13:05:00+00:00,False,,False,True,2021-01-23 12:10:00+00:00,2021-01-23 12:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-01-23 13:00:00+00:00
external,SIDEWAYS,08-12,2021-01-25 08:00:00+00:00,2021-01-25 12:00:00+00:00,33863.09,33065.0,798.0899999999965,2021-01-25 09:40:00+00:00,2021-01-25 09:45:00+00:00,1,True,LOW,2021-01-25 10:00:00+00:00,False,,False,False,,,BLOCK_END,
external,SIDEWAYS,00-04,2021-01-26 00:00:00+00:00,2021-01-26 04:00:00+00:00,33500.57,31921.47,1579.0999999999985,2021-01-26 00:00:00+00:00,2021-01-26 00:05:00+00:00,1,True,LOW,2021-01-26 03:30:00+00:00,False,,False,True,2021-01-26 00:10:00+00:00,2021-01-26 00:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-01-26 03:25:00+00:00
external,SIDEWAYS,04-08,2021-01-26 04:00:00+00:00,2021-01-26 08:00:00+00:00,32853.53,31460.0,1393.5299999999988,2021-01-26 04:00:00+00:00,2021-01-26 04:05:00+00:00,2,True,LOW,2021-01-26 07:10:00+00:00,True,2021-01-26 06:45:00+00:00,True,True,2021-01-26 04:10:00+00:00,2021-01-26 04:10:00+00:00,GENUINE_L2,2021-01-26 06:45:00+00:00
external,SIDEWAYS,04-08,2021-01-27 04:00:00+00:00,2021-01-27 08:00:00+00:00,32562.2,31580.0,982.2000000000007,2021-01-27 04:00:00+00:00,2021-01-27 04:05:00+00:00,2,True,LOW,2021-01-27 05:25:00+00:00,True,2021-01-27 04:10:00+00:00,True,True,2021-01-27 04:10:00+00:00,2021-01-27 04:10:00+00:00,GENUINE_L2,2021-01-27 04:10:00+00:00
external,SIDEWAYS,12-16,2021-01-27 12:00:00+00:00,2021-01-27 16:00:00+00:00,31768.16,30577.32,1190.8400000000001,2021-01-27 12:00:00+00:00,2021-01-27 12:05:00+00:00,1,True,LOW,2021-01-27 12:15:00+00:00,False,,False,False,,,BLOCK_END,
external,BEAR,00-04,2021-01-28 00:00:00+00:00,2021-01-28 04:00:00+00:00,31674.65,30082.59,1592.0600000000013,2021-01-28 00:10:00+00:00,2021-01-28 00:15:00+00:00,1,True,LOW,2021-01-28 00:20:00+00:00,False,,False,False,,,BLOCK_END,
external,BEAR,08-12,2021-01-28 08:00:00+00:00,2021-01-28 12:00:00+00:00,31908.04,31076.24,831.7999999999993,2021-01-28 08:00:00+00:00,2021-01-28 08:05:00+00:00,1,True,LOW,2021-01-28 08:25:00+00:00,False,,False,True,2021-01-28 08:10:00+00:00,2021-01-28 08:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-01-28 08:20:00+00:00
external,BULL,00-04,2021-01-30 00:00:00+00:00,2021-01-30 04:00:00+00:00,35391.0,33706.17,1684.8300000000017,2021-01-30 02:15:00+00:00,2021-01-30 02:20:00+00:00,1,True,LOW,2021-01-30 03:15:00+00:00,False,,False,True,2021-01-30 02:25:00+00:00,2021-01-30 02:25:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-01-30 03:10:00+00:00
external,BULL,12-16,2021-01-30 12:00:00+00:00,2021-01-30 16:00:00+00:00,34480.0,33540.0,940.0,2021-01-30 12:00:00+00:00,2021-01-30 12:05:00+00:00,2,False,NONE,,True,2021-01-30 12:25:00+00:00,False,True,2021-01-30 12:10:00+00:00,2021-01-30 12:10:00+00:00,GENUINE_L2,2021-01-30 12:25:00+00:00
external,SIDEWAYS,08-12,2021-01-31 08:00:00+00:00,2021-01-31 12:00:00+00:00,34160.26,33452.24,708.0200000000041,2021-01-31 08:00:00+00:00,2021-01-31 08:05:00+00:00,2,True,LOW,2021-01-31 09:55:00+00:00,True,2021-01-31 09:35:00+00:00,True,True,2021-01-31 08:10:00+00:00,2021-01-31 08:10:00+00:00,GENUINE_L2,2021-01-31 09:35:00+00:00
external,BULL,12-16,2021-02-01 12:00:00+00:00,2021-02-01 16:00:00+00:00,34720.0,33644.05,1075.949999999997,2021-02-01 12:50:00+00:00,2021-02-01 12:55:00+00:00,1,True,LOW,2021-02-01 14:15:00+00:00,False,,False,True,2021-02-01 13:00:00+00:00,2021-02-01 13:00:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-01 14:10:00+00:00
external,SIDEWAYS,16-20,2021-02-01 16:00:00+00:00,2021-02-01 20:00:00+00:00,34493.94,33173.14,1320.800000000003,2021-02-01 16:00:00+00:00,2021-02-01 16:05:00+00:00,1,False,NONE,,False,,False,True,2021-02-01 16:10:00+00:00,2021-02-01 16:10:00+00:00,BLOCK_END,
external,SIDEWAYS,00-04,2021-02-02 00:00:00+00:00,2021-02-02 04:00:00+00:00,34083.21,33458.0,625.2099999999991,2021-02-02 00:00:00+00:00,2021-02-02 00:05:00+00:00,1,False,HIGH,2021-02-02 00:20:00+00:00,False,,False,True,2021-02-02 00:10:00+00:00,2021-02-02 00:10:00+00:00,OPPOSITE_HIGH_BREAK,2021-02-02 00:15:00+00:00
external,BULL,20-00,2021-02-03 20:00:00+00:00,2021-02-04 00:00:00+00:00,37273.12,36672.19,600.9300000000003,2021-02-03 20:00:00+00:00,2021-02-03 20:05:00+00:00,1,False,HIGH,2021-02-03 21:35:00+00:00,False,,False,True,2021-02-03 20:10:00+00:00,2021-02-03 20:10:00+00:00,OPPOSITE_HIGH_BREAK,2021-02-03 21:30:00+00:00
external,BULL,04-08,2021-02-04 04:00:00+00:00,2021-02-04 08:00:00+00:00,38388.73,37400.0,988.7300000000032,2021-02-04 04:00:00+00:00,2021-02-04 04:05:00+00:00,1,False,NONE,,False,,False,True,2021-02-04 04:10:00+00:00,2021-02-04 04:10:00+00:00,BLOCK_END,
external,BULL,12-16,2021-02-04 12:00:00+00:00,2021-02-04 16:00:00+00:00,38833.0,36800.0,2033.0,2021-02-04 14:50:00+00:00,2021-02-04 14:55:00+00:00,2,True,LOW,2021-02-04 15:15:00+00:00,True,2021-02-04 15:00:00+00:00,True,True,2021-02-04 15:00:00+00:00,2021-02-04 15:00:00+00:00,GENUINE_L2,2021-02-04 15:00:00+00:00
external,BULL,00-04,2021-02-05 00:00:00+00:00,2021-02-05 04:00:00+00:00,37859.33,36867.54,991.7900000000009,2021-02-05 00:10:00+00:00,2021-02-05 00:15:00+00:00,1,True,LOW,2021-02-05 02:00:00+00:00,False,,False,True,2021-02-05 00:20:00+00:00,2021-02-05 00:20:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-05 01:55:00+00:00
external,BULL,16-20,2021-02-05 16:00:00+00:00,2021-02-05 20:00:00+00:00,38411.82,37567.21,844.6100000000006,2021-02-05 18:45:00+00:00,2021-02-05 18:50:00+00:00,1,True,LOW,2021-02-05 18:55:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,00-04,2021-02-07 00:00:00+00:00,2021-02-07 04:00:00+00:00,40583.0,39100.0,1483.0,2021-02-07 00:00:00+00:00,2021-02-07 00:05:00+00:00,1,True,LOW,2021-02-07 00:10:00+00:00,False,,False,False,,,BLOCK_END,
external,SIDEWAYS,16-20,2021-02-07 16:00:00+00:00,2021-02-07 20:00:00+00:00,39350.0,37600.0,1750.0,2021-02-07 16:15:00+00:00,2021-02-07 16:20:00+00:00,1,False,NONE,,False,,False,True,2021-02-07 16:30:00+00:00,2021-02-07 16:30:00+00:00,BLOCK_END,
external,SIDEWAYS,04-08,2021-02-08 04:00:00+00:00,2021-02-08 08:00:00+00:00,39185.93,38050.0,1135.9300000000003,2021-02-08 04:00:00+00:00,2021-02-08 04:05:00+00:00,1,False,HIGH,2021-02-08 07:35:00+00:00,False,,False,True,2021-02-08 04:10:00+00:00,2021-02-08 04:10:00+00:00,OPPOSITE_HIGH_BREAK,2021-02-08 07:30:00+00:00
external,BULL,08-12,2021-02-09 08:00:00+00:00,2021-02-09 12:00:00+00:00,48266.36,46300.0,1966.3600000000006,2021-02-09 09:35:00+00:00,2021-02-09 09:40:00+00:00,1,True,LOW,2021-02-09 09:45:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,00-04,2021-02-10 00:00:00+00:00,2021-02-10 04:00:00+00:00,47600.0,46257.88,1342.1200000000026,2021-02-10 00:05:00+00:00,2021-02-10 00:10:00+00:00,1,True,LOW,2021-02-10 01:25:00+00:00,False,,False,True,2021-02-10 00:20:00+00:00,2021-02-10 00:20:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-10 01:20:00+00:00
external,BULL,12-16,2021-02-13 12:00:00+00:00,2021-02-13 16:00:00+00:00,47660.2,46300.0,1360.199999999997,2021-02-13 12:00:00+00:00,2021-02-13 12:05:00+00:00,1,False,NONE,,False,,False,True,2021-02-13 12:10:00+00:00,2021-02-13 12:10:00+00:00,BLOCK_END,
external,BULL,20-00,2021-02-13 20:00:00+00:00,2021-02-14 00:00:00+00:00,47462.89,46770.0,692.8899999999994,2021-02-13 20:05:00+00:00,2021-02-13 20:10:00+00:00,1,True,LOW,2021-02-13 20:25:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,00-04,2021-02-15 00:00:00+00:00,2021-02-15 04:00:00+00:00,49400.0,48570.0,830.0,2021-02-15 00:10:00+00:00,2021-02-15 00:15:00+00:00,2,True,LOW,2021-02-15 01:15:00+00:00,True,2021-02-15 01:05:00+00:00,True,True,2021-02-15 00:20:00+00:00,2021-02-15 00:20:00+00:00,GENUINE_L2,2021-02-15 01:05:00+00:00
external,BULL,12-16,2021-02-16 12:00:00+00:00,2021-02-16 16:00:00+00:00,49468.69,48754.3,714.3899999999994,2021-02-16 12:00:00+00:00,2021-02-16 12:05:00+00:00,1,False,HIGH,2021-02-16 12:25:00+00:00,False,,False,True,2021-02-16 12:10:00+00:00,2021-02-16 12:10:00+00:00,OPPOSITE_HIGH_BREAK,2021-02-16 12:20:00+00:00
external,BULL,12-16,2021-02-17 12:00:00+00:00,2021-02-17 16:00:00+00:00,51806.46,50700.0,1106.4599999999991,2021-02-17 13:25:00+00:00,2021-02-17 13:30:00+00:00,1,False,NONE,,False,,False,True,2021-02-17 13:40:00+00:00,2021-02-17 13:40:00+00:00,BLOCK_END,
external,BULL,08-12,2021-02-18 08:00:00+00:00,2021-02-18 12:00:00+00:00,52412.99,51355.0,1057.989999999998,2021-02-18 11:35:00+00:00,2021-02-18 11:40:00+00:00,2,False,NONE,,True,2021-02-18 11:45:00+00:00,False,True,2021-02-18 11:45:00+00:00,2021-02-18 11:45:00+00:00,GENUINE_L2,2021-02-18 11:45:00+00:00
external,BULL,00-04,2021-02-19 00:00:00+00:00,2021-02-19 04:00:00+00:00,52300.0,51568.0,732.0,2021-02-19 00:05:00+00:00,2021-02-19 00:10:00+00:00,2,True,LOW,2021-02-19 01:05:00+00:00,True,2021-02-19 00:55:00+00:00,True,True,2021-02-19 00:15:00+00:00,2021-02-19 00:15:00+00:00,GENUINE_L2,2021-02-19 00:55:00+00:00
external,BULL,08-12,2021-02-20 08:00:00+00:00,2021-02-20 12:00:00+00:00,56208.2,55242.42,965.7799999999988,2021-02-20 09:10:00+00:00,2021-02-20 09:15:00+00:00,1,False,HIGH,2021-02-20 12:00:00+00:00,False,,False,True,2021-02-20 09:20:00+00:00,2021-02-20 09:20:00+00:00,OPPOSITE_HIGH_BREAK,2021-02-20 11:55:00+00:00
external,BULL,20-00,2021-02-20 20:00:00+00:00,2021-02-21 00:00:00+00:00,57536.1,56228.42,1307.6800000000003,2021-02-20 22:00:00+00:00,2021-02-20 22:05:00+00:00,1,True,LOW,2021-02-20 22:15:00+00:00,False,,False,True,2021-02-20 22:10:00+00:00,2021-02-20 22:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-20 22:10:00+00:00
external,BULL,08-12,2021-02-21 08:00:00+00:00,2021-02-21 12:00:00+00:00,57066.24,56007.06,1059.1800000000003,2021-02-21 08:00:00+00:00,2021-02-21 08:05:00+00:00,1,False,HIGH,2021-02-21 10:10:00+00:00,False,,False,True,2021-02-21 08:10:00+00:00,2021-02-21 08:10:00+00:00,OPPOSITE_HIGH_BREAK,2021-02-21 10:05:00+00:00
external,SIDEWAYS,12-16,2021-02-22 12:00:00+00:00,2021-02-22 16:00:00+00:00,56699.0,53500.0,3199.0,2021-02-22 12:10:00+00:00,2021-02-22 12:15:00+00:00,1,True,LOW,2021-02-22 12:20:00+00:00,False,,False,False,,,BLOCK_END,
external,BEAR,20-00,2021-02-23 20:00:00+00:00,2021-02-24 00:00:00+00:00,49295.17,45500.0,3795.1699999999983,2021-02-23 20:00:00+00:00,2021-02-23 20:05:00+00:00,1,False,NONE,,False,,False,True,2021-02-23 20:10:00+00:00,2021-02-23 20:10:00+00:00,BLOCK_END,
external,SIDEWAYS,08-12,2021-02-25 08:00:00+00:00,2021-02-25 12:00:00+00:00,50623.0,49563.48,1059.5199999999968,2021-02-25 08:55:00+00:00,2021-02-25 09:00:00+00:00,1,True,LOW,2021-02-25 09:10:00+00:00,False,,False,True,2021-02-25 09:05:00+00:00,2021-02-25 09:05:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-25 09:05:00+00:00
external,SIDEWAYS,16-20,2021-02-25 16:00:00+00:00,2021-02-25 20:00:00+00:00,52134.96,50126.0,2008.9599999999991,2021-02-25 17:10:00+00:00,2021-02-25 17:15:00+00:00,1,True,LOW,2021-02-25 17:30:00+00:00,False,,False,False,,,BLOCK_END,
external,SIDEWAYS,00-04,2021-02-26 00:00:00+00:00,2021-02-26 04:00:00+00:00,49587.0,46685.43,2901.5699999999997,2021-02-26 00:00:00+00:00,2021-02-26 00:05:00+00:00,1,True,LOW,2021-02-26 00:35:00+00:00,False,,False,True,2021-02-26 00:10:00+00:00,2021-02-26 00:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-26 00:30:00+00:00
external,BEAR,16-20,2021-02-27 16:00:00+00:00,2021-02-27 20:00:00+00:00,47911.53,46357.28,1554.25,2021-02-27 16:00:00+00:00,2021-02-27 16:05:00+00:00,1,False,NONE,,False,,False,True,2021-02-27 16:10:00+00:00,2021-02-27 16:10:00+00:00,BLOCK_END,
external,BEAR,04-08,2021-02-28 04:00:00+00:00,2021-02-28 08:00:00+00:00,46678.0,44444.0,2234.0,2021-02-28 04:00:00+00:00,2021-02-28 04:05:00+00:00,1,True,LOW,2021-02-28 05:00:00+00:00,False,,False,True,2021-02-28 04:15:00+00:00,2021-02-28 04:15:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-28 04:55:00+00:00
external,BEAR,16-20,2021-02-28 16:00:00+00:00,2021-02-28 20:00:00+00:00,45540.0,43200.0,2340.0,2021-02-28 16:00:00+00:00,2021-02-28 16:05:00+00:00,1,True,LOW,2021-02-28 18:00:00+00:00,False,,False,True,2021-02-28 16:10:00+00:00,2021-02-28 16:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-02-28 17:55:00+00:00
external,BULL,04-08,2021-03-02 04:00:00+00:00,2021-03-02 08:00:00+00:00,50221.77,48848.0,1373.7699999999968,2021-03-02 04:10:00+00:00,2021-03-02 04:15:00+00:00,1,True,LOW,2021-03-02 04:20:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,08-12,2021-03-02 08:00:00+00:00,2021-03-02 12:00:00+00:00,49414.57,48310.97,1103.5999999999985,2021-03-02 08:00:00+00:00,2021-03-02 08:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-02 08:10:00+00:00,2021-03-02 08:10:00+00:00,BLOCK_END,
external,SIDEWAYS,20-00,2021-03-02 20:00:00+00:00,2021-03-03 00:00:00+00:00,48740.0,47155.45,1584.550000000003,2021-03-02 20:45:00+00:00,2021-03-02 20:50:00+00:00,1,False,NONE,,False,,False,True,2021-03-02 20:55:00+00:00,2021-03-02 20:55:00+00:00,BLOCK_END,
external,BULL,04-08,2021-03-04 04:00:00+00:00,2021-03-04 08:00:00+00:00,51800.0,49420.0,2380.0,2021-03-04 04:00:00+00:00,2021-03-04 04:05:00+00:00,1,True,LOW,2021-03-04 04:45:00+00:00,False,,False,True,2021-03-04 04:10:00+00:00,2021-03-04 04:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-04 04:40:00+00:00
external,SIDEWAYS,20-00,2021-03-04 20:00:00+00:00,2021-03-05 00:00:00+00:00,50070.83,47600.0,2470.8300000000017,2021-03-04 20:05:00+00:00,2021-03-04 20:10:00+00:00,1,False,NONE,,False,,False,True,2021-03-04 20:20:00+00:00,2021-03-04 20:20:00+00:00,BLOCK_END,
external,BEAR,16-20,2021-03-05 16:00:00+00:00,2021-03-05 20:00:00+00:00,48750.0,47011.0,1739.0,2021-03-05 16:30:00+00:00,2021-03-05 16:35:00+00:00,1,False,HIGH,2021-03-05 19:30:00+00:00,False,,False,True,2021-03-05 16:40:00+00:00,2021-03-05 16:40:00+00:00,OPPOSITE_HIGH_BREAK,2021-03-05 19:25:00+00:00
external,SIDEWAYS,04-08,2021-03-06 04:00:00+00:00,2021-03-06 08:00:00+00:00,49174.0,48213.0,961.0,2021-03-06 04:20:00+00:00,2021-03-06 04:25:00+00:00,1,False,NONE,,False,,False,True,2021-03-06 04:35:00+00:00,2021-03-06 04:35:00+00:00,BLOCK_END,
external,BULL,04-08,2021-03-08 04:00:00+00:00,2021-03-08 08:00:00+00:00,51870.36,50272.78,1597.5800000000017,2021-03-08 04:05:00+00:00,2021-03-08 04:10:00+00:00,1,True,LOW,2021-03-08 04:20:00+00:00,False,,False,True,2021-03-08 04:15:00+00:00,2021-03-08 04:15:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-08 04:15:00+00:00
external,BULL,08-12,2021-03-09 08:00:00+00:00,2021-03-09 12:00:00+00:00,54500.0,53444.0,1056.0,2021-03-09 08:00:00+00:00,2021-03-09 08:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-09 08:10:00+00:00,2021-03-09 08:10:00+00:00,BLOCK_END,
external,BULL,04-08,2021-03-10 04:00:00+00:00,2021-03-10 08:00:00+00:00,55890.0,53229.24,2660.760000000002,2021-03-10 05:10:00+00:00,2021-03-10 05:15:00+00:00,1,False,NONE,,False,,False,True,2021-03-10 05:20:00+00:00,2021-03-10 05:20:00+00:00,BLOCK_END,
external,BULL,00-04,2021-03-11 00:00:00+00:00,2021-03-11 04:00:00+00:00,57317.0,55613.41,1703.5899999999965,2021-03-11 00:00:00+00:00,2021-03-11 00:05:00+00:00,1,True,LOW,2021-03-11 01:05:00+00:00,False,,False,True,2021-03-11 00:15:00+00:00,2021-03-11 00:15:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-11 01:00:00+00:00
external,BULL,04-08,2021-03-12 04:00:00+00:00,2021-03-12 08:00:00+00:00,58186.33,56666.66,1519.6699999999983,2021-03-12 04:10:00+00:00,2021-03-12 04:15:00+00:00,1,True,LOW,2021-03-12 04:25:00+00:00,False,,False,True,2021-03-12 04:20:00+00:00,2021-03-12 04:20:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-12 04:20:00+00:00
external,BULL,08-12,2021-03-12 08:00:00+00:00,2021-03-12 12:00:00+00:00,57494.02,56400.0,1094.0199999999968,2021-03-12 08:05:00+00:00,2021-03-12 08:10:00+00:00,1,True,LOW,2021-03-12 09:50:00+00:00,False,,False,True,2021-03-12 08:20:00+00:00,2021-03-12 08:20:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-12 09:45:00+00:00
external,BULL,04-08,2021-03-14 04:00:00+00:00,2021-03-14 08:00:00+00:00,61798.0,60800.0,998.0,2021-03-14 06:15:00+00:00,2021-03-14 06:20:00+00:00,1,True,LOW,2021-03-14 06:30:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,00-04,2021-03-15 00:00:00+00:00,2021-03-15 04:00:00+00:00,60833.85,59005.0,1828.8499999999985,2021-03-15 00:00:00+00:00,2021-03-15 00:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-15 00:10:00+00:00,2021-03-15 00:10:00+00:00,BLOCK_END,
external,SIDEWAYS,00-04,2021-03-16 00:00:00+00:00,2021-03-16 04:00:00+00:00,56990.0,55560.0,1430.0,2021-03-16 00:00:00+00:00,2021-03-16 00:05:00+00:00,1,True,LOW,2021-03-16 00:25:00+00:00,False,,False,True,2021-03-16 00:10:00+00:00,2021-03-16 00:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-16 00:20:00+00:00
external,SIDEWAYS,12-16,2021-03-16 12:00:00+00:00,2021-03-16 16:00:00+00:00,56446.64,55154.0,1292.6399999999994,2021-03-16 12:20:00+00:00,2021-03-16 12:25:00+00:00,1,True,LOW,2021-03-16 12:40:00+00:00,False,,False,False,,,BLOCK_END,
external,SIDEWAYS,08-12,2021-03-17 08:00:00+00:00,2021-03-17 12:00:00+00:00,56369.81,55216.28,1153.5299999999988,2021-03-17 09:35:00+00:00,2021-03-17 09:40:00+00:00,1,True,LOW,2021-03-17 09:45:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,04-08,2021-03-18 04:00:00+00:00,2021-03-18 08:00:00+00:00,59615.0,58666.6,948.4000000000015,2021-03-18 07:15:00+00:00,2021-03-18 07:20:00+00:00,1,True,LOW,2021-03-18 07:25:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,08-12,2021-03-18 08:00:00+00:00,2021-03-18 12:00:00+00:00,59261.77,58165.63,1096.1399999999994,2021-03-18 08:40:00+00:00,2021-03-18 08:45:00+00:00,1,True,LOW,2021-03-18 08:55:00+00:00,False,,False,False,,,BLOCK_END,
external,BULL,12-16,2021-03-18 12:00:00+00:00,2021-03-18 16:00:00+00:00,58726.81,57940.0,786.8099999999977,2021-03-18 12:05:00+00:00,2021-03-18 12:10:00+00:00,1,True,LOW,2021-03-18 12:15:00+00:00,False,,False,False,,,BLOCK_END,
external,SIDEWAYS,20-00,2021-03-18 20:00:00+00:00,2021-03-19 00:00:00+00:00,60510.0,57227.9,3282.0999999999985,2021-03-18 20:00:00+00:00,2021-03-18 20:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-18 20:10:00+00:00,2021-03-18 20:10:00+00:00,BLOCK_END,
external,BULL,08-12,2021-03-19 08:00:00+00:00,2021-03-19 12:00:00+00:00,58555.0,57650.0,905.0,2021-03-19 08:05:00+00:00,2021-03-19 08:10:00+00:00,1,False,HIGH,2021-03-19 09:05:00+00:00,False,,False,True,2021-03-19 08:15:00+00:00,2021-03-19 08:15:00+00:00,OPPOSITE_HIGH_BREAK,2021-03-19 09:00:00+00:00
external,BULL,00-04,2021-03-20 00:00:00+00:00,2021-03-20 04:00:00+00:00,59550.0,58042.42,1507.5800000000017,2021-03-20 00:00:00+00:00,2021-03-20 00:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-20 00:20:00+00:00,2021-03-20 00:20:00+00:00,BLOCK_END,
external,SIDEWAYS,00-04,2021-03-21 00:00:00+00:00,2021-03-21 04:00:00+00:00,59418.81,58048.68,1370.1299999999974,2021-03-21 00:00:00+00:00,2021-03-21 00:05:00+00:00,2,True,LOW,2021-03-21 02:25:00+00:00,True,2021-03-21 02:00:00+00:00,True,True,2021-03-21 00:10:00+00:00,2021-03-21 00:10:00+00:00,GENUINE_L2,2021-03-21 02:00:00+00:00
external,SIDEWAYS,20-00,2021-03-22 20:00:00+00:00,2021-03-23 00:00:00+00:00,57260.31,55536.83,1723.479999999996,2021-03-22 20:00:00+00:00,2021-03-22 20:05:00+00:00,1,True,LOW,2021-03-22 20:45:00+00:00,False,,False,True,2021-03-22 20:10:00+00:00,2021-03-22 20:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-22 20:40:00+00:00
external,BEAR,20-00,2021-03-23 20:00:00+00:00,2021-03-24 00:00:00+00:00,55890.68,54877.33,1013.3499999999985,2021-03-23 20:00:00+00:00,2021-03-23 20:05:00+00:00,3,True,LOW,2021-03-23 20:50:00+00:00,True,2021-03-23 20:10:00+00:00,True,True,2021-03-23 20:10:00+00:00,2021-03-23 20:10:00+00:00,GENUINE_L2,2021-03-23 20:10:00+00:00
external,SIDEWAYS,16-20,2021-03-24 16:00:00+00:00,2021-03-24 20:00:00+00:00,57234.79,56080.0,1154.7900000000009,2021-03-24 16:00:00+00:00,2021-03-24 16:05:00+00:00,1,True,LOW,2021-03-24 16:20:00+00:00,False,,False,True,2021-03-24 16:10:00+00:00,2021-03-24 16:10:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-24 16:15:00+00:00
external,BEAR,00-04,2021-03-25 00:00:00+00:00,2021-03-25 04:00:00+00:00,54795.84,51666.0,3129.8399999999965,2021-03-25 02:00:00+00:00,2021-03-25 02:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-25 02:10:00+00:00,2021-03-25 02:10:00+00:00,BLOCK_END,
external,BEAR,12-16,2021-03-26 12:00:00+00:00,2021-03-26 16:00:00+00:00,53850.0,52612.47,1237.5299999999988,2021-03-26 12:00:00+00:00,2021-03-26 12:05:00+00:00,1,False,NONE,,False,,False,True,2021-03-26 12:10:00+00:00,2021-03-26 12:10:00+00:00,BLOCK_END,
external,BULL,08-12,2021-03-27 08:00:00+00:00,2021-03-27 12:00:00+00:00,55414.77,54660.9,753.8699999999953,2021-03-27 08:35:00+00:00,2021-03-27 08:40:00+00:00,1,True,LOW,2021-03-27 11:05:00+00:00,False,,False,True,2021-03-27 08:45:00+00:00,2021-03-27 08:45:00+00:00,BREAK_BEFORE_GENUINE_L2,2021-03-27 11:00:00+00:00
external,BULL,00-04,2021-03-28 00:00:00+00:00,2021-03-28 04:00:00+00:00,56658.76,55685.0,973.760000000002,2021-03-28 00:20:00+00:00,2021-03-28 00:25:00+00:00,1,True,LOW,2021-03-28 00:35:00+00:00,False,,False,False,,,BLOCK_END,
