candidate_id,shape_rule,scale_state,principal_scale_variable,scale_band,lookback_min,hold_min,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,min_year_expectancy,calendar_score,plateau_score,pooled_economic_score,clock_score,regime_score,sample_concentration_score,robustness_score,anchor_positive_fraction,evaluable_hours,hour_positive_fraction,best_hour_utc,remove_best_hour_expectancy,remove_best_anchor_expectancy,principal_low_expectancy,principal_mid_expectancy,principal_high_expectancy
DRIVE_UP__STR_B0_20|RAW_RANGE_LB_HIGH|LB30|H960,DRIVE_UP__STR_B0_20,RAW_RANGE_LB_HIGH,RAW_RANGE_LB,HIGH,30,960,865,0.5028901734104047,2011.703932064574,2.325669285623785,1.2705923268327401,533.0013398653198,10,1.5603234621163882,23.099738168204173,13.333333333333334,11.558884902491101,14.09090909090909,10.0,6.331108390915678,78.41397388585337,1.0,22,0.8181818181818182,12,1.9770544250134687,1.4224587039496297,-1.2822047604417093,-0.8164113530104703,2.325669285623785
EFF_HIGH__EXT_LOW|RANGE_24H_MID|LB120|H360,EFF_HIGH__EXT_LOW,RANGE_24H_MID,RANGE_24H,MID,120,360,636,0.5,515.7732615512601,0.8109642477221072,1.213289788410884,227.9377025375304,10,0.5459501115644015,15.693509388216414,10.0,6.240462755121161,12.55952380952381,12.5,6.092519344422693,63.08601529728407,0.75,21,0.7619047619047619,20,0.6866931711141918,0.46865681957785243,-1.6191312796232158,0.8109642477221072,0.8067164796373972
EFF_HIGH__EXT_LOW|RANGE_72H_HIGH|LB120|H240,EFF_HIGH__EXT_LOW,RANGE_72H_HIGH,RANGE_72H,HIGH,120,240,698,0.5100286532951289,829.5996605301505,1.1885381956019347,1.235731128901337,584.3100126458341,10,0.3562268554488771,18.258535881284114,15.555555555555555,7.992985167027311,13.26086956521739,10.0,6.193025852598126,71.26097202168249,1.0,23,0.6521739130434783,22,0.7416262277517068,0.9764733408044902,-0.875149902459513,-0.26543130478996446,1.1885381956019347
EFF_HIGH__EXT_LOW|RAW_RANGE_LB_LOW|LB240|H720,EFF_HIGH__EXT_LOW,RAW_RANGE_LB_LOW,RAW_RANGE_LB,LOW,240,720,192,0.53125,338.9175033198977,1.765195329791134,1.437078282456114,104.76045238087752,9,0.8680774325435195,21.833108581001383,7.777777777777778,13.175656723558461,8.75,10.0,2.221537831187572,63.7580809135252,0.75,1,0.0,13,1.1344211603194592,0.563877687227641,1.765195329791134,-0.7638942456766127,1.010225802983806
