tf,tolerance,transition,partition,direction,n,hi_mean,hi_median,hi_p75,hi_max,hi_ge1,hi_ge2,hi_ge3,hi_ge4,lo_mean,lo_median,lo_p75,lo_max,lo_ge1,lo_ge2,lo_ge3,lo_ge4,hi_raw_mean,hi_raw_median,hi_raw_p75,hi_raw_max,hi_raw_ge1,hi_raw_ge2,hi_raw_ge3,hi_raw_ge4,lo_raw_mean,lo_raw_median,lo_raw_p75,lo_raw_max,lo_raw_ge1,lo_raw_ge2,lo_raw_ge3,lo_raw_ge4,hi_rej_mean,hi_rej_median,hi_rej_p75,hi_rej_max,hi_rej_ge1,hi_rej_ge2,hi_rej_ge3,hi_rej_ge4,lo_rej_mean,lo_rej_median,lo_rej_p75,lo_rej_max,lo_rej_ge1,lo_rej_ge2,lo_rej_ge3,lo_rej_ge4,both_zone_bar_rate,partial_breakout_rate
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,390,0.5641025641025641,0.0,1.0,3,0.441025641025641,0.11794871794871795,0.005128205128205128,0.0,0.5230769230769231,0.0,1.0,3,0.43333333333333335,0.08717948717948718,0.002564102564102564,0.0,1.1692307692307693,0.0,2.0,6,0.441025641025641,0.3384615384615385,0.19487179487179487,0.11538461538461539,1.1205128205128205,0.0,2.0,6,0.43333333333333335,0.2717948717948718,0.19230769230769232,0.12564102564102564,0.882051282051282,0.0,2.0,5,0.4256410256410256,0.28974358974358977,0.11282051282051282,0.04358974358974359,0.8,0.0,1.0,5,0.4153846153846154,0.24102564102564103,0.11282051282051282,0.028205128205128206,0.05384615384615385,0.0
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,114,0.5614035087719298,1.0,1.0,2,0.5263157894736842,0.03508771929824561,0.0,0.0,0.10526315789473684,0.0,0.0,2,0.08771929824561403,0.017543859649122806,0.0,0.0,0.9035087719298246,1.0,2.0,4,0.5263157894736842,0.2719298245614035,0.07894736842105263,0.02631578947368421,0.14035087719298245,0.0,0.0,3,0.08771929824561403,0.043859649122807015,0.008771929824561403,0.0,0.42105263157894735,0.0,1.0,4,0.30701754385964913,0.08771929824561403,0.017543859649122806,0.008771929824561403,0.12280701754385964,0.0,0.0,3,0.07894736842105263,0.03508771929824561,0.008771929824561403,0.0,0.05263157894736842,0.043859649122807015
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,114,0.17543859649122806,0.0,0.0,2,0.16666666666666666,0.008771929824561403,0.0,0.0,0.6052631578947368,1.0,1.0,2,0.5877192982456141,0.017543859649122806,0.0,0.0,0.2982456140350877,0.0,0.0,5,0.16666666666666666,0.07894736842105263,0.03508771929824561,0.008771929824561403,1.1140350877192982,1.0,2.0,5,0.5877192982456141,0.32456140350877194,0.13157894736842105,0.05263157894736842,0.23684210526315788,0.0,0.0,5,0.14912280701754385,0.06140350877192982,0.008771929824561403,0.008771929824561403,0.5877192982456141,0.0,1.0,3,0.39473684210526316,0.16666666666666666,0.02631578947368421,0.0,0.02631578947368421,0.08771929824561403
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,183,0.5792349726775956,0.0,1.0,2,0.48633879781420764,0.09289617486338798,0.0,0.0,0.5027322404371585,0.0,1.0,2,0.4371584699453552,0.06557377049180328,0.0,0.0,1.1967213114754098,0.0,2.0,6,0.48633879781420764,0.33879781420765026,0.2185792349726776,0.09836065573770492,1.0491803278688525,0.0,2.0,6,0.4371584699453552,0.28415300546448086,0.18032786885245902,0.08196721311475409,0.8797814207650273,0.0,2.0,5,0.46994535519125685,0.2677595628415301,0.10382513661202186,0.03278688524590164,0.639344262295082,0.0,1.0,3,0.40437158469945356,0.17486338797814208,0.060109289617486336,0.0,0.0273224043715847,0.0
1h,TOL_0.20,ASIA_TO_LONDON,august,BULL,5,0.4,0.0,1.0,1,0.4,0.0,0.0,0.0,0.2,0.0,0.0,1,0.2,0.0,0.0,0.0,0.4,0.0,1.0,1,0.4,0.0,0.0,0.0,0.2,0.0,0.0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,0.2,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.20,ASIA_TO_LONDON,august,BEAR,3,0.3333333333333333,0.0,0.5,1,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,2,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.5,2,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.5,1,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
1h,TOL_0.20,ASIA_TO_LONDON,august,NO_BREAK,6,0.6666666666666666,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,2,0.6666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,3,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.8333333333333333,2.0,2.75,4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,0.5,1.0,3,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,200,0.535,0.0,1.0,2,0.495,0.04,0.0,0.0,0.09,0.0,0.0,1,0.09,0.0,0.0,0.0,0.79,0.0,1.0,5,0.495,0.195,0.055,0.035,0.13,0.0,0.0,3,0.09,0.035,0.005,0.0,0.575,0.0,1.0,4,0.4,0.13,0.025,0.02,0.115,0.0,0.0,3,0.09,0.02,0.005,0.0,0.03,0.045
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,150,0.16666666666666666,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.44,0.0,1.0,2,0.42,0.02,0.0,0.0,0.21333333333333335,0.0,0.0,3,0.16666666666666666,0.03333333333333333,0.013333333333333334,0.0,0.6666666666666666,0.0,1.0,4,0.42,0.16,0.06,0.02666666666666667,0.18,0.0,0.0,3,0.16,0.013333333333333334,0.006666666666666667,0.0,0.4533333333333333,0.0,1.0,4,0.30666666666666664,0.1,0.03333333333333333,0.013333333333333334,0.04,0.013333333333333334
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,173,0.48554913294797686,0.0,1.0,3,0.3930635838150289,0.08670520231213873,0.005780346820809248,0.0,0.4797687861271676,0.0,1.0,3,0.3583815028901734,0.11560693641618497,0.005780346820809248,0.0,0.9942196531791907,0.0,1.0,7,0.3930635838150289,0.23121387283236994,0.15606936416184972,0.10404624277456648,0.9132947976878613,0.0,2.0,6,0.3583815028901734,0.2543352601156069,0.16184971098265896,0.08092485549132948,0.7630057803468208,0.0,1.0,5,0.3930635838150289,0.2023121387283237,0.10404624277456648,0.05202312138728324,0.791907514450867,0.0,1.0,4,0.35260115606936415,0.24277456647398843,0.14450867052023122,0.05202312138728324,0.028901734104046242,0.0
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,292,0.4931506849315068,0.0,1.0,2,0.4452054794520548,0.04794520547945205,0.0,0.0,0.2773972602739726,0.0,1.0,2,0.273972602739726,0.003424657534246575,0.0,0.0,0.7773972602739726,0.0,1.0,5,0.4452054794520548,0.1815068493150685,0.09246575342465753,0.04452054794520548,0.4246575342465753,0.0,1.0,4,0.273972602739726,0.10616438356164383,0.0273972602739726,0.017123287671232876,0.476027397260274,0.0,1.0,5,0.3184931506849315,0.10273972602739725,0.03767123287671233,0.0136986301369863,0.3493150684931507,0.0,1.0,4,0.2602739726027397,0.0684931506849315,0.017123287671232876,0.003424657534246575,0.1506849315068493,0.017123287671232876
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,333,0.26426426426426425,0.0,1.0,2,0.25825825825825827,0.006006006006006006,0.0,0.0,0.45645645645645644,0.0,1.0,2,0.43243243243243246,0.024024024024024024,0.0,0.0,0.3963963963963964,0.0,1.0,4,0.25825825825825827,0.09009009009009009,0.036036036036036036,0.012012012012012012,0.7627627627627628,0.0,1.0,6,0.43243243243243246,0.2072072072072072,0.08108108108108109,0.02702702702702703,0.3213213213213213,0.0,0.0,4,0.24024024024024024,0.06006006006006006,0.018018018018018018,0.003003003003003003,0.43843843843843844,0.0,1.0,3,0.3303303303303303,0.09009009009009009,0.018018018018018018,0.0,0.15015015015015015,0.009009009009009009
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,157,0.8152866242038217,1.0,1.0,3,0.6305732484076433,0.17834394904458598,0.006369426751592357,0.0,0.7834394904458599,1.0,1.0,3,0.5732484076433121,0.19745222929936307,0.012738853503184714,0.0,1.605095541401274,1.0,3.0,7,0.6305732484076433,0.46496815286624205,0.267515923566879,0.14012738853503184,1.6114649681528663,1.0,3.0,7,0.5732484076433121,0.42038216560509556,0.28662420382165604,0.20382165605095542,1.1910828025477707,1.0,2.0,5,0.6114649681528662,0.35668789808917195,0.1592356687898089,0.050955414012738856,1.2802547770700636,1.0,2.0,6,0.5732484076433121,0.37579617834394907,0.21019108280254778,0.08280254777070063,0.14012738853503184,0.0
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,175,0.6,1.0,1.0,3,0.5314285714285715,0.06285714285714286,0.005714285714285714,0.0,0.34285714285714286,0.0,1.0,2,0.30857142857142855,0.03428571428571429,0.0,0.0,0.8571428571428571,1.0,1.0,5,0.5314285714285715,0.22285714285714286,0.08571428571428572,0.011428571428571429,0.4857142857142857,0.0,1.0,4,0.30857142857142855,0.13142857142857142,0.02857142857142857,0.017142857142857144,0.5257142857142857,0.0,1.0,3,0.37714285714285717,0.11428571428571428,0.03428571428571429,0.0,0.4114285714285714,0.0,1.0,3,0.2857142857142857,0.09714285714285714,0.02857142857142857,0.0,0.17714285714285713,0.005714285714285714
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,189,0.2698412698412698,0.0,1.0,2,0.26455026455026454,0.005291005291005291,0.0,0.0,0.47619047619047616,0.0,1.0,2,0.4497354497354497,0.026455026455026454,0.0,0.0,0.3439153439153439,0.0,1.0,3,0.26455026455026454,0.06349206349206349,0.015873015873015872,0.0,0.7248677248677249,0.0,1.0,5,0.4497354497354497,0.15873015873015872,0.07936507936507936,0.031746031746031744,0.30158730158730157,0.0,0.0,3,0.2328042328042328,0.0582010582010582,0.010582010582010581,0.0,0.4444444444444444,0.0,1.0,4,0.32275132275132273,0.09523809523809523,0.021164021164021163,0.005291005291005291,0.19047619047619047,0.005291005291005291
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,47,0.8723404255319149,1.0,1.0,2,0.7021276595744681,0.1702127659574468,0.0,0.0,0.8936170212765957,1.0,1.0,2,0.6808510638297872,0.2127659574468085,0.0,0.0,1.7446808510638299,1.0,2.5,7,0.7021276595744681,0.425531914893617,0.2553191489361702,0.14893617021276595,2.106382978723404,2.0,4.0,7,0.6808510638297872,0.5531914893617021,0.3617021276595745,0.2765957446808511,1.2765957446808511,1.0,2.0,4,0.7021276595744681,0.3404255319148936,0.14893617021276595,0.0851063829787234,1.5106382978723405,2.0,2.0,5,0.6808510638297872,0.5319148936170213,0.19148936170212766,0.0851063829787234,0.23404255319148937,0.0
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BULL,8,0.5,0.5,1.0,1,0.5,0.0,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,1.0,0.5,2.0,3,0.5,0.375,0.125,0.0,0.375,0.0,0.25,2,0.25,0.125,0.0,0.0,0.375,0.0,1.0,1,0.375,0.0,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.125,0.0
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BEAR,4,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.5,0.0,0.5,2,0.25,0.25,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.20,LONDON_TO_NEWYORK,august,NO_BREAK,2,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,2.0,2.0,2.0,2,1.0,1.0,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,2.0,2.0,2.0,2,1.0,1.0,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,0.0,0.0
