lane,snapshot_min,depth_R,mfe_cap_R,complexity_rank,n,triggered_n,trigger_rate,original_winners_triggered,original_losers_triggered,winner_preservation,baseline_pf,candidate_pf,baseline_net,candidate_net,net_improvement,baseline_pf_5bps,candidate_pf_5bps,baseline_net_5bps,candidate_net_5bps,net_improvement_5bps,baseline_gross_loss,candidate_gross_loss,gross_loss_reduction,expectancy,expectancy_5bps,adequate_blocks,nonnegative_adequate_blocks,worst_adequate_block_improvement,eligible,b1_triggered,b1_improvement,b1_improvement_5bps,b2_triggered,b2_improvement,b2_improvement_5bps,b3_triggered,b3_improvement,b3_improvement_5bps,b4_triggered,b4_improvement,b4_improvement_5bps,b5_triggered,b5_improvement,b5_improvement_5bps,b6_triggered,b6_improvement,b6_improvement_5bps
P30_D12,30,0.12,,0,617,121,0.19611021069692058,59,62,0.7862318840579711,1.2550691869355155,1.06652871100019,314.0598611635085,73.85114200293758,-240.20871916057092,1.1213443296559318,0.9335760794607523,159.8098611635085,-80.39885799706248,-240.20871916057098,1231.2732280081586,1110.064224793507,121.2090032146516,0.11969390924301067,-0.13030609075698943,6,0,-81.2516747814562,False,11,-23.340675481182952,-23.34067548118297,20,-51.88166482069925,-51.881664820699214,23,-58.441708597153024,-58.44170859715302,20,-81.2516747814562,-81.25167478145622,21,-15.100090775657222,-15.100090775657222,26,-10.192904704422311,-10.192904704422318
P30_D12_M07,30,0.12,0.07,1,617,91,0.14748784440842788,43,48,0.8442028985507246,1.2550691869355155,1.1866084836508333,314.0598611635085,205.34698946453125,-108.71287169897727,1.1213443296559318,1.042696744090472,159.8098611635085,51.09698946453118,-108.71287169897731,1231.2732280081586,1100.416151758457,130.85707624970155,0.33281521793278973,0.08281521793278959,6,2,-67.39590941878299,False,7,24.1848460328779,24.1848460328779,12,-23.73531717522465,-23.735317175224623,20,-67.39590941878299,-67.39590941878298,14,-20.401724519241824,-20.40172451924184,20,1.4875399491894825,1.4875399491894825,18,-22.852306567795257,-22.852306567795267
P60_D22,60,0.22,,0,617,69,0.11183144246353323,30,39,0.8913043478260869,1.2550691869355155,1.155360231749168,314.0598611635085,187.79347565643874,-126.26638550706977,1.1213443296559318,1.0257662546631385,159.8098611635085,33.5434756564387,-126.26638550706978,1231.2732280081586,1208.7615572023265,22.511670805832182,0.30436543866521676,0.054365438665216696,6,1,-47.89981524411725,False,5,27.616185733277177,27.616185733277163,14,-47.89981524411725,-47.89981524411722,12,-30.800234213987366,-30.800234213987366,16,-22.296069619969543,-22.296069619969543,9,-6.340072825673563,-6.340072825673566,13,-46.54637933659923,-46.54637933659926
P60_D22_M06,60,0.22,0.06,1,617,44,0.0713128038897893,18,26,0.9347826086956522,1.2550691869355155,1.2372645399238962,314.0598611635085,279.2775930264491,-34.78226813705942,1.1213443296559318,1.0986684595586151,159.8098611635085,125.02759302644908,-34.782268137059404,1231.2732280081586,1177.0726174085207,54.20061059963791,0.45263791414335347,0.20263791414335344,6,2,-43.82200523595236,False,4,34.82222111308975,34.82222111308974,7,-18.141602334016156,-18.141602334016127,6,3.0932489181897296,3.093248918189744,10,-4.39405777269684,-4.394057772696854,9,-6.340072825673563,-6.340072825673566,8,-43.82200523595236,-43.822005235952375
