zone,entry_frac,partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F65,E20_DOWN,session_end,activated,activation_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
F10,0.1,development,2024-11-22,2024-11-22 13:45:00+00:00,2024-11-22 14:20:00+00:00,97774.09000000001,99340.0,97600.1,1739.8999999999942,98731.035,97252.12000000001,2024-11-22 20:00:00+00:00,True,2024-11-22 14:55:00+00:00,0,97252.12000000001,2024-11-22 15:00:00+00:00,2024-11-22 15:00:00+00:00,97370.4,PROFIT_CEILING_GAP_OPEN,1.6644017244242364,True,0.23001321915053335,0.13201908155641842,0.573963018490767,0.09799413759411493
F15,0.15,development,2024-11-22,2024-11-22 13:45:00+00:00,2024-11-22 14:15:00+00:00,97861.085,99340.0,97600.1,1739.8999999999942,98731.035,97252.12000000001,2024-11-22 20:00:00+00:00,True,2024-11-22 14:55:00+00:00,0,97252.12000000001,2024-11-22 15:00:00+00:00,2024-11-22 15:00:00+00:00,97370.4,PROFIT_CEILING_GAP_OPEN,2.107048639405596,True,0.23001321915053335,0.13201908155641842,0.573963018490767,0.09799413759411493
F05,0.05,external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:30:00+00:00,9709.31,9848.2,9702.0,146.20000000000073,9797.03,9672.76,2020-02-24 20:00:00+00:00,True,2020-02-24 16:50:00+00:00,0,9672.76,2020-02-24 16:55:00+00:00,2020-02-24 16:55:00+00:00,9672.76,PROFIT_CEILING_HIT,1.4822140811241562,True,1.4679890560875495,0.1999999999999975,0.13624079768893707,1.267989056087552
F10,0.1,external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:25:00+00:00,9716.62,9848.2,9702.0,146.20000000000073,9797.03,9672.76,2020-02-24 20:00:00+00:00,True,2020-02-24 16:50:00+00:00,0,9672.76,2020-02-24 16:55:00+00:00,2020-02-24 16:55:00+00:00,9672.76,PROFIT_CEILING_HIT,1.8569576663490355,True,1.4679890560875495,0.1999999999999975,0.13624079768893707,1.267989056087552
F15,0.15,external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:25:00+00:00,9723.93,9848.2,9702.0,146.20000000000073,9797.03,9672.76,2020-02-24 20:00:00+00:00,True,2020-02-24 16:50:00+00:00,0,9672.76,2020-02-24 16:55:00+00:00,2020-02-24 16:55:00+00:00,9672.76,PROFIT_CEILING_HIT,2.231137821847762,True,1.4679890560875495,0.1999999999999975,0.13624079768893707,1.267989056087552
F10,0.1,external,2020-03-27,2020-03-27 13:50:00+00:00,2020-03-27 14:35:00+00:00,6591.0,6699.0,6579.0,120.0,6657.0,6555.0,2020-03-27 20:00:00+00:00,False,,0,,2020-03-27 19:10:00+00:00,2020-03-27 19:15:00+00:00,6662.0,PRE_ACT_CLOSE_INVALIDATION_F65,-5.786132605067484,False,,,,
F15,0.15,external,2020-03-27,2020-03-27 13:50:00+00:00,2020-03-27 14:30:00+00:00,6597.0,6699.0,6579.0,120.0,6657.0,6555.0,2020-03-27 20:00:00+00:00,False,,0,,2020-03-27 19:10:00+00:00,2020-03-27 19:15:00+00:00,6662.0,PRE_ACT_CLOSE_INVALIDATION_F65,-5.32648173412158,False,,,,
F05,0.05,external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 16:15:00+00:00,6187.85,6337.0,6180.0,157.0,6282.05,6148.6,2020-04-01 20:00:00+00:00,True,2020-04-01 16:40:00+00:00,0,6148.6,2020-04-01 16:45:00+00:00,2020-04-01 16:45:00+00:00,6176.52,PROFIT_CEILING_GAP_OPEN,0.5155037694837387,True,0.25477707006369427,0.02216560509553862,0.08699999999998909,0.23261146496815566
F10,0.1,external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 16:15:00+00:00,6195.7,6337.0,6180.0,157.0,6282.05,6148.6,2020-04-01 20:00:00+00:00,True,2020-04-01 16:40:00+00:00,0,6148.6,2020-04-01 16:45:00+00:00,2020-04-01 16:45:00+00:00,6176.52,PROFIT_CEILING_GAP_OPEN,1.1478477008247228,True,0.25477707006369427,0.02216560509553862,0.08699999999998909,0.23261146496815566
F15,0.15,external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 16:10:00+00:00,6203.55,6337.0,6180.0,157.0,6282.05,6148.6,2020-04-01 20:00:00+00:00,True,2020-04-01 16:40:00+00:00,0,6148.6,2020-04-01 16:45:00+00:00,2020-04-01 16:45:00+00:00,6176.52,PROFIT_CEILING_GAP_OPEN,1.7785912904707661,True,0.25477707006369427,0.02216560509553862,0.08699999999998909,0.23261146496815566
F05,0.05,external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 15:00:00+00:00,7654.4,7738.0,7650.0,88.0,7707.2,7632.4,2020-04-27 20:00:00+00:00,False,,0,,2020-04-27 18:55:00+00:00,2020-04-27 19:00:00+00:00,7707.54,PRE_ACT_CLOSE_INVALIDATION_F65,-3.871206103678903,False,,,,
F10,0.1,external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 15:00:00+00:00,7658.8,7738.0,7650.0,88.0,7707.2,7632.4,2020-04-27 20:00:00+00:00,False,,0,,2020-04-27 18:55:00+00:00,2020-04-27 19:00:00+00:00,7707.54,PRE_ACT_CLOSE_INVALIDATION_F65,-3.5819606204627203,False,,,,
F15,0.15,external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 14:55:00+00:00,7663.2,7738.0,7650.0,88.0,7707.2,7632.4,2020-04-27 20:00:00+00:00,False,,0,,2020-04-27 18:55:00+00:00,2020-04-27 19:00:00+00:00,7707.54,PRE_ACT_CLOSE_INVALIDATION_F65,-3.293047290948969,False,,,,
F05,0.05,external,2020-05-15,2020-05-15 15:10:00+00:00,2020-05-15 15:40:00+00:00,9472.0,9700.0,9460.0,240.0,9616.0,9412.0,2020-05-15 20:00:00+00:00,True,2020-05-15 19:15:00+00:00,0,9412.0,2020-05-15 19:25:00+00:00,2020-05-15 19:25:00+00:00,9412.0,PROFIT_CEILING_HIT,2.767229729729715,True,0.5833333333333334,0.2,0.34285714285714286,0.38333333333333336
F10,0.1,external,2020-05-15,2020-05-15 15:10:00+00:00,2020-05-15 15:40:00+00:00,9484.0,9700.0,9460.0,240.0,9616.0,9412.0,2020-05-15 20:00:00+00:00,True,2020-05-15 19:15:00+00:00,0,9412.0,2020-05-15 19:25:00+00:00,2020-05-15 19:25:00+00:00,9412.0,PROFIT_CEILING_HIT,3.3958667229017196,True,0.5833333333333334,0.2,0.34285714285714286,0.38333333333333336
F10,0.1,external,2020-06-29,2020-06-29 13:35:00+00:00,2020-06-29 13:55:00+00:00,9038.866,9136.66,9028.0,108.65999999999985,9098.629,9006.268,2020-06-29 20:00:00+00:00,False,,0,,2020-06-29 15:40:00+00:00,2020-06-29 15:45:00+00:00,9124.03,PRE_ACT_CLOSE_INVALIDATION_F65,-5.110989188245529,False,,,,
F15,0.15,external,2020-06-29,2020-06-29 13:35:00+00:00,2020-06-29 13:55:00+00:00,9044.298999999999,9136.66,9028.0,108.65999999999985,9098.629,9006.268,2020-06-29 20:00:00+00:00,False,,0,,2020-06-29 15:40:00+00:00,2020-06-29 15:45:00+00:00,9124.03,PRE_ACT_CLOSE_INVALIDATION_F65,-4.807804297491769,False,,,,
F15,0.15,external,2020-11-26,2020-11-26 17:30:00+00:00,2020-11-26 19:35:00+00:00,16512.1315,17646.21,16312.0,1334.2099999999991,17179.2365,16045.158,2020-11-26 20:00:00+00:00,False,,0,,2020-11-26 20:00:00+00:00,2020-11-26 20:00:00+00:00,16536.56,TIME_EXIT_SESSION_END,-1.1397137068585468,False,,,,
F05,0.05,external,2021-06-10,2021-06-10 17:30:00+00:00,2021-06-10 19:30:00+00:00,36342.2185,38489.0,36229.23,2259.769999999997,37698.080500000004,35777.276000000005,2021-06-10 20:00:00+00:00,False,,0,,2021-06-10 20:00:00+00:00,2021-06-10 20:00:00+00:00,36664.54,TIME_EXIT_SESSION_END,-4.834532525855573,False,,,,
F10,0.1,external,2021-06-10,2021-06-10 17:30:00+00:00,2021-06-10 17:50:00+00:00,36455.207,38489.0,36229.23,2259.769999999997,37698.080500000004,35777.276000000005,2021-06-10 20:00:00+00:00,False,,0,,2021-06-10 20:00:00+00:00,2021-06-10 20:00:00+00:00,36664.54,TIME_EXIT_SESSION_END,-3.271098770609093,False,,,,
F15,0.15,external,2021-06-10,2021-06-10 17:30:00+00:00,2021-06-10 18:00:00+00:00,36568.1955,38489.0,36229.23,2259.769999999997,37698.080500000004,35777.276000000005,2021-06-10 20:00:00+00:00,False,,0,,2021-06-10 20:00:00+00:00,2021-06-10 20:00:00+00:00,36664.54,TIME_EXIT_SESSION_END,-1.7173264182532173,False,,,,
F05,0.05,external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 15:10:00+00:00,33395.5,34450.0,33340.0,1110.0,34061.5,33118.0,2021-07-12 20:00:00+00:00,True,2021-07-12 16:15:00+00:00,0,33118.0,2021-07-12 16:20:00+00:00,2021-07-12 16:20:00+00:00,33179.56,PROFIT_CEILING_GAP_OPEN,2.8330703238460657,True,0.5635855855855871,0.14454054054054263,0.2564659995524184,0.4190450450450445
F10,0.1,external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 15:10:00+00:00,33451.0,34450.0,33340.0,1110.0,34061.5,33118.0,2021-07-12 20:00:00+00:00,True,2021-07-12 16:15:00+00:00,0,33118.0,2021-07-12 16:20:00+00:00,2021-07-12 16:20:00+00:00,33179.56,PROFIT_CEILING_GAP_OPEN,3.657277809333071,True,0.5635855855855871,0.14454054054054263,0.2564659995524184,0.4190450450450445
F15,0.15,external,2021-07-12,2021-07-12 13:35:00+00:00,2021-07-12 15:30:00+00:00,33506.5,34450.0,33340.0,1110.0,34061.5,33118.0,2021-07-12 20:00:00+00:00,True,2021-07-12 16:15:00+00:00,0,33118.0,2021-07-12 16:20:00+00:00,2021-07-12 16:20:00+00:00,33179.56,PROFIT_CEILING_GAP_OPEN,4.478754868458401,True,0.5635855855855871,0.14454054054054263,0.2564659995524184,0.4190450450450445
F05,0.05,external,2021-07-13,2021-07-13 19:30:00+00:00,2021-07-13 19:50:00+00:00,32312.542,33329.84,32259.0,1070.8399999999965,32955.045999999995,32044.832000000002,2021-07-13 20:00:00+00:00,False,,0,,2021-07-13 20:00:00+00:00,2021-07-13 20:00:00+00:00,32306.71,TIME_EXIT_SESSION_END,-0.3097564035661079,False,,,,
F10,0.1,external,2021-07-13,2021-07-13 19:30:00+00:00,2021-07-13 19:45:00+00:00,32366.084,33329.84,32259.0,1070.8399999999965,32955.045999999995,32044.832000000002,2021-07-13 20:00:00+00:00,False,,0,,2021-07-13 20:00:00+00:00,2021-07-13 20:00:00+00:00,32306.71,TIME_EXIT_SESSION_END,0.5172255747714186,True,,,,
F15,0.15,external,2021-07-13,2021-07-13 19:30:00+00:00,2021-07-13 19:45:00+00:00,32419.626,33329.84,32259.0,1070.8399999999965,32955.045999999995,32044.832000000002,2021-07-13 20:00:00+00:00,False,,0,,2021-07-13 20:00:00+00:00,2021-07-13 20:00:00+00:00,32306.71,TIME_EXIT_SESSION_END,1.3414759812466874,True,,,,
F05,0.05,external,2021-07-19,2021-07-19 13:45:00+00:00,2021-07-19 14:30:00+00:00,30605.472,31659.44,30550.0,1109.4399999999987,31271.136,30328.112,2021-07-19 20:00:00+00:00,False,,0,,2021-07-19 20:00:00+00:00,2021-07-19 20:00:00+00:00,30735.0,TIME_EXIT_SESSION_END,-2.5160921811628207,False,,,,
F10,0.1,external,2021-07-19,2021-07-19 13:45:00+00:00,2021-07-19 14:30:00+00:00,30660.944,31659.44,30550.0,1109.4399999999987,31271.136,30328.112,2021-07-19 20:00:00+00:00,False,,0,,2021-07-19 20:00:00+00:00,2021-07-19 20:00:00+00:00,30735.0,TIME_EXIT_SESSION_END,-1.607660142492739,False,,,,
F15,0.15,external,2021-07-19,2021-07-19 13:45:00+00:00,2021-07-19 14:30:00+00:00,30716.416,31659.44,30550.0,1109.4399999999987,31271.136,30328.112,2021-07-19 20:00:00+00:00,False,,0,,2021-07-19 20:00:00+00:00,2021-07-19 20:00:00+00:00,30735.0,TIME_EXIT_SESSION_END,-0.7025092510793304,False,,,,
F15,0.15,reference_validation,2025-07-07,2025-07-07 13:45:00+00:00,2025-07-07 14:50:00+00:00,108128.98,109041.2,107968.0,1073.199999999997,108665.58,107753.36,2025-07-07 20:00:00+00:00,True,2025-07-07 17:05:00+00:00,0,107753.36,2025-07-07 17:10:00+00:00,2025-07-07 17:10:00+00:00,107811.8,PROFIT_CEILING_GAP_OPEN,1.0666743365192026,True,0.4770778978755138,0.14554603056280052,0.3050781249999943,0.3315318673127133
F10,0.1,reference_validation,2025-08-14,2025-08-14 16:30:00+00:00,2025-08-14 18:30:00+00:00,117874.0,122050.0,117410.0,4640.0,120426.0,116482.0,2025-08-14 20:00:00+00:00,False,,0,,2025-08-14 20:00:00+00:00,2025-08-14 20:00:00+00:00,117889.4,TIME_EXIT_SESSION_END,-0.4653239900232361,False,,,,
F15,0.15,reference_validation,2025-08-14,2025-08-14 16:30:00+00:00,2025-08-14 18:50:00+00:00,118106.0,122050.0,117410.0,4640.0,120426.0,116482.0,2025-08-14 20:00:00+00:00,False,,0,,2025-08-14 20:00:00+00:00,2025-08-14 20:00:00+00:00,117889.4,TIME_EXIT_SESSION_END,0.5169728887609696,True,,,,
F05,0.05,reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,2026-01-13 14:10:00+00:00,91891.90000000001,92676.6,91850.6,826.0,92387.5,91685.40000000001,2026-01-13 20:00:00+00:00,False,,0,,2026-01-13 14:30:00+00:00,2026-01-13 14:35:00+00:00,92410.0,PRE_ACT_CLOSE_INVALIDATION_F65,-3.2190732806699924,False,,,,
F10,0.1,reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,2026-01-13 14:10:00+00:00,91933.20000000001,92676.6,91850.6,826.0,92387.5,91685.40000000001,2026-01-13 20:00:00+00:00,False,,0,,2026-01-13 14:30:00+00:00,2026-01-13 14:35:00+00:00,92410.0,PRE_ACT_CLOSE_INVALIDATION_F65,-2.993187227247551,False,,,,
F15,0.15,reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,2026-01-13 14:15:00+00:00,91974.5,92676.6,91850.6,826.0,92387.5,91685.40000000001,2026-01-13 20:00:00+00:00,False,,0,,2026-01-13 14:30:00+00:00,2026-01-13 14:35:00+00:00,92410.0,PRE_ACT_CLOSE_INVALIDATION_F65,-2.767504036444923,False,,,,
F05,0.05,reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 15:00:00+00:00,65834.88,68127.8,65714.2,2413.600000000006,67283.04000000001,65231.479999999996,2026-02-27 20:00:00+00:00,True,2026-02-27 17:20:00+00:00,0,65231.479999999996,2026-02-27 17:25:00+00:00,2026-02-27 17:25:00+00:00,65290.8,PROFIT_CEILING_GAP_OPEN,3.73215608504186,True,0.2627610208816687,0.17542260523698755,0.6676127404604165,0.08733841564468114
F10,0.1,reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 15:00:00+00:00,65955.56,68127.8,65714.2,2413.600000000006,67283.04000000001,65231.479999999996,2026-02-27 20:00:00+00:00,True,2026-02-27 17:20:00+00:00,0,65231.479999999996,2026-02-27 17:25:00+00:00,2026-02-27 17:25:00+00:00,65290.8,PROFIT_CEILING_GAP_OPEN,4.639453838311669,True,0.2627610208816687,0.17542260523698755,0.6676127404604165,0.08733841564468114
F15,0.15,reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 15:00:00+00:00,66076.23999999999,68127.8,65714.2,2413.600000000006,67283.04000000001,65231.479999999996,2026-02-27 20:00:00+00:00,True,2026-02-27 17:20:00+00:00,0,65231.479999999996,2026-02-27 17:25:00+00:00,2026-02-27 17:25:00+00:00,65290.8,PROFIT_CEILING_GAP_OPEN,5.543437459516365,True,0.2627610208816687,0.17542260523698755,0.6676127404604165,0.08733841564468114
F05,0.05,reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 17:15:00+00:00,81357.435,82828.7,81280.0,1548.699999999997,82286.655,80970.26,2026-05-06 20:00:00+00:00,False,,0,,2026-05-06 20:00:00+00:00,2026-05-06 20:00:00+00:00,81416.5,TIME_EXIT_SESSION_END,-0.7629969405992695,False,,,,
F10,0.1,reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 15:35:00+00:00,81434.87,82828.7,81280.0,1548.699999999997,82286.655,80970.26,2026-05-06 20:00:00+00:00,False,,0,,2026-05-06 20:00:00+00:00,2026-05-06 20:00:00+00:00,81416.5,TIME_EXIT_SESSION_END,-0.28721047875439576,False,,,,
F15,0.15,reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 15:35:00+00:00,81512.305,82828.7,81280.0,1548.699999999997,82286.655,80970.26,2026-05-06 20:00:00+00:00,False,,0,,2026-05-06 20:00:00+00:00,2026-05-06 20:00:00+00:00,81416.5,TIME_EXIT_SESSION_END,0.18767200853904187,True,,,,
F10,0.1,reference_validation,2026-06-03,2026-06-03 13:50:00+00:00,2026-06-03 14:30:00+00:00,66702.8,67448.0,66620.0,828.0,67158.2,66454.4,2026-06-03 20:00:00+00:00,True,2026-06-03 15:15:00+00:00,0,66454.4,2026-06-03 15:25:00+00:00,2026-06-03 15:25:00+00:00,66454.4,PROFIT_CEILING_HIT,1.4619908009859244,True,1.7161835748792271,0.20000000000000703,0.11653764954257975,1.51618357487922
F15,0.15,reference_validation,2026-06-03,2026-06-03 13:50:00+00:00,2026-06-03 14:30:00+00:00,66744.2,67448.0,66620.0,828.0,67158.2,66454.4,2026-06-03 20:00:00+00:00,True,2026-06-03 15:15:00+00:00,0,66454.4,2026-06-03 15:25:00+00:00,2026-06-03 15:25:00+00:00,66454.4,PROFIT_CEILING_HIT,1.7709751558937064,True,1.7161835748792271,0.20000000000000703,0.11653764954257975,1.51618357487922
