scope,sessions,k1_qualified,k1_rate,causal_leave,leave_rate,h2,opposite_break_before_h2,ambiguous_h2_vs_opposite,no_h2_by_end,h2_rate,resolved_h2_share,median_minutes_leave_to_h2
POOLED,1095,278,0.25388127853881276,162,0.5827338129496403,126,14,0,22,0.7777777777777778,0.9,20.0
Monday,157,36,0.22929936305732485,21,0.5833333333333334,17,1,0,3,0.8095238095238095,0.9444444444444444,15.0
Tuesday,157,41,0.2611464968152866,26,0.6341463414634146,21,2,0,3,0.8076923076923077,0.9130434782608695,35.0
Wednesday,156,35,0.22435897435897437,24,0.6857142857142857,22,1,0,1,0.9166666666666666,0.9565217391304348,22.5
Thursday,156,43,0.27564102564102566,19,0.4418604651162791,12,5,0,2,0.631578947368421,0.7058823529411765,12.5
Friday,156,48,0.3076923076923077,25,0.5208333333333334,19,1,0,5,0.76,0.95,30.0
Saturday,156,40,0.2564102564102564,28,0.7,23,2,0,3,0.8214285714285714,0.92,25.0
Sunday,157,35,0.2229299363057325,19,0.5428571428571428,12,2,0,5,0.631578947368421,0.8571428571428571,12.5
