lookback_min,hold_min,character_rule,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak,evaluable_anchors,supportive_anchors,a660_trades,a660_wr,a660_net,a660_exp,a660_pf,a660_dd,a660_evaluable,a660_supportive,a675_trades,a675_wr,a675_net,a675_exp,a675_pf,a675_dd,a675_evaluable,a675_supportive,a690_trades,a690_wr,a690_net,a690_exp,a690_pf,a690_dd,a690_evaluable,a690_supportive,a705_trades,a705_wr,a705_net,a705_exp,a705_pf,a705_dd,a705_evaluable,a705_supportive,y2022_trades,y2022_wr,y2022_net,y2022_exp,y2022_pf,y2023_trades,y2023_wr,y2023_net,y2023_exp,y2023_pf,y2024_trades,y2024_wr,y2024_net,y2024_exp,y2024_pf,years_wr55,min_year_exp,anchor_gate,pooled_gate,era_gate,candidate_gate
15,60,ALL,3094,0.42436974789915966,-1358.445266565115,-0.4390579400662944,0.7808368925424711,1361.999879116007,19,13,4,0,770,0.44415584415584414,-331.70730080467587,-0.4307887023437349,0.7773644866462478,356.0364902404079,True,False,777,0.425997425997426,-232.313203058356,-0.2989873913234955,0.8418064812225884,295.45691873615976,True,False,773,0.4204398447606727,-328.50718293564626,-0.42497695075762776,0.7747360925212362,331.2970144790384,True,False,774,0.4069767441860465,-465.9175797664369,-0.6019606973726576,0.7384775482712829,485.2575710356945,True,False,1013,0.42941757156959526,-370.4867270553474,-0.3657322083468385,0.849713583903918,1034,0.4284332688588008,-273.15152145961457,-0.2641697499609425,0.8369437489886185,1047,0.4154727793696275,-714.807018050153,-0.6827192149476151,0.6526568616864544,0,-0.6827192149476151,False,False,False,False
15,60,DRIVE_UP,1518,0.40974967061923584,-738.4537313405656,-0.48646490865649905,0.7608078624427077,743.6256100970061,19,9,4,0,371,0.4123989218328841,-374.5579834601052,-1.0095902519140303,0.5421964112089863,380.594237621661,True,False,377,0.4217506631299735,-19.898013781619014,-0.05277987740482497,0.9701887128141442,150.69051422903223,True,False,394,0.41116751269035534,-114.92736816392417,-0.2916938278272187,0.8378834646318118,165.14915395929796,True,False,376,0.39361702127659576,-229.0703659349171,-0.6092296966354178,0.74340625098538,245.70600407775908,True,False,493,0.40162271805273836,-136.2098773391756,-0.2762877836494434,0.88739222018114,496,0.4092741935483871,-226.16866348334634,-0.4559852086357789,0.7375626189114404,529,0.41776937618147447,-376.07519051804366,-0.7109171843441279,0.6298059049930981,0,-0.7109171843441279,False,False,False,False
15,60,DRIVE_DOWN,1576,0.4384517766497462,-619.9915352245496,-0.3933956441780137,0.8007129243392671,642.3711618119129,11,9,4,0,399,0.47368421052631576,42.850682655429324,0.10739519462513615,1.0637897378453676,104.01336998531839,True,False,400,0.43,-212.4151892767369,-0.5310379731918422,0.7348364281956282,224.11170101830533,True,False,379,0.43007915567282323,-213.5798147717221,-0.5635351313238051,0.7150001264708714,222.04717249296047,True,False,398,0.41959798994974873,-236.84721383151972,-0.5950935020892455,0.7335271499164409,255.36791044605448,True,False,520,0.45576923076923076,-234.27684971617174,-0.4505324033003303,0.813415721125605,538,0.44609665427509293,-46.98285797626825,-0.08732873229789638,0.9422387556578743,518,0.41312741312741313,-338.7318275321094,-0.6539224469731841,0.6749342748361693,0,-0.6539224469731841,False,False,False,False
15,60,STR_B0_20,613,0.38499184339314846,-481.4137146266278,-0.7853404806307142,0.5958989647282826,491.8618354863568,18,7,4,0,155,0.3935483870967742,-95.87001991103261,-0.618516257490533,0.6569494468706012,149.37486773246013,True,False,144,0.3472222222222222,-161.5490692018219,-1.1218685361237632,0.4186797431810573,171.42020048587415,True,False,155,0.4064516129032258,-116.43434061470543,-0.7511892942884222,0.5942638228124667,134.39062680584954,True,False,159,0.389937106918239,-107.56028489906787,-0.6764797792394206,0.6900155536679424,123.98247815098163,True,False,201,0.40298507462686567,-164.7552868706287,-0.8196780441324811,0.6377040946515882,195,0.40512820512820513,-99.17938594373834,-0.5086122356089146,0.6728266181247169,217,0.35023041474654376,-217.47904181226076,-1.0022075659551186,0.4982333413042863,0,-1.0022075659551186,False,False,False,False
15,60,STR_B20_40,624,0.3958333333333333,-368.5052184751083,-0.5905532347357505,0.6698513905903987,375.25304918153637,12,7,4,0,160,0.425,-94.6593470357885,-0.5916209189736781,0.6435652981753099,99.43554067993736,True,False,162,0.4012345679012346,-135.17275701267772,-0.8343997346461588,0.588267213047921,135.17275701267772,True,False,156,0.41025641025641024,-29.192348748379615,-0.18713044069474113,0.8617821607169095,56.36796288169459,True,False,146,0.3424657534246575,-109.48076567826242,-0.7498682580702906,0.6480844774210951,149.37057289660078,True,False,231,0.3939393939393939,-213.7922364956123,-0.9255075172970229,0.5817352665076,183,0.3551912568306011,-64.55873841943239,-0.3527799913630185,0.7543870549328283,210,0.43333333333333335,-90.1542435600636,-0.4293059217145886,0.7365385565227126,0,-0.9255075172970229,False,False,False,False
15,60,STR_B40_60,618,0.41585760517799353,-336.2926876261621,-0.5441629249614274,0.6996100325404715,341.0829261901368,13,8,4,0,150,0.4866666666666667,-102.86862275881805,-0.6857908183921203,0.5864573734274204,113.61497787683186,True,False,153,0.41830065359477125,-78.26654143648442,-0.5115460224606825,0.7206827395508423,99.62443833280452,True,False,157,0.4012738853503185,-49.50776115624495,-0.31533605832003153,0.813040515101341,62.91774041590965,True,False,158,0.36075949367088606,-105.64976227461469,-0.6686693814849031,0.6756814784388209,105.64976227461473,True,False,190,0.4,-144.89658533644788,-0.7626136070339362,0.6385569965952499,219,0.4520547945205479,-25.964817022839096,-0.11856080832346619,0.916230039262627,209,0.3923444976076555,-165.43128526687508,-0.791537250080742,0.5952087346744781,0,-0.791537250080742,False,False,False,False
15,60,STR_B60_80,593,0.4654300168634064,-144.63375324378632,-0.24390177612780153,0.8632636375840793,279.5963990052854,10,13,4,0,144,0.4791666666666667,-21.392452156657924,-0.14855869553234669,0.9115171613291921,80.4403929014745,True,False,158,0.4810126582278481,82.55543825630585,0.5225027737740876,1.3878083212413599,50.455475856216154,True,False,145,0.42758620689655175,-135.73787014494184,-0.9361232423789092,0.5533715417674075,143.08225827477887,True,False,146,0.4726027397260274,-70.05886919849237,-0.4798552684828245,0.7658406743155592,102.77673261299027,True,False,188,0.5319148936170213,41.79446387387245,0.22231097805251304,1.1212006984699727,203,0.4433497536945813,5.0452155835588,0.024853278736742857,1.017097719819486,202,0.42574257425742573,-191.4734327012176,-0.947888280699097,0.5417523335549167,0,-0.947888280699097,False,False,False,False
15,60,STR_B80_100,646,0.45975232198142413,-27.599892593430553,-0.04272429194029497,0.9838931812316414,322.69089154583787,10,9,4,0,161,0.4409937888198758,-16.916858942378802,-0.10507365802719752,0.9627674449677509,117.09818871571568,True,False,160,0.475,60.11972633632226,0.3757482896020141,1.1628148511907432,134.42742756251312,True,False,160,0.45625,2.3651377286255517,0.014782110803909699,1.006042393403262,107.44548030470936,True,False,165,0.4666666666666667,-73.16789771599956,-0.4434418043393913,0.8532299315562298,153.46898719471864,True,False,203,0.42857142857142855,111.16291777346905,0.5476005801648721,1.1475112237807983,234,0.4700854700854701,-88.49379565716357,-0.37817861391950247,0.8244781942682108,209,0.4784688995215311,-50.26901470973601,-0.24052160148199048,0.8897097161862197,0,-0.37817861391950247,False,False,False,False
15,60,EFF_LOW,1007,0.4141012909632572,-405.737707171735,-0.4029172861685551,0.795251799425508,412.33772947858006,10,9,4,0,256,0.41015625,-84.67043492276522,-0.33074388641705166,0.8271235469353408,132.93706901815438,True,False,245,0.40408163265306124,-141.42475082921092,-0.5772438809355548,0.7032949514703718,168.9101253515271,True,False,256,0.44140625,-29.127433478130136,-0.11377903702394584,0.9332373162015845,85.91587739782449,True,False,250,0.4,-150.51508794162862,-0.6020603517665145,0.7400133867799303,172.11808570364204,True,False,327,0.38837920489296635,-277.0691884821464,-0.8473063867955547,0.6623833962696913,344,0.438953488372093,26.227836090030426,0.07624370956404193,1.0527068275046798,336,0.41369047619047616,-154.89635477961906,-0.4610010558917234,0.7664982508297462,0,-0.8473063867955547,False,False,False,False
15,60,EFF_MID,1042,0.42994241842610365,-328.7700980120653,-0.3155183282265502,0.8340409335889662,534.5363571383892,13,9,4,0,258,0.4883720930232558,-55.64048907214274,-0.2156608103571424,0.8710390724202252,113.05538895116905,True,False,268,0.40298507462686567,-19.60468051693499,-0.07315179297363802,0.9631062632771058,161.08938043793233,True,False,253,0.4031620553359684,-179.92510734059846,-0.7111664321762785,0.6498916639699718,205.46384103895318,True,False,263,0.42585551330798477,-73.59982108238916,-0.27984722845014887,0.8540508334836793,138.3748604456353,True,False,336,0.4732142857142857,148.5177300650105,0.44201705376491224,1.2008878483045695,343,0.4139941690962099,-110.6538854204239,-0.32260607994292684,0.7956342523328304,363,0.4049586776859504,-366.6339426566519,-1.0100108613130907,0.47644239712805914,0,-1.0100108613130907,False,False,False,False
