partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,candidate,role,candidate_scope,fill_delay_min,prefill_bar_count,immediate_fill,prefill_last_close_location_R,prefill_last_close_distance_H_R,prefill_min_low_location_R,prefill_max_close_location_R,prefill_close_range_R,prefill_realized_close_path_R,prefill_signed_efficiency,prefill_upstep_fraction,prefill_upper80_close_fraction,prefill_upper90_close_fraction,prefill_nearH10_high_fraction,prefill_nearH05_high_fraction,prefill_nearH05_episode_count,prefill_last30_range_R,prefill_last30_efficiency,prefill_last30_upstep_fraction,prefill_last60_range_R,prefill_last60_efficiency,prefill_last60_upstep_fraction,stress_outcome,raw_outcome,ref_quotevol_perbar_vs_pre6,ref_basevol_perbar_vs_pre6,ref_trades_perbar_vs_pre6,ref_taker_buy_ratio,pre6_taker_buy_ratio,ref_minus_pre6_taker_buy_ratio,ref_last60_quotevol_vs_prior300,ref_last60_trades_vs_prior300,ref_last60_taker_buy_ratio,ref_last30_quotevol_vs_prior330,ref_last30_trades_vs_prior330,ref_last30_taker_buy_ratio,upper80_quotevol_share,upper90_quotevol_share,nearH10_quotevol_share,nearH05_quotevol_share,nearH10_trades_share,nearH05_trades_share,prefill_quotevol_perbar_vs_ref,prefill_trades_perbar_vs_ref,prefill_taker_buy_ratio,prefill_lastbar_quotevol_vs_refavg,prefill_lastbar_trades_vs_refavg,prefill_last30_quotevol_vs_refavg,prefill_last30_trades_vs_refavg,prefill_last30_taker_buy_ratio
development,2.0,360,15,2023-03-19 15:00:00+00:00,E0_RESTING_H,0.4,21.895,21.233,0.661999999999999,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,21.895,1.0,2023-03-19 15:15:00+00:00,21.882,FAILED_BREAK,-0.0005937428636674,-0.2968714318337118,-0.0010937428636674,-0.5468714318337118,False,False,True,2023-03-19 15:10:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,1.4195465488701833,1.421425605241582,1.3907008835567345,0.49518630531578917,0.4960024419071011,-0.0008161365913119112,0.9034014208901419,0.9170167528344154,0.4819469169945761,0.8673166554899938,0.9071077000083424,0.47301257055724727,0.11544530908357727,0.016351035831364356,0.09904363201088748,0.08269259617952313,0.09495298832414936,0.07827251358329158,,,,,,,,
development,2.0,360,15,2023-03-22 15:00:00+00:00,E0_RESTING_H,0.4,22.949,22.095,0.8540000000000028,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,22.949,1.0,2023-03-22 15:30:00+00:00,22.864,FAILED_BREAK,-0.0037038650921609,-1.8519325460804592,-0.0042038650921609,-2.10193254608046,False,False,True,2023-03-22 15:25:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,15.0,3.0,0.0,0.955503512880562,0.044496487119438,0.7096018735362994,0.955503512880562,0.0983606557377041,0.2412177985948506,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,,,FAIL,FAIL,1.7556482355318426,1.7453391039152606,1.6581050836619418,0.5030548704824108,0.4969949210033647,0.006059949479046145,1.3963190406986907,1.4107940810197055,0.5152059933643808,2.2955294206538324,2.2828720991401985,0.5161657520788095,0.07837110733447075,0.0,0.07837110733447075,0.07837110733447075,0.06780363085800803,0.06780363085800803,1.9624638393212865,1.8807901615460427,0.499056939713998,1.246442418296783,1.4408021596606249,,,
development,2.0,360,15,2023-03-23 15:00:00+00:00,E0_RESTING_H,0.4,22.065,21.365,0.7000000000000028,2023-03-23 15:00:00+00:00,2023-03-23 15:05:00+00:00,2023-03-23 15:00:00+00:00,22.065,1.0,2023-03-23 15:10:00+00:00,22.345,TARGET,0.0126897801948788,6.344890097439437,0.0121897801948788,6.094890097439437,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,WIN,WIN,1.5494283389873247,1.5406639613312467,1.460390482269816,0.501552131704479,0.5034198025012812,-0.0018676707968021677,2.180085216847629,1.8874701546766324,0.5250298132649924,3.0539450848482144,2.5089588706393378,0.5292260474293202,0.09761402311027205,0.09761402311027205,0.09761402311027205,0.09761402311027205,0.07822006521269487,0.07822006521269487,,,,,,,,
development,2.0,360,15,2023-03-28 15:00:00+00:00,E0_RESTING_H,0.4,20.389,19.6,0.7889999999999979,2023-03-28 18:45:00+00:00,2023-03-28 18:45:00+00:00,2023-03-28 18:45:00+00:00,20.389,1.0,2023-03-28 19:50:00+00:00,20.7046,TARGET,0.0154789347197017,7.739467359850871,0.0149789347197017,7.489467359850871,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,225.0,45.0,0.0,0.8060836501901152,0.1939163498098847,0.533586818757922,0.9721166032953124,0.3764258555133097,1.7667934093789677,-0.0344332855093243,0.4444444444444444,0.2444444444444444,0.0666666666666666,0.1333333333333333,0.0666666666666666,2.0,0.2154626108998714,0.6420233463035039,0.6666666666666666,0.2179974651457509,0.3218673218673252,0.5,WIN,WIN,2.0619236780439847,2.052186653240698,2.022997768410612,0.5032362860346755,0.5031418703499558,9.44156847196842e-05,1.6489673591468068,1.5614947150735294,0.5101852055457214,1.3224043974531128,1.2607755886686767,0.47752442062738554,0.1310056762037195,0.025104203276561637,0.0997292294853484,0.041326434302721475,0.08767537043927422,0.037085512924336275,0.7816830997044335,0.7369826435246997,0.5234575427986148,1.4282496738600112,1.1727636849132177,0.6045894877220885,0.5316990960625095,0.5721283675581642
development,2.0,360,15,2023-03-29 15:00:00+00:00,E0_RESTING_H,0.4,21.504,20.968,0.5360000000000014,2023-03-30 02:35:00+00:00,2023-03-30 02:35:00+00:00,2023-03-30 02:35:00+00:00,21.504,1.0,2023-03-30 02:50:00+00:00,21.438,FAILED_BREAK,-0.0030691964285715,-1.534598214285754,-0.0035691964285715,-1.784598214285754,False,False,True,2023-03-30 02:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,695.0,139.0,0.0,0.89179104477612,0.10820895522388,-0.4962686567164133,0.89179104477612,1.2518656716417933,9.085820895522334,0.0792607802874751,0.5107913669064749,0.0071942446043165,0.0,0.0071942446043165,0.0071942446043165,1.0,1.0876865671641731,0.9730769230769176,0.8333333333333334,1.19962686567164,0.7399723374827013,0.6666666666666666,FAIL,FAIL,0.9134888318001081,0.9103083497388844,0.8783376071110411,0.4739886968023456,0.5170703664647479,-0.04308166966240229,1.639633137973574,1.615975502153942,0.4867011566195934,1.5328460060664049,1.5182572984554952,0.46482225367868374,0.043473738141209646,0.016869077954841914,0.05797357153434382,0.020932201401177516,0.06390299117999754,0.023002611258671507,0.800095941322353,0.8036094340074456,0.4857620589441533,5.2760908338350845,4.9447601116229025,2.4077965554770837,2.2871936253908483,0.5198671194061874
development,2.0,360,15,2023-03-31 15:00:00+00:00,E0_RESTING_H,0.4,20.917,20.206,0.7110000000000021,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,20.917,1.0,2023-03-31 15:20:00+00:00,20.755,FAILED_BREAK,-0.0077448964956734,-3.872448247836724,-0.0082448964956734,-4.122448247836724,False,False,True,2023-03-31 15:15:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,1.5058685682093784,1.4926649807557846,1.4226861465440521,0.5142792784008577,0.4791690799904715,0.03511019841038626,1.5290927275821347,1.6236793039154755,0.5012730317103758,1.3840394182449123,1.3973198286852355,0.4854021466154258,0.14008630535973,0.049641252422234404,0.1195740234465174,0.06846153483288012,0.12221961581567493,0.06943988323298668,,,,,,,,
development,2.0,360,15,2023-04-01 15:00:00+00:00,E0_RESTING_H,0.4,21.111,20.86,0.2510000000000012,2023-04-01 20:30:00+00:00,2023-04-01 20:40:00+00:00,2023-04-01 20:30:00+00:00,21.111,1.0,2023-04-01 20:50:00+00:00,21.105,FAILED_BREAK,-0.0002842120221685,-0.1421060110842753,-0.0007842120221685,-0.3921060110842753,False,False,True,2023-04-01 20:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,330.0,66.0,0.0,0.7091633466135456,0.2908366533864543,-0.5179282868525832,0.717131474103581,0.8247011952191224,6.159362549800779,0.0996119016817591,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.5418326693227177,0.4458874458874493,0.6666666666666666,0.7529880478087615,0.3701298701298771,0.6666666666666666,FAIL,FAIL,0.9767735930843013,0.9781539585487466,0.8592450042764949,0.47445319632101846,0.5034037773854532,-0.02895058106443471,1.5954164770083998,1.5830193456148451,0.4611372245311086,1.590305491825101,1.6484834295822275,0.47670533523558734,0.15358296077187675,0.014043885068433107,0.1225119153574242,0.061750392971646646,0.10331877926837545,0.05921543786620818,1.166275633188616,1.1795085895033863,0.4888658851657026,0.6906109049100327,0.9903400221704409,1.4314052311975927,1.5989864941293577,0.4949349616320419
development,2.0,360,15,2023-04-03 15:00:00+00:00,E0_RESTING_H,0.4,20.599,20.102,0.4969999999999999,2023-04-03 18:35:00+00:00,2023-04-03 18:50:00+00:00,2023-04-03 18:35:00+00:00,20.599,1.0,2023-04-03 19:30:00+00:00,20.7978,TARGET,0.0096509539298024,4.82547696490121,0.0091509539298024,4.57547696490121,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,215.0,43.0,0.0,0.7243460764587515,0.2756539235412484,-0.0905432595573475,0.7243460764587515,0.7243460764587515,2.8370221327967817,0.2212765957446816,0.5348837209302325,0.0,0.0,0.0,0.0,0.0,0.5895372233400389,0.4405594405594482,0.6666666666666666,0.5895372233400389,0.4352941176470631,0.6666666666666666,WIN,WIN,1.0615463517842578,1.0540159599734,1.090016788349666,0.48681454010347674,0.4957889736850439,-0.008974433581567132,1.6742543956345088,1.571618224444256,0.4419546104603244,2.305751758364775,2.0894467649816724,0.43020546530837006,0.08565821683659045,0.042817241282919104,0.06655286222198475,0.06655286222198475,0.06047581182437515,0.06047581182437515,1.2472299910084261,1.2410391072118463,0.5016970698276865,2.0287894849795745,2.1363821968150263,1.871774733618499,1.8311233371300852,0.5074259042277328
development,2.0,360,15,2023-04-04 15:00:00+00:00,E0_RESTING_H,0.4,21.269,20.55,0.7189999999999976,2023-04-05 00:55:00+00:00,2023-04-05 01:05:00+00:00,2023-04-05 00:55:00+00:00,21.269,1.0,2023-04-05 01:20:00+00:00,21.227,FAILED_BREAK,-0.0019747049696741,-0.9873524848370564,-0.0024747049696741,-1.2373524848370565,False,False,True,2023-04-05 01:15:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,595.0,119.0,0.0,0.9290681502086252,0.0709318497913748,0.1585535465924911,0.9290681502086252,0.6884561891516031,4.3963838664812105,0.0869977855109143,0.5546218487394958,0.0336134453781512,0.0168067226890756,0.0336134453781512,0.0168067226890756,1.0,0.4019471488178058,0.6799999999999822,0.6666666666666666,0.5897079276773308,0.5815738963531637,0.5833333333333334,FAIL,FAIL,2.7462986339027236,2.6901685361166203,2.3373022363241853,0.5165849080189825,0.4739610731194108,0.042623834899571666,0.7413862040189294,0.8014744488408472,0.5328367935946374,0.8774482353642746,0.8718897582293649,0.5228809987355237,0.016402783250339767,0.0,0.05329825513740373,0.05329825513740373,0.04621176426682092,0.04621176426682092,0.5264026489387218,0.5834242001016191,0.5042603861319518,1.0727856566951437,1.1231893861290065,1.562697242765832,1.485718017736435,0.5443425251745055
development,2.0,360,15,2023-04-06 15:00:00+00:00,E0_RESTING_H,0.4,20.765,20.345,0.4200000000000017,2023-04-06 15:25:00+00:00,2023-04-06 15:35:00+00:00,2023-04-06 15:25:00+00:00,20.765,1.0,2023-04-06 15:50:00+00:00,20.749,FAILED_BREAK,-0.0007705273296413,-0.3852636648206675,-0.0012705273296413,-0.6352636648206675,False,False,True,2023-04-06 15:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,25.0,5.0,0.0,0.9095238095238092,0.0904761904761907,0.5714285714285738,0.9095238095238092,0.1690476190476219,0.4285714285714261,0.6777777777777783,0.6,0.8,0.2,0.6,0.0,0.0,,,,,,,FAIL,FAIL,1.968102497212982,1.979296402812629,1.7407900688546012,0.4759058166784509,0.47128642440968654,0.004619392268764344,0.8769439120785631,0.9395015047457366,0.5093611844027931,0.8128850755970646,0.8764202552952728,0.4919112325762241,0.09572215587827841,0.015452302682307335,0.10623532734953049,0.058233470686055895,0.09756326418662394,0.04878524100298818,1.111275401491881,1.0817721190074054,0.5444932539698488,0.5708366276242471,0.608548785241003,,,
development,2.0,360,15,2023-04-09 15:00:00+00:00,E0_RESTING_H,0.4,20.32,20.0,0.3200000000000003,2023-04-09 19:15:00+00:00,2023-04-09 19:15:00+00:00,2023-04-09 19:15:00+00:00,20.32,1.0,2023-04-09 19:30:00+00:00,20.317,FAILED_BREAK,-0.0001476377952756,-0.0738188976378007,-0.0006476377952756,-0.3238188976378007,False,False,True,2023-04-09 19:25:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,255.0,51.0,0.0,0.8375000000000014,0.1624999999999986,0.1249999999999972,0.8375000000000014,0.7,2.778125000000051,0.1991001124859349,0.5294117647058824,0.0196078431372549,0.0,0.0,0.0,0.0,0.4624999999999986,0.8311688311688132,0.6666666666666666,0.5843750000000031,0.6349206349206203,0.6666666666666666,FAIL,FAIL,1.0114940717405354,1.0060155275164162,1.0526468075725426,0.4957902455814789,0.4907072174285893,0.005083028152889579,1.330158568589735,1.267453116540058,0.4559517790288769,0.834543002366912,0.8895491136482605,0.5012188928390046,0.0,0.0,0.08525931245709102,0.08525931245709102,0.0690454063534863,0.0690454063534863,1.0308893702620148,1.0009431906638753,0.5286255442313527,1.8501261578898611,1.6548907708216076,2.668078032563985,2.2341653686566576,0.5454299665284184
development,2.0,360,15,2023-04-10 15:00:00+00:00,E0_RESTING_H,0.4,20.373,20.063,0.3100000000000023,2023-04-10 16:45:00+00:00,2023-04-10 16:50:00+00:00,2023-04-10 16:45:00+00:00,20.373,1.0,2023-04-10 16:55:00+00:00,20.497000000000003,TARGET,0.0060864870171306,3.0432435085653298,0.0055864870171306,2.7932435085653298,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,105.0,21.0,0.0,0.6741935483870907,0.3258064516129094,0.2967741935483923,0.6741935483870907,0.3258064516128979,1.3451612903225645,0.2757793764987985,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.3999999999999931,0.8878504672897146,0.8333333333333334,0.4290322580645101,0.0841121495326988,0.5833333333333334,WIN,WIN,1.6049496313024725,1.6073834026713378,1.7016501358545584,0.47907467849927377,0.5244541760942024,-0.04537949759492865,1.12103480515984,1.2742926026683175,0.5201391703156043,1.141521576521915,1.216724336793541,0.5269178614808198,0.1829021857831662,0.0,0.08837630010064859,0.066840952863898,0.07498182573475957,0.05351022951500675,1.4822259086030036,1.3841668768452442,0.5038026116684414,2.3053690317410984,2.0525495897808703,1.2526027359000913,1.11522484162426,0.5169700065001392
development,2.0,360,15,2023-04-11 15:00:00+00:00,E0_RESTING_H,0.4,23.253,22.129,1.1239999999999988,2023-04-11 15:00:00+00:00,,2023-04-11 15:00:00+00:00,23.253,1.0,2023-04-12 02:55:00+00:00,22.455,TIME,-0.0343181524964522,-17.1590762482261,-0.0348181524964522,-17.409076248226103,False,False,False,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,1.128954723095127,1.1025690889932909,0.9850224796159415,0.5116334970739498,0.5044706178479286,0.007162879226021213,5.370649199619436,4.431062471500228,0.5216661703639044,2.8142760740900243,2.538739493597968,0.5157696587295898,0.24743090691338152,0.15253591355829552,0.31269441941169523,0.15253591355829552,0.2779688158775224,0.13067779630138204,,,,,,,,
development,2.0,360,15,2023-04-13 15:00:00+00:00,E0_RESTING_H,0.4,25.29,23.967,1.3230000000000004,2023-04-14 01:45:00+00:00,2023-04-14 01:45:00+00:00,2023-04-14 01:45:00+00:00,25.29,1.0,2023-04-14 01:55:00+00:00,25.17,FAILED_BREAK,-0.0047449584816131,-2.37247924080658,-0.0052449584816131,-2.62247924080658,False,False,True,2023-04-14 01:50:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,645.0,129.0,0.0,0.9546485260770984,0.0453514739229015,0.176114890400605,0.9546485260770984,0.6908541194255489,4.043839758125472,0.0859813084112151,0.4961240310077519,0.0310077519379844,0.0077519379844961,0.0310077519379844,0.0077519379844961,1.0,0.2849584278155697,0.5047619047619072,0.6666666666666666,0.5207860922146635,0.4375000000000046,0.6666666666666666,FAIL,FAIL,1.7804864365090018,1.7407273412635444,1.6740558799738792,0.5130233928793506,0.5173708513144754,-0.00434745843512474,0.5572983095208948,0.6239087532658408,0.5294638136242487,0.48677061807815947,0.5792330335628082,0.5433529389563445,0.15243412549547805,0.0,0.20307120324548797,0.20307120324548797,0.17314607318748917,0.17314607318748917,0.477470416640158,0.5304748270451781,0.4877408438928554,1.0944598852229976,1.2633991922279229,1.123849413427814,1.2719713362913116,0.5276979751417346
development,2.0,360,15,2023-04-16 15:00:00+00:00,E0_RESTING_H,0.4,24.359,23.964,0.3950000000000031,2023-04-16 15:55:00+00:00,,2023-04-16 15:55:00+00:00,24.359,1.0,2023-04-16 18:55:00+00:00,24.517000000000003,TARGET,0.0064863089617801,3.243154480890076,0.0059863089617801,2.993154480890076,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,55.0,11.0,0.0,0.9037974683544304,0.0962025316455695,0.546835443037973,0.9037974683544304,0.3569620253164574,0.8253164556962063,0.1533742331288346,0.5454545454545454,0.6363636363636364,0.1818181818181818,0.5454545454545454,0.0909090909090909,1.0,0.2101265822784753,0.4571428571428557,0.6666666666666666,,,,WIN,WIN,1.29504837963235,1.3051622885663687,1.213120570444535,0.48204907404455316,0.4850744758705967,-0.00302540182604355,1.2409087401320582,1.249420470756063,0.491599176085817,0.7385254288213925,0.8356653286156162,0.5118968781770867,0.0,0.0,0.01688246797079799,0.01688246797079799,0.01622119026728584,0.01622119026728584,0.9750112633395815,0.9655207297784713,0.5246615249400077,0.6220590124783452,0.7354747587151448,0.9879202244042281,0.9604314237411458,0.5259543786614022
development,2.0,360,15,2023-04-22 15:00:00+00:00,E0_RESTING_H,0.4,21.65,21.2,0.4499999999999993,2023-04-22 15:00:00+00:00,,2023-04-22 15:00:00+00:00,21.65,1.0,2023-04-22 16:10:00+00:00,21.83,TARGET,0.0083140877598151,4.157043879907563,0.0078140877598151,3.907043879907562,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,WIN,WIN,1.3655244728450568,1.3611413073345158,1.2851001803493343,0.517568961181482,0.5067278116202278,0.010841149561254149,1.559145120975137,1.5505994358251056,0.5105641702622997,2.190905694586715,2.0575187412284204,0.5284308059434367,0.09874206394746815,0.0,0.09874206394746815,0.0660328962723997,0.09431531999154123,0.06277755349212757,,,,,,,,
development,2.0,360,15,2023-04-25 15:00:00+00:00,E0_RESTING_H,0.4,21.163,20.726,0.4370000000000011,2023-04-25 17:55:00+00:00,2023-04-25 17:55:00+00:00,2023-04-25 17:55:00+00:00,21.163,1.0,2023-04-25 18:05:00+00:00,21.114,FAILED_BREAK,-0.0023153617162028,-1.1576808581014175,-0.0028153617162028,-1.4076808581014175,False,False,True,2023-04-25 18:00:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,175.0,35.0,0.0,0.8077803203661342,0.1922196796338659,0.0640732265446274,0.8878718535469123,0.798627002288328,3.052631578947352,0.1439280359820095,0.4857142857142857,0.0857142857142857,0.0,0.0285714285714285,0.0,0.0,0.6704805491990894,0.7586206896551707,0.6666666666666666,0.6842105263157947,0.2534930139720566,0.5,FAIL,FAIL,1.1265608237319293,1.12607241874258,1.0692307242409886,0.5073150829880518,0.4648667090550998,0.04244837393295203,1.4983671232534335,1.6089219868411542,0.4909806469532095,1.5261424190398065,1.6331078067381566,0.4776678444126285,0.013284752717386475,0.0,0.03312971945788695,0.03312971945788695,0.031807938036058116,0.031807938036058116,1.1453561078355872,1.21189767697732,0.4879726950083105,1.139692429474519,1.3205408716961315,1.5812491406329843,1.593864869595659,0.5206503903916156
development,2.0,360,15,2023-04-27 15:00:00+00:00,E0_RESTING_H,0.4,21.878,21.285,0.593,2023-04-27 15:00:00+00:00,2023-04-27 15:00:00+00:00,2023-04-27 15:00:00+00:00,21.878,1.0,2023-04-27 15:20:00+00:00,22.1152,TARGET,0.0108419416765701,5.420970838285077,0.0103419416765701,5.170970838285077,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,WIN,WIN,1.283621339684025,1.2884906136247452,1.1642291890377703,0.49065799734255366,0.5048359337042392,-0.014177936361685517,1.5253173140213219,1.383816856427881,0.4973788954365015,1.539991416426224,1.3908695652173912,0.47364357975755356,0.12280641710878511,0.06549886597678228,0.09903258672107933,0.07814465354223542,0.09424892101477245,0.07517557007012778,,,,,,,,
development,2.0,360,15,2023-04-28 15:00:00+00:00,E0_RESTING_H,0.4,22.866,22.15,0.7160000000000011,2023-04-28 16:55:00+00:00,2023-04-28 16:55:00+00:00,2023-04-28 16:55:00+00:00,22.866,1.0,2023-04-28 17:20:00+00:00,22.785,FAILED_BREAK,-0.003542377328785,-1.77118866439252,-0.004042377328785,-2.02118866439252,False,False,True,2023-04-28 17:15:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,115.0,23.0,0.0,0.8924581005586619,0.107541899441338,-0.0209497206703868,0.8924581005586619,0.8156424581005619,1.356145251396661,0.5365602471678631,0.6521739130434783,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.4175977653631271,0.5973597359735848,0.6666666666666666,0.671787709497208,0.6935229067930462,0.6666666666666666,FAIL,FAIL,2.2046503759635563,2.197618156327173,2.0670116121741975,0.5072869310380205,0.5060986527936917,0.0011882782443287665,1.2004220139028572,1.0539723736696336,0.4976707898811497,1.1804589660823737,1.0295856359023776,0.45631961753715256,0.06580762326386107,0.0,0.035382045442241696,0.035382045442241696,0.03932859064457888,0.03932859064457888,1.1836444234717918,1.1531094926853402,0.5172115264001009,2.3781727641102446,2.1177232216715463,1.2903031812977148,1.1535954999604376,0.5661086146725934
development,2.0,360,15,2023-04-30 15:00:00+00:00,E0_RESTING_H,0.4,23.68,23.325,0.3550000000000004,2023-04-30 15:00:00+00:00,2023-04-30 15:00:00+00:00,2023-04-30 15:00:00+00:00,23.68,1.0,2023-04-30 15:10:00+00:00,23.664,FAILED_BREAK,-0.0006756756756756,-0.3378378378378066,-0.0011756756756756,-0.5878378378378066,False,False,True,2023-04-30 15:05:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,1.0531529126166597,1.0480974581420912,1.063089786850951,0.49741512234254187,0.5172392371670309,-0.019824114824489036,0.9045647886784176,0.9666443714194317,0.5373072892228069,1.3233396903459107,1.3188712329514831,0.5675287327488114,0.13867268775084582,0.024825369778654523,0.13704004552721827,0.07520413661211249,0.1299926891677836,0.06586450590958938,,,,,,,,
development,2.0,360,15,2023-05-02 15:00:00+00:00,E0_RESTING_H,0.4,22.269,21.75,0.5189999999999984,2023-05-02 15:40:00+00:00,2023-05-02 15:40:00+00:00,2023-05-02 15:40:00+00:00,22.269,1.0,2023-05-02 15:50:00+00:00,22.228,FAILED_BREAK,-0.0018411244330682,-0.9205622165341376,-0.0023411244330682,-1.1705622165341376,False,False,True,2023-05-02 15:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,40.0,8.0,0.0,0.8998073217726401,0.1001926782273598,0.5125240847784183,0.8998073217726401,0.314065510597304,0.8420038535645659,0.2265446224256254,0.5,0.375,0.0,0.25,0.0,0.0,0.3352601156069364,0.4354838709677311,0.6666666666666666,,,,FAIL,FAIL,2.4504406527606215,2.4356163758114655,2.157904995585723,0.49444808245565935,0.4973560281022713,-0.0029079456466119535,4.46828334207829,3.883507976965921,0.5105879711267806,3.6646655650275495,3.4251313424100114,0.49089302171429233,0.15544505734675146,0.0,0.18188476248162552,0.05035809525876309,0.15838496115958045,0.04414843309990117,1.3931660462565874,1.446983624326536,0.49455914295957315,1.5798185628602623,1.470176296186094,1.3053682009111107,1.3087361720667778,0.5059061558904641
development,2.0,360,15,2023-05-03 15:00:00+00:00,E0_RESTING_H,0.4,21.786,21.22,0.5660000000000025,2023-05-03 21:20:00+00:00,2023-05-03 21:20:00+00:00,2023-05-03 21:20:00+00:00,21.786,1.0,2023-05-03 21:40:00+00:00,22.012400000000003,TARGET,0.0103919948590838,5.19599742954191,0.0098919948590838,4.94599742954191,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,380.0,76.0,0.0,0.9452296819787946,0.0547703180212053,0.058303886925797,0.9452296819787946,0.8621908127208434,5.212014134275631,0.1383050847457609,0.618421052631579,0.0526315789473684,0.0131578947368421,0.0263157894736842,0.0131578947368421,1.0,0.443462897526502,1.0,1.0,0.568904593639572,0.2809523809523787,0.75,WIN,WIN,1.5609476702415497,1.5862153262798846,1.4677091499413777,0.4864350568150927,0.4812343704077113,0.005200686407381416,0.8505531955510598,0.8135892235907074,0.4788091841789566,0.9847367144787862,0.9196058144418608,0.48801399671182777,0.10210941533106878,0.0209332948695148,0.053577704013632654,0.01208394879923046,0.0705946303649083,0.015655133295519003,1.2266600117790494,1.2844284562796668,0.49479732096422196,1.5472519993351177,1.474985819625638,1.0795201637798468,1.1238797504254112,0.5487344083146961
development,2.0,360,15,2023-05-05 15:00:00+00:00,E0_RESTING_H,0.4,22.481,21.5,0.9810000000000016,2023-05-05 16:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05 16:00:00+00:00,22.481,1.0,2023-05-05 16:10:00+00:00,22.425,FAILED_BREAK,-0.0024909923935768,-1.2454961967884317,-0.0029909923935768,-1.4954961967884317,False,False,True,2023-05-05 16:05:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,60.0,12.0,0.0,0.82466870540265,0.1753312945973499,0.7074413863404667,0.90519877675841,0.1834862385321131,0.5259938837920571,-0.0697674418604596,0.4166666666666667,0.25,0.0833333333333333,0.1666666666666666,0.0833333333333333,1.0,0.1243628950050965,0.0251256281407166,0.5,0.2528032619775746,-0.0697674418604596,0.4166666666666667,FAIL,FAIL,2.183248172647998,2.1661862019628444,2.2481260760164217,0.5192736930724721,0.47289296013950055,0.04638073293297151,2.3445165054346173,2.2894611786395207,0.5427130991800613,2.0958128077597187,2.1615440640932264,0.5280246478584715,0.16003686357809555,0.05651810350281136,0.1143627453756223,0.03482215169443816,0.11772976114737231,0.0343944642113779,0.8003740845407455,0.857206814486675,0.4916117406250306,0.596099453935196,0.5819175758146987,0.545930813808434,0.5905417187021371,0.5105621678698911
