partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,candidate,role,candidate_scope,fill_delay_min,prefill_bar_count,immediate_fill,prefill_last_close_location_R,prefill_last_close_distance_H_R,prefill_min_low_location_R,prefill_max_close_location_R,prefill_close_range_R,prefill_realized_close_path_R,prefill_signed_efficiency,prefill_upstep_fraction,prefill_upper80_close_fraction,prefill_upper90_close_fraction,prefill_nearH10_high_fraction,prefill_nearH05_high_fraction,prefill_nearH05_episode_count,prefill_last30_range_R,prefill_last30_efficiency,prefill_last30_upstep_fraction,prefill_last60_range_R,prefill_last60_efficiency,prefill_last60_upstep_fraction,stress_outcome,raw_outcome,ref_quotevol_perbar_vs_pre6,ref_basevol_perbar_vs_pre6,ref_trades_perbar_vs_pre6,ref_taker_buy_ratio,pre6_taker_buy_ratio,ref_minus_pre6_taker_buy_ratio,ref_last60_quotevol_vs_prior300,ref_last60_trades_vs_prior300,ref_last60_taker_buy_ratio,ref_last30_quotevol_vs_prior330,ref_last30_trades_vs_prior330,ref_last30_taker_buy_ratio,upper80_quotevol_share,upper90_quotevol_share,nearH10_quotevol_share,nearH05_quotevol_share,nearH10_trades_share,nearH05_trades_share,prefill_quotevol_perbar_vs_ref,prefill_trades_perbar_vs_ref,prefill_taker_buy_ratio,prefill_lastbar_quotevol_vs_refavg,prefill_lastbar_trades_vs_refavg,prefill_last30_quotevol_vs_refavg,prefill_last30_trades_vs_refavg,prefill_last30_taker_buy_ratio
development,0.0,360,15,2022-01-19 15:00:00+00:00,E0_RESTING_H,0.4,138.55,133.25,5.300000000000011,2022-01-19 15:00:00+00:00,,2022-01-19 15:00:00+00:00,138.55,1.0,2022-01-20 02:55:00+00:00,136.21,TIME,-0.0168892096715986,-8.44460483579934,-0.0173892096715986,-8.69460483579934,False,False,False,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,1.023248099719676,1.0293220281268092,0.9406428727693221,0.5138645829542711,0.43889910443695307,0.074965478517318,0.9942674718479378,1.0039397566327548,0.4907789316383867,1.4767563798114305,1.3950636927771176,0.48912396131703584,0.09929836429293658,0.024776095398818358,0.04678666171465405,0.024776095398818358,0.044122899552292115,0.02469453696704903,,,,,,,,
development,0.0,360,15,2022-01-20 15:00:00+00:00,E0_RESTING_H,0.4,141.9,135.58,6.319999999999993,2022-01-20 15:00:00+00:00,2022-01-20 15:00:00+00:00,2022-01-20 15:00:00+00:00,141.9,1.0,2022-01-20 15:20:00+00:00,141.84,FAILED_BREAK,-0.0004228329809725,-0.2114164904862825,-0.0009228329809725,-0.4614164904862825,False,False,True,2022-01-20 15:15:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,2.7204312274969213,2.6904205551076372,2.0421657362744567,0.49948095131709164,0.4959204561364547,0.0035604951806369467,2.1388339694476697,2.1239506919761024,0.514413630750701,2.588503084573844,2.3256172839506175,0.5312910683281054,0.1904921438706818,0.06560995259369118,0.09152453108866863,0.047830979359516884,0.08207714083510262,0.038305024769992924,,,,,,,,
development,0.0,360,15,2022-01-21 15:00:00+00:00,E0_RESTING_H,0.4,125.69,115.5,10.189999999999998,2022-01-21 17:00:00+00:00,2022-01-21 17:05:00+00:00,2022-01-21 17:00:00+00:00,125.69,1.0,2022-01-21 17:15:00+00:00,125.22,FAILED_BREAK,-0.0037393587397565,-1.869679369878252,-0.0042393587397565,-2.119679369878252,False,False,True,2022-01-21 17:10:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,120.0,24.0,0.0,0.8469087340529928,0.1530912659470071,0.1570166830225706,0.906771344455348,0.6977428851815506,1.5250245338567203,0.3449163449163454,0.5416666666666666,0.125,0.0416666666666666,0.125,0.0,0.0,0.2492639842983309,-0.0107526881720434,0.3333333333333333,0.4023552502453381,0.3040103492884872,0.4166666666666667,FAIL,FAIL,1.5407811155698874,1.6146964602172036,1.5392433733569624,0.46705342132689404,0.48233878063591334,-0.015285359309019309,1.0522129898484354,0.9621215458256249,0.485269687884055,1.311605902930776,1.1639116019090283,0.4806175995492674,0.08644786244558382,0.005359294101546281,0.018026204591084966,0.018026204591084966,0.017362126552663577,0.017362126552663577,1.4278212182362362,1.2774646369807137,0.5103884935041103,2.0003358532950166,1.7079899644445813,1.6961429176948766,1.4811740984161677,0.4940723267138454
development,0.0,360,15,2022-01-24 15:00:00+00:00,E0_RESTING_H,0.4,88.0,80.7,7.299999999999997,2022-01-24 17:50:00+00:00,2022-01-24 17:50:00+00:00,2022-01-24 17:50:00+00:00,88.0,1.0,2022-01-24 18:15:00+00:00,90.92,TARGET,0.0331818181818182,16.5909090909091,0.0326818181818182,16.3409090909091,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,170.0,34.0,0.0,0.94931506849315,0.0506849315068499,0.2232876712328761,0.9657534246575342,0.6315068493150686,2.7602739726027377,0.1583126550868487,0.4411764705882353,0.3235294117647059,0.1470588235294117,0.3235294117647059,0.1176470588235294,3.0,0.4958904109589029,0.8421052631578956,0.6666666666666666,0.5767123287671226,0.5666178623718898,0.5833333333333334,WIN,WIN,2.4758268083928745,2.6228951411837116,2.534695545338811,0.5001168842851496,0.494196673309561,0.005920210975588536,1.4361031862635671,1.4962570243129567,0.511151110525416,1.6125490161483018,1.6606422053087961,0.514834387581789,0.04402173029119821,0.030690035072765548,0.07341317331078202,0.06683108688008883,0.07323685102267082,0.06666359607710251,0.8742110359486731,0.8764293481531854,0.5260508691273955,0.9090481490548907,0.9685779990064449,0.7905594141265716,0.8340335374178754,0.5518574209200853
development,0.0,360,15,2022-01-25 15:00:00+00:00,E0_RESTING_H,0.4,94.87,90.33,4.540000000000006,2022-01-25 17:15:00+00:00,2022-01-25 17:20:00+00:00,2022-01-25 17:15:00+00:00,94.87,1.0,2022-01-25 17:25:00+00:00,96.686,TARGET,0.0191419837672603,9.570991883630198,0.0186419837672603,9.320991883630198,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,135.0,27.0,0.0,0.8876651982378845,0.1123348017621155,0.0374449339207051,0.8876651982378845,0.7158590308370034,2.1123348017621093,0.2659019812304484,0.5185185185185185,0.1111111111111111,0.0,0.037037037037037,0.0,0.0,0.2643171806167403,0.5407407407407516,0.8333333333333334,0.3127753303964757,0.3079178885630506,0.5833333333333334,WIN,WIN,1.3840385132611157,1.3452205901321321,1.3405134282519071,0.5092266860519319,0.5116957636963209,-0.002469077644388973,1.9766803157404664,1.9336262939332982,0.5054841147790682,2.515166170010596,2.430527155942382,0.4938458928337063,0.025189006216208322,0.0,0.1325557858108759,0.04676724329517829,0.11225353778724093,0.04481923510331646,1.0479906953319915,1.128945833826206,0.5146161955451376,0.7348476703470884,0.8501148652434583,0.7970930901322294,0.8950897443081003,0.5182334020022408
development,0.0,360,15,2022-01-26 15:00:00+00:00,E0_RESTING_H,0.4,101.97,95.16,6.810000000000002,2022-01-26 19:00:00+00:00,2022-01-26 19:05:00+00:00,2022-01-26 19:00:00+00:00,101.97,1.0,2022-01-26 19:15:00+00:00,98.97,FAILED_BREAK,-0.0294204177699323,-14.71020888496616,-0.0299204177699323,-14.96020888496616,False,False,True,2022-01-26 19:10:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,240.0,48.0,0.0,0.408223201174743,0.5917767988252569,0.1659324522760659,0.8414096916299563,0.6490455212922174,2.381791483113068,-0.1541307028360049,0.4166666666666667,0.0416666666666666,0.0,0.0,0.0,0.0,0.4302496328928055,0.4381270903010028,0.3333333333333333,0.4361233480176208,-0.0754352030947776,0.25,FAIL,FAIL,1.8965348182777173,1.8327229748484548,1.6559999201242068,0.5139707462981675,0.5149522466687488,-0.000981500370581312,2.0265830652228,2.0441273279395213,0.5120589539777175,1.2209643691421286,1.3295375829968406,0.4748722805387011,0.16742982974310325,0.05674394262679659,0.18331500377201881,0.1335245660238571,0.1785086595420768,0.1274377100824503,1.1118639497769072,1.1178813137783943,0.48318239616697745,3.0964240512067858,3.1431560224891855,1.5817803899858174,1.5617382391510788,0.5154470982533553
development,0.0,360,15,2022-01-28 15:00:00+00:00,E0_RESTING_H,0.4,90.92,87.1,3.820000000000008,2022-01-28 15:50:00+00:00,2022-01-28 15:50:00+00:00,2022-01-28 15:50:00+00:00,90.92,1.0,2022-01-28 16:05:00+00:00,90.56,FAILED_BREAK,-0.0039595248570171,-1.979762428508558,-0.0044595248570171,-2.2297624285085584,False,False,True,2022-01-28 16:00:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,50.0,10.0,0.0,0.8952879581151818,0.104712041884818,0.3350785340314132,0.926701570680628,0.3821989528795787,1.1230366492146553,0.4172494172494161,0.7,0.4,0.1,0.3,0.2,2.0,0.3821989528795824,-0.0504201680672289,0.5,,,,FAIL,FAIL,1.2234676470436208,1.2581902951727164,1.078446278266763,0.4949351344869747,0.482609338139911,0.012325796347063656,1.369383552848827,1.323839804078476,0.4806840864472355,1.6241948802930508,1.5888401838910649,0.4699812869650736,0.051979092404376474,0.024473699267569683,0.04193531332130018,0.024473699267569683,0.03829364405340218,0.01941434249414003,1.3758227659336524,1.3321907803104935,0.5294359818855496,0.9554417011114903,0.9866154839148011,1.2501217426291467,1.1864660121615653,0.49241322183924174
development,0.0,360,15,2022-01-31 15:00:00+00:00,E0_RESTING_H,0.4,92.6,89.87,2.7299999999999898,2022-01-31 15:00:00+00:00,2022-01-31 15:00:00+00:00,2022-01-31 15:00:00+00:00,92.6,1.0,2022-01-31 15:15:00+00:00,93.692,TARGET,0.011792656587473,5.896328293736541,0.011292656587473,5.646328293736541,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,WIN,WIN,1.5516515455363633,1.5341642226095862,1.3974912289133463,0.5147460911108683,0.4928201504469605,0.02192594066390785,1.794475109570976,1.529479394962814,0.5109050263796927,2.7353555760179074,2.16194128733324,0.5338054245844644,0.09289476318301176,0.06834743260067497,0.09348834395038813,0.037498358370666236,0.07562522353976944,0.03061463119377115,,,,,,,,
development,0.0,360,15,2022-02-01 15:00:00+00:00,E0_RESTING_H,0.4,111.04,103.75,7.290000000000006,2022-02-01 16:30:00+00:00,2022-02-01 16:30:00+00:00,2022-02-01 16:30:00+00:00,111.04,1.0,2022-02-01 16:45:00+00:00,110.87,FAILED_BREAK,-0.0015309798270893,-0.7654899135446924,-0.0020309798270893,-1.0154899135446924,False,False,True,2022-02-01 16:40:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,90.0,18.0,0.0,0.8436213991769548,0.1563786008230452,0.342935528120713,0.8834019204389564,0.5130315500685859,1.278463648834017,0.2103004291845503,0.5555555555555556,0.2222222222222222,0.0,0.0555555555555555,0.0,0.0,0.2496570644718781,0.434210526315791,0.6666666666666666,0.4746227709190659,0.5010309278350535,0.6666666666666666,FAIL,FAIL,1.6171749475093935,1.5958281873885047,1.670207856665709,0.49529083143409836,0.5129319468588486,-0.01764111542475022,2.4581885258627083,2.356664449258305,0.5069046808076961,2.4744482858566714,2.3996803743245025,0.4716476711751004,0.056729172559887735,0.0,0.08831594073140492,0.03950169874234045,0.08121586138005522,0.03630697176553784,1.3089399513570978,1.2644355522751995,0.4984066732777728,1.0222721097765775,0.9636466567096699,1.5402637071139824,1.5097409184266914,0.5028892193143548
development,0.0,360,15,2022-02-03 15:00:00+00:00,E0_RESTING_H,0.4,98.93,93.9,5.030000000000001,2022-02-03 15:20:00+00:00,,2022-02-03 15:20:00+00:00,98.93,1.0,2022-02-03 21:50:00+00:00,100.942,TARGET,0.0203376124532497,10.16880622662486,0.0198376124532497,9.91880622662486,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,20.0,4.0,0.0,0.858846918489064,0.1411530815109359,0.5168986083498993,0.858846918489064,0.2803180914512915,0.3339960238568601,0.9285714285714262,0.75,0.25,0.0,0.0,0.0,0.0,,,,,,,WIN,WIN,2.01970297747231,2.067660663576001,2.038604915903734,0.48878372728074304,0.5113163750831783,-0.022532647802435246,0.9956812169534947,1.0369660798055194,0.5200167587590983,1.3212607930400635,1.4384139413787969,0.5412400692577066,0.030330111775322653,0.007923033269306384,0.03330653214791669,0.009441381203038708,0.030522058346425265,0.00962281476179896,0.8148807724853045,0.7982767807811115,0.5473699141667712,1.4409798674861696,1.3658655519354757,,,
development,0.0,360,15,2022-02-04 15:00:00+00:00,E0_RESTING_H,0.4,106.9,101.68,5.219999999999999,2022-02-04 15:15:00+00:00,2022-02-04 15:20:00+00:00,2022-02-04 15:15:00+00:00,106.9,1.0,2022-02-04 15:25:00+00:00,108.988,TARGET,0.0195322731524789,9.766136576239482,0.0190322731524789,9.51613657623948,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,15.0,3.0,0.0,0.8045977011494233,0.1954022988505767,0.36015325670498,0.8045977011494233,0.2873563218390805,0.4003831417624501,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,,,,,,WIN,WIN,1.2155316716401208,1.2191432210453927,1.211704253106355,0.4880115945400094,0.5057014708292308,-0.017689876289221362,1.8433447292330647,1.7166930262723723,0.5301843030897604,1.4479340115674588,1.4002864508736752,0.5376385268991615,0.10137220864104408,0.0,0.03958467232277307,0.01424867096574623,0.04095305856245024,0.014918715025438612,3.3170998472838775,2.9915129338821975,0.6000454002077305,2.873769785957417,2.64105300604767,,,
development,0.0,360,15,2022-02-05 15:00:00+00:00,E0_RESTING_H,0.4,116.37,114.2,2.1700000000000017,2022-02-05 15:30:00+00:00,2022-02-05 15:35:00+00:00,2022-02-05 15:30:00+00:00,116.37,1.0,2022-02-05 15:45:00+00:00,116.22,FAILED_BREAK,-0.0012889920082496,-0.644496004124806,-0.0017889920082496,-0.894496004124806,False,False,True,2022-02-05 15:40:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,30.0,6.0,0.0,0.7419354838709669,0.2580645161290331,-0.0276497695852544,0.843317972350229,0.6036866359447011,1.202764976958531,0.2643678160919517,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.9078341013824872,0.2643678160919517,0.6666666666666666,,,,FAIL,FAIL,0.5499994988954052,0.552546554791683,0.5955880722758009,0.498146215761784,0.49661614203740234,0.001530073724381631,1.3998060638141834,1.1251292028941449,0.5168746406508846,2.1865850277382153,1.5823126162056291,0.5367387210548402,0.005851083550292906,0.0,0.1046505247164394,0.1046505247164394,0.08119292237442922,0.08119292237442922,2.3951916475162314,2.198704586063133,0.4796391544984869,1.0651565943613326,1.2753126861226922,2.3951916475162314,2.198704586063133,0.4796391544984869
