candidate,n,trades_per_week,wr,pf,expectancy,net,max_loss_streak,wr_5bps,pf_5bps,expectancy_5bps,net_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,mature_stack_net,mature_stack_net_5bps,additive_net,additive_net_5bps,mature_overlap_rate,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps,anatomy_rank,ref_min,hour,existing_overlap
A21_Z1_R420_H11,654,4.177007299270072,0.41131498470948014,1.0669119061835073,0.15191600319422288,99.35306608902177,11,0.40214067278287463,0.959445943641067,-0.09808399680577719,-64.14693391097828,6,5,4,448.81841275479366,240.56841275479366,548.1714788438154,176.42147884381538,0.5107033639143731,False,109,120.12707842460658,92.87707842460657,107,-196.00143173850432,-222.75143173850432,118,63.52692916207336,34.02692916207336,101,16.049413846857142,-9.200586153142853,104,51.83649025814114,25.83649025814112,115,43.814586135847875,15.064586135847883,1,420,11,0.5107033639143731
