slippage_bps_per_side,trade_n,wins,losses,breakeven,wr,profit_factor,expectancy_usd,net_pnl_usd,avg_win_usd,avg_loss_usd,max_loss_streak
0,28,12,16,0,0.42857142857142855,0.9113928922781235,-0.022891761292340253,-0.6409693161855271,0.5494055856608859,-0.4521147715072598,6
2,28,10,18,0,0.35714285714285715,0.4088745518127725,-0.22300258242356616,-6.244072307859852,0.4318951711843936,-0.5868346677613214,8
5,28,6,22,0,0.21428571428571427,0.11834475032816466,-0.5230188060086334,-14.644526568241734,0.32762292688248,-0.7550120058880281,8
10,28,2,26,0,0.07142857142857142,0.015936131474773893,-1.0226462233076883,-28.63409425261527,0.23185318822578382,-1.1191461780410323,13
