partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,target_fraction,target_px,filled,fill_ts,cancel_reason,rebreak_confirmed,rebreak_complete_ts,target_reached,target_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_target,event_id,complete_ts,ema20_1h,ema50_1h,ema50_lag3_1h,reclaim_close,ema50_down,ema20_50_down
development,BEAR,00-04,2023-05-14 00:00:00+00:00,2023-05-14 04:00:00+00:00,2023-05-14 01:00:00+00:00,26928.6,26730.0,198.59999999999852,26739.93,0.05,26720.07,True,2023-05-14 01:00:00+00:00,,True,2023-05-14 01:05:00+00:00,True,2023-05-14 01:10:00+00:00,False,,False,0.0,5.0,10.0,154,2023-05-14 01:00:00+00:00,26782.886787983105,26811.048345849,26813.8423473656,26731.4,True,True
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 06:40:00+00:00,27238.5,26969.7,268.7999999999993,26983.14,0.15,26929.38,True,2023-05-17 06:45:00+00:00,,True,2023-05-17 07:35:00+00:00,True,2023-05-17 07:45:00+00:00,False,,False,5.0,50.0,60.0,155,2023-05-17 06:00:00+00:00,27052.190516349514,27077.37879818279,27083.572427795778,26981.9,True,True
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 11:00:00+00:00,26950.0,26801.5,148.5,26808.925,0.15,26779.225,True,2023-05-19 11:00:00+00:00,,True,2023-05-19 11:10:00+00:00,True,2023-05-19 14:15:00+00:00,False,,False,0.0,10.0,195.0,156,2023-05-19 11:00:00+00:00,26889.730085199397,26979.516416826795,26997.575539175778,26810.9,True,True
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,2023-05-24 00:55:00+00:00,27244.0,27139.0,105.0,27144.25,0.05,27133.75,True,2023-05-24 00:55:00+00:00,,True,2023-05-24 01:55:00+00:00,True,2023-05-24 02:00:00+00:00,False,,False,0.0,60.0,65.0,157,2023-05-24 00:00:00+00:00,27189.06343706854,27088.652020448193,27074.997177744586,27142.6,False,False
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,2023-05-25 00:50:00+00:00,26476.0,26228.2,247.79999999999927,26240.59,0.05,26215.81,True,2023-05-25 00:55:00+00:00,,True,2023-05-25 01:20:00+00:00,True,2023-05-25 01:25:00+00:00,False,,False,5.0,25.0,30.0,158,2023-05-25 00:00:00+00:00,26500.471943439155,26735.062884186533,26786.055479011535,26236.9,True,True
development,BEAR,00-04,2023-06-02 00:00:00+00:00,2023-06-02 04:00:00+00:00,2023-06-02 00:45:00+00:00,26934.0,26697.1,236.90000000000143,26708.945,0.05,26685.255,True,2023-06-02 00:45:00+00:00,,False,,False,,True,2023-06-02 02:25:00+00:00,False,0.0,,,159,2023-06-02 00:00:00+00:00,26908.99804572353,27060.831626966596,27087.582229757547,26717.3,True,True
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,2023-06-03 01:35:00+00:00,27290.0,27132.0,158.0,27139.9,0.05,27124.1,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,160,2023-06-03 01:00:00+00:00,27107.85690963012,27082.10743284576,27065.611332645603,27136.6,False,False
development,BULL,00-04,2023-06-23 00:00:00+00:00,2023-06-23 04:00:00+00:00,2023-06-23 02:15:00+00:00,30260.0,29858.4,401.59999999999854,29878.480000000003,0.05,29838.32,True,2023-06-23 02:15:00+00:00,,False,,False,,False,,True,0.0,,,161,2023-06-23 02:00:00+00:00,29990.8288640392,29522.618384318957,29470.190775087714,29868.7,False,False
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:15:00+00:00,31440.5,30601.0,839.5,30642.975,0.15,30475.075,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,162,2023-06-23 22:00:00+00:00,30505.96755492512,30042.45656583294,29945.570844752656,30623.2,False,False
development,BULL,12-16,2023-06-25 12:00:00+00:00,2023-06-25 16:00:00+00:00,2023-06-25 13:40:00+00:00,30754.2,30565.2,189.0,30574.65,0.1,30546.3,True,2023-06-25 13:40:00+00:00,,True,2023-06-25 15:00:00+00:00,True,2023-06-25 15:05:00+00:00,False,,False,0.0,80.0,85.0,163,2023-06-25 13:00:00+00:00,30669.091203135984,30524.632701030943,30507.135680069146,30568.6,False,False
development,BULL,16-20,2023-06-28 16:00:00+00:00,2023-06-28 20:00:00+00:00,2023-06-28 19:50:00+00:00,30485.0,29992.5,492.5,30017.125,0.1,29943.25,True,2023-06-28 19:50:00+00:00,,True,2023-06-28 20:15:00+00:00,True,2023-06-28 20:20:00+00:00,False,,False,0.0,25.0,30.0,164,2023-06-28 19:00:00+00:00,30319.93784060953,30390.070385365776,30415.97065414203,30043.2,True,True
development,BULL,12-16,2023-07-03 12:00:00+00:00,2023-07-03 16:00:00+00:00,2023-07-03 12:25:00+00:00,30693.7,30577.5,116.20000000000071,30583.31,0.1,30565.88,True,2023-07-03 12:25:00+00:00,,False,,False,,True,2023-07-03 14:35:00+00:00,False,0.0,,,165,2023-07-03 12:00:00+00:00,30620.680363278967,30574.315041927504,30568.355778856814,30606.6,False,False
development,BEAR,04-08,2023-07-09 04:00:00+00:00,2023-07-09 08:00:00+00:00,2023-07-09 06:25:00+00:00,30397.0,30232.1,164.90000000000146,30240.345,0.15,30207.365,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,166,2023-07-09 06:00:00+00:00,30241.267835945408,30262.787575294864,30262.625719304364,30232.8,False,False
development,BULL,00-04,2023-07-12 00:00:00+00:00,2023-07-12 04:00:00+00:00,2023-07-12 01:40:00+00:00,30640.0,30492.8,147.20000000000073,30500.16,0.05,30485.44,True,2023-07-12 01:40:00+00:00,,False,,False,,True,2023-07-12 05:50:00+00:00,False,0.0,,,167,2023-07-12 01:00:00+00:00,30512.172077680458,30426.918870642694,30410.060162939117,30494.1,False,False
development,BEAR,04-08,2023-07-18 04:00:00+00:00,2023-07-18 08:00:00+00:00,2023-07-18 04:30:00+00:00,30227.5,30061.3,166.20000000000073,30069.61,0.15,30036.37,True,2023-07-18 04:30:00+00:00,,True,2023-07-18 05:30:00+00:00,True,2023-07-18 05:40:00+00:00,False,,False,0.0,60.0,70.0,168,2023-07-18 04:00:00+00:00,30123.43519186417,30207.544980284412,30218.600554018372,30066.4,True,True
development,BEAR,12-16,2023-07-25 12:00:00+00:00,2023-07-25 16:00:00+00:00,2023-07-25 12:25:00+00:00,29277.6,29106.3,171.29999999999927,29114.865,0.1,29089.17,True,2023-07-25 12:25:00+00:00,,True,2023-07-25 12:55:00+00:00,True,2023-07-25 13:05:00+00:00,False,,False,0.0,30.0,40.0,169,2023-07-25 12:00:00+00:00,29179.693501413643,29388.84038425926,29420.50154282973,29121.5,True,True
development,SIDEWAYS,16-20,2023-07-31 16:00:00+00:00,2023-07-31 20:00:00+00:00,2023-07-31 16:20:00+00:00,29461.4,29208.9,252.5,29221.525,0.1,29183.65,True,2023-07-31 16:20:00+00:00,,True,2023-07-31 17:05:00+00:00,True,2023-07-31 17:25:00+00:00,False,,False,0.0,45.0,65.0,170,2023-07-31 16:00:00+00:00,29347.419823731543,29331.776609935856,29337.14414304075,29225.9,True,False
development,BULL,04-08,2023-08-02 04:00:00+00:00,2023-08-02 08:00:00+00:00,2023-08-02 04:25:00+00:00,30059.9,29607.6,452.3000000000029,29630.215,0.15,29539.755,True,2023-08-02 04:25:00+00:00,,True,2023-08-02 05:30:00+00:00,True,2023-08-02 08:05:00+00:00,False,,False,0.0,65.0,220.0,171,2023-08-02 04:00:00+00:00,29343.457655348575,29242.96629116092,29178.33577071447,29622.9,False,False
development,BEAR,04-08,2023-08-03 04:00:00+00:00,2023-08-03 08:00:00+00:00,2023-08-03 05:40:00+00:00,29273.1,29110.0,163.09999999999854,29118.155,0.15,29085.535,True,2023-08-03 05:40:00+00:00,,True,2023-08-03 06:35:00+00:00,True,2023-08-03 06:55:00+00:00,False,,False,0.0,55.0,75.0,172,2023-08-03 05:00:00+00:00,29228.020646611152,29258.5068262466,29272.11736613518,29120.5,True,True
development,BEAR,20-00,2023-08-04 20:00:00+00:00,2023-08-05 00:00:00+00:00,2023-08-04 21:00:00+00:00,29273.6,28919.9,353.6999999999971,28937.585000000003,0.15,28866.845,True,2023-08-04 21:00:00+00:00,,False,,False,,False,,True,0.0,,,173,2023-08-04 21:00:00+00:00,29155.239068097664,29191.406758758738,29215.076537464025,28952.1,True,True
development,BEAR,12-16,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2023-08-13 15:05:00+00:00,29400.7,29362.0,38.70000000000073,29363.935,0.1,29358.13,True,2023-08-13 15:05:00+00:00,,True,2023-08-13 15:25:00+00:00,True,2023-08-13 15:30:00+00:00,False,,False,0.0,20.0,25.0,174,2023-08-13 15:00:00+00:00,29392.602125544945,29410.5134891597,29415.95160222801,29364.7,True,True
development,BEAR,04-08,2023-08-15 04:00:00+00:00,2023-08-15 08:00:00+00:00,2023-08-15 06:00:00+00:00,29446.5,29355.9,90.59999999999854,29360.43,0.15,29342.31,True,2023-08-15 06:00:00+00:00,,True,2023-08-15 06:30:00+00:00,True,2023-08-15 07:35:00+00:00,False,,False,0.0,30.0,95.0,175,2023-08-15 06:00:00+00:00,29400.80629168206,29402.895926265723,29406.982511666687,29360.4,True,True
development,BEAR,08-12,2023-08-17 08:00:00+00:00,2023-08-17 12:00:00+00:00,2023-08-17 08:40:00+00:00,28694.9,28590.2,104.70000000000071,28595.435,0.15,28574.495,True,2023-08-17 08:40:00+00:00,,True,2023-08-17 08:50:00+00:00,True,2023-08-17 08:55:00+00:00,False,,False,0.0,10.0,15.0,176,2023-08-17 08:00:00+00:00,28826.338387857,29034.305577951403,29082.964508162684,28596.1,True,True
development,BEAR,12-16,2023-08-17 12:00:00+00:00,2023-08-17 16:00:00+00:00,2023-08-17 12:30:00+00:00,28627.8,28469.2,158.59999999999854,28477.13,0.1,28453.34,True,2023-08-17 12:30:00+00:00,,True,2023-08-17 13:05:00+00:00,True,2023-08-17 13:10:00+00:00,False,,False,0.0,35.0,40.0,177,2023-08-17 12:00:00+00:00,28734.944781464055,28962.66488919987,29015.128888619976,28516.8,True,True
development,BEAR,04-08,2023-08-21 04:00:00+00:00,2023-08-21 08:00:00+00:00,2023-08-21 04:15:00+00:00,26183.2,26052.5,130.70000000000073,26059.035,0.15,26032.895,True,2023-08-21 04:15:00+00:00,,True,2023-08-21 04:25:00+00:00,True,2023-08-21 04:35:00+00:00,False,,False,0.0,10.0,20.0,178,2023-08-21 04:00:00+00:00,26119.178255741223,26216.861476013222,26232.175051676,26062.4,True,True
development,BEAR,12-16,2023-08-23 12:00:00+00:00,2023-08-23 16:00:00+00:00,2023-08-23 13:50:00+00:00,26085.6,25887.4,198.1999999999971,25897.31,0.1,25867.58,True,2023-08-23 13:50:00+00:00,,False,,False,,True,2023-08-23 15:15:00+00:00,False,0.0,,,179,2023-08-23 13:00:00+00:00,25970.51373230656,26008.496058901917,26021.885033526833,25918.1,True,True
development,BEAR,08-12,2023-08-26 08:00:00+00:00,2023-08-26 12:00:00+00:00,2023-08-26 11:20:00+00:00,26079.2,26033.7,45.5,26035.975,0.15,26026.875,True,2023-08-26 11:20:00+00:00,,True,2023-08-26 11:30:00+00:00,True,2023-08-26 12:25:00+00:00,False,,False,0.0,10.0,65.0,180,2023-08-26 11:00:00+00:00,26037.730554168516,26072.694578070434,26079.528275426233,26038.3,True,True
development,SIDEWAYS,00-04,2023-08-28 00:00:00+00:00,2023-08-28 04:00:00+00:00,2023-08-28 00:45:00+00:00,26123.8,26025.2,98.59999999999854,26030.13,0.05,26020.27,True,2023-08-28 00:45:00+00:00,,True,2023-08-28 00:55:00+00:00,True,2023-08-28 01:00:00+00:00,False,,False,0.0,10.0,15.0,181,2023-08-28 00:00:00+00:00,26071.811492251865,26061.678109022643,26060.014990692336,26026.3,False,False
development,BULL,00-04,2023-08-30 00:00:00+00:00,2023-08-30 04:00:00+00:00,2023-08-30 01:45:00+00:00,27875.0,27517.5,357.5,27535.375,0.05,27499.625,True,2023-08-30 01:45:00+00:00,,True,2023-08-30 02:05:00+00:00,True,2023-08-30 02:10:00+00:00,False,,False,0.0,20.0,25.0,182,2023-08-30 01:00:00+00:00,27138.077504701905,26626.645141271252,26496.73700103505,27532.3,False,False
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:40:00+00:00,26135.2,25915.0,220.20000000000076,25926.01,0.05,25903.99,True,2023-09-04 00:40:00+00:00,,True,2023-09-04 00:55:00+00:00,True,2023-09-04 01:00:00+00:00,False,,False,0.0,15.0,20.0,183,2023-09-04 00:00:00+00:00,25916.168158857574,25935.60422816165,25933.477184420357,25924.9,False,False
development,BEAR,12-16,2023-09-04 12:00:00+00:00,2023-09-04 16:00:00+00:00,2023-09-04 12:25:00+00:00,26000.0,25845.2,154.79999999999927,25852.94,0.1,25829.72,True,2023-09-04 12:25:00+00:00,,True,2023-09-04 12:50:00+00:00,True,2023-09-04 12:55:00+00:00,False,,False,0.0,25.0,30.0,184,2023-09-04 12:00:00+00:00,25927.32190260238,25935.163749458345,25939.185340541764,25849.0,True,True
development,BEAR,20-00,2023-09-05 20:00:00+00:00,2023-09-06 00:00:00+00:00,2023-09-05 20:45:00+00:00,25837.7,25668.0,169.70000000000073,25676.485,0.15,25642.545,True,2023-09-05 20:45:00+00:00,,False,,False,,False,,True,0.0,,,185,2023-09-05 20:00:00+00:00,25742.908581397733,25800.680988202697,25811.85935253233,25677.6,True,True
development,BEAR,04-08,2023-09-06 04:00:00+00:00,2023-09-06 08:00:00+00:00,2023-09-06 04:25:00+00:00,25858.5,25758.1,100.40000000000146,25763.12,0.15,25743.04,True,2023-09-06 04:25:00+00:00,,True,2023-09-06 04:45:00+00:00,True,2023-09-06 05:00:00+00:00,False,,False,0.0,20.0,35.0,186,2023-09-06 04:00:00+00:00,25759.418347274266,25792.01773899717,25791.901456839525,25778.0,False,False
development,BEAR,08-12,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,2023-09-06 09:20:00+00:00,25780.9,25711.0,69.90000000000146,25714.495,0.15,25700.515,True,2023-09-06 09:20:00+00:00,,True,2023-09-06 09:25:00+00:00,True,2023-09-06 12:40:00+00:00,False,,False,0.0,5.0,200.0,187,2023-09-06 09:00:00+00:00,25751.422949546904,25782.482181192714,25787.920873253443,25712.0,True,True
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 13:30:00+00:00,25856.1,25780.0,76.09999999999854,25783.805,0.1,25772.39,True,2023-09-10 13:30:00+00:00,,True,2023-09-10 13:35:00+00:00,True,2023-09-10 14:40:00+00:00,False,,False,0.0,5.0,70.0,188,2023-09-10 13:00:00+00:00,25834.328515360587,25858.00958207681,25866.929699972552,25787.8,True,True
development,BULL,08-12,2023-09-21 08:00:00+00:00,2023-09-21 12:00:00+00:00,2023-09-21 08:15:00+00:00,27092.4,26966.1,126.30000000000292,26972.415,0.15,26947.155,True,2023-09-21 08:15:00+00:00,,True,2023-09-21 08:25:00+00:00,True,2023-09-21 08:30:00+00:00,False,,False,0.0,10.0,15.0,189,2023-09-21 08:00:00+00:00,27059.686059229927,27039.33039755172,27040.31825655664,27005.9,True,False
development,BEAR,20-00,2023-09-21 20:00:00+00:00,2023-09-22 00:00:00+00:00,2023-09-21 20:40:00+00:00,26685.7,26530.8,154.90000000000146,26538.545,0.15,26507.565,True,2023-09-21 20:40:00+00:00,,True,2023-09-22 00:20:00+00:00,True,2023-09-22 00:30:00+00:00,False,,False,0.0,220.0,230.0,190,2023-09-21 20:00:00+00:00,26746.36892401508,26880.39314637906,26915.43190558635,26535.6,True,True
development,BEAR,12-16,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,2023-09-22 13:10:00+00:00,26737.7,26573.0,164.70000000000073,26581.235,0.1,26556.53,True,2023-09-22 13:10:00+00:00,,True,2023-09-22 13:45:00+00:00,True,2023-09-22 13:55:00+00:00,False,,False,0.0,35.0,45.0,191,2023-09-22 13:00:00+00:00,26637.10272454788,26747.435356345733,26766.876021509896,26584.4,True,True
development,BEAR,12-16,2023-09-23 12:00:00+00:00,2023-09-23 16:00:00+00:00,2023-09-23 15:35:00+00:00,26583.7,26540.9,42.79999999999927,26543.04,0.1,26536.620000000003,True,2023-09-23 15:35:00+00:00,,False,,False,,True,2023-09-23 17:00:00+00:00,False,0.0,,,192,2023-09-23 15:00:00+00:00,26565.192751346665,26627.81196127655,26636.585918072364,26546.5,True,True
development,BEAR,00-04,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:45:00+00:00,26512.0,26081.0,431.0,26102.55,0.05,26059.45,True,2023-09-25 00:45:00+00:00,,True,2023-09-25 05:50:00+00:00,True,2023-09-25 06:15:00+00:00,False,,False,0.0,305.0,330.0,193,2023-09-25 00:00:00+00:00,26515.574725928098,26562.036219030717,26582.52539070152,26120.3,True,True
development,BEAR,12-16,2023-09-26 12:00:00+00:00,2023-09-26 16:00:00+00:00,2023-09-26 14:05:00+00:00,26322.4,26170.1,152.3000000000029,26177.715,0.1,26154.87,True,2023-09-26 14:05:00+00:00,,True,2023-09-26 14:10:00+00:00,True,2023-09-26 14:15:00+00:00,False,,False,0.0,5.0,10.0,194,2023-09-26 14:00:00+00:00,26255.22143481046,26309.11490631318,26321.879151011486,26183.1,True,True
development,BULL,12-16,2023-09-30 12:00:00+00:00,2023-09-30 16:00:00+00:00,2023-09-30 13:15:00+00:00,26987.6,26906.0,81.59999999999854,26910.08,0.1,26897.84,True,2023-09-30 13:15:00+00:00,,False,,False,,True,2023-09-30 14:50:00+00:00,False,0.0,,,195,2023-09-30 13:00:00+00:00,26916.47606917408,26846.56065500195,26835.384110758812,26908.1,False,False
development,BULL,12-16,2023-10-03 12:00:00+00:00,2023-10-03 16:00:00+00:00,2023-10-03 12:25:00+00:00,27630.0,27458.3,171.70000000000073,27466.885,0.1,27441.13,True,2023-10-03 12:25:00+00:00,,True,2023-10-03 13:00:00+00:00,True,2023-10-03 13:05:00+00:00,False,,False,0.0,35.0,40.0,196,2023-10-03 12:00:00+00:00,27650.25172945594,27612.623334669788,27618.83570933269,27470.0,True,False
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:40:00+00:00,27934.0,27800.0,134.0,27806.7,0.15,27779.9,True,2023-10-09 08:40:00+00:00,,True,2023-10-09 08:45:00+00:00,True,2023-10-09 08:50:00+00:00,False,,False,0.0,5.0,10.0,197,2023-10-09 08:00:00+00:00,27883.626818010544,27870.31223075512,27873.102847639137,27817.3,True,False
development,BEAR,12-16,2023-10-09 12:00:00+00:00,2023-10-09 16:00:00+00:00,2023-10-09 13:10:00+00:00,27834.8,27392.0,442.7999999999993,27414.14,0.1,27347.72,True,2023-10-09 13:10:00+00:00,,True,2023-10-09 16:30:00+00:00,True,2023-10-09 16:40:00+00:00,False,,False,0.0,200.0,210.0,198,2023-10-09 13:00:00+00:00,27740.643681791684,27808.35204233588,27851.93774165438,27438.3,True,True
development,BEAR,12-16,2023-10-10 12:00:00+00:00,2023-10-10 16:00:00+00:00,2023-10-10 12:15:00+00:00,27727.3,27486.5,240.79999999999927,27498.54,0.1,27462.42,True,2023-10-10 12:15:00+00:00,,True,2023-10-10 12:40:00+00:00,True,2023-10-10 12:50:00+00:00,False,,False,0.0,25.0,35.0,199,2023-10-10 12:00:00+00:00,27606.224473419574,27671.868544880017,27683.80215511291,27505.8,True,True
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 10:10:00+00:00,26909.9,26768.8,141.10000000000218,26775.855,0.15,26747.635,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,200,2023-10-12 10:00:00+00:00,26855.693576854068,27063.26202590974,27100.351424992587,26771.6,True,True
development,BEAR,12-16,2023-10-15 12:00:00+00:00,2023-10-15 16:00:00+00:00,2023-10-15 12:30:00+00:00,26909.6,26830.1,79.5,26834.075,0.1,26822.15,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,201,2023-10-15 12:00:00+00:00,26866.63126079632,26864.996259054882,26864.37129903262,26832.7,False,False
development,BULL,12-16,2023-10-17 12:00:00+00:00,2023-10-17 16:00:00+00:00,2023-10-17 12:45:00+00:00,28605.0,28339.0,266.0,28352.3,0.1,28312.4,True,2023-10-17 12:45:00+00:00,,True,2023-10-17 12:55:00+00:00,True,2023-10-17 13:00:00+00:00,False,,False,0.0,10.0,15.0,202,2023-10-17 12:00:00+00:00,28265.712370688805,27881.53014676347,27809.588514125244,28340.3,False,False
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 01:00:00+00:00,28544.3,28360.0,184.29999999999927,28369.215,0.05,28350.785,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,203,2023-10-18 01:00:00+00:00,28369.526585979653,28094.211955152772,28057.478775535445,28361.4,False,False
development,BULL,00-04,2023-10-20 00:00:00+00:00,2023-10-20 04:00:00+00:00,2023-10-20 01:20:00+00:00,28883.7,28579.1,304.6000000000022,28594.33,0.05,28563.87,True,2023-10-20 01:20:00+00:00,,False,,False,,True,2023-10-20 02:35:00+00:00,False,0.0,,,204,2023-10-20 01:00:00+00:00,28548.24310078228,28416.400891402074,28386.70915898457,28582.2,False,False
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 10:15:00+00:00,34809.4,34401.7,407.7000000000044,34422.085,0.15,34340.545,True,2023-10-26 10:15:00+00:00,,True,2023-10-26 10:40:00+00:00,True,2023-10-26 10:45:00+00:00,False,,False,0.0,25.0,30.0,205,2023-10-26 10:00:00+00:00,34537.39363403639,34051.40584154431,33990.53946813567,34426.0,False,False
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:25:00+00:00,34684.0,34406.4,277.59999999999854,34420.28,0.15,34364.76,True,2023-11-01 05:25:00+00:00,,True,2023-11-01 05:45:00+00:00,True,2023-11-01 06:00:00+00:00,False,,False,0.0,20.0,35.0,206,2023-11-01 05:00:00+00:00,34467.090169868854,34421.23508792517,34417.463727259565,34442.8,False,False
development,BULL,16-20,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,2023-11-06 18:25:00+00:00,35281.5,34911.0,370.5,34929.525,0.1,34873.95,True,2023-11-06 18:25:00+00:00,,True,2023-11-06 18:30:00+00:00,False,,False,,True,0.0,5.0,,207,2023-11-06 18:00:00+00:00,35041.13218788241,34977.69443875309,34972.05506204928,34925.1,False,False
development,SIDEWAYS,12-16,2023-11-13 12:00:00+00:00,2023-11-13 16:00:00+00:00,2023-11-13 14:50:00+00:00,37065.9,36710.0,355.90000000000146,36727.795,0.1,36674.41,True,2023-11-13 14:50:00+00:00,,True,2023-11-13 17:50:00+00:00,True,2023-11-13 17:55:00+00:00,False,,False,0.0,180.0,185.0,208,2023-11-13 14:00:00+00:00,37010.60050299676,37023.412421823916,37041.38750152882,36744.7,True,True
development,BULL,08-12,2023-11-16 08:00:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 08:40:00+00:00,37645.9,37351.0,294.90000000000146,37365.745,0.15,37306.765,True,2023-11-16 08:40:00+00:00,,True,2023-11-16 09:00:00+00:00,True,2023-11-16 09:10:00+00:00,False,,False,0.0,20.0,30.0,209,2023-11-16 08:00:00+00:00,37183.575477893166,36771.008559231734,36676.85554650399,37370.0,False,False
development,SIDEWAYS,16-20,2023-11-16 16:00:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 18:30:00+00:00,37352.5,36251.0,1101.5,36306.075,0.1,36140.85,True,2023-11-16 18:30:00+00:00,,True,2023-11-16 18:45:00+00:00,True,2023-11-16 18:55:00+00:00,False,,False,0.0,15.0,25.0,210,2023-11-16 18:00:00+00:00,36957.5173091003,36809.85940356064,36856.507366333084,36291.5,True,False
development,BULL,12-16,2023-11-20 12:00:00+00:00,2023-11-20 16:00:00+00:00,2023-11-20 14:30:00+00:00,37445.5,37070.1,375.4000000000015,37088.87,0.1,37032.56,True,2023-11-20 14:30:00+00:00,,False,,False,,True,2023-11-20 16:00:00+00:00,False,0.0,,,211,2023-11-20 14:00:00+00:00,37092.242999538554,36879.124517572,36845.65349115117,37135.8,False,False
development,SIDEWAYS,16-20,2023-11-26 16:00:00+00:00,2023-11-26 20:00:00+00:00,2023-11-26 16:45:00+00:00,37669.8,37248.0,421.8000000000029,37269.09,0.1,37205.82,True,2023-11-26 16:45:00+00:00,,True,2023-11-26 16:50:00+00:00,True,2023-11-26 16:55:00+00:00,False,,False,0.0,5.0,10.0,212,2023-11-26 16:00:00+00:00,37642.06608370797,37644.76795434952,37674.15646637385,37260.0,True,True
development,BEAR,04-08,2023-11-27 04:00:00+00:00,2023-11-27 08:00:00+00:00,2023-11-27 07:40:00+00:00,37560.0,37174.2,385.8000000000029,37193.49,0.15,37116.33,True,2023-11-27 07:40:00+00:00,,True,2023-11-27 10:40:00+00:00,True,2023-11-27 10:45:00+00:00,False,,False,0.0,180.0,185.0,213,2023-11-27 07:00:00+00:00,37435.759957679824,37527.318031459385,37555.74158718831,37218.2,True,True
development,BULL,00-04,2023-12-02 00:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-02 00:35:00+00:00,38888.0,38622.3,265.6999999999971,38635.58500000001,0.05,38609.015,True,2023-12-02 00:35:00+00:00,,False,,False,,False,,True,0.0,,,214,2023-12-02 00:00:00+00:00,38490.69398448313,38195.83567727324,38131.54302226089,38644.6,False,False
development,BULL,04-08,2023-12-06 04:00:00+00:00,2023-12-06 08:00:00+00:00,2023-12-06 06:15:00+00:00,44160.1,43569.2,590.9000000000015,43598.745,0.15,43480.565,True,2023-12-06 06:15:00+00:00,,True,2023-12-06 06:20:00+00:00,True,2023-12-06 06:25:00+00:00,False,,False,0.0,5.0,10.0,215,2023-12-06 06:00:00+00:00,43322.02418331699,42331.53058670724,42153.24489674627,43601.6,False,False
development,BULL,20-00,2023-12-09 20:00:00+00:00,2023-12-10 00:00:00+00:00,2023-12-09 20:40:00+00:00,44131.0,43903.6,227.40000000000143,43914.97,0.15,43869.49,True,2023-12-09 20:40:00+00:00,,True,2023-12-09 23:15:00+00:00,True,2023-12-09 23:20:00+00:00,False,,False,0.0,155.0,160.0,216,2023-12-09 20:00:00+00:00,43994.0814798854,43851.32134446454,43837.82556642696,43955.5,False,False
development,BEAR,16-20,2023-12-11 16:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 16:25:00+00:00,42398.3,41682.2,716.1000000000058,41718.005,0.1,41610.59,True,2023-12-11 16:25:00+00:00,,True,2023-12-11 17:10:00+00:00,True,2023-12-11 17:25:00+00:00,False,,False,0.0,45.0,60.0,217,2023-12-11 16:00:00+00:00,42530.20807474199,43100.82472305323,43253.725977592105,41717.5,True,True
development,BEAR,16-20,2023-12-12 16:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 18:15:00+00:00,42085.9,41171.2,914.7000000000044,41216.935,0.1,41079.73,True,2023-12-12 18:15:00+00:00,,True,2023-12-12 19:25:00+00:00,True,2023-12-12 19:30:00+00:00,False,,False,0.0,70.0,75.0,218,2023-12-12 18:00:00+00:00,41598.91320930891,42088.20393979479,42207.52647976368,41183.6,True,True
