hour_wib,component_rank,character_rule,component_size,lookback_min,hold_min,dev_n,dev_wr,dev_net,dev_exp,dev_pf,dev_dd,dev_ls,test_n,test_wr,test_net,test_exp,test_pf,test_dd,test_ls,wr_change_pp,exp_retention,pf_retention,dd_cap,ls_warning_threshold,risk_clustering_warning,economically_viable,performance_stable
0,1,EFF_HIGH__RANGE_LOW,3,360,240,64,0.6875,143.78281326061514,2.2466064571971116,2.6027655212887018,54.07721950245556,11,39,0.38461538461538464,-78.40856265005645,-2.010475965386063,0.3836870435722667,81.86352903776395,7,-30.288461538461537,-0.8948945904367928,0.14741513994787073,101.11582925368334,15,False,False,False
0,1,EFF_HIGH__RANGE_LOW,3,360,360,64,0.578125,165.57772403143815,2.587151937991221,2.183989453918361,71.92436726389582,16,39,0.4358974358974359,-35.89976598683379,-0.9205068201752254,0.6787893669107444,53.62691017978369,6,-14.222756410256409,-0.3557992890398032,0.3108024929758283,127.88655089584373,20,False,False,False
0,1,EFF_HIGH__RANGE_LOW,3,360,480,64,0.609375,253.14558742632704,3.95539980353636,2.5275664165318035,102.47993254051357,16,39,0.46153846153846156,-37.10184263846193,-0.9513292984221008,0.7205611153689315,96.3293398615812,4,-14.783653846153843,-0.24051406827991356,0.2850809817126975,160.0,20,False,False,False
0,2,DRIVE_DOWN__STR_B40_60,2,180,240,121,0.6198347107438017,159.0156189599984,1.3141786690908959,1.4625060966092924,93.21388189682477,6,99,0.494949494949495,70.11764332843424,0.7082590235195377,1.3296401303770318,73.30011194765726,10,-12.488521579430673,0.5389366302905276,0.9091518547920585,159.82082284523716,12,False,False,False
0,2,DRIVE_DOWN__STR_B40_60,2,240,240,98,0.6122448979591837,118.26532382456386,1.2067890186179986,1.3947503950035625,65.77970073544155,5,113,0.5132743362831859,-74.94769069078062,-0.6632538999184125,0.7867702727059525,153.33766406455527,6,-9.897056167599782,-0.549602200290125,0.5640939594098074,118.66955110316232,12,False,False,False
1,1,RV_LOW__RANGE_MID,3,60,240,65,0.5692307692307692,99.54496331976044,1.5314609741501606,1.482841035119041,73.16265972467694,8,70,0.4142857142857143,-79.69928941735307,-1.138561277390758,0.6324773709713399,124.20834750427417,7,-15.49450549450549,-0.7434477904489661,0.42653079864394583,129.74398958701542,12,False,False,False
1,1,RV_LOW__RANGE_MID,3,120,240,73,0.6164383561643836,129.18427219394712,1.7696475643006455,1.6680628482997326,85.39913731994649,6,58,0.603448275862069,72.52398420518111,1.2504135207789846,1.5834079515036348,89.59734490034344,6,-1.2990080302314633,0.7065890101530701,0.9492495760082499,148.09870597991974,12,False,True,True
1,1,RV_LOW__RANGE_MID,3,180,240,76,0.5921052631578947,139.76985399050938,1.8390770261909128,1.7650901475618048,74.69491328169619,6,49,0.6326530612244898,15.603324199747927,0.3184351877499577,1.12080637011689,84.29841614371215,5,4.054779806659514,0.17314945661057987,0.6349853414938088,132.04236992254428,12,False,False,False
1,2,EFF_HIGH__EXT_MID,3,360,120,114,0.5614035087719298,164.75399718162097,1.4452105015931664,1.5248326704287163,97.43037609732616,11,137,0.5255474452554745,10.426334791163754,0.07610463351214419,1.0292921365760508,154.5871986656799,10,-3.5856063516455317,0.05265989516976815,0.6750197294019539,160.0,15,False,False,False
1,2,EFF_HIGH__EXT_MID,3,360,240,114,0.5701754385964912,192.8965512797582,1.692075011225949,1.6188308717628503,60.78667201958259,8,137,0.5328467153284672,41.78862175092763,0.3050264361381579,1.109808954110253,106.99939437040419,8,-3.7328723268024055,0.18026767969178795,0.6855620148272251,111.18000802937388,12,False,False,False
1,2,EFF_HIGH__EXT_MID,3,360,360,114,0.5877192982456141,145.48825616065034,1.276212773339038,1.3001992380285614,119.26411433499297,8,137,0.5474452554744526,253.13240071510222,1.8476817570445419,1.6234389876866804,108.4251966382592,10,-4.027404277116153,1.4477850368244884,1.2486078596294474,160.0,12,False,True,True
2,1,DRIVE_UP__STR_B80_100,4,180,360,71,0.5915492957746479,293.0760417358952,4.127831573745003,1.9761553507022451,97.2665578002615,6,95,0.4631578947368421,260.3364825206376,2.7403840265330275,1.5658961782980996,179.433769648493,11,-12.839140103780577,0.6638798065219497,0.7923952829627711,160.0,12,False,False,False
2,1,DRIVE_UP__STR_B80_100,4,60,480,88,0.6022727272727273,566.828522933902,6.441233215157978,2.434203553160788,98.91607653795904,5,98,0.6122448979591837,372.77847006602855,3.8038619394492708,1.9470303455216782,121.01522450288917,6,0.9972170686456394,0.5905487058747921,0.7998634062436889,160.0,12,False,True,False
2,1,DRIVE_UP__STR_B80_100,4,120,480,74,0.6081081081081081,370.11876106515984,5.001604879258917,2.151915543883097,94.06821382633387,6,106,0.5094339622641509,43.94472627570495,0.41457288939344294,1.0746384481219358,187.09818344545167,11,-9.867414584395718,0.08288797284100335,0.49938690724951407,160.0,12,False,False,False
2,1,DRIVE_UP__STR_B80_100,4,180,480,71,0.647887323943662,420.25498321986805,5.919084270702367,2.6664370093980683,68.9540936633681,5,95,0.5368421052631579,281.1765450329969,2.9597531056104938,1.6102578626131467,167.76182187271775,10,-11.10452186805041,0.5000356423814329,0.6038987071277759,123.43114049505215,12,False,False,False
2,2,EFF_HIGH__RV_LOW,3,240,240,106,0.5754716981132075,98.23101858090467,0.9267077224613649,1.379366277409371,65.70299302554461,10,58,0.5,-25.938330041471556,-0.4472125869219234,0.7437945698828411,51.4745263821808,8,-7.547169811320753,-0.4825821303550948,0.5392291968162248,118.55448953831691,14,False,False,False
2,2,EFF_HIGH__RV_LOW,3,240,360,106,0.5754716981132075,154.83641809444336,1.460720925419277,1.526876688797806,99.94019228344986,9,58,0.5,-102.09594216725425,-1.7602748649526594,0.5459136750937196,152.49781441284117,12,-7.547169811320753,-1.2050726694747664,0.3575361907735637,160.0,13,False,False,False
2,2,EFF_HIGH__RV_LOW,3,240,480,106,0.5566037735849056,147.73080712340175,1.3936868596547334,1.4568870564588057,123.5169243130376,14,58,0.3620689655172414,-134.97282682956146,-2.3271177039579563,0.4916594745966949,195.1441235379942,12,-19.453480806766425,-1.6697565079536356,0.33747260806321594,160.0,18,False,False,False
2,3,DRIVE_DOWN__RV_LOW,3,120,120,188,0.574468085106383,128.0601985896587,0.6811712690939293,1.4113130972020551,77.98072347999305,8,120,0.35833333333333334,-159.73510447901134,-1.331125870658428,0.42701273230381687,185.74363326977144,11,-21.61347517730497,-1.9541720725083516,0.30256413913423935,136.97108521998956,12,False,False,False
2,3,DRIVE_DOWN__RV_LOW,3,180,120,199,0.5778894472361809,168.92013501536175,0.8488448995746821,1.5766955045296889,73.77206075878772,12,139,0.4028776978417266,-106.0348150209523,-0.7628403958341892,0.6273460777471686,173.361517171679,12,-17.501174939445423,-0.8986805436616443,0.39788664072730967,130.6580911381816,16,False,False,False
2,3,DRIVE_DOWN__RV_LOW,3,240,120,219,0.5525114155251142,121.88605948836468,0.5565573492619392,1.3499310014677643,76.11430550731029,7,144,0.4305555555555556,-55.16907193952211,-0.38311855513557025,0.7419476899831895,87.59494472173259,12,-12.19558599695586,-0.6883721069241664,0.5496189725078381,134.17145826096544,12,False,False,False
3,1,DRIVE_UP__STR_B60_80,2,360,240,67,0.5522388059701493,197.29363181867086,2.944681071920461,1.9232289380765997,69.00102438639979,7,79,0.6835443037974683,379.471574106516,4.803437646917924,5.247170967926927,20.830040951184316,6,13.130549782731904,1.6312250901199363,2.728313236163431,123.50153657959969,12,False,True,True
