trades_n,completion_exit_n,completion_exit_rate,sl_hit_n,sl_hit_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,positive_n,positive_mean_r,positive_survival_to_completion,negative_n,negative_mean_r,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,fixed150_mean_r,fixed150_pf,route_tp_mean_r,route_tp_pf,gate_trades_n_ge_40,gate_mean_r_ge_0_05,gate_pf_ge_1_10,gate_cum_r_gt_0,gate_buy_mean_r_gt_0,gate_sell_mean_r_gt_0,gate_score3_mean_r_gt_0,gate_score4_mean_r_gt_0_if_n_ge5,gate_h1_cum_r_gt_0,gate_h2_cum_r_gt_0
60,37,0.6166666666666667,23,0.38333333333333336,0.5333333333333333,0.1071460229491668,0.09814700846608274,1.2702501668301724,6.428761376950008,5.103550295857987,6,120.0,35,0.8233038095658892,0.9714285714285714,25,-0.8954748783142443,23,0.19811767351013612,1.523283060891335,37,0.05059607800586154,1.124139368147892,48,0.02117604044499845,1.0541004817048798,12,0.45102595296584025,2.0824622871180165,0.040772091698026265,1.1028378308416942,0.00014410528170588632,1.0003634710402702,True,True,True,True,True,True,True,True,True,True
