rule,source_tf,family,side_type,mode,weeks,n,coverage,tp,sl,time,wr,exp,pf,max_ls,wilson,fullcov,wr_sort,pf_sort,rank
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,156,156,1.0,76,80,0,0.48717948717948717,-0.0002564102564102013,0.9500000000000108,7,0.4099983039412419,1,0.48717948717948717,0.9500000000000108,1
H1|SWING2_HIGH|SUPPORT|HOLD,H1,SWING2_HIGH,SUPPORT,HOLD,156,156,1.0,75,81,0,0.4807692307692308,-0.00038461538461533035,0.9259259259259364,7,0.4037732126661303,1,0.4807692307692308,0.9259259259259364,2
H1|SWING2_HIGH|SUPPORT|RECLAIM,H1,SWING2_HIGH,SUPPORT,RECLAIM,156,156,1.0,75,81,0,0.4807692307692308,-0.00038461538461533035,0.9259259259259364,7,0.4037732126661303,1,0.4807692307692308,0.9259259259259364,3
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,156,156,1.0,75,81,0,0.4807692307692308,-0.0003846153846153793,0.9259259259259268,10,0.4037732126661303,1,0.4807692307692308,0.9259259259259268,4
H1|PREV_HIGH|RESISTANCE|RECLAIM,H1,PREV_HIGH,RESISTANCE,RECLAIM,156,156,1.0,75,81,0,0.4807692307692308,-0.0003846153846153793,0.9259259259259268,10,0.4037732126661303,1,0.4807692307692308,0.9259259259259268,5
H1|PREV_HIGH|RESISTANCE|WICK,H1,PREV_HIGH,RESISTANCE,WICK,156,156,1.0,73,83,0,0.46794871794871795,-0.0006410256410256352,0.8795180722891573,10,0.39136043697626344,1,0.46794871794871795,0.8795180722891573,6
H1|PREV_HIGH|SUPPORT|BODY,H1,PREV_HIGH,SUPPORT,BODY,156,156,1.0,72,84,0,0.46153846153846156,-0.0007692307692307052,0.8571428571428684,5,0.38517280077153876,1,0.46153846153846156,0.8571428571428684,7
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,156,156,1.0,72,84,0,0.46153846153846156,-0.0007692307692307052,0.8571428571428684,5,0.38517280077153876,1,0.46153846153846156,0.8571428571428684,8
H1|PREV_HIGH|SUPPORT|RECLAIM,H1,PREV_HIGH,SUPPORT,RECLAIM,156,156,1.0,72,84,0,0.46153846153846156,-0.0007692307692307052,0.8571428571428684,5,0.38517280077153876,1,0.46153846153846156,0.8571428571428684,9
H1|PREV_OPEN|RESISTANCE|BODY,H1,PREV_OPEN,RESISTANCE,BODY,156,156,1.0,72,84,0,0.46153846153846156,-0.000769230769230765,0.8571428571428574,6,0.38517280077153876,1,0.46153846153846156,0.8571428571428574,10
H1|R6_HIGH|SUPPORT|BODY,H1,R6_HIGH,SUPPORT,BODY,156,156,1.0,71,85,0,0.4551282051282051,-0.0008974358974358393,0.8352941176470694,6,0.37899770803741434,1,0.4551282051282051,0.8352941176470694,11
H1|R6_HIGH|SUPPORT|HOLD,H1,R6_HIGH,SUPPORT,HOLD,156,156,1.0,71,85,0,0.4551282051282051,-0.0008974358974358393,0.8352941176470694,6,0.37899770803741434,1,0.4551282051282051,0.8352941176470694,12
H1|R6_HIGH|SUPPORT|RECLAIM,H1,R6_HIGH,SUPPORT,RECLAIM,156,156,1.0,71,85,0,0.4551282051282051,-0.0008974358974358393,0.8352941176470694,6,0.37899770803741434,1,0.4551282051282051,0.8352941176470694,13
