partition,bull_cross_ts,signal_ts,entry_ts,entry_px,regime_at_cross,regime_at_signal,resolved,exit_reason,exit_ts,exit_px,gross_return,hold_minutes,gross_pnl_usd,net_pnl_usd
external,2021-02-12 21:15:00+00:00,2021-02-12 21:30:00+00:00,2021-02-12 21:45:00+00:00,47900.01,True,True,True,SL,2021-02-12 23:30:00+00:00,47421.009900000005,-0.01,105.0,-5.0,-5.4
external,2021-02-14 00:00:00+00:00,2021-02-14 00:30:00+00:00,2021-02-14 00:45:00+00:00,47637.93,True,True,True,TP,2021-02-14 05:30:00+00:00,48114.3093,0.01,285.0,5.0,4.6
external,2021-02-15 13:00:00+00:00,2021-02-15 15:00:00+00:00,2021-02-15 15:15:00+00:00,47803.03,True,True,True,TP,2021-02-15 16:15:00+00:00,48281.0603,0.01,60.0,5.0,4.6
external,2021-02-16 02:15:00+00:00,2021-02-16 02:45:00+00:00,2021-02-16 03:00:00+00:00,48503.37,True,True,True,TP,2021-02-16 03:15:00+00:00,48988.4037,0.01,15.0,5.0,4.6
external,2021-02-16 23:45:00+00:00,2021-02-17 00:00:00+00:00,2021-02-17 00:15:00+00:00,49489.0,True,True,True,TP,2021-02-17 02:15:00+00:00,49983.89,0.01,120.0,5.0,4.6
external,2021-02-18 16:45:00+00:00,2021-02-18 17:15:00+00:00,2021-02-18 17:30:00+00:00,52085.71,True,True,True,SL,2021-02-19 00:05:00+00:00,51564.8529,-0.01,395.0,-5.0,-5.4
external,2021-02-19 08:15:00+00:00,2021-02-19 08:30:00+00:00,2021-02-19 08:45:00+00:00,51912.74,True,True,True,TP,2021-02-19 09:00:00+00:00,52431.867399999996,0.01,15.0,5.0,4.6
external,2021-02-21 03:45:00+00:00,2021-02-21 04:15:00+00:00,2021-02-21 04:30:00+00:00,56521.12,True,True,True,SL,2021-02-21 08:00:00+00:00,55955.908800000005,-0.01,210.0,-5.0,-5.4
external,2021-02-21 08:45:00+00:00,2021-02-21 09:15:00+00:00,2021-02-21 09:30:00+00:00,56547.54,True,True,True,TP,2021-02-21 10:05:00+00:00,57113.015400000004,0.01,35.0,5.0,4.6
external,2021-03-10 08:45:00+00:00,2021-03-10 09:15:00+00:00,2021-03-10 09:30:00+00:00,54839.56,True,True,True,TP,2021-03-10 09:35:00+00:00,55387.9556,0.01,5.0,5.0,4.6
external,2021-03-11 12:45:00+00:00,2021-03-11 13:00:00+00:00,2021-03-11 13:15:00+00:00,56761.11,True,True,True,SL,2021-03-11 15:30:00+00:00,56193.4989,-0.01,135.0,-5.0,-5.4
external,2021-03-12 16:30:00+00:00,2021-03-12 17:00:00+00:00,2021-03-12 17:15:00+00:00,57566.38,True,True,True,SL,2021-03-12 19:25:00+00:00,56990.716199999995,-0.01,130.0,-5.0,-5.4
external,2021-03-13 07:00:00+00:00,2021-03-13 07:30:00+00:00,2021-03-13 07:45:00+00:00,57215.65,True,True,True,TP,2021-03-13 10:05:00+00:00,57787.8065,0.01,140.0,5.0,4.6
external,2021-03-15 03:30:00+00:00,2021-03-15 03:45:00+00:00,2021-03-15 04:00:00+00:00,60484.28,True,True,True,SL,2021-03-15 04:45:00+00:00,59879.4372,-0.01,45.0,-5.0,-5.4
external,2021-03-18 15:45:00+00:00,2021-03-18 16:00:00+00:00,2021-03-18 16:15:00+00:00,59700.0,True,True,True,TP,2021-03-18 16:35:00+00:00,60297.0,0.01,20.0,5.0,4.6
external,2021-03-19 06:30:00+00:00,2021-03-19 06:45:00+00:00,2021-03-19 07:00:00+00:00,58183.93,True,True,True,SL,2021-03-19 08:05:00+00:00,57602.0907,-0.01,65.0,-5.0,-5.4
external,2021-03-20 08:45:00+00:00,2021-03-20 09:00:00+00:00,2021-03-20 09:15:00+00:00,58768.2,True,True,True,TP,2021-03-20 11:45:00+00:00,59355.882,0.01,150.0,5.0,4.6
external,2021-03-31 06:15:00+00:00,2021-03-31 06:30:00+00:00,2021-03-31 06:45:00+00:00,59665.12,True,True,True,SL,2021-03-31 07:50:00+00:00,59068.4688,-0.01,65.0,-5.0,-5.4
external,2021-03-31 15:15:00+00:00,2021-03-31 15:45:00+00:00,2021-03-31 16:00:00+00:00,59367.07,True,True,True,SL,2021-03-31 19:55:00+00:00,58773.3993,-0.01,235.0,-5.0,-5.4
external,2021-04-01 08:15:00+00:00,2021-04-01 09:00:00+00:00,2021-04-01 09:15:00+00:00,59222.93,True,True,True,SL,2021-04-01 10:35:00+00:00,58630.7007,-0.01,80.0,-5.0,-5.4
external,2021-04-01 22:30:00+00:00,2021-04-01 22:45:00+00:00,2021-04-01 23:00:00+00:00,59089.45,True,True,True,TP,2021-04-02 02:30:00+00:00,59680.3445,0.01,210.0,5.0,4.6
external,2021-04-02 01:45:00+00:00,2021-04-02 02:00:00+00:00,2021-04-02 02:15:00+00:00,59302.2,True,True,True,TP,2021-04-02 02:30:00+00:00,59895.221999999994,0.01,15.0,5.0,4.6
external,2021-04-02 15:00:00+00:00,2021-04-02 15:15:00+00:00,2021-04-02 15:30:00+00:00,59618.38,True,True,True,SL,2021-04-02 19:05:00+00:00,59022.1962,-0.01,215.0,-5.0,-5.4
external,2021-04-03 02:15:00+00:00,2021-04-03 02:30:00+00:00,2021-04-03 02:45:00+00:00,59364.0,True,True,True,SL,2021-04-03 16:00:00+00:00,58770.36,-0.01,795.0,-5.0,-5.4
external,2021-04-10 02:30:00+00:00,2021-04-10 02:45:00+00:00,2021-04-10 03:00:00+00:00,58765.2,True,True,True,TP,2021-04-10 04:00:00+00:00,59352.852,0.01,60.0,5.0,4.6
external,2021-04-11 01:30:00+00:00,2021-04-11 01:45:00+00:00,2021-04-11 02:00:00+00:00,60690.01,True,True,True,SL,2021-04-11 04:40:00+00:00,60083.1099,-0.01,160.0,-5.0,-5.4
external,2021-04-11 18:45:00+00:00,2021-04-11 19:00:00+00:00,2021-04-11 19:15:00+00:00,60097.33,True,True,True,TP,2021-04-12 04:10:00+00:00,60698.3033,0.01,535.0,5.0,4.6
external,2021-04-11 22:30:00+00:00,2021-04-11 22:45:00+00:00,2021-04-11 23:00:00+00:00,60198.01,True,True,True,TP,2021-04-12 06:55:00+00:00,60799.9901,0.01,475.0,5.0,4.6
external,2021-04-13 00:30:00+00:00,2021-04-13 00:45:00+00:00,2021-04-13 01:00:00+00:00,60516.81,True,True,True,TP,2021-04-13 03:00:00+00:00,61121.9781,0.01,120.0,5.0,4.6
external,2021-04-15 04:15:00+00:00,2021-04-15 05:00:00+00:00,2021-04-15 05:15:00+00:00,63067.92,True,True,True,SL,2021-04-15 10:20:00+00:00,62437.2408,-0.01,305.0,-5.0,-5.4
external,2021-04-15 19:30:00+00:00,2021-04-15 19:45:00+00:00,2021-04-15 20:00:00+00:00,63469.68,True,True,True,SL,2021-04-16 01:45:00+00:00,62834.9832,-0.01,345.0,-5.0,-5.4
external,2021-05-01 19:15:00+00:00,2021-05-01 20:15:00+00:00,2021-05-01 20:30:00+00:00,57789.01,True,True,True,SL,2021-05-02 03:30:00+00:00,57211.1199,-0.01,420.0,-5.0,-5.4
external,2021-05-03 00:30:00+00:00,2021-05-03 01:00:00+00:00,2021-05-03 01:15:00+00:00,57596.03,True,True,True,TP,2021-05-03 01:40:00+00:00,58171.9903,0.01,25.0,5.0,4.6
external,2021-06-15 17:15:00+00:00,2021-06-15 17:30:00+00:00,2021-06-15 17:45:00+00:00,40285.01,True,True,True,TP,2021-06-15 17:55:00+00:00,40687.860100000005,0.01,10.0,5.0,4.6
external,2021-06-16 05:45:00+00:00,2021-06-16 06:15:00+00:00,2021-06-16 06:30:00+00:00,40412.14,True,True,True,SL,2021-06-16 08:25:00+00:00,40008.018599999996,-0.01,115.0,-5.0,-5.4
external,2021-07-25 18:00:00+00:00,2021-07-25 19:15:00+00:00,2021-07-25 19:30:00+00:00,34381.01,True,True,True,TP,2021-07-25 23:05:00+00:00,34724.820100000004,0.01,215.0,5.0,4.6
external,2021-07-27 11:30:00+00:00,2021-07-27 11:45:00+00:00,2021-07-27 12:00:00+00:00,38027.32,True,True,True,TP,2021-07-27 12:45:00+00:00,38407.5932,0.01,45.0,5.0,4.6
external,2021-07-28 18:30:00+00:00,2021-07-28 18:45:00+00:00,2021-07-28 19:00:00+00:00,40448.38,True,True,True,SL,2021-07-28 19:25:00+00:00,40043.896199999996,-0.01,25.0,-5.0,-5.4
external,2021-07-29 05:30:00+00:00,2021-07-29 06:30:00+00:00,2021-07-29 06:45:00+00:00,40092.26,True,True,True,TP,2021-07-29 09:45:00+00:00,40493.1826,0.01,180.0,5.0,4.6
external,2021-07-29 23:30:00+00:00,2021-07-30 00:15:00+00:00,2021-07-30 00:30:00+00:00,40030.15,True,True,True,SL,2021-07-30 05:15:00+00:00,39629.8485,-0.01,285.0,-5.0,-5.4
external,2021-07-30 20:00:00+00:00,2021-07-30 20:15:00+00:00,2021-07-30 20:30:00+00:00,40223.01,True,True,True,TP,2021-07-30 20:45:00+00:00,40625.2401,0.01,15.0,5.0,4.6
external,2021-07-31 21:15:00+00:00,2021-07-31 21:30:00+00:00,2021-07-31 21:45:00+00:00,41846.7,True,True,True,SL,2021-07-31 23:55:00+00:00,41428.233,-0.01,130.0,-5.0,-5.4
external,2021-08-09 09:15:00+00:00,2021-08-09 09:30:00+00:00,2021-08-09 09:45:00+00:00,44613.68,True,True,True,TP,2021-08-09 10:00:00+00:00,45059.8168,0.01,15.0,5.0,4.6
external,2021-08-10 08:30:00+00:00,2021-08-10 08:45:00+00:00,2021-08-10 09:00:00+00:00,46151.29,True,True,True,SL,2021-08-10 10:30:00+00:00,45689.7771,-0.01,90.0,-5.0,-5.4
external,2021-08-10 21:30:00+00:00,2021-08-10 22:00:00+00:00,2021-08-10 22:15:00+00:00,45828.48,True,True,True,SL,2021-08-10 23:05:00+00:00,45370.1952,-0.01,50.0,-5.0,-5.4
external,2021-08-14 23:15:00+00:00,2021-08-14 23:30:00+00:00,2021-08-14 23:45:00+00:00,47191.01,True,True,True,SL,2021-08-15 04:00:00+00:00,46719.0999,-0.01,255.0,-5.0,-5.4
external,2021-08-15 20:15:00+00:00,2021-08-15 20:30:00+00:00,2021-08-15 20:45:00+00:00,46564.7,True,True,True,TP,2021-08-15 22:00:00+00:00,47030.346999999994,0.01,75.0,5.0,4.6
external,2021-08-21 12:45:00+00:00,2021-08-21 13:15:00+00:00,2021-08-21 13:30:00+00:00,49302.6,True,True,True,TP,2021-08-21 17:50:00+00:00,49795.626,0.01,260.0,5.0,4.6
external,2021-08-22 06:30:00+00:00,2021-08-22 07:15:00+00:00,2021-08-22 07:30:00+00:00,49233.42,True,True,True,SL,2021-08-22 13:15:00+00:00,48741.0858,-0.01,345.0,-5.0,-5.4
external,2021-08-22 23:15:00+00:00,2021-08-23 00:00:00+00:00,2021-08-23 00:15:00+00:00,49414.63,True,True,True,TP,2021-08-23 01:30:00+00:00,49908.7763,0.01,75.0,5.0,4.6
external,2021-08-24 06:45:00+00:00,2021-08-24 07:15:00+00:00,2021-08-24 07:30:00+00:00,49826.37,True,True,True,SL,2021-08-24 10:40:00+00:00,49328.1063,-0.01,190.0,-5.0,-5.4
external,2021-08-28 16:45:00+00:00,2021-08-28 17:00:00+00:00,2021-08-28 17:15:00+00:00,49020.07,True,True,True,SL,2021-08-28 19:40:00+00:00,48529.8693,-0.01,145.0,-5.0,-5.4
external,2021-08-29 00:00:00+00:00,2021-08-29 00:15:00+00:00,2021-08-29 00:30:00+00:00,48988.99,True,True,True,TP,2021-08-29 00:50:00+00:00,49478.8799,0.01,20.0,5.0,4.6
external,2021-08-29 17:45:00+00:00,2021-08-29 18:15:00+00:00,2021-08-29 18:30:00+00:00,48803.19,True,True,True,TP,2021-08-29 22:20:00+00:00,49291.221900000004,0.01,230.0,5.0,4.6
external,2021-09-03 06:00:00+00:00,2021-09-03 07:15:00+00:00,2021-09-03 07:30:00+00:00,49413.7,True,True,True,TP,2021-09-03 08:45:00+00:00,49907.837,0.01,75.0,5.0,4.6
external,2021-09-04 04:30:00+00:00,2021-09-04 05:15:00+00:00,2021-09-04 05:30:00+00:00,50253.17,True,True,True,SL,2021-09-04 11:05:00+00:00,49750.6383,-0.01,335.0,-5.0,-5.4
external,2021-09-04 21:45:00+00:00,2021-09-04 22:00:00+00:00,2021-09-04 22:15:00+00:00,50246.87,True,True,True,SL,2021-09-05 03:35:00+00:00,49744.401300000005,-0.01,320.0,-5.0,-5.4
external,2021-09-05 00:45:00+00:00,2021-09-05 01:45:00+00:00,2021-09-05 02:00:00+00:00,50133.01,True,True,True,SL,2021-09-05 05:35:00+00:00,49631.6799,-0.01,215.0,-5.0,-5.4
external,2021-09-05 09:15:00+00:00,2021-09-05 09:45:00+00:00,2021-09-05 10:00:00+00:00,50161.32,True,True,True,TP,2021-09-05 19:10:00+00:00,50662.9332,0.01,550.0,5.0,4.6
external,2021-09-06 14:45:00+00:00,2021-09-06 15:30:00+00:00,2021-09-06 15:45:00+00:00,51699.47,True,True,True,TP,2021-09-06 21:40:00+00:00,52216.464700000004,0.01,355.0,5.0,4.6
external,2021-09-19 08:30:00+00:00,2021-09-19 09:30:00+00:00,2021-09-19 09:45:00+00:00,48174.02,True,True,True,SL,2021-09-19 11:40:00+00:00,47692.2798,-0.01,115.0,-5.0,-5.4
external,2021-10-03 05:30:00+00:00,2021-10-03 06:15:00+00:00,2021-10-03 06:30:00+00:00,47943.9,True,True,True,TP,2021-10-03 17:45:00+00:00,48423.339,0.01,675.0,5.0,4.6
external,2021-10-04 16:15:00+00:00,2021-10-04 16:45:00+00:00,2021-10-04 17:00:00+00:00,48568.37,True,True,True,TP,2021-10-04 17:35:00+00:00,49054.053700000004,0.01,35.0,5.0,4.6
external,2021-10-06 11:15:00+00:00,2021-10-06 11:45:00+00:00,2021-10-06 12:00:00+00:00,51296.44,True,True,True,TP,2021-10-06 12:20:00+00:00,51809.4044,0.01,20.0,5.0,4.6
external,2021-10-08 07:15:00+00:00,2021-10-08 07:30:00+00:00,2021-10-08 07:45:00+00:00,54533.02,True,True,True,TP,2021-10-08 08:05:00+00:00,55078.3502,0.01,20.0,5.0,4.6
external,2021-10-09 04:30:00+00:00,2021-10-09 04:45:00+00:00,2021-10-09 05:00:00+00:00,54714.82,True,True,True,TP,2021-10-09 11:10:00+00:00,55261.9682,0.01,370.0,5.0,4.6
external,2021-10-09 23:00:00+00:00,2021-10-10 00:15:00+00:00,2021-10-10 00:30:00+00:00,55125.96,True,True,True,SL,2021-10-10 01:10:00+00:00,54574.7004,-0.01,40.0,-5.0,-5.4
external,2021-10-10 04:15:00+00:00,2021-10-10 04:30:00+00:00,2021-10-10 04:45:00+00:00,55244.99,True,True,True,TP,2021-10-10 04:50:00+00:00,55797.4399,0.01,5.0,5.0,4.6
external,2021-10-10 14:15:00+00:00,2021-10-10 15:00:00+00:00,2021-10-10 15:15:00+00:00,55186.9,True,True,True,TP,2021-10-10 20:10:00+00:00,55738.769,0.01,295.0,5.0,4.6
external,2021-10-12 06:15:00+00:00,2021-10-12 07:00:00+00:00,2021-10-12 07:15:00+00:00,57402.19,True,True,True,SL,2021-10-12 09:55:00+00:00,56828.1681,-0.01,160.0,-5.0,-5.4
external,2021-10-13 03:15:00+00:00,2021-10-13 04:00:00+00:00,2021-10-13 04:15:00+00:00,56339.33,True,True,True,SL,2021-10-13 05:30:00+00:00,55775.9367,-0.01,75.0,-5.0,-5.4
external,2021-10-14 21:30:00+00:00,2021-10-14 21:45:00+00:00,2021-10-14 22:00:00+00:00,57787.12,True,True,True,SL,2021-10-15 00:05:00+00:00,57209.2488,-0.01,125.0,-5.0,-5.4
external,2021-10-15 02:30:00+00:00,2021-10-15 02:45:00+00:00,2021-10-15 03:00:00+00:00,59116.13,True,True,True,TP,2021-10-15 04:25:00+00:00,59707.2913,0.01,85.0,5.0,4.6
external,2021-10-17 03:00:00+00:00,2021-10-17 03:15:00+00:00,2021-10-17 03:30:00+00:00,61276.75,True,True,True,SL,2021-10-17 06:15:00+00:00,60663.9825,-0.01,165.0,-5.0,-5.4
external,2021-10-17 10:30:00+00:00,2021-10-17 11:00:00+00:00,2021-10-17 11:15:00+00:00,61293.6,True,True,True,SL,2021-10-17 15:35:00+00:00,60680.664,-0.01,260.0,-5.0,-5.4
external,2021-10-17 23:30:00+00:00,2021-10-18 00:15:00+00:00,2021-10-18 00:30:00+00:00,62017.04,True,True,True,TP,2021-10-18 07:35:00+00:00,62637.2104,0.01,425.0,5.0,4.6
external,2021-10-18 15:30:00+00:00,2021-10-18 15:45:00+00:00,2021-10-18 16:00:00+00:00,62021.07,True,True,True,SL,2021-10-18 19:10:00+00:00,61400.8593,-0.01,190.0,-5.0,-5.4
external,2021-10-18 22:45:00+00:00,2021-10-18 23:30:00+00:00,2021-10-18 23:45:00+00:00,62031.6,True,True,True,TP,2021-10-19 03:15:00+00:00,62651.916,0.01,210.0,5.0,4.6
external,2021-10-21 09:00:00+00:00,2021-10-21 09:30:00+00:00,2021-10-21 09:45:00+00:00,66563.37,True,True,True,SL,2021-10-21 10:45:00+00:00,65897.73629999999,-0.01,60.0,-5.0,-5.4
external,2021-10-26 11:00:00+00:00,2021-10-26 11:45:00+00:00,2021-10-26 12:00:00+00:00,62834.39,True,True,True,SL,2021-10-26 13:35:00+00:00,62206.0461,-0.01,95.0,-5.0,-5.4
external,2021-11-10 13:45:00+00:00,2021-11-10 14:00:00+00:00,2021-11-10 14:15:00+00:00,68806.62,True,True,True,SL,2021-11-10 18:20:00+00:00,68118.5538,-0.01,245.0,-5.0,-5.4
external,2021-12-25 19:45:00+00:00,2021-12-25 20:00:00+00:00,2021-12-25 20:15:00+00:00,50917.39,True,True,True,SL,2021-12-25 23:55:00+00:00,50408.2161,-0.01,220.0,-5.0,-5.4
development,2022-02-06 05:15:00+00:00,2022-02-06 05:30:00+00:00,2022-02-06 05:45:00+00:00,41566.93,True,True,True,TP,2022-02-06 14:30:00+00:00,41982.5993,0.01,525.0,5.0,4.6
development,2022-02-06 07:45:00+00:00,2022-02-06 08:30:00+00:00,2022-02-06 08:45:00+00:00,41581.9,True,True,True,TP,2022-02-06 14:30:00+00:00,41997.719000000005,0.01,345.0,5.0,4.6
development,2022-02-06 17:15:00+00:00,2022-02-06 17:45:00+00:00,2022-02-06 18:00:00+00:00,41619.99,True,True,True,TP,2022-02-06 23:05:00+00:00,42036.1899,0.01,305.0,5.0,4.6
development,2022-02-08 21:30:00+00:00,2022-02-08 22:45:00+00:00,2022-02-08 23:00:00+00:00,44041.89,True,True,True,SL,2022-02-09 02:05:00+00:00,43601.4711,-0.01,185.0,-5.0,-5.4
development,2022-02-09 12:15:00+00:00,2022-02-09 12:30:00+00:00,2022-02-09 12:45:00+00:00,44270.73,True,True,True,SL,2022-02-09 14:00:00+00:00,43828.0227,-0.01,75.0,-5.0,-5.4
development,2022-02-10 09:15:00+00:00,2022-02-10 09:45:00+00:00,2022-02-10 10:00:00+00:00,44377.2,True,True,True,TP,2022-02-10 11:20:00+00:00,44820.971999999994,0.01,80.0,5.0,4.6
development,2022-02-10 15:00:00+00:00,2022-02-10 15:15:00+00:00,2022-02-10 15:30:00+00:00,44978.09,True,True,True,TP,2022-02-10 15:40:00+00:00,45427.870899999994,0.01,10.0,5.0,4.6
development,2022-02-16 08:00:00+00:00,2022-02-16 08:15:00+00:00,2022-02-16 08:30:00+00:00,44245.8,True,True,True,SL,2022-02-16 13:35:00+00:00,43803.342000000004,-0.01,305.0,-5.0,-5.4
development,2022-02-16 20:15:00+00:00,2022-02-16 21:15:00+00:00,2022-02-16 21:30:00+00:00,44085.0,True,True,True,SL,2022-02-17 03:55:00+00:00,43644.15,-0.01,385.0,-5.0,-5.4
development,2022-03-02 10:30:00+00:00,2022-03-02 11:00:00+00:00,2022-03-02 11:15:00+00:00,44172.0,True,True,True,SL,2022-03-02 13:15:00+00:00,43730.28,-0.01,120.0,-5.0,-5.4
development,2022-03-02 14:45:00+00:00,2022-03-02 15:15:00+00:00,2022-03-02 15:30:00+00:00,44378.2,True,True,True,SL,2022-03-02 17:45:00+00:00,43934.418,-0.01,135.0,-5.0,-5.4
development,2022-03-18 15:45:00+00:00,2022-03-18 16:00:00+00:00,2022-03-18 16:15:00+00:00,40956.1,True,True,True,TP,2022-03-18 16:25:00+00:00,41365.661,0.01,10.0,5.0,4.6
development,2022-03-23 15:00:00+00:00,2022-03-23 15:15:00+00:00,2022-03-23 15:30:00+00:00,42474.9,True,True,True,SL,2022-03-23 17:50:00+00:00,42050.151,-0.01,140.0,-5.0,-5.4
development,2022-03-26 04:15:00+00:00,2022-03-26 04:45:00+00:00,2022-03-26 05:00:00+00:00,44376.9,True,True,True,TP,2022-03-27 02:05:00+00:00,44820.669,0.01,1265.0,5.0,4.6
development,2022-03-26 20:00:00+00:00,2022-03-26 20:15:00+00:00,2022-03-26 20:30:00+00:00,44682.8,True,True,True,SL,2022-03-26 21:30:00+00:00,44235.972,-0.01,60.0,-5.0,-5.4
development,2022-03-27 14:15:00+00:00,2022-03-27 15:15:00+00:00,2022-03-27 15:30:00+00:00,44800.0,True,True,True,TP,2022-03-27 20:35:00+00:00,45248.0,0.01,305.0,5.0,4.6
development,2022-03-29 04:45:00+00:00,2022-03-29 05:15:00+00:00,2022-03-29 05:30:00+00:00,47509.9,True,True,True,TP,2022-03-29 12:10:00+00:00,47984.999,0.01,400.0,5.0,4.6
development,2022-03-31 02:00:00+00:00,2022-03-31 02:45:00+00:00,2022-03-31 03:00:00+00:00,47206.2,True,True,True,SL,2022-03-31 14:00:00+00:00,46734.138,-0.01,660.0,-5.0,-5.4
development,2022-03-31 09:45:00+00:00,2022-03-31 10:15:00+00:00,2022-03-31 10:30:00+00:00,47267.0,True,True,True,SL,2022-03-31 14:00:00+00:00,46794.33,-0.01,210.0,-5.0,-5.4
development,2022-07-08 15:30:00+00:00,2022-07-08 16:45:00+00:00,2022-07-08 17:00:00+00:00,21682.9,True,True,True,TP,2022-07-08 20:25:00+00:00,21899.729000000003,0.01,205.0,5.0,4.6
development,2022-07-09 10:00:00+00:00,2022-07-09 10:15:00+00:00,2022-07-09 10:30:00+00:00,21663.5,True,True,True,SL,2022-07-09 11:55:00+00:00,21446.865,-0.01,85.0,-5.0,-5.4
development,2022-07-09 17:15:00+00:00,2022-07-09 17:30:00+00:00,2022-07-09 17:45:00+00:00,21860.6,True,True,True,SL,2022-07-09 19:10:00+00:00,21641.994,-0.01,85.0,-5.0,-5.4
development,2022-07-18 03:30:00+00:00,2022-07-18 04:15:00+00:00,2022-07-18 04:30:00+00:00,21295.7,True,True,True,TP,2022-07-18 05:15:00+00:00,21508.657,0.01,45.0,5.0,4.6
development,2022-07-18 23:45:00+00:00,2022-07-19 00:00:00+00:00,2022-07-19 00:15:00+00:00,22817.8,True,True,True,SL,2022-07-19 00:15:00+00:00,22589.622,-0.01,0.0,-5.0,-5.4
development,2022-07-19 11:15:00+00:00,2022-07-19 12:00:00+00:00,2022-07-19 12:15:00+00:00,21990.1,True,True,True,TP,2022-07-19 13:20:00+00:00,22210.001,0.01,65.0,5.0,4.6
development,2022-07-21 19:00:00+00:00,2022-07-21 19:45:00+00:00,2022-07-21 20:00:00+00:00,23193.0,True,True,True,SL,2022-07-21 22:25:00+00:00,22961.07,-0.01,145.0,-5.0,-5.4
development,2022-07-22 05:45:00+00:00,2022-07-22 06:30:00+00:00,2022-07-22 06:45:00+00:00,23156.3,True,True,True,TP,2022-07-22 09:00:00+00:00,23387.863,0.01,135.0,5.0,4.6
development,2022-07-29 14:45:00+00:00,2022-07-29 15:30:00+00:00,2022-07-29 15:45:00+00:00,24007.1,True,True,True,SL,2022-07-29 16:05:00+00:00,23767.029,-0.01,20.0,-5.0,-5.4
development,2022-07-29 18:30:00+00:00,2022-07-29 18:45:00+00:00,2022-07-29 19:00:00+00:00,23923.4,True,True,True,SL,2022-07-30 01:50:00+00:00,23684.166,-0.01,410.0,-5.0,-5.4
development,2022-07-30 08:45:00+00:00,2022-07-30 09:00:00+00:00,2022-07-30 09:15:00+00:00,23912.5,True,True,True,TP,2022-07-30 12:25:00+00:00,24151.625,0.01,190.0,5.0,4.6
development,2022-07-30 11:15:00+00:00,2022-07-30 11:30:00+00:00,2022-07-30 11:45:00+00:00,24027.3,True,True,True,TP,2022-07-30 12:30:00+00:00,24267.573,0.01,45.0,5.0,4.6
development,2022-07-31 19:00:00+00:00,2022-07-31 19:30:00+00:00,2022-07-31 19:45:00+00:00,23881.3,True,True,True,SL,2022-07-31 21:40:00+00:00,23642.486999999997,-0.01,115.0,-5.0,-5.4
development,2022-08-12 17:15:00+00:00,2022-08-12 18:15:00+00:00,2022-08-12 18:30:00+00:00,24018.5,True,True,True,TP,2022-08-12 18:40:00+00:00,24258.685,0.01,10.0,5.0,4.6
development,2022-08-13 16:00:00+00:00,2022-08-13 17:00:00+00:00,2022-08-13 17:15:00+00:00,24486.4,True,True,True,TP,2022-08-14 07:00:00+00:00,24731.264000000003,0.01,825.0,5.0,4.6
development,2022-08-14 01:45:00+00:00,2022-08-14 02:15:00+00:00,2022-08-14 02:30:00+00:00,24547.7,True,True,True,TP,2022-08-14 07:00:00+00:00,24793.177,0.01,270.0,5.0,4.6
development,2022-09-11 15:30:00+00:00,2022-09-11 16:00:00+00:00,2022-09-11 16:15:00+00:00,21663.1,True,True,True,TP,2022-09-11 17:35:00+00:00,21879.731,0.01,80.0,5.0,4.6
development,2022-09-13 05:00:00+00:00,2022-09-13 05:30:00+00:00,2022-09-13 05:45:00+00:00,22392.0,True,True,True,TP,2022-09-13 06:40:00+00:00,22615.920000000002,0.01,55.0,5.0,4.6
development,2022-10-05 17:45:00+00:00,2022-10-05 18:15:00+00:00,2022-10-05 18:30:00+00:00,20189.0,True,True,True,SL,2022-10-05 20:55:00+00:00,19987.11,-0.01,145.0,-5.0,-5.4
development,2022-10-05 22:45:00+00:00,2022-10-05 23:30:00+00:00,2022-10-05 23:45:00+00:00,20139.7,True,True,True,TP,2022-10-06 00:45:00+00:00,20341.097,0.01,60.0,5.0,4.6
development,2022-10-25 13:30:00+00:00,2022-10-25 13:45:00+00:00,2022-10-25 14:00:00+00:00,19469.4,True,True,True,TP,2022-10-25 15:20:00+00:00,19664.094,0.01,80.0,5.0,4.6
development,2022-10-28 14:00:00+00:00,2022-10-28 14:15:00+00:00,2022-10-28 14:30:00+00:00,20477.7,True,True,True,TP,2022-10-28 16:20:00+00:00,20682.477000000003,0.01,110.0,5.0,4.6
development,2022-10-30 06:30:00+00:00,2022-10-30 06:45:00+00:00,2022-10-30 07:00:00+00:00,20882.3,True,True,True,SL,2022-10-30 09:45:00+00:00,20673.477,-0.01,165.0,-5.0,-5.4
development,2022-12-02 10:45:00+00:00,2022-12-02 11:15:00+00:00,2022-12-02 11:30:00+00:00,16980.7,True,True,True,SL,2022-12-02 13:30:00+00:00,16810.893,-0.01,120.0,-5.0,-5.4
development,2022-12-02 20:00:00+00:00,2022-12-02 20:30:00+00:00,2022-12-02 20:45:00+00:00,16989.1,True,True,True,TP,2022-12-03 00:00:00+00:00,17158.990999999998,0.01,195.0,5.0,4.6
development,2022-12-10 07:15:00+00:00,2022-12-10 08:30:00+00:00,2022-12-10 08:45:00+00:00,17140.1,True,True,True,SL,2022-12-12 00:10:00+00:00,16968.698999999997,-0.01,2365.0,-5.0,-5.4
development,2022-12-10 10:30:00+00:00,2022-12-10 10:45:00+00:00,2022-12-10 11:00:00+00:00,17155.4,True,True,True,SL,2022-12-12 00:10:00+00:00,16983.846,-0.01,2230.0,-5.0,-5.4
development,2022-12-11 05:30:00+00:00,2022-12-11 06:00:00+00:00,2022-12-11 06:15:00+00:00,17178.4,True,True,True,SL,2022-12-12 00:00:00+00:00,17006.616,-0.01,1065.0,-5.0,-5.4
