i,entry_t,state,thu_day_ret,prior24_close_loc,pre_close_vs_ema7,pre_close_vs_ema20,pre_ema_spread,sun00_12_ret,sun12_16_ret2,last4_taker,sustained_up,late_rebound,fading_up,upper_half24,above_ema7,above_ema20,ema_bull,last4_buyflow,thu_up,last4_up,first12_up,sell_pnl,buy_pnl
6,2024-01-14 09:00:00+00:00,F-|S-|U+,0.01588996842307333,0.6406495547406994,0.0006880416814929458,0.001080993503156602,0.0003926816403276856,-0.007249569338284467,0.009648235070360167,-0.02769737467768965,False,True,False,True,True,True,True,False,True,True,False,11.75000000000001,-7.750000000000006
11,2024-02-18 09:00:00+00:00,F-|S-|U+,0.013402139769047583,0.8010947656517297,0.0008482435902699148,0.0017548621608034498,0.000905850188916979,0.012088864827542789,0.004287062644993789,0.004045511350534538,True,False,False,True,True,True,True,True,True,True,True,-4.115703573975951,2.6157035739759515
21,2024-04-28 09:00:00+00:00,F-|S-|U+,-0.005709309973228938,0.6045882352941193,-0.0010190400331248073,-0.0021592999319873796,-0.001141423054650037,0.01754346800015294,-0.0021186905489476437,-0.028089966346881896,False,False,True,True,False,False,False,False,False,False,True,7.123449824019988,-7.76387303930576
69,2025-03-30 09:00:00+00:00,F-|S-|U+,0.0038457267903160286,0.7505612156795071,0.0007380939375272177,0.0015832707362839482,0.0008445534389833753,0.011104565967742897,0.003163338019759987,-0.016457825818309034,True,False,False,True,True,True,True,False,True,True,True,11.785822489218821,-7.772763916625476
80,2025-06-15 09:00:00+00:00,F-|S-|U+,-0.01566273430115961,0.49322305229455865,-0.00023050583446326822,-0.0009874948666998007,-0.0007571635628553786,0.010624439659466134,-0.003414842195052614,-0.07664074652622006,False,False,True,False,False,False,False,False,False,False,True,-3.4910253744756665,1.9910253744756665
87,2025-08-03 09:00:00+00:00,F-|S-|U+,0.006754632658436455,0.8893965731313648,0.00029420931075563317,0.00025816197142924935,-3.603673698293619e-05,0.0023622068119575346,0.0019096453843183703,0.030199274091733622,True,False,False,True,True,True,False,True,True,True,True,-5.651404335938886,4.151404335938886
95,2025-09-28 09:00:00+00:00,F-|S-|U+,-0.024289845331484705,0.6054945054945094,-0.00011852634461273492,0.00012799512874916985,0.00024655069611467795,-8.048422234863128e-05,0.0012192511803779116,0.01732329509241007,False,True,False,True,False,True,True,True,False,True,False,-7.723568284447585,11.723568284447534
103,2025-11-23 09:00:00+00:00,F-|S-|U+,-0.022341737218349644,0.7843835291325495,0.001432392919528791,0.0021898475566390907,0.0007563712163354275,0.021729347021073764,-0.004616222327810782,-0.11088887248755042,False,False,True,True,True,True,True,False,False,False,True,-7.750000000000006,7.284843205574905
117,2026-03-01 09:00:00+00:00,F-|S-|U+,-0.023920914169837437,0.660724908207011,-0.0045804691241895235,-0.006757802739555729,-0.0021873527169499196,0.03472817883044499,-0.01155794571628066,-0.011186033824921863,False,False,True,True,False,False,False,False,False,False,True,1.4503456827234258,-7.750000000000062
125,2026-04-26 09:00:00+00:00,F-|S-|U+,-0.008336181518097341,0.8210195788695951,-0.00034891517135737793,-0.0002033143905777468,0.00014565160083290785,0.004692104854971291,0.0033707720611884096,-0.07614773103755464,True,False,False,True,False,False,True,False,False,True,True,-7.750000000000006,6.262518416035007
129,2026-05-24 09:00:00+00:00,F-|S-|U+,-0.0017373643290513607,0.7791296374664968,0.0002932370158768016,0.00021621615768885327,-7.69982794421864e-05,0.017791593286511587,0.000686662844634256,0.03315149943015607,True,False,False,True,True,True,False,True,False,True,True,-2.4336894776350717,0.9336894776350719
131,2026-06-07 09:00:00+00:00,F-|S-|U+,-0.03797847886197814,0.9573022457445282,0.0026915891668100045,0.006189259196453856,0.0034882810102658812,0.018177837622510573,0.015664280944998055,0.026605699690757507,True,False,False,True,True,True,True,True,False,True,True,11.763546042166096,-7.74999999999995
