candidate,n,trades_per_week,wr,pf,expectancy,net,max_loss_streak,wr_5bps,pf_5bps,expectancy_5bps,net_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,mature_stack_net,mature_stack_net_5bps,additive_net,additive_net_5bps,mature_overlap_rate,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps,anatomy_rank,ref_min,hour,existing_two_zone_overlap_rate
A20_Z1_R360_H15,601,3.838503649635036,0.4059900166389351,1.2780237033255166,0.5639111828323288,338.9106208822296,10,0.40266222961730447,1.1441769326833608,0.31391118283232855,188.66062088222947,6,5,5,448.81841275479366,240.56841275479366,787.7290336370232,429.2290336370231,0.389351081530782,True,85,76.45552036905006,55.20552036905006,105,141.23500669469536,114.98500669469536,111,66.11586169859092,38.365861698590905,94,41.473467501572486,17.973467501572465,103,-74.37257286634764,-100.12257286634764,103,88.00333748466836,62.25333748466836,1,360,15,0.389351081530782
A20_Z2_R120_H12,832,5.313868613138686,0.5252403846153846,0.9541761718206205,-0.08588918389765467,-71.45980100284868,8,0.5204326923076923,0.8315352082848898,-0.3358891838976547,-279.45980100284874,6,3,1,448.81841275479366,240.56841275479366,377.358611751945,-38.89138824805508,0.21033653846153846,False,131,1.8342524134205576,-30.915747586579446,142,-70.3927366317418,-105.89273663174178,148,10.514860422885569,-26.485139577114435,133,42.679196797674564,9.429196797674562,135,-21.36214581938644,-55.112145819386456,143,-34.733228185701165,-70.48322818570118,2,120,12,0.21033653846153846
