structure_id,sweep_i_h1,sweep_time,sweep_close_time,year,liquidity_high,liquidity_pivot_i,liquidity_confirm_i,significant_low,significant_low_pivot_i,significant_low_confirm_i,sweep_open,sweep_high,sweep_low,sweep_close,sweep_depth_pct,bos_i_h1,bos_time,bos_close_time,bos_close,bos_low,bars_sweep_to_bos,displacement_range_units,bear_path_efficiency,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,new_low_below_significant_pct,first_return_i_5m,first_return_time,bos_to_return_min,return_open,return_high,return_low,return_close,activation_i_5m,activation_bar_time,signal_time,return_to_activation_min,activation_open,activation_high,activation_low,activation_close,invalidated_before_activation
2021-02-14 03:00:00+00:00__H3657__L3665,3668,2021-02-14 03:00:00+00:00,2021-02-14 04:00:00+00:00,2021,9.1921,3657,3659,8.6022,3665,3667,9.2325,9.2546,8.9177,8.9514,0.6799316804647404,3676,2021-02-14 11:00:00+00:00,2021-02-14 12:00:00+00:00,8.5941,8.5675,8,3.779685264663801,0.8219461697722554,3672,2021-02-14 07:00:00+00:00,8.6956,8.7499,8.6812,8.7215,8.6812,8.7499,0.40338518053520106,44125,2021-02-14 12:05:00+00:00,5.0,8.6661,8.7499,8.651,8.7026,44126,2021-02-14 12:10:00+00:00,2021-02-14 12:15:00+00:00,5.0,8.7061,8.716,8.6374,8.6787,0
2021-02-28 10:00:00+00:00__H4006__L4008,4011,2021-02-28 10:00:00+00:00,2021-02-28 11:00:00+00:00,2021,12.4295,4006,4008,11.9432,4008,4010,12.4149,12.5328,12.2568,12.4198,0.8310873325556134,4014,2021-02-28 13:00:00+00:00,2021-02-28 14:00:00+00:00,11.8165,11.8042,3,2.35547517264058,1.0,4011,2021-02-28 10:00:00+00:00,12.4149,12.5328,12.2568,12.4198,12.2568,12.5328,1.1638421863487118,48237,2021-02-28 18:45:00+00:00,285.0,12.223,12.2693,12.2074,12.2647,48241,2021-02-28 19:05:00+00:00,2021-02-28 19:10:00+00:00,20.0,12.2653,12.2857,12.2088,12.2107,0
2021-03-09 21:00:00+00:00__H4231__L4235,4238,2021-03-09 21:00:00+00:00,2021-03-09 22:00:00+00:00,2021,14.8869,4231,4233,14.5008,4235,4237,15.014,15.0264,14.8046,14.861,0.9370654736714723,4243,2021-03-10 02:00:00+00:00,2021-03-10 03:00:00+00:00,14.3057,14.055,5,3.3288683602771414,0.6587970103215113,4241,2021-03-10 00:00:00+00:00,14.9155,15.0225,14.7616,14.9232,14.7616,15.0225,3.0743131413439273,51028,2021-03-10 11:20:00+00:00,500.0,14.7252,14.8292,14.6671,14.7379,51029,2021-03-10 11:25:00+00:00,2021-03-10 11:30:00+00:00,5.0,14.7411,14.7701,14.6903,14.7372,0
2021-03-15 20:00:00+00:00__H4375__L4377,4381,2021-03-15 20:00:00+00:00,2021-03-15 21:00:00+00:00,2021,14.3622,4375,4377,13.9821,4377,4379,14.3098,14.4424,14.2796,14.3369,0.5584102714068839,4385,2021-03-16 00:00:00+00:00,2021-03-16 01:00:00+00:00,13.9133,13.8964,4,2.1981719983381756,0.9981149858623983,4381,2021-03-15 20:00:00+00:00,14.3098,14.4424,14.2796,14.3369,14.2796,14.4424,0.6129265274887249,53144,2021-03-17 19:40:00+00:00,2560.0,14.164,14.2894,14.1578,14.2799,53145,2021-03-17 19:45:00+00:00,2021-03-17 19:50:00+00:00,5.0,14.2799,14.3129,14.2626,14.2707,0
2021-04-19 19:00:00+00:00__H5214__L5216,5220,2021-04-19 19:00:00+00:00,2021-04-19 20:00:00+00:00,2021,34.9967,5214,5216,30.028,5216,5218,35.0929,36.0711,34.3417,34.4887,3.0700037432100924,5225,2021-04-20 00:00:00+00:00,2021-04-20 01:00:00+00:00,29.4552,28.8531,5,4.508740246021735,0.7927645567227889,5222,2021-04-19 21:00:00+00:00,33.4184,34.1655,32.7847,34.0749,32.7847,34.1655,3.9126814972692068,63024,2021-04-21 03:00:00+00:00,1560.0,32.5817,32.8746,32.5721,32.8461,63035,2021-04-21 03:55:00+00:00,2021-04-21 04:00:00+00:00,55.0,32.9529,33.057,32.5936,32.6029,0
2021-05-05 20:00:00+00:00__H5595__L5600,5605,2021-05-05 20:00:00+00:00,2021-05-05 21:00:00+00:00,2021,45.8675,5595,5597,44.1186,5600,5602,46.0267,46.0824,44.8474,45.1218,0.46852346432659786,5610,2021-05-06 01:00:00+00:00,2021-05-06 02:00:00+00:00,44.0194,43.7644,5,2.3689498765573966,0.6690944403981579,5608,2021-05-05 23:00:00+00:00,44.7527,45.0497,44.5135,45.0381,44.5135,45.0497,0.8028359920759016,67359,2021-05-06 04:15:00+00:00,135.0,44.3846,44.5403,44.3501,44.5273,67362,2021-05-06 04:30:00+00:00,2021-05-06 04:35:00+00:00,15.0,44.5135,44.5754,44.4217,44.4257,0
2021-05-05 21:00:00+00:00__H5581__L5600,5606,2021-05-05 21:00:00+00:00,2021-05-05 22:00:00+00:00,2021,44.8922,5581,5583,44.1186,5600,5602,45.1466,45.3927,44.652,44.8214,1.1148930103670462,5610,2021-05-06 01:00:00+00:00,2021-05-06 02:00:00+00:00,44.0194,43.7644,4,1.5769650341620312,0.5953087885985773,5608,2021-05-05 23:00:00+00:00,44.7527,45.0497,44.5135,45.0381,44.5135,45.0497,0.8028359920759016,67359,2021-05-06 04:15:00+00:00,135.0,44.3846,44.5403,44.3501,44.5273,67362,2021-05-06 04:30:00+00:00,2021-05-06 04:35:00+00:00,15.0,44.5135,44.5754,44.4217,44.4257,0
2021-06-07 07:00:00+00:00__H6378__L6380,6384,2021-06-07 07:00:00+00:00,2021-06-07 08:00:00+00:00,2021,43.95,6378,6380,42.2,6380,6382,43.878,43.989,43.146,43.713,0.08873720136517438,6393,2021-06-07 16:00:00+00:00,2021-06-07 17:00:00+00:00,41.979,41.525,9,1.8935468676401321,0.6062937062937085,6389,2021-06-07 12:00:00+00:00,43.288,44.1,43.117,43.747,43.117,44.1,1.599526066350721,77177,2021-06-09 06:25:00+00:00,2245.0,42.956,43.457,42.811,43.358,77178,2021-06-09 06:30:00+00:00,2021-06-09 06:35:00+00:00,5.0,43.326,43.356,42.916,43.095,0
2021-06-25 04:00:00+00:00__H6802__L6810,6813,2021-06-25 04:00:00+00:00,2021-06-25 05:00:00+00:00,2021,32.963,6802,6804,31.05,6810,6812,32.63,32.99,31.916,32.166,0.08191002032582606,6818,2021-06-25 09:00:00+00:00,2021-06-25 10:00:00+00:00,30.378,30.319,5,3.1432009626955515,0.7268292682926814,6817,2021-06-25 08:00:00+00:00,31.236,31.463,30.533,31.302,30.533,31.463,2.354267310789055,81828,2021-06-25 10:00:00+00:00,0.0,30.386,30.681,30.22,30.587,81829,2021-06-25 10:05:00+00:00,2021-06-25 10:10:00+00:00,5.0,30.592,30.647,30.488,30.493,0
2021-07-27 10:00:00+00:00__H7577__L7580,7587,2021-07-27 10:00:00+00:00,2021-07-27 11:00:00+00:00,2021,28.57,7577,7579,27.1,7580,7582,28.577,28.599,28.355,28.4,0.10150507525377161,7593,2021-07-27 16:00:00+00:00,2021-07-27 17:00:00+00:00,27.078,26.984,6,2.666082383873792,0.6064220183486225,7589,2021-07-27 12:00:00+00:00,28.673,28.936,28.3,28.829,28.3,28.936,0.4280442804428032,91235,2021-07-28 01:55:00+00:00,535.0,28.266,28.367,28.223,28.356,91236,2021-07-28 02:00:00+00:00,2021-07-28 02:05:00+00:00,5.0,28.354,28.436,28.236,28.241,0
2021-08-02 08:00:00+00:00__H7724__L7726,7729,2021-08-02 08:00:00+00:00,2021-08-02 09:00:00+00:00,2021,35.08,7724,7726,34.32,7726,7728,35.42,35.62,34.883,35.043,1.5393386545039967,7733,2021-08-02 12:00:00+00:00,2021-08-02 13:00:00+00:00,33.966,33.527,4,2.111040204211865,0.6890595009596907,7730,2021-08-02 09:00:00+00:00,35.044,35.423,34.81,35.286,34.81,35.423,2.3106060606060583,93090,2021-08-03 12:30:00+00:00,1410.0,34.669,34.903,34.405,34.567,93090,2021-08-03 12:30:00+00:00,2021-08-03 12:35:00+00:00,0.0,34.669,34.903,34.405,34.567,0
2021-08-07 09:00:00+00:00__H7844__L7847,7850,2021-08-07 09:00:00+00:00,2021-08-07 10:00:00+00:00,2021,40.199,7844,7846,38.877,7847,7849,39.717,40.466,39.617,40.189,0.6641956267569027,7853,2021-08-07 12:00:00+00:00,2021-08-07 13:00:00+00:00,38.794,38.392,3,2.525679758308167,0.973482205163994,7851,2021-08-07 10:00:00+00:00,40.195,40.557,39.911,40.208,39.911,40.557,1.247524243125754,94856,2021-08-09 15:40:00+00:00,3040.0,39.654,39.911,39.626,39.887,94857,2021-08-09 15:45:00+00:00,2021-08-09 15:50:00+00:00,5.0,39.885,39.952,39.812,39.87,0
2021-08-07 10:00:00+00:00__H7834__L7847,7851,2021-08-07 10:00:00+00:00,2021-08-07 11:00:00+00:00,2021,40.446,7834,7836,38.877,7847,7849,40.195,40.557,39.911,40.208,0.2744399940661779,7853,2021-08-07 12:00:00+00:00,2021-08-07 13:00:00+00:00,38.794,38.392,2,2.6631419939577157,1.0,7851,2021-08-07 10:00:00+00:00,40.195,40.557,39.911,40.208,39.911,40.557,1.247524243125754,94856,2021-08-09 15:40:00+00:00,3040.0,39.654,39.911,39.626,39.887,94857,2021-08-09 15:45:00+00:00,2021-08-09 15:50:00+00:00,5.0,39.885,39.952,39.812,39.87,0
2021-08-21 03:00:00+00:00__H8174__L8177,8180,2021-08-21 03:00:00+00:00,2021-08-21 04:00:00+00:00,2021,80.116,8174,8176,76.384,8177,8179,79.989,80.813,79.527,79.808,0.8699885166508547,8188,2021-08-21 11:00:00+00:00,2021-08-21 12:00:00+00:00,75.959,74.083,8,3.2081956378056726,0.5510379384395139,8183,2021-08-21 06:00:00+00:00,79.221,80.36,78.909,80.142,78.909,80.36,3.012410976120656,99031,2021-08-24 03:35:00+00:00,3815.0,78.482,78.962,78.378,78.541,99039,2021-08-24 04:15:00+00:00,2021-08-24 04:20:00+00:00,40.0,79.211,79.243,77.968,78.193,0
2021-10-16 10:00:00+00:00__H9520__L9528,9531,2021-10-16 10:00:00+00:00,2021-10-16 11:00:00+00:00,2021,164.443,9520,9522,157.701,9528,9530,161.817,164.989,161.814,162.758,0.33202994350625126,9542,2021-10-16 21:00:00+00:00,2021-10-16 22:00:00+00:00,157.164,156.238,11,2.898684941655868,0.5967569874119933,9541,2021-10-16 20:00:00+00:00,158.347,159.025,158.156,158.936,158.156,159.025,0.9277049606533845,114525,2021-10-16 22:45:00+00:00,45.0,157.855,158.18,157.807,158.122,114527,2021-10-16 22:55:00+00:00,2021-10-16 23:00:00+00:00,10.0,158.195,158.447,157.919,158.104,0
2021-10-16 11:00:00+00:00__H9511__L9528,9532,2021-10-16 11:00:00+00:00,2021-10-16 12:00:00+00:00,2021,163.227,9511,9513,157.701,9528,9530,162.734,163.431,161.85,162.328,0.12497932327373285,9542,2021-10-16 21:00:00+00:00,2021-10-16 22:00:00+00:00,157.164,156.238,10,2.321541026115956,0.5773703041144926,9541,2021-10-16 20:00:00+00:00,158.347,159.025,158.156,158.936,158.156,159.025,0.9277049606533845,114525,2021-10-16 22:45:00+00:00,45.0,157.855,158.18,157.807,158.122,114527,2021-10-16 22:55:00+00:00,2021-10-16 23:00:00+00:00,10.0,158.195,158.447,157.919,158.104,0
2021-11-18 00:00:00+00:00__H10301__L10309,10313,2021-11-18 00:00:00+00:00,2021-11-18 01:00:00+00:00,2021,222.33,10301,10303,212.786,10309,10311,219.064,222.805,217.501,222.225,0.21364638150496162,10320,2021-11-18 07:00:00+00:00,2021-11-18 08:00:00+00:00,212.7,211.43,7,2.6711604546656034,0.7580580978909659,10318,2021-11-18 05:00:00+00:00,213.21,214.372,212.58,213.51,212.58,214.372,0.6372599701108129,123852,2021-11-18 08:00:00+00:00,0.0,212.708,213.398,212.236,212.309,123852,2021-11-18 08:00:00+00:00,2021-11-18 08:05:00+00:00,0.0,212.708,213.398,212.236,212.309,0
2022-01-12 22:00:00+00:00__H11649__L11652,11655,2022-01-12 22:00:00+00:00,2022-01-12 23:00:00+00:00,2022,152.13,11649,11651,149.2,11652,11654,151.84,152.8,151.55,152.06,0.4404128048379752,11660,2022-01-13 03:00:00+00:00,2022-01-13 04:00:00+00:00,148.67,148.17,5,2.145454545454561,1.0,11655,2022-01-12 22:00:00+00:00,151.84,152.8,151.55,152.06,151.55,152.8,0.6903485254691697,139972,2022-01-13 07:20:00+00:00,200.0,151.02,151.6,151.0,151.21,139979,2022-01-13 07:55:00+00:00,2022-01-13 08:00:00+00:00,35.0,151.5,151.56,151.1,151.38,0
2022-01-26 13:00:00+00:00__H11963__L11976,11982,2022-01-26 13:00:00+00:00,2022-01-26 14:00:00+00:00,2022,99.85,11963,11965,93.56,11976,11978,96.23,100.54,95.89,99.67,0.6910365548322694,11990,2022-01-26 21:00:00+00:00,2022-01-26 22:00:00+00:00,89.97,89.83,8,4.729306487695754,0.7348484848484833,11988,2022-01-26 19:00:00+00:00,97.97,104.45,97.47,98.12,97.47,104.45,3.9867464728516504,144588,2022-01-29 08:00:00+00:00,3480.0,97.13,97.5,96.72,96.78,144588,2022-01-29 08:00:00+00:00,2022-01-29 08:05:00+00:00,0.0,97.13,97.5,96.72,96.78,0
2022-01-30 07:00:00+00:00__H12061__L12066,12072,2022-01-30 07:00:00+00:00,2022-01-30 08:00:00+00:00,2022,96.77,12061,12063,93.41,12066,12068,96.45,97.64,96.28,96.65,0.8990389583548586,12084,2022-01-30 19:00:00+00:00,2022-01-30 20:00:00+00:00,91.94,91.59,12,4.334600760456284,0.5534665099882488,12082,2022-01-30 17:00:00+00:00,94.57,95.27,94.05,95.02,94.05,95.27,1.9483995289583482,145057,2022-01-30 23:05:00+00:00,185.0,93.49,94.16,93.23,93.81,145060,2022-01-30 23:20:00+00:00,2022-01-30 23:25:00+00:00,15.0,93.75,94.17,93.28,93.54,0
2022-03-13 05:00:00+00:00__H12999__L13001,13006,2022-03-13 05:00:00+00:00,2022-03-13 06:00:00+00:00,2022,82.17,12999,13001,81.0,13001,13003,82.36,82.8,82.07,82.15,0.766703176341732,13013,2022-03-13 12:00:00+00:00,2022-03-13 13:00:00+00:00,80.25,79.93,7,3.7226277372262997,0.8260869565217477,13011,2022-03-13 10:00:00+00:00,81.32,81.37,81.11,81.35,81.11,81.37,1.3209876543209793,156184,2022-03-13 14:20:00+00:00,80.0,80.77,81.12,80.73,80.9,156189,2022-03-13 14:45:00+00:00,2022-03-13 14:50:00+00:00,25.0,81.1,81.16,81.01,81.05,0
2022-04-04 07:00:00+00:00__H13484__L13485,13488,2022-04-04 07:00:00+00:00,2022-04-04 08:00:00+00:00,2022,137.39,13484,13486,134.8,13485,13487,136.38,138.39,135.83,137.0,0.7278550112817417,13491,2022-04-04 10:00:00+00:00,2022-04-04 11:00:00+00:00,134.06,133.1,3,2.2435233160621766,1.0,13488,2022-04-04 07:00:00+00:00,136.38,138.39,135.83,137.0,135.83,138.39,1.2611275964391817,162209,2022-04-05 12:25:00+00:00,1525.0,135.56,136.68,135.46,136.29,162212,2022-04-05 12:40:00+00:00,2022-04-05 12:45:00+00:00,15.0,136.03,136.15,135.18,135.68,0
2022-05-11 05:00:00+00:00__H14369__L14371,14374,2022-05-11 05:00:00+00:00,2022-05-11 06:00:00+00:00,2022,68.3,14369,14371,64.95,14371,14373,65.37,68.44,65.07,65.84,0.20497803806736048,14375,2022-05-11 06:00:00+00:00,2022-05-11 07:00:00+00:00,62.26,61.39,1,2.3587786259542005,1.0,14374,2022-05-11 05:00:00+00:00,65.37,68.44,65.07,65.84,65.07,68.44,5.481139337952274,172543,2022-05-11 09:35:00+00:00,155.0,64.87,65.2,64.27,65.07,172544,2022-05-11 09:40:00+00:00,2022-05-11 09:45:00+00:00,5.0,65.06,65.34,64.63,64.76,0
2022-06-16 17:00:00+00:00__H15245__L15247,15250,2022-06-16 17:00:00+00:00,2022-06-16 18:00:00+00:00,2022,32.5,15245,15247,30.02,15247,15249,31.98,32.64,31.66,31.71,0.43076923076923457,15257,2022-06-17 00:00:00+00:00,2022-06-17 01:00:00+00:00,29.75,29.21,7,2.5462555066079307,0.632258064516129,15254,2022-06-16 21:00:00+00:00,31.07,31.56,30.96,31.08,30.96,31.56,2.6982011992005286,183107,2022-06-17 01:55:00+00:00,55.0,30.73,31.12,30.73,30.93,183109,2022-06-17 02:05:00+00:00,2022-06-17 02:10:00+00:00,10.0,30.98,30.99,30.77,30.79,0
2022-06-21 15:00:00+00:00__H15362__L15365,15368,2022-06-21 15:00:00+00:00,2022-06-21 16:00:00+00:00,2022,38.51,15362,15364,36.9,15365,15367,38.68,38.74,37.8,37.91,0.5972474681900986,15372,2022-06-21 19:00:00+00:00,2022-06-21 20:00:00+00:00,36.56,36.49,4,2.0663507109004673,0.7803468208092434,15371,2022-06-21 18:00:00+00:00,37.25,37.64,37.1,37.33,37.1,37.64,1.111111111111102,184941,2022-06-23 10:45:00+00:00,2325.0,36.85,37.38,36.83,37.07,184942,2022-06-23 10:50:00+00:00,2022-06-23 10:55:00+00:00,5.0,37.07,37.19,36.9,37.03,0
2022-07-08 01:00:00+00:00__H15756__L15759,15762,2022-07-08 01:00:00+00:00,2022-07-08 02:00:00+00:00,2022,39.26,15756,15758,38.12,15759,15761,38.55,39.7,38.46,39.02,1.1207335710647026,15766,2022-07-08 05:00:00+00:00,2022-07-08 06:00:00+00:00,37.89,37.61,4,3.4150943396226383,0.7583892617449671,15764,2022-07-08 03:00:00+00:00,38.43,38.66,38.29,38.61,38.29,38.66,1.3378803777544543,189314,2022-07-08 15:10:00+00:00,550.0,37.98,38.38,37.97,38.2,189315,2022-07-08 15:15:00+00:00,2022-07-08 15:20:00+00:00,5.0,38.21,38.38,38.05,38.08,0
2022-07-08 02:00:00+00:00__H15753__L15759,15763,2022-07-08 02:00:00+00:00,2022-07-08 03:00:00+00:00,2022,39.03,15753,15755,38.12,15759,15761,39.02,39.05,38.03,38.43,0.0512426338713734,15766,2022-07-08 05:00:00+00:00,2022-07-08 06:00:00+00:00,37.89,37.61,3,2.090090090090072,0.6,15764,2022-07-08 03:00:00+00:00,38.43,38.66,38.29,38.61,38.29,38.66,1.3378803777544543,189314,2022-07-08 15:10:00+00:00,550.0,37.98,38.38,37.97,38.2,189315,2022-07-08 15:15:00+00:00,2022-07-08 15:20:00+00:00,5.0,38.21,38.38,38.05,38.08,0
2022-07-09 18:00:00+00:00__H15793__L15799,15803,2022-07-09 18:00:00+00:00,2022-07-09 19:00:00+00:00,2022,38.85,15793,15795,37.74,15799,15801,38.59,38.99,38.41,38.58,0.3603603603603567,15809,2022-07-10 00:00:00+00:00,2022-07-10 01:00:00+00:00,37.59,37.52,6,3.076923076923061,0.8918918918918878,15806,2022-07-09 21:00:00+00:00,38.26,38.49,38.22,38.31,38.22,38.49,0.5829358770535211,191258,2022-07-15 09:10:00+00:00,7690.0,38.09,38.23,38.09,38.14,191260,2022-07-15 09:20:00+00:00,2022-07-15 09:25:00+00:00,10.0,38.32,38.37,38.16,38.21,0
2022-07-15 20:00:00+00:00__H15942__L15946,15949,2022-07-15 20:00:00+00:00,2022-07-15 21:00:00+00:00,2022,38.56,15942,15944,37.03,15946,15948,38.81,39.09,37.74,37.76,1.374481327800825,15953,2022-07-16 00:00:00+00:00,2022-07-16 01:00:00+00:00,36.83,36.81,4,3.34814814814817,0.7209302325581398,15950,2022-07-15 21:00:00+00:00,37.76,38.0,37.47,37.94,37.47,38.0,0.5941128814474719,191595,2022-07-16 13:15:00+00:00,735.0,37.19,37.57,37.17,37.49,191596,2022-07-16 13:20:00+00:00,2022-07-16 13:25:00+00:00,5.0,37.49,37.54,37.32,37.33,0
2022-07-17 07:00:00+00:00__H15977__L15978,15984,2022-07-17 07:00:00+00:00,2022-07-17 08:00:00+00:00,2022,40.5,15977,15979,39.25,15978,15980,40.96,40.98,40.31,40.33,1.185185185185178,15990,2022-07-17 13:00:00+00:00,2022-07-17 14:00:00+00:00,39.2,39.01,6,2.803149606299212,0.7793103448275892,15988,2022-07-17 11:00:00+00:00,39.64,39.96,39.42,39.76,39.42,39.96,0.6114649681528713,191896,2022-07-17 14:20:00+00:00,20.0,39.39,39.44,39.29,39.31,191896,2022-07-17 14:20:00+00:00,2022-07-17 14:25:00+00:00,0.0,39.39,39.44,39.29,39.31,0
