partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,candidate,role,candidate_scope,fill_delay_min,prefill_bar_count,immediate_fill,prefill_last_close_location_R,prefill_last_close_distance_H_R,prefill_min_low_location_R,prefill_max_close_location_R,prefill_close_range_R,prefill_realized_close_path_R,prefill_signed_efficiency,prefill_upstep_fraction,prefill_upper80_close_fraction,prefill_upper90_close_fraction,prefill_nearH10_high_fraction,prefill_nearH05_high_fraction,prefill_nearH05_episode_count,prefill_last30_range_R,prefill_last30_efficiency,prefill_last30_upstep_fraction,prefill_last60_range_R,prefill_last60_efficiency,prefill_last60_upstep_fraction,stress_outcome,raw_outcome,btc_ref6_return_pct,btc_ref6_range_pct,btc_ref6_close_location,btc_last60_return_pct,btc_last120_return_pct,btc_prefill_return_pct,btc_prefill_close_vs_refH_pct,eth_ref6_return_pct,eth_ref6_range_pct,eth_ref6_close_location,eth_last60_return_pct,eth_last120_return_pct,eth_prefill_return_pct,eth_prefill_close_vs_refH_pct,market_ref6_mean_return_pct,market_ref6_breadth,market_last60_mean_return_pct,market_last120_mean_return_pct,market_last60_breadth,market_last120_breadth,market_prefill_mean_return_pct,market_prefill_breadth
development,2.0,360,15,2023-02-26 15:00:00+00:00,E0_RESTING_H,0.4,22.961,22.535,0.4259999999999984,2023-02-26 16:15:00+00:00,,2023-02-26 16:15:00+00:00,22.961,1.0,2023-02-26 18:40:00+00:00,23.1314,TARGET,0.0074212795609946,3.710639780497349,0.0069212795609946,3.460639780497349,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,75.0,15.0,0.0,0.9788732394366272,0.0211267605633728,0.6596244131455397,0.9788732394366272,0.2746478873239468,1.0938967136150135,0.2918454935622415,0.5333333333333333,0.6666666666666666,0.1333333333333333,0.3333333333333333,0.2,2.0,0.2417840375586816,0.2653061224489936,0.6666666666666666,0.3075117370892036,0.2653061224489855,0.5,WIN,WIN,0.0017283993293810695,0.009360387873768484,0.31059907834100375,-0.0008964126256270077,0.0013303386316516619,0.0026485038541337325,-0.003775865320327143,0.0015567267475664615,0.013058676654182175,0.3752390057361361,0.0006683615148694866,0.0035267513170507137,0.0025967540574283188,-0.005516788745998591,0.0016425630384737655,2.0,-0.00011402555537876058,0.0024285449743511878,1.0,2.0,0.0026226289557810256,2.0
development,2.0,360,15,2023-02-27 15:00:00+00:00,E0_RESTING_H,0.4,23.32,22.612,0.708000000000002,2023-02-27 15:05:00+00:00,2023-02-27 15:10:00+00:00,2023-02-27 15:05:00+00:00,23.32,1.0,2023-02-27 15:25:00+00:00,23.313,FAILED_BREAK,-0.0003001715265866,-0.1500857632933394,-0.0008001715265866,-0.4000857632933394,False,False,True,2023-02-27 15:20:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,5.0,1.0,0.0,0.8700564971751433,0.1299435028248566,0.8248587570621491,0.8700564971751433,0.0,0.0084745762711867,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,FAIL,FAIL,0.018917784516283564,0.022669093446433572,0.8716855182644153,0.003962660679771357,0.016909957468635772,0.00032366404512806923,-0.0025776112459292566,0.014772323778972085,0.01957058138622944,0.7725030826140538,-0.0010787161469947293,0.011453362785418753,1.206570985590183e-05,-0.004420500069070354,0.016845054147627825,2.0,0.0014419722663883139,0.014181660127027262,1.0,2.0,0.00016786487749198553,2.0
development,2.0,360,15,2023-02-28 15:00:00+00:00,E0_RESTING_H,0.4,22.57,22.111,0.4589999999999996,2023-02-28 15:25:00+00:00,,2023-02-28 15:25:00+00:00,22.57,1.0,2023-02-28 20:05:00+00:00,22.072,REFERENCE_INVALIDATION,-0.0220646876384581,-11.032343819229071,-0.0225646876384581,-11.282343819229071,False,False,False,2023-02-28 20:00:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,25.0,5.0,0.0,0.9172113289760344,0.0827886710239657,0.5925925925925898,0.9324618736383468,0.2331154684095925,0.7843137254902111,0.4055555555555504,0.6,0.6,0.4,0.6,0.6,2.0,,,,,,,FAIL,FAIL,0.006768873502913664,0.014433447667539385,0.5258952352767147,0.0006967419831929167,-0.0014800218377860608,0.003357396095852394,-0.0034576239547581267,0.00847970179098212,0.0186404582394987,0.5761654629021646,0.001323594293837882,-0.0010881126746787873,0.002900714775286417,-0.0049605644235848345,0.0076242876469478915,2.0,0.0010101681385153993,-0.001284067256232424,2.0,0.0,0.0031290554355694056,2.0
development,2.0,360,15,2023-03-02 15:00:00+00:00,E0_RESTING_H,0.4,22.096,21.654,0.4420000000000001,2023-03-02 19:00:00+00:00,2023-03-02 19:00:00+00:00,2023-03-02 19:00:00+00:00,22.096,1.0,2023-03-02 19:15:00+00:00,22.0,FAILED_BREAK,-0.0043446777697321,-2.172338884866065,-0.0048446777697321,-2.4223388848660656,False,False,True,2023-03-02 19:10:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,240.0,48.0,0.0,0.9230769230769256,0.0769230769230744,0.0791855203619912,0.9230769230769256,0.8190045248868819,3.1040723981900604,0.1909620991253638,0.4583333333333333,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0,0.0,0.6380090497737556,0.878378378378396,0.8333333333333334,0.6968325791855198,0.7078085642317531,0.6666666666666666,FAIL,FAIL,-0.005888351730876762,0.011889381537550273,0.41552346570396587,-7.725355044452265e-05,-0.0020859389723645316,0.005884625289724443,-0.0010613810741688656,-0.012144519170600443,0.018062508456230624,0.2788559754851897,-0.0010444056717371364,-0.005297672939046261,0.006967933973751839,-0.005979844584749983,-0.009016435450738602,0.0,-0.0005608296110908295,-0.003691805955705396,0.0,0.0,0.006426279631738141,2.0
development,2.0,360,15,2023-03-03 15:00:00+00:00,E0_RESTING_H,0.4,21.441,20.985,0.4559999999999995,2023-03-03 19:50:00+00:00,,2023-03-03 19:50:00+00:00,21.441,1.0,2023-03-04 02:55:00+00:00,21.311,TIME,-0.0060631500396436,-3.0315750198218194,-0.0065631500396436,-3.28157501982182,False,False,False,,A20_Z1_R360_H15,CANDIDATE,A17,290.0,58.0,0.0,0.9473684210526372,0.0526315789473626,0.3377192982456142,0.9473684210526372,0.5394736842105318,3.4495614035087607,0.0502225047679599,0.5517241379310345,0.0689655172413793,0.0344827586206896,0.0517241379310344,0.0172413793103448,1.0,0.3903508771929846,1.0,1.0,0.521929824561403,0.5710144927536213,0.75,FAIL,FAIL,-0.0025067463591962325,0.016773016504719886,0.6483604372167404,-0.0012549460953760194,0.0009712822716367864,-0.0012341649041062164,-0.007090401507877209,-0.00040731123669868197,0.01391789334284107,0.5718206770356842,-0.0011637741896506348,0.003706449221645869,-0.004864228185783026,-0.01075316455696207,-0.0014570287979474572,0.0,-0.0012093601425133271,0.0023388657466413276,0.0,2.0,-0.0030491965449446212,0.0
development,2.0,360,15,2023-03-04 15:00:00+00:00,E0_RESTING_H,0.4,21.244,21.062,0.1819999999999986,2023-03-05 00:35:00+00:00,2023-03-05 00:35:00+00:00,2023-03-05 00:35:00+00:00,21.244,1.0,2023-03-05 00:40:00+00:00,21.3168,TARGET,0.003426849934099,1.713424967049515,0.002926849934099,1.463424967049515,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,575.0,115.0,0.0,0.6758241758241675,0.3241758241758324,-4.873626373626413,0.6758241758241675,5.054945054945083,25.7637362637365,0.0202601834079758,0.4869565217391304,0.0,0.0,0.0,0.0,0.0,1.5879120879120887,0.5454545454545433,0.5,1.989010989010995,0.5929203539822948,0.6666666666666666,WIN,WIN,0.00013882109543272847,0.003537207844541954,0.2911392405063291,-0.0004699142965830516,-0.0018770110833035147,0.0003716290336304162,-0.0021259490844126594,-0.00047214955656227353,0.004155602083546108,0.2350230414746505,-0.00045301702961197954,-0.0026167177064565506,0.001314974753761522,-0.0018516868803847286,-0.00016666423056477253,1.0,-0.0004614656630975156,-0.0022468643948800326,0.0,0.0,0.0008433018936959691,2.0
development,2.0,360,15,2023-03-05 15:00:00+00:00,E0_RESTING_H,0.4,21.333,21.131,0.2019999999999981,2023-03-05 15:30:00+00:00,,2023-03-05 15:30:00+00:00,21.333,1.0,2023-03-05 18:00:00+00:00,21.092,REFERENCE_INVALIDATION,-0.0112970515164299,-5.648525758214951,-0.0117970515164299,-5.898525758214951,False,False,False,2023-03-05 17:55:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,30.0,6.0,0.0,0.9306930693069336,0.0693069306930667,0.4504950495049601,0.9306930693069336,0.306930693069298,0.5049504950494936,0.7843137254902043,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,0.5099009900990047,0.7843137254902043,0.6666666666666666,,,,FAIL,FAIL,0.003972021207996113,0.007939375287133305,0.662359550561806,-0.001558679842706967,0.00043283861812937197,0.0012132079090449999,-0.0014635231316726394,0.0016611826342523006,0.006767660660181725,0.43543826578698724,-0.002589355015205297,-0.0006629313037436191,0.002047507271521143,-0.0017601382693456236,0.0028166019211242066,2.0,-0.002074017428956132,-0.00011504634280712356,0.0,1.0,0.0016303575902830714,2.0
development,2.0,360,15,2023-03-06 15:00:00+00:00,E0_RESTING_H,0.4,20.92,20.526,0.3940000000000019,2023-03-06 15:05:00+00:00,,2023-03-06 15:05:00+00:00,20.92,1.0,2023-03-06 15:50:00+00:00,21.077600000000004,TARGET,0.0075334608030592,3.766730401529639,0.0070334608030592,3.516730401529639,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,5.0,1.0,0.0,0.9086294416243624,0.0913705583756375,0.7766497461928921,0.9086294416243624,0.0,0.071065989847712,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,WIN,WIN,0.0014772762774424297,0.005909301579378879,0.6877828054298772,0.00037448508301096695,0.0021929334839951853,0.0003074975934969082,-0.0015346565483127517,0.004399764663750361,0.009397682414363931,0.71815718157181,0.0005924812221675957,0.004252054093800917,0.000394753597351416,-0.0022479615941476405,0.002938520470596395,2.0,0.0004834831525892813,0.003222493788898051,2.0,2.0,0.0003511255954241621,2.0
development,2.0,360,15,2023-03-09 15:00:00+00:00,E0_RESTING_H,0.4,18.645,18.131,0.5139999999999993,2023-03-09 15:05:00+00:00,,2023-03-09 15:05:00+00:00,18.645,1.0,2023-03-09 16:40:00+00:00,18.129,REFERENCE_INVALIDATION,-0.0276749798873692,-13.837489943684613,-0.0281749798873692,-14.087489943684613,False,False,False,2023-03-09 16:35:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,5.0,1.0,0.0,0.9007782101167344,0.0992217898832654,0.6750972762645948,0.9007782101167344,0.0,0.2042801556420244,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,FAIL,FAIL,0.0019331918427609729,0.014362748032547647,0.6566207117665981,0.0007926742155059952,0.005198207706123226,0.0021136489224535815,-0.0027997983778581537,0.004595930251535707,0.012730451056971803,0.6452271567126047,0.0003315305008060321,0.004989583265303299,0.0018325611016163368,-0.0026717902935733395,0.00326456104714834,2.0,0.0005621023581560136,0.005093895485713262,2.0,2.0,0.001973105012034959,2.0
development,2.0,360,15,2023-03-10 15:00:00+00:00,E0_RESTING_H,0.4,17.919,15.993,1.926,2023-03-10 16:30:00+00:00,,2023-03-10 16:30:00+00:00,17.919,1.0,2023-03-11 01:40:00+00:00,18.6894,TARGET,0.0429934706177799,21.49673530888996,0.0424934706177799,21.24673530888996,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,90.0,18.0,0.0,0.9382139148494292,0.061786085150571,0.658359293873312,0.9382139148494292,0.2346832814122542,0.4984423676012521,0.4833333333333298,0.5555555555555556,0.5,0.1111111111111111,0.1666666666666666,0.0555555555555555,1.0,0.2217030114226374,0.3669064748201447,0.6666666666666666,0.2777777777777778,0.6048387096774157,0.75,WIN,WIN,-0.007073497195165479,0.03894661375501103,0.36945812807881706,-0.01816289099291135,-0.0057227191952049505,0.01646917457224073,-0.00788941999704329,-0.004300509663707208,0.04749564522116563,0.4997745378024953,-0.016209686481627128,0.0039203319739982145,0.017497519221570945,-0.006108616217120888,-0.005687003429436344,0.0,-0.01718628873726924,-0.000901193610603368,0.0,1.0,0.016983346896905838,2.0
development,2.0,360,15,2023-03-11 15:00:00+00:00,E0_RESTING_H,0.4,17.75,17.168,0.5820000000000007,2023-03-11 18:00:00+00:00,,2023-03-11 18:00:00+00:00,17.75,1.0,2023-03-11 20:00:00+00:00,17.9828,TARGET,0.0131154929577466,6.557746478873305,0.0126154929577466,6.307746478873305,True,True,False,,A20_Z1_R360_H15,CANDIDATE,A17,180.0,36.0,0.0,0.8041237113402051,0.1958762886597949,-0.3402061855670105,0.8041237113402051,0.9845360824742262,2.4037800687285453,0.2337383845603964,0.6111111111111112,0.0277777777777777,0.0,0.0277777777777777,0.0,0.0,0.4398625429553202,0.4146341463414537,0.6666666666666666,0.7697594501718149,0.6181102362204693,0.75,WIN,WIN,0.0020637571346677763,0.01238688880155607,0.6261044176706886,0.0015894369706028755,0.004080878312904046,0.006695851159088662,0.0020599158207477153,-0.001360439805770941,0.018177880551344464,0.6429669485011541,0.0018757917871117247,0.004012092390351274,0.011932290538699597,0.00540709377385995,0.00035165866444841765,1.0,0.0017326143788573,0.00404648535162766,2.0,2.0,0.00931407084889413,2.0
development,2.0,360,15,2023-03-12 15:00:00+00:00,E0_RESTING_H,0.4,18.277,17.776,0.5010000000000012,2023-03-12 17:25:00+00:00,2023-03-12 17:25:00+00:00,2023-03-12 17:25:00+00:00,18.277,1.0,2023-03-12 17:30:00+00:00,18.477400000000003,TARGET,0.0109646003173389,5.482300158669462,0.0104646003173389,5.232300158669462,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,145.0,29.0,0.0,0.4251497005988033,0.5748502994011967,-0.11177644710579,0.4251497005988033,0.4111776447105769,2.113772455089796,0.1237016052880088,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.1696606786427158,0.0769230769230769,0.5,0.3672654690618774,0.1216730038022823,0.5833333333333334,WIN,WIN,-0.0017871345948015094,0.008927078312364126,0.134435261707997,-0.001973335427752243,-0.002066409797040203,0.0033691893779541626,-0.00432925787636973,-0.006365376726377603,0.013947663577124994,0.3275777010360078,-0.0027379776021080326,-0.0031757572431958536,0.007486513266542039,-0.0018814931966296689,-0.004076255660589556,0.0,-0.002355656514930138,-0.0026210835201180283,0.0,0.0,0.005427851322248101,2.0
development,2.0,360,15,2023-03-13 15:00:00+00:00,E0_RESTING_H,0.4,20.548,18.872,1.6759999999999984,2023-03-13 15:00:00+00:00,2023-03-13 15:00:00+00:00,2023-03-13 15:00:00+00:00,20.548,1.0,2023-03-13 15:10:00+00:00,21.2184,TARGET,0.0326260463305432,16.313023165271613,0.0321260463305432,16.063023165271613,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,WIN,WIN,0.05803843085286209,0.07480967413485339,0.950398633257404,0.044763032331576635,0.06101794512498304,,,0.035532866956576425,0.05223117559704941,0.9193661151246787,0.028441951879021543,0.03869470942618558,,,0.04678564890471926,2.0,0.03660249210529909,0.04985632727558431,2.0,2.0,,
development,2.0,360,15,2023-03-14 15:00:00+00:00,E0_RESTING_H,0.4,22.112,19.817,2.294999999999998,2023-03-14 15:05:00+00:00,,2023-03-14 15:05:00+00:00,22.112,1.0,2023-03-15 02:55:00+00:00,21.082,TIME,-0.0465810419681619,-23.290520984080963,-0.0470810419681619,-23.540520984080963,False,False,False,,A20_Z1_R360_H15,CANDIDATE,A17,5.0,1.0,0.0,0.881045751633987,0.118954248366013,0.8244008714596954,0.881045751633987,0.0,0.0257080610021775,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,FAIL,FAIL,0.06639956096735733,0.09064668031248672,0.7244205404020992,0.0019384127501036463,-0.0009934286818709115,-0.0006384386499150851,-0.024994431840059894,0.05655131830982518,0.06709025500548427,0.8349851757729774,0.015068216562346803,0.01436601043438146,0.0014378921524051957,-0.009555661729574783,0.061475439638591256,2.0,0.008503314656225225,0.006686290876255274,2.0,1.0,0.0003997267512450553,1.0
development,2.0,360,15,2023-03-16 15:00:00+00:00,E0_RESTING_H,0.4,19.85,19.018,0.8320000000000007,2023-03-16 19:20:00+00:00,2023-03-16 19:20:00+00:00,2023-03-16 19:20:00+00:00,19.85,1.0,2023-03-16 19:30:00+00:00,19.792,FAILED_BREAK,-0.0029219143576826,-1.4609571788413156,-0.0034219143576826,-1.7109571788413156,False,False,True,2023-03-16 19:25:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,260.0,52.0,0.0,0.8353365384615381,0.1646634615384619,0.2968749999999996,0.8353365384615381,0.4459134615384638,2.3149038461538294,0.0882658359293887,0.5769230769230769,0.0192307692307692,0.0,0.0,0.0,0.0,0.3918269230769233,0.9124579124579242,0.8333333333333334,0.3918269230769233,0.4076782449725818,0.6666666666666666,FAIL,FAIL,0.01080238751073126,0.027773976186834328,0.6860869565217412,0.0006041468640749503,0.004926865575043848,0.004202306438303882,-0.004473264166001578,0.0034123498021563226,0.022086755182518788,0.66038766038766,0.0012617953718070396,0.005249121105588506,0.007531083052952692,2.99239930576789e-05,0.007107368656443791,2.0,0.000932971117940995,0.005087993340316177,2.0,2.0,0.005866694745628287,2.0
development,2.0,360,15,2023-03-17 15:00:00+00:00,E0_RESTING_H,0.4,20.72,19.8,0.9199999999999982,2023-03-17 21:40:00+00:00,2023-03-17 21:40:00+00:00,2023-03-17 21:40:00+00:00,20.72,1.0,2023-03-17 21:50:00+00:00,20.478,FAILED_BREAK,-0.0116795366795365,-5.839768339768292,-0.0121795366795365,-6.089768339768292,False,False,True,2023-03-17 21:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,400.0,80.0,0.0,0.7836956521739147,0.2163043478260853,0.0815217391304341,0.8652173913043489,0.745652173913045,4.16086956521738,0.1368861024033446,0.5125,0.0375,0.0,0.0125,0.0125,1.0,0.3032608695652179,0.4565826330532183,0.6666666666666666,0.3032608695652179,0.1183206106870257,0.5,FAIL,FAIL,0.011302109188302989,0.03781202435312027,0.2955620408574021,-0.0065474120333267605,-0.013180128421764081,0.024684170471841682,-0.0019014084507041895,-0.0006192601593718594,0.036547297534285,0.13099808061420437,-0.014358312494958336,-0.015169745712459881,0.022494241988472385,-0.00898022085110961,0.005341424514465565,1.0,-0.010452862264142548,-0.014174937067111981,0.0,0.0,0.023589206230157034,2.0
development,2.0,360,15,2023-03-19 15:00:00+00:00,E0_RESTING_H,0.4,21.895,21.233,0.661999999999999,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,2023-03-19 15:00:00+00:00,21.895,1.0,2023-03-19 15:15:00+00:00,21.882,FAILED_BREAK,-0.0005937428636674,-0.2968714318337118,-0.0010937428636674,-0.5468714318337118,False,False,True,2023-03-19 15:10:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,0.012783722258062014,0.017575393716641245,0.8535721724640646,0.005514083366461975,0.003106639247943521,,,0.006889902515209156,0.01669811796195603,0.692488262910795,0.005767097133910326,0.0016209182586064408,,,0.009836812386635585,2.0,0.0056405902501861505,0.002363778753274981,2.0,2.0,,
development,2.0,360,15,2023-03-22 15:00:00+00:00,E0_RESTING_H,0.4,22.949,22.095,0.8540000000000028,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,2023-03-22 15:15:00+00:00,22.949,1.0,2023-03-22 15:30:00+00:00,22.864,FAILED_BREAK,-0.0037038650921609,-1.8519325460804592,-0.0042038650921609,-2.10193254608046,False,False,True,2023-03-22 15:25:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,15.0,3.0,0.0,0.955503512880562,0.044496487119438,0.7096018735362994,0.955503512880562,0.0983606557377041,0.2412177985948506,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,,,FAIL,FAIL,0.01689964234315111,0.027884817487563933,0.7335427135678411,0.009773715320643639,0.012018293331442553,0.0014257739290055582,-0.00596353722951104,0.00886834733893549,0.02109027503984275,0.5479199578725628,0.0024046623731568406,0.0033373448329656608,0.006213766908775842,-0.0032838283828382497,0.0128839948410433,2.0,0.00608918884690024,0.007677819082204107,2.0,2.0,0.0038197704188907,2.0
development,2.0,360,15,2023-03-23 15:00:00+00:00,E0_RESTING_H,0.4,22.065,21.365,0.7000000000000028,2023-03-23 15:00:00+00:00,2023-03-23 15:05:00+00:00,2023-03-23 15:00:00+00:00,22.065,1.0,2023-03-23 15:10:00+00:00,22.345,TARGET,0.0126897801948788,6.344890097439437,0.0121897801948788,6.094890097439437,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,WIN,WIN,0.015285249842513338,0.03178621860246193,0.8712138209557968,0.025183972041367575,0.02116348170589588,,,0.03048219682039166,0.03784598839175336,0.9356964991943771,0.032670796075153774,0.03061760840998695,,,0.0228837233314525,2.0,0.028927384058260674,0.025890545057941416,2.0,2.0,,
development,2.0,360,15,2023-03-28 15:00:00+00:00,E0_RESTING_H,0.4,20.389,19.6,0.7889999999999979,2023-03-28 18:45:00+00:00,2023-03-28 18:45:00+00:00,2023-03-28 18:45:00+00:00,20.389,1.0,2023-03-28 19:50:00+00:00,20.7046,TARGET,0.0154789347197017,7.739467359850871,0.0149789347197017,7.489467359850871,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,225.0,45.0,0.0,0.8060836501901152,0.1939163498098847,0.533586818757922,0.9721166032953124,0.3764258555133097,1.7667934093789677,-0.0344332855093243,0.4444444444444444,0.2444444444444444,0.0666666666666666,0.1333333333333333,0.0666666666666666,2.0,0.2154626108998714,0.6420233463035039,0.6666666666666666,0.2179974651457509,0.3218673218673252,0.5,WIN,WIN,-0.002592592592592591,0.021908652060898627,0.5423728813559322,0.002184486794460927,-0.0013831566378539328,0.003479391013739397,-0.0064816176470587905,0.007029083266265612,0.026396435245076948,0.6673927248965377,0.0012953367875647714,0.0018721198156681496,0.005042403334770684,-0.0037047169596242657,0.0022182453368365107,1.0,0.0017399117910128492,0.00024448158890710836,2.0,1.0,0.0042608971742550406,2.0
development,2.0,360,15,2023-03-29 15:00:00+00:00,E0_RESTING_H,0.4,21.504,20.968,0.5360000000000014,2023-03-30 02:35:00+00:00,2023-03-30 02:35:00+00:00,2023-03-30 02:35:00+00:00,21.504,1.0,2023-03-30 02:50:00+00:00,21.438,FAILED_BREAK,-0.0030691964285715,-1.534598214285754,-0.0035691964285715,-1.784598214285754,False,False,True,2023-03-30 02:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,695.0,139.0,0.0,0.89179104477612,0.10820895522388,-0.4962686567164133,0.89179104477612,1.2518656716417933,9.085820895522334,0.0792607802874751,0.5107913669064749,0.0071942446043165,0.0,0.0071942446043165,0.0071942446043165,1.0,1.0876865671641731,0.9730769230769176,0.8333333333333334,1.19962686567164,0.7399723374827013,0.6666666666666666,FAIL,FAIL,-0.007582961671128929,0.013365391415034298,0.1865079365079365,-0.004698140099593573,-0.005209267642393045,0.026239211373978666,0.015204882911558526,-0.013334285651495525,0.018542751343375106,0.13543543543543443,-0.007461242987813255,-0.007888936153757076,0.012695937856725292,-0.003282839354612377,-0.010458623661312227,0.0,-0.006079691543703414,-0.00654910189807506,0.0,0.0,0.01946757461535198,2.0
development,2.0,360,15,2023-03-31 15:00:00+00:00,E0_RESTING_H,0.4,20.917,20.206,0.7110000000000021,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,2023-03-31 15:00:00+00:00,20.917,1.0,2023-03-31 15:20:00+00:00,20.755,FAILED_BREAK,-0.0077448964956734,-3.872448247836724,-0.0082448964956734,-4.122448247836724,False,False,True,2023-03-31 15:15:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,FAIL,FAIL,0.02609312185307955,0.032300833739622024,0.8206102725594515,0.0052572194210358525,0.014666524307779927,,,0.026134877429884185,0.03372659237229979,0.805232558139536,0.005548222432783412,0.01633046212439937,,,0.026113999641481866,2.0,0.005402720926909632,0.015498493216089648,2.0,2.0,,
development,2.0,360,15,2023-04-01 15:00:00+00:00,E0_RESTING_H,0.4,21.111,20.86,0.2510000000000012,2023-04-01 20:30:00+00:00,2023-04-01 20:40:00+00:00,2023-04-01 20:30:00+00:00,21.111,1.0,2023-04-01 20:50:00+00:00,21.105,FAILED_BREAK,-0.0002842120221685,-0.1421060110842753,-0.0007842120221685,-0.3921060110842753,False,False,True,2023-04-01 20:45:00+00:00,A20_Z1_R360_H15,CANDIDATE,A17,330.0,66.0,0.0,0.7091633466135456,0.2908366533864543,-0.5179282868525832,0.717131474103581,0.8247011952191224,6.159362549800779,0.0996119016817591,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.5418326693227177,0.4458874458874493,0.6666666666666666,0.7529880478087615,0.3701298701298771,0.6666666666666666,FAIL,FAIL,-0.004446570793347093,0.007597173144876325,0.20930232558139536,-0.003784211915867308,-0.003980558263617762,0.004042417111014496,-0.001956445381102956,-0.004707597371637173,0.00825936612118142,0.20799999999999272,-0.00463668351072577,-0.005296337475832469,0.0005946743607252447,-0.0059080962800874826,-0.004577084082492133,0.0,-0.004210447713296539,-0.004638447869725115,0.0,0.0,0.0023185457358698702,2.0
development,2.0,360,15,2023-04-03 15:00:00+00:00,E0_RESTING_H,0.4,20.599,20.102,0.4969999999999999,2023-04-03 18:35:00+00:00,2023-04-03 18:50:00+00:00,2023-04-03 18:35:00+00:00,20.599,1.0,2023-04-03 19:30:00+00:00,20.7978,TARGET,0.0096509539298024,4.82547696490121,0.0091509539298024,4.57547696490121,True,True,True,,A20_Z1_R360_H15,CANDIDATE,A17,215.0,43.0,0.0,0.7243460764587515,0.2756539235412484,-0.0905432595573475,0.7243460764587515,0.7243460764587515,2.8370221327967817,0.2212765957446816,0.5348837209302325,0.0,0.0,0.0,0.0,0.0,0.5895372233400389,0.4405594405594482,0.6666666666666666,0.5895372233400389,0.4352941176470631,0.6666666666666666,WIN,WIN,-0.012133643058370058,0.02169212900920218,0.0815485996705107,-0.009395388683760664,-0.00595026642984009,0.005414059400987048,-0.014218640504555013,-0.010692205784941455,0.018329120704373956,0.08036529680365569,-0.008310969705353388,-0.005730738505236976,0.012632307237352203,-0.004153771866289291,-0.011412924421655757,0.0,-0.008853179194557026,-0.005840502467538533,0.0,0.0,0.009023183319169625,2.0
